price,address,Diện tích,Lộ giới,Số tầng,Số phòng ngủ,Details,Ngày đăng,Loại tin,id,Mặt tiền,Số toilet,Hướng
"4,2 tỷ VNĐ",Đường Hoàng Quốc Việt phường Mai Dịch, 45m2, 3, 5, 3,"Bán nhà Hoàng Quốc Việt- 45m-5 tầng MT 4m 4.x tỷ- siêu gần phố 💥💥💥💥💥NHÀ ĐẸP CHỦ TỰ XÂY TÂM HUYẾT - GẦN PHỐ 💥💥💥💥💥  🏡 Mô tả:  - Nhà đẹp ở ngay, cách mặt phố chỉ vài bước chân.- Nhà thiết kế 5 tầng khung cột chắc chắn, đủ công năng. Có khe thoáng, giếng trời, ô chờ thang máy. 🏠 Thiết kế: thông sàn full nội thất đẹp Tầng 1: Phòng rộng + khu bếp ăn, wc.Tầng 2,3,4: tổng 3 ngủ + WCTầng 5: phòng thờ, sân phơi. Liên hệ Hoàng Anh để xem nhà miễn phí",06/06/2022,Tin thường,batdongsan_so_com_vn_1673821339.4871519, 4, 4,
"8,8 tỷ VNĐ",Đường Kiến Hưng phường Kiến Hưng, 56m2, 15, 7, 6,"Bán nhà khu Dịch vụ Đa Sỹ - Hà Đông, 56m2, 7 tầng thang máy, có gara ô tô, mặt tiền 4m, giá 8.8 tỷ  VỊ TRÍ : Cực kỳ đắc địa, thuộc khu phân lô Dịch vụ Đa Sỹ, đường chính lối vào bể bơi, Công viên cây xanh Hà Đông đường rộng thoáng ô tô tải tránh đỗ ngày đêm, vỉa hè rộng, kinh doanh sầm uất đa ngành, khu vực phát triển từng ngày. THIẾT KẾ : + Nhà chủ thiết kế xây 7 tầng đẹp, Thang Máy, tâm huyết, tỉ mỉ, khung cột bê tông chắc chắn. Nội thất cửa kính, sàn, cầu thang, tay vịn, đều làm toàn gỗ lim bóng sáng xịn mịn, + Tầng 1,2: Thông sàn Kinh doanh + Tầng 3, 4,5: Mỗi tầng 2 P. Ngủ + Wc + Tầng 6: Phòng thờ + Tầng 7 : Sân phơi rộng, tiểu cảnh. + Nhà thiết kế cầu thang cuối nên rất phù hợp cho việc làm VP hay kinh doanh NHÀ HÀNG - CAFE - SIÊU THỊ MINI - PHÒNG KHÁM - TRƯỜNG MẦM NON...... + Sổ đỏ phân lô vuông vắn, sẵn sàng giao dịch.
Đa Sỹ - Hà Đông
Liên hệ Mr Chung 0936206176",06/06/2022,Tin thường,batdongsan_so_com_vn_1673821340.4286315, 4, 7,
"4,8 tỷ VNĐ",Đường Hồ Tùng Mậu phường Mai Dịch, 39m2, 3, 4, 5,"Nhà Gần Phố , 2 Mặt thoáng vĩnh viễn.nhà mới đẹp, Full nội thất. Nhà nằm trong khu vực trung tâm Cầu Giấy, ngõ thông thoáng, thông khắp các ngả. giao thông vô cùng thuận tiện. Gần trường học các cấp, Tập trung nhiều Học sinh, Sinh viên. Dân cư đông đúc, Dân trí cao. Xung quanh tiện ích ngập tràn.An ninh, An sinh xã hội đảm bảo. Nhà chủ xây cực tâm huyết, khung cột chắc chắn. Thiết kế hiện đại,  thoáng trước ,sau nên Phòng nào cũng thoáng. DT 39/42m2 x 5T,MT 3.3m. Tầng 1 : Phòng Khách + Bếp, wc. Tầng 2,3,4 Mỗi tầng 2 PN, wc. Tầng 5 : Phòng thờ , sân phơi. Pháp lý chuẩn , sổ đỏ sẵn sàng giao dịch ngay. Giá 4.8 Tỷ ( thương lượng). Liên hệ ngay để nhận được tư vấn, hướng dẫn xem nhà hoàn toàn miễn phí.",06/06/2022,Tin thường,batdongsan_so_com_vn_1673821341.6144605, 3, 4,
"3,85 tỷ VNĐ",Chính Kinh Thanh Xuân Hà Nôi, 32m2, 2, 5,,"Tôi cần bán gấp căn nhà phố Chính Kinh, Thanh Xuân, Hà Nội: Diện tích sử dụng 32m2, tầng 1 35m2. Mặt tiền dài 3,4m, nhà cao 5 tầng. Vị trí trung tâm nhiều tiện ích. Gần mặt đường Nguyễn Trãi, Royal City. Xung quanh nhiều trường học từ mầm non, tiểu học… Cách chợ Chính Kinh 30m. Nhà thiết kế hiện đại, đẹp, còn rất mới. Giá chỉ 3,85 tỷ. Sổ đỏ cất két sẵng sàng giao dịch.",06/06/2022,Tin thường,batdongsan_so_com_vn_1673821342.8930826, 3,,
"5,2 tỷ VNĐ",Quan Hoa - Cầu Giấy - Hà Nội, 43m2,,,,"SIÊU PHẨM KINH DOANH ĐỈNH - CÁCH PHỐ CHỈ 20M - Ở SƯỚNG - HƯỞNG TRỌN TIỆN ÍCH TT CẦU GIẤY.- Vị trí tuyệt vời, ngõ 3 gác phóng ầm ầm, xung quanh nhiều hộ kinh doanh đa loại hình.- Giao thông thuận lợi kết nối đường Nguyễn Khánh Toàn, Láng, Nguyễn Khang, Cầu Giấy...- Chủ tự xây tâm huyết, nhà rất đẹp, chắc chắn, công năng sinh hoạt rất hợp lý, ở sướng.- Thiết kế 5 tầng tổng 5 ngủ.+ Tầng 1 : Khách , bếp ăn, để xe,WC.+ Tầng 2 : Phòng khách rộng, có thể chuyển thành phòng ngủ tùy thích.+ Tầng 3 vá 4 : Mỗi tầng 2 phòng, WC giữa.+ Tầng 5 : Phòng thờ, sân phơi.- Nội thất cơ bản, nhà còn mới , xem là ưng.Liên hệ để biết thêm thông tin - 0976817296 - Nguyễn Tiến Hoàng - Hỗ trợ 24/24.",06/06/2022,Tin thường,batdongsan_so_com_vn_1673821343.923282,,,
27 tỷ VNĐ,"Chí Phú, Sơn Đà, Ba Vì, Hà Nội", 13897m2,,,,"- Lô đất nghỉ dưỡng, nằm trong quần thể khu du lịch Đầm Long, Rừng cò Ngọc Nhị. Lưng tựa núi dưới có hồ nước, phong thủy hữu tình, phù hợp làm khu du lịch sinh thái, homestay, nghỉ dưỡng.- Đc: Chí Phú, Sơn Đà, Ba Vì, Hà Nội.- Dt: 13897,6 m2, có tận 1200m2 đất ở, sẵn 4 sổ đỏ riêng, phía trước đất là rừng nguyên sinh của khu du lịch Đầm Long.- Giao thông thuận lợi, cách Tỉnh Lộ 413: 500m, cách du lịch Đầm long 200m theo đường thẳng. Trong đất đã có hồ luôn, đường bê tông rộng 5m đến tận đất.- Vị trí đất nằm trong khu vực trung tâm của khu du lịch.- Tiện ích xung quanh đầy đủ...- Lh chính chủ: 0975349726 để đàm phán trực tiếp.- Giá ban đầu: 27 tỷ.",06/06/2022,Tin thường,batdongsan_so_com_vn_1673821345.3694134,,,
"4,7 tỷ VNĐ","Thôn 5, Ba Trại, Ba Vì, Hà Nội", 3502m2,,,,"- Lô đất nghỉ dưỡng vàng, có 2 mặt tiền đường, trục đường thông liên xã.- Dt: 3502m2, có tận 400 m2 đất ở, sẵn 1 sổ đỏ.- Đc: Thôn 5, Ba Trại, Ba Vì, Hà Nội.- Đường rộng 6m, đường thông. Hai xe ô tô tránh nhau.- Cách chợ Ba Trại, trường mầm non, trường cấp 1, cấp 2, ủy ban xã, trạm y tế, Tỉnh lộ 86: Bán kính 800m.- Đất gần khu du lịch Hồ Suối Hai, K9, Tắm khoáng nóng Thuần Mỹ.- View đẹp, khu đông dân cư.- Lh chính chủ: 0975349726 để đàm phán trực tiếp.- Giá ban đầu: 4.7 tỷ.",06/06/2022,Tin thường,batdongsan_so_com_vn_1673821346.5831664, 35,, Đông nam
276 triệu VNĐ,tây mỗ đại mỗ nam từ liêm hà nội, 31m2, 20, 10, 1,"🔰Chỉ từ 276 tr sở hữu căn hộ view công viên, tiện ích 5 Sao tại VHSM🔰 Chính sách CK lên tới 𝟏6% giá trị căn hộ.=============================🎁 Siêu Chính Sách Hỗ Trợ Mới Nhất Từ CĐT- HỖ TRỢ cho vay 80% GTCH- LÃI SUẤT 0% trong vòng 24 tháng- MIỄN PHÍ dịch vụ quản lý trong 05 năm- Gói QUÀ TẶNG “Nội thất cao cấp” trị giá 2% GTCH*- CHIẾT KHẤU ưu đãi 2% GTCH*- CHIẾT KHẤU 12% khi thanh toán sớm*- CHIẾT KHẤU thêm 1% GTCH khi mua mới cùng lúc từ 02 căn hộ** (Chưa gồm VAT & Phí bảo trì)=============================- CHUỖI TIỆN ÍCH LIÊN HOÀN ĐẦU TIÊN TẠI VIỆT NAM:👉 Vị trí đẹp ngay gần công viên trung tâm rộng 10,2Ha.👉 Cách Mỹ Đình 2km.👉 Nằm trên trục đường chính rộng 52m2, từ đây dễ dàng di chuyển sang Aeon Mall Hà Đông, đường Lê Trọng Tấn,công viên thể thao.👉 Bể bơi ngoài trời rộng 1000 m2, tiện ích sân tập thể thao đầy đủ,..🏡Địa chỉ: Tây Mỗ - Đại Mỗ, Nam Từ Liêm, Hà Nội (Trái tim của đại đô thị thông minh Vinhomes Smart City)☎ Liên hệ ngay để biết thêm thông tin chi tiết! Hotline: 034.684.6898",06/06/2022,Tin thường,batdongsan_so_com_vn_1673821347.887677, 20, 1, Tây nam
32 tỷ VNĐ,"Hoàng Cầu , Đống Đa , Hà Nội", 80m2, 2, 7, 4,"TOÀ NHÀ VĂN PHÒNG TRUNG TÂM ĐỐNG ĐA – HOÀNG CẦU – 80M2 X 7 TẦNG MẶT TIỀN 5M - VỈA HÈ RỘNG 3M - Ô TÔ TRÁNH KINH DOANH SẦM UẤT - VIEW CÔNG VIÊN – LH 0363848024.- Khu trung tâm Đống Đa Full tiện ích xung quanh toàn văn phòng kinh doanh sầm uất gần công viên, dân trí cao văn minh đẳng cấp thủ đô.- Tòa nhà thiết kế hiện đại : Diện tích 80m2, 7 tầng 1 tum, mặt tiền 5m, sổ đẹp.+ T1: Thông sàn kinh doanh + Wc.+ T2, 3, 4: Thông sàn KD + Wc.+ T5,6: Mỗi tầng 2 phòng ngủ khép kín.+ T7: P. Khách + bếp.+ Tum: Sân BBQ View cực đẹp.- Liên hệ em Đức để xem nhà : 0363848024 !   .",06/06/2022,Tin thường,batdongsan_so_com_vn_1673821349.1692486, 5, 7, Đông nam
"4,88 tỷ VNĐ",Phố Lương Thế Vinh, 48m2,, 4, 4,"+ Chính chủ cần bán nhà trong khu phân lô Viện sốt rét đường Lương Thế Vinh, quận Nam Từ Liêm. + Vị trí thuộc khu PHÂN LÔ Viện Sốt rét, dân trí cực cao, an ninh tốt, đối diện Khu Nhà ở Quốc Hội, cạnh đường Tố Hữu (Lê Văn Lương kéo dài). + Nhà 2 mặt ngõ trải nhựa, phân lô ô bàn cờ, cách mặt phố chỉ vài chục bước. + Khu vực trung tâm phát triển mạnh Kinh tế - Hạ tầng, tương lai cực sáng. Dịch vụ tiện ích như bus nhanh BRT, trường học, chợ, siêu thị, bệnh viện, bãi gửi xe... đầy đủ xung quanh. + Nhà xây trên diện tích 48m, thiết kế 4 tầng đẹp, chủ tâm huyết xây móng tường chắc, nội thất TOTO, đồ Gỗ Lim: với 4 phòng ngủ, wc khép kín với đầy đủ công năng. + Sổ đỏ chính chủ, pháp lý chuẩn. + Giá bán: 4.88 tỷ + Liên hệ xem nhà: 0902.08.31.39",06/06/2022,Tin thường,batdongsan_so_com_vn_1673821350.3710337, 3, 5,
