price,address,Diện tích,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id,Mặt tiền,Lộ giới,Hướng
"5,1 tỷ VNĐ",Đường Vũ Xuân Thiều phường Sài Đồng, 65m2, 3, 3, 3,"Chủ nhà cần bán gấp căn nhà cực đẹp, diện tích 65 m2, 3 tầng, mặt tiền 3,8 m, giá chỉ 5,1 tỷ. + Vị trí nhà rất đẹp, thuộc khu phân lô cán bộ của Công ty Cầu 14, đường trước nhà trải nhựa, ô tô tránh đổ vào nhà thoải mái. + Khu dân trí cao, an ninh chất lượng, an sinh quá đỉnh + Hiện trạng là nhà 3 tầng Chủ tự xây đã lâu, khách mua về sơn sửa lại ở vẫn rất tốt hoặc có điều kiện cóthể đập đi xây nhà 6 tầng thang máy thì quá đẹp. + Thiết kế: T1: Để xe, Khách, Bếp, WC T2: 2 phòng ngủ, vệ sinh giữa, phòng phía ngoài có ban công cực rộng T3: 1 ngủ, phòng thờ, sân phơi và kho. + Sổ đỏ chính chủ vuông đẹp, pháp lý rõ ràng, sẵn sàng giao dịch. Chủ nhà cần bán gấp nên rất thiện chí, giá chỉ 5,1 tỷ. Khách mua nhà thiện chí có thể thương lượng và gia lộc thông tin nhà hoàn toàn đầy đủ và chính xác.Anh/chị có nhu cầu mua nhà liên hệ em Phúc chuyên nhà đất thổ cư tại quận Long Biên để được tư vấn và xem nhà hoàn toàn miễn phí.Vui lòng liên hệ: Mr. Hoàng Phúc (Chuyên thổ cư).",07/09/2022,Tin thường,batdongsan_so_com_vn_1673803672.9703436, 3, 6,
"3,1 tỷ VNĐ","Trâu QUỳ, Gia Lâm, Hà Nội", 53m2,,,,"NHÀ Ở, BÁN NHANH NHÀ 53M2 Tại AN ĐÀO, TRÂU QUỲ, GIA LÂM   +) Nhà còn mới DT: 53m2. MT=Hậu: 5m. Gần ngay trục đường chính +) Nhà còn mới, xây dựng đầy đủ công năng cho hộ gia đình ở.  -) Nhà có hai mặt thoáng, cực đẹp, khu dân cư đông đúc, dân cư thân thiện -) Cách trục đường LÝ THÁNH TÔNG 200m. Gần ngay Vinhomes Ocean Park.  +) Nhà có sẵn sổ đỏ, giao dịch nhanh chóng, không quy hoạch, không tranh chấp +) Cách trường học và bệnh viện 1,5km đầy đủ.  Hotline xem nhà: 0399 643 640 Gặp Mr Công để xem nhà #nhà_ở #congbdsgialam #Trâu_quỳ",07/09/2022,Tin thường,batdongsan_so_com_vn_1673803674.2399476, 5,,
"9,1 tỷ VNĐ",Phố 8/3, 50m2, 5, 4, 4,"- Nhà siêu đẹp, kinh doanh các mặt hàng, ô tô đỗ ngày đêm.- DT: 50m x 5T. - Thiết kế: T1 Thông sàn, T2 Phòng khách, wc, T3,4,5 với 4 ngủ, 1 thờ, sân phơi.- SỔ ĐỎ CHÍNH CHỦ, SẴN GIAO DỊCH.- Nhỉnh 9 tỷ, có lẻ là giao dịch.- Ngay gần chợ 8/3.- Bệnh viện TN....- Gần trường các cấp chất lượng, con cái học hành thuận tiện.- LIÊN HỆ: 0825920555.",07/09/2022,Tin thường,batdongsan_so_com_vn_1673803675.9054914, 4, 6,
"18,2 tỷ VNĐ",Đội Cấn Ba Đình Hà Nội, 94m2, 1, 1, 1," - Diện tích 94m2 Mt 8m 18.2 tỷ ( có thương lượng )  - Vị trí cực đẹp nằm trong ngõ 279 Đội Cấn, kinh doanh tấp nập. Ngõ trước nhà ô tô tránh! -  Đường trước nhà được mở rộng, trước nhà ô tô tránh! - Nhà C4 chủ xác định bán đất! Khách mua về xây mở quán coffee, Spa, Toà nhà văn phòng, căn hộ cho thuê rất hợp lý!  - Sổ đỏ chính chủ, pháp lý chuẩn sẵn sàng giao dịch! ACE Có nhu cầu liên hệ với em để được tư vấn.Miễn ( TG Quảng Cáo ) ",07/09/2022,Tin thường,batdongsan_so_com_vn_1673803677.0334737, 8,,
866 triệu VNĐ,cầu giấy hà nội, 80m2,,,,"🌈 Chuẩn bị mở bán khu dân cư mới tự xây tân phúc giá chỉ từ 886 triệu/ lô , sổ đỏ riêng công chứng sang tên chuyển nhượng ngay.💥 diện tích 70-90m2 phù hợp với thiết kế nhà hiện đại . 💥 đường rộng 6m trải nhựa thông thoáng đủ hướng cho các nhà đầu tư. 💥 cơ sở pháp lý rõ ràng , sổ riêng từng nền đất ở lâu dài sở hữu vĩnh viễn 📌 Vị trí đầy tiềm năng: gần ql38 ,cao tốc và nút giao cao tốc hà nội -hưng yên - hải dương - hải phòng .💥 nằm trên trục đường huyết mạch tân phúc - võng phan . chạy qua các khu công nghiệp Ân Thi -Phù Cừ - Tiên Lữ -Bình Giang và các khu công nghiệp lân cận thu hút các nhà đầu tư trong và ngoài nước tạo cho hàng nghìn lao động địa phương và các tỉnh lân cận đổ về . .💥 Trong vùng quy hoạch hàng nghìn héc ta ở Ân Thi- Bãi Sậy - Tân Phúc - Hoàng Hoa Thám - Quang Vinh loạt dự án khu dân cư mới và cụm công nghiệp lớn.🔸 Nằm trong khu dân cư đông đúc đầy đủ các tiện ích trường học, y tế, cửa hàng tiện ích, bán kính không quá 1km📌 Cơ hội cho các nhà đầu tư, ưu đãi giảm 3% khi khách hàng mua từ 2 lô trở lên.",07/09/2022,Tin thường,batdongsan_so_com_vn_1673803678.2781436, 5, 6,
"9,1 tỷ VNĐ",NHỔN, 70m2,,,,"CỰC HOT ! CẦN BÁN CCMN NGÃ TƯ NHỔN, NAM TỪ LIÊM 70M 7T nhỉnh 9 tỷ- Vị trí cực đẹp, cực thuận lợi.- Giao thông thuận tiện, 5 phút bến xe Mỹ Đình..- Phát triển cực mạnh, KCN Nhổn, Trịnh Văn Bô, KDT Hateco Xuân Phương.- Trường Đại Học Công nghiệp HN, ĐH Mỏ Địa Chất, ĐH Tài Nguyên Môi Trường, Cao Đẳng FPT, Đại học Thành Đô, ĐH Thương Mại..- Sổ đẹp, Sang tên nhanh gọn.- Xem nhà chốt cọc gọi Mr Đức 0898839292 - 0812212525.",07/09/2022,Tin thường,batdongsan_so_com_vn_1673803679.4450657,,,
"9,1 tỷ VNĐ",Phố 8/3, 50m2, 5, 4, 4,"- Nhà siêu đẹp, kinh doanh các mặt hàng, ô tô đỗ ngày đêm.- DT: 50m x 5T. - Thiết kế: T1 Thông sàn, T2 Phòng khách, wc, T3,4,5 với 4 ngủ, 1 thờ, sân phơi.- SỔ ĐỎ CHÍNH CHỦ, SẴN GIAO DỊCH.- Nhỉnh 9 tỷ, có lẻ là giao dịch.- Ngay gần chợ 8/3.- Bệnh viện TN....- Gần trường các cấp chất lượng, con cái học hành thuận tiện.- LIÊN HỆ: 0825920555.",07/09/2022,Tin thường,batdongsan_so_com_vn_1673803684.9438765, 4, 6,
"5,2 tỷ VNĐ",Đường 19 tháng 5 phường Văn Quán, 40m2, 4, 4, 4,"Bán nhà ngõ 146 đường 19/5 40m 4 tầng 5.2 tỷ có TLMô tả:+ Nằm tại Văn Quán là trung tâm Quận Hà Đông, vô vàn tiện ích, ô tô cách nhà 10m.+ Nhà 4 tầng, với công năng đầy đủ, nhà tự xây nên chất lượng còn rất tốt.+ Thiết kế: - Tầng 1: Khách + Bếp + WC. - Tầng 2,3: 2 ngủ + WC.- Tầng 4: Phòng thờ + sân phơi.+ Sổ đỏ sẵn sàng giao dịch.Gọi ngay em Tuấn Anh 0967380712 ",07/09/2022,Tin thường,batdongsan_so_com_vn_1673803686.7552536, 4, 3,
"4,5 tỷ VNĐ",Văn Quán, 35m2,,,," # Bán nhà quận Hà Đông phường Văn Quán LH Tình Nhà Đất 0983858722. + Nhà lô góc, 5 tầng xây mới cứng sáng thoáng, ô tô đỗ cửa, thiết kế tinh tế, đẹp, sang trọng, đầy đủ nội thất cao cấp gồm: giường, tủ, điều hòa, nóng lạnh.. như hình mô tả. Chủ đang rất cần bán giá chỉ nhỉnh xíu trên 4 tỷ. nhanh tay liên hệ thương lượng trực tiếp để sở hữu ngay căn nhà tuyệt đẹp này. + Vị trí trung tâm: phường Văn Quán ngay cạnh KĐT Văn Quán, tiện chợ, gần trường, nhiều trung tâm mua xắm, thông đường Trần Phú, Nguyễn Khuyến, 19/5, Phùng Hưng... + Sổ đỏ nở hậu chính chủ, sẵn sàng giao dịch. # HotLine: 0983858722 Tình Nhà Đất quận Hà Đông – Hà Nội ( uy tín, nhiệt tình, hỗ trợ, tư vấn 24/7 ).",07/09/2022,Tin thường,batdongsan_so_com_vn_1673803688.2493045,,,
"6,5 tỷ VNĐ",Đường Quan Hoa phường Quan Hoa, 65m2, 5, 5, 5,"- Vị trí hiếm nhà bán ở Phố Quan Hoa, quận Cầu Giấy, giáp 3 quận Đống Đa, Ba đình, Thanh Xuân, đi lại vô cùng thuận tiện. - Nhà thiết kế sang trọng, lại còn thoáng trước và sau nên nhà cực thoáng sáng tự nhiên. - Ngõ thông thoáng sáng, vài bước chân là ra phố, ô tô đỗ ngày đêm. - Chủ nhà doanh nhân thành đạt, nhiều nhà cần bán bớt. - Sổ đỏ chính chủ, sẵn sàng giao dịch. - Giá: 7.6 tỷ (giá có thương lương với khách thiện chí) - Gọi ngay: Em Hương để xem nhà, miễn trung gian và MG",07/09/2022,Tin thường,batdongsan_so_com_vn_1673803689.686652, 5, 6,
