price,address,Diện tích,Mặt tiền,Lộ giới,Details,Ngày đăng,Loại tin,id,Số tầng,Số phòng ngủ,Số toilet,Hướng
"3,25 tỷ VNĐ","Mỹ Đình, Nam Từ Liêm", 39m2,,,"Vị trí đắc địa, xung quanh tiện ích bạt ngàn khi ngay gần chợ dân sinh, trường học các cấp. Ngõ xóm sạch sẽ, thông thoáng, chưa đến 100m đã có bãi xe. Từ nhà đi các ngả Lê Đức Thọ, Xuân Thủy, Phạm Hùng, Trần Hữu Dực... chỉ mất 5 phút xe. Nhà 39m2, thoáng trước sau được chủ tự xây chắc chắn và vô cùng hợp lý, công năng đầy đủ, phòng nào cũng có ban công lấy ánh sáng tự nhiên giúp không gian luôn thông thoáng. Hàng xóm xung quanh thân thiện, nhiệt tình, ngõ xóm an ninh tuyệt đối. Giá chào 3 tỷ 250 triệu (khách đàm phán trực tiếp với chủ nhà). Sổ cất trong két sẵn sang tên. Cam kết nhà thật, việc thật 100% (hỗ trợ pháp lý và các thủ tục liên quan đến ngân hàng).    Anh chị nhanh tay gọi em Sơn (thổ cư) ngay để xem nhà và được tiếp cận free thêm hàng ngàn căn nhà ở Hà Nội: 0932382236",27/12/2021,Tin thường,batdongsan_so_com_vn_1673834439.6871243,,,,
"9,8 tỷ VNĐ",Phố Tố Hữu, 50m2, 5,,"6 TẦNG – THANG MÁY – PHÂN LÔ VỈA HÈ – KINH DOANH - VÀI BƯỚC RA TỐ HỮU – CẠNH DỰ ÁN SHOPHOUSE HIM LAM + Chính chủ bán nhà tại KĐT Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội. + Liên hệ: 0902.083.139 Mr.Hiển Diện tích 50m2. Nhà 6 tầng Thang máy nhập. Mặt tiền 5m, vỉa hè rộng 3m. Đường trước nhà 9m ô tô tránh, dừng đỗ ngày đêm. + Giá chào: 9 tỷ 8 ( Có thương lượng) + Khu dịch vụ Vạn Phúc thay đổi chóng mặt từng ngày, được hưởng lợi thế nằm tại ngã tư đường Tố Hữu, Vạn Phúc. Xung quanh là các khu đô thị được quy hoạch hạ tầng đồng bộ. + Nhà gần gay trường Vạn Bảo vài bước ra trường Quốc tế Nhật Bản, gần làng nghề truyề thống Vạn Phúc tiện ích không thiếu thứ gì. + Nhà Phân lô, vỉa hè, đường ô cờ, giao thông vô cùng thuận tiện. kết nối khu đô thị Văn Khê, HimLam, Dọc Bún…vv + Nhà 6 tầng thang máy phong cách kiến trúc hiện đại. + Thiết kế: - Tầng 1: Thông sàn, Gara, WC. - Tầng 2: Khách + Bếp + WC. - Tầng 3,4,5 : Mỗi tầng 2 ngủ + WC - Tầng 6: Phòng Thờ, Kỹ thuật thang, Sân Phơi. + Sổ đỏ chính chủ, sẵn sàng giao dịch.    ",27/12/2021,Tin thường,batdongsan_so_com_vn_1673834441.77941, 6, 5, 5,
"3,49 tỷ VNĐ","Cầu Diễn, Nam Từ Liêm", 33m2,,,"Vị trí đẹp, ô tô nhỏ đỗ cửa, xe 5 tạ chạy vòng quanh, ngõ thông thẳng tắp. Nhà nằm ở trung tâm phường Phú Diễn gần các trụ sở chính quyền, đầu ngõ là trường học các cấp mới rộng đẹp, vài bước là chợ dân sinh đẹp như siêu thị. Tiện ích bạt ngàn cùng hệ thống hạ tầng hoàn thiện. Từ nhà đi Cầu Diễn, Nhổn, Hồ Tùng Mậu, Xuân Thuỷ, Mỹ Đình… nhanh chóng thuận tiện. Nhà 5 tầng được chủ nhà tự xây tâm huyết, tỉ mỉ, thiết kế đầy tinh tế. Nhà lô góc cùng mặt tiền siêu rộng giúp không gian trong nhà luôn thoáng sáng. Giá chào 3 tỷ 490 triệu (khách thương lượng trực tiếp với chủ). Sổ đẹp cất két, sẵn sang tên ngay. Cam kết nhà thật, việc thật 100% (hỗ trợ pháp lý và các vấn đề liên quan đến ngân hàng). Gọi em Sơn (thổ cư) ngay để được tư vấn nhiệt tình và xem miễn phí thêm hàng nghìn căn nhiều mức giá ở Hà Nội: 0932382236",27/12/2021,Tin thường,batdongsan_so_com_vn_1673834443.6903117,,,,
,"Đường Ngô Gia Tự, phường Đức Giang", 76m2,,,"Mô tả:+ Vị trí Nhà đối diện chợ Việt Hưng, kinh doanh sầm uất. Đường nhựa thông, Ô tô tránh.+ Vị trí Kinh doanh: Hotel, Văn phòng, trung tâm English quá thuận lợi. + Nhà xây 6 Tầng Thang máy quá chắc chắn Nội thất hoàn thiện toàn ĐỒ GỖ, thiết bị nhập Xịn.- Tầng 1: Gara Ô tô, Bếp, vệ sinh.- Tầng 2,3,4,5: Mỗi tầng 2 Ngủ to, vệ sinh khép kín, thang máy, thang bộ rộng.- Tầng 6: Phòng Ngủ, Thờ, sân phơi rộng.+ Chủ nhà ăn lên làm ra nên mua biệt thự.+ Sổ đỏ chính chủ. RẤT ĐẸP. Lh: E Mai 0983724773.",27/12/2021,Tin thường,batdongsan_so_com_vn_1673834445.5764394,,,,
"8,3 tỷ VNĐ",Chiến Thắng - Văn Quán - Hà Đông - Hà Nội, 80m2, 6,,"THIẾU TIỀN BÁN GẤP ĐẤT CHIẾN THẮNG, VĂN QUÁN 80m2 x 8.3tỷ Đất mặt ngõ ô tô tránh kinh doanh sầm uất Chủ xác định mua về xây dựng văn phòng, chung cư mini hay kinh doanh nhà hàng ăn uống thì quá đỉnh Đường trước nhà 3 oto tránh nhau, Oto đỗ cửa, Mặt tiền 6.5m Sổ đỏ chính chủ - sẵn sàng giao dịch Liên hệ: E Nam 0964310396 - 0964101866",27/12/2021,Tin thường,batdongsan_so_com_vn_1673834451.4128218,,,,
34 triệu VNĐ/m2,279 Hoàng Mai, 77m2,,,"Bạn đang tìm mua nhà Q.Hoàng Mai? Bạn ko biết thủ tục vay mua nhà ra sao? lãi suất thế nào?Bài viết này sẽ dành cho bạn. Hãy dừng lại 2p để đọc ngay nhé. Tôi tin là sẽ rất hữu ích cho bạn 🥳 👉 SẮP RA HÀNG CÁC TẦNG 6 - 18 - 26  🌟 𝐕𝐞̂̀ 𝐠𝐢𝐚́ 𝐛𝐚́𝐧- Dự án đã mở bán đợt 4 với giá giao động trong khoảng từ 31,5tr - 41tr/m2.- Các tầng còn hàng: 2 - 3 - 4 - 5 - 7 - 11 - 11A - 15A - 20 - 21 - 27.- Các tầng đã bán hết: 8 - 12 - 16 - 19 - 23 - 24.- Các tầng mở bán đợt 4: 9 -17 - 25 - Các tầng mở bán đợt 5 (dự kiến tháng 12): 6 - 18 - 26- Các tầng mở bán đợt 6 (dự kiến tháng 1/2022): 10 - 15 - 22 - Căn hộ 76m - 77m (2 ngủ, 2wc): Giá 2,7 - 3 tỷ.- Căn hộ 96m (3 ngủ, 2wc): Giá 3,276 - 3,558tỷ.- Căn hộ 108m (căn góc 3 ngủ, 2wc): 3,392 - 4,068tỷ.🌟 𝐕𝐞̂̀ 𝐓𝐢𝐞̂́𝐧 đ𝐨̣̂ 𝐭𝐡𝐚𝐧𝐡 𝐭𝐨𝐚́𝐧 𝐯𝐚̀ 𝐜𝐡𝐢́𝐧𝐡 𝐬𝐚́𝐜𝐡 𝐛𝐚́𝐧 𝐡𝐚̀𝐧𝐠.Đặt cọc: 100tr.🔷 Đ𝑜̂́𝑖 𝑣𝑜̛́𝑖 𝑘ℎ𝑎́𝑐ℎ ℎ𝑎̀𝑛𝑔 𝑘𝑜 𝑣𝑎𝑦 𝑛𝑔𝑎̂𝑛 ℎ𝑎̀𝑛𝑔: + Đợt 1: 30% - Ký HĐMB (trong vòng 10 ngày đặt cọc).+ Đợt 2: 10% - 15 ngày Đợt 1.+ Đợt 3-4-5: mỗi đợt 10% - cách nhau 45 ngày+ Đợt 6: 25% - Thông báo bàn giao - Quý 4/2021.+ Đợt 7: 5% - Khi nhận sổ hồng.* Khách hàng thanh toán theo tiến độ và ko vay ngân hàng sẽ được Miễn 2% kinh phí bảo trì + 1 năm phí dịch vụ.🔷 Đ𝑜̂́𝑖 𝑣𝑜̛́𝑖 𝑘ℎ𝑎́𝑐ℎ ℎ𝑎̀𝑛𝑔 𝑉𝐴𝑌 𝑛𝑔𝑎̂𝑛 ℎ𝑎̀𝑛𝑔: (𝑐ℎ𝑢𝑎̂̉𝑛 𝑏𝑖̣ 25% 𝑣𝑜̂́𝑛 𝑡𝑢̛̣ 𝑐𝑜́)+ Đợt 1: 10% - Ký HĐMB - Trong vòng 10 ngày đặt cọc.+ Đợt 2: 15% - 15 ngày Đợt 1.+ Đợt 3-4-5: 75% -  Theo thông báo CĐT (Ngân hàng giải ngân).).* Khách vay ngân hàng tối đa 75% GTHĐ thời gian 25 năm, Chủ đầu tư hỗ trợ lãi suất 0%, ân hạn gốc 18 tháng đầu hoặc tới khi bàn giao nhà tùy điều kiện nào đến trước.---------------------------------------Mọi thông tin chi tiết Quý khách vui lòng liên hệ:🔸 𝐇𝐨𝐭𝐥𝐢𝐧𝐞 𝐏𝐊𝐃 𝐂Đ𝐓: 0983223911",27/12/2021,Tin thường,batdongsan_so_com_vn_1673834453.9477167,,,,
"6,5 tỷ VNĐ","Bán nhà ngõ 299 Hoàng Mai, Bán nhà ngõ 158 Tân Mai, Bán nhà ngõ 120 Tân Mai", 72m2, 4, 3,"Bán  mảnh đất   ngõ 299 Hoàng Mai, Hoàng Văn Thụ, Hà Nội DT 72 m2  mặt tiền 4.06m.chủ nhà đã xây xong móng và có giấy phép xây dựng 5 tầng có đầy đủ hồ sơ thiết kế .Khu phân lô ô bàn cờ, dân trí cao, an ninh tốt, hưởng đầy đủ tiện ích của khu đô thị đền lừ: hồ nước, công viên, trường học, khu vui chơi giải trí, nhà hàng ô tô đỗ cách nhà 30m gần nhiều trường Đại Học lớn như Bách Khoa, Xây Dựng, Kinh tế, gần nhiều bệnh viện lớn. khu dân trí caoSổ đỏ chính chủ, pháp lý rõ ràngGiá bán 6.5 tỷ có thương lượng liên hệ chị Yến ĐT:0702138238 ",15/12/2021,Tin thường,batdongsan_so_com_vn_1673834456.3463063, 1, 1, 1, Tây
"15,5 tỷ VNĐ","Bán nhà ngõ 128C Đại La, Bán nhà ngõ 100 Trần Đại Nghĩa, Bán nhà ngõ 259 phố Vọng", 80m2, 6, 3,"Bán tòa chung cư mini 7 tầng thang máy ngõ 41 phố vọng  Hai Bà Trưng. Diện tích sử dụng mỗi tầng  80m2,doanh thu 1 tỷ 100tr trên 1 năm . được thiết kế cực hiện đại, mặt trước và sau đều là ngõ thoáng. Với kiến trúc bao gồm:Tầng 1: chỗ để xe, 2 căn hộ khép kín.Tầng 2, 3, 4,5: mỗi tầng 4 căn hộ riêng biệt, đầy đủ nội thất. Tầng 6 : Thiết kế 2 phòng Master rộng, vệ sinh khép kín.Tầng 7 : Sân phơi cực rộng, có thể tổ chức liên hoan sinh nhật, BBQ.  Tổng tòa có 20 căn hộ mini, mỗi căn hộ gồm 1 phòng ngủ + 1 phòng khách + 1 bếp + phòng tắm + ban công thoáng.Nội thất hoàn thiện đầy đủ 100%, khách chỉ cần xách vali đến ở: mỗi căn hộ đã có sẵn giường ngủ và tủ quần áo, điều hòa, nóng lạnh, bếp + hút mùi, máy giặt, tủ lạnh, dàn phơi...Vị trí trung tâm lý tưởng, ngay ngã tư Lê Thanh Nghị - Trần Đại Nghĩa, cạnh 3 trường ĐH lớn Bách Khoa - Kinh Tế - Xây Dựng và bệnh viện Bạch Mai, tiềm năng cho thuê vô cùng lớn.* Sổ đỏ chính chủ. Giá 15,5 tỷ (có thương lượng) liên hệ chị yến ĐT:0702138238",16/12/2021,Tin thường,batdongsan_so_com_vn_1673834458.6333299, 7, 10, 10, Nam
"6,5 tỷ VNĐ","Bán nhà ngõ 299 Hoàng Mai, Bán nhà ngõ 158 Tân Mai, Bán nhà ngõ 120 Tân Mai", 72m2, 4, 3,"Bán  mảnh đất   ngõ 299 Hoàng Mai, Hoàng Văn Thụ, Hà Nội DT 72 m2  mặt tiền 4.06m.chủ nhà đã xây xong móng và có giấy phép xây dựng 5 tầng có đầy đủ hồ sơ thiết kế .Khu phân lô ô bàn cờ, dân trí cao, an ninh tốt, hưởng đầy đủ tiện ích của khu đô thị đền lừ: hồ nước, công viên, trường học, khu vui chơi giải trí, nhà hàng ô tô đỗ cách nhà 30m gần nhiều trường Đại Học lớn như Bách Khoa, Xây Dựng, Kinh tế, gần nhiều bệnh viện lớn. khu dân trí caoSổ đỏ chính chủ, pháp lý rõ ràngGiá bán 6.5 tỷ có thương lượng liên hệ chị Yến ĐT:0702138238 ",17/12/2021,Tin thường,batdongsan_so_com_vn_1673834460.3229997, 1, 1, 1, Tây
,giải phóng hoàng mai ha nọi, 34m2,,,"+DT34m,xây5 tầng mới koong,thiết kế hiện đại,đẹp rất phù hợp,đủ công năng sử dụng. +Ngõ thông,ô tô 4 chỗ đỗ cổng.gần phố.Chỉ 15’ lên hồ Gươm +Khách xem là thích ngay ạ. +Tầng 1 thông sàn : để xe,khách bếp thiết kế đẹp hợp lý,nội thất xin. +3 ngủ thông sàn,wc,rộng rãi,thoáng sáng dễ trang trí. +Khu vực ít nhà bán.nhiều tiện ích : gần trường học các cấp,Điện Máy Xanh.Vinmart,UBND Quận Hoàng Mai,hồ Linh Đàm,KĐT Linh Đàm. +Giao thông cực thuận tiện : gần bến xe Giap Bát,Nước Ngầm,cao tốc Pháp Vân-Cầu Gĩe, vành đai 3 +Pháp lý chuẩn,sổ đẹp tiện sang tên ngay. +Chào 3.5tỷ có thương lượng ạ. LH Mr Phúc 097.8895.889zalo- 0912.338.038 ",27/12/2021,Tin thường,batdongsan_so_com_vn_1673834462.6260738,,,,
