price,address,Diện tích,Số tầng,Số phòng ngủ,Details,Ngày đăng,Loại tin,id,Mặt tiền,Lộ giới,Số toilet,Hướng
"3,84 tỷ VNĐ",Ngô Quyền - Hà Đông, 40m2, 4,,"Nhà đẹp Ngô Quyền, Hà Đông 40mx4 tầng ô tô thông gần phố hơn 3 tỷ Căn nhà đẹp nhất Hà Đông tại Ngô Quyền phân khúc hơn 3 tỷ ở ngay, nội thất hiện đại 40m với 4 tầng thoáng sáng tổng 4 ngủ ở ngay. Vị trí đắc địa khu vực trung tâm hàng xóm toàn cán bộ ở tĩnh. Giao thông tiếp giáp Vạn Phúc gần Ngô Thì Nhậm ra Lê Trọng Tấn sang Tố Hữu thông Dương Nội. Gần bến xe, tàu điện. Chủ nhà chuyển nơi khác sống cùng gia đình cần bán nhanh trước Tết. Sổ vuông sẵn sàng giao dịch. Giá: 3.84 tỷ ( gia lộc). Liên hệ : Huyền ( 0363703491- 0965472910) – Gặp trực tiếp chính chủ.",11/12/2022,Tin thường,batdongsan_so_com_vn_1673783824.058326,,,,
"6,2 tỷ VNĐ",Kiến Hưng - Hà Đông, 60m2, 4,,"Bán nhà liền kề Kiến Hưng, Hà Đông 60mx4 tầng kinh doanh vỉa hè hơn 6 tỷ Nhà đẹp đầu tư sinh lời ngay liền kề Kiến Hưng, Hà Đông 4 tầng thoáng sáng trước sau diện tích lớn 6m vỉa hè kinh doanh văn phòng, giá tốt nhất khu vực. Nhà có đầy đủ tiện ích xung quanh gần trường học, sân bóng, ngân hàng, siêu thị, bến xe, bệnh viện không thiếu. Môi trường trong lành, dân cư tấp nập ngày đêm. Chủ nhà cần bán gấp chia tài sản cho các con, rất thiện chí bán nhanh trước Tết. Sổ vuông sẵn sàng giao dịch. Giá: 6.2 tỷ ( gia lộc). Liên hệ : Huyền ( 0363703491- 0965472910) – Gặp trực tiếp chính chủ.",11/12/2022,Tin thường,batdongsan_so_com_vn_1673783825.0716534,,,,
"6,25 tỷ VNĐ",Kiến Hưng - Hà Đông, 60m2,,,"Đấu giá Kiến Hưng, Hà Đông 60m, mặt tiền 5m vỉa hè kinh doanh hơn 6 tỷ Gia đình chuyển đi nơi khác sống cần bán gấp nhà Khu đấu giá Kiến Hưng, Hà Đông vị thể đẹp sống rất sướng có thể kết hợp kinh doanh văn phòng, diện tích 60m , mặt tiền rộng 5m đường ô tô thông vỉa hè rộng giá đầu tư. Nằm gần chợ, sân bóng, chung cư Mipec, ngân hàng, siêu thị, bệnh viện đầy đủ tiện ích của Khu đô thị. Giáp Văn Phú gần Phú Lương hàng xóm Thanhh Trì ra Đa Sỹ lên Xa La. Sổ vuông sẵn sàng giao dịch. Giá: 6.25 tỷ ( gia lộc). Liên hệ : Huyền ( 0363703491- 0965472910) – Gặp trực tiếp chính chủ. ",11/12/2022,Tin thường,batdongsan_so_com_vn_1673783826.2036238, 5,,,
"9,5 tỷ VNĐ","Đường Trần Khát Chân, Đống Mác, Hai Bà Trưng", 48m2, 5, 5,"Mô tả: + Siêu hiếm! Vị trí đắc địa gần thông ngã tư Trần Khát Chân - Lò Đúc - Kim Ngưu, giao thông thuận tiện, nhà mặt ngõ 2 xe oto tránh nhau thoải mái, Tiện kinh doanh. Làm văn phòng ...cực đỉnh + Nhà TT Quận Hai Bà gần phố cổ - Tiện ích thì vô vàn ( TTTM, Bệnh Viện, Nhiều trường ĐH, Công viên…. )  + Nhà thiết kế mang phong các hiện ( Châu Âu ) 5 tầng thang máy Zịn nhập khẩu, phòng nào cũng thoáng sáng quanh năm, nội thất nhập khẩu, công năng 5.0. + Pháp lý chuẩn, sổ đỏ đẹp (có thương lượng). + LH em Chiến: Chuyên - Đất/Nhà thổ cư - Xem/Mua miễn phí 24/7.",11/12/2022,Tin thường,batdongsan_so_com_vn_1673783827.1999588, 4, 20, 5,
8 tỷ VNĐ,"Đường Trần Đại Nghĩa, Đồng Tâm, Hai Bà Trưng", 72m2,,," Bán nhà trên phố Trần Đại Nghĩa, HBT, HN
 72m2 , MT 4m, ngõ thông, Ô tô qua.
 30m ra đường Trần Đại Nghĩa, lõi Hai Bà Trưng.
 Xây CCMN , toà nhà dịch vụ rất phù hợp.
 Rất HIẾM nhà bán, còn sót lại duy nhất.
 Kênh giữ tiền AN TOÀN, HIỆU SUẤT CAO, TRƯỜNG TỒN.

 TẤC ĐẤT, TẤC VÀNG",11/12/2022,Tin thường,batdongsan_so_com_vn_1673783828.3199642,, 4,,
"6,5 tỷ VNĐ","Đường Đào Tấn, Đội Cấn, Ba Đình", 45m2, 5, 4,"BÁN NHÀ NGUYỄN TRÍ THANH 45M 5 TẦNG Mat 5.7M 6.5 TỶ CỰC PHẨM ĐỐNG ĐA - LÔ GÓC - KINH DOANH ĐẸP - Ô TÔ ĐỖ CỬA - HÀNG HOT ĐỐNg ĐA - Nhà Đẹp, Ngõ rộng thoáng, thông tứ tung, Ô Tô Tránh nhau- Vị trí cực đỉnh, lõi Đống Đa, tiện ích bạt ngàn, ngay sau chợ Láng Hạ A,B. - Giá tốt,  nội thất đẹp, cầu thang cực rộng. Công năng đỉnh.- Nhà 5 tầng, khung cột chắc chắn, 3 mặt thoáng, sáng Sổ đỏ chính, sẵn giao dịch ngay",11/12/2022,Tin thường,batdongsan_so_com_vn_1673783829.2734199, 9, 3, 5,
,Trầm Lôngj, 80m2,,,"Tiện ích đầy đủ: trạm y tế Trầm Lộng, trường mẫu giáo, trường trung học, khu du lịch sinh thái, nhà văn hóa, cửa hàng tạp hóa trong bán kính 200m️ Gần trung tâm huyện Ứng Hoà️ Diện tích: 60 - 80m2 toàn bộ là đất ở lâu năm.️ Trục chính đường liên xã - Cách đường tỉnh lộ 426 chỉ 100m️ Mặt tiền 4 - 5,5m. Đường trước mặt rộng 4 - 6m️️ Làng nghề chẻ tăm hương, giày dép da, dệt may, sơn mài, tre đan, giang đan, guột tế, rèn, khảm trai…di tích cấp quốc gia và thành phố.️ Đất chính chủ - Giá bán F0 công khai niêm yết ( không qua trung gian)",11/12/2022,Tin thường,batdongsan_so_com_vn_1673783830.3156438,,,,
"19,5 tỷ VNĐ",phường mai dịch, 62m2,,,"NHÀ ĐẸP PHÂN LÔ DƯƠNG KHUÊ VỈA HÈ Ô TÔ TRÁNH KINH DOANH Ở SƯỚNG 0962745289+ DT. 62M2*5 TẦNG – MẶT TIỀN 5M. GIÁ 19.5 TỶ CẦU GIẤY. TIỆN ÍCH MIỄN BÀN.+ Vị trí cực đẹp khu phân lô ô tô tránh đỗ ngày đêm. Kinh doanh sầm uất trung tâm Quận Cầu Giấy.+ Giao thông đồng bộ, kết nối Hồ Tùng Mậu, Lê Đức Thọ, Hàm Nghi, Nguyễn Hoàng, Phạm Hùng...+ Sổ đỏ phân lô A4 cất két sẵn sàng giao dịch.+ Giá thương lượng.+ Liên hệ: Anh Đoàn - 0962745289.+ Chuyên nhà đất – Đất thổ cư Hà Nội.+ Nhiệt tình vui vẻ, dẫn khách xem nhà miễn phí. Tư vấn  pháp lý, sang tên thủ tục nhanh gọn.+ Tư vấn 24/7. ",11/12/2022,Tin thường,batdongsan_so_com_vn_1673783831.3478813,,,,
"6,3 tỷ VNĐ","Đường Thành Công, Quang Trung, Hà Đông", 40m2, 5, 4,"
    
+ Nhà đẹp giáp khu đô thị Ngô Thì Nhậm , Đồng Dưa.
+Vị trí đắc địa trung tâm phù hợp vừa ở vừa làm văn phòng.
+ Nhà gần trường học các cấp MN Ngô Thì Nhậm, tiểu học Đoàn Kết, Trần Đăng Ninh...
+Gần chợ Bông Đỏ, Chợ Vồ, gần Trung tâm TM Metro.
+ Giao thông thuận lợi vì được kết nối với phố Nguyễn Viết Xuân, Phan Đình Giót, Ngô Thì Nhậm dân cư đông đúc tấp nập khu đô thị văn minh đẳng cấp.
+ Nhà xây 4 tầng BTCT chịu lực, kiến trúc hiện đại, phòng ngủ có ánh sáng tự nhiên, rất thoáng. Pháp lý:
 Sổ đẹp chuẩn không một lỗi phong thủy giao dich ngay.
Liên hệ: Tôi Công Nhà TO 0931706698 để xem nhà MIỄN PHÍ.
",11/12/2022,Tin thường,batdongsan_so_com_vn_1673783832.7143075, 4, 3, 5,
"3,4 tỷ VNĐ","Đường Lê Trọng Tấn, La Khê, Hà Đông", 35m2, 5, 4,"+ Nhà gần ParkCity Hà Nội, và Giếng Sen, Bờ Hội, Ngô Đình Mẫn La Khê.


 
+Vài bước chân ra hồ La Khê, bể bơi, nhà văn hoá La Khê ở cực mát. Xung quanh khu phân lô đã đồng bộ hạ tầng, tiện ích Khu đô thị.

+ Nhà siêu đẹp, ô tô qua nhà, có bãi để ô tô đỗ ngày đêm cách 30m, ngõ trước mặt rộng thoáng, nông, chỉ vài bước chân ra mặt phố.
 + Chủ nhà xây cực kỳ tâm huyết bê tông cốt thép ép cọc.  + Nhà 5 tầng đẹp lung linh, thiết kế hiện đại, khách mua về chỉ xách đồ về ở +SĐCC, giao dịch ngay. Liên hệ: Tôi Công Nhà Đẹp 0931706698 để xem nhà MIỄN PHÍ.",11/12/2022,Tin thường,batdongsan_so_com_vn_1673783833.7834086, 3, 3, 5,
