price,address,Diện tích,Details,Ngày đăng,Loại tin,id,Hướng,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet
900 triệu VNĐ,"Cổ Đông,Sơn Tây,Hà Nội", 60m2,"-QL21A được mở rộng 180 met,là điểm kết nối giữa 3 vệ tinh :Xuân Mai,Sóc Sơn,Hòa Lạc-Đường nội khu thông 7 hướng,sát cạnh lô đất là đường liên trường C1,C2.C3 có quy hoạch mở rộng ra 15m-Đối diện mảnh đất là sân gofl Đồng Mô,Đảo Đồng Mô và khu Đô Thị Thiên Mã-Bên cạnh là bệnh viện Bảo Ngọc được nhà nước cấp quỹ đất lên đến hơn 2Ha và được  công ty Bảo Sơn nhận thầu xây dựng thành bện viện cấp Quốc Gia-đi lên 700m là khu du lịch tâm linh chùa Khai Nguyên(nổi tiếng gần đây với tượng phật to nhất Đông Nam Á)-Cách CNC và làng ĐHQG chỉ 3km-Chính chủ có sổ đỏ có thể sang tên luôn ngay trong ngàyQuan tâm liên hệ : 0855216669/0387507522(có zalo)",06/06/2022,Tin thường,batdongsan_so_com_vn_1673821427.737225,, 6, 8, 1, 1, 1
15 tỷ VNĐ,Hà Nội, 56m2,"Bán nhà phố Vạn Phúc quận Ba Đình, kinh doanh tốt - LH: 0856 968 656.Khu phân lô văn phòng chính phủ, lô góc, đường 3 ô tô tải tránh, chỉ việc vào ở. + Diện tích: 56 m2, 7 tầng thang máy, mặt tiền 7 m. + Chủ nhà là quan chức nên rất kỹ trong từng chi tiết, từng góc cạnh của thiết kế ngôi nhà.  + Nhà được trang bị hệ thống điện thông minh an toàn tiết kiệm, nội thất cực đẹp, chủ tặng lại hết cho khách. + An sinh đỉnh, an ninh tuyệt đối (vì nhiều lãnh đạo cấp cao ở và nhiều Đại sứ quán), hạ tầng cơ sở và cảnh quan cây xanh ít nơi nào có được. + Giá chào chỉ nhỉnh 15 tỷ thương lượng sâu, bao sang tên, tặng full nội thất xịn. + Pháp lý chuẩn sổ đỏ cực đẹp sẵn sàng giao dịch ngay.Liên hệ 24/24 ngay - 0856 968 656.",06/06/2022,Tin thường,batdongsan_so_com_vn_1673821428.823319,,,,,,
18 tỷ VNĐ,Đường Phú Thượng phường Phú Thượng, 188m2,"+ Nhà Đẹp thuộc khu dân trí cao Phố Phú Thượng, Tây Hồ - An ninh tốt, tiện ích an sinh. - Chủ xây để ở nên vô cùng tâm huyết, chắc chắn. Khách mua chỉ việc xách Vali về ở ngay.  ",06/06/2022,Tin thường,batdongsan_so_com_vn_1673821430.0829947,, 8, 6, 4, 4, 6
"5,4 tỷ VNĐ",Phường Dịch Vọng, 35m2,"Cực Hót. Bán nhà Phạm Văn Đồng Lô góc 35m2, 5 tầng 2 thoáng sáng. Giá nhỉnh 5 tỷ.+ Nhà trung tâm Quận Cầu Giấy. Tiện ích miễn bàn + Nhà chủ xây cực kỳ chắc chắn tâm huyết, thoáng sáng trước sau ,nội thất đắt đỏ cực chất, thiết kế T1 thông sàn + Bếp + wc, 5 phòng ngủ + phòng thờ và sân phơi đầy đủ công năng sử dụng, gần ngay ngã tư Hoàng Quốc Việt, hàng xóm Bộ Công An. Nhiều Trường Đại Học tập trung nhiều sinh viên, kinh doanh buôn bán tấp nập+ Khu đân trí cao, an ninh tốt, tiện ích ngập tràn. + Sổ đỏ chính chủ sẵn sàng giao dịch. Giá:Thỏa thuận. Liên hệ: Anh Đoàn:0962745289. + Nhiệt tình vui vẻ, dẫn khách xem nhà miễn phí. Tư vấn pháp lý, sang tên thủ tục nhanh gọn. + Tư vấn 24/7.  ",06/06/2022,Tin thường,batdongsan_so_com_vn_1673821431.4064543,,,,,,
"6,2 tỷ VNĐ",Đường Bồ Đề phường Bồ Đề, 54m2,"
    
BỐN CHỖ ĐỖ CỬA - NHÀ ĐẸP - NGÕ THÔNG 2 ĐẦU - VỊ TRÍ ĐẸP - CHỦ NHÀ DÂN KIẾN TRÚC - THIẾT KẾ CÓ GU - CÔNG NĂNG HOÀN HẢO. 

Mô tả : 

+ Khu vực Bồ Đề dân trí cao ngõ rộng thông Hồ Bồ Đề - Lâm Du - Hồng Tiến, nhà  thiết kế mới đẹp đầy đủ công năng, hiện đại, ô tô đỗ cửa, ngõ thông 2 đầu, nội thất xịn.
- Tầng 1: Sân để xe, phòng khách bếp.
- Tầng 2: 1 PN Mater, 1 phòng đọc.
- Tầng 3,4: Mỗi tầng 2 ngủ, vệ sinh giữa. 
- Tầng 5: Phòng thờ. Sân phơi, trồng cây.
+ Chủ nhà là dân Kiến Trúc, thiết kế rất đẹp, công năng. 
+ Pháp lý chuẩn. Giao dịch nhanh. 
* Cam kết ảnh thật + thông tin nhà thật không lệch 1%.
* Gọi ngay 24/24 để được gặp chính chủ thương lượng giá.
",06/06/2022,Tin thường,batdongsan_so_com_vn_1673821432.8136897,, 5, 3, 5, 5, 3
"3,9 tỷ VNĐ","Tô Hiệu, Nguyễn Trãi, Hà Đông, Hà Nội", 36m2," # Hiếm có khó tìm nhà đường Tô Hiệu phường Nguyễn Trãi quận Hà Đông. ô tô đỗ cổng, dân trí cao, an ninh an sinh đỉnh. DT 36/40, 3T giá chỉ dưới 4 tỷ.  + Vị trí gần Chợ Lớn Hà Đông, Hyundai Hillsmal, Melinh Plaza Hà Đông trung tâm phố tiện ích.  + Đường trước nhà rộng ô tô tới cửa, ngõ sạch đẹp, khu văn minh, hàng xóm thân thiện.  + Giao thông: di chuyển Tô Hiệu, Lê Lai, Lê Hồng Phong, Lê Lợi, Chưng Nhị, Bà Triệu, Quang Trung, Phùng Hưng, Trần Phú thuận lợi.  + Hiện trạng mới 3T thiết kế hợp lý mỗi tầng 2 phòng rộng đầy đủ công năng.  + Giá chỉ 3.9 tỷ ( Có Thương Lượng )  + Sổ vuông đỏ đẹp chính chủ, pháp lý chuẩn, sẵn sàng giao dịch.  # HotLine: 0906113879 Tình nhà phố ( chuyên mua bán nhận ký gửi nhà, đất Thổ cư có uy tín trong giới nhà đất quận Hà Đông – Hà Nội ).",06/06/2022,Tin thường,batdongsan_so_com_vn_1673821433.981565,,,,,,
"13,5 tỷ VNĐ","Tô Hiệu, Nguyễn Trãi, Hà Đông, Hà Nội.", 48m2," # Bán nhà mặt tiền đường Tô Hiệu, Nguyễn Trãi, Hà Đông. Nhà vị trí đẹp, trang thiết bị, nội thất víp, kinh doanh vô địch. DT 48/54T2, 4T giá không tới 14 tỷ. + Vị Trí: đắc địa kinh doanh sầm uất, đẹp nhất phố trục lõi phố cổ trung tâm quận Hà Đông phường Nguyễn Trãi đường Tô Hiệu. + Gần Siêu thị Melinh Plaza, Chợ đầu mối Hà Đông, gần khu Biệt thự cao cấp Huyndai trung tâm phố Văn Minh và tiện ích. + Giao thông: di chuyển Lê Lai, Lê Hồng Phong, Lê Lợi, Chưng Nhị, Bà Triệu, Quang Trung vô cùng thuận lợi. + Nhà 5T khung cột chắc, thiết kế hiện đại, thông sàn T1 kinh doanh, từ T2 lên trên 2 phong rộng thoáng sáng, đầy đủ công năng. + Sổ vuông đỏ đẹp, giá nhỉnh 13 tỷ, sẵn sàng giao dịch. # HotLine: 0983858722 Tình nhà phố ( chuyên mua, bán, nhận ký ký gửi, có uy tín trong giới nhà đất quận Hà Đông – Hà Nội ).",06/06/2022,Tin thường,batdongsan_so_com_vn_1673821435.1544292,,, 12, 4, 4,
"4,8 tỷ VNĐ","Chính chủ bán nhà 168 ngõ 1144 tổ 5 Yên Nghĩa, Hà Đông, 4,8 tỷ, 0334211268", 60.3m2,"Chính chủ bán nhà 168 ngõ 1144 tổ 5 Yên Nghĩa, Hà Đông, 4,8 tỷ, 0334211268 Địa chỉ: số 168 ngõ 1144 Tổ 5 Yên Nghĩa Hà Đông Hà Nội.Diện tích: 60,3m2Nhà  Hướng chính: TâyVị trí: kế gần UBND phường, Trạm y tế, Trường tiểu học, mầm non, cấp 2 và Đại Học Phenikaa, gần bến xe Yên Nghĩa, đường đỗ oto thỏa mái-Tầng 1: chỗ để xe (2 xe máy+ 1 oto), phòng khách, nhà vệ sinh, phòng bếp, bàn ăn-Tầng 2: 2 phòng ngủ, 2 nhà vệ sinh.- Tầng 3: 1 phòng ngủ, 1 phòng thờ, 1 sân phơi, 1 nhà vệ sinh, có chỗ trồng hoa, cây cảnh, kho trần. - Tầng tum có để đồ thoải mái và 1 bên đổ trần sẵn lên phòng mới- Nhà full nội thất.- Sổ đỏ chính chủ  Giá bán: 4tỷ8 (tặng nội thất).Liên hệ SĐT: 033.421.1268 - Thanh       http://www.sanbatdongsanviet.com.vn",06/06/2022,Tin thường,batdongsan_so_com_vn_1673821436.3223028,,,,,,
"55,8 tỷ VNĐ",Đường Trần Kim Xuyến phường Yên Hòa, 155m2,"- Diện tích 155m2, mặt tiền 10m, xây 4,5 tầng. Nhà thiết kế hiện đại, ô tô tránh, dừng đỗ đêm ngày. * LIÊN HỆ: Mrs Đoàn Linh  (miễn TG)",06/06/2022,Tin thường,batdongsan_so_com_vn_1673821437.5709946,, 10, 15, 4, 4, 4
"4,95 tỷ VNĐ",Đường Trần Khát Chân phường Bạch Mai, 42m2," Chính chủ bán nhà phố Trần Khát Chân, diện tích 42m2, xây 4 tầng, tổng 4 phòng ngủ Vị trí ô tô đỗ cửa, giao thông đi lại vô cùng thuận lợi. Chỉ mất 5' lên Hồ Hoàn Kiếm, vào trung tâm vô cùng gần. Nhà xây khung cột bê tông chắc chắn, 2 mặt thoáng sáng, an ninh dân trí cao. -Tầng 1: phòng khách, bếp WC - Từ tầng 2,3: Mỗi tầng 2 phòng ngủ, WC. - Tầng 4: Phòng ngủ+Sân phơi,WC - Số đỏ chính chủ sẵn sàng giao dịch, sổ vuông đẹp nở hậu. Giá chỉ 4.95 tỷ không có căn thứ 2 ô tô đỗ cửa khu này. Anh chị quan tâm liên hệ em.",05/06/2022,Tin thường,batdongsan_so_com_vn_1673821438.791729,, 4, 3, 4, 4, 3
