price,address,Diện tích,Mặt tiền,Details,Ngày đăng,Loại tin,id,Lộ giới,Số tầng,Số phòng ngủ,Số toilet
"1,75 tỷ VNĐ","Đường Yên, Xuân Nộn, Đông Anh", 70m2, 4,"+ Chính chủ bán lô đất 69,5m , mặt tiền=mặt hậu=4,5m, trục chính làng ô tô tránh, ô tô 7 chỗ vào đất. + Vị trí đẹp gần ngay trường Mầm Non, Chợ Kim, BV Bắc Thăng Long, Trường Cao Đẳng Nghề Việt Hàn. + Nằm sát ngay khu công nghiệp rộng hơn 600ha đã được duyệt quy hoạch, gần nhà máy Khóa Việt Tiệp. + Cách cụm Công nghiệp Nguyên Khê vài trăm mét, nhà máy Xích Líp, ra TT Đông Anh chỉ 5 phút. + Khu dân cư đông đúc, dân trí cao, mua để ở hoặc đầu tư giữ tiền gia tăng tài sản cực tốt. + Tương lai vô cùng tươi sáng khi các dự án được xây dựng hoàn thành. + Pháp lý chuẩn, sổ đỏ sẵn sàng chuyển giao. + Giá chỉ hơn 1 tỷ, có thương lượng, (Miễn Trung Gian & Môi Giới). + Liên Hệ: 0915126183/0889995548 Nguyễn Sơn",10/06/2022,Tin thường,batdongsan_so_com_vn_1673820597.4286537,,,,
5 tỷ VNĐ,Phố Vũ Tông Phan, 54m2, 5,"+Trung tâm Quận Thanh Xuân, 3 phút ra Ngã Tư Sở, gần trường học, siêu thị và chợ Khương Trung.+Vị trí nhà cách đường lớn 40m, bãi xe ô tô 30m.+Nhà chủ xây để ở, nhà LÔ GÓC 2 mặt thoáng sáng nên phòng nào cũng có cửa sổ.+Sổ đỏ chính chủ, pháp lý chuẩn, sẵn sằng dao dịch. LH: Em Hoan, 0925088355, chuyên thổ cư Hà Nội, nhiệt tình, vui vẻ dẫn khách, miễn phí xem nhà 24/7",10/06/2022,Tin thường,batdongsan_so_com_vn_1673820598.5705974,, 5, 6,
"13,8 tỷ VNĐ",Văn Khê- Hà Đông, 100m2, 5,"Bán Liền kề Văn Khê, Hà Đông,100m, MT 5m, ô tô, vỉa hè KD sầm uất Cần bán gấp mặt phố mới Văn Khê nằm ở vị trí đắc địa chạy dọc sang Khu đô thị Nam Cường và các Khu đô thị vệ tinh Dương Nội, …Nhà mới đẹp thiết kế hiện đại với 5 tầng thoáng sáng, vỉa hè rộng, đường trước nhà 3 xe tải tránh. Nhà phù hợp với kinh doanh, khu vực tiềm năng tăng chóng mặt, giáp với Vạn Phúc, gần ngã tư Tố Hữu và Thanh Bình, giáp Dương Nội,.. là một khu rất phát triển, giá đầu tư sinh lời rất nhiều lần. Sổ vuông, pháp lý chuẩn. Giá: 13.8 tỷ ( có gia lộc). Liên hệ : Huyền Hà Đông ( 0363703491- 0965472910)- Chuyên gia nhà Thổ Cư tư vấn hàng nghìn ngôi nhà tiết kiệm THỜI GIAN- CÔNG SỨC- TIỀN BẠC. Hỗ trợ 24/7 và tư vấn pháp lý, vay vốn.",10/06/2022,Tin thường,batdongsan_so_com_vn_1673820599.6009111,,,,
"13,8 tỷ VNĐ",Văn Quán- Hà Đông, 100m2,,"Trung tâm Văn Quán, Hà Đông, 100m, 5T, vỉa hè, ô tô, KD sầm uất Bán nhà đẹp Phường Văn Quán, Hà Đông khu vực rất đông khách săn tìm. Vị trí trung tâm gần trường học và hồ rất hiếm. Có vỉa hè rộng, đường trước nhà ô tô tránh, dân cư đông đúc người qua lại, vị trí tuyệt đỉnh kinh doanh sầm uất đa dạng loại hình. Nhà có lợi thế kinh doanh quá tốt hiếm trong khu vực, giao thông thuận lợi gần các tuyến phố chính Phúc La, song song Mỗ Lao, chạy xuống Vạn Phúc, gần vườn hoa Nguyễn Trãi, giáp trục chính Quang Trung,…Xung quanh đầy đủ tiện ích không thiếu. Giá: 13.8 ( có gia lộc). Liên hệ : Huyền Hà Đông ( 0363703491- 0965472910)- Chuyên gia nhà Thổ Cư tư vấn hàng nghìn ngôi nhà tiết kiệm THỜI GIAN- CÔNG SỨC- TIỀN BẠC. Hỗ trợ 24/7 và tư vấn pháp lý, vay vốn. ",10/06/2022,Tin thường,batdongsan_so_com_vn_1673820600.7488396,, 5,,
"13,8 tỷ VNĐ",Văn Quán- Hà Đông, 100m2,,"Trung tâm Văn Quán, Hà Đông, 100m, 5T, vỉa hè, ô tô, KD sầm uất Bán nhà đẹp Phường Văn Quán, Hà Đông khu vực rất đông khách săn tìm. Vị trí trung tâm gần trường học và hồ rất hiếm. Có vỉa hè rộng, đường trước nhà ô tô tránh, dân cư đông đúc người qua lại, vị trí tuyệt đỉnh kinh doanh sầm uất đa dạng loại hình. Nhà có lợi thế kinh doanh quá tốt hiếm trong khu vực, giao thông thuận lợi gần các tuyến phố chính Phúc La, song song Mỗ Lao, chạy xuống Vạn Phúc, gần vườn hoa Nguyễn Trãi, giáp trục chính Quang Trung,…Xung quanh đầy đủ tiện ích không thiếu. Giá: 13.8 ( có gia lộc). Liên hệ : Huyền Hà Đông ( 0363703491- 0965472910)- Chuyên gia nhà Thổ Cư tư vấn hàng nghìn ngôi nhà tiết kiệm THỜI GIAN- CÔNG SỨC- TIỀN BẠC. Hỗ trợ 24/7 và tư vấn pháp lý, vay vốn. ",10/06/2022,Tin thường,batdongsan_so_com_vn_1673820601.7851503,, 5,,
"13,8 tỷ VNĐ",Văn Khê- Hà Đông, 100m2, 5,"Bán Liền kề Văn Khê, Hà Đông,100m, MT 5m, ô tô, vỉa hè KD sầm uất Cần bán gấp mặt phố mới Văn Khê nằm ở vị trí đắc địa chạy dọc sang Khu đô thị Nam Cường và các Khu đô thị vệ tinh Dương Nội, …Nhà mới đẹp thiết kế hiện đại với 5 tầng thoáng sáng, vỉa hè rộng, đường trước nhà 3 xe tải tránh. Nhà phù hợp với kinh doanh, khu vực tiềm năng tăng chóng mặt, giáp với Vạn Phúc, gần ngã tư Tố Hữu và Thanh Bình, giáp Dương Nội,.. là một khu rất phát triển, giá đầu tư sinh lời rất nhiều lần. Sổ vuông, pháp lý chuẩn. Giá: 13.8 tỷ ( có gia lộc). Liên hệ : Huyền Hà Đông ( 0363703491- 0965472910)- Chuyên gia nhà Thổ Cư tư vấn hàng nghìn ngôi nhà tiết kiệm THỜI GIAN- CÔNG SỨC- TIỀN BẠC. Hỗ trợ 24/7 và tư vấn pháp lý, vay vốn.",10/06/2022,Tin thường,batdongsan_so_com_vn_1673820603.427805,,,,
7 tỷ VNĐ,Vương Thừa Vũ, 52m2, 4,"+Trung tâm Quận Thanh Xuân, tiện ích miễm bàn.+Vị trí nhà cách đường Nguyễn Trãi gần 300m, Ô TÔ vào nhà, THANG MÁY chạy vù vù, vừa ở vừa cho thuê.+Thiết kế nhà hiện đại, nhà LÔ GÓC 3 mặt thoáng sáng nên phòng nào cũng có cửa sổ.+Sổ đỏ chính chủ, pháp lý chuẩn, sẵn sằng dao dịch. LH: Em Hoan, 0925088355, chuyên thổ cư Hà Nội, nhiệt tình, vui vẻ dẫn khách, miễn phí xem nhà 24/7",10/06/2022,Tin thường,batdongsan_so_com_vn_1673820604.5726924,, 6,,
25 triệu VNĐ/m2,"Ba Đình, HN", 35m2, 4,"+ Vị trí nhà mặt ngõ rộng, thoáng, dân trí cao, an ninh đảm bảo. + Khu vực đầy đủ tiện ích an sinh. 20m ra mặt phố Quán Thánh, giao thông thuận tiện. + Nhà với 1 phòng khách, 2 phòng ngủ, phù hợp với gia đình trẻ, tiện cho khách tìm nhà trên phố nhưng thu tiền nhỏ. + Diện tích trên window 15,6m2, but the THỰC TẾ SỬ DỤNG là 35,5m2 từ tầng 1. + Nhà lô góc, có vỉa hè nhỏ. + Khách mua chỉ của khách Vali về ngay. ",10/06/2022,Tin thường,batdongsan_so_com_vn_1673820606.022208,, 1, 2, 2
"2,3 tỷ VNĐ","Chính chủ bán CHCC toà C2- DCapital Trần Duy Hưng, Cầu giấy (SĐCC) 2,3 tỷ, 0902226866", 51m2,,"Chính chủ bán CHCC toà C2- DCapital Trần Duy Hưng, Cầu giấy (SĐCC) 2,3 tỷ, 0902226866 Diện tích sổ 51m2Gồm 2PN+1 phòng khách+1 WCĐầy đủ tiện ích như siêu thị,bể bơi..Đối diện BigC Thăng Long, sát Vincom Trần Duy HưngAn ninh tốt,dân trí cao Giá bán: 2,3 tỷ(phí sang tên)LHCC: Chị Hà: 0902226866      http://www.sanbatdongsanviet.com.vn",10/06/2022,Tin thường,batdongsan_so_com_vn_1673820607.143264,,,,
1 tỷ VNĐ,Đường Nhạn phường Xuân Nộn, 36m2, 5,"
    Nhỉnh tỷ giá rẻ bất ngờ sở hữu đất lô góc 2 mặt tiền , đường rộng, thông thoáng ô tô chạy như bay.  + Chục chính làng Đường Nhạn,  Xuân nộn, Đông Anh - mt = mh 5m  + Sổ cất két giao dịch trong 1 nốt nhạc  + Hotline: 0377236666 Mrs Diễm
",10/06/2022,Tin thường,batdongsan_so_com_vn_1673820608.5216315,,,,
