price,address,Diện tích,Details,Ngày đăng,Loại tin,id,Hướng,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet
"5,6 tỷ VNĐ/m2",25 Lê Văn Lương, 103m2,"- Tặng Voucher quy đổi tiền mặt khi mua căn hộ từ 100tr - 150tr.- Ký HĐMB chỉ với 10%.- Miễn phí quản lý dịch vụ trong 1 năm.- Đơn vị phát triển dự án: Tập đoàn BRG.- Quy mô khu cao tầng: 2 tòa D01 và D02 chung 1 khối đế cao 35 tầng.- Căn hộ 3PN: 103m2 - 120m2 - 144m2 giá từ 6,2 - 8,5 tỷ (chưa tính chiết khấu).Quý khách hàng liên hệ để nhận được báo giá chi tiết và đăng ký lịch tham quan căn hộ thực tế:
",10/01/2022,Tin thường,batdongsan_so_com_vn_1673833145.2934723,,,,, 3, 3
"2,2 tỷ VNĐ","Ba Đình, Hà Nội", 50m2,"Chung cư tại Thành Công, vị trí đẹp, Tầng 1 dãy B, giá nhỉnh 2 tỉ.+ Ngay tầng 1, oto 7 đỗ cửa. Phù hợp kinh doanh: gội đầu, spa, trông trẻ hoặc gia đình có người già muốn sống riêng.+ Sân ngay trước nhà rất rộng, buổi tối để 4 xe 7 chỗ thoải mái.+ Chung cư Thành Công là chung cư lõi của Quận Ba Đình, dân cư đông đúc, buôn bán sầm uất, dịch vụ ăn uống phát triển.+ Dãy B ngay gần trường Mầm non Thành Công A, cạnh THCS Thành Công, vài bước chân ra tới công viên Hồ Thành Công, bể bơi Thành Công.+ Diện tích sử dụng 50m2, giá chỉ nhỉnh 2 tỉ (Chủ nhà thiện chí – Có thể thương lượng)+ Tương lai gần, đường Xã Đàn kéo dài làm xong, giá trị nhà tăng x lần.--------------Chuyên viên đất thổ cư (nhà riêng, diện tích đa dạng, vị trí đẹp, giá tốt,…Nhà sẵn! Xem ngay) khu vực Ba Đình, Tây Hồ, Cầu Giấy.Data sẵn trên dưới 100 căn giấy tờ đầy đủ, vị trí thuận tiện, sẵn sàng giao dịch.Liên hệ: Thanh Long – Tiêu chí: Tính thanh khoản – Phù hợp tài chính – Kết nối giao thông – Cộng đồng!",10/01/2022,Tin thường,batdongsan_so_com_vn_1673833146.5391989,, 5, 7,,,
8 tỷ VNĐ,"Ba Đình, Hà Nội", 40m2,"Mặt Đường Bưởi, vỉa hè đá bóng, kinh doanh sầm uất. Đất 40m2, giá nhỉnh 8 tỉ. Sổ đỏ phân lô, sẵn sàng giao dịch. * Mô tả:+ Mặt Đường Bưởi, vỉa hè rộng có thể đá bóng. Đoạn phố kinh doanh sầm uất. Ô tô dừng đỗ ngày đêm.+ Thích hợp xây tòa nhà 7 tầng thang máy làm văn phòng, nhà hàng, spa...+ Sổ đỏ phân lô, cất két. * Thông tin thêm:Khách có tiềm năng có thể mua thêm bên cạnh, kết hợp 2 căn thành mặt tiền 9m - Siêu to - Siêu đẹp - Siêu giá trị.----------- Chuyên viên đất thổ cư, nhà mặt phố khu vực Ba Đình, Tây Hồ, Cầu Giấy.- Pháp lý rõ ràng, tư vấn kỹ càng, hỗ trợ khách hàng trong mọi trường hợp.- Data sẵn trên dưới 300 căn giao dịch, kinh nghiệm nhà mặt phố, cửa hàng, spa,...- Liên hệ ngay: Thanh Long.",30/12/2021,Tin thường,batdongsan_so_com_vn_1673833147.5564766,, 4, 7,,,
2 tỷ VNĐ,"Ba Đình, Hà Nội", 107m2,"Trung tâm Ba Đình, nhỉnh 2 tỉ. 1 bước ra đường, 2 bước ra chợ, 3 bước ra trường TÀI CHÍNH HỢP LÝ - DIỆN TÍCH SIÊU RỘNG - 2 NGỦ TO - 2VS - SÂN RỘNG - VIEW SÂN CHƠI!XEM TRONG LÀ PHÊ! Mô tả:+ Sổ đỏ to, vay ngân hàng thoải mái, giao dịch nhanh chóng.+ Đường vào rộng view thẳng xuống sân chơi, 1 bước ra đường ô tô, 2 bước ra chợ, 3 bước ra trường. Vị trí trung tâm quận Ba Đình.+ Căn hộ 107m rất rộng, thiết kế gồm 2 ngủ, 2 vệ sinh và sân trước rộng, sân sau thoáng, căn hộ luôn tràn ngập ánh sáng tự nhiên. Nhà mới trang điểm đẹp, nội thất 5* phù hợp với hộ gia đình 4, 5 thành viên ở thoải mái.+ Chủ thiện chí, hợp tác.---------Chuyên viên đất thổ cư khu vực Ba Đình, Tây Hồ, Cầu Giấy.Hàng trăm data trong tay, phù hợp với nhiều sự lựa chọn của khách.Tiêu chí: Pháp lý luôn rõ ràng, tư vấn kỹ càng.Liên hệ: Thanh Long",04/01/2022,Tin thường,batdongsan_so_com_vn_1673833148.728342,, 10, 7,,,
"2,5 tỷ VNĐ","Ba Đình, Hà Nội", 100m2,"Khu Thành Công, Tầng 2, 100m2 sử dụng, giá nhỉnh 2.5 tỉ (Có thương lượng)- Nhà ngay quận lõi Hà Nội (Quận Ba Đình), nhà đẹp ở được luôn.- Diện tích thực tế sử dụng 100m2, ngay tầng 2, thiết kế 2 ngủ, phòng khách cực rộng, khu bếp ăn riêng biệt,… nên vô cùng tiện lợi cho sinh hoạt.- Phần diện tích tăng thêm không phải cơi nới mà được xây chắc chắn từ tầng 1 lên (tầng 1 là của anh em trong nhà). - Nhà trong quận trung tâm nên rất đầy đủ Điện, Đường, Trường, Trạm. Cực phù hợp với gia đình có người già và có trẻ em.+ Chủ nhà để lại toàn bộ đồ gỗ (Bàn ăn, Giường,…toàn gỗ tốt)+ Chủ nhà rất thân thiện, có thể xem và vào nhà trước Tết Âm lịch, (giá cả có thể thương lượng) do con chuẩn bị thi cấp 3 nên muốn mua nhà cho tiện đường con cái đi học.+ Chủ nhà là người rất biết trước sau, con cái học hành thành đạt. Lộc chủ nhà rất tốt!--------------------Chuyên viên đất thổ cư khu vực Ba Đình, Tây Hồ, Cầu Giấy.Hàng trăm data trong tay, phù hợp với nhiều sự lựa chọn của khách.Liên hệ: Thanh Long – Tiêu chí: Pháp lý rõ ràng, tư vấn luôn kỹ càng, quyền lợi khách hàng là trên hết.",05/01/2022,Tin thường,batdongsan_so_com_vn_1673833149.808453,, 10, 7,,,
"16,5 tỷ VNĐ",Phố Bà Triệu, 57m2,"MẶT PHỐ 7 TẦNG THANG MÁY - THÔNG SÀN TOÀ NHÀ VP - KD SẦM UẤT VỈA HÈ + Chính chủ cần bán gấp trước tết nhà Mặt phố Bà Triệu, phường Nguyễn Trãi, Quận Hà Đông, Hà Nội. + Liên hệ xem nhà: 0902.08.31.39 Diện tích 57m² xây thực tế 63m². Nhà xây 7 tầng Thang máy. Mặt tiền rông 4m vỉa hè 2 bên. Đường trước nhà rộng 20m Kinh Doanh Sầm Uất. + Giá chào 16 tỷ 5 có thương lượng. + Vị trí đắc địa: Toà nhà Văn Phòng Toạ lạc đoạn đẹp nhất của dãy phố, gần ngay phố Trần Hưng Đạo, Chợ Hà Đông. Xung quanh tiện ích vô vàn. Đường trước nhà 20m có vỉa hè 2 bên. + Nhà xây 7 tầng thang máy nhập khẩu: Thiết kế thông sàn, khách mua về làm Công ty, toà nhà VP, Phòng Khám, nhà hàng, khách sạn....hoặc kết hợp để ở cho thuê đều rất tuyệt vời. + Sổ đỏ chính chủ, vuông đét, sẵn sàng giao dịch.",09/01/2022,Tin thường,batdongsan_so_com_vn_1673833151.1618316,, 4,, 7, 4, 6
"6,5 tỷ VNĐ",Tô Hiệu- Hà Đông, 61m2,"Nhỉnh 6 tỷ, gara ô tô, ngõ thông, 61m2x5 tầng, Tô Hiệu, Hà Đông Tôi cần bán nhà đẹp mới, ở ngay, nhà tự xây chắc chắn đầy đủ công năng sử dụng, phòng nào cũng có cửa sổ đón nắng gió với 5 tầng rộng đẹp nhất khu vực.Nhà thoáng trước thoáng sau, đường trước nhà ô tô tránh, sổ nở hậu tuyệt vời, thiết kế lệch tầng hiện đại. Ngõ rộng thông, ô tô vào nhà, vừa ở- kinh doanh hoặc cho thuê văn phòng quá Đỉnh, khu vực không có căn thứ 2. Giao thông di chuyển các phố: Bà Triệu, Lê Lợi, Hà Cầu, Cầu Đơ, Lê Hồng Phong,... bến xe bus rất gần, vài bước ra phố. Xung quanh đầy đủ tiện ích: Trường học, chợ, siêu thị, bệnh viện, ngân hàng, trung tâm mua sắm sầm uất bậc nhất Hà Đông, không thiếu thứ gì, không ở đây quá phí.Hàng xóm toàn quan chức, khu văn minh, an ninh tuyệt đối. Giá: 6.5 tỷ ( có thương lượng). Sổ đỏ vuông, pháp lý sạch. Liên hệ ngay với em Huyền địa ốc KINH NGHIỆM TRÊN 8 NĂM ( 0363703491- 0965472910) - Để sở hữu hàng nghìn ngôi nhà cùng khu vực, tiết kiệm THỜI GIAN - CÔNG SỨC - TIỀN BẠC.- Tư vấn miễn phí 24/24h( zalo, fb). Tư vấn Pháp lý, vay vốn.",09/01/2022,Tin thường,batdongsan_so_com_vn_1673833152.179113,,,, 5,,
3 tỷ VNĐ,Đinh Công, 90m2,"Bán đất mặt phố Trần Hòa dự án Đại Kim - Định Công, giá  6x tr/m2 - 0943.513.555 Tôi đang sở hữu 1 lô đất liền kề siêu đẹp, siêu hot, đất sạch, hạ tầng có sẵn tại dự án khu đô thị mới Đại Kim Định Công mở rộng 135ha cần bán, cụ thể: Ô liền kề 2 mặt đường, phía trước đường 15.5m đang có sẵn, phía sau đường 7m hai ô tô tránh thoải mái, vị trí đất sạch, gần 5 chung cư dân đã ở đông đúc, tiện kinh doanh về sau. DT 97m2, giá gửi bán 6x; chỉ hơn 3 tỷ có thể đầu tư được ô đất này. Chi Tiết : Vị trí cách Hồ Định Công 300m, Đường 15,5m phía trước đã có sẵn. Diện Tích : 90 m Mặt Tiền : 6m Dự án khu đô thị mới Đại Kim Định Công đã phê duyệt 1/500 cuối năm 2018, đã công bố trên quận/phường & triển khai cắm mốc giới chi tiết ngoài thực địa trong năm 2019. Đã ký biên bản nghiệm thu bàn giao mốc giới chi tiết tháng 5/2020. Hiện dự án đang đẩy nhanh tiến độ triển khai công tác đền bù GPMB. Dự kiến quý 2/2022 san lấp xong và bàn giao mốc giới trên thực địa. Đặc biệt dự án khu đô thị mới Đại Kim Định Công gắn liền với đường Vành Đai 2,5 hiện tại đang GPMB nốt đoạn từ Sông Lừ nối sang Kim Đồng - Tân Mai dự kiến thông đường vào cuối năm 2021. Tháng 7/2021 có 13 hộ dân phường Thịnh Liệt đã nhận tiền đền bù và bàn giao mặt bằng. Hiện chỉ còn một ít hộ dân Phường Định Công đang có kế hoạch  GPMB vào quý I/2022. Đây là cơ hội tuyệt vời để đầu tư với dự án thuộc đất nội thành Hà Nội. Đặc biệt dự án khu đô thị mới Đại Kim Định Công gắn liền với đường Vành Đai 2,5 hiện tại đang GPMB nốt đoạn từ Sông Lừ nối sang Kim Đồng - Tân Mai. Đường thông thì giá đất tại dự án KĐT mới Đại Kim Định Công chắc chắn sẽ có bước nhảy vọt về giá nên hiện tại đang là thời điểm rất tốt để đầu tư. Ngoài ô này ra tôi đang còn 1 số ô khác nữa, diện tích từ 75m2 - 90m2; giá chỉ từ 45tr/m2; chỉ từ 2 tỷ là đã sở hữu. *** Tiến độ đóng tiền: + Đợt 1: Đóng 50% ngay khi ký HĐ. + Đợt 2: Đóng 20% khi triển khai công tác GPMB. + Đợt 3: Đóng 20% khi triển khai san lấp MB, triển khai hạ tầng. + Đợt 4: Đóng 10% khi nhận mốc giới. Chi tiết bản vẽ từng khu, thông tin pháp lý, vị trí dự án, thiết kế mặt bằng dự án xin lòng liên hệ: --------------------------------------------------------------------- Địa chỉ: Tòa CT16 KĐT Định Công, Hoàng Mai, Hà Nội. Liên hệ Mr Học : 0943.513.555 Website: http://daikimdinhcong.net/ Hoặc :  https://thongtindautu.info/  ",09/01/2022,Tin thường,batdongsan_so_com_vn_1673833153.2592218,, 6, 15, 4,,
80 tỷ VNĐ,Hồ Tây, 205m2,"Chính chủ nhờ bán tòa khách sạn 8 tầng view Hồ Tây. Mặt phố chính Q. Tây Hồ. Phố kinh doanh sầm uất, tây nhiều hơn ta ở. Doanh thu trung bình 500 triệu/thángDiện tích: 205m2 x 8 tầng, mặt tiền 12mGiá: 80 tỷ (CÒN THƯƠNG LƯỢNG, LÀM VIỆC TRỰC TIẾP CHỦ NHÀ)KHÁCH SẠN MẶT PHỐ TÂY HỒ - 32 PHÒNG - DOANH THU ỔN ĐỊNH - KINH DOANHLiên hệ xem nhà và nhận thông tin chi tiết: 0981367887Tổng có 32 phòng, 26 phòng quay ra Hồ tây, 6 phòng quay ra phố, tầng 8 cafe nhìn toàn cảnh Hồ tây.- Thửa đất vuông đẹp, sổ pháp lý chuẩn cất két sẵn sàng giao dịch",09/01/2022,Tin thường,batdongsan_so_com_vn_1673833154.3902316,, 12, 21, 8,,
,"Phố Lâm Du, phường Bồ Đề", 60m2,"Mô tả:+ Mặt phố kinh doanh đa dạng, oto dừng đỗ thoải mái, gần ngã 3 Hồng Tiến - Cổ Linh, nằm giữa hai cầu Chương Dương và cầu Trần Hưng Đạo chuẩn bị làm, sang phố cổ hoặc xuống Hoàng Mai, Hai Bà đều rất thuận tiện, tương lai cực sáng. + Nhà thiết kế 6 tầng, thang máy, thoáng mát.+ Sổ đỏ chính chủ, vuông đẹp, giao dịch ngay. Lh: E Mai 0983724773.",09/01/2022,Tin thường,batdongsan_so_com_vn_1673833155.5820084,,,,,,
