price,address,Diện tích,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id,Mặt tiền,Lộ giới,Hướng
"15,5 tỷ VNĐ",Tô Hiệu- Hà Đông, 80m2, 4,,,"Mặt phố Tô Hiệu, Hà Đông, KD, vỉa hè, ô tô, 80mx4T nhỉnh 15 tỷ Cần tiền bán em mặt phố Vip có vỉa hè 2 bên rộng thênh thang, diện tích rộng 80m thiết kế 4 tầng hiện đại, đường ô tô tránh. Nhà bán thuộc khu phố sầm uất bậc nhất Hà Đông, xung quanh là các biệt thự và toà chung cư cao tầng, dân cư nhộn nhịp, buôn bán ngày đêm. Vị trí đắc địa phù hợp nhiều loại hình kinh doanh: Spa, quán ăn, café, phòng khám, siêu thị, tạp hoá, thời trang, hiệu thuốc,.… Giao thông nối các phố cổ Bà Triều cắt ngang Lê Lợi qua Nhuệ Giang xuống Văn Quán, chạy dọc Lê Hồng Phong thông phố Tản Đà. Chủ nhà chỉ bán trong tháng 7 âm, cơ hội cho các nhà đầu tư kinh doanh. Sổ đỏ vuông, sẵn sàng giao dịch. Giá 15.5 tỷ ( có gia lộc). Liên hệ tôi Huyền Hà Đông ( 0363703491- 0965472910).",12/08/2022,Tin thường,batdongsan_so_com_vn_1673809117.6709967,,,
"15,6 tỷ VNĐ",Lê Hồng Phong- Hà Đông, 80m2, 4,,,"Bán nhà mặt phố Lê Hồng Phong, Hà Đông, vỉa hè, ô tô, KD 80m hơn 15 tỷ Chính chủ bán nhà riêng mặt phố kinh đô thời trang Lê Hồng Phong, Hà Đông, diện tích rộng 80m với 4 tầng thoáng sáng, công năng đầy đủ, vỉa hè thênh thang, ô tô tránh dừng đỗ. Khu vực lúc nào cũng nhộn nhịp từ sáng đến khuya, gần trường trạm, sân bóng, chợ, siêu thị. Tuyến phố chính đi muôn nơi thông Lê Lợi giáp Tản Đà gần Tô Hiệu qua Bà Triệu thông sang Cầu Đơ. Phù hợp kinh doanh nhiều loại hình: Spa, quán ăn, café, phòng khám, siêu thị, tạp hoá, thời trang,hiệu thuốc,..… Chủ thiện chí chỉ bán trong tháng 7 âm lịch. Sổ đỏ vuông, sẵn sàng giao dịch. Giá 15.6 tỷ ( có gia lộc). Liên hệ tôi Huyền Hà Đông ( 0363703491- 0965472910).",12/08/2022,Tin thường,batdongsan_so_com_vn_1673809119.1280973,,,
"3,5 tỷ VNĐ",phố Đại La, 38m2,,,,"+ Nhà năm trên phố Đại La , gần các tuyến phố chính như Minh Khai, Trần Đại Nghĩa, Lê Thanh Nghị.. + Nhiều tiện ích : Time City, Bệnh Viện Bạch Mai, Khu Bách Kinh Xây nổi tiếng.. + Nhà trong khu phân lô, dân trí cao, an ninh tuyệt đối. + Ngõ nông ,60m ra mặt phố Đại La. + Diện tích sổ đỏ 38  x 5 tầng. + Nhà mới xây, thiết kế hiện đại, Chủ xây cực kỳ tâm huyết. + Sổ đỏ chính chủ, đảm bảo pháp lý, sẵn sàng giao dịch. + Giá 3Ty500  Liên hệ: em Dũng chính chủ  - 094 567 6597",12/08/2022,Tin thường,batdongsan_so_com_vn_1673809120.2212467,,,
9 tỷ VNĐ,25 Lê Văn Lương, 160m2, 10, 4, 3,"MUA NHÀ ĐẦU NĂM NGẬP TRÀN QUÀ TẶNG TẠI BRG 25 LÊ VĂN LƯƠNG, PKD CĐT 0866128138 ---------------------------------------------- ✨ Chính sách bán hàng cập nhật T7/2022 - Chiết khấu lên đến 5% - Hỗ trợ vay 65% Giá trị căn hộ LS 0% - Giảm trừ 6 triệu/m2 khi nhận bàn giao thô - Miễn phí 1 năm phí dịch vụ - Chiết khấu 1% cho căn hộ thứ hai trở lên tại dự án  🔥 Thiết kế căn hộ đa dạng từ 2PN đến 4PN với nhiều loại diện tích:  61m2 – 103m2 – 106m2 – 119m2 – 144m2 – 150m2 – 158m2 –  201m2 - Kính mời khách hàng lên xem căn hộ mẫu thực tế:- Phòng bán hàng CĐT: 0866.128.138   *  Tổng quan dự án:- Toạ lạc tại ngã tư Lê Văn Lương - Hoàng Đạo Thuý.- Tên thương mại: BRG Diamond Residence.- Chủ đầu tư: Tập đoàn BRG.- Nhà thầu thi công: Tập đoàn Hoà Bình.- Diện tích khu đất: 8000m2.- Quy mô: Cao 35 tầng và 5 tầng hầm. Khối đế 5 tầng trung tâm thương mại. Tầng tiện ích 5M. Căn hộ bắt đầu từ tầng 6 - 35. ⚡⚡ Tiện ích đẳng cấp, vận hành theo tiêu chuẩn khách sạn 5* 📌 Bể bơi chiều dài chuẩn Olympic 📌 Sky bar tầm nhìn toàn cảnh thành phố, Vườn nướng BBQ, vườn thượng uyển, vườn yoga, đường dạo bộ và đài vọng cảnh. 📌 Trường mầm non quốc tế 📌 Valet Parking: Nhân viên đỗ xe hộ chuẩn 5* 📌 Quản gia & dịch vụ giặt là theo yêu cầu 📌 Bác sĩ gia đình; Siêu thị giao tận cửa… ---------------------------------------------- 𝐁𝐑𝐆 𝐃𝐈𝐀𝐌𝐎𝐍𝐃 𝐑𝐄𝐒𝐈𝐃𝐄𝐍𝐂𝐄 - KIM CƯƠNG XANH TRÊN TỌA ĐỘ VÀNG ☎ Hotline: 0866.128.138 🌎 Website: https://www.brgresidence.com.vn/ 🏢 Địa chỉ: 25 Lê Văn Lương, Thanh Xuân, Hà Nội",12/08/2022,Tin thường,batdongsan_so_com_vn_1673809121.4264662, 6, 15, Đông nam
"6,2 tỷ VNĐ","25 Lê Văn Lương, Phường Trung Hòa, Cầu Giấy", 106m2, 10, 3, 2,"Thông tin dự án BRG Diamond Resedence - Số 25, Đường Lê Văn LươngChi tiết liên hệ:☎️ Mr. Thọ : 0866128138🌸 Tọa lạc tại vị trí đắc địa với 2 mặt tiền quý giá Lê Văn Lương và Hoàng Đạo Thúy.🌸 BRG Diamond Residence tổ hợp căn hộ cao cấp và TTTM hiện đại bậc nhất phí Tây Hà Nội với tiện ích vượt trội như: TTTM hạng A, vườn thượng uyển trên cao, bể thông minh trên cao, trường học, thang máy tốc độ cao......🌸 Tổng quan dự án:☘️ Tổng diện tích đất : 8.004 m2 với mật độ XD: 46%☘️ Tổng số căn hộ: 662 căn trong đó:🌟 Diện tích căn hộ: 61m2-275m2🌟 35 tầng nổi và 5.5 tầng hầm🌟 Với 753 chỗ để xe ô tô và 1155 chỗ để xe máy🌸 Với chính sách bán hàng ưu việt :☘️ Hỗ trợ lãi suất 0% trong vòng 18 tháng (Tối đa 65%)☘️ Khách hàng TTS 95% chiết khấu nó lên tới 7% giá bán☘️ Giảm trừ 6tr/m2 nhận bàn giao thô☘️ Miễn phí dịch vụ quản lý☘️ Tiến độ thanh toán linh hoạt: chia thành 7 đợt🌸 Tiêu chuẩn bàn giao: hoàn thiện đồ liền tường cao cấp và bàn giao không gian sáng tạo🌸 Dự kiến bàn giao: Quý II/2022.",02/03/2022,Tin thường,batdongsan_so_com_vn_1673809122.8180008,,, Đông nam
"8,2 tỷ VNĐ",25 Lê Văn Lương, 160m2, 10, 4, 3,"TỔNG QUAN DỰ ÁN BRG DIMOND RESIDENCEĐịa chỉ: số 25 Lê Văn Lương, phường Nhân Chính, Thanh Xuân, Hà Nội1. Tổng quan dự án:- Tổng diện tích đất : 8.004 m2- Tổng số căn hộ: 662 căn hộ- 35 tầng nổi và 5.5 tầng hầm- Với 753 chỗ để xe ô tô và 1155 chỗ để xe máy- Với 23 căn hộ 1 tầng, 12 thang máy tốc độ cao và 4 thang bộ thoát hiểm được chia làm 2 tòa D01 và D02. Tòa D01 có 12 căn 1 sàn, tòa D02 có 11 căn 1 sàn- Hành lang thang rộng 2,1m- Diện tích căn hộ:+ Căn 1PN+1: 61,79m2+ Căn 2PN+1: 103,75m2+ Căn 3PN : 106,84m - 120,03m - 144,53m+ Căn 3PN+1: 145,33m - 159,43m - 151,15m2+ Căn 4PN: 203,79m2. Các hướng tòa nhà-Tây Bắc: đường Lê Văn Lương- Đông Nam: nhìn ra Roy- Tây Nam: Công viên thanh xuân- Đông Bắc: Hồ Tây, láng hạ3. Sự khác biệt so với các tòa chung cư lân cận- Chỗ để xe hơn số căn hộ (753 chỗ để oto – 662 căn hộ)- Hành lang rộng 2,1m (đạt chuẩn khách sạn 5*)- Trần nhà cao 3,6m (các chung cư khác chỉ 3,1m)- Ban công siêu rộng thoáng (2 đến 3 ban công)- Tọa độ vàng về giao thông (ngã 4 Lê Văn Lương giao cắt Hoàng Đọa Thúy)- Chiều cao toàn nhà 158,7m ( cao nhất khu vực)- Vận hành chuẩn khách sạn 5*- Mật độ thang máy cao ( trung bình 2 căn hộ/1thang máy)- Điều hòa hành lang 24/244. .Tiện ích căn hộ-Trung tâm thương mại hạng A- Vườn thượng uyển trên cao- Bể bơi thông minh trên cao- Trường học, thang máy tốc độ cao, gym, spa, khu vui chơi....- Dịch vụ quản gia- Dịch vụ đỗ xe thông minh",03/03/2022,Tin thường,batdongsan_so_com_vn_1673809124.3848581,,, Tây bắc
4 tỷ VNĐ,25 Lê Văn Lương, 62m2, 10, 2, 1,"Tổng quan dự án: - Tổng diện tích đất : 8.004 m2 - Tổng số căn hộ: 662 căn hộ - 35 tầng nổi và 5.5 tầng hầm - Với 753 chỗ để xe ô tô và 1155 chỗ để xe máy - Với 23 căn hộ 1 tầng, 12 thang máy tốc độ cao và 4 thang bộ thoát hiểm được chia làm 2 tòa D01 và D02. Tòa D01 có 12 căn 1 sàn, tòa D02 có 11 căn 1 sàn - Hành lang thang rộng 2,1m - Diện tích căn hộ: + Căn 1PN+1: 61,79m2 + Căn 2PN+1: 103,75m2 + Căn 3PN : 106,84m - 120,03m - 144,53m + Căn 3PN+1: 145,33m - 159,43m - 151,15m2 + Căn 4PN: 203,79m Các hướng tòa nhà -Tây Bắc: đường Lê Văn Lương - Đông Nam: nhìn ra Roy - Tây Nam: Công viên thanh xuân - Đông Bắc: Hồ Tây, láng hạ Sự khác biệt so với các tòa chung cư lân cận - Chỗ để xe hơn số căn hộ (753 chỗ để oto – 662 căn hộ) - Hành lang rộng 2,1m (đạt chuẩn khách sạn 5*) - Trần nhà cao 3,6m (các chung cư khác chỉ 3,1m) - Ban công siêu rộng thoáng (2 đến 3 ban công) - Tọa độ vàng về giao thông (ngã 4 Lê Văn Lương giao cắt Hoàng Đọa Thúy) - Chiều cao toàn nhà 158,7m ( cao nhất khu vực) - Vận hành chuẩn khách sạn 5* - Mật độ thang máy cao ( trung bình 2 căn hộ/1thang máy) - Điều hòa hành lang 24/24 .Tiện ích căn hộ -Trung tâm thương mại hạng A - Vườn thượng uyển trên cao - Bể bơi thông minh trên cao - Trường học, thang máy tốc độ cao, gym, spa, khu vui chơi.... - Dịch vụ quản gia - Dịch vụ đỗ xe thông minh",04/03/2022,Tin thường,batdongsan_so_com_vn_1673809126.2189324,,, Đông nam
9 tỷ VNĐ,"25 Lê Văn Lương, Nhân Chính, Thanh Xuân", 150m2, 10, 4, 3,"Tổng quan dự án: - Tổng diện tích đất : 8.004 m2 - Tổng số căn hộ: 662 căn hộ - 35 tầng nổi và 5.5 tầng hầm - Với 753 chỗ để xe ô tô và 1155 chỗ để xe máy - Với 23 căn hộ 1 tầng, 12 thang máy tốc độ cao và 4 thang bộ thoát hiểm được chia làm 2 tòa D01 và D02. Tòa D01 có 12 căn 1 sàn, tòa D02 có 11 căn 1 sàn - Hành lang thang rộng 2,1m - Diện tích căn hộ: + Căn 1PN+1: 61,79m2 + Căn 2PN+1: 103,75m2 + Căn 3PN : 106,84m - 120,03m - 144,53m + Căn 3PN+1: 145,33m - 159,43m - 151,15m2 + Căn 4PN: 203,79m Các hướng tòa nhà -Tây Bắc: đường Lê Văn Lương - Đông Nam: nhìn ra Roy - Tây Nam: Công viên thanh xuân - Đông Bắc: Hồ Tây, láng hạ Sự khác biệt so với các tòa chung cư lân cận - Chỗ để xe hơn số căn hộ (753 chỗ để oto – 662 căn hộ) - Hành lang rộng 2,1m (đạt chuẩn khách sạn 5*) - Trần nhà cao 3,6m (các chung cư khác chỉ 3,1m) - Ban công siêu rộng thoáng (2 đến 3 ban công) - Tọa độ vàng về giao thông (ngã 4 Lê Văn Lương giao cắt Hoàng Đọa Thúy) - Chiều cao toàn nhà 158,7m ( cao nhất khu vực) - Vận hành chuẩn khách sạn 5* - Mật độ thang máy cao ( trung bình 2 căn hộ/1thang máy) - Điều hòa hành lang 24/24 .Tiện ích căn hộ -Trung tâm thương mại hạng A - Vườn thượng uyển trên cao - Bể bơi thông minh trên cao - Trường học, thang máy tốc độ cao, gym, spa, khu vui chơi.... - Dịch vụ quản gia - Dịch vụ đỗ xe thông minh",11/03/2022,Tin thường,batdongsan_so_com_vn_1673809127.8226328,,, Tây nam
"6,7 tỷ VNĐ",25 Lê Văn Lương, 106m2, 10, 3, 2,"Tổng quan dự án: - Tổng diện tích đất : 8.004 m2 - Tổng số căn hộ: 662 căn hộ - 35 tầng nổi và 5.5 tầng hầm - Với 753 chỗ để xe ô tô và 1155 chỗ để xe máy - Với 23 căn hộ 1 tầng, 12 thang máy tốc độ cao và 4 thang bộ thoát hiểm được chia làm 2 tòa D01 và D02. Tòa D01 có 12 căn 1 sàn, tòa D02 có 11 căn 1 sàn - Hành lang thang rộng 2,1m - Diện tích căn hộ: + Căn 1PN+1: 61,79m2 + Căn 2PN+1: 103,75m2 + Căn 3PN : 106,84m - 120,03m - 144,53m + Căn 3PN+1: 145,33m - 159,43m - 151,15m2 + Căn 4PN: 203,79m Các hướng tòa nhà -Tây Bắc: đường Lê Văn Lương - Đông Nam: nhìn ra Roy - Tây Nam: Công viên thanh xuân - Đông Bắc: Hồ Tây, láng hạ Sự khác biệt so với các tòa chung cư lân cận - Chỗ để xe hơn số căn hộ (753 chỗ để oto – 662 căn hộ) - Hành lang rộng 2,1m (đạt chuẩn khách sạn 5*) - Trần nhà cao 3,6m (các chung cư khác chỉ 3,1m) - Ban công siêu rộng thoáng (2 đến 3 ban công) - Tọa độ vàng về giao thông (ngã 4 Lê Văn Lương giao cắt Hoàng Đọa Thúy) - Chiều cao toàn nhà 158,7m ( cao nhất khu vực) - Vận hành chuẩn khách sạn 5* - Mật độ thang máy cao ( trung bình 2 căn hộ/1thang máy) - Điều hòa hành lang 24/24 .Tiện ích căn hộ -Trung tâm thương mại hạng A - Vườn thượng uyển trên cao - Bể bơi thông minh trên cao - Trường học, thang máy tốc độ cao, gym, spa, khu vui chơi.... - Dịch vụ quản gia - Dịch vụ đỗ xe thông minh ",14/03/2022,Tin thường,batdongsan_so_com_vn_1673809129.353537,,, Đông nam
"3,1 tỷ VNĐ","135 Trần Phú, Phường Văn Quán, Quận Hà Đông", 70m2,,,,"Còn duy nhất 1 căn 2PN 70m2 trong giỏ hàng đợt 1 được nhận chiết khấu 2% trước khi tăng giá vào ngày 15/8 *** Liên hệ : 0975557534 để nhận ngay ưu đãi - Diện tích: 70m2- Ban công : Đông Nam , view hồ Văn Quán- Thiết kế : 2PN + 2WC- Bàn giao full nội thất liền tường cao cấp :+ Sàn gỗ An Cường+ Điều hoà multi 2 chiều+ Thiết bị bếp : bếp từ, hút mùi Bosch/hafele, chậu rửa Hafele/hiwin+ Tủ bếp trên dưới+ Thiết bị vệ sinh nhập khẩu: Groge/Kohler..+ Khoá cửa đa chức năng Hafele+ Thiết bị điện, công Schnider- Chiết khấu 2% cho 50 khách đầu tiên : còn 3 suất- Chiết khấu 2% nếu KH thanh toán sớm 50% - Chiết khấu 4% nếu KH thanh toán sớm 95%- Hỗ trợ vay 70%, miễn lãi và ân hạn nợ gốc 24 tháng *** Liên hệ : 0975557534 để nhận thông tin chi tiết",12/08/2022,Tin thường,batdongsan_so_com_vn_1673809130.7877011,,, Đông nam
