price,address,Diện tích,Details,Ngày đăng,Loại tin,id,Mặt tiền,Số tầng,Số phòng ngủ,Số toilet,Hướng,Lộ giới
,"nhà đường Vũ Trọng trung tâm quận Thanh Xuân , Thanh Xuân", 35m2,"- Vị trí: nhà đường Vũ Trọng trung tâm quận Thanh Xuân , Thanh Xuân và Từ Liêm gần nhiều tiện ích, giao thông vô cùng thuận lợi Có thể đi từ các tuyến phố chính như Nguyễn Trãi, Láng, Trần Duy Hưng  ... - Tiện ích: gần nhà có đầy đủ tiện ích xã hội như: gầ chợ thuốc Hapulico, chợ dân sinh, trường học các cấp. Nhà nằm lô góc, ánh sáng ngập tràn, thuận lợi di chuyển. - Giá chỉ có 3.95 tỷ cho một căn nhà 5 tầng siêu đẹp gần 40m2 trung tâm quận Thanh Xuân. - Gọi ngay để có cơ hội sở hữu: em Tuyết – 0983881688 (Zalo , messenger ) để được tư vấn và giới thiệu gần 300 căn nhà các loại cùng khu vực với tài chính từ 3 tỷ đến 10 tỷ. ",18/05/2022,Tin thường,batdongsan_so_com_vn_1673824360.9868762,,,,,,
"9,8 tỷ VNĐ",phân lô Yên Lạc, 55m2,"BÁN NHÀ PHÂN LÔ YÊN LẠC,DT55 M2x 4 TẦNG, giá 9.8 TỶ, Ô TÔ VÀO NHÀ- Vị trí : Nhà nằm trên địa thế 2 mặt ngõ  lô góc , ô tô vào nhà  cách MP Kim Ngưu 50m , nằm giữa cầu Lạc Trung và cầu Mai Động. Cách cụm ĐẠI HỌC BÁCH Khoa, Xây Dựng, Kinh Tế 2Km cách  TIMES CITY và VIỆN VINMEC 500m, VIỆN THANH NHÀN 700m, VIỆN 108 và VIỆN BẠCH MAI 2 KM,…Nhà xây khung cột bê Tông chắc Chắn, nội thất gỗ  Đinh Hương .- Thiết kế hiện đại  bao gồm:+ Tầng 1 : Phòng khách, gara ô tô, bếp, wc.+ Tầng 2, 3 : Mỗi tầng 2 phòng ngủ, vệ sinh giữa + Tầng 4 : Phòng thờ, sân phơi.- Vị Trí cực đẹp nằm trong khu phân lô Yên Lạc , ô tô vào nhà đi nên phố cổ mất 5 phút xung quang đầy đủ tiện ích, siêu thị trường học bệnh viện xung quang hàng xóm thân thiện - sổ đỏ chính chủ sẵn sàng giao dịch giá 9,8 tỷ ( có thương lượng) liên hệ chị Yến ĐT:0702138238",18/05/2022,Tin thường,batdongsan_so_com_vn_1673824362.0998988, 4, 4, 4, 3, Đông nam, 5
"8,9 tỷ VNĐ",ngõ 1 Lò Đúc, 45m2,"Bán nhà ngã tư Lò Đúc, Trần Khát Chân, DT 45m2x7T thang máy từ tầng 2 là 55m2x6T thang máy cách phố 1 nhà giá 8.9 tỷ Nhà xây 6 tầng phong cách Châu Âu hai mặt thoáng trước .mặt sau View vườn hoa  rất đẹp! Thiết kế bao gồm: T1,2,3 thông sàn vệ sinh rộng. T4 1 phòng ngủ rộng, 1 phòng khách, 1vệ sinh. T5 phòng bếp, phòng ăn , vệ sinh sân vườn rộng. T6 phòng thờ, khu vườn cây và sân rộng có thể bố trí bàn ngồi uống cafeT7 sân thượng rộng có vườn cây bàn uống cafe.Nhà hoàn thiện cực đẹp các phòng đều bố trí vườn hoa, cây cảnh, không gian cực thoáng. Các phòng đều lát sàn gỗ, tay vịn cầu thang gỗ lim và đều đi đường dây điều hoà đầy đủ! Có thể vừa ở vừa làm văn phòng. Vị trí cách phố đúng 1 nhà giao thông rất thuận tiện gần bệnh viện trường học gần chung cư Sun grand city sổ đỏ chính chủ giá 8.9 tỷ có thương lượng!liên hệ chị Yến ĐT:0702138238",18/05/2022,Tin thường,batdongsan_so_com_vn_1673824363.2324502, 7, 6, 4, 6, Tây bắc, 3
30 tỷ VNĐ,"Phố Núi Trúc, Kim Mã, Ba Đình", 72m2,"BÁN NHÀ MẶT PHỐ VỈA HÈ NÚI TRÚC, KINH DOANH TẬP NẬP, MẶT TIỀN RỘNG 5M, DIỆN TÍCH 72M2, GIÁ 30 TỶ Cc cần bán nhà mặt phố vỉa hè Núi Trúc, trung tâm quận Đống Đa, khu phố kinh doanh 2 chiều tấp nập thoáng đãng, nhà đẹp 5 tầng + Nhà có vị trí đắc địa tại phố Núi Trúc- gần ngã ba Nam Cao và ngã ba ngõ núi Trúc, con phố Vip và trung tâm của quận Ba Đình, và từ đầu phố tới cuối phố kinh doanh tấp nập ngày đêm. + Nhà có diện tích rộng rãi nên xây dựng thiết kế được 1 tòa nhà quá đẹp, tổng 72m2 xây 5 tầng khung cột bê tông chắc chắn, mặt tiền 5m nên cực thoáng đãng, kinh doanh gì cũng phù hợp. + Nhà thích hợp vừa ở vừa kinh doanh, hiện gia đình tôi đang cho thuê toàn bộ nhà nên chủ mới ngay lập tức có nguồn tiền ổn định. Hiện tại đang sử dụng tầng 1 làm kinh doanh thời trang, từ tầng 2 là không gian sinh hoạt của gia đình. Tổng thiết kế 3 phòng ngủ nên rất nhiều không gian sử dụng cho từng thành viên gia đình. + Núi Trúc nối liền ra Kim Mã – một trong những con đường đẹp nhất Hà Nội, vài bước chân ra hồ Giảng Võ và trường THPT Ba Đình. Vừa tiện lợi cho sự nghiệp học hành của con trẻ, vừa có nhiều không gian thể dục thể thao cho người già. + Sổ đỏ vuông đẹp, chính chủ, giá bán 30 tỷ có thương lượng cho khách thiện chí mua. + Liên hệ: 0886083333, gia đình chỉ gặp trực tiếp người mua, miễn MG trung gian",18/05/2022,Tin thường,batdongsan_so_com_vn_1673824364.4093025,, 5, 3,,,
"1,15 tỷ VNĐ",Quốc lộ 21B, 50m2,"Tôi cần bán gấp căn hộ 50m2 có 2 phòng ngủ, 1 WC. Thiết kế đẹp, tiện ích đầy đủ.Để lại toàn bộ nội thất. Chủ mới chỉ xách Vali về ở.Giá nhỉnh 1 tỷ.Đi lại có Tàu điện, BRT, Bus qua cửa.Siêu thị, phòng Gym, bể bơi cần kề. Chợ và Trường học bán kính 1km.Liên hệ: 0911478656 Các bạn MG không làm phiền.",18/05/2022,Tin thường,batdongsan_so_com_vn_1673824365.510358,,, 2, 1,,
"1,1 tỷ VNĐ",Đường 21b phường Phú Lương, 54m2,"Kể ra cũng 2 năm rồi kể từ ngày thành lập, công ty ngày một lớn như một đứa trẻ mỗi ngày một phát triển lớn mạnh và năm nay chớp được cơ hội đầu tư tất nhiên với đam mê nhiệt huyết của mỗi người không thể bỏ qua cơ hội được chính vì vậy mình quyết định bán căn hộ để hỗ trợ ngồn vốn đầu tư cho đam mê công việc sự nghiệp, chi tiết căn hộ chung cư nhà : Căn hộ nhà tôi nằm tầng cao PCC1 Hà Đông Thiết kế: 2 phòng ngủ, 1 WC, phòng khách rộng. 1 lo gia.Diện tích: 54m2 tim tườngHướng cửa: Bắc .. Ban công: NamPháp lý: SĐCCNội thất để lại: Full nội thất nguyên bản chủ đầu tư.Giá bán: Để lại nội thất là: 1100 triệu (Không bao phí)Bác nào xem mà thấy ưng ý liên hệ tôi tên Phi: 0378447658",18/05/2022,Tin thường,batdongsan_so_com_vn_1673824366.6303604,, 10, 2, 1,, 1
76 triệu VNĐ/m2,Tỉnh lộ 422B khu 25ha Vân Canh Hoài Đức, 68.8m2,"Chính chủ bán đất phân lô 68,8m tại khu 25ha Vân Canh Hoài Đức, mảnh đất nằm ở vị trí đắc địa. Đường rộng 7m chạy xung quanh view vườn hoa, cách 200m là đường vành đai 3.5 và đường Trịnh Văn Bô kéo dài rộng 60m. Sát vách là khu đô thị trái tim của huyện Hoài Đức là "" AN LẠC GREEN SYMPHONY "" được hưởng trọn vẹn mọi tiện ích của họ nhưng giá chỉ bằng 1/2 thôi. theo lộ trình năm 2025 Hoài Đức lên quận hứa hẹn giá đất khu này sẽ còn lên cao nữa. - Diện tích : 66,8m  - Mặt tiền  : 4.25m - Giá đầu tư  - Sổ đỏ nét như sony - Liên hệ : Mr Dũng 0825237636 zalo 0996839398 ",18/05/2022,Tin thường,batdongsan_so_com_vn_1673824367.6586118, 4,,,,, 7
"2,48 triệu VNĐ",Đường Tứ Hiệp phường Tứ Hiệp, 84m2,"Căn hộ 3PN tại khu ĐT Hồng Hà Ecocity toà Gardenia, Hà Nội nay mình  chốt giá 2,480tỷ nhé mọi người. Hướng ban công: tây bắc , hướng cửa: Đông Nam. View tầng 9. Phòng 903 căn góc cực đẹp ạ. Hôm giờ các A/c cũng trả giá nhiều nên hnay mình thông báo thế cho chúng ta dễ làm việc ạ.  tháng 6 có sổ hồng thì giá sẽ còn tăng lên nữa ạ! Liên hệ: Ms Dịu 0972832051",18/05/2022,Tin thường,batdongsan_so_com_vn_1673824368.7506883,, 9, 3, 2,, 1
"4,15 tỷ VNĐ",Đường Lê Quang Đạo phường Phú Đô, 40m2,"Bán nhà ngõ 8 Lê Quang Đạo - oto đỗ cạnh ,nhà tự xây cực tâm huyết - 40m2x4t MT5m Giá nhỉnh 4 tỷ    - Diện tích : 40m2 , 4 tầng , mặt tiền 5m .   - Giá : 4,15 tỷ ( có thương lượng).   - Nhà ở ngõ 8 Lê Quang Đạo, trục chính của Phường Phú Đô , khu kinh doanh sầm uất không thiếu thứ gì , đầy đủ tiện nghi .   - Nhà chủ tự xây rất đẹp thiết kế phòng ngủ khép kín rất tiện. Ở nhà 4 tỷ nhưng tiện ích như 10 tỷ KĐT.    - Thiết kế 4 tầng đủ công năng:   + Tầng 1: Phòng khách, bếp và wc + Tầng 2: 2 phòng ngủ thiết kế khép kín. + Tầng 3: 1 phòng ngủ rộng khép kín có góc riêng để không gian để bàn làm việc. + Tầng 4: Phòng thờ và sân phơi, khu giặt đồ riêng biệt có thể thiết kế thành 1 phòng.   - Nhà có giếng trời rất thoáng .   - Sổ vuông vắn như nhà phân lô.    - Lh : Lê Nhàn 0365359398 ",18/05/2022,Tin thường,batdongsan_so_com_vn_1673824369.734057,, 4, 3, 3,, 5
"7,2 tỷ VNĐ","MAI DICH, CẦU GIẤY, HN", 50m2,"+ Vị trí rất đẹp: vài bước ra phố, Tiện ích xung quanh đầy đủ. + Gần Các trường Đại Học, gần trục đường chính: Đường Láng Hạ, Đường Cầu Giấy, Đường Nguyễn Khang, Bến Xe Cầu Giấy, ĐH Sư Phạm, ĐH Quốc Gia, Học viên Báo chí Tuyên truyền, ĐH Giao Thông Vận Tải.. + Địa điểm: Kinh doanh cho thuê rất tốt. Dân cư đông đúc, nhiều học sinh sinh viên, công nhân, nhân viên văn phòng. + Tiện Ích: luôn kín phòng thuê, Đầy đủ nội thất, Phòng khép kín. +  Diện tích: 50m2  Sổ Vuông  đẹp, Chính chủ cất tủ, pháp lý sạch, sẵn sang tên. +  Giá:   ( thương lượng ). + Liên hệ: Đức Thổ Cư HN 0898839292. Tư vấn Miễn Phí hỗ trợ nhiệt tình, tận tâm, Tôi Có Nhiều nhà Nhiều phân khúc khác nữa.",18/05/2022,Tin thường,batdongsan_so_com_vn_1673824373.4774475,, 6,,,,
