price,address,Diện tích,Mặt tiền,Số tầng,Details,Ngày đăng,Loại tin,id,Lộ giới,Số phòng ngủ,Số toilet
"2,8 tỷ VNĐ","Đường đức giang, Đức Giang, Long Biên", 50m2, 4,,"- Mảnh đất nằm trông khu vip trung tâm quận Long biên,  Giao thông thuận tiện di chuyển dễ dàng, khu vực đang phát triển từng ngày.  - Ngõ thông rộng kết nối nhiều tuyến phố lớn như Ngô Gia Tự, Lý Sơn ..... gần cầu Chương Dương, cầu Đông Trù , cầu Đuống.... - Mảnh đất vuông vắn trước sau. ô tô vào nhà cách 10m ra tô tải tránh nhau.hàng xóm Bình Minh garden.  - Tiện ích cuộc sống không thiếu thứ gì,  đối diện Bình Minh Garden, rất gần ngã 3 chợ Đức Hoà. Gần trường học các cấp 123, bệnh viện đa khoa Đức Giang.  - Sổ đỏ chính chủ sẵn sàng giao dịch  - LH e Hạnh để đc tư vấn hỗ trợ 0977576383",17/11/2022,Tin thường,batdongsan_so_com_vn_1673787311.4445863,,,
"3,3 tỷ VNĐ","Đường Ngọc Thụy, Ngọc Thụy, Long Biên", 45m2, 4, 4,"
    Chủ Cần Tiền Bán Gấp Nhà Ngọc Thụy. 45M-MT 4m chỉ hơn 3 tỉNHÀ MỚI ĐẸP - KHU VỰC NHIỀU TIỆN ÍCH - Ở SƯỚNG - NGÕ THÔNG -  Ô TÔ CHẠY VÒNG QUANH.+ Gần trường cấp 1, 2 gần Học viện Hậu Cần, cạnh khu biệt thự Khai Sơn.+ Nhà gần chợ Ngọc Thụy tiện ích đủ đường.+ Cạnh công viên cây xanh dạo bộ vô cùng thoải mái.Xem nhà - Liên hệ Mrs. Hương
",17/11/2022,Tin thường,batdongsan_so_com_vn_1673787312.3670826, 2, 4, 3
"3,65 tỷ VNĐ","Đường Phương Liệt, Phương Liệt, Thanh Xuân", 40m2, 4, 4,"+ Chính chủ cần bán nhà Phố Phương Liệt, Quận Thanh Xuân, diện tích 40 m2 x 4 tầng mặt tiền rộng, giá 3,65 tỷ. + Nhà mặt ngõ rất gần mặt phố, gần ô tô nhà chủ tự xây cực kỳ đẹp. Nội thất xịn xò đầy đủ công năng.  Tầng 1: Khách, bếp  Tầng 2: 1 Ngủ to, vệ sinh.  Tầng 3: 2 ngủ, 1 vệ sinh  Tầng 4: 1 ngủ, sân phơi Sổ đỏ chính chủ sẵn sàng giao dịch.  + LH,Hoàng Bắc,ĐT: 0377 610 275, chuyên nhà đất hà nội, dẫn khách xem nhà và Tư vấn miễn phí 24/7 ",17/11/2022,Tin thường,batdongsan_so_com_vn_1673787313.635735, 3, 5,
"4,75 tỷ VNĐ",Bùi Xương Trạch, 36m2, 6, 5,"Mô tả:  NHÀ ĐẸP - HIỆN ĐẠI + Nhà xây mới rất đẹp và hiện đại. + Đường trước nhà rộng rãi, cách ôtô chỉ 10m. + Thiết kế : - Tầng 1 : Phòng khách - Bếp - WC. - Tầng 2,3: Mỗi tầng 2 phòng ngủ - WC. - Tầng 4 : Phòng thờ - Sân phơi. - Sổ đỏ chính chủ,pháp lí sạch,sẵn sàng giao dịch. Liên hệ A Tuyên 0969945393 để được tư vấn và xem nhà miễn phí.",17/11/2022,Tin thường,batdongsan_so_com_vn_1673787314.658954,, 4,
"2,35 tỷ VNĐ","đường Bắc Cầu, Phường Ngọc Thụy, Quận Long Biên, Hà Nội", 40m2, 3, 4,"Bán Ngay Nhà Bắc Cầu, Ngọc Thụy, Long Biên 4T, 40m2 chỉ 2,35 tỷ (ô tô đỗ cửa) + Tầng 1: Phòng khách + bếp + WC.( có sân nhỏ phí trước để xe) + Tầng 2,3: Mỗi tầng 2 phòng + WC. + Tầng 4 : Phòng thờ, Sân Phơi Nhà thuộc vị trí đẹp của phố Bắc Cầu, phường Ngọc Thụy, Quận Long Biên. Xung quanh gần chợ, trường học cấp 1,2 trường mầm non Bắc Cầu, thuận tiện đi ra hướng đê Ngọc Thụy, Khu Đô Thị Khai Sơn, Cầu Long Biên… Lh Mr Tùng : 0965 722 358",17/11/2022,Tin thường,batdongsan_so_com_vn_1673787315.7131307,, 4,
"3,3 tỷ VNĐ","Đường Thụy Phương, Thụy Phương, Bắc Từ Liêm", 32m2, 5, 5,"Chính chủ cần bán nhà 5 tầng tại ngõ 285 Thụy Phương, Bắc Từ Liêm, Hà Nội. - Sổ đỏ chính chủ. - Diện tích 32m2 x 5 tầng, mặt tiền 5.85m. - Nhà có 4 phòng ngủ, 1 phòng thờ, 1 phòng khách, bếp, 4 Wc. - Cách mặt đường chính 30m. - Gần nhiều trường học các cấp, cách Học Viện Tài Chính 1,5 km, gần chợ Kẻ Vẽ. - Khu an ninh tốt, giao thông thuận tiện. - Giá bán: 3,3 tỷ Liên hệ chính chủ: 0975753571",17/11/2022,Tin thường,batdongsan_so_com_vn_1673787316.7004914, 3, 4, 4
7 tỷ VNĐ,"Đường Hoàng Mai, Hoàng Văn Thụ, Hoàng Mai", 80m2, 7, 5,"Gia Đình Tôi Cần Bán Gấp Căn Nhà Mặt Phố Hoàng Mai TRương Định S =80x4 tầng Mặt Tiền Rộng Kinh Doanh Sầm Uất ✅Mô tả :  Bán Nhà Riêng Tại Mặt Phố Hoàng Mai 80x4 Mặt Tiền Rộng + Vị trí căn nhà cực đẹp, gần trường chợ giao thông đi lại thuận tiện Vài phút lên trung tân bờ hồ Hoàn Kiếm+ Đoạn dường trước nhà ô tô tránh khu vực dân trí cao, đông dân kinh doanh đa dạng ngành nghề, buôn bán hoạc kinh doanh dòng tiền cũng dất tốt, gần các trường đại học lớn của Hà Nội như Đại Học Kinh Tế, Xây Dụng, Bách Khoa, Mở, Công Nghệ.+ Con Phố Hoàng Mai là huyết mạch giao thông nối sang các con phố Trương Định, Tân Mai, Minh Khai, Mai Động, Nguyễn An Ninh, Tương Mai, Tam Trinh lên giao thông đi lại cự thuận tiện.  + Nhà CÓ Sổ Đỏ Pháp Lý Sạch Sẵn Sàng Giao Dịch  + Giá 7 tỷ- Mr Tung 0978683258 chờ điện thoại - chủ nhân mới của căn nhà. ",17/11/2022,Tin thường,batdongsan_so_com_vn_1673787317.9314735, 9, 6, 4
"12,7 tỷ VNĐ","Đường Nguyễn Lân, Phương Liệt, Thanh Xuân", 54m2, 5, 8,"Chính chủ bán nhà Nguyễn Lân, Thanh Xuân diện tích 54m2 giá 12.7 tỷ có thỏa thuận  8 TẦNG THANG MÁY Ô TÔ ĐỖ CỬA - NGÕ THÔNG 2 ĐẦU- 12 PHÒNG KHÉP KÍN. + Diện tích 54m2 8 tầng giá 12.7 tỷ có thỏa thuận Mô tả: -Nhà mới 8 tầng thang máy 12 phòng cho thuê chủ đang tự khai thác dòng tiền 50tr/th. -Thiết kế:  T1: chỗ để xe và 1 phòng khép kín T2-T6: Mỗi tầng 2P khép kín T7: 1 phòng khép kín, sân phơi đồ T8: 1 phòng khách, phòng bếp. Hiện chủ để T7 và T8 để ở không cho thuê, thì thoảng về đó ở thiết kế dạng penhouse mini rất đẹp ạ. - Sổ đỏ chính chủ vuông vắn nở hậu + Liên hệ Xuân Thắng 0902.229.198 để xem nhà miễn phí",17/11/2022,Tin thường,batdongsan_so_com_vn_1673787318.9487467, 9, 5, 3
"11,5 tỷ VNĐ","Đường Trung Kính, Trung Hòa, Cầu Giấy", 40m2,, 5,"💥 SIÊU RẺ -BÁN NHÀ TRUNG KÍNH TO - Ô TÔ TRÁNH, VÀO NHÀ - 40M2 4T MT 5M, CHỈ 11.5 TỶ 💥 ⭕️ LH NGAY 0982833366 (CỰC RẺ CHO NHÀ PHÂN LÔ NGÕ TO NHƯ PHỐ TRUNG KÍNH ĐÔI)---------------------------- BÁN NHÀ PHỐ VIP TRUNG KÍNH TO, MẠC THÁI TỔ (ĐƯỜNG ĐÔI) CẦU GIẤYPHÂN LÔ VỈA HÈ 3 OTO TRÁNH - 2 MẶT PHỐ VÀO THÔNG THOÁNG CỰC RỘNGVIEW TRƯỜNG HỌC - Ở KINH DOANH ĐỈNH CAO - AN SINH TUYỆT VỜI- Nhà phân lô vip của Cầu Giấy, cách 1 nhà ra phố mới.- Khu vực tập trung nhiều văn phòng, công ty, ở kết hợp kinh doanh bất chấp mọi loại hình.- Nhà 2 mặt phố vào thông thoáng- Gia chủ cán bộ công chức, con cái thành đạt, ở rất có lộc, đất cực lành.- Nhà dân tự xây 4 tầng khung cột chắc chắn:+ Cầu thang gỗ lim, sàn gỗ + gạch hoa sạch đẹp.+ T1: Gara, bếp, wc+ T2: Phòng khách + 1 ngủ + wc+ T3: 2 phòng ngủ + wc+ T4: phòng thờ + sân phơi rộng.- Phân lô dân trí cao, an ninh tốt. - Sổ đỏ vuông như bánh chưng. Pháp lý sạch cất két giao dịch ngay!---------------------------- 🚀 GIÁ BÁN CHỈ: 11.5 TỶ (ẢNH THẬT-THÔNG TIN THẬT-NHÀ THẬT-GIÁ THẬT)---------------------------- ☎️ LH: PHƯƠNG_NHÀ_PHỐ 0982833366  ZALO 0902223785 (Chuyên mặt phố, biệt thự, nhà ngõ ô tô Hà Nội).Kết nối trực tiếp chủ nhà, giúp ACE mua giá tốt nhấtMiễn phí tư vấn, xem nhà 100%... ----------------------------DÀNH CHO ACE TÌM NHÀ HÀ NỘI - MIỄN PHÍ LỌC VÀ XEM NHÀ 100%LH: Mr. Phương_Nhà_Phố (1981)(FB/ZALO - 24/7)   - Tiếp khách có nhu cầu thực, khách xem cho vui hoặc không có quyền quyết xin phép không tương tác vì CV mình rất bận.- Phương_Nhà_Phố có thông tin hàng ngàn căn nhà với đủ phân khúc từ vài tỷ đến vài trăm tỷ, thông tin hình ảnh thật mô tả kỹ không làm mất thời gian công sức của ACE. CÁC LĨNH VỰC BĐS ĐANG HOẠT ĐỘNG1. Biệt thự, nhà ở đẳng cấp, yên tĩnh, sân vườn2. Nhà mặt phố , tòa nhà văn phòng3. Nhà dòng tiền: Khách sạn, Nhà hàng, Apartment, Homestay, Chung cư Mini cho thuê4. Nhà mặt ngõ ô tô, Nhà phân lô, Nhà liền kề5. Chung cư, tập thể, nhà ở theo từng phân khúc tài chínhLiên hệ ngay để được tư vấn và tham khảo BĐS phù hợp nhất. Xin cảm ơn!!!!!!!!!",17/11/2022,Tin thường,batdongsan_so_com_vn_1673787319.9789913, 20, 4, 4
"1,98 tỷ VNĐ","phố bắc cầu, phường ngọc thụy, quận long biên, hà nội", 55m2, 4,,"Bán Mảnh Đất Bắc Cầu, Ngọc Thụy, Long Biên 55m2, chỉ 1,98 tỷ (ngõ ô tô)  Mảnh đất đẹp vuông vắn, trước nhà đường thảm nhựa sạch đẹp, ô tô vào được tận đất, chủ đang cần tiền đầu tư cho cửa hàng lên mới bán. Mảnh đất thuộc vị trí đắc địa, đẹp và thuận tiện đi các hướng, xung quanh chợ, trường học cấp 1,2 Bắc Cầu, trường mầm non Bắc Cầu, thuận tiện đi ra hướng đê Ngọc Thụy, KĐT Khai Sơn, Cầu Long Biên.. Khu vực phát triển từng ngày. Cam kết thông tin chuẩn Lh gọi ngay Mr Tùng : 0965 722 358 để được hỗ trợ.",17/11/2022,Tin thường,batdongsan_so_com_vn_1673787320.9424133,,,
