price,address,Diện tích,Mặt tiền,Details,Ngày đăng,Loại tin,id,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Hướng
"4,4 tỷ VNĐ","Đường Đội cấn, Ngọc Hà, Ba Đình", 45m2, 4,"
    
Bán nhà đẹp lô góc 45m2 4tầng mặt tiền 4.6m nhỉnh 4tỷ ngõ ôtô tránh Đội Cấn Ba Đình (1)

LÔ GÓC - 3 MẶT THOÁNG - NGÕ THÔNG - KHU PHÂN LÔ CÁN BỘ DÂN TRÍ CAO - 15M RA ĐƯỜNG ÔTÔ TRÁNH

- Vị trí đẹp, nhà nằm trong khu cán bộ Công An, an ninh dân trí cao, ngõ thông ra ngõ 279 Đội Cấn và 173 Hoàng Hoa Thám, 158 Ngọc Hà...
- Trước nhà cực thoáng, lô góc ngõ thông tứ tung, giao thông thuận tiện tiện ích phong phú.
- Nhà dân xây KCBT chắc chắn đẹp như mới full nội thất ở ngay:
Tầng 1: Khách, bếp, wc
Tầng 2,3: Mỗi tầng 2 phòng ngủ, wc
Tầng 4: Phòng thờ sân phơi
- Sổ đỏ chính chủ, pháp lý chuẩn giao dịch ngay.
Chú ý: Nhà đất cuối năm giao dịch cực nhanh xem ngay kẻo lỡ!
1. LH: A. Hoàng Anh 0934266313 (tư vấn, lọc nhà, xem nhà miễn phí)
2. Link kho nhà đẹp Quận Ba Đình: https://www.facebook.com/332042891070009/
3. Hỗ trợ tài chính cho vay mua nhà đến 80% giá trị căn nhà, lãi suất thấp nhất thị trường
",08/11/2022,Tin thường,batdongsan_so_com_vn_1673789187.7590256, 6, 4, 4, 4,
9 tỷ VNĐ,"Đường Bạch Mai, Bạch Mai, Hai Bà Trưng", 40m2, 6,"Cần bán căn nhà mặt phố Bà Triệu quận HBT, Hà Nội.Vị trí trung tâm đẹp nhất phố Bà Triệu, gần Vincom, vài bước lên Hồ Hoàn Kiếm, công viên Thống Nhất. Kinh doanh khủng.Diện tích: 40m².Có vỉa hè để xe. Sổ đỏ chính chủ mặt tiền rộng. Giá bán: 9 tỷ.Liên hệ xem nhà: 0836385191Xin cảm ơn!",08/11/2022,Tin thường,batdongsan_so_com_vn_1673789188.9269023, 20, 6, 6, 6,
"1,05 tỷ VNĐ","Chính chủ bán CHCC mini phố Tôn Đức Thắng, Đống Đa, 1,05 tỷ; 0989323391", 35m2,,"Chính chủ bán CHCC mini phố Tôn Đức Thắng, Đống Đa, 1,05 tỷ; 0989323391  - Diện tích: 35m2, view đẹp, gồm 1 phòng ngủ, 1 phòng khách, bếp, 1 WC.  - Khu trung tâm, an ninh tốt, giao thông thuận tiện, gần Văn Miếu, Lăng Bác, Sân VĐ Hàng Đẫy, Ô Chợ Dừa, Nhà thờ Hàng Bột, trường học, chợ, bệnh viện.  - Căn hộ toạ lạc tại ngõ Thịnh Hào 1 (trên đường Tôn Đức Thắng), Ô tô ra vào thoải mái.   - Giá bán: 1,05 tỷ.  - Liên hệ chính chủ: 0989.323391 (A Hiệp)      http://www.sanbatdongsanviet.com.vn",08/11/2022,Tin thường,batdongsan_so_com_vn_1673789190.1945121,,,,,
"5,8 tỷ VNĐ","Đường Cầu Giấy, Dịch Vọng, Cầu Giấy", 44m2, 4,"Chính chủ cần bán nhà đất ngõ 155 Cầu giấy cách đường ô tô vào chỉ 20m. Khu vực trung tâm quận Cầu Giấy dân cư đông đúc, nhà mới.Đi lại thuận tiện.Thông tin cơ bản Diện tích : 45m , Cao 5 tầng Hướng : Bắc Có khoảng không sân riêng, để xe thoải mái. Cách đường ô tô vào được chỉ 20m. Giá bán : 5.8 tỷ( bao phí sang tên ) Đầy đủ nội thất, có 4 phòng ngủ + 1 phòng bếp+ 1 khách + 1 sân phơi Liên hệ: Mr Mạnh 0983291128",08/11/2022,Tin thường,batdongsan_so_com_vn_1673789191.336455, 2, 5, 4,,
"8,5 tỷ VNĐ","Khi Hồ Voi, Xã Cổ Bi, Huyện Gia Lâm, Thành Phố Hà Nội", 70m2,,"NHÀ ĐẸP Ở NGAY - Ô TÔ TRÁNH TRƯỚC NHÀ - TẶNG FULL NỘI THẤT ĐỒ GỖ SANG SỊN MỊN🏡🏡🏡:Phố Cổ Bi - Gia Lâm, diện tích 70m2x - 4.5 tầng 3 Ngủ + 1 khách + 1 bếp + 1 thờ💰 8 tỷ xx👉: Vị trí giao thông thuận tiện gần trục đường Quốc Lộ 5A, Kết nối giao thông đi các tỉnh thành phía Bắc👉: Gần Học Viện Nông Nghiệp Việt Nam, khu dự án Vinhomes Ocean Park, Ngô Xuân Quảng, cầu Thanh Trì, Vĩnh Tuy,...👉: Vị trí ngõ nông, rộng thoáng, ô tô vào tận cửa.👉:Nhà thiết kế hiện đại chủ tự thiết kế xây ở chắc chắn . Nhà thoáng  mát luôn tràn ngập không gian ánh sáng tự nhiên.Khu dân trí cao, an ninh tốt, hàng xóm vô cùng thân thiện.👉 Sổ đỏ chính chủ, không tranh chấp               + Hotline hỗ trợ: 0395.29.28.99  MR.Trưởng (có zalo)",08/11/2022,Tin thường,batdongsan_so_com_vn_1673789193.0119736,, 4, 3, 4,
"2,9 tỷ VNĐ","Đường Lê Trọng Tấn, La Khê, Hà Đông", 32m2, 4,"- Chính chủ gửi e Giao bán căn nhà 2 tầng đã qua sử dụng tại phường La Khê, Hà Đông - Diện tích 32m, mặt tiền + hậu = 4.57m vuông vắn. - Vị trí trung tâm quận Hà Đông, vài bước chân ra đường Lê Trọng Tấn, ngay sát ngã 4 Văn Phú - Quang Trung. Hàng xóm với Park City, chung cư FLC Tower, khu ĐT Văn Phú...giao thông thuận tiện các hướng, tiện ích k thiếu thứ gì. Rất thích hợp cho gia đình nhở làm việc trên phố - E cam kết ảnh chuẩn như hình Lh E Giao để gặp trực tiếp chủ ",08/11/2022,Tin thường,batdongsan_so_com_vn_1673789194.255646, 3, 2, 2, 2, Bắc
"8,5 tỷ VNĐ",Tân Nhuệ, 124m2, 8,"ĐẤT MẶT PHỐ - LÔ GÓC- KINH DOANH – GIÁ ĐẦU TƯ - Giao thông: Thụy Phương, Đông Ngạc, Đông Thắng, Kẻ Vẽ, Hoàng Tăng Bí, Đức Thắng, Cổ Nhuế,… - Gần rất nhiều trường đại học, cao đẳng, bệnh viện lớn: Đại học Mỏ - Địa chất, đại học Tài nguyên Môi trường, đại học Y tế Công cộng, học viện Tài chính, bệnh viện Đa khoa Phương Đông,… - Diện tích sổ 124m2, mặt tiền 8m, giá 8.5 tỷ. - Sổ đỏ đẹp, giao dịch ngay. * Gọi em Bình – 0345752279 để xem đất miễn phí.",08/11/2022,Tin thường,batdongsan_so_com_vn_1673789195.9700613, 6, 1, 1,,
"2,7 tỷ VNĐ","Đức Giang, Thượng Thanh, Long Biên", 37m2, 5,"- Vị trí nhà gần Him Lam, ngay cạnh khu đấu giá Thượng Thanh, khu vực dân trí cao, tiện ích bạt ngàn, an sinh đỉnh, đường to rộng Ô Tô vào đất. - Thửa đất đẹp mặt tiền rộng nở hậu, phù hợp khách đầu tư xây 2 căn, hoặc mua cả xây tòa nhà 6 tầng thang máy vừa ở vừa làm VP quá đẹp. - Tôi đã chia 2 lô sẵn khách có nhu cầu mua cả hoặc mua lẻ theo giá từng lô. - Sổ Đỏ vuông tiền nở hậu chính chủ cất két sẵn sàng giao dịch. - Lh Mr Trác: 0965 492 571 ( để được biết thêm chi tiết ) ",08/11/2022,Tin thường,batdongsan_so_com_vn_1673789197.471073,,,,,
"5,5 tỷ VNĐ","Đường Tây Sơn, Ngã Tư Sở, Đống Đa", 55m2, 4,"Đi bộ ra Ngã Tư Sở Đống Đa cung đường tọa lạc thuận tiện đi khắp mọi nơi.  Ra phố 40m, ngõ ô tô, trước nhà CÔNG VIÊN cây xanh bóng mát. Hàng xóm giáo toàn các giáo sư tiến sĩ, văn minh, tri thức. Gần các trường đại học lớn: Y 500m, Thủy Lợi 800m, Công Đoàn 300m. Ngõ thênh thang thoáng, sáng, sạch sẽ, BA GÁC ĐỖ CỬA - Sổ đỏ chính chủ vuông vức.Cần gọi ngay cho em Mr Phong: 0343888024 để được hỗ trợ xem nhà ngay",08/11/2022,Tin thường,batdongsan_so_com_vn_1673789199.0089304, 10, 5, 4, 4,
"6,5 tỷ VNĐ",Kiến Hưng - Hà Đông, 60m2, 5,"Bán nhà Kiến Hưng, Hà Đông 60m, MT 5m kinh doanh vỉa hè hơn 6 tỷ Cực hiếm nhà Kiến Hưng, Hà Đông kinh doanh tốt thông số đẹp 60m, mặt tiền khủng 5m hơn 6 tỷ dầu tư nhanh chân. Dân xây đẹp thoáng sáng đầy đủ công năng sử dụng, vỉa hè rộng đường 3 ô tô tải tránh. Vị trí đắc địa gần trường học, công viên nhà văn hoá, chợ ở sướng giao thông thuận lợi giáp Xa La gần Văn Phú thông Thanh Hà hàng xóm Đa Sỹ nối Thanh Trì, nhiều dự án đường mở rộng hiện đại tương lai sáng ngời, dân cư đông đúc, phố xá tấp nập. Sổ vuông sẵn sàng giao dịch. Giá: 6.5 tỷ ( gia lộc). Liên hệ : Huyền Hà Đông ( 0363703491- 0965472910) – Gặp trực tiếp chủ nhà. ",08/11/2022,Tin thường,batdongsan_so_com_vn_1673789200.699408,,,,,
