price,address,Diện tích,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id,Mặt tiền,Lộ giới,Hướng
"6,1 tỷ VNĐ",Lê Đức Thọ, 55m2,,,,"BÁN NHÀ PHÚ MỸ LÊ ĐỨC THỌ 4T 55m 6 TỶ Chuyển lên phố ở Bán nhà Phú Mỹ - Mỹ Đình tự xây nhà đẹp, mới sẵn ở . Vị trí đẹp Trung tâm phát triển giao thông thuận tiện, Kinh doanh sầm uất, đường thông các phố lớn Lê Đức Thọ, Mỹ Đình.. Gần Khu đô thị, Khu phố ngoại quốc, Bến Xe Mỹ Đình, Đại Học Thương Mại, Đại Học Quốc Gia, Đại Học Sư Phạm.. Sổ đẹp, pháp lý sạch, sẵn sang tên Giá thương lượng Liên hệ xem nhà Anh Đức 0898839292.",12/07/2022,Tin thường,batdongsan_so_com_vn_1673815063.1327918,,,
"2,21 tỷ VNĐ",Đường Nguyên Khê phường Nguyên Khê, 66m2,,,,"
    
Cần tiền bán nhanh lô góc 66m Nguyên Khê, đường 5m ô tô đỗ thoải mái giá đầu tư sinh lời cao- Diện tích 66m- MT 4.6m. Hướng Tây- Đường thông 5m, đường ven sườn 3.5m- Cách trục chính 10 bước chân, cách bìa làng 100m- Cách đường gom Võ Nguyên Giáp chỉ 350m- Khu dân cư đông đúc, hệ thống đường điện và đường giao thông đang đc nâng cấp đồng bộ- Giao thông kết nối mọi hướng, di chuyển lên sân bay Nội Bài và sang nội thành Hà Nội chỉ mất 15pKhu vực đang trên đà phát triển mạnh, tiềm năng tăng giá cực caoAnh chị quan tâm về lô đất vui lòng liên hệ e Thanh Lam theo số đtđể xem đất và gặp chính chủ
""="""" !important;="""" border-right:="""" medium="""" none;="""" width:="""" 431px;="""" vertical-align:="""" baseline;="""" border-bottom:="""" padding-bottom:="""" 0px;="""" padding-top:="""" padding-left:="""" border-left:="""" margin:="""" 0px="""" 16px;="""" line-height:="""" 20px;="""" padding-right:="""" -webkit-tap-highlight-color:="""" transparent'="""" liroboto="""" float:="""" left;="""" 8px="""" transparent'spanroboto="""" regular"";="""" white-space:="""" normal;="""" word-spacing:="""" text-transform:="""" font-weight:="""" 400;="""" color:="""" rgb(0,0,0);="""" font-style:="""" text-align:="""" orphans:="""" 2;="""" widows:="""" display:="""" inline="""" letter-spacing:="""" background-color:="""" rgb(255,255,255);="""" text-indent:="""" font-variant-ligatures:="""" font-variant-caps:="""" -webkit-text-stroke-width:="""" text-decoration-thickness:="""" initial;="""" text-decoration-style:="""" text-decoration-color:="""" initial'="""">

",12/07/2022,Tin thường,batdongsan_so_com_vn_1673815064.2438226, 4,,
"2,65 tỷ VNĐ",Ngọc Lâm, 31m2,,,,"+ Long Biên1. 31m2- 2Tầng-MT 5- Giá 2.65. Vị trí hàng xóm Mipec, gần cầu Long Biên. + Mặt tiền rộng thoáng. Ngõ thông từ hồ ra ngõ sau, đi được cả hai ngõ, gần Hồ Tai Trâu. +Gần trung tâm thành phố, rất nhiều tiện ích Nhà 2 tầng 2 ngủ chắc chắn..  +Sổ đỏ chính chủ sẵn sàng giao dich",12/07/2022,Tin thường,batdongsan_so_com_vn_1673815065.53337,,,
"1,78 tỷ VNĐ","TÒA E1, ECOHOME PHÚC LỢI, LONG BIÊN HÀ NỘI", 68m2, 4, 2, 2,"Căn 68m2, gồm 2 phòng ngủ, 2 nhà vs, 2 logia thoáng mát, hương Đông Bắc.Đã có sẵn sổ đỏ.Để lại full nội thất đồ gỗ làm chắc chắn, bền đẹp trong số đó có điều hòa Inventer, bộ bếp hút mùi của Nhật.Đã thay mới toàn bộ thiết bị vệ sinh, ốp trần, ốp loza chống mốc, sơn tường.Nhà mới đẹp chỉ việc dọn về ở, Hàng xóm thân thiện. Tòa E1, chung cư Ecohome Phúc Lợi.Vị trí gần chợ, gần trung tâm thương mại: Vincom, Eaon Mall.Cách trường tiểu học, thpt, thcs Phúc Lợi 500m.Vị trí trung tâm đắc địa.",12/07/2022,Tin thường,batdongsan_so_com_vn_1673815066.9366167,,, Đông bắc
"3,55 tỷ VNĐ",Ngọc Thụy, 62m2,,,,"+ Ngõ rộng, Ngọc Thụy- Long Biên, xe ba gác tránh. Mảnh đất mình bán nằm mặt ngõ,bán đi rất tiếc, viêc gấp đành ngậm ngùi vậy + Thửa đất vuông vắn, mặt tiền vừa đẹp, khách mua; xây ở hay đầu tư cực sinh lời.. + Hiện trạng đất không có nhiều mô tả . + Sổ đỏ đẹp, cất két sẵn sàng giao dịch.  ",12/07/2022,Tin thường,batdongsan_so_com_vn_1673815068.449569,,,
"1,95 tỷ VNĐ",Đường Tả Thanh Oai phường Tả Thanh Oai, 35m2, 4, 3, 3,"
    Cần bán nhà tại Tả Thanh Oai Thanh Trì, DT 35m2x4 tầng, giá 1.95 tỷ, ô tô đỗ cách 20m.- Tầng 1: Phòng khách + bếp + wc- Tầng 2: 1 Phòng ngủ rộng khép kín- Tầng 3: 2 Phòng ngủ - Tầng 4: Phòng thờ + sân phơiSỔ ĐỎ CHÍNH CHỦ - KHÔNG TRANH CHẤP.GIÁ 1,95 TỶ ( Có thương lượng )Liên hệ em Huy 0364844886 để được tư vấn và xem nhà.(ĐỂ CÓ GIÁ GỐC VÀ MIỄN PHÍ SANG TÊN SỔ )
",12/07/2022,Tin thường,batdongsan_so_com_vn_1673815069.7710774, 6, 2,
"15,8 tỷ VNĐ",Đường Nghi Tàm phường Yên Phụ, 110m2, 5, 5, 5," ""segoe="""" ui="""" historic""'+="""" mặt="""" ngõ="""" phố="""" nghi="""" tàm="""" ô="""" tô="""" dừng="""" đỗ="""" tránh="""" nhau="""" thoải="""" mái,="""" kinh="""" doanh="""" cực="""" kỳ="""" sầm="""" uất,="""" khu="""" dân="""" cư="""" người="""" nước="""" ngoài="""" tập="""" trung,="""" xung="""" quanh="""" công="""" năng="""" tiện="""" ích="""" ngập="""" tràn="""" không="""" thiết="""" thứ="""" gì,="""" giao="""" thông="""" thuận="""" tiện….="""" span="""" p="""" class=""MsoNormalSPAN"" chủ="""" nhà="""" xây="""" dựng="""" theo="""" mô="""" hình="""" biệt="""" thự="""" phố,="""" mới="""" được="""" 2="""" năm="""" nên="""" vẫn="""" còn="""" mới,="""" tỷ="""" mỉ.="""" historic""'="""">+ Thiết kế: - T4: 1 Phòng ngủ + Phòng thờ.  ",12/07/2022,Tin thường,batdongsan_so_com_vn_1673815071.2780528, 5, 5,
"2,55 tỷ VNĐ",Đường 3 phường Tiên Dương, 45m2,,,,"Vị Trí Đất Đẹp Nhất Bìa Làng Tuân Lê Ô Tô Tránh Chạy Vòng Quanh, Đỗ Ngày Đêm Bán Kính 1,5km Full Tiện Ích Các Trường Điểm, TTTM, Chợ TT, Cung Văn Hóa VV... Thông Tin Lô Đất: - Diện Tích: 45m2 - Mặt Tiền = Hậu: 3,5m - Đường Trước Đất: 5m - Bìa Làng thông chạy vòng quanh, đỗ ngày đêm - Cách QL3 300m, TT Huyện, TT Hành Chính, Sân Bóng, Cung Văn Hóa, Bệnh Viện DK, Trường Điểm, Khu Ẩm Thực, Khu Vui Chơi và nhiều tiện ích khác chỉ 1,5km - Sổ Vuông Vắn, Pháp Lý Sạch, Sang Tên Ngay Khi Công Chứng - Lh: Em Quảng 0966 26 26 96 để xem, tư vấn MIỄN PHÍ",12/07/2022,Tin thường,batdongsan_so_com_vn_1673815072.4871163, 3,,
"2,95 tỷ VNĐ","Cổ Linh, Long Biên", 35m2, 5, 3,,"* Thiết kế: Cực đẹp và hiện đại, thang máy xịn êm du, nhà xây cực chất, giếng trời rộng, 2 thoáng vĩnh viễn.+ Nội thất xịn, chủ thiết kế rất tâm huyết từ công tắc điện, đến đồ gỗ, sàn, cửa, tay vịn cầu thang toàn gỗ lim xịn...+ Ô tô để cửa + Nhà 5 tầng, đầy đủ công năng hiện đại.+ Ví trí: cách TTTM vài phút đi xe, quanh nhà có các cửa hàng tiện lợi, nhà gần chợ* Sổ vuông vắn đẹp sắc net, pháp lý chuẩn, không lỗi phong thủy, sang tên trong nốt nhạc. Hotline: 0978600*** - Em Thành Long Biên để được tư vấn, xem nhà miễn phí, hỗ trợ vay vốn ngân hàng, pháp lý, phong thủy, sang tên làm sổ,...",12/07/2022,Tin thường,batdongsan_so_com_vn_1673815073.754726, 4, 4,
"48,5 tỷ VNĐ",Quận Cầu Giấy, 105m2,,,,"Cực Hiếm.Mặt phố Trần Quốc Hoàn 105m2, 8 tầng, MT 8m .Kinh doanh bất chấp, Giá 48.5 tỷ.LH 0962745289+ Vị trí đẹp nhất phố trung tâm Quận Cầu Giấy. Kinh doanh sầm uất, vỉa hè rộng, ô tô tránh. Tiện ích miễn bàn.+ Nhà mặt phố rộng cực hiếm nhà bán, thông sàn thang máy, thiết kế mỗi tầng 2 căn hộ riêng biệt, nội thất ngoại nhập, gỗ lim Lào, hệ thống điện nước thông minh…. +Vị trí nhà gần Phố Phạm Tuấn Tài, Phố Phan Văn Trường, Đường Phạm Văn Đồng, Phố Tô Hiệu...Gần Trường Đại Học Ngoại Ngữ, Đại Học Quốc Gia. Tập trung sinh viên nội trú, kinh doanh buôn bán tấp nập..Tiện ích ngập tràn.+ Hiệu suất cho thuê 70tr/tháng.+ Sổ đỏ vuông vức chính chủ sẵn sàng giao dịch.+ Giá:Thỏa thuận.Liên hệ: Anh Đoàn - 0962745289.+ Chuyên nhà đất – Đất thổ cư Hà Nội.+ Nhiệt tình vui vẻ, dẫn khách xem nhà miễn phí. Tư vấn pháp lý, thủ tục sang tên nhanh gọn.+ Tư vấn 24/7. ",12/07/2022,Tin thường,batdongsan_so_com_vn_1673815075.0124276,,,
