price,address,Diện tích,Số tầng,Details,Ngày đăng,Loại tin,id,Mặt tiền,Lộ giới,Số phòng ngủ,Số toilet,Hướng
"1,7 tỷ VNĐ","Đường Đại Mỗ, Đại Mỗ, Nam Từ Liêm", 43m2, 10,"
    




Cắt lỗ căn 1 ngủ 1 khách + 1 đa năng tại Vinhomes Smart CityDiện tích: 43m2Nội thất cơ bản chủ đầu tư.Giá bán: 1.3 tỷ bao phíLiên hệ để được tư vấn, xem nhà và hỗ trợ thủ tục pháp lý.Hotline: 0975897169
",27/12/2022,Tin thường,batdongsan_so_com_vn_1673781969.4408662,, 1, 1, 1, Đông nam
"2,8 tỷ VNĐ","Đường Trung Văn, Trung Văn, Nam Từ Liêm", 42m2, 1,"+ Bán nhà Trung Văn, gần trường CĐXD số 1. Nhà cấp 4 xây đẹp.+ Chủ bán đất tặng nhà giá rẻ nhất Trung Văn+ Nhà nằm trong ngõ yên tĩnh, an ninh tốt.+ Chỉ mấy chục mét là ra mặt đường Trung Văn, 10m ra ô tô (đường ngõ rộng), bãi xe ô tô cạnh nhà.+ Nằm ở khu trung tâm đường Trung Văn, cách chợ không tới 2 phút đi bộ.+ Trường học các cấp đầy đủ, cách nhà 2 - 300m.+ Gần khu đô thị Trung Văn, KĐT Mỗ Lao, Làng Việt kiều Châu Âu, đầy đủ mọi tiện ích, an sinh siêu đỉnh.+ Sổ đỏ vuông đét, trước sau như 1, chủ thiện chí bán, sẵng sàng giao dịch.",27/12/2022,Tin thường,batdongsan_so_com_vn_1673781970.543155, 5, 4, 1, 1,
"4,3 tỷ VNĐ","cụm công nghiệp Lai Xá, Kim Chung, Hoài Đức, Hà Nội", 65m2,,"Chính chủ cần bán mảnh đất dịch vụ cụm công nghiệp Lai Xá, Kim Chung, Hoài Đức, Hà Nội  Diện tích: 65m2, mặt tiền: 5m, giá: 4.3 tỷ + Hiện đang có nhà cấp 4 và cho thuê 5tr\tháng + Bán đất tặng nhà, đất nằm sát cổng khu đô thị, đường rộng đẹp, thông các phía, ô tô tránh vô biên, kinh doanh đỉnh + Khu vực đang phát triển từng ngày + sổ đỏ phân lô nét, giao dịch sẵn sàng. Quý khách quan tâm liên hệ Mrs. Bích Phượng: 0915568218 / 0834081167",27/12/2022,Tin thường,batdongsan_so_com_vn_1673781971.4755743, 5,,,,
"15,65 tỷ VNĐ","Đường Tú Mỡ, Trung Hòa, Cầu Giấy", 85m2, 7,"
    Cực Hiếm, Có 1 0 2 Cần Bán CCMN Cầu giấy 85m 7T Thang máy, Ô tô 10m chỉ 15,x tỷ
+ Cần bán Căn hộ cao cấp - Dòng tiền Cực tốt, Đang cho thuê kín phòng đẩy đủ tiện nghi.
+ Vị trí Siêu đẹp: Rất đông Sinh viên, nhu cầu thuê rất cao. Đường thông các ngảđường lớn Cầu giấy, Trần Duy Hưng, Láng, Nguyễn Khang, Nguyễn Chánh, Trung Kính.. Hàng xóm Big C Thăng Long, Vincom Center Trần Duy Hưng..
+ Gần Các Trường Đại Học Lao Động vs Xã Hội, Đại Học Luật, Đại Học Phương Đông,...
+ Địa điểm Hot : Trung tâm phát tiển, tiện ích ngập tràn, Các trường đại học lớn xung quanh, TTTM, KDT, Công ty, Văn phòng.
+ Sổ CC sang tên nhanh gọn.
+ Giá: ( thương lượng ).
Liên hệ: Đức Nhà Đẹp . Rất nhiều nhà đẹp phù hợp mọi nhu cầu anh chị em nhé.
(Liên hệ tư vấn, xem nhà hoàn toàn miễn phí, Ngân Hàng hỗ trợ 24/24).
",27/12/2022,Tin thường,batdongsan_so_com_vn_1673781972.6270952, 8, 3, 15, 15,
"2,8 tỷ VNĐ",135 Trần phú, 74m2, 1,"Chủ đầu tư bán Quỹ căn hộ Grand Sunlake view hồ Văn Quán, Hà Đông+ Vị Trí: Ngã tư Trần Phú- Nguyễn Khuyến gần Hồ Văn Quán- Hà Đông+ Loại căn hộ: Căn hộ cao cấp 2 ngủ-2 vệ sinh+ Diện tích: 69-91m2+ Tầng: từ tầng 8- tầng 35+ Hướng view: hồ Văn Quán+ Thời gian sử dụng: lâu dài hoặc 50 năm+ Thời gian bàn giao căn hộ: tháng 8/2024+ Liên hệ: Zalo 0346.029.085 - em TrưởngVị trí:+ Nằm tại ngã 3 Trần Phú giao Nguyễn Khuyến+ 3p tới Ga Tàu điện Văn Quán , Đại học Kiến trúc, Học viện An ninh,…+ 5p tới chợ dân sinh, Big C, Trường tiểu học Nguyễn Du, Trường THCS Văn Quán, Hồ Văn Quán,…+ 10p tới Bệnh viện Đa khoa Hà Đông, Bệnh viện Quân Y 103,…+ 15p tới Trung tâm Hà NộiTiện ích nội khu:+ Trung tâm thương mại+ Trường mầm non+ Bể bơi, Gym, Hiệu thuốc,….+ Hầm để xe oto-xe máyLiên hệ: +Zalo 0346.029.085 - em Trưởng",27/12/2022,Tin thường,batdongsan_so_com_vn_1673781973.6409554,,, 2, 2,
4 tỷ VNĐ,"Đường Hồ Tùng Mậu, Xuân Thủy, Cầu Giấy", 40m2, 5,"CHÍNH CHỦ CẦN BÁN NHÀ TRƯỚC TẾT ĐỂ THU HỒI VỐN QUẬN CẦU GIẤY HỒ TÙNG MẬU 32m2 x 5 T 3.75 TỶ  + Chính chủ cần bán nhà trước tết để thu hồi vốn giảm chào 300 triệu chỉ còn 3,75 tỷPhố Hồ Tùng Mậu, Quận Nam Từ Liêm, diện tích 32m2 x 5 tầng giá 3,75 tỷ. + Nhà Hồ Tùng Mậu ngay sát Cầu Diễn, 300m ra khu độ thị Vinhome Gardenia, cách Đại học Thương Mại 500m. + Nhà nằm trong khu dân cư yên tĩnh, ô tô đỗ cổng. Chủ tự xây tâm huyết, rất chắc chắn. - T1: Khách, bếp, vs. - T2,3,4: Mỗi tầng 1 PN rộng, vệ sinh ngoài. - T5: Phòng thờ, sân phơi. + Sổ đỏ đầy đủ, pháp lý minh bạch, sẵn sàng dao dịch. + LH,Hoàng Bắc,ĐT: 0377 610 275, chuyên nhà đất,thổ địa hà nội, dẫn khách xem nhà và Tư vấn miễn phí 24/7 ",27/12/2022,Tin thường,batdongsan_so_com_vn_1673781974.7519002, 5, 4, 4,,
"1,96 tỷ VNĐ","Đường Yên Xá, Tân Triều, Thanh Trì", 34m2,,"- Chỉ hơn 50 tr/m² đã có mảnh đất 34m² có sẵn nhà C4, ở được ngay trước Tết. Không có mảnh thứ 2.- Nhà sát đường tổng cục 5 Tân Triều, khu vực đang phát triển ầm ầm. Khách mua thời điểm này rất hợp lý.- Chủ định mua về xây nhà cho con nhưng con trai nên đã tìm hiểu rất kỹ.- Sổ đỏ đẹp như phân lô.",27/12/2022,Tin thường,batdongsan_so_com_vn_1673781975.9065115, 3, 1,,,
68 ngàn VNĐ,"Đường Quang Tiến, Tây Mỗ, Nam Từ Liêm", 41m2, 1,"+ Chủ nhà cần bán mảnh đất đẹp nhất mặt phố quang tiến mặt đường rộng 40m vỉa hè rộng 41 m2 giá 6.8 tỷ. + Vị trí mặt đường ô tô tránh, Vin sắp mở nốt đường bên đối diện. Nhà mình ra mặt phố đường 4 ô tô tránh. + Đã có nhà cấp 4 cũ xác định bán đất.  + Sổ đẹp, sẵn sàng giao dịch  + LH:Hoàng Bắc, chuyên nhà đất Hà Nội, dẫn khách xem nhà và Tư vấn miễn phí 24/7",27/12/2022,Tin thường,batdongsan_so_com_vn_1673781976.8750277, 5, 30, 1,,
12 tỷ VNĐ,"Đường Nam Hồng, Nam Hồng, Đông Anh", 200m2,,"
    Bán đất mặt đường Võ Văn Kiệt (trục đường cao tốc Thăng Long Nội Bài). + 200m2 8x25 vuông như bánh trưng tết, hai mặt tiền+ Đường rộng 20m , đường ngách 8m, thích hợp xây khách sạn văn phòng , siêu thị ...+ Siêu phẩm hiếm có, khách gặp là mê mẩn+ Chủ cần tiền bán gấp+ Để xem đất và làm việc với chính chủ liên hệ : 0975315889
",27/12/2022,Tin thường,batdongsan_so_com_vn_1673781978.0536904, 8,,,,
"5,99 tỷ VNĐ","Đường Ngô Đình Mẫn, La Khê, Hà Đông", 52m2, 5,"

- Vị trí : Nhà phân lô Quân đội, mặt tiền rộng, 2 mặt ngõ trước sau cực thoáng.
- Hướng Đông - Tây tứ trạch đều được.- Thiết kế cầu thang giữa, 4 phòng ngủ… đầy đủ công năng.- Ngõ trước nhà thông vòng quanh, ô tô lùi trước cửa.
- Cách vài bước là đường ô tô tránh, đỗ. Khu vực an sinh, dân trí, tiềm năng lớn.
+ Sổ đỏ chính chủ vuông đét nét căng. Sẵn sàng chao tay. Liên hệ: Mr Công 0931706698.Miễn trung gian, môi giới.",27/12/2022,Tin thường,batdongsan_so_com_vn_1673781978.9694703, 4, 4, 4, 4,
