price,address,Diện tích,Mặt tiền,Số tầng,Details,Ngày đăng,Loại tin,id,Lộ giới,Số phòng ngủ,Số toilet,Hướng
12 tỷ VNĐ,"Royal city, 72A Nguyễn Trãi, p. Thượng Đình, Q. Thanh Xuân, HN", 181.6m2,,," Bán căn góc 05B tòa R1, diện tích 181,6m2, 3 phòng ngủ hướng ĐN. đã sửa lại nội thất cao cấp, sang trọng, thay ĐH, nóng lạnh mới. Giá 12 tỷ.",27/12/2022,Tin thường,batdongsan_so_com_vn_1673781925.3658738,, 3,, Đông nam
"3,95 tỷ VNĐ",Trung Hòa Nhân Chính, 120m2,,,"Bán cc Lê Văn Lương, KĐT Trung Hòa Nhân Chính, dt 120m2, 3PN, giá 3,95 tỷ.Chính chủ cán bộ Bộ TT và TT chuyển về BT ở cùng con gửi bán căn hộ  mặt đường Lê Văn Lương, KĐT Trung Hòa Nhân Chính.Vị trí đẹp, cách cầu vượt và hầm chui Lê Văn Lương 500m, hưởng tòa bộ tiện ích KĐT Trung Hòa Nhân Chính, Trung tâm Hội nghị quốc gia, siêu thị BigC, đi bộ vài bước đến Công viên Thanh Xuân, trường Liên cấp Ngôi sao, tiểu học Quốc tế Bredon, THPT Chuyên Hanoi Amsterdam…Tiện ích nội khu : đường dạo bộ, vườn hoa, nhà trẻ, công viên cây xanh, siêu thị, chợ truyền thống….+ Dt 120m2, tk 3PN 2VS + Khách + Bếp+Logia.+ SĐCC, giá 3,95 tỷ (có thương lượng)(Ảnh minh họa để đảm bảo riêng tư cho Gia Chủ. Khách thiện chí quan tâm vui lòng gọi 0912388305 gặp Yến.)",27/12/2022,Tin thường,batdongsan_so_com_vn_1673781926.4100804,,,,
"4,2 tỷ VNĐ","Đường Xuân Thủy, Dịch Vọng Hậu, Cầu Giấy", 36m2, 4, 5,"
    Bán nhà chính chủ 5tầng gần ôtô đầu phố Cầu Giấy chỉ 4.2 tỷ- Nhà 5tầng 36m2 mặt tiền 4.3m mặt tiền thoáng, ngõ ba gác tránh nhau trước nhà, khu an ninh dân trí cao. - Nhà nằm trung tâm giao lưu giữa Cầu Giấy và Từ Liêm tiện ích phong phú, giao thông thuận tiện gần phố Hồ Tùng Mậu, Phạm Văn Đồng, Cầu Giấy, Mỹ Đình...- Nhà dân xây KCBT chắc chắn còn rất mới, ở giữ gìn. Ưu tiên khách hàng mua trước tết.- Tầng 1: Phòng khách, bếp+WC. - Tầng 2,3,4: Mỗi tầng 1 phòng ngủ+ WC - Tầng 5: Phòng thờ, sân phơi. - Sổ đỏ chính chủ , pháp lý chuẩn. Sẵn giao dịchChú ý: xem trong nhà gọi Hoàng Anh 0934266313 trước 40 phút
",27/12/2022,Tin thường,batdongsan_so_com_vn_1673781927.5799158, 3, 4, 3,
"6,35 tỷ VNĐ","Đường Nguyễn Trãi, Nhân Chính, Thanh Xuân", 61m2, 4, 3,"Bán nhà Nguyễn Trãi, Thanh Xuân. Hàng xóm Royal.Chủ nhà cần tiền bán gấp, giá thương lượng sâu Vị trí đắc địa, lô góc siêu thoáng, 3 mặt thoáng vĩnh viễn. Ngõ rộng thoáng, sạch, không lỗi phong thủy.Chủ bán đất tặng nhà 3 tầng vẫn sử dụng tốt.Đã xin được giấy phép xây dựng 7 tầng thang máy.Sổ đỏ siêu đẹp, chính chủ, giao dịch ngayChủ nhà cực kỳ thiện chí, nhiệt tình. Liên hệ xem nhà ngay. E Huy: 0977866262",27/12/2022,Tin thường,batdongsan_so_com_vn_1673781928.6613276, 3, 3, 3,
28 tỷ VNĐ,Hoàng Cầu - Đống Đa - Hà Nội, 68m2, 4, 7,"Bán nhà phố Hoàng Cầu, quận Đống Đa 68m, 7 tầng, 4.8m mặt tiền, vỉa hè, kinh doanh, chỉ 28 tỷ Vị trí: Tọa lạc tại khu phân lô Hoàng Cầu, nhà nhìn sang quận ủy Đống Đa, gần ngay hồ Hoàng Cầu. Thiết kế: 7 tầng, thang máy hiện đại, phù hợp vừa làm văn phòng vừa ở. Tiện ích: Mặt phố, phân lô, đường xá rộng đẹp, chỉ cách hồ mấy chục mét, khu phân lô cán bộ, tiện ích đầy đủ như ga tàu điện Hoàng Cầu, các trung tâm thương mại, các tuyến phố kinh doanh sầm uất như Trần Quang Diệu, Võ Văn Dũng, Thái Hà, Ô Chợ Dừa, Hào Nam, Xã Đàn. Giao thông: Vô cùng thuận tiện di chuyển các quận Ba Đình, Thanh Xuân, Cầu Giấy, Hai Bà Trưng, Ngã 6 Ô Chợ Dừa, Ngã Tư Sở…vv. Pháp lý: Sổ đỏ chính chủ phân lô, sẵn sàng giao dịch, có thương lượng. Liên hệ: Minh Hoàng 0902253303, miễn trung gian môi giới.",27/12/2022,Tin thường,batdongsan_so_com_vn_1673781929.6006064,, 6,,
"7,1 tỷ VNĐ","Đường Đội  Cấn, Đội Cấn, Ba Đình", 45m2, 5, 4,"Nhà trong ngõ ngay trung tâm, vị trí vàng khu vực Ba Đình, lô góc, vài bước ra phố đi đâu cũng tiện.Cách lăng Bác chỉ 1km, ra Hồ Tây chưa đến 10 ph. Tiện ích trung tâm không thiếu thứ gì. Phố Đội Cấn kinh doanh ăn uống sầm uất, Lotte, Vincom bán kính chỉ 3km. Dịch vụ tiện ích, bệnh viện, trường học từ mầm non đến TH đều đầy đủ. Hàng xóm hài hòa, thân thiện. Nhà xây vuông vắn, thông sàn 2 thoáng, full nội thất đẹp long lanh: + Tầng 1:  Khu để xe, cổng riêng, phòng khách, bếp, WC. + Tầng 2,3: Mỗi tầng 1 ngủ khép kín , ban công thoáng sáng. + Tầng 4: Phòng thờ, sân phơi, ban công. Sổ đỏ chính chủ, cất két, sẵn sàng giao dịch. ",27/12/2022,Tin thường,batdongsan_so_com_vn_1673781930.7966628, 2, 2, 3,
4 tỷ VNĐ,"⭐️Chính chủ bán nhà 5 tầng số 16 ngõ 138 Mễ Trì Thượng, Nam Từ Liêm, 4 tỷ; 0325601217", 38m2,,,"
    
⭐️Chính chủ bán nhà 5 tầng số 16 ngõ 138 Mễ Trì Thượng, Nam Từ Liêm, 4 tỷ; 0325601217  - Diện tích : 38m2, mặt tiền 4,5m,  + 4 tầng +1 tum +Tầng 1: khách + bếp + Tầng 2,3,4: mỗi tầng 1 phòng ngủ rộng + Tầng 5: sân thượng (có mái che) - Nhà 5 tầng gồm 3 phòng ngủ + 1 phòng khách bếp + 1 sân thượng  - Nhà gần phố, gần ô tô, khu dân cư sầm uất, vô cùng thuận tiện giao thông  - Giá bán: nhỉnh 4 tỷ (miễn môi giới trung gian) - Liên hệ chính chủ: 0325601217       http://www.sanbatdongsanviet.com.vn",27/12/2022,Tin thường,batdongsan_so_com_vn_1673781931.7991629,,,,
3 tỷ VNĐ,Xa La - Hà Đông, 36m2,, 4,"Bán nhà Xa La, Hà Đông 36mx4 tầng ngõ nông gần ô tô chỉ 3 tỷ Bán nhà siêu đẹp tại Xa La, Hà Đông với 4 tầng rộng ngõ nông rất gần ô tô, nhà đủ công năng sử dụng 3 mặt thoáng sáng, nội thất đầy đủ hiện đại ở ngay. Bán kính xung quanh nhà hưởng trọn tiện ích Khu đô thị Xa La gần trường chợ, ngân hàng, siêu thị, bệnh viện, bến xe. Giáp Phùng Hưng gần Thanh Trì sang Yên Xá xuôi Mậu Lương ra Văn Phú. Sổ vuông sẵn sàng giao dịch. Giá: 3 tỷ ( gia lộc). Liên hệ : Huyền ( 0363703491- 0965472910) – Gặp trực tiếp chính chủ.",27/12/2022,Tin thường,batdongsan_so_com_vn_1673781932.8286262,,,,
3 tỷ VNĐ,Xa La- Hà Đông, 37m2,, 4,"Bán nhà Xa La, Hà Đông 37mx4 tầng gần ô tô ngõ nông chỉ 3 tỷ Chính chủ cần bán nhà riêng hiếm có duy nhất gần Khu đô thị Xa La với 4 tầng rộng đẹp ngõ thẳng tắp gần ô tô vài bước ra phố xây 37m hiện đại thoáng sáng về ở ngay. Bán kính xung quanh nhà đầy đủ tiện ích của Khu đô thị, di chuyển thuận lợi hàng xóm Thanh Trì gần Mậu Lương sang Đa Sỹ xuôi xuống Văn Phú ra Phú Lương. Gia chủ thành đạt bán đi chuyển nhà to hơn cần thanh khoản trước Tết giá đầu tư. Sổ vuông sẵn sàng giao dịch. Giá: 3 tỷ ( gia lộc).  Liên hệ : Huyền ( 0363703491- 0965472910) – Gặp trực tiếp chính chủ.",27/12/2022,Tin thường,batdongsan_so_com_vn_1673781933.796372,,,,
"7,65 tỷ VNĐ",Kiến Hưng - Hà Đông, 50m2,, 6," Bán liền kề Kiến Hưng, Hà Đông KD 6 tầng thang máy 50m hơn 7 tỷ Chính chủ bán căn nhà tâm huyết trước Tết mới xây ở vài tháng nay chuyển mục đích nên cần bán trước Tết rất tiếc giá tốt nhất khu cho các nhà đầu tư. Nhà 6 tầng thang máy nhập khẩu diện tích 50m phân lô vỉa hè ở kết hợp văn phòng. Nhà gần trường chợ, ngân hàng, siêu thị đầy đủ tiện ích Khu đô thị Kiến Hưng giáp Đa Sỹ hàng xóm Thanh Trì gần Khu đô thị Thanh Hà sang Văn Phú xuống Phú Lương. Sổ vuông sẵn sàng giao dịch. Giá: 7.65 tỷ ( gia lộc). Liên hệ : Huyền ( 0363703491- 0965472910) – Gặp trực tiếp chính chủ.",27/12/2022,Tin thường,batdongsan_so_com_vn_1673781934.7843764,,,,
