price,address,Diện tích,Mặt tiền,Số tầng,Details,Ngày đăng,Loại tin,id,Lộ giới,Số phòng ngủ,Số toilet
9 tỷ VNĐ,Đường Cầu Giấy phường Quan Hoa, 58m2, 3, 6,"
    
Tòa CCMN ngõ 68 Cầu Giấy. DT 58m2 x 6T. MT 3.7m. Giá chưa tới 9 tỷ

SIÊU PHẨM 3 CĂN LIỀN KỀ DÒNG TIỀN 40tr/THÁNG, NHÀ 6 TẦNG THANG MÁY, MỚI LENG KENG.

Mô tả : 
+ Vị trí nằm trong ngõ 68 Cầu Giấy, cách đường ô tô 200m.
+ Chủ xây 3 căn mới tinh đáng số lần lượt là A,B,C. 
+ Ngõ 68 là ngõ nhưng sầm uất như phố, 
gần hồ điều hoà, ngõ thông
+Vị trí rất gần trung tâm đi lại cực kỳ tiện lợi 
+ Nhà đang trong quá trình hoàn thiện, dự kiến 1.5 tháng nữa sẽ đi vào vận hành.
Thiết kế: tầng 2 căn hộ khép kín, trang thiết bị đầy đủ.
+ Tổng 9 căn hộ cho thuê.
+ giá bán full nội thất, linh động khi khách vào sâu.
+ Sổ phân lô, vuông đẹp, giao dịch ngay. 

LH: Thùy Anh (không chín tám ba sáu bốn ba ba bốn bốn)
Cam kết hình thật. Tư vấn tận tâm. Miễn phí xem nhà.
",03/10/2022,Tin thường,batdongsan_so_com_vn_1673797499.4845853, 3, 9, 9
11 tỷ VNĐ,Đường Kim Ngưu phường Vĩnh Tuy, 72m2, 5, 6,"
    
Tòa CCMN mới Full Khách, Full đồ ngách ngõ 559 Kim Ngưu, Hai Bà Trưng. DT 80tr/tháng cho 10 phòng. Nhỉnh 11 tỷ to
DT 72m2 x 6 tầng. MT 5.2m

TOÀ CĂN HỘ FULL NỘI THẤT - 6 TẦNG THÁNG MÁY - 9PHÒNG CAO CẤP - CHỦ SẴN SÀNG THUÊ LẠI 50TR/TH 

- Vị trí: Nhà mình cách 3 nhà ra mặt Ngõ Ô Tô. Đường trước nhà ba gác tránh xe máy, thông tứ phía. Khu vực cực kì phát triển, nhu cầu thuê nhà luôn nhiều vô cùng tận chỉ sợ không có phòng cho thuê.
- Nhà 6 tầng tháng máy full đồ thiết kế hiện đại, sang trọng phòng nào cũng có cửa sổ mở toang nên cực thoáng.
- Tầng 1: Để xe.
- Tầng 2 + 3 + 4 + 5 + 6 mỗi tầng hai phòng khép kín full nội thất!
- Sổ đỏ chính chủ vuông đẹp sẵn sàng giao dịch.

LH: Thùy Anh (không chín tám ba sáu bốn ba ba bốn bốn)
Cam kết hình thật. Tư vấn tận tâm. Miễn phí xem nhà.
",03/10/2022,Tin thường,batdongsan_so_com_vn_1673797500.5178208, 3, 10, 10
3 tỷ VNĐ,Đường Ngọc Trục phường Đại Mỗ, 33m2, 4, 5," + Khu   đỏ trước sau như 1, giao dịch ng+ LH;Hoàng Bắc,ĐT: 0377 610 275, chuyên nhà đất hà nội, dẫn khách xem nhà và Tư vấn miễn phí 24/7
",03/10/2022,Tin thường,batdongsan_so_com_vn_1673797502.8766224, 3, 4, 4
"6,98 tỷ VNĐ",Đường Minh Khai phường Minh Khai, 78m2, 3, 4,"- Tọa lạc tại vị trí trung tâm phố VIP, gần Times City.- Mặt ngõ rộng 3-4m.- Trước nhà không vướng nhà đối diện, không ngại xung năng lượng, không chút lỗi lầm phong thuỷ.- Nhà VIP thiết kế 4 ngủ thừa công năng. Nội thất 5 sao đẹp lung linh như phim Hàn Quốc tặng tất tần tật cho khách.- Sổ đỏ chính chủ.",03/10/2022,Tin thường,batdongsan_so_com_vn_1673797504.725288, 4, 4, 4
56 tỷ VNĐ,Đường Trần Kim Xuyến phường Trung Hòa, 152m2, 10, 4,"BIÊT THỰ ĐƠN LẬP KHU ĐTM YÊN HOÀ. - VỊ TRÍ KIM CƯƠNG - KDT MỚI YÊN HÒA - TRẦN KIM XUYẾN -  KINH DOANH BẤT CHẤP - AN SINH ĐẲNG CẤPDIỆN TÍCH: 152M, 4 TẦNG, MẶT TIỀN: 10M, GIÁ: 56 TỶ. - Nhà nằm trong KDT mới yên hòa tuyệt đẹp, kết nối nhiều khu vực trọng điểm và sầm uất nhưng vẫn giữ được nét yên bình, đó chính là điều đặc biệt khiến dự án trở thành địa điểm sống đáng mơ ước của nhiều người. - Được quy hoạch tổng thể về chất lượng các công trình cũng như cơ sở hạ tầng, dự án mang đến cho cư dân nơi đây một không gian sống đầy đủ tiện nghi với các tiện ích: Trường học liên cấp đạt chuẩn quốc tế, công viên cây xanh, khu mua sắm vui chơi, bãi đỗ xe thông minh, khu thể thao…  - Biệt thự đơn lập xây theo phong cách hiện đại nội thất đẹp xịn. - Thiết kế: + Tầng hầm: Để dc 2 ô tô và hơn 10 xe máy.+ Tầng 1: phòng giám đốc, 2p vệ sinh.+ Tầng 2,3:  thông sàn, vs chung+Tầng 4: kho chứa đồ. - Sổ đỏ chính chủ, giao dịch ngay.----------Liên hệ ngay biết thêm chi tiết XEM NHÀ MIỄN PHÍ, KHÔNG THU BẤT KỲ KHOẢN PHÍ NÀO KỂ CẢ KHI GIAO DỊCH THÀNH CÔNG",03/10/2022,Tin thường,batdongsan_so_com_vn_1673797506.0098011, 8, 4, 3
47 tỷ VNĐ,Đường Nguyễn Huy Tưởng phường Thanh Xuân Trung, 165m2, 5, 5,,03/10/2022,Tin thường,batdongsan_so_com_vn_1673797507.4238644, 8, 5, 4
"3,4 tỷ VNĐ",x2/16 Lý Son, 30m2, 3, 3,"Bán Nhà Lý Sơn - Long Biên - PHÂN LÔ - Ô TÔ VÒNG QUANH -30m2 - MT3.5m* Mô tả:+ Nhà 3 tầng, đất chia lô của Bộ Quốc Phòng, chủ tự xây, đường ô tô thông các ngả.+ Liền kề Khu đô thị Khai Sơn, Bảo tàng vũ khí, nhà máy Z113 Quân đội, nên anh ninh như đặc khu, dân trí cao, đông đúc, kinh doanh sầm uất. Tiện lợi xây toà nhà cao tầng ở và kinh doanh bất chấp.+ Sổ đỏ vuông vắn, hướng nam mát mẻ, không gian thoáng mát, chủ nhà cựu sỹ quan quân đội nghỉ hưu vui tính, bán nhà để chia tài sản cho các con.+ Anh/Chị có nhu cầu mua nhà vui lòng liên hệ : TRẦN QUYẾT BĐS LONG BIÊN, điện thoại/ Zalo: 0374148382.",03/10/2022,Tin thường,batdongsan_so_com_vn_1673797510.7277658,, 2, 2
"3,25 tỷ VNĐ",Hà Cầu, 30m2,,,"✅ Với 3tỷ25 bạn được sở hữu căn nhà với DT 32m2x 4 tầng Ô TÔ gần, Tiện ích tuyệt vời ông mặt giời luôn bởi nằm trong khu phố Lê Hồng Phong sầm uất cạnh các con phố kinh doanh đông đúc bạc nhất tại Quận Hà Đông.  ✅ Đặc biệt 3 bước là ra Chợ Hà Đông, Siêu thị Metro, các Bệnh viện Đa khoa, Bệnh viện103.  ✅ Giao thông thuận lợi với các tuyến đường Quang Trung, Lê Lợi, Tô Hiệu… thông suốt.  ✅ Nhà thoáng đẹp,  Chủ đang cần bán, hàng xóm thân thiện, an ninh cực tốt.  ✅ Sổ đỏ chính chủ cất két, giao dịch ngay.Chủ cực thiện chí bán.   LH NGỌC SƠN 0812316789 ( Thổ Cư BĐS ).  + Miễn phí xem nhà, hỗ trợ vay vốn ngân hàng, hỗ trợ pháp lý 24/7, thủ tục nhanh gọn… Xin cám ơn quý khách đã xem bài đăng ! ",03/10/2022,Tin thường,batdongsan_so_com_vn_1673797513.2353303,,,
"33,5 triệu VNĐ",Đường Yên Ninh phường Trúc Bạch, 95m2, 5, 3,"
    Mặt Phố, Vỉa hè rộng, ô tô 2 chiều dừng đỗ, kinh doanh sầm uất đủ mọi mặt hàng, vị trí đẹp nhất phố Yên Ninh, diện tích 95m2, nhà xây 3 tầng cũ xác định bán đất, mặt tiền rộng 5.6m, 33.5 tỷ, phố Yên Ninh trung tâm của Quận Ba Đình, giao thông thuận tiện nhiều phố cổ Hà Nội, gần Phạm Hồng Thái, Cửa Bắc, Quán Thánh, Hàng Bún, Nguyễn Trường Tộ, Phan Đình Phùng, Trấn Vũ,... Vài trăm mét ra Hồ Trúc Bạch, Đường Thanh Niên Hồ Tây, Lăng Bác, Hoàng Thành Thăng Long, xung quanh tiện ích ngập tràn, sổ đỏ chính chủ vuông vắn, liên hệ Quang Huy ( không tiếp Môi Giới, trung gian).",03/10/2022,Tin thường,batdongsan_so_com_vn_1673797514.5789998, 20, 3,
"9,5 tỷ VNĐ",Đường Hoa Bằng phường Quan Hoa, 40m2, 5, 7,"    - Tầng 1 Gara ô tô, kinh doanh  - Tầng 6 phòng khép kín + LH;Hoàng Bắc,ĐT: 0377 610 275, chuyên nhà đất hà nội, dẫn khách xem nhà và Tư vấn miễn phí 24/",03/10/2022,Tin thường,batdongsan_so_com_vn_1673797517.6493826, 8, 8,
