price,address,Diện tích,Mặt tiền,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id,Lộ giới,Hướng
76 triệu VNĐ,Đường Tân Tây Đô phường Tân Lập, 132m2, 11,,,,"Bán lô đất dịch vụ Tân Tây Đô Đan Phượng - Lô góc- Diện tích 132m2- Hướng chính : Đông Nam, Tây Nam- Giá bán : 76 triệu /m2 Xem đất và thông tin chi tiết liên hệ : Mr Tính Xem thêm tại : http://tayhanoiland.com/ban-nha-dat/ban-dat-dich-vu-tan-tay-do-tan-lap-dan-phuong-lo-goc-132m2-dong-nam/",17/10/2022,Tin thường,batdongsan_so_com_vn_1673794356.237752,,
"8,3 tỷ VNĐ",Đường Thái Hà phường Ô Chợ Dừa, 46m2, 4, 5, 3, 3,"
    Phân lô vip phố Thái Hà - ô tô qua vào nhà thông - thoáng trước sau.- Ngõ 3 Thái Hà thông sang ngõ 252 Tây Sơn, gần hồ thoáng mát gần chợ an sinh.- Trước nhà ngõ rộng thông, ô tô qua vào nhà thoải mái.- Nhà 4 tầng  thiết kế chắc chắn chỉ cần thay lớp áo mới là đẹp Long Lanh.- Tầng 1: Phòng khách + phòng bếp.- Tầng 2,3: Mỗi tầng 2 phòng.- Tầng 4: Phòng thờ + sân phơi.- Sổ đẹp trước sau như một. Sẵn sàng giao dịch.
",17/10/2022,Tin thường,batdongsan_so_com_vn_1673794357.3527694, 5,
"9,3 tỷ VNĐ",Đường Trần Quang Đạo phường Phú Đô, 40m2, 4, 5, 5, 9,"hà 5 tầng thông sàn mặt ngõ , 2 ô tô tránh kinh doanh sầm uất. - Tầng 2: Phòng khách, phòng ngủ, wc.-4- Tầng  + Sổ đỏ chính chủ, giao dịch ngay., ",17/10/2022,Tin thường,batdongsan_so_com_vn_1673794358.3082514, 15,
680 triệu VNĐ,Bạch Hạ Phú Xuyên Hà Nội, 64m2,,,,,"🌞 🌞 Chỉ 700 Triệu sở hữu ngay đất ở lâu dài tại Phú Xuyên Hà Nội 👉Vị trị đắc địa: ngay gần chợ Bái, nơi tiếp giáp với các trục đường huyết mạch như Quốc Lộ 1A, cao tốc Pháp Vân, Quốc Lộ 38, đường tỉnh 428. 👉Giao thương sầm uất: gần KCN Đồng Văn, Quy hoạch KCN làng nghề Bạch Hạ, làng nghề Minh Tân 👉Pháp lý minh bạch: Sổ đỏ lâu dài 👉Hạ tầng đầy đủ: Ô tô đỗ cửa, đường rộng rãi khang trang, hệ thống ngầm đầy đủ, mốc giới rõ ràng cụ thể 👉Diện tích hợp lý: 60 m2- 70m2",17/10/2022,Tin thường,batdongsan_so_com_vn_1673794359.480116,,
"4,3 tỷ VNĐ",Đường Trường Chinh phường Khương Thượng, 33m2, 3,, 3, 3,"    Bán nhà Trường Chinh, ngõ trước nhà Ô tô đỗ, 33m2, 4 tầng, giá yêu thương chỉ 4,3 tỷ. - Ngõ siêu thông thoáng ra nhiều hướng. - Trước cửa nhà rộng thênh thang đủ ô tô đỗ, có thể kinh doanh tạp hóa, nail, mi, móng,... - Nhà vuông đét, thiết kế 4 tầng công năng đầy đủ. - Gần khu trung tâm,  ra phố vài bước chân. - Dân trí cao, an ninh tuyệt vời. -> Già hợp lý, vị trí đắc địa còn chần chừ gì nữa gọi ngay cho:               ----------- Em Phong: 0343.888.024 - Sẵn sàng phục vụ 24/24.--------------",17/10/2022,Tin thường,batdongsan_so_com_vn_1673794360.4196024, 7,
10 tỷ VNĐ,Đường Nguyễn Văn Cừ phường Bồ Đề, 35m2, 5, 6, 4, 5,""",="""" ""san="""" francisco"",="""" ""helvetica="""" neue"",="""" helvetica,="""" ""lucida="""" grande"",="""" roboto,="""" ubuntu,="""" tahoma,="""" ""microsoft="""" sans="""" serif"",="""" arial,="""" sans-serif;="""" white-space:="""" pre-wrap;="""" word-spacing:="""" 0px;="""" text-transform:="""" none;="""" font-weight:="""" 400;="""" color:="""" rgb(0,26,51);="""" font-style:="""" normal;="""" orphans:="""" 2;="""" widows:="""" letter-spacing:="""" background-color:="""" rgb(229,239,255);="""" text-indent:="""" user-select:="""" text;="""" font-variant-ligatures:="""" font-variant-caps:="""" -webkit-text-stroke-width:="""" text-decoration-style:="""" initial;="""" text-decoration-color:="""" initial'bán="""" nhà="""" mặt="""" tiền="""" 5.5m="""" phố="""" nguyễn="""" văn="""" cừ="""" long="""" biên="""" kinh="""" doanh="""" đỉnh.="""" span="""" p="""" pspan="""" initial'-="""" vị="""" trí="""" vô="""" cùng="""" đẹp,="""" vỉa="""" hè="""" đá="""" bóng="""" tấp="""" nập="""" ngày="""" đêm.="""" initial'="""">- Nhà thiết kế 6 tầng, mặt tiền rộng kinh doanh đỉnh chóp.  "",="""" ""san="""" francisco"",="""" ""helvetica="""" neue"",="""" helvetica,="""" ""lucida="""" grande"",="""" roboto,="""" ubuntu,="""" tahoma,="""" ""microsoft="""" sans="""" serif"",="""" arial,="""" sans-serif;="""" white-space:="""" pre-wrap;="""" word-spacing:="""" 0px;="""" text-transform:="""" none;="""" font-weight:="""" 400;="""" color:="""" rgb(0,26,51);="""" font-style:="""" normal;="""" orphans:="""" 2;="""" widows:="""" letter-spacing:="""" background-color:="""" rgb(229,239,255);="""" text-indent:="""" user-select:="""" text;="""" font-variant-ligatures:="""" font-variant-caps:="""" -webkit-text-stroke-width:="""" text-decoration-style:="""" initial;="""" text-decoration-color:="""" initial'-="""" khu="""" vực="""" gần="""" phố="""" bồ="""" Đề,="""" hồng="""" tiến="""" quá="""" đẳng="""" cấp,="""" giá="""" trị="""" tăng="""" cao="""" khi="""" đường="""" và="""" cầu="""" trần="""" hưng="""" Đạo="""" hoàn="""" thành.="""" span="""" p="""" pspan="""" phù="""" hợp="""" khách="""" mua="""" giữ="""" tiền,="""" tầm="""" tài="""" chính="""" trong="""" ngõ="""" được="""" mặt="""" hiếm="""" có.="""" initial'="""">- Dt:35m2 mt5.5m giá chào bán hơn 10 tỷ có thương lượng và gia lộc.  "",="""" ""san="""" francisco"",="""" ""helvetica="""" neue"",="""" helvetica,="""" ""lucida="""" grande"",="""" roboto,="""" ubuntu,="""" tahoma,="""" ""microsoft="""" sans="""" serif"",="""" arial,="""" sans-serif;="""" white-space:="""" pre-wrap;="""" word-spacing:="""" 0px;="""" text-transform:="""" none;="""" font-weight:="""" 400;="""" color:="""" rgb(0,26,51);="""" font-style:="""" normal;="""" orphans:="""" 2;="""" widows:="""" letter-spacing:="""" background-color:="""" rgb(229,239,255);="""" text-indent:="""" user-select:="""" text;="""" font-variant-ligatures:="""" font-variant-caps:="""" -webkit-text-stroke-width:="""" text-decoration-style:="""" initial;="""" text-decoration-color:="""" initial'-="""" sổ="""" đỏ="""" chính="""" chủ="""" giao="""" dịch="""" ngay.="""" span="""" p="""" pspan="""" lh:="""" minh="""" lợi="""" span0987950583span="""" initial'=""""> - Gặp là có lợi - Chuyên thổ cư, nhà mặt phố, nhà dòng tiền, biệt thự Long Biên giá tốt nhất thị trường.",17/10/2022,Tin thường,batdongsan_so_com_vn_1673794361.5505764, 25,
5 tỷ VNĐ,Đường Thịnh Quang phường Thịnh Quang, 48m2, 4, 6, 4, 4,"   Bán nhà lõi Đống Đa, nhà đẹp lung linh, MT3,8m, 6T ,giá chỉ 5,0 tỷ ( Không có nhà thứ 2 ). - Nhà xây mới tinh chỉ việc dọn đồ vào ở luôn. - Thiết kế lên đến 6 tầng, đầy đủ mọi công năng. - Nhà rộng thông sàn, mặt tiền gần 4m. - Chủ nhà hiền lành tử tế gía 5 tỷ thiện chí thương lượng. - sổ đỏ chính chủ cất két sẵn sàng công chứng, sang tên mọi lúc.                   --> Không có nhà thứ hai - Gọi ngay cho em Phong: 0343.888.024                             ----------------------Sẵn sàng phục vụ 24/24----------------------",17/10/2022,Tin thường,batdongsan_so_com_vn_1673794362.7483876, 8,
4 tỷ VNĐ,Đường nguyễn sơn phường Ngọc Lâm, 42m2, 3, 1, 1, 1,""",="""" ""san="""" francisco"",="""" ""helvetica="""" neue"",="""" helvetica,="""" ""lucida="""" grande"",="""" roboto,="""" ubuntu,="""" tahoma,="""" ""microsoft="""" sans="""" serif"",="""" arial,="""" sans-serif;="""" white-space:="""" pre-wrap;="""" word-spacing:="""" 0px;="""" text-transform:="""" none;="""" font-weight:="""" 400;="""" color:="""" rgb(0,26,51);="""" font-style:="""" normal;="""" orphans:="""" 2;="""" widows:="""" letter-spacing:="""" background-color:="""" rgb(229,239,255);="""" text-indent:="""" user-select:="""" text;="""" font-variant-ligatures:="""" font-variant-caps:="""" -webkit-text-stroke-width:="""" text-decoration-style:="""" initial;="""" text-decoration-color:="""" initial'bÁn="""" nhà="""" nguyễn="""" sơn,Ô="""" tÔ="""" ĐỖ="""" cỬa,phÂn="""" lÔ="""" hÀng="""" khÔng="""" 42m,="""" hơn="""" 4="""" tỷ.="""" span="""" p="""" pspan="""" initial'+="""" vị="""" trí="""" trung="""" tâm="""" quận="""" long="""" biên,="""" đi="""" lại="""" thuận="""" lợi="""" ,rất="""" thông="""" thoáng,="""" thửa="""" đất="""" vuông="""" vức.="""" initial'="""">+ Hiện trạng đang là nhà Cấp 4 cách đường đang quy hoạch 20m, ngõ trước nhà ô tô đỗ cửa. Đường quy hoạch thông thẳng phố Hồng Tiến qua BV Tâm Anh phố Hựu.   "",="""" ""san="""" francisco"",="""" ""helvetica="""" neue"",="""" helvetica,="""" ""lucida="""" grande"",="""" roboto,="""" ubuntu,="""" tahoma,="""" ""microsoft="""" sans="""" serif"",="""" arial,="""" sans-serif;="""" white-space:="""" pre-wrap;="""" word-spacing:="""" 0px;="""" text-transform:="""" none;="""" font-weight:="""" 400;="""" color:="""" rgb(0,26,51);="""" font-style:="""" normal;="""" orphans:="""" 2;="""" widows:="""" letter-spacing:="""" background-color:="""" rgb(229,239,255);="""" text-indent:="""" user-select:="""" text;="""" font-variant-ligatures:="""" font-variant-caps:="""" -webkit-text-stroke-width:="""" text-decoration-style:="""" initial;="""" text-decoration-color:="""" initial'+="""" Đầu="""" tư="""" xây="""" bán="""" hoặc="""" đầu="""" giữ="""" tiền="""" đều="""" thích="""" hợp,="""" span="""" p="""" pspan="""" initial'="""" pháp="""" ly="""" chuẩn,="""" sẵn="""" sàng="""" giao="""" dịch.="""">LH: E Thu 0916488589
",17/10/2022,Tin thường,batdongsan_so_com_vn_1673794363.8195066, 6,
"19,9 tỷ VNĐ",Đường Trung Yên phường Trung Hòa, 100m2, 4, 5, 5, 4,"- Giá 19.9 Tỉ còn thương lượng mạnh. Miễn trung gian, môi giới và báo mạng làm phiền.",17/10/2022,Tin thường,batdongsan_so_com_vn_1673794364.9165723, 15,
"4,35 tỷ VNĐ",Đường Ngõ 63 Trần Quốc Vượng phường DỊCH VỌNG HẬU, 42m2, 3, 3, 3, 4,"
    
NHÀ BÁN LÀ NHÀ 2 THOÁNG, NHÀ DÂN CHẮC NỊCH, GẦN PHỐ, GIÁ VÔ ĐỊCH GIÁ CHỈ NHỈNH TÍ TI 100 TRIỆU/M QUÁ GIẺ SO VỚI THỊ TRƯỜNG TRONG PHÂN KHÚC LẠI HỘ KHẨU CẦU GIẤY.

Mô tả:

- Nhà có diện tích 42m x 3 tầng, mặt tiền 3,54m cực rộng đệp hợp lý cho thiết kế các phòng của ngôi nhà. Nhà dân chủ tự xây dựng nên chất lừ, chắc nịch, hiện sẵn 3 Tầng full, chủ mới XÂY LÊN 7 TẦNG DỄ NHƯ ĂN KẸO, GIÁ TRỊ LÊN HẲN LUÔN Ạ. Nhà có thế vừa ở vừa kết hợp cho thuê hộ gia đình lúc nào cũng full phòng. lên 7 8 tầng thì tha hồ cho thuê.
- Khu vực và giá bạt ngàn khách, chủ thiện trí bán vô cùng.
- Nhà 2 thoáng sáng lại các phòng rất rộng, thoải mái công năng, đồ gỗ toàn thịt.
- Thiết kế Tầng 2 phòng wc giữa, sổ nở tiền nhẹ
- Sổ đỏ đẹp sẵn sàng giao dịch
 Gọi ngay cho em 24/24 để được tư vấn và xem nhà miễn phí.
",17/10/2022,Tin thường,batdongsan_so_com_vn_1673794366.0226128, 3,
