price,address,Diện tích,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id,Mặt tiền
"3,8 tỷ VNĐ","Đường Trần Bình, Cầu Diễn, Nam Từ Liêm", 33m2, 6, 5, 4, 4,"NHÀ 5 TẦNG MỚI LUNG LINH- Ở THUỴ PHƯƠNG NGÕ RỘNG 4M Ô TÔ VÀO NHÀ   FREE NỘI THẤT SANG ,XỊN - 100% HÌNH ẢNH THẬT   Diện tích 30m, có ban công  Nhà được thiết kế:  Tầng 1: 1 Phòng khách, bếp, WC.  Tầng 2, 3, 4: Mỗi tầng 1 PN rộng, 1 VS khép kín  Tầng 5: 1 phòng thờ và 1 sân phơi  GIÁ 3,85 tỷ  Sổ đỏ vuông vắn, cất két.  -------------- liên hệ xem nhà và hỗ trợ Mr Duy Anh- chuyên nhà mặt phố Hà Nội-----------------  ---------Cam kết thông tin thật- Hình ảnh thật - Giá bán thật -Không thu phí người mua---------",02/12/2022,Tin thường,batdongsan_so_com_vn_1673784953.580211, 4
"15,5 tỷ VNĐ",Phan Văn Trường Cầu Giấy, 60m2,,,,,"- Diện tích 60m2 C4 Mt 7.1mGiá bán 15.5 tỷ ( có thương lượng ) - Vị trí cực đẹp toạ lạc tại phố Phan Văn Trường. Được mọi người gọi với tên Chợ Xanh Cầu Giấy khu vực kinh doanh sầm uất!  - Hiện trạng nhà cấp 4 chủ đang để không, khách mua về xây toà 7 tầng vừa ở vừa linh doanh, chợ sinh viên kinh doanh tấp nập. Giao thông kết nối : Xuân Thuỷ, Cầu Giấy, Trần Thái Tông!  + Sổ đỏ chính chủ, vuông trước sau sẵn sàng giao dịch!  - Liên hệ em Quân để được tư vấn và xem nhà! 0385 94 1802 Miễn ( TG Quảng Cáo )",02/12/2022,Tin thường,batdongsan_so_com_vn_1673784954.6663043, 7
31 tỷ VNĐ,"Đường Trường Chinh, Ngã Tư Sở, Đống Đa", 80m2, 30, 8, 8, 8,"+ Thông số tỷ lệ vàng xây toà văn phòng đẳng cấp, 80m2, MT 8,5m, thửa đất vuông đẹp. + Nhà 2 mặt tiền kinh doanh, 1 mặt phố 1 mặt ngõ thuận tiện đi lại. Dòng tiền cho thuê cực cao, + Vị trí giao thông thuận tiện toạ lạc của nhiều toà văn phòng, showroom, chi nhánh ngân hàng, cửa hàng kinh doanh. Trường Chinh là con đường huyết mạch thông 3 quận Đống Đa, Thanh Xuân, Hai Bà Trưng, lưu lượng giao thông lớn. + Sổ đỏ đẹp, giao dịch nhanh. + Chủ thiện chí bán trước Tết giá 31 tỷ (có thương lượng). Liên hệ: 0393468944 (call/zalo)",02/12/2022,Tin thường,batdongsan_so_com_vn_1673784955.6826196, 8
31 tỷ VNĐ,"Đường Trường Chinh, Ngã Tư Sở, Đống Đa", 80m2, 30, 8, 8, 8,"+ Thông số tỷ lệ vàng xây toà văn phòng đẳng cấp, 80m2, MT 8,5m, thửa đất vuông đẹp. + Nhà 2 mặt tiền kinh doanh, 1 mặt phố 1 mặt ngõ thuận tiện đi lại. Dòng tiền cho thuê cực cao, + Vị trí giao thông thuận tiện toạ lạc của nhiều toà văn phòng, showroom, chi nhánh ngân hàng, cửa hàng kinh doanh. Trường Chinh là con đường huyết mạch thông 3 quận Đống Đa, Thanh Xuân, Hai Bà Trưng, lưu lượng giao thông lớn. + Sổ đỏ đẹp, giao dịch nhanh. + Chủ thiện chí bán trước Tết giá 31 tỷ (có thương lượng). Liên hệ: 0392983878 (call/zalo)",02/12/2022,Tin thường,batdongsan_so_com_vn_1673784956.815633, 8
"4,4 tỷ VNĐ","Đường Võ Chí Công, Nghĩa Đô, Cầu Giấy", 46m2, 3, 4, 4, 3,"BÁN NHÀ 4 TẦNG VÕ CHÍ CÔNG HOÀNG QUỐC VIỆT GẦN HỒ TÂY 3 THOÁNG+ Vị trí nhà thoáng đẹp, khu dân trí cao, giao thông rất thuận lợi, TIỆN ÍCH HOÀN HẢO + THÔNG SỐ NHÀ CỰC ĐẸP: MT 7M, GẦN Ô TÔ TRÁNH + Thương thông với nhiều Tuyến phố lớn như Hoàng Quốc Việt, Hồ Tây, Lạc Long Quân + Nhà gần chợ Bưởi, chợ Nghĩa Đô, gần nhiều trường từ Mầm non đến Đại học + Sổ đỏ đẹp như Hoa Hậu chờ chủ mới giao dịch",02/12/2022,Tin thường,batdongsan_so_com_vn_1673784957.9496002, 7
4 tỷ VNĐ,"Đường 1, Long Biên, Long Biên", 43m2,,,,,"-Đất diện tích 43m2 giá chỉ 4 tỷ  -Mảnh đất phân lô vuông vắn, nở hậu chút rất đẹp, xe 4 chỗ vào đất.  - Khu vực đang phát triển từng ngày, ngay cạnh AEON, cầu Vĩnh Tuy, đường thông các ngả: tiếp giáp và thông đường Tư Đình, Bát Khối, Nguyễn Văn Cừ, Ngọc Lâm,đường Cổ Linh, Thạch Bàn ... Vài phút qua cầu Vĩnh Tuy là sang Phố Minh Khai, Time city ... - Sổ đỏ chính chủ sẵn sàng giao dịch. -Liên hệ: Mrs Hương ĐT/zalo 0853602968",02/12/2022,Tin thường,batdongsan_so_com_vn_1673784958.8930752, 4
"12,1 tỷ VNĐ","Đường Miếu Đầm, Mễ Trì, Nam Từ Liêm", 90m2, 7, 6, 17, 17,"Căn hộ mini, Doanh thu gần 1 tỷ/năm. Miếu Đầm 90m 6T. MT6.3m. Thang máy. Oto tránh. 17 căn hộ mini đủ đồ. 12.1 tỷ.Vị trí: Nhà ở vị trí cực đẹp, ô tô tránh, quay đầu, đường thông, kinh doanh đa dạng. Khu vực đông dân cư, sinh viên ở nên luôn cháy phòng cho thuê. Tiện ích xung quanh ngập tràn. Miếu Đầm thông các tuyến phố, Mễ Trì Thượng, Mễ Trì Hạ, Đại lộ Thăng Long, Phạm Hùng, Lê Quang Đạo, Lê Đức Thọ....Nhà thiết kế đẹp, có thang máy, 6 tầng đầy đủ công năng: 17 căn hộ mini được trang bị đủ đồ. Nhà đã cho thuê kín phòng.Sổ đỏ chính chủ, pháp lý chuẩn.",02/12/2022,Tin thường,batdongsan_so_com_vn_1673784959.7717242, 6
"2,3 tỷ VNĐ","Đường Đại lộ Thăng Long, Đông La, Hoài Đức", 45m2, 4, 4, 4, 3,"
    Duy nhất 1 căn có 1 0 2 Cần Bán Nhà Đông La, Hoài Đức 45m 5 tầng, Ô tô, nhỉnh 2 tỷ
Nhà đẹp mới, Nhà mới kết cấu vững chắc.
+Thiết kế 4 tầng, tối đa công năng sử dụng.
+Vị trí, tiện ích.
- Căn nhà vị trí đẹp và được hưởng trọn hết các tiện ích xung quanh. Rất thuận tiện cho việc đi lại, gần ngay chợ, rất thuận tiện cho việc nội trợ.
- Trường học cấp 1, 2, 3 thuận tiện cho việc học của các cháu.
- Sổ CC, sang tên nhanh gọn, Giá thương lượng, chủ thiện chí.
+ Xem nhà gọi Mr Đức Nhà Đẹp. Rất nhiều nhà đẹp phù hơp mọi nhu cầu Anh Chị Em.
",02/12/2022,Tin thường,batdongsan_so_com_vn_1673784960.9635372, 4
"14,8 tỷ VNĐ","Đường Đặng Tiến Đông, Trung Liệt, Đống Đa", 50m2, 5, 8, 6,,"* Thửa phân lô, ngõ thông, ở sang, vị trí đàng hoàng.* Đường vào 2 ô tô tránh, gara 2 ô tô và nhiều xe máy vào nhà.* Siêu phẩm nhà đẹp xa hoa hơn biệt thự.* Thiết kế phong cách Châu Âu lấy ánh sáng tự nhiên làm chủ đạo.* Kiệt tác nghệ thuật của không gian sống, 8 tầng thang máy, đạt chuẩn resort 6 sao.* Nội thất nhập khẩu, tone màu phối hợp với gu thẩm mỹ cao, đạt mọi giới hạn về đòi hỏi phong cách đẹp của khách.* Vị trí xuất sắc: Gần hồ Hoàng Cầu, sân vận động, ga tàu điện.* Trung tâm của vài chục trường ĐH lớn nhất Thủ đô.* Sổ đỏ chính chủ, pháp lý rõ ràng, sẵn sàng giao dịch.",02/12/2022,Tin thường,batdongsan_so_com_vn_1673784962.2043812, 7
"12,3 tỷ VNĐ","Đường Hào Nam, Cát Linh, Đống Đa", 52m2, 3, 5,,,"
    

Siêu hiếm nhà Hào Nam 52m² - 5 tầng thang máy - mặt tiền 4m 
- Ngõ ô tô tránh - Quy hoạch ra mặt phố mới - Giá 12.3 tỷ. 
+ Nhà vị trí đẹp ngay gần ga Cát Linh, Hào Nam, xung quanh đầy đủ tiện, cách bờ hồ 1,5km, cách Lăng bác 500m. 
+ Nhà xây mới cách đây 4 năm. 
Thiết kế 5 tầng thông sàn vệ sinh khép kín, thang bộ thang máy cuối nhà, thích hợp kinh doanh kết hợp ở.
",02/12/2022,Tin thường,batdongsan_so_com_vn_1673784963.2106538,
