price,address,Diện tích,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Details,Ngày đăng,Loại tin,id,Số toilet
25 tỷ VNĐ,Đường Cầu Giấy Hà Nội, 80m2, 7,, 8, 10," - Diện tích 80m2.x8 tầng. Mt 7mGiá bán 25 tỷ ( có thương lượng )  - Chung cư Mini 8 tầng thang máy, Lô góc 2 mặt ngõ, khu vực gần nhiều trường Đại học, cho thuê đỉnh cao lúc nào cũng kín phòng. - Nhà đang trong quá trình xây dựng dự kiến 8 tầng 24 phòng khép kín!  - Chủ đang xin xây dựng thêm 1 - 2 tầng nữa giá có thể thay đổi. - Sổ đỏ cất két, sẵn sàng giao dịch!  Liên hệ ngay với em để được tư vấn. Miễn ( TG Quảng Cáo ) ",05/09/2022,Tin thường,batdongsan_so_com_vn_1673804183.440795, 10
"5,2 tỷ VNĐ","Nguyễn Trãi, Thanh Xuân, Hà Nội", 45m2, 3, 2, 4, 4,"Bán Nhà Nguyễn Trãi, Thanh Xuân, Căn Góc, Ba Gác Phi, Tặng Nội Thất, DT 45m2 x4T. Chỉ 5.2 TỷVị trí: Nhà nằm trung tâm quận Thanh Xuân, Ngõ thông vài bước chân ra đường chính Nguyễn Trãi, di chuyển các ngả thuận lợi, gần các trường Đại học như Xã Hội Nhân Văn, Khoa Học Tự Nhiên, đường trước nhà xe 3gác phi ầm ầm. Chủ nhà tặng toàn bộ nội thất chỉ việc mang vali tới ở.-Nhà mới đẹp, khu trung tâm, thuận tiện đi lại vào trung tâm thành phố hay ra ngoại thành đều tốt, an sinh tuyệt vời chủ tặng toàn bộ nội thất 99% đồ gỗ.Thiết Kế: Nhà 4 tầng đẹp lung linh.+ T1: phòng khách, bếp +WC.+ T2,3: Mỗi tầng 2 phòng ngủ +WC.+ T4: Phòng thờ + Sân phơi.Pháp lý: Sổ đỏ chính chủ sẵn sàng giao dịchGiá bán: 5.2 tỷ ( có thương lượng)Liên hệ trực tiếp 24/7 để đi xem nhà miễn phí.    - Mr Luyện thổ cư: 0911779569- Chuyên Nhà đất Thổ cư các phân khúc từ 1 tỷ đến 100 tỷ. “TRAO GỬI NIỀM TIN_ NHẬN LẠI YÊU THƯƠNG”",29/08/2022,Tin thường,batdongsan_so_com_vn_1673804184.8769915, 3
10 tỷ VNĐ,Đường Cầu Giấy phường Quan Hoa, 50m2, 4, 10, 7, 4,"CHỦ CẦN BÁN NH À  - NhThiết kế:  - T2,3,4,5: mỗi tầng 1 phòng ngủ, wc  - Tầng Tum: Kho, téc nước ",05/09/2022,Tin thường,batdongsan_so_com_vn_1673804186.7629452, 7
"4,5 tỷ VNĐ",Đường Nguyễn Lân, 45m2, 3, 2, 4, 4,"Nhà mới, thiết kế hiện đại, ở sướng, an ninh tốt.Nhà xây 5 tầng.Tầng 1 Phòng khách, bếp, wc.Tầng 2, 3 Mỗi tầng 2 phòng, wc.Tầng 4 Phòng thờ, sân phơi.DT: 45m.SỔ ĐỎ CHÍNH CHỦ, GIAO DỊCH NGAY.Gần bệnh viện Bạch Mai, BV Việt Pháp, Đại học Bách Khoa, KTQD, Xây Dựng...Gần chợ dân sinh, TTTM.Miễn MG.Liên Hệ: Nguyễn Dương - 0825920555.",05/09/2022,Tin thường,batdongsan_so_com_vn_1673804188.8513582, 4
"3,25 tỷ VNĐ","Phúc Diễn, Bắc Từ Liêm, Hà Nội", 42m2,,, 5, 4,"Bán Nhà Phúc Diễn Giá Rẻ, 5 Tầng x 42m, Gần Phố, Ngõ 3 Gác, 3.25 tỷ. - Nhà mới xây, thiết kế hiện đại, đầy đủ công năng sử dụng. - Các phòng đều có cửa sổ thông thoáng. - Gần chợ, tiện lợi sinh hoạt hàng ngày. - Chủ nhà thân thiện, thiện trí cần bán gấp Liên hệ Thế Tuấn để xem nhà ngay hôm nay: 0389001010",05/09/2022,Tin thường,batdongsan_so_com_vn_1673804191.0315268,
"10,2 tỷ VNĐ",yên lãng- đống đa - hà nội, 60m2,,, 7, 10," Bán căn hộ  Yên Lãng diện tích 60m, 7 tầng,thang máy , gần ô tô. Giá 10.2 tỷ  Mô tả: - Vị trí nhà gần phố ,cách đường ô tô tránh 15m - Gần công viên trường, chợ, bệnh viện Nội Tiết, TTTM, .... Tiện ích vô vàn, giao thông thuận lợi.  - Nhà mới 7 tầng thang máy, thoáng trước sau, các phòng đều có cửa sổ, ban công, xây dựng chắc chắn, ở được luôn, - Thiết kế tổng 11 căn hộ cho thuê 50tr/ tháng . Mỗi tầng 2 căn hộ thang bộ ,thang máy giữa nhà : + Căn hộ phía trước rộng 32m2 ( 1 khách , 1 ngủ , 1 bếp, vệ sinh khép kín + Căn hộ phía sau rộng 15m2 ( 1 ngủ 1 bếp ,vệ sinh khép kín   LH : E Đăng   0969990569 ",05/09/2022,Tin thường,batdongsan_so_com_vn_1673804192.7080507, 10
"6,5 tỷ VNĐ",Quan thổ 1- đống đa -hà nội, 54m2, 4,, 6, 9,"  Bán Chung cư mini quận Đống Đa diện tích 54m- 6 tầng- mặt tiền 4.2m. Giá 6.5 tỷ Nằm trong ngõ Quan Thổ 1 - Chung cư mini, căn hộ dịch vụ xây mới cứng, thiết kế 9 Phòng Khép Kín Full Đồ - Dòng Tiền 50 triệu / 1 tháng, hiện đã cho thuê full phòng. + Vị trí vàng Đống Đa, khu vực mỏ vàng trong làng cho thuê phòng và căn hộ , tập trung nhiều văn phòng và các trường đại học danh giá + Thiết kế: Tầng 1 để xe + 1 phòng Tầng 2 3 4 5 mỗi tầng 2 phòng Tầng tum để máy giặt sấy và 2 sân phơi trước sau thoáng mát + Sổ đỏ chính chủ, sẵn sàng giao dịch. LH : E Đăng   0969990569  ",05/09/2022,Tin thường,batdongsan_so_com_vn_1673804194.874252, 9
"3,35 tỷ VNĐ",Đa Sỹ - Kiến Hưng - Hà Đông, 36m2,,, 4, 4,"NHÀ MỚI Ở LUÔN TẠI ĐA SỸ - 36m*4 TẦNG - Ô TÔ GẦN - GIÁ 3.35 TỶ+ Vị trí nằm tại trung tâm Kiến Hưng, ngay gần khu giãn dân Đa Sỹ, nhà gần chợ, tiện ích xung quanh không thiếu gì.+ Nhà xây mới đẹp, hiện đại, thiết kế 4 tầng, mặt tiền 4m, mỗi tầng 2 phòng ngủ. + Hàng xóm xung quanh thân thiện, dân trí cao+ Sổ đỏ chính chủ - công chứng trong ngày.+ Giá chỉ: 3.25 tỷ (có thương lượng)+ Liên hệ: Mrs Nhung - nhà đẹp Hà Đông: 0944.795.382 để được tư vấn",05/09/2022,Tin thường,batdongsan_so_com_vn_1673804196.551766, 3
"4,5 tỷ VNĐ",Phố Nguyễn Lân, 45m2, 3, 2, 4, 4,"Nhà mới, thiết kế hiện đại, ở sướng, an ninh tốt.Nhà xây 5 tầng.Tầng 1 Phòng khách, bếp, wc.Tầng 2, 3 Mỗi tầng 2 phòng, wc.Tầng 4 Phòng thờ, sân phơi.DT: 45m.SỔ ĐỎ CHÍNH CHỦ, GIAO DỊCH NGAY.Gần bệnh viện Bạch Mai, BV Việt Pháp, Đại học Bách Khoa, KTQD, Xây Dựng...Gần chợ dân sinh, TTTM.Miễn MG.Liên Hệ: Nguyễn Dương - 0825920555.",05/09/2022,Tin thường,batdongsan_so_com_vn_1673804198.563386, 4
"3,2 tỷ VNĐ","Phú Diễn, Bắc Tư Liêm", 47m2, 4,, 4, 4,"Hàng Hiếm Bán Nhà Cầu Diễn, 4 tầng x 47m2, Ba Gác Chánh, Gần Phố, 3.2 tỷ. - Nhà xây trên khu đất cao, ít ngập lụt khi trời mưa. - Xung quanh nhiều tiện ích, siêu thị, cửa hàng tiện lợi. - Nhà mới, nội thất hiện đại, xem là ưng luôn. - Chủ nhà dễ tính, thiện chí bán Liên hệ em Thế Tuấn qua số 0389001010 để xem nhà ngay. ",05/09/2022,Tin thường,batdongsan_so_com_vn_1673804200.0962832,
