price,address,Diện tích,Số tầng,Details,Ngày đăng,Loại tin,id,Mặt tiền,Lộ giới,Số phòng ngủ,Số toilet,Hướng
5 tỷ VNĐ,Đường Tỉnh lộ 82 phường Sơn Đông, 995m2,,"HOT HOT HOT CẦN BÁN NHANH LÔ GÓC TRỤC CHÍNH THÔN TẠI SƠN ĐÔNG-SƠN TÂY-HÀ NỘI CÁCH QUỐC LỘ 82 400M.  - Địa chỉ: Thôn Vạn Anh, Xã Sơn Đông, Sơn Tây, Hà Nội.- Diện tích: 995,2M2.- Vị trí đất đẹp, rộng rãi, thoáng mát...- Giao thông đi lại thuận tiện, Đường rộng hai ô tô tránh nhau...- Gần trường học cấp 1 cấp 2 khoảng 600m...- Cách sân bóng thôn khoảng 200m....- Dân cư đông đúc gần ủy ban xã sơn đông khỏang 900- Đất giàu tiềm năng phát triển, đầu tư sinh lời cao...GIÁ : NHỈNH 5 TỶ.KHÁCH CÓ THIỆN CHÍ VUI LÒNG LIÊN HỆ : 0982545678.",01/09/2022,Tin thường,batdongsan_so_com_vn_1673804829.7980714,,,,,
"4,9 tỷ VNĐ",Đường Hoàng Hoa Thám phường Thụy Khuê, 43m2, 3,Bán nhà Tây Hồ ngõ 120 Hoàng Hoa Thám 43m x 3 tầng MT5m 4.9 tỷ >>> THÍCH rồi thì đừng chần chờ hãy: GỌI NGAY cho tôi bất cứ lúc nào Mr Phong: 0904.768.468 – 0969.694.778 (Call or Zalo) <<< ,01/09/2022,Tin thường,batdongsan_so_com_vn_1673804831.1215303, 5, 2, 3, 2,
"3,8 tỷ VNĐ",Đường Trần Thái Tông phường Xuân Thủy, 40m2, 5,"Bán nhà  Trần Thái Tông- 40m- nhỉnh 3 tỷ- Cách ô tô 30m NHÀ ĐẸP CHỦ TỰ XÂY TÂM HUYẾT - 30M RA PHỐ - NGÕ THÔNG  - Nhà đẹp ở ngay, cách mặt phố chỉ vài bước chân.- Nhà thiết kế 5 tầng khung cột chắc chắn, đủ công năng. Có khe thoáng, giếng trời,.  Thiết kế:  Tầng 1: Phòng rộng + khu bếp ăn, wc.Tầng 2: phòng khách rộng + phòng tắm Vip.Tầng 3,4: Mỗi tầng 1 phòng ngủ + WCTầng 5: phòng thờ, sân phơi. Liên hệ 0975477668 để xem nhà miễn phí",01/09/2022,Tin thường,batdongsan_so_com_vn_1673804832.6454525, 4, 3, 4, 3,
20 tỷ VNĐ,Đường Linh Lang phường Cống Vị, 75m2, 7,"TÒA NHÀ VĂN PHÒNG - APARTMENT - QUY HOẠCH RA MẶT PHỐ - NGÕ 2 LINH LANG, BA ĐÌNH. DT 75M2 x 7 TẦNG, NHỈNH 20 TỶ DÒNG TIỀN 130TR/THÁNG - Ở THÌ VÔ CÙNG ĐẲNG CẤP. - Vị trí đắc địa, ngay đầu phố Linh Lang, cách 1 nhà ra mặt phố, sau Quy hoạch nhà mình ra mặt phố.  - Trước nhà Ô tô đỗ, tránh nhau thoải mái. - Khu vực cực VIP, camera lắp từ đầu ngõ. An ninh tuyệt đối 24/24. Hàng xóm xung quanh toàn Tướng Công An, Quân Đội và Quan chức cao cấp. - Nhà mới tinh, xây 7 tầng có thang máy: • Tầng 1: Thông sàn + WC • Tầng 2-6: Mỗi tầng 2 phòng rất rộng + WC khép kín • Tầng 7: Sân thượng - Sổ đỏ chính chủ, vuông như A4. - Chủ nhà là quan chức cao cấp, nhiều nhà bán bớt.LH: Ms. Thuỳ Anh (không chín tám ba sau bốn ba ba bốn bốn). Cam kết hình thật. Miễn phí xem nhà. Tư vấn tận tâm. ",01/09/2022,Tin thường,batdongsan_so_com_vn_1673804833.906081, 5, 5, 10, 11,
"6,2 tỷ VNĐ",Đường Lê Đức Thọ phường Mỹ Đình 2, 58m2, 5,"
    Bán nhà riêng LÊ ĐỨC THỌ NAM TỪ LIÊM 1 nhà ra Phố oto tránh 58M chỉ 62tyrNhà trung tâm MỸ ĐÌNH 2 1 nhà ra phố oto tránh Nhà thiết kế đầy đủ công nảng sử dụng có ô chờ thang máy Vi trí đẹp hiếm gần nhiều trường học MỸ ĐÌNH ĐẠI HỌC QUỐC GIA THƯƠNG MẠIGiao thông thuận tiện gân đường lớn hồ Trí Đức công viên hồ ĐIỀU HOÀSổ đỏ săn sàng dao dịch ngayLH Trần Hảo 0845681666 để có giá tốt tư vấn xem nhà miễn phí 24/7. Luôn mang lại Giá Tri - Uy - Tín Niềm Tin tới khách hàng
",01/09/2022,Tin thường,batdongsan_so_com_vn_1673804835.0829818, 5, 3, 5, 4,
"3,35 tỷ VNĐ",An Hoà- Hà Đông, 46m2,,"Bán nhà An Hoà, Hà Đông, 46m, 2 mặt thoáng gần phố hơn 3 tỷ - Vị trí: Nhà phố An Hoà diện tích rộng 46m các tầng thoáng sáng, ngõ nông gần phố, ô tô đỗ 40m. - Giao thông vô cùng thuận lợi thông các phố ẩm thực nổi tiếng Ao Sen giáp Nguyễn Văn Lộc đối diện Chiến Thắng lên Thanh Xuân và sang Nam Từ Liêm rất gần. - Tiện ích: Gần siêu thị Big C, ngân hàng, trường đại học, bệnh viện,…. Hưởng trọn tiện ích khu đô thị Mỗ Lao. - Sổ đỏ vuông, sẵn sàng giao dịch. - Giá chỉ có 3.35 tỷ ( có gia lộc). - Liên hệ : Huyền Hà Đông ( 0363703491- 0965472910)- Chuyên gia nhà Thổ Cư tư vấn hàng nghìn ngôi nhà tiết kiệm THỜI GIAN- CÔNG SỨC- TIỀN BẠC. Hỗ trợ 24/7 và tư vấn pháp lý, vay vốn.",01/09/2022,Tin thường,batdongsan_so_com_vn_1673804836.4493275,,,,,
"4,9 tỷ VNĐ",Phú La- Hà Đông, 37m2, 5,"Bán nhà Phú La, Hà Đông 37mx5T ô tô ngõ thông KD lô góc hơn 4 tỷ + Bán nhà vị trí kinh doanh đắc địa thuộc Phường Phú La, Hà Đông, 37m thiết kế 5 tầng lô góc hiện đại, ngõ ô tô thông. Bán kính xung quanh nhà trường học, chợ, dân cư đông đúc kinh doanh đỉnh cao. + Nhà bán thông thương các phố Văn Phú qua Quang Trung giáp Ngô Thì Nhậm gần Phú Lương đối diện Lê Trọng Tấn. + Khu vực nhiều trường học các cấp, chợ,ngân hàng, siêu thị khu trung tâm sầm uất bậc nhất Quận. + Sổ đỏ vuông sẵn sàng giao dịch. + Giá chỉ 4.9 tỷ ( có gia lộc).  -Liên hệ : Huyền Hà Đông ( 0363703491- 0965472910)- Chuyên gia nhà Thổ Cư tư vấn hàng nghìn ngôi nhà tiết kiệm THỜI GIAN- CÔNG SỨC- TIỀN BẠC. Hỗ trợ 24/7 và tư vấn pháp lý, vay vốn.",01/09/2022,Tin thường,batdongsan_so_com_vn_1673804837.6754618,,,,,
10 tỷ VNĐ,Ngô Thì Nhậm- Hà Đông, 40m2, 6,"Mặt phố Ngô Thì Nhậm, Hà Đông, 6 tầng thang máy 40m vỉa hè chỉ 10 tỷ Mặt phố Vip gần Quận uỷ và siêu thị Metro Ngô Thì Nhậm, Hà Đông, diện tích 40m thiết kế kinh doanh 6 tầng thang máy, có vỉa hè đường ô tô tránh xung quanh đầy đủ tiện ích. Vị trí đắc địa, trung tâm hiếm nhà bán. Giao thông vài bước ra Quang Trung thông Văn Phú ra Trần Đăng Ninh xuống Hà Cầu đối diện Ngô Thì Nhậm ra Lê Trọng Tấn. Sổ đỏ vuông sẵn sàng giao dịch. Giá chỉ 10 ( có gia lộc). Liên hệ : Huyền Hà Đông ( 0363703491- 0965472910)- Chuyên gia nhà Thổ Cư tư vấn hàng nghìn ngôi nhà tiết kiệm THỜI GIAN- CÔNG SỨC- TIỀN BẠC. Hỗ trợ 24/7 và tư vấn pháp lý, vay vốn.",01/09/2022,Tin thường,batdongsan_so_com_vn_1673804838.9560368,,,,,
10 tỷ VNĐ,Quang Trung- Hà Đông, 40m2, 6,"Mặt phố Quang Trung, Hà Đông, 40m, 6 tầng thang máy kinh doanh chỉ 10 tỷ Chính chủ bán nhà riêng mặt phố Vip Quang Trung, Hà Đông, vị trí đắc địa các phòng hiện đại với 6 tầng thang máy kinh doanh đa dạng các loại hình: Spa, làm đẹp, quán ăn, café, phòng khám, văn phòng phẩm, quán ăn,… Khu vực tập chung nhiều toà nhà văn phòng và chung cư, dân đông đúc qua lại tấp nập ngày đêm. Sổ đỏ vuông sẵn sàng giao dịch. Giá chỉ 10 ( có gia lộc). Liên hệ : Huyền Hà Đông ( 0363703491- 0965472910)- Chuyên gia nhà Thổ Cư tư vấn hàng nghìn ngôi nhà tiết kiệm THỜI GIAN- CÔNG SỨC- TIỀN BẠC. Hỗ trợ 24/7 và tư vấn pháp lý, vay vốn.",01/09/2022,Tin thường,batdongsan_so_com_vn_1673804841.9669244,,,,,
4 tỷ VNĐ,Đường Cầu Giấy phường Quan Hoa, 30m2, 5,"NHÀ NGÕ 79 ĐẸP LUNG LINH - Ở LUÔN - VÀI BƯỚC RA PHỐ.- Nhà xây 2 năm giữ gìn như mới. Khu trung tâm Cầu Giấy, sầm uất, thông thương tứ tung, không có gì mô tả nhiều.- Trước nhà ba gác phóng, di chuyển ra phố gần, nhiều tiện ích.  Thiết kế:- Tầng 1: Khách, bếp.- Tầng 2,3,4: Mỗi tầng 1 ngủ.- Tầng 5: Phòng thờ, sân phơi. Sổ đỏ chính chủ, sẵn sàng giao dịch.LH: Ms Thuỳ Anh (không chín tám ba sáu bốn ba ba bốn bốn)",01/09/2022,Tin thường,batdongsan_so_com_vn_1673804846.8056445, 4, 4, 3, 3,
