price,address,Diện tích,Mặt tiền,Lộ giới,Details,Ngày đăng,Loại tin,id,Số tầng,Số phòng ngủ,Số toilet,Hướng
"4,3 tỷ VNĐ",Đường Xuân Đỉnh phường Xuân Đỉnh, 48m2, 4, 3,"+ Nhà nằm trên ngõ 205 Xuân Đỉnh, giáp với Ngoại Giao Đoàn, Công Viên Hòa Bình. + Bán kính 700m là trường học C1,2,3 Xuân Đỉnh, Công Viên, Chợ, TTTM.. + Liên hệ: E Long. (Miễn-TG-MG)",11/05/2022,Tin thường,batdongsan_so_com_vn_1673825344.882858, 5, 3, 4,
120 ngàn VNĐ/m2,"Thôn Miễu,Tiến Xuân,Thạch Thất", 60m2, 6, 8,"Mua để kinh doanh, xây second home hoặc đợi tăng lãi vốn đều tốt- Nằm trong khu dân cư mới cách cao tốc Đại lộ Thăng Long khoảng 100m(Đứng ở khu đất có thể nhìn thấy được). Tuyến đường đang chuẩn bị xây dựng với kinh phí là 8000 tỷ VNĐ.- Đối diện với làng đại học Quốc gia Hà Nội Hoà Lạc. Kế hoạch tháng 9/2022 có 1500 sinh viên đưa về học tập tại cơ sở Hoà Lạc. Năm 2025 sẽ có khoảng gần 40.000 giảng viên, sinh viên, chuyên gia về sinh sống, học tập và làm việc.- Ngay Ngã tư Miễu, Gần với các khu nghỉ dưỡng đẳng cấp: Xanh Villas Resort, Tiến Xuân Resort, Làng Văn hoá các dân tộc.👉Liên hệ ngay mr.Hùng: 0387507522",11/05/2022,Tin thường,batdongsan_so_com_vn_1673825345.886174, 1, 1, 1, Đông nam
"3,8 tỷ VNĐ","Kim Giang, Thanh Trì, Hà Nội", 38m2,,,"Cần bán nhà Kim Giang, quận Thanh Trì, diện tích 38m2, 5 tầng, + Nhà 2 thoáng, gió từ hồ thổi lại các phòng luôn mát mẻ. + Nhà 5 tầng thiết kế khung cột chắc chắn. + Tầng 1: Chỗ để xe ô tô vào nhà được, bếp, wc và tầng lửng làm phòng khách. + Tầng 2 3: Mỗi tầng 2 phòng ngủ rộng, wc giữa. + NHÀ ĐẸP CHỦ ĐỂ LẠI NỘI THẤT - 2 THOÁNG - ÔTÔ TRÁNH - TƯƠNG LAI VIEW CÔNG VIÊN. + Ngõ rất rộng nhiều ô tô tránh, trước nhà rộng 5m thông thoáng, phía sau ngõ 3m. Nhà nằm sát dự án công viên Chu Văn An, cạnh Hồ Thanh Liệt (Hồ Đầm tròn). + Xung quanh nhiều tiện ích gần khu đô thị The Manor Central Park, cạnh khu biệt thự Eden Rose. + Sổ đỏ đẹp như hoa hậu sẵn sàng giao dịch. + Giá. 3.8 tỷ có thương lượng Liên hệ xem ngay: Mr Hải 0967443016 (miễn trung gian).",02/12/2020,Tin thường,batdongsan_so_com_vn_1673825346.8695433,,,,
"5,1 tỷ VNĐ","Kim GIang, Thanh Trì, Hà Nội", 57m2,,,"Nhà đẹp CHỦ ĐỂ LẠI NỘI THẤT, 2 thoáng, ô tô tránh, Kim Giang, Thanh trì, 57m2 giá 5.1 tỷ Cần bán nhà Kim Giang, quận Thanh Trì, diện tích 57m2, nhà 4tầng,chủ là tổng giám đốc một cty lên xây nhà rất tâm huyết, nội thất sị. + Nhà 2 thoáng, có giếng trời rất thoáng. + Nhà 4 tầng thiết kế khung cột chắc chắn. + Tầng 1: Phòng khách, bếp, wc và tầng + Tầng 2 3: Mỗi tầng 2 phòng ngủ rộng, wc giữa. - Tầng 4: Phòng thờ, sân phơi. + NHÀ ĐẸP CHỦ ĐỂ LẠI NỘI THẤT - 2 THOÁNG - ÔTÔ TRÁNH - TƯƠNG LAI VIEW CÔNG VIÊN. . + Ngõ rất rộng nhiều ô tô tránh, trước nhà rộng 5m thông thoáng, + Xung quanh nhiều tiện ích gần khu đô thị The Manor Central Park, cạnh khu biệt thự Eden Rose. + Xung quanh nhiều trường Mầm non, cấp 1, cấp 2, cấp 3 chuẩn Quốc gia. Trường Chu Văn An. Công viên và hồ Chu Văn An gần nhà. + Sổ sổ vuông đẹp. + Giá. 5.1 tỷ có thương lượng Liên hệ xem ngay: Mr Hải 0967443016 (miễn trung gian).",04/12/2020,Tin thường,batdongsan_so_com_vn_1673825348.0184712,,,,
"3,5 tỷ VNĐ","Vũ Tông Phan, Thanh Xuân, Hà Nội", 35m2,,,"Nhà đẹp như KHÁCH SẠN 5* TẶNG NỘI THẤT, Vũ Tông Phan, Thanh Xuân, 35m2 5 tầng,giá 3.5 tỷ + Vị trí nhà cách Mặt Phố 15m ba gác đua gần phố. + + Giao thông thuận tiện. Với tuyến phố Định Công, Nguyễn Trãi, Kim Giang. + Nhà 4 tầng mới xây được vài năm, rất đẹp vào ở ngay. + Tổng 4 PN, mỗi tầng 1 phòng và WC. + Sổ đỏ vuông đẹp sẵn sàng giao dịch. + Giá. 3.6 tỷ ( có thương lượng) Liên hệ xem ngay: Mr Hải 0967443016 (miễn trung gian).",12/12/2020,Tin thường,batdongsan_so_com_vn_1673825348.9808965,,,,
"24,5 tỷ VNĐ",chua boc, 40m2, 4,,"BÁN NHÀ MẶT PHỐ CHÙA BỘC - HIẾM - KINH DOANH SẦM UẤT - HAI MẶT THOÁNG GIÁ 40m2, 24.5 TỶ- MỘT MẶT PHỐ - VỈA HÈ - MỘT MẶT NGÕ CHUNG 3 M.+ Nhà chắc chắn thiết kế: - Tầng 1: cho thuê cửa hàng, bếp.- Tầng 2 +3 +4 mỗi tầng 2 phòng cho thuê ở. WC, cầu thang giữa nhà.- Tầng 5: Sân trước, sân sau.Vị trí: Vỉa hè 10 m, kinh doanh. Hai mạt thoáng, một mặt phố một mặt ngõ 3 m là ngọc đi chung sau nhà đi từ ngõ 95 vào.- Phố Chùa Bộc sầm uất hót nhất quận Đống Đa nên khỏi phải bàn.+ cho thuê cả nhà 70 triệu/ tháng. + Giá: 24.5 tỷ+ Liên hệ xem ngay. Miễn trung qua trung gian.",11/05/2022,Tin thường,batdongsan_so_com_vn_1673825350.0350757, 5, 5,,
"4,35 tỷ VNĐ","Đại Từ, Hoàng Mai, Hà Nội", 47m2,,,"Nhà Siêu Vip - Ô tô đỗ cửa, Đại Từ,quận Hoàng Mai, diện tích 47m2,nhà 5 tầng. + Nhà xây 4 tầng khung cột chắc chắn, thiết kế mỗi tầng 2 phòng. Tổng có 5 phòng ngủ. + Ô tô 5 tạ đỗ cổng, tương lai đường trước nhà mở đường 2 làn ô tô. + + Vị trí Xung quanh nhiều trường mầm non, cấp 1, cấp 2, cấp 3 chuẩn Quốc gia, hàng xóm khu đô thị Đại Kim, khu vực phát triển từng ngày. + Giao thông thuận tiện, gần bến xe giáp Bát, Nước Ngầm, bênh viện Bạch Mai + Sổ đỏ vuông vắn, pháp lý đầy đủ. - Giá: 4.35 tỷ( có thương lượng) Liên hệ xem ngay: Mr Hải 0967443016 (miễn trung gian).",24/12/2020,Tin thường,batdongsan_so_com_vn_1673825351.0324078,,,,
"6,5 tỷ VNĐ","Tựu Liệt, Thanh Trì, Hà Nội", 65m2,,,"Nhà Phân Lô, Ô tô, Kinh Doanh, ngõ thông,Tựu Liệt, Thanh Trì, diện tích 65m2, nhà 4 tầng +Vị trí Cách dường Ngọc Hồi 2 phút đi bộ, ô tô tránh, dừng đổ thoải mái, kinh doanh , chủ hiện tại mở Công ty tại nhà. + Giao thông thuận tiện, khu dân trí cao. Chủ trẻ tuổi ăn nên làm ra bán đi mua biệt thự. Tầng 1 ga ra, hoặc phòng khách, kinh doanh tuỳ ý. Tầng 2, phòng ngủ, tầng 3 phòng họp, phòng kế toán. Tính tổng là 4 ngủ, 1 phòng thờ. Tầng 4, phòng ngủ, phòng thờ, sân phơi - Giá: 6.5 tỷ( có thương lượng) - SỔ đỏ vuông đẹp Liên hệ xem ngay: Mr Hải 0967443016 (miễn trung gian).",16/12/2020,Tin thường,batdongsan_so_com_vn_1673825352.068635,,,,
"2,75 tỷ VNĐ","Đại Từ, Hoàng Mai, Hà Nội", 45m2,,,"Bán nhà Đại Từ, quận Hoàng Mai, 2 thoáng, diện tích 45m2 ,nhà 4 tầng giá. + Nhà thiết kế: - Tầng 1 phòng khách, để xe, phòng bếp và ăn siêu rộng. - Tầng 2,3 mỗi tầng 2 ngủ, wc siêu rộng đẹp. - Tầng 4 phòng ngủ và sân phơi. + Vị trí Xung quanh nhiều trường mầm non, cấp 1, cấp 2, cấp 3 chuẩn Quốc gia, hàng xóm khu đô thị Đại Kim, khu vực phát triển từng ngày. + Giao thông thuận tiện, gần bến xe giáp Bát, Nước Ngầm, bênh viện Bạch Mai - Giá: 2.75 tỷ( có thương lượng) - Sổ đỏ vuông đẹp Liên hệ xem ngay: Mr Hải 0967443016 (miễn trung gian).",18/12/2020,Tin thường,batdongsan_so_com_vn_1673825354.558328,,,,
"2,35 tỷ VNĐ","Tây Sơn, Đống Đa, Hà Nội", 23m2,,,"Cần bán nhà Phố Tây Sơn, quận Đống Đa, nhà diện tích 23m2, 4 tầng, nhà Ô tô cách 20m, cách phố 50m, gần hồ. + Thiết kế tối thiểu công năng cho 1 gia đình nhỏ: 3 phòng ngủ, bếp, phòng khách. Xung quanh rất nhiều tiện ích: Chợ ngay trong ngõ 252, rất gần các Trường C1, C2... + Nhà rất gần phố, gần hồ, thông sang ngõ 3 Thái Hà. Rất gần các trường ĐH Thủy Lợi, Công Đoàn, Học Viện Ngân Hàng... gần bệnh viện Đa Khoa Đống Đa, BV ĐH Y... + Sổ đỏ riêng, chính chủ, pháp lý rõ ràng, cất két chờ giao dịch. - Giá: 2.35 tỷ( có thương lượng) Liên hệ xem ngay: Mr Hải 0967443016 (miễn trung gian).",20/12/2020,Tin thường,batdongsan_so_com_vn_1673825359.335995,,,,
