price,address,Diện tích,Số tầng,Số phòng ngủ,Details,Ngày đăng,Loại tin,id,Mặt tiền,Lộ giới,Số toilet
"4,9 tỷ VNĐ","Đường cầu giấy, Quan Hoa, Cầu Giấy", 39m2, 5, 7,"
    7 PHÒNG KHÉP KÍN DÒNG TIỀN TRÊN 38TRIỆU - Vị trí ổn rất nhiều khách cần.- Diện tích xung quanh vô cùng nhiều.- Khu dân trí an ninh tốt.- Nhà đẹp không cần chỉnh sửa cứ vậy thu tiền cả năm 450 tr- Thiết kế: Tổng 7 phòng, mỗi tầng 2 phòng. WC.- Sổ đỏ chính chủ sẵn giao dịch ngay. liên hệ: Tú 0974242888
",12/11/2022,Tin thường,batdongsan_so_com_vn_1673788232.9888284, 1, 2, 8
"15,4 tỷ VNĐ","Đường Chùa Bộc, Quang Trung, Đống Đa", 27m2, 1, 2,"
    💥 SIÊU VIP - MẶT PHỐ CHÙA BỘC 27 M2 MẶT TIỀN 6.8M -KD VÔ ĐÓI CHỈ 15.4 TỶ 💥 ⭕️ LH NGAY 0982833366 ---------------------------- BÁN NHÀ MẶT PHỐ CHÙA BỘC, QUY HOẠCH ÔN ĐỊNH, KINH DOANH VÔ ĐỐIDIỆN TÍCH 27M2 MẶT TIỀN SIÊU TO 6.8M ---------------------------- 🚀 GIÁ BÁN CHỈ: 15.4 TỶ (ẢNH THẬT-THÔNG TIN THẬT-NHÀ THẬT-GIÁ THẬT)---------------------------- ☎️ LH: PHƯƠNG_NHÀ_PHỐ 0982833366  ZALO 0902223785 (Chuyên mặt phố, biệt thự, nhà ngõ ô tô Hà Nội).Kết nối trực tiếp chủ nhà, giúp ACE mua giá tốt nhấtMiễn phí tư vấn, xem nhà 100%...
",12/11/2022,Tin thường,batdongsan_so_com_vn_1673788234.402045, 7, 30, 2
"5,9 tỷ VNĐ","Đường Khương Trung, Khương Trung, Thanh Xuân", 55m2, 4, 5,"Mô tả:  - Tầng 1: Sân để xe, khách, bếp, wc.  - Tầng 2: 2 phòng ngủ, 2 wc khép kín.  - Tầng 3: 2 ngủ, 2 wc.  - Tầng 4: 1 ngủ khép kín, phòng thờ, sân phơi.  Nhà đẹp xây dựng khung cột chắc cầu thang giữa mỗi tầng 2 phòng tổng 5 phòng ngủ, 2 mặt thoáng trước sau, phòng nào cũng có cửa sổ sáng thoáng, nội thất hiện đại, khách mua chỉ việc mang quần áo về ở luôn không phải làm gì cả. Nhà có thể dùng làm cho thuê với 5 phòng ngủ doanh thu lên đến 300tr/năm. Vị trí đẹp cách ô tô chỉ 10m ra mặt ngõ 211 thông sang Hoàng Văn Thái, hồ Đầm Hồng mát rượt, ngõ trước nhà xe ba gác đỗ cửa  Sổ đỏ đẹp giao dịch ngay.   LH ngay Hùng Nhà Tốt 094 665 8282 -XEM LÀ CHỐT (Nhận thông tin chính chủ-Miễn trung gian-Hỗ trợ tư vấn thủ tục miễn phí)",12/11/2022,Tin thường,batdongsan_so_com_vn_1673788235.8403194, 3, 3, 3
"6,05 tỷ VNĐ","Đường Xuân Đỉnh, Xuân Đỉnh, Bắc Từ Liêm", 50m2,,,"Bán Nhà đẹp Xuân Đỉnh sẵn ở - Ô tô vào nhà - 2 thoáng trước sau  Bán nhà Xuân Đỉnh 50m2 nhà dân xây 6 tầng, mặt tiền 4.2 m, giá 6.05 tỷ. - Ngõ ô tô tránh , ngay chợ đầu mối Xuân Đỉnh ,gần trường MN xuân đỉnh, cấp 1,2,3 xuân đỉnh, kinh doanh sầm uất .- Nhà 2 thoáng trước sau , ô tô vào nhà .- Nhà xây 6 tầng còn mới , chủ mua về ở ngay .  - Tầng 1 : Khách , để xe- Tầng 2 : PN Master + Bathroom- Tầng 3 ,4 : Mỗi tầng 2 PN + WC- Tầng 5 : Phòng Thờ + Bếp- Tầng 6 : 1 sân BBQ + 1 sân phơi - Sổ đỏ chính chủ , cất két sẵn giao dịch .LH ms Linh: 0856219956( sđt/ zalo)",12/11/2022,Tin thường,batdongsan_so_com_vn_1673788237.2585273, 4, 1,
65 tỷ VNĐ,"phố Hàng Hành, Phường Hàng Trống, Quận Hoàn Kiếm, Hà Nội", 43m2, 10,,"Chính chủ bán nhà mặt phố Hàng Hành, Phường Hàng Trống, Quận Hoàn Kiếm, Hà Nội*** Tòa nhà xây cho người nước ngoài thuê ven hồ Hoàn Kiếm, Cạnh phố Lý Thái Tổ, nhà hàng Thủy TạDiện tích đất: 43m2 x 10 tầng- Diện tích xây dựng: 433m2- Vị trí đắc địa nhất Quận Hoàn Kiếm, kinh doanh vô cùng thuận lợi- Khu dân trí cao, an ninh rất tốt, văn minh thân thiện- Giao thông đắc địa, cách hồ Hoàn Kiếm: 15mGiá bán: 65 tỷ - Có thương lượng cho khách thiện trí muaLiên hệ chủ nhà: Anh Hòa: 0903419435 - Miễn trung gian",12/11/2022,Tin thường,batdongsan_so_com_vn_1673788238.4752698,,,
"3,99 tỷ VNĐ","Đường Trần Cung, Nghĩa Tân, Cầu Giấy", 35m2, 5, 3,"
    
Bán nhà ngõ ôtô đầu phố Trần Cung 35m2 5tầng mặt tiền 3.8m 3.99 tỷ Từ Liêm 

NHÀ ĐẸP Ở NGAY - 2 THOÁNG- GẦN PHỐ - KHU VỰC HIẾM NHÀ - SÂN TRƯỚC NHÀ 20 MÂM CỖ

- Vị trí đẹp, rất gần ô tô, ngõ rộng, 2 thoáng trước và sau, sau nhà có khe thoáng.
- Giao thông thuận tiện, tiện ích vô vàn. 
- Nhà gần Viện Khoa Học Công Nghệ Xây Dựng, dân trí cực tốt, an ninh đảm bảo.
- Gần các trường cấp 1,2,3 và nhiều trường ĐH lớn, bệnh viện E.
- Nhà đẹp chắc chắn, thiết kế hợp lý mỗi tầng một phòng rộng.
+ Tầng 1: Phòng khách, Bếp, WC.
+ Tầng 2,3,4: Mỗi tầng một phòng ngủ, WC.
+ Tầng 5: Phòng thờ, sân phơi.
- Sổ đỏ chính chủ, vuông đẹp, pháp lý chuẩn sẵn sàng giao dịch.
Chú ý: Nhà đất cuối năm giao dịch cực nhanh xem ngay kẻo lỡ!
1. LH: A. Hoàng Anh 0934266313 (tư vấn, lọc nhà, xem nhà miễn phí)
2. Link kho nhà đẹp Quận Từ Liêm: https://www.facebook.com/762825110900635
3. Hỗ trợ tài chính cho vay mua nhà đến 80% giá trị căn nhà, lãi suất thấp nhất thị trường.
",12/11/2022,Tin thường,batdongsan_so_com_vn_1673788239.7787833, 4, 5, 4
"3,95 tỷ VNĐ","Đường Cầu Noi, Cổ Nhuế 2, Bắc Từ Liêm", 40m2,,,"
    BÁN MẢNH ĐẤT KINH DOANH, NGÕ Ô TÔ TRÁNH CHƯA ĐẾN 100 TRIỆU/M2.Khu B TT ĐH Mỏ Địa Chất, Cổ Nhuế 40 Đất 4.2 3.95 tỷ Mô tả.+ Đường trước mảnh đất 2 Ô TÔ tránh nhau.+ Cách Khu B ĐH Mỏ Địa Chất vài bước chân, cách 500 là tới Học Viện Cảnh Sát Nhân Dân, ngõ thông sang Khu A ĐH Mỏ, bệnh viện Phương Đông.+ Khách mua mảnh đất về xây nhà cho thuê hay để ở hoặc kinh doanh buôn bán đều rất đẹp.+ Khu vực dân trí cao, an ninh tốt.+ Sổ đỏ chính chủ, tuyệt đẹp.Liên hệ em Ngọc Anh: 0961482368
",12/11/2022,Tin thường,batdongsan_so_com_vn_1673788241.5310984, 4, 1,
"10,5 tỷ VNĐ","Đường Lê Trọng Tấn, An Khánh, Hoài Đức", 60m2, 4, 4,"
    Cần Bán Nhà BTLK Duy nhất có 1 0 2 Geleximco Lê Trọng Tấn 60m 4 tầng, Ô tô nhỉnh 10 tỷ
- Đầu tư Kinh doanh, Văn phòng, Nhà Nghỉ.. Khu đô thị Geleximco An sinh lời tốt.- Vị trí tuyệt vời, Đường 20m xe tăng đỗ, vỉa hè đá bóng, Đường Lê Trọng Tấn, Đại lộ Thăng long,
Gần Học viện Chính sách, Công viên Thiên đường Bảo sơn.
- Sổ đẹp như hoa hậu, CC, sang tên nhanh gọn.
- Giá thương lượng, chủ thiện chí.
- Thiện chí liên hệ Mr Đức Nhà Đẹp 0812212525 - 0898839292.
Rất nhiều nhà phù hợp mọi nhu cầu khác.
",12/11/2022,Tin thường,batdongsan_so_com_vn_1673788242.7608063, 4, 10, 3
"11,5 tỷ VNĐ","Đường Mạc Thái Tổ, Trung Hòa, Cầu Giấy", 115m2, 4, 4,"💥 PHÂN LÔ - MẠC THÁI TỔ - CẦU GIẤY - Ô TÔ TRÁNH, VÀO NHÀ - 40M2 4T MT 5M CHỈ 11.5 TỶ 💥 ⭕️ LH NGAY 0982833366 ---------------------------- BÁN NHÀ PHỐ VIP  MẠC THÁI TỔ CẦU GIẤY - MỘT NHÀ RA PHỐ - PHÂN LÔ VỈA HÈ 3 OTO TRÁNH - 2 MẶT PHỐ VÀO THÔNG THOÁNG VIEW TRƯỜNG HỌC - Ở KINH DOANH ĐỈNH CAO - AN SINH TUYỆT VỜI- Nhà phân lô vip của Cầu Giấy, cách 1 nhà ra phố mới.- Khu vực tập trung nhiều văn phòng, công ty, ở kết hợp kinh doanh bất chấp mọi loại hình.- Nhà 2 mặt phố vào thông thoáng- Gia chủ cán bộ công chức, con cái thành đạt, ở rất có lộc, đất cực lành.- Nhà dân tự xây 4 tầng khung cột chắc chắn:+ Cầu thang gỗ lim, sàn gỗ + gạch hoa sạch đẹp.+ T1: Gara, bếp, wc+ T2: Phòng khách + 1 ngủ + wc+ T3: 2 phòng ngủ + wc+ T4: phòng thờ + sân phơi rộng.- Phân lô dân trí cao, an ninh tốt. - Sổ đỏ vuông như bánh chưng. Pháp lý sạch cất két giao dịch ngay nhé! ---------------------------- 🚀 GIÁ BÁN CHỈ: 11.5 TỶ (ẢNH THẬT-THÔNG TIN THẬT-NHÀ THẬT-GIÁ THẬT)---------------------------- ☎️ LH: PHƯƠNG_NHÀ_PHỐ 0982833366  ZALO 0902223785 (Chuyên mặt phố, biệt thự, nhà ngõ ô tô Hà Nội).Kết nối trực tiếp chủ nhà, giúp ACE mua giá tốt nhấtMiễn phí tư vấn, xem nhà 100%...",12/11/2022,Tin thường,batdongsan_so_com_vn_1673788243.9326704,, 15, 4
"5,1 tỷ VNĐ",Dịch Vọng, 40m2, 5, 6,"-Thiết kế hợp lý đầy đủ công năng : +Tầng 1: Phòng khách, bếp, vs +Tầng 2,3,4: Mỗi tầng 2 phòng ngủ,vs +Tầng 5: phòng thờ, sân phơi. +Tầng 6: Tum chống nóng +Sổ đỏ vuông, pháp lí sạch,sẵn sàng giao dịch. Liên hệ A Tuyên 0969945393 để được tư vấn và xem nhà miễn phí.",12/11/2022,Tin thường,batdongsan_so_com_vn_1673788245.5413666,,,
