price,address,Diện tích,Details,Ngày đăng,Loại tin,id,Hướng,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Số toilet
,bằng liệt hoàng mai ha noi, 38m2,"+Nhà xây mới koong,thiết kế hiện đại phù hợp rất đẹp,ở ngay,5 tầng,mt 4m.4 ngủ thoáng sáng. +Ngõ to,gần phố,gần ô tô tránh,gần bãi gửi xe, chợ, trường MN,THCS.khu dân cư đông đúc,môi trường sống văn minh,thân thiện +Khu vực nhiều người tìm mua.Liền kề KĐT Tây Nam Linh Đàm,HH Linh Đàm,chung cư Linh Đàm nhiều tiện ích VIP. +Giao thông thuận tiện khi di chuyển vào TTTP,đi các tỉn,gần vành đai 3,cao tốc Pháp Vân,bến xe.bệnh viện. + Sổ đỏ đẹp sẵn sàng sang tên. +Gía 3.4tỷ(có thương lượng). +LH Mr Phúc 0912.338.038-0978.895.889(zalo) ",16/12/2021,Tin thường,batdongsan_so_com_vn_1673835829.1620224,,,,,,
21 tỷ VNĐ,Phố Khâm Thiên Đống Đa Hà Nội, 56m2,"+ 92m2 mà chỉ có 21 tỷ, nhà mặt phố, lô góc kinh doanh, vị trí lô góc cực đẹp. + Mặt phố lớn, giá tốt, kinh doanh đa dạng, vỉa hè rộng, thông các tuyến đường, quá hiếm quá vip. + Mặt tiền gần 5 mét, chủ thiện trí bán, giá đang rẻ nhất Quận Đống Đa. + Giá bán 21 tỷ - Sổ đỏ chính chủ. + Liên hệ: Minh Quang 0327085656",16/12/2021,Tin thường,batdongsan_so_com_vn_1673835832.4586039,, 4,, 3, 3,
"4,5 tỷ VNĐ",Vĩnh Hưng Hoàng Mai Hà Nội, 56m2,"+ Tôi cần bán gấp nhà phố Vĩnh Hưng, Hoàng Mai, Vị trí nhà rất đẹp, ô tô tránh, nhà vẫn chắc chắn, khách về vẫn ở tốt, hoặc khách có thể đập đi xây 1 căn nhà vị trí ô tô tránh vừa ở vừa kinh doanh thì thật tuyệt. + Nhà mình đi được rất nhiều hướng, nên rất thuận lợi cho việc đi lại và kinh doanh. + Diện tích 56m2 mặt tiền 4 mét rất đẹp, vuông vắn. + Sổ đỏ đẹp – sẵn sàng sang tên ngay. + Giá bán: 4 tỷ 500 triệu. + Liên hệ: Minh Quang 0327085656 ( Thông tin chính xác - miễn phí xem nhà ) + Minh Quang chuyên nhà đất thổ cư Hoàng Mai, Hai Bà Trưng, Đống Đa, Thanh Xuân… Tư vấn tận tâm, miễn phí, hỗ trợ pháp lý, thủ tục vay vốn ngân hàng nhanh gọn, lãi xuất thấp.",16/12/2021,Tin thường,batdongsan_so_com_vn_1673835834.3799899,, 4,, 3, 3,
2 tỷ VNĐ,Trần Đại Nghĩa - Hà Nội, 35m2,"Vị trí nhà đẹp như tiên giáng trần đúng 3 bước chân ra mặt phố. Ngõ thẳng thông, thoáng gần phố, ba bước ra mặt phố, gần nhà có sân chơi rộng như sân đá bóng. Trẻ em trong khu chơi đùa thì hết ý. Có công có việc cũng chả lo. Hàng xóm xung quanh toàn trí thức doanh nhân, nhà lầu biệt thự đuề huề dân trí khỏi bàn.Khu vực kỳ trung tâm đắc địa ở ngay đoạn đẹp nhất nút giao Trần Đại Nghĩa – Đại La trung tâm của các trung tâm, gần bệnh viện Bạch Mai, Đại học Bách Khoa, Xây Dựng, Kinh tế Quốc dân…. Giao thông thuận tiện sang các quận trung khác như Đống Đa, Thanh Xuân, Hoàn Mai…., vài phút ra bờ Hồ, Tây Hồ, Time City…Ngôi nhà là tâm huyết bao năm của gia chủ tay trắng lập nghiệp dựng cơ đồ lập công ty tại gia. Nay công ty ngày một phát triển thịnh vượng đã mua nhà mặt phố lớn để làm trụ sợ nên đành dứt ruột bán đi.Giá chào 2  tỷ có thương lượng cho khách hữu duyên.Chi tiết LH: Nhật Nhà Đất  0977194820 (Chuyên Nhà đất Thổ cư với nguồn hàng Hơn 6000 Căn Nhà  Lớn nhỏ Từ 1 – 100 Tỷ trên khắp địa bàn Hà Nội sẵn sàng giúp Khách hàng tìm được những căn nhà ưng ý nhất).Lưu ý:-Tận Tâm, Uy tín , Chuyên nghiệp cái Tâm và cái Tầm đặt lên hàng đầu- Không kênh giá chủ nhà- Miễn phí toàn bộ dịch vụ: Dẫn khách xem nhà, tư vấn pháp lý  ",20/10/2021,Tin thường,batdongsan_so_com_vn_1673835836.8644984,,,,,,
"1,36 tỷ VNĐ",Trần Khát Chân - Hà Nội, 20m2,"Thiết kế hiện đại tận dụng toàn bộ không gian sử dụng của ngôi nhà cực thoáng.nhà mới chỉ việc xách vali về ở luôn, vài bước là ra mặt đường oto Trần Khát Chân.Vị trí đẹp thuộc đường Trần Khát Chân là 1 trong những trung tâm của khu vực Hai Bà Trưng cũng như thủ đô. Giá đất chỉ có lên chứ không có xuống , khu dân trí cao, an ninh đảm bảo, căn nhà là tâm huyết cả đời của chủ khung cột bê tông cực kỳ chắc chắn, Giao thông cực kỳ thuận tiện, gần mặt phố ngõ thông tứ phía, kết nối các quận Trung tâm như Đống Đa, Hoàn Kiếm, Hai Bà Trưng,…..gần các trường đại học lớn như ĐH Xây Dựng, ĐH Bách Khoa, Đại Học Y, ĐH Kinh Doanh Công Nghệ. Gần các bệnh viện như: BV Bạch Mai, BV Thanh Nhàn, BV 108, ….Giá 1.36 tỷ chủ thiện trí có thương lượng cho khách hữu duyên.sổ giêng chính chủ không kiếm đâu ra căn thứ 2Chi tiết LH: em Nhật 0977194820 (Chuyên Nhà đất Thổ cư).Lưu ý:- Không kênh giá chủ nhà- Miễn phí toàn bộ dịch vụ: Dẫn khách xem nhà, tư vấn pháp lý",13/12/2021,Tin thường,batdongsan_so_com_vn_1673835838.9444,,,,,,
"2,3 tỷ VNĐ",Trần Đại Nghĩa - Hà Nội, 45m2,"Với diện tích  sử dụng thực tế gần 50m2 QUÁ RẺ so với tầm tài chính, căn nhà là tâm huyết bao năm trời của chủ Nhà cực kỳ kiên cố vững chắc . Thuộc khu đắc đại Quận Hai Bà Trưng, vài Bước là ra mặt đường Trần Đại Nghĩa,10 phút ra đến Bạch Mai ……gần các trường đại học lớn như Xây Dựng, Bách Khoa ,Kinh tế quốc dân ……thoáng mát, ngõ rộng,thông tứ tung , có bãi để xe gần nhà, xe cá nhân có thể để sân nhà.Nhà có góc nhìn thoáng đẹp, cực đã mắt, là một lơi lý tướng để sinh sống, an cư.Ngõ rộng cực thoáng  them vào đó  khu vực là 1 trong những khu dân trí cao, cùng an sinh tuyệt vời.Căn nhà còn sỡ hưu 1 hình sổ vuông đét, cùng cái giá giật mình chỉ 2.35  tỷ chủ nhà hữu ý có thương lượng Chi tiết LH: em Nhật 0977194820 (Chuyên Nhà đất Thổ cư).Lưu ý:- Không kênh giá chủ nhà- Miễn phí toàn bộ dịch vụ: Dẫn khách xem nhà, tư vấn pháp lý",14/12/2021,Tin thường,batdongsan_so_com_vn_1673835841.5085177,,,,,,
"2,6 tỷ VNĐ",Bách Khoa - Hà Nội, 45m2,"Độc Nhất và Duy Nhất không có căn thứ 2 khu vực an sinh cực đỉnh không có nhà mà mua Nhà thuộc khu tập thể phân lô giảng viên, cán bộ trường Bách Khoa và trường Đại học Mở,ngõ thông hè thoáng đi bộ ra ôto  30m ra mặt phố Trần Đại Nghĩa.+ Hàng xóm toàn cán bộ giảng viên các trường đại học nổi tiếng : Đại Học Bách Khoa , Xây Dựng, Kinh tế quốc dân ….sát sường là nhà của danh hài nổi tiếng Việt Nam, anh chị em cứ đến sẽ biết là ai liền, thân thiện, vui vẻ, hài hước.+ Nhà 4 tầng  thiết kế cực kì hiện đại đẹp lung linh tầng 1 phòng, vệ sinh, ban công cực kỳ thoáng đãng + Chủ đã già, chân đau đi lại lên tầng khó khăn nên cần bán nhanh để mua chung cư gần con cái nên cực kỳ thiện trí với khách hữu duyên giá trào 2.6 tỷ có thương lượng Chi tiết LH: em Nhật 0977194820 (Chuyên Nhà đất Thổ cư).Lưu ý:- Không kênh giá chủ nhà- Miễn phí toàn bộ dịch vụ: Dẫn khách xem nhà, tư vấn pháp lý ",15/12/2021,Tin thường,batdongsan_so_com_vn_1673835843.5651767,,,,,,
31 tỷ VNĐ,Tây Hồ, 140m2,"Chính thức mở bán biệt thự lâu đài Vimefulland Tây Hồ Ciputra Hà Nội.Chính thức mở bán khu biệt thự Lâu Đài và khu biệt thự Lâu Đài Phố, thuộc dự án The Lotus Center Ciputra Tây Hồ, quận Tây Hồ, Hà Hội.* Mang thương hiệu Vimefulland – thương hiệu BĐS của Tập đoàn Dược phẩm Vimedimex với gần 10 dự án tại Hà Nội* Thiết kế theo kiến trúc lâu đài cổ điển nước Pháp tinh tế, với diện tích từ 140m2, đến 419m2, 3 tầng, cộng thêm 1 tầng hầm và 1 mái chóp nhọn, sở hữu mặt tiền rộng đến 12m, mang hoạ tiết hoa văn đắp nổi, những cột trụ dày đặc trông rất đồ sộ và nguy nga.* Không gian mở linh hoạt có thể thay đổi diện tích sàn sử dụng từ 99m2 - 140m2, hay từ 150m2 - 319m2, thêm tầng áp mái làm không gian hưởng thụ, riêng các phòng ngủ vẫn đảm bảo được chiếu sáng tự nhiên thông qua các cửa sổ trước và sau nhà. Sảnh thang máy và thang bộ được đón gió tự nhiên qua hệ thống thông gió từ tầng hầm.* Vị trí đắc địa trên mặt đường Võ Chí Công ngay dưới chân cầu Nhật Tân, cách Sông Hồng, Hồ Tây 300m, dễ dàng di chuyển đến trung tâm thành phố hay đi ra sân bay Quốc Tế Nội Bài. * Thiết kế theo mô hình thương mại sầm uất, hợp nhất giữa đầu tư kinh doanh, đảm bảo sinh lời từ bất động sản, vừa sinh hoạt thuận tiện hơn khi “một bước ra phố”.* Tiện ích xã hội toàn khu Ciputra và khu vực vào loại bậc nhất hiện tại như:- Giáo dục: hệ thống trường quốc tế nổi tiếng như Trường Quốc Tế Liên Hợp Quốc (UNIS), trường quốc tế Singapore (SIS), trường song ngữ quốc tế Hà Nội Academy, trường mầm non kinderWorld kindergarten...!- Giải trí:  học viện golf danh tiếng Leadbetter, sân tập golf, trung tâm Fitness, thư viện, phòng sông hơi, sân chơi trẻ em, tennis, bể bơi Sky Panorama bốn mùa, Rooftop City Bar, khu vui chơi, spa, vườn treo, công viên xanh, phòng sinh hoạt cộng đồng hiện đại, đường dạo bộ...!- Và các tiện tích thiết yếu:+ Trung tâm thương mại, siêu thị.+ Chuỗi các nhà hàng  u - Á - Việt sang trọng, và các cửa hàng tiện lợi.+ Dịch cụ trông trẻ theo giờ uy tín. Dịch vụ dọn dẹp nhà cửa, giặt là tiện lợi.+ Dịch vụ cho thuê xe hạng sang đưa đón.+ Hệ thống camera an ninh giám sát 24/7 đảm bảo an toàn tuyệt đối.* Khu biệt thự Lâu Đài và Lâu Đài Phố Vimefulland Tây Hồ là khu trung tâm đẹp và hiện đại bậc nhất thủ đô Hà Nội, Khẳng định giá trị độc tôn của gia chủ, đáng để quý vị, các bạn và đặc biệt là giới trí thức trẻ đầu tư để tận hưởng và cảm nhận.👉 Liên hệ 𝟬𝟵𝟯𝟱.𝟭𝟭𝟲.𝟭𝟯𝟯 ngay hôm nay để được tư vấn MIỄN PHÍ về dự án!------------️️🔶🔹🔶------------🍀 𝐓𝐇𝐄 𝐋𝐎𝐓𝐔𝐒 𝐂𝐄𝐍𝐓𝐄𝐑 - GIÁ TRỊ Ở SỰ KHÁC BIỆT🍀📌 Vị trí: mặt đường Võ Chí Công, quận Tây Hồ, Hà Nội🏣 Chủ đầu tư: Tập đoàn Vimedimex📈 Đơn vị phát triển kinh doanh: Vimefulland🌈 Đơn vị quản lý vận hành: Savills Việt Nam.",15/12/2021,Tin thường,batdongsan_so_com_vn_1673835846.0010495,,,,,,
4 tỷ VNĐ,Hà Nội, 43m2,"Bán gấp nhà phố Trần Hữu Tước, quận Đống Đa 4 tỷ, 43m2, 4 tầng chủ tự xây còn mới, ở luôn. + Vị trí nhà đẹp, vài bước ra chợ và hồ điều hòa, có thể để xe ngày đêm, gần trường điểm các cấp chất lương cao, tiện ích đầy nhà. + Mặt ngõ, ngõ thông, rộng, ô tô có thể qua, kinh doanh cũng được. + Nhà đẹp, trang bị full nội thất, thiết kế tối ưu. + Giá 4 tỷ thương lượng bao sang tên, tặng full nội thất xịn.  + Sổ đỏ ngon lành, khuôn đất vuông vắn.Liên hệ chi tiết và xem nhà miễn phí: Thanh Bình Tiến sĩ Thổ cư - 0856 968 656.",15/12/2021,Tin thường,batdongsan_so_com_vn_1673835847.6310825,,,,,,
"3,4 tỷ VNĐ",Hà Nội, 34m2,"- Nhà đẹp ở luôn, 2 thoáng, ngõ rộng, cách ô tô 20m. Ngay trung tâm Cầu Giấy, gần nhiều trường Đại học như: ĐH Quốc Gia Hà Nội, Ngoại Thương, Sư Phạm,... - Thiết kế hiện đại, đầy đủ công năng phù hợp cho hộ gia đình hoặc mua tặng con học đại học. - Diện tích là 30m, thực tế xây 34m, trừ tầng 1. - Thiết kế mỗi tầng 1 phòng ngủ rộng, tổng có 3 ngủ, phòng khách, phòng thờ, sân phơi. - Sổ vuông vắn, sẵn sàng giao dịch. Lh: Mai 0983724773.",15/12/2021,Tin thường,batdongsan_so_com_vn_1673835849.843693,, 5,,,,
