price,address,Diện tích,Details,Ngày đăng,Loại tin,id,Mặt tiền,Số tầng,Số phòng ngủ,Số toilet,Lộ giới,Hướng
7 triệu VNĐ,Đường Thạch Bàn phường Thạch Bàn, 70m2,"Vị trí : Cách cầu Vĩnh Tuy 1,5km, Chương Dương 3km, Gần trường tiểu học, trung học Thạch Bàn, Gần Aeon mall. Khu dân cư đông đúc, an ninh tốt , hệ thống cây xanh thoáng mát, sạch sẽ Tiện ích : Siêu thị, bể bơi, sân chơi,… Phù hợp hộ gia đình Diện tích: 70m2, 2 phòng ngủ, 2 vệ sinhĐầy đủ nội thất: sàn gỗ, tủ bếp, bếp, hút mùi, giường tủ, điều hòa, nóng lạnh, sofa, tivi, tủ lạnh, máy giặt … Vào ở được luôn Không gian nhà thoáng mát hiện đại Giá 1.55 Tỷ ( có thương lượng )",30/06/2022,Tin thường,batdongsan_so_com_vn_1673817214.8358927,, 11, 2, 2, 20,
"1,86 tỷ VNĐ",Đường Đào Văn Tập phường Việt Hưng, 61m2,"Vị trí: Cách vincom 500m, cách bệnh viện Đức Giang 3km, cách big c 1km, cách Aeon 2km, tiện ích gần khu BT Vinhomes, gần trường chợ khu vực, … Diện tích: 61m2, 2 phòng ngủ, 1 vệ sinh Nội thất đầy đủ : sàn gỗ, sofa, bàn ăn, tủ bếp, bếp từ, hút mùi , điều hòa, nóng lạnh, bàn ăn, giường, tủ quần áo, tivi, máy giặt, .. đầy đủ chỉ việc mang vali vào ở Giá: 1.860 tỷ bao thuế phí. ( Có hỗ trợ vay ngân hàng lên tới 70% ) Tiện ích: giao thông thuận tiện, có tầng hầm để xe ô tô, xe máy, gần bể bơi, khu vui chơi cho trẻ em,… LH: 0975278133 ( TaiLuong)",30/06/2022,Tin thường,batdongsan_so_com_vn_1673817216.5288715,, 8, 2, 1, 10,
"3,9 tỷ VNĐ",Bạch Mai - Hà Nội, 45m2,"* Vị trí: Nhà nằm trong khu dân dân trí cao, gần chợ Bách Khoa , trung tâm hành chính quận Hai Bà Trưng thuận tiện di chuyển qua Đống Đa gần trường mầm non, trạm y tế, đồn công an, an ninh cực tốt, ngõ thông di chuyển mọi hướng thuận lợi. Nhà ngõ nông sát phố Bạch Mai diện tích khủng gần 50m2 x 5 tầng chủ xây để ở nên tâm huyết đến từng viên gạch đường vữa chủ nhà là dân trong ngành xây dựn nên thiết kế nhà đâu vào đấy vô cùng hợp lý,ngõ thông bàn cờ di chuyển đi mọi hướng thuận tiện tới các vị trí trung tâm như : Đại Học Bách Khoa , Xây Dựng ,Kinh tế Quốc Dân,..... - Pháp lý: Sổ đỏ chính chủ, vuông đét ,sang tên 1 nốt nhạc . Chủ làm ăn phát đạt đã tậu nhà mới nên cần thanh khoản nhanh cực kỳ thiện tríChi tiết LH: em Nhật 0977.194.820  (Chuyên Nhà đất Thổ cư).Lưu ý:- Không kênh giá chủ nhà- Miễn phí toàn bộ dịch vụ: Dẫn khách xem nhà, tư vấn pháp lý ",30/06/2022,Tin thường,batdongsan_so_com_vn_1673817217.842357,,,,,,
"2,5 tỷ VNĐ",Đường Nghĩa Lộ phường Yên Nghĩa, 30m2,"
    Bán nhà ngõ 128 Nghĩa Lộ - Yên Nghĩa, 30m2, 5 tầng, nội thất đẹp.
Nhà xây mới 5 tầng hiện đại thiết bị nhập khẩu, cửa và cầu thang bằng gỗ lim cao cấp.
Mặt tiền 3.3m thoáng đãng.
Nhà cách mặt ngõ 30m
Nhà gồm :
Tầng 1: sân để xe, phòng khách, bếp, wc. 
Tầng 2,3,4: mỗi tầng 1 phòng ngủ khép kín. 
Tầng 5: sân phơi. 
Sổ đỏ vuông vắn, chính chủ, pháp lý sạch sẵn sàng giao dịch.
Chủ đang rất cần bán gấp, Giá 2.5 tỷ (Có thương lượng).
Gọi ngay cho tôi Mr. Đức 0914986979
Miễn Trung Gian và Môi Giới làm phiền.
Cam kết thông tin thật 100%.
",30/06/2022,Tin thường,batdongsan_so_com_vn_1673817219.1099658, 3, 5, 3, 4, 3,
7 tỷ VNĐ,Đường Nguyễn Phúc Lai phường Ô Chợ Dừa, 50m2,"+ Cần bán gấp căn nhà rất đẹp phố Nguyễn Phúc Lai, quận Đống Đa. Vị trí trung tâm, phân lô, Ô tô đỗ cửa. Khu vực dân trí cao, hàng xóm thân thiện, an ninh tốt.  + An sinh đỉnh, tiện ích ngập tràn. Cách phố chỉ vài bước chân, ngay gần chợ, Hồ Hoàng Cầu, trường THPT Hoàng Cầu, Nhà khách Quốc Hội, TTTM, Siêu thị, Ga La Thành, chung cư Peak View Tower.  + Giao thông thuận tiện, thông khắp ngả. Kết nối phố Hoàng Cầu, Nguyễn Phúc Lai, Mai Anh Tuấn, La Thành, Láng Hạ. Gần phố Hào Nam, Ô Chợ Dừa, Xã Đàn...  + Nhà xây khung cột chắc chắn, thiết kế hiện đại, đầy đủ công năng.  + Chủ nhà cán bộ ngành Y, bán đi để về biệt thự ở với các con.  + Sổ đỏ chính chủ sẵn sàng giao dịch.  + Giá: 7 tỷ ( có thương lượng )  Liên hệ 0926891993 ( A LIỆU ) để xem nhà miễn phí, làm việc chính chủ.",29/06/2022,Tin thường,batdongsan_so_com_vn_1673817220.911148, 4, 4, 4, 3, 5,
9 triệu VNĐ/m2,"Thôn Ninh Sơn, Chúc Sơn, Chương Mỹ, Hà Nội", 766m2,"Cần Tiền Thanh Lý Nhanh Lô Đất Thôn Ninh Sơn, Chúc Sơn DT 766m2, Đường Ô Tô Tránh. Chỉ 9 triệu/m2.Vị Trí; Lô đất khu vực đồi Ninh Sơn, cách QL6 chỉ vài trăm mét khu vực thoáng mát không khí trong lành, phù hợp làm khu nghỉ dưỡng nhà vườn,đường rộng xe 16 chỗ vào tận đất , đi bộ vài phút ra trung tâm hành chính Huyện Chương Mỹ, gần hồ sinh thái vực Ninh, hiện đang trồng cây lâu năm chủ yếu là cây chè và mítPháp lý; Sổ đỏ chính chủ sẵn sàng giao dịch.Liên hệ: Mr Luyện 0911779569 thổ cư để được xem nhà miễn phí 24/7.“TRAO GỬI NIỀM TIN_ NHẬN LẠI YÊU THƯƠNG”",29/06/2022,Tin thường,batdongsan_so_com_vn_1673817222.5387936, 17,,,, 5,
26 tỷ VNĐ,Quận Cầu Giấy, 100m2,"Cực Hiếm.Nhà Dương Quảng Hàm.100m2, 6 tầng, ô tô – Kinh doanh bất chấp. Giá nhỉnh 26 tỷ.+ Nhà mặt phố Trung tâm Quận Cầu Giấy. Vị trí tuyệt đẹp, vỉa hè. Ô tô tránh, kinh doanh bất chấp. Tiện ích miễn bàn.+ Nhà cực đẹp, chủ xây chắc chắn tâm huyết, thiết kế vô cùng hợp lý. Nội thất đắt đỏ cực chất, ô chờ thang máy.+ T1 thông sàn + Bếp + wc, 6 phòng ngủ WC khép kín + phòng thờ và sân phơi đầy đủ công năng sử dụng.+Khu dân cư đông đúc nhiều trường Đại Học kinh doanh buôn bán kinh doanh ngày đêm tấp nập.+Tuyến phố chính thông Nguyễn Khánh Toàn, Quan Hoa, Cầu Giấy và các tuyến phố nội đô….+ Sổ đỏ chính chủ sẵn sàng giao dịch.+ Giá:Thỏa thuận.Liên hệ: Anh Đoàn - 0962745289.+ Chuyên nhà đất – Đất thổ cư Hà Nội.+ Nhiệt tình vui vẻ, dẫn khách xem nhà miễn phí. Tư vấn pháp lý, thủ tục sang tên nhanh gọn.+ Tư vấn 24/7.",29/06/2022,Tin thường,batdongsan_so_com_vn_1673817224.0487971,,,,,,
"3,2 tỷ VNĐ",Đường Phương Canh phường Xuân Phương, 35m2,"-Nhà mới koong Xuân Phương - Từ Liêm 5 tầng, 6 ngủ đầy đủ công năng. - Ngõ rộng 3m rất thuận tiện, ô tô cách nhà 20m. Nhà phố giá quê chỉ 3.2 tỷ.
",29/06/2022,Tin thường,batdongsan_so_com_vn_1673817225.3873866, 4, 5, 6, 4, 4,
27 triệu VNĐ/m2,"Phú Mỹ, Biên Giang, Hà Đông, Hà Nội", 300.7m2,"Bán Đất Phú Mỹ, Biên Giang Hà Đông, Ngõ Ô Tô 7 chỗ, DT 300,7 m2, MT 18 m, Chỉ 27 triệu/m2. Vị trí: Lô đất nằm khu vực thôn Phú Mỹ, Ngõ Ô Tô 7 chỗ vào tận đất, mặt tiền rộng 18 m, tha hồ phân lô, hướng tây tứ trạch, khu vực gần song đáy, gần trường trung cấp Cầu Đường và dạy nghề Binh Đoàn 12, vị trí an cư lạc nghiệp đầu tư sinh lời, cách QL 6 chỉ 3,5 km, cách đường trục hính Phú Mỹ 5m. Khu vực an ninh tốt hàng xóm thân thiện. Pháp lý; Sổ đỏ chính chủ vuông đẹp Liên hệ: Mr Luyện 0911779569 thổ cư để được xem nhà miễn phí 24/7. “TRAO GỬI NIỀM TIN_ NHẬN LẠI YÊU THƯƠNG” ",29/06/2022,Tin thường,batdongsan_so_com_vn_1673817227.084846, 18,,,, 4, Tây nam
"5,6 tỷ VNĐ",Cự Lộc, 48m2,"Cần bán căn nhà LÔ GÓC tại Phố Cự Lộc - Thanh Xuân,- Diện tích: 48m2.- Mặt tiền đẹp: 4.5m.- Nhà LÔ GÓC thoáng sáng.+ Vị trí đắc địa, vài phút ra Ngã Tư Sở, gần TTTM, bệnh viện, trường học các cấp.+ Đường trước nhà rộng thoáng Ô TÔ nhỏ đỗ cửa, thông tứ tung.+ Thiết kế nhà hiện đại, đầy đủ công năng sử dụng, khách mua về ở ngay.+ Sổ đỏ vuông đẹp, pháp lý chuẩn, sang tên nhanh.LH: Em Hoan, 0925088355, chuyên thổ cư Hà Nội, miễn phí xem nhà 24/7.",29/06/2022,Tin thường,batdongsan_so_com_vn_1673817228.3315723, 4,,,,,
