price,address,Diện tích,Mặt tiền,Lộ giới,Số tầng,Details,Ngày đăng,Loại tin,id,Số phòng ngủ,Số toilet,Hướng
4 tỷ VNĐ,Hạ Đình, 38m2,,, 5,"1 NHÀ RA Ô TÔ TRÁNH, Phố Hạ Đình, Thanh Xuân, 38m2, 5 Tầng, 4 Tỷ.+ Vị trí nhà đẹp, gần trường học Cấp 1,2 Hạ Đình, gần Hồ, chợ, TTTM, bãi xe ô tô 30m.+ Đường rộng thông thoáng, cách đường lớn 60m, thông sang Khương Đình, Nguyễn Xiển, Nguyễn Trãi.+ Khu vực hiếm nhà bán, khu dân trí cao, an ninh tốt, rất đáng sống.+ Sổ đỏ vuông đẹp, pháp lý chuẩn, sẵn sàng dao dịch.    LH: Em Hoan, 0925088355, chuyên Thổ cư Thanh Xuân, Đống Đa, miễn phí xem nhà 24/7.",14/09/2022,Tin thường,batdongsan_so_com_vn_1673801774.014459,,,
4 tỷ VNĐ,Đường Tôn Đức Thắng phường Hàng Bột, 45m2,, 4,,"+ Liên hệ: Mr Vượng – 912949598. Chuyên môi giới Bất Động Sản Đống đa,Tận tâm, Uy tín KHÁCH HÀNG ĐƯỢC TRỰC TIẾP GẶP CHỦ NHÀ",14/09/2022,Tin thường,batdongsan_so_com_vn_1673801775.4585955,,,
4 tỷ VNĐ,Cự Lộc, 38m2,,, 5,"Nhà đẹp, ở ngay Phố Cự Lộc, Thanh Xuân 38m2, 5 Tầng, MT 3.8m, THOÁNG TRƯỚC SAU, Nhỉnh 4 Tỷ.+ Vị trí nhà đẹp, gần Ngã Tư Sở, Royal City, trường học các Cấp, bãi xe ô tô 30m.+ 30m ra mặt Phố Cự Lộc, 60m ra đường Nguyễn Trãi. Đường rộng thoáng thông sang Nguyễn Trãi, Quan Nhân, Chính Kinh.+ Sổ đỏ vuông đẹp, pháp lý chuẩn, sẵn sàng dao dịch.    LH: Em Hoan, 0925088355, chuyên Thổ cư Thanh Xuân, Đống Đa, miễn phí xem nhà 24/7.",14/09/2022,Tin thường,batdongsan_so_com_vn_1673801776.7327435,,,
"13,2 tỷ VNĐ","Trần Duy Hưng, Trung Hòa", 58m2,,, 7,"+ Nhà 7 tầng mới hoàn thiện , cách phố vài chục m , khu vục nhu cầu nhà ở , nhà cho thuê luôn ở mức rất cao trong khu vực.  + Thiết kế đẹp, nội thất đầu tư tỉ mỉ , chất lượng hoàn thiện từ cửa , tủ bếp , wc , điện nước được đầu tư kỹ lưỡng.  - Tầng 1,2,3 thông sàn - Tầng 4,5 : 4PN rộng.- Tầng 6 : phòng thờ , khách- Tầng 7 : sân phơi , phòng thờ - Thang máy lên tận tầng 7. + Các nhà xung quanh cho thuê 1 phòng tầm 7-8tr/tháng. Mua về kết hợp nhiều mục đích , vừa cho thuê vừa ở hoăcn cho thuê cả nhà....+ Sổ đỏ đẹp. Sẵn sàng giao dịch.+ Giá chào 13.2 tỷ (có thương lượng).+ Liên hệ ngay: 0968.627.597 Em Thế Anh (hỗ trợ xem nhà, tư vấn pháp lý, vay vốn ngân hàng, sang tên sổ đỏ).",14/09/2022,Tin thường,batdongsan_so_com_vn_1673801778.2676377, 4,,
"3,2 tỷ VNĐ",Mạc Thị Bưởi - Hà Nội, 50m2,,,,"Vị trí chả thể nào đẹp hơn sát ngày tòa nhà Hòa Bình khu phân lô dân trí cao nhà hai mặt ngõ cực kỳ thoáng đãngĐúng vài bước là ra mặt phố lớn Mạc Thị Bưởi ,sát nách Time City, Hòa Bình  tận dụng mọi tiện ích……thuận tiện di chuyển  trường đại học lớn như Xây Dựng, Bách Khoa ,Kinh tế quốc dân, Công Nghiệp, Kinh tế ……hoặc đến các khu vực trung tâm giải trí khác như Bờ Hồ, Tây Hồ,…. Cực kỳ dễ dàng tiện lợi. Ngõ thoáng mát, rộng,. Nhà thoáng chan hòa ánh nắng, cực đã mắt, là một lơi lý tướng để sinh sống, an cư, Hàng xóm xung quanh toàn giảng viêng các trường đại học lân cận cực kỳ thân thiện dễ gần.Giá chào 3.2 tỷ,có thương lượng chủ nhà có tuổi cực vì nhu cầu tài trính nên mới phải bán đi nên cực kỳ thiện trí với khách nhiệt tình Chi tiết LH: em Nhật 0977194820 (Chuyên Nhà đất Thổ cư).Lưu ý:-Tận Tâm, Uy tín , Chuyên nghiệp cái Tâm và cái Tầm đặt lên hàng đầu- Không kênh giá chủ nhà- Miễn phí toàn bộ dịch vụ: Dẫn khách xem nhà, tư vấn pháp lý  ",14/09/2022,Tin thường,batdongsan_so_com_vn_1673801779.69386,,,
45 tỷ VNĐ,Ngụy Như Kon Tum Thanh Xuân Hà Nội, 85m2, 9,, 7,"- Diện tích 85m2 x7 tầng thang máy.  Mặt tiền 9.2m  Giá bán 45 tỷ ( có thương lượng )  - Nhà nằm vị trí cực đẹp, lô góc, hai mặt ngõ ô tô, khu vực kinh doanh sầm uất - Thiết kế 7 tầng thang máy, khung cột chắc chắn, đẹp lộng lẫy.  1 hầm và 6 nổi thông sàn kinh doanh.  - Giao thông thuận tiện Lê Văn Lương, Khuất Duy Tiến, Ngụy Như Kon Tum, Nguyễn Huy Tưởng, Vũ Trọng Phụng.  - Sổ đỏ đẹp như hoa hậu, sẵn sàng giao dịch. ACE có nhu cầu liên hệ với em để được tư vấn.  Miễn ( TG Quảng Cáo ) ",14/09/2022,Tin thường,batdongsan_so_com_vn_1673801780.9954476, 5, 5,
"15,5 tỷ VNĐ",Trung Kính, 56m2,,, 6,"+ Phố VIP Trung Kính ngay ngã tư Mạc Thái Tổ, Hạ Yên Quyết... mặt tiền lý tưởng 5.5m+ Ngõ nông ô tô tránh ở VIP hoặc kinh doanh VP đều tuyệt.+ Khu dân trí cao, phân lô cán bộ cấp cao tập trung nhiều văn phòng, nhà hàng, người nước ngoài.+ Nhà đẹp. Kết cấu xây dựng kiên cố 6 tầng có chỗ cải tạo có thể lắp thang máy.+ Nhà có mặt thoáng phía sau vĩnh viễn mở cửa sổ ra hút gió phòng nào cũng thoáng tràn ngập ánh sáng tự nhiên.+ Sổ đỏ đẹp. Sẵn sàng giao dịch.+ Giá chào 15.5 tỷ (có thương lượng).+ Liên hệ ngay: 0968.627.597 Em Thế Anh (hỗ trợ xem nhà, tư vấn pháp lý, vay vốn ngân hàng, sang tên sổ đỏ).",14/09/2022,Tin thường,batdongsan_so_com_vn_1673801782.0924606, 5,,
"3,2 tỷ VNĐ","Nguyễn Trãi, Thanh Xuân, Hà Nội", 30m2, 8,, 5,"+ Bán Nhà Phố Nguyễn Trãi, Quận Thanh xuân, lô góc 2 thoáng siêu đẹp. khu vực toàn công chức ở, an ninh tốt, dân trí cao. Chỉ 10 phút ra Royal city và Pico. + Chủ nhà xây tâm huyết, thiết kế đẹp, ánh sáng ngập tràn, nội thất đầy đủ. Cần bán để sang nước ngoài ở với con. + Nhà 5 tầng mới đẹp, vài bước ra phố. Gần các đường như Nguyễn Tuân, Nguyễn Xiển, Đường Láng, Trường Chinh, Hạ Đình, Vũ Trọng Phụng, Khương Đình,…và nhiều trường Đại Học. Giá chỉ 3.2 tỷ. + Sổ đỏ cất két, sẵn sàng giao dịch. + Liên hệ; 0911303899 - Mr Quân. Tư vấn miễn phí 24/24.",14/09/2022,Tin thường,batdongsan_so_com_vn_1673801783.2747378, 3, 3,
4 tỷ VNĐ,"hoàng mai, hà nội", 45m2,,,,"4Bán nhà Hoàng Mai, Phố Giáp Bát, 45m, 4t, mt6,5, 4tỷ.+ Ô tô lùi gần nhà, đi bộ vài bước chân ô tô tránh xe máy, gần trường mần non cấp 1,2, gần chợ.+ Nhà thết kế phù hợp cho 2,3 thế hệ.+ Cách bến xe Giáp Bát 2 phút đi xe, Gần Giải Phóng, Kim Đồng, Tam Trinh, Tân Mai, Hoàng Mai, trường Đại Học Kinh Tế Quốc Dân Xây Dựng, Bách khoa, Bệnh viện Bạch Mai.+ Sổ đỏ chính chủ sẵn sàng giao dịch.+ Lh: 0346363362 : Phú Gia chuyên nhà phố Hà Nội",14/09/2022,Tin thường,batdongsan_so_com_vn_1673801789.1590493,,,
"2,95 tỷ VNĐ",Tổ 6 Kiến Hưng hà Đông 33, 33m2, 3, 9, 4,"Chủ cần bán nhà riêng tại Tổ 6 Đa Sỹ Hà Đông 33m 4 tầng 4 ngủ giá 2.95 tỷ- Nhà nằm khu dân trí cao an ninh tốt, gần trường các câp, chợ, siêu thì, y tế, ủy ban... xung quanh tiện ích không thiếu gì.- Nhà được thiết kế 4 tầng với đầy đủ công năng.+Tầng 1:  Phòng khách, vs, bếp+Tầng 2,3: Mỗi tầng 2 ngủ + 1 vs+ Tầng tum: Sân phơi + DT: 33/37m2+ MT: 3.70m-  Sổ đẹp như tờ A4, pháp lý chuẩn.- Hướng: Tây Nam- Giá: 2.95 tỷ.- Goi ngay cho Nguyên Anh :0819508701 để biết thêm thông tin chi tiết và xem nhà miễn phí.33",14/09/2022,Tin thường,batdongsan_so_com_vn_1673801790.328875, 4, 3, Tây nam
