price,address,Diện tích,Mặt tiền,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id,Lộ giới,Hướng
"4,65 tỷ VNĐ",LONG BIÊN, 47m2, 3, 4, 4,,"Bán nhà phố Nguyễn Văn Linh 4T mới tinh,ô tô 7 chỗ vào nhà ,KD,ở sướng giá hơn 4 tỷ. + Vị trí nhà thuộc phường Thạch Bàn, gần Khu biệt thự Arden Park, khu vực đang phát triển mạnh, nhà cách ô tô tránh, được thiết kế hiện đại, nhà bao gồm: - Tầng 1: Gara, phòng khách, bếp, WC. - Tầng 2, 3: Mỗi tầng 2 phòng ngủ, vệ sinh. - Tầng 5: Phòng thờ và sân phơi. + Sổ đỏ. Pháp lý rõ rang. + Liên hệ: Anh Quân 0987353408 để được tư vấn và xem nhà miễn phí. ",05/04/2022,Tin thường,batdongsan_so_com_vn_1673828421.9032354, 5,
"3,7 tỷ VNĐ",Khương Trung, 35m2,, 5, 5,,"- Vị trí: Lô góc nhà cách đường ô tô 10m, ngõ thông sang phố Khương Hạ, trường học các cấp. - Nhà chính chủ, thiết kế hiện đại, chắc chắn, đầy đủ tiện nghi sử dụng. - Sổ đỏ: Vuông vắn, chính chủ, sẵn sàng giao dịch. - Giá 3.6 tỷ thương lượng với chủ nhà.  - Liên hệ ngay em Thảo chuyên thổ cư Hà Nội.",05/04/2022,Tin thường,batdongsan_so_com_vn_1673828423.7214227,,
"5,5 tỷ VNĐ","Đường Võ Chí Công, phường Phú Thượng, quận Tây Hồ, Hà Nội", 168.1m2,,, 3, 2,"Em Vân Anh muốn bán lại căn hộ 3PN + 2VS (tầng trung) chung cư Udic Westlake Tây Hồ (thuộc Đường Võ Chí Công, quận Tây Hồ, Hà Nội) Căn góc ban công Tây Nam, view thoáng tha hồ hít khí trời (dưới toàn hoa lá cỏ cây nên yên tâm vừa sạch vừa nên thơ!).  Tất cả các phòng đều đón ánh sáng tự nhiên, theo phong thuỷ là vời tài lộc từ mọi hướng! Căn hộ mới 100%, nội thất cơ bản (toàn đồ hịn), tổng diện tích ~ 168m2, giá chỉ 5,5tỷ (mua năm 2022 là quá hợp lý luôn ạ!)- được ngân hàng hỗ trợ vay tối đa 70% Thích hợp cho hộ gia đình, tổ ấm yên bình!  Liên hệ em (chính chủ) 0977568223",05/04/2022,Tin thường,batdongsan_so_com_vn_1673828430.225062,, Đông bắc
"15,8 tỷ VNĐ",Hà Nội, 75m2,,,,,"THANG MÁY - Ô TÔ TRÁNH - VỈA HÈ - KINH DOANH ĐỈNH - SĐT: 0366 555 258.Mô tả: + Diện tích 75 m2, 7 tầng thang máy, mặt tiền 5.4 m. + Trước nhà ô tô tránh nhau. + Vỉa hè 2 bên. + Vị trí đắc địa. + Ô tô 7 vào nhà, dừng đỗ ngày đêm. + Dân trí cao, an ninh tốt, kinh doanh đỉnh, hiền hồ g63 vài bước chân ra Văn Miếu, Hồ Gươm.Thiết kế: - Tầng 1: Gara ô tô, phòng khách, bếp, WC. - Tầng 2, 3, 4, 5, 6: Các phòng, WC. - Tầng 7: Phòng thờ, sân phơi.Pháp lý: Sổ đỏ đẹp, vuông đét sẵn giao dịch.Gía chào chỉ 15.8 tỷ thương lượng mạnh.Liên hệ xem nhà miễn phí ngay - SĐT: 0366 555 258",05/04/2022,Tin thường,batdongsan_so_com_vn_1673828431.1276355,,
75 tỷ VNĐ,Tăng Bạt Hổ Hai Bà Trưng Hà Nội, 260m2, 18, 3, 4,,"+ Hiếm lắm, Nhà mặt phố Tăng Bạt Hổ, như biệt thự nằm giữa phố có 102, khu vực cực kỳ hiếm nhà bán, 5.6 năm mới chỉ có 1 vài căn bán thôi, diện tích rộng, mặt tiền khủng  kinh doanh đẳng cấp. + Vị trí lõi Hai Bà Trưng, DT 260m2, Biệt thự 3 tầng, mặt tiền 18m, mặt tiền siêu rộng, cực hiếm có căn thứ 2. + Giá: ~ 300tr/m2 + Quan tâm xin liên hệ: Minh Quang 0327085656 ( Anh chị em môi giới vui lòng không gọi điện. Xin cảm ơn )",05/04/2022,Tin thường,batdongsan_so_com_vn_1673828432.0192492,,
"15,8 tỷ VNĐ",Hà Nội, 70m2,,,,,"Bán nhà sổ đỏ phố Chùa Bộc - SĐT: 0366 555 258.Thông số đẹp:Diện tích 70 m2, 6 tầng thang máy.Mặt tiền 5.9 m. - Nhà xây khung cột bê tông 6 tầng chắc chắn, hiền hồ g63 vuông vắn, thiết kế hợp lí, mua về ở hoặc kết hợp kinh doanh buôn bán tốt. - Là ngõ đẹp nhất phố Phương Mai, đường phân lô, ô tô tránh, thuận tiện vừa ở vừa kinh doanh hoặc làm văn phòng.Vị trí cực đẹp, đỉnh so với tầm tiền. - Sổ đỏ chính chủ công chứng nhanh chóng.Giá bán chỉ 15.8 tỷ thương lượng mạnh.Liên hệ chính chủ - 0366 555 258.Miễn trung gian, môi giới.",05/04/2022,Tin thường,batdongsan_so_com_vn_1673828433.1523361,,
30 tỷ VNĐ,Trần Quang Diệu Đống Đa Hà Nội, 160m2, 8, 2, 3,,"+ Mảnh đất vàng, siêu hiếm siêu đẹp Phố Trần Quang Diệu quận Đống Đa, view thoáng đón gió kinh doanh rất tốt, kinh doanh sầm uất ngày và đêm, + Nhà hiện tại đang là nhà 2 tầng, mặt tiền 8m, sổ đỏ lại vuông vắn nở hậu, khu vực cực kỳ hiếm có mảnh thứ 2. + Xung quanh toàn tòa nhà 7 tầng, kinh daonh hàng quán rất nhộn nhịp. + Vị trí đẹp, để xe thoải mái, rất tiện lợi. + Giá ~ 200tr/m2 + Quan tâm xin liên hệ: Minh Quang 0327085656 ( Anh chị em môi giới vui lòng không gọi điện. Xin cảm ơn. )",05/04/2022,Tin thường,batdongsan_so_com_vn_1673828434.3192792,,
650 triệu VNĐ,"Chính chủ bán nhà cấp 4 tại Ngõ Hoa Thám, thôn Độc Lập, xã La Phù, Hoài Đức, 650tr; 0385548883", 38m2,,,,,"Chính chủ bán nhà cấp 4 tại Ngõ Hoa Thám, thôn Độc Lập, xã La Phù, Hoài Đức, 650tr; 0385548883 – Diện tích: 38m2– Vị trí nhà đẹp, tiện nghi đầy đủ , tháng mát sạch sẽ ,phòng khách , phong ngủ ,bếp , wc , ……– Giao thông đi lại thuận tiện , ngõ đi 2,3m– Xung quanh có đầy đủ tiện ích gần trường cấp 1,2 .gần bể bơi ,Cách glemximco Lê trọng tấn hà đông 50m .– Khu dân cư dân trí cao , an ninh tốt . – Giá bán : 650tr ( Đất chưa sổ ) – Khách có nhu cầu lh: 0385548883       http://www.sanbatdongsanviet.com.vn",05/04/2022,Tin thường,batdongsan_so_com_vn_1673828435.2279532,,
"4,2 tỷ VNĐ",Khương Hạ, 36m2,, 5, 5,,"- Vị trí ngõ rộng thoáng mát, ô tô con đỗ cửa, cách mặt phố 30m. - Gần hồ Khương Hạ, gần chợ, trường học các cấp, đầy đủ tiện ích. - Nhà thiết kế chắc chắn, hiện đại, phòng nào cũng có cửa sổ thoáng, sáng. - Sổ đỏ chính chủ, vuông vắn. - Liên hệ ngay em Thảo chuyên thổ cư Hà Nội. ",05/04/2022,Tin thường,batdongsan_so_com_vn_1673828436.4895735,,
"6,8 tỷ VNĐ","Sơn Đồng, Hoài Đức, Hà Nội.", 92m2,,,,,"✅Do chuyển đổi mục đích nên gia đình tôi cần bán lô đất đấu giá Sơn Đồng - Hoài Đức - Hà Nội.- Tiện ích: Công viên cây xanh, bãi đỗ xe, khu thể dục thể thao,...- Dự án nằm trên mặt đường TL 422 và đường quy hoạch Trịnh Văn Bô giúp Quý khách hàng dễ dàng kết nối tới các quận, huyện xung quanh như: Mỹ Đình, Từ Liêm, Hà Đông, Đan Phượng, Quốc Oai,...- Tiến độ thanh toán 3 tháng một lần mỗi lần 30%.Giá từ 75tr/m2 - Diện tích từ 65m2 - 119m2. ✔️ Liên hệ Hotline: : 0779273787",05/04/2022,Tin thường,batdongsan_so_com_vn_1673828437.5836802,,
