price,address,Diện tích,Mặt tiền,Số tầng,Số phòng ngủ,Details,Ngày đăng,Loại tin,id,Hướng,Lộ giới,Số toilet
45 tỷ VNĐ,"Đường Nguyễn Xiển, Thanh Xuân Trung, Thanh Xuân", 100m2, 5, 7, 4,"SIÊU PHẨM- ĐẲNG CẤP- NHÀ CỦA NGƯỜI GIẦU- MẶT PHỐ- TRÊN Ở - DƯỚI VĂN PHÒNG- KINH DOANH- 2 THOÁNG- SỔ VAY NGÂN HÀNG + Chính chủ cần bán gấp nhà mặt phố Nguyễn Xiển, Thanh Xuân. + Diện tích: 100m, Nhà 8 tầng, Mặt tiền 5m. + Giá chào để bán: 45 tỷ + Vị trí đẹp nhất mặt phố Nguyễn Xiển quy hoạch ổn định. + Nhà bán có vỉa hè rộng đá bóng ; ô tô đỗ trên vỉa hè thoải mái. + Phía sau nhà có ngõ để được ô tô và mấy chục xe máy của nhân viên nếu cần. + Thiết kế bởi kiến trúc sư nổi tiếng anh Chương chuyên biệt thự lâu đài; trong đúng chất biệt thự hệ thống tay vịn cầu thang được làm tỉ mỉ toàn nhôm đúc; gỗ ốp trần tường, cửa khi hoàn thiện hết 7 tỷ; đá ốp lát toàn đồ xịn nhập; cửa 2 lớp trống ồn. khách xem trong là mê.  - Tầng 1,2,3 thông sàn; tầng 4 chia 2 phòng khách và phòng họp công ty kiêm Giám đốc ngồi; tầng 5,6: chia 2 ngủ; tầng 7,8 bếp ăn và sân phơi.  + Sổ đỏ hiện tại đang vay ngân hàng khách mua rút sổ giúp chủ. + Chủ nhiều tài sản bán bớt vì đợt này lãi xuất cao không muốn gồng gánh trả lãi. + Liên hệ xem nhà: 0902.083.139 Miễn phí xem nhà – Nguồn nhà phong phú – Nhiệt tình tận tâm – Hỗ trợ 24/24",20/11/2022,Tin thường,batdongsan_so_com_vn_1673786892.3060122,, 40, 7
"5,1 tỷ VNĐ","Đường Bùi Xương Trạch, Khương Trung, Thanh Xuân", 56m2,, 4, 4,"Chính chủ cần bán nhà Bùi Xương Trạch 56m 4 tầng giá 5.1 tỷMô tả: - Vị trí trung tâm , ngõ xe ba gác chạy. Tiện ích đầy đủ, gần 100m ra hồ , chợ , trường học - Nhà chính chủ xây dựng chắc chắn . Thiết kế hiện đại, thoáng trước sau- Thiết kế: +Tầng 1: Để xe + Phòng khách, bếp, VS                 + Tầng lửng: Phòng khách                 + Tầng 2,3: Mỗi tầng 2 phòng ngủ, vệ sinh.                 + Tầng 4: Phòng thờ + sân phơi.Sổ đỏ nở hậu, sẵn giao dịch Liên hệ em NHUNG: 0768.300.999",20/11/2022,Tin thường,batdongsan_so_com_vn_1673786893.4007995,, 1, 3
"7,8 tỷ VNĐ","Đường Ngô Gia Tự, Phường Đức Giang, Quận Long Biên, Hà Nội", 50m2,, 5, 4,"Bán Nhà Đẹp Ngô Gia Tự, Long Biên 50m2m, 5Tgiá 7,8 tỷ ( ô tô vào nhà)  Tầng 1: gara ô tô + Bếp Tầng 2: phòng Vip master + Vệ sinh Luxury Tầng 3,4: mỗi tầng 2 phòng + VS Giữa Tầng 5: phòng thờ + Sân phơi - Nhà đẹp xây dựng theo phong cách hiện đại, chủ xây dựng tâm huyết để ở nhưng do cần tiền cho cửa hàng lên phải bán.  - Ngõ vào thuận tiện ô tô vào trong nhà, xung quanh chợ, trường học và các tổ hợp kinh doanh dịch vụ sầm uất ngày đêm. - Thuận tiện kết nối các tuyến như ra đường Ngô Gia Tự, Thanh Am, Đặng Vũ Hỷ, Đức Giang, Cầu Đuống…Bán kính không xa là Big C Long Biên… - Sổ đẹp pháp lý rõ ràng sẵn sàng giao dịch. Lh ngay cho Mr Tùng : 0965 722 358",20/11/2022,Tin thường,batdongsan_so_com_vn_1673786894.4509897,,,
"7,8 tỷ VNĐ","Đường Ngô Gia Tự, Phường Đức Giang, Quận Long Biên, Hà Nội", 50m2,, 5, 4,"Bán Nhà Đẹp Ngô Gia Tự, Long Biên 50m2m, 5Tgiá 7,8 tỷ ( ô tô vào nhà)  Tầng 1: gara ô tô + Bếp Tầng 2: phòng Vip master + Vệ sinh Luxury Tầng 3,4: mỗi tầng 2 phòng + VS Giữa Tầng 5: phòng thờ + Sân phơi - Nhà đẹp xây dựng theo phong cách hiện đại, chủ xây dựng tâm huyết để ở nhưng do cần tiền cho cửa hàng lên phải bán.  - Ngõ vào thuận tiện ô tô vào trong nhà, xung quanh chợ, trường học và các tổ hợp kinh doanh dịch vụ sầm uất ngày đêm. - Thuận tiện kết nối các tuyến như ra đường Ngô Gia Tự, Thanh Am, Đặng Vũ Hỷ, Đức Giang, Cầu Đuống…Bán kính không xa là Big C Long Biên… - Sổ đẹp pháp lý rõ ràng sẵn sàng giao dịch. Lh ngay cho Mr Tùng : 0965 722 358",20/11/2022,Tin thường,batdongsan_so_com_vn_1673786895.4862204,,,
"8,55 tỷ VNĐ","Đường Khuất Duy Tiến, Nhân Chính, Thanh Xuân", 42m2, 3, 4, 4,"Nhà phân lô ngõ 20 Ngụy Như Kon Tum, Thanh Xuân, Hà Nội. Đường OtO tránh nhau Vị trí nhà rất thuận tiện đi lại, Lê Văn Lương, Đường Vành đai 3 rẽ đi các tỉnh, gần công viên Than Xuân. Bán kính nhà 1km, Vincom Center, các trường cấp 1,2,3, Amsterdam – ĐH QT Quốc gia HN – ĐH Khoa Học Tự Nhiên – ĐH Xã Hội & Nhân Văn - ĐH Công nghệ giao thông – Học Viện Chính Trị - CĐ Công Thương…vv. Xung quanh nhà toàn cán bộ nhà nước, hàng xóm nhẹ nhàng thân thiện, lối xóm xạch sẽ yên tĩnh. Địa chỉ nhà 126 Khuất Duy Tiến. Nhà có kết cấu khung chắc chắn, nhà mặt tiền thoáng, đường OtO vào nhà. Mô tả: Nhà 4 tầng. Nhà có diện tích 42m, nở hậu đẹp. Diện tích sử dụng gần 200m2. Tầng 1 nhà : phòng khách, bếp, WC.  Tầng 2+3 nhà : mỗi tầng 2 phòng ngủ và WC. Tầng 4 nhà : phòng thờ, sân phơi lợp tôn. Nhà đầy đủ điều hòa, bình nước nóng. Nhà Sổ Hồng chính chủ, Sổ sạch sẽ, vuông đẹp.  Nhà có giá : 8,55 tỷ. Mọi chi tiết xem nhà, xin liên hệ Thành / O947 439 555 ( gặp chính chủ ) Xin Cảm ơn!!!",20/11/2022,Tin thường,batdongsan_so_com_vn_1673786896.5094836,, 7, 3
7 tỷ VNĐ,"Đường Láng, Láng Thượng, Đống Đa", 34m2, 3, 3,,"+ Chính chủ cần bán nhà Mặt Phố Đường Láng, Quận Đống Đa 34m2 x 3 tầng giá 7 tỷ. + Vị trí đắc địa nhà 1 mặt phố+ 1 mặt ngõ ô tô+vỉa hè .View không gian cây xanh hoa lá tuyệt vời. + Nhà đang cho thuê 30 tr/tháng. + Thiết kế:         .3tầng ,3 ngủ, cầu thang giữa.         .Tầng 1 : Cửa hàng+ kho.        .sổ đỏ 33,4m. Từ tầng 2 đua ra2 mặt phố + ngõ. xây dựng 40m. + Thửa đất vuông đẹp nở hậu chủ mới nhiều lộc lá. + Tuyến đường kinh doanh sôi động bậc nhất Hà Thành, rộng thoáng đẹp xanh mát cỏ cây hoa lá Thích hợp để xây tòa nhà 7 tầng thang máy vừa ở vừa kinh doanh, trụ sở, văn phòng công ty.... + Sổ đỏ vuông đẹp sẵn sàng giao dịch. + LH,Hoàng Bắc,ĐT: 0377 610 275, chuyên nhà đất,thổ địa hà nội, dẫn khách xem nhà và Tư vấn miễn phí 24/7 ",20/11/2022,Tin thường,batdongsan_so_com_vn_1673786897.6574118,, 50,
"17,5 tỷ VNĐ","Đường Láng Hạ, Giảng Võ, Ba Đình", 68m2, 4, 5, 6,"💥 PHÂN LÔ LÁNG HẠ, BA ĐÌNH 68M2 5 TẦNG, MT 4M, Ô TÔ TRÁNH, VỈA HÈ CHỈ 17.5 TỶ 💥 ⭕️ LH NGAY 0982833366 ----------------------------PHÂN LÔ BỘ NGOẠI GIAO, LÁNG HẠ, BA ĐÌNH - VỈA HÈ - Ô TÔ TRÁNH - KINH DOANH.DIỆN TÍCH RỘNG - AN SINH ĐỈNH CAO- GIÁ CỰC TỐT - NHÀ CỰC ĐẸP+ Trung tâm Đống Đa, khu vực toàn cán bộ quan chức, hàng xóm là Thứ Trưởng, Bộ Trưởng… + Ngõ vỉa hè, ô tô tránh, kinh doanh tốt, vài bước ra Hồ Thành Công, giao thông thuận tiện.+ Thiết kế xây 5 tầng đẹp, chắc chắn, mỗi tầng 2 phòng rộng.+ Sổ đỏ vuông vắn, sẵn sàng giao dịch.----------------------------🚀 GIÁ BÁN CHỈ: 17.5 TỶ (NHÀ THẬT+THÔNG TIN THẬT+ẢNH THẬT+GIÁ THẬT)---------------------------- ☎️ LH: PHƯƠNG_NHÀ_PHỐ 0982833366  ZALO 0902223785 (Chuyên mặt phố, biệt thự, nhà ngõ ô tô Hà Nội).Kết nối trực tiếp chủ nhà, giúp ACE mua giá tốt nhấtMiễn phí tư vấn, xem nhà 100%... ----------------------------DÀNH CHO ACE TÌM NHÀ HÀ NỘI - MIỄN PHÍ LỌC VÀ XEM NHÀ 100%LH: Mr. Phương_Nhà_Phố (1981)(FB/ZALO - 24/7)   - Tiếp khách có nhu cầu thực, khách xem cho vui hoặc không có quyền quyết xin phép không tương tác vì CV mình rất bận.- Phương_Nhà_Phố có thông tin hàng ngàn căn nhà với đủ phân khúc từ vài tỷ đến vài trăm tỷ, thông tin hình ảnh thật mô tả kỹ không làm mất thời gian công sức của ACE CÁC LĨNH VỰC BĐS ĐANG HOẠT ĐỘNG1. Biệt thự, nhà ở đẳng cấp, yên tĩnh, sân vườn2. Nhà mặt phố , tòa nhà văn phòng3. Nhà dòng tiền: Khách sạn, Nhà hàng, Apartment, Homestay, Chung cư Mini cho thuê4. Nhà mặt ngõ ô tô, Nhà phân lô, Nhà liền kề5. Chung cư, tập thể, nhà ở theo từng phân khúc tài chínhLiên hệ ngay để được tư vấn và tham khảo BĐS phù hợp nhất. Xin cảm ơn!!!!!!!!!",20/11/2022,Tin thường,batdongsan_so_com_vn_1673786898.8502216,, 15, 5
3 tỷ VNĐ,188 au co quang an tay ho, 30m2, 5, 5, 4,"+ VỊ TRÍ HIẾM KHI MỚI CÓ CĂN BÁN - CHỦ LÀM ĂN THÀNH ĐẠT BÁN MUA NHÀ TO HƠN. Mặt phố chợ Tứ Liên kinh doanh sầm uất, ngõ to đẹp 2 oto tránh thông sang phố Nghi Tàm, An Dương, Xuân Diệu, Lạc Long Quân, Âu Cơ thông thương các quận Tây Hồ, Cầu Giấy, Đống Đa, Hoàn Kiếm, Long Biên.+ nhà mới đẹp, view thoáng sáng phòng nào cũng có cửa sổ. + Sổ đỏ chính chủ, lâu dài, sẵn sàng giao dịch.+ Liêm Hệ : Tôi Nhung 0963401959hỗ trợ mua bán Chính Chủ.Với giá nhỉnh 3 tỷ không thế có căn thứ 2 vừa kinh doanh được vừa 2 oto tránh. ",20/11/2022,Tin thường,batdongsan_so_com_vn_1673786899.9692278,, 5, 4
"2,15 tỷ VNĐ","Đường Lương Thế Vinh, Mễ Trì, Nam Từ Liêm", 70m2,,,,"GÓC BÁN NHÀ - ẢNH THỰC TẾ - SỔ ĐỎ CC  ✔️ Nhà không có trẻ em, ở ít giữ gìn, chất lượng cực tốt không thấm.  ✔️ VOV Mễ Trì đối diện Vinhome Greenbay Mễ Trì nằm ở vị trí trung tâm đi đường Khuất Duy Tiến, Đại Lộ Thăng Long, Lương Thế Vinh Lê Văn Lương vào đều được.  ✔️ Vị trí rất thuận lợi nằm giáp vành đai 3, vào trung tâm rất tiện, cách BigC Thăng Long, Vincom Trần Duy Hưng 1,5km, xung quanh nhiều trường mầm non, trường chuẩn quốc gia cấp 1, 2 Nguyễn Du, BV Y Học Cổ Truyền 500m, BV Xây Dựng 1.5km, Đối diện Vinhomes Greenbay, cạnh No1 Thăng Long, Ecolife,...  ✔️ Tiện ích sân vui chơi, bể bơi, sân tennis, siêu thị vinmart, Hà Đăng, T-Mart, chợ dân sinh, hồ điều hòa, đường chạy bộ, sàn tập yoga,... hợp gia đình trẻ và con nhỏ.  ✔️ Đây là nơi rất yên bình và lý tưởng để an cư.  Giá sát nhất 2.1x tỉ ACE liên hệ gấp Mr Vương 0936354564   www.vuanhahanoi.com",20/11/2022,Tin thường,batdongsan_so_com_vn_1673786901.0154283,, 1,
"2,35 tỷ VNĐ","Di Trạch, Hoài Đức, Hà Nội", 55m2, 4,,,"MÔ TẢ: + Diện tích: 55m đất hiếm, mặt tiền 3.8m + Cực gần ô tô, sát KĐT Kim Chung – Di Trạch, + Vị trí cực đẹp, tiện ích bạt ngàn gần trường học, trạm y tế, ngõ nông thông cực gần đường vành đai 3.5, TL 422B. + Khu vực cực kỳ tiềm năng tăng giá vốn + Sổ đỏ đẹp, sang tên ngay. + LH 0328335312",20/11/2022,Tin thường,batdongsan_so_com_vn_1673786902.1174808,, 3,
