price,address,Diện tích,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Details,Ngày đăng,Loại tin,id,Số toilet,Hướng
"8,8 tỷ VNĐ","Đường Nguyễn Lương Bằng, Nam Đồng, Đống Đa", 38m2, 5, 30, 3, 4,"+ Vị trí nhà mặt phố đường rộng 30 m lô góc 3 mặt thoáng vĩnh viễn, 1 mặt tuyến phố vỉa hè 2.5m, 2 mặt ngõ cạnh và sau. View ngân hàng ABBankNguyễn Lương Bằng. Vị trí kinh doanh vô đối.  + Nhà 3 tầng cũ mỗi tầng 2 phòng + vệ sinh từng tầng. Nhà cũ chủ bán đất tặng nhà cũ, giá chủ xác định bán đất khách xác định mua đất, nếu muốn ở sơn sủa lại một chút đẹp như mới.  + Vị trí kinh doanh vô đối, xây căn nhà 6 tầng mặt phố tầng 1 diện tích 38m2 nếu đua ra từ tầng 2 trở lên phải trên 50m2 1 sàn. Nhà chủ đang cho thuê shop quần áo với giá rẻ 22 triệu/tháng  + Sổ đỏ chính chủ lô góc đẹp. + LH,Hoàng Bắc,ĐT: 0377 610 275, chuyên nhà đất hà nội, dẫn khách xem nhà và Tư vấn miễn phí 24/7  ",15/01/2023,Tin thường,batdongsan_so_com_vn_1673779750.7713342,,
120 tỷ VNĐ,PHƯỜNG DỊCH VỌNG QUẬN CẦU GIẤY, 125m2,,,,,"CỰC PHẨM MẶT PHỐ TRẦN THÁI TÔNG DT 125M2*11 TẦNG MT 7.5M GIÁ 120 TỶ LH 0962745289+ Vị trí siêu đắc địa mặt phố Trần Thái Tông. Trung tâm Quận Cầu Giấy. Tiện ích miễn bàn.+ Tuyến phố víp bậc nhất Cầu Giấy, trung tâm Hành chính - Kinh tế - Chính trị của quận, gần Đại sứ Quán Mỹ, nơi tập trung hàng trăm Công ty lớn nhỏ trong và ngoài nước hoạt động ở nhiều lĩnh vực khác nhau.Cơ sở hạ tầng hiện đại đồng bộ đẹp nhất Hà Nội. Tiện ích hoàn hảo nhất khu vực.+ Tòa nhà được chủ nhân xây cực kỳ chắc chắn, với 9 tầng nổi 1 tum và 1 hầm. Móng ép cọc BT chịu lực 15 tầng. Thiết kế hiện đại, thông sàn, thang máy nhập, nội thất cao cấp, nhiều thiết bị công nghệ thông minh.+ Sổ đỏ vuông nét A4. Pháp lý chuẩn sẵn sàng giao dịch.+ Giá thương lượng.+ Liên hệ:Em Đoàn - 0962745289.+ Chuyên nhà đất – Đất thổ cư Hà Nội. ",15/01/2023,Tin thường,batdongsan_so_com_vn_1673779752.9572108,,
"4,5 tỷ VNĐ","Đường Bát Khối, Bát Khối, Long Biên", 40m2, 4, 5, 5, 3,"Chủ nhà cần bán gấp căn nhà cực đẹp phố Bát Khối, diện tích 40 m2, 5 tầng, mặt tiền 3,5m, giá chỉ 4,5 tỷ. + Vị trí nhà đẹp, ô tô đổ cổng, chỉ 20m ra đường ô tô tránh, gần cầu Vĩnh Tuy, siêu thị Aeon Mall, giao thông thuận tiện kết nối phố Bát Khối, Cổ Linh, Thạch Bàn. Gần trường học, chợ Thạch Bàn tiện ích bạt ngàn. + Nhà chủ đầu tư xây dựng uy tín, chất lượng. Thiết kế đẹp, 5 tầng, tổng 6 phòng ngủ, phù hợp gia đình nhiều thế hệ. Nội thất xịn xò, khách mua về ở ngay. THÔNG TIN NHÀ: - Tầng 1: Phòng khách + bếp + vệ sinh. - Tầng 2, 3, 4: Mỗi tầng 2 phòng ngủ, 1 vệ sinh ở giữa. - Tầng 5: Phòng thờ + sân phơi. + Khu vực sống văn minh, an ninh chất lượng, nhà đẹp giá tốt nhiều khách hàng tìm kiếm.  + Sổ đỏ vuông đẹp, pháp lý rõ ràng, sẵn sàng giao dịch. Chủ nhà cần bán gấp nên rất thiện chí, giá chỉ 4,5 tỷ. Khách mua nhà thiện chí có thể thương lượng và gia lộc thông tin nhà hoàn toàn đầy đủ và chính xác.Anh/chị có nhu cầu mua nhà liên hệ ngay cho em Phúc chuyên nhà đất thổ cư tại quận Long Biên để được tư vấn và xem nhà hoàn toàn miễn phí.Gọi ngay khi nhà còn chưa bán: Mr. Hoàng Phúc (Chuyên thổ cư).",15/01/2023,Tin thường,batdongsan_so_com_vn_1673779754.918729, 4,
"15,8 tỷ VNĐ","Đường Hoàng Mai, Hoàng Văn Thụ, Hoàng Mai", 62m2, 5, 30, 7, 6,"
    💥 Bán Nhà Mặt phố Hoàng Mai, 62m2 7 Tầng Thang máy KD, MT 5m, Chỉ 15.8 Tỷ 💥 ⭕️ LH NGAY 0982833366 ---------------------------- MẶT PHỐ HOÀNG MAI - TRUNG TÂM HOÀNG MAI - NHÀ MỚI - 7 TẦNG THANG MÁY - MẶT TIỀN ĐẸP 5MKHÔNG DÍNH QUY HOẠCH - SAU QUY HOẠCH HƯỞNG NGAY PHỐ TO - KINH DOANH ĐỈNH CAOTHIẾT KẾ VỪA Ở VỪA KINH DOANH - FULL NỘI THẤT - ĐIỀU HÒA ÂM TRẦN- Vị trí đẹp Gần KĐT Đền Lừ, gần Hồ Đền Lừ, Ô tô tránh - thang máy cuối - THÔNG SÀN KD- Thiết kế:+ Tầng 1: Kinh doanh, Gara ô tô+ Tầng 2: Tầng lửng, sàn thông Kinh doanh,+ Tầng 3,4,5: thông sàn, 1 ngủ rộng hoặc có thể chia thêm phòng, vệ sinh.+ Tầng 6: Phòng bếp, phòng khách, vệ sinh.+ Tầng 7: phòng thờ, sân cafe, BBQ, vệ sinh- Tầng 1 2 điều hòa âm trần công suất lớn- Tầng 4.5.6 full nội thất như hình- Sổ đỏ đẹp, thiết kế vuông vắn, có khe thoáng.---------------------------- 🚀 GIÁ CHỈ: 15.8 TỶ (ẢNH THẬT-THÔNG TIN THẬT-NHÀ THẬT-GIÁ THẬT)---------------------------- ☎️ Liên hệ ngay (24/7): PHƯƠNG_NHÀ_PHỐ  0982833366   ZALO 0902223785 (Chuyên mặt phố, biệt thự, nhà ngõ ô tô Hà Nội).Kết nối trực tiếp chủ nhà, giúp ACE mua giá tốt nhấtMiễn phí tư vấn, xem nhà 100%...
",15/01/2023,Tin thường,batdongsan_so_com_vn_1673779757.2797713, 6,
62 tỷ VNĐ,"Đường Hàm Nghi, Mỹ Đình 2, Nam Từ Liêm", 161m2, 20, 30, 5, 10,"
    💥 Bán Biệt thự Vinhomes Gardenia Hàm Nghi, Lô góc, 161m2 5T Thang máy, MT 20m, Chỉ 62 Tỷ 💥 ⭕️ LH NGAY 0982833366 ---------------------------- BIỆT THỰ LÔ GÓC ĐẸP NHẤT VINHOMES GARDENIA HÀM NGHI - NAM TỪ LIÊM KINH DOANH KHỦNG -VỈA HÈ RỘNG - THANG MÁY XỊN - MẶT TIỀN VÒNG QUANH 20M- Vinhomes Gardenia Mỹ Đình tọa lạc tại vị trí cửa ngõ phía Tây Hà Nội –  trung tâm hành chính chính trị, giáo dục mới của Thủ đô. Nơi đây được ví như “Trái tim của Thăng Long rồng vàng”, nơi hội tụ năng lượng, vượng khí và tài lộc.- Vinhomes Gardenia đẳng cấp, cực ít nhà bán, Biệt thự lô góc  ngay mặt phố, vị trí cực đẹp. Mặt tiền cực rộng, vỉa hè siêu to- Biệt thự 5 tầng, thang máy xịn, cầu thang giữa, mỗi tầng 02 phòng. Đang cho thuê làm nhà hàng 150 triệu/tháng- Sổ đỏ phân lô, nở hậu, sẵn sàng giao dịch. gia chủ thiện chí bán.---------------------------- 🚀 GIÁ CHỈ: 62 TỶ (ẢNH THẬT-THÔNG TIN THẬT-NHÀ THẬT-GIÁ THẬT)---------------------------- ☎️ Liên hệ ngay (24/7): PHƯƠNG_NHÀ_PHỐ  0982833366   ZALO 0902223785 (Chuyên mặt phố, biệt thự, nhà ngõ ô tô Hà Nội).Kết nối trực tiếp chủ nhà, giúp ACE mua giá tốt nhấtMiễn phí tư vấn, xem nhà 100%...
",15/01/2023,Tin thường,batdongsan_so_com_vn_1673779759.8205929, 10,
10 tỷ VNĐ,"Đường Tỉnh Lộ 442, Vân Canh, Hoài Đức", 102m2, 2, 5, 5, 4,"Cực Hiếm Bán Biệt Nhà Liền Kề KĐT Vân Canh, Nam Từ Liêm 102m 5T Ô tô đỗ cửa 10,x tỷ  - Vị trí cực đẹp. Vỉa hè, Vườn hoa, Ô tô vào nhà. - Văn Phòng, Nhà Nghỉ, Nhà hàng, Ở sướng , Đầu tư giữ tiền đều tốt.  - Các trục đường chính lớn Đường Xuân Phương, Đường Trịnh Văn Bô, Quốc lộ 32.. Hồ Tùng Mậu, Cầu giấy, Bến xe Mỹ Đình..  - Gần các trường Đại Học Công nghiệp Hà Nội, ĐH Đông Á, C.Đ FPT..  - Giá thương lượng  - Sổ CC, Sẵn sang tên nhanh gọn  - Thiện chí ,Xem nhà Tư vấn, pháp lý, Ngân hàng 24/24  - Liên hệ Mr Đức Nhà Đẹp 0812212525 - 0898839292 ( Zalo)",14/01/2023,Tin thường,batdongsan_so_com_vn_1673779761.8725922, 3,
"4,5 tỷ VNĐ",Nguyễn Trãi Thanh Xuân Hà Nội, 35m2,,, 3, 3,"- Diện tích 35m2 X3 Tầng. Mặt tiền 5.8mGiá 4.5 tỷ ( có thương lượng )+ Vị trí nhà thuộc phố Nguyễn Trãi rất hiếm nhà bán. Ngõ nông rộng 3 gác đua. Nhà cách phố 30m, trước nhà sân rộng để xe thoải mái.- Thiết kế:- Tầng 1: Phòng khách!Tầng 2,3 : 3 phòng!- Sổ đỏ chính chủ đẹp sẵn sàng giao dịch!- Giao thông thuận tiện, tiện ích xung quanh đầy đủ!ACE có nhu cầu liên hệ em Quân để được tư vấn và xem nhà miễn phí!0385 94 1802Miễn ( TG Quảng Cáo )",14/01/2023,Tin thường,batdongsan_so_com_vn_1673779764.1564996, 3,
"2,8 tỷ VNĐ","Đường Trần Cung, Cổ Nhuế 1, Bắc Từ Liêm", 32m2, 4, 2, 4, 3,"Bán nhà đường Trần Cung, Bắc Từ Liêm. Nhà mới đẹp ở ngay, Lh: 0345752279 + Vị trí gần Công viên Hòa Bình, Cổ Nhuế, Phạm Văn Đồng, Hoàng Quốc Việt, Đại học Điện lực,… + Diện tích 32m2, mặt tiền 4.5m, giá 2.8 tỷ ( thương lượng). + Thiết kế: 4 tầng, 3 phòng ngủ khép kín. + Sổ đỏ chính chủ, giao dịch ngay. + Cam kết thông tin chính xác 100% Gọi ngay cho tôi 24/24 để được tư vấn và xem nhà hoàn toàn miễn phí, gặp trực tiếp chủ nhà thương lượng giá.",14/01/2023,Tin thường,batdongsan_so_com_vn_1673779766.4925952, 3,
15 tỷ VNĐ,"Đường Kim Đồng, Giáp Bát, Hoàng Mai", 76m2, 5, 7, 5, 6,"CHINH CHU NHO BÁN NHÀ PHAN LÔ PHO KIM DONG TAN MAI HOANG MAI O TO KD- NHÀ ĐẸP DIỆN TÍCH RỘNG 76m2 nhà xây 5 tầng 6 phòng ngủ, mặt tiền rộng 5m đường trước nhà 2 ô tô tránh nhà vừa ở vừa làm văn phòng được.- Vị trí giao thông đi lại thuận thuân lợi dân trí cao an ninh tốt có nhiều văn phòng và công ty, tiện ích gần nhiều trường đại học kinh tế, xây dựng, bách khoa.... Các khu trung tâm thương mại gần - AC quan tâm xin liên hệ với em Tùng 0978683258 để được tư vấn thêm về ngôi nhà và đi xem nhà miễn phí.",14/01/2023,Tin thường,batdongsan_so_com_vn_1673779768.32702, 5,
"3,8 tỷ VNĐ",Khương trung- Thanh Xuân, 34m2,,,,,"Diện tích: 34mx5 tầng, mặt tiền 5.5m Giá: 3.8 tỷ( có thương lượng) + Vị trí đẹp, cách hồ Đầm Hồng vài bước chân. Ngõ đi chung trước nhà rộng rãi, sạch sẽ, cách mặt ngõ ô tô 15m. + Mặt tiền rộng, thoáng. + Xây 5 tầng chắn chắn, hiện đại: - Tầng 1: Khách, bếp. - Tầng 2, 3: Mỗi tầng 1 ngủ, 1 vệ sinh. - Tầng 4: 2 ngủ, 1 vệ sinh. - Tầng 5: Phòng thờ, sân phơi. + Có cổng chung của 3 nhà, nên để xe thoải mái ở lối đi chung mà không cần dắt vào trong nhà cất. + Sổ đỏ vuông vắn. Chi tiết liên hệ sdt 0964274610 em Phương.",14/01/2023,Tin thường,batdongsan_so_com_vn_1673779770.544371,,
