price,address,Diện tích,Details,Ngày đăng,Loại tin,id,Mặt tiền,Số tầng,Số phòng ngủ,Số toilet,Lộ giới,Hướng
"2,5 tỷ VNĐ",Đường Phúc Lợi phường Phúc Lợi, 30m2,"Chính chủ bán căn nhà phường Phúc Lợi, Long Biên, Hà Nội Diện tích 30m, mặt tiền 3,5m, xây 5 tầng mới  Thiết kế : Tầng 1 : Phòng khách, bếp, wc Tầng 2,3,4 : Phòng ngủ rộng, wc, khép kín Tầng 5 : Kho, phòng thờ, sân phơi Đường trước nhà 2,5, rộng rãi, xe máy để thoải mái  Cách 20 ra đường ô tô đi Vị trí đẹp, gần trường cấp 1,2,3 Phúc Lợi, chợ dân sinh Cách Vinhome chỉ 200m, gần nhiều dự án Vin đang thi công, dân cư sầm uất, tiềm năng phát triển lớn Giá bán : 2,55 tỷ ( có thương lượng ). Liên hệ : 0373968926 ( Miễn trung gian )",25/07/2022,Tin thường,batdongsan_so_com_vn_1673812509.0278254, 3, 5, 3, 4, 2,
2 tỷ VNĐ,Đường  phường Yên Nghĩa, 42m2,Nhà chủ tự xây nên rất chắc chắn mới ở được mấy năm do chuyển công tác nên bán lại cho ai thiện chí mua. Lh em Trang 0976387052 để gặp trực tiếp chủ nhà ,25/07/2022,Tin thường,batdongsan_so_com_vn_1673812510.888066, 4, 3, 3, 3, 4,
"3,65 tỷ VNĐ",Tứ Hiệp, 70m2,"🏡Tứ Hiệp, Thanh Trì, Hà Nội📍MT: 5.1m📍Nở hậu hút tài lộc📍Vị trí trung tâm của Thanh Trì, nhiều dự án xung quanh đang triển khai rầm rộ, tương lai rạng ngời.📕Sổ đỏ chính chủ. Sẵn sàng giao dịch.📍Chủ nhà bán đi để chuyển đổi. Thiện chí bánCám ơn ACE đã đọc tin. Miễn TG",25/07/2022,Tin thường,batdongsan_so_com_vn_1673812512.8437016,,,,,,
"6,5 tỷ VNĐ","Ngõ 18 Thanh Bình, Mỗ Lao, Hà Đông", 48.6m2,"Phân Lô Cán Bộ, phố Thanh Bình, Hà Đông,Thoáng 2 Mặt, Ngõ Ô Tô, DT48.6 m2 x 4T. Chỉ 6,5 Tỷ. Vị trí: Nhà nằm khu trung tâm Quận Hà Đông, gần chợ, trường mầm non tiểu học Mỗ Lao, nhà cách mặt phố Thanh Bình 30 m, ngõ thông tứ tung,gia chủ ở nhà rất có lộc muốn đổi lên nhà rộng hơn để kinh doanh nên bán. Thiết kế: Nhà xây 4 tầng chủ xây tâm huyết, khung cột bê tông chắc chắn, Tầng 1 phòng khách, bếp +Sân để xe+ WC + Tầng 2, 3 mỗi tầng 2 phòng ngủ + WC cầu thang giữa + Tầng 4 phòng thờ sân phơi,phòng kho, máy giặt Nhìn tổng thể nhà thiết kế, hiện đại hợp lý đầy đủ công năng sử dụng, sổ đỏ phân lô vuông đét 2 mặt thoáng. Pháp lý: Sổ đỏ chính chủ sẵn sàng giao dịch. Liên hệ trực tiếp 24/7 để đi xem nhà miễn phí.                                                                                                                                                                                 - Mr Luyện thổ cư: 0911779569 - Chuyên Nhà đất Thổ cư các phân khúc từ 1 tỷ đến trên 100 tỷ.  “TRAO GỬI NIỀM TIN_ NHẬN LẠI YÊU THƯƠNG”",25/07/2022,Tin thường,batdongsan_so_com_vn_1673812514.4664383, 3, 4, 4, 3, 5, Đông nam
4 tỷ VNĐ,Vũ Tông Phan, 35m2,"Cần bán nhà Vũ Tông Phan – Thanh Xuân, 35m2, 5 Tầng, MT 3.6m, Lô Góc, Ô TÔ, Nhỉnh 4 tỷ. + Vị trí đẹp, thông sang Khương Hạ, Khương Đình, Khương Trung. Gần Ngã Tư Sở, trường Cấp 1,2,3 Khương Đình, chợ Khương Trung, bãi xe ô tô 20m.+ Khu dân trí cao, an ninh tốt, rất đáng sống.+ Thiết kế nhà hiện đại, nội thất cao cấp, nhà lô góc thoáng sáng nên phòng nào cũng có cửa sổ, đầy đủ công năng sử dụng. + Sổ đỏ vuông đẹp, pháp lý chuẩn, sang tên nhanh. LH: Em Hoan, 0925088355, chuyên thổ cư Hà Nội, nhiệt tình, vui vẻ dẫn khách, miễn phí xem nhà 24/7",25/07/2022,Tin thường,batdongsan_so_com_vn_1673812516.7434483, 3, 5,,,,
"9,5 tỷ VNĐ",Đường Văn La phường Phú La, 50m2,"Phân lô, ô tô, kinh doanh. Văn phú Hà Đông. 50mx5T. MT4,6m. Giá 9,5 tỷ.  - Cần bán gấp nhà mặt phố gần chợ Văn La Văn Phú, Hà Đông, 50mx5T nhà tự xây đẹp chắc chắn đầy đủ công năng sử dụng, có vỉa hè rộng đá bóng, đường 3 ô tránh, vị trí đắc địa đông dân cư gần chung cư, trường học, ngân hàng, siêu thị tiện ích đầy đủ. Nhà vừa ở vừa kinh doanh cho dòng tiền siêu lợi nhuận, phù hợp với tất cả các loại hình kinh doanh.  - Sổ đỏ vuông, sẵn sàng giao dịch.
",25/07/2022,Tin thường,batdongsan_so_com_vn_1673812519.6178808, 4, 5, 4, 4, 7,
"7,1 tỷ VNĐ",phố hoa lư, 35m2,"Nhà thoáng trước sau, ánh nắng vào tận phòng, bãi xe ngay cạnh, kinh doanh đủ mọi loại hình, 4 ngủ đủ công năng. Vài bước sang triển lãm Vân Hồ, Vài bước sang Vincom. Tiện ích bạt ngàn do có nhiều cao tầng sang trọng xung quanh, tiêu biểu vincom và hoàng thành… Thông số: 35m – 4 tầng – mặt tiền 3.6m Giá bán: thỏa thuận. Pháp lý: Sổ đỏ phân lô vuông vắn giao dịch ngay. LH: 03567 33133 >>> BÙI DŨNG. Hãy gọi ngay để được hỗ trợ miễn phí !!! ",25/07/2022,Tin thường,batdongsan_so_com_vn_1673812523.3495033, 3, 4, 4, 3,,
5 tỷ VNĐ,đường Lạc Long Quân, 34m2,"Bán nhà ngõ Lạc Long Quân Cầu GIấy DT 34m2 x 5 tầng mt 4,5m giá chào 5tỷ có thương lượng NHÀ MỚI-Ở LUÔN- OTO TRÁNH CÁCH 25M- CHỢ NGHĨA ĐÔ 100M- LÔ GÓC- RỘNG- THOÁNG- MẶT TIỀN ĐẸP- SAU QUY HOẠCH MỞ NGÕ CÀNG ĐẸP, GIÁP TẾT VÀI BƯỚC RA CHỢ BƯỞI CHỌN HOA CHỌN, ĐÀO CHỌN QUẤT THÌ CÒN GÌ BẰNG  Nhà đẹp long lanh,nội thất xịn, khách về ở luôn. Nhà mình bán mặt ngách nông, gần oto, ba gác tránh xe máy, khu vực không bao giờ ngập của ngõ lạc long quân. Sau quy hoạch mở ngõ nhà càng gần đường lớn. Từ nhà chỉ khoảng 100m là chợ, hồ điều hòa mát mẻ, khoảng 150m là bãi gửi xe oto ( nhà văn hòa Phường Nghĩa Đô) Nhà bán giao thông thuận tiện, trước nhà xe máy quay đầu thoải mái, 3 gác đỗ cửa. Gần Hồ Tây thơ mộng. Nhà thiết kế hiện đại thông sàn, vệ sinh khép kín, nội thất đẹp. + Tg1: khách, bếp, để xe, wc + Tg2,3,4: 3 ngủ wc khép kín. + Tg5: phòng thờ, sân phơi. + Sổ đỏ chính chủ, vuông vắn.",25/07/2022,Tin thường,batdongsan_so_com_vn_1673812524.869699, 4, 5, 3, 4, 2,
"4,38 tỷ VNĐ",68.53.22.85a cầu giấy, 32m2,"KHU PHÂN LÔ QUẬN ỦY QUAN HOA, CẦU GIẤY. NHÀ 32M2, 5T, MT3.4M, GIÁ 4.38 TỶ. + Ngõ 68 con số đủ để nói lên ngôi nhà vượng tài, ""ĐẸP NHƯ KHÁCH SẠN - THOÁNG SÁNG VĨNH VIỄN - CÔNG NĂNG HOÀN HẢO"". + Ngách 53 rộng như ngõ, ô tô đỗ thông, nhà cách ô tô tầm 40m. Trước nhà rộng, SH quay đầu thoải mái. + Cầu Giấy trung tâm thương mại xầm uất, nâng tầm tiện ích, giao thông thuận tiện. Xung quanh rất nhiều trường học đạt chuẩn quốc gia, rất gần các trường Đại học: Giao Thông Vận Tải, Ngoại Thương, Báo Chí, Quốc Gia,... + Nhà trong khu phân lô quận ủy an ninh tốt, yên tĩnh trật tự cao. + Nhà 5 tầng thiết kế thông sàn, mỗi tầng 1 phòng rộng mênh mông, tổng 3 ngủ, 4 vệ sinh, phòng thờ + sân phơi. Công năng hoàn hảo. + Sổ đỏ đẹp long lanh, sẵn sàng giao dịch, nhận nhà ở ngay.    Lh: 0978158185 Hoàng Anh ( zalo, facebook..) em tư vấn và dẫn xem nhà miễn phí.",25/07/2022,Tin thường,batdongsan_so_com_vn_1673812526.6918738,,,,,,
"123,456789 tỷ VNĐ",Đường 5 phường Kim Nỗ, 75m2,"Mở bán đấu giá X4 Kim Nỗ Đông Anh vị trí cực đắc địa, khu vực dân cư đông đúc, dân trí cao, ở cực sướng, tiếp giáp QL5, Võ Văn Kiệt, Thuận tiện di chuyển TT TP Hà Nội 5p, Sân Bay Nội Bài 10p lái xe. Lh em Quảng ngay hôm nay để được giá tốt nhất, vi trí đẹp nhất - Diện tích: 75m2 - Mặt tiền = hậu: 5m - Đường rộng mênh mông, vỉa hè cực lớn, cơ sở hạ tầng hoàn chỉnh, quy hoạch ổn định, pháp lý sạch sẽ, sang tên trong ngày - Sẵn sổ sang tên, giao dịch trong ngày - Lh: em Quảng 0966 26 26 96 để xem đất, tư vấn MIỄN PHÍ",25/07/2022,Tin thường,batdongsan_so_com_vn_1673812528.2013714, 5,,,,,
