price,address,Diện tích,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Details,Ngày đăng,Loại tin,id,Số toilet
"5,8 tỷ VNĐ",tây sơn, 40m2,,,,,"Kinh Doanh,Lô Góc,O tô, An Ninh, tại Tây Sơn, 40m2x6Tầng, 5.8 Tỷ Mô Tả Chính chủ cần bán nhà tại Tây Sơn, Đống Đa gần các khu vực Nguyễn Lương Bằng, Hồ Đắc Di, Trần Quang Diệu, Thái Hà, Chùa Bộc. Diện tích 40m2. + Ví trí cực đẹp, lô góc 2 mặt thoáng, đường ô tô. + Gần ngay hồ, chợ cực kì tiện lợi, kinh doanh đỉnh. + Nhà 6 tầng, chủ mới sửa sang đẹp long lanh. Khách về ở luôn. - Tầng 1: Khách, để xe. - Tầng 2: Khách bếp. - Tầng 3, 4, 5: Mỗi tầng 1 ngủ 1 vệ sinh. - Tầng 6: Phòng thờ sân phơi. + Sổ đỏ đẹp, sẵn sàng giao dịch. + Giá bán: 5.8 tỷ (có thương lượng) Liên hệ: Nghĩa – 0868181683 ( để được gặp chủ thương lượng trực tiếp) Miễn phí xem nhà – Nguồn hàng phong phú – Nhiệt tình tận tâm – Hỗ trợ 24/24h/7",24/08/2022,Tin thường,batdongsan_so_com_vn_1673806570.7435691,
"6,2 tỷ VNĐ",tây sơn, 50m2,,,,,"Bán nhà Tây Sơn, 2 Thoáng,ngõ oto, Phân Lô, 50mx4 tầng, 6.3 tỷ Mô Tả Cần tiền bán gấp căn nhà Tây Sơn Đống Đa, gần các khu vực Nguyễn Lương Bằng, Hồ Đắc Di, Trần Quang Diệu, Thái Hà, Chùa Bộc. Diện tích 50m2. + Nhà khung cột chắn chắn, chủ xây tâm huyết, vào ở ngay được. + Vị trí nhà thuộc khu sầm uất của phố Tây Sơn, an ninh tốt, trung tâm Đống Đa đi đâu cũng được. + Tiện ích xung quanh rất nhiều: Chợ dân sinh cách vài m, có ao hồ không khí trong lành. Gần các trường đại học lớn: Đại học Công Đoàn, Học Viện Ngân Hàng, Đại học Thuỷ Lợi, Đại học Y Hà Nội,… + Sổ đỏ đẹp, sẵn sàng giao dịch. + Giá bán: 6.3 tỷ (có thương lượng) Liên hệ: Nghĩa – 0868181683 ( để được gặp chủ thương lượng trực tiếp) Miễn phí xem nhà – Nguồn hàng phong phú – Nhiệt tình tận tâm – Hỗ trợ 24/24h/7",24/08/2022,Tin thường,batdongsan_so_com_vn_1673806572.1598287,
"3,93 tỷ VNĐ",Khương ĐÌnh Thanh Xuân Hà Nội, 38m2,,,,,"NHÀ MẶT PHỐ Ô TÔ DỪNG ĐỖ KINH DOANH PHỐ KHƯƠNG ĐÌNH TX 38M 4t MT 4.1M NHỈNH 3 TỶNhà mặt phố 5m , oto đỗ cửa, đi lại thuận tiện, tiện ích xung quang không thiếu  thứ gì. Kinh doanh tốt- Nhà hiện 3 tầng trên có 3 phòng ngủ khép kín+ Giá chào: 3.95 tỷ (Có thương lượng), Chủ nhà đang rất thiện chí bán.+ Sổ đỏ chính chủ, sẵn sang giao dịch.Liên hệ: Mrs Phượng 0974352054 - Tư vấn tận tâm, miễn phí 24/24h (zalo, Fb) , hỗ trợ tư vấn Pháp lý, vay vốn.",24/08/2022,Tin thường,batdongsan_so_com_vn_1673806573.8413298,
27 tỷ VNĐ,Nguyễn Trãi Thanh Xuân Hà Nội, 92m2, 5,, 5, 4,"Diện tích 92m2 x5 tầng, mt 5,5m giá 27 tỷ có thương lượng!   - Nhà mặt ngõ phân lô, ô tô tránh đỗ!  - Nhà có thể làm văn phòng công ty, kinh doanh Spa, trung tâm đào tạo cực đẹp.  - Nhà 5 tầng, thiết kế mỗi tầng 2 phòng ngủ, phòng thờ sân phơi. Phòng khách, bếp tầng 1. - Sổ đỏ phân lô, hoa hậu. Vượng lộc sẵn sàng giao dịch!  Liên hệ ngay với em  Miễn TG Quảng Cáo ",24/08/2022,Tin thường,batdongsan_so_com_vn_1673806575.252064, 4
"5,8 tỷ VNĐ",xã Vĩnh Quỳnh, 71m2,,,,,"+ Bán nhà Vĩnh Quỳnh, Thanh Trì, Hà Nội+ Ngõ to như phố, ô tô tránh, kinh doanh bất chấp mọi loại hình. Chủ đang kinh doanh ở tầng 1. + Sổ đỏ vuông đẹp. Chủ nhà rất thân thiện. + Nhà lô góc thoáng sáng, vượng khí.+ Khách mua về cứ thế ở hoặc cho thuê, không cần sửa sang gì. + Bán kính 500m UBND xã Vĩnh Quỳnh, Trạm y tế Vĩnh Quỳnh, Trường tiểu học Vĩnh Quỳnh, Trường THCS Vĩnh Quỳnh, Đường Vĩnh Quỳnh, Chợ Quỳnh Đô…",24/08/2022,Tin thường,batdongsan_so_com_vn_1673806576.5057116,
"8,5 tỷ VNĐ",tây sơn, 70m2,,,,,"Bán nhà Tây Sơn siêu đẹp ở được luôn,kinh doanh,phân lô đỉnh,70m2x8.5 tỷ Mô tả Cần bán gấp nhà Tây Sơn siêu đẹp, ở được luôn,kinh doanh,70m2. Tây Sơn phố trung tâm nhất Đống Đa, là nút giao nhiều con phố sầm uất: Chùa Bộc, Thái Hà, Nguyễn Lương Bằng, Xã Đàn,… + Gần các trường đại học lớn: Thủy Lợi, Ngân hàng, Công đoàn,… nhu cầu kinh doanh cho thuê rất cao. + Các trường tiểu học đến THPT trọng điểm đều rất gần nhà. + Nhà thuộc dạng phân lô, nơi an ninh nhất phố Tây Sơn, công an canh giữ ngày đêm. + Vị trí kinh doanh, thích hợp xây toà nhà văn phòng, chung cư cho thuê, spa..vv + Nhà chủ tự xây, khung cột chắc chắn, diện tích rộng, kinh doanh chung cư mini hiệu suất cao. Có thể cải tạo thành 15 phòng. - Tầng 1: Khách, bếp, để xe, vệ sinh - Tầng 2,3: Mỗi tầng 3 phòng, 2 vệ sinh - Tầng 4: Phòng thờ sân phơi. + Giá: 8.5 tỷ + Sổ đỏ chính chủ. Liên hệ ngay: Nghĩa - 0868181683",24/08/2022,Tin thường,batdongsan_so_com_vn_1673806577.768451,
7 tỷ VNĐ,"Trần Phú, Hà Đông, Hà Nội.", 45m2, 4, 5, 4, 4," # Bán nhà quận Hà Đông phường Văn Quán đường Trần Phú LH Tình Nhà Đất 0983858722. + CC cán bộ về hưu cần bán nhà mặt ngõ đường Trần Phú, khu phân lô cán bộ, ô tô đỗ cửa, ô tô vào nhà, đường thông chạy vòng quanh, nhà 2 thoáng trước sau, xây chắc, đầu tư tân trang lại chút xíu đẹp lung linh, ở thích, tổng 4 phòng ngủ + ws, phòng thờ, khách, bếp riêng, DT 45m tầng 1, 4T, mt 4m, giá chỉ 7 tỷ, nhanh tay liên hệ thương lượng trực tiếp để sở hữu căn nhà hiếm có khó tìm này. + Vị trí: gần Học viện An Ninh, Đại Học Kiến Trúc, trong khu phân lô, đường thông rộng, ô tô dừng đỗ, rất gần đường Trần Phú, giao thông thuận lợi, tiến ích bạt ngàn. + Sổ đỏ vuông đẹp, chính chủ, sẵn sàng giao dịch. # HotLine: 0983858722 Tình Nhà Đất quận Hà Đông – Hà Nội ( uy tín, tận tâm, nhiệt tình, tư vấn, hỗ trợ 24/7).",24/08/2022,Tin thường,batdongsan_so_com_vn_1673806579.277918,
"6,5 tỷ VNĐ",Đường 1 phường Việt Hưng, 60m2, 4, 1,,,"
    
CÁCH PHỐ 50M - Ô TÔ VÀO ĐẤT - NGÕ OTO THÔNG - KINH DOANH 

Đất tại Việt Hưng
Diện tích: 60 m2
Mặt tiền: 4m
Giá: 6.5 tỷ 
- Khu vực không còn đất bán
- Đất trống, gần phố, kinh doanh, ô tô ra vào. 

- Đất đẹp
- Sổ đỏ chính chủ, chủ hợp tác, sổ sạch giao dịch ngay
AC gọi Em Lan Anh - hàng hiếm bay nhanh
",24/08/2022,Tin thường,batdongsan_so_com_vn_1673806580.5166035,
"6,35 tỷ VNĐ",Đường Phú Lương phường Kiến Hưng, 100m2, 5,,,,"LÔ ĐẤT A2.3 - Lk5 -03 SIÊU HOT NGAY TẠI KĐT THANH HÀ -  CIENCO 5 - HÀ ĐÔNG.GIÁ ĐẦU TƯ SINH LỜI                                                                                                                                                                          🔸 𝐕𝐢̣ 𝐭𝐫𝐢́ : KĐT Thanh Hà - phường Kiến Hưng - Hà Đông và xã Cự Khê - Thanh Oai 🔸 𝐃𝐢𝐞̣̂𝐧 𝐭𝐢́𝐜𝐡 : MT5m , diện tích 100m2 🔸 G𝐢á : 6,35tỷ  --->lời ngay khi mua.🔸 Đ𝐚̣̆𝐜 𝐛𝐢𝐞̣̂𝐭: Khu đất vuông vắn, cao ráo phong thuỷ cực tốt, dân cư đông đúc sầm uất. Trong vòng bán kính1km có đầy đủ tiện ích như chợ, ngân hàng ,cây xăng gần trường học cấp ,UBND, Bệnh viện ....Xung quanh nhiều tiện ích phục vụ đời sống sinh hoạt hàng ngày, hạ tầng phát triển, mặt đường 17m rộng thoáng giao thông thuận tiện đi lại......🌟 Pháp lý : có đầy đủ giấy tờ chuyển nhượng(có các thông báo chuẩn bị xây dựng)🌟 Lý tưởng kinh doanh hoặc đầu tư với tỉ suất sinh lời rất cao  Hotline: 0799989968   hệ trực tiếp để được giá tốt nhất.",24/08/2022,Tin thường,batdongsan_so_com_vn_1673806581.734494,
"3,2 tỷ VNĐ",Đường Trần Phú phường Mộ Lao, 31m2, 3, 2, 50, 4,"
    
Ngõ 108 Trần Phú thông ngõ 58 Thanh Bình và thông 110 Trần Phú lưu thông rất thuận lợi, đ
",24/08/2022,Tin thường,batdongsan_so_com_vn_1673806583.1726458, 4
