price,address,Diện tích,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Details,Ngày đăng,Loại tin,id,Số toilet,Hướng
8 tỷ VNĐ,Khương Trung, 61m2,,, 5,,"Ô TÔ qua, Phố Khương Trung, Thanh Xuân 61m2x5T, KINH DOANH, 8 Tỷ. + Vị trí đẹp nhất Phố, thông sang Vương Thừa Vũ, Tô Vĩnh Diện, Hoàng Văn Thái, tiện ích miễn bàn. + Ngõ rộng ô tô qua nhà, khu dân trí cao, an ninh tốt. Khu vực kinh doanh sầm uất ngày đêm. + Sổ đỏ vuông đẹp, pháp lý chuẩn, sẵn sàng dao dịch. LH: Em Hoan, 0925088355, chuyên Thổ cư Thanh Xuân, Đống Đa, miễn phí xem nhà 24/7.",22/08/2022,Tin thường,batdongsan_so_com_vn_1673807013.6553652,,
"6,5 tỷ VNĐ",Trường Chinh, 48m2, 4,, 5,,"+Vị trí trung tâm khu phân lô dành cho cán bộ cấp cao, ngõ rộng 5m ô tô tránh. +Xung quanh tiện ích bạt ngàn gần trung tâm thương mại Atemis, Royal city, bệnh viện Đại học Y, trường học các cấp, bể bơi… +Hàng xóm đều là cán bộ viên chức dân trí cao an ninh cực tốt. +Nhà 2 mặt thoáng trước sau, phòng nào cũng có cửa sổ. Trước nhà rộng 5m để xe thoải mái. +Chủ nhà tâm huyết tự xây khung cột chắc chắn, cửa, cầu thang đều là gỗ Lim Lào. Thiết kế 4 tầng, 4 phòng ngủ với đầy đủ công năng sử dụng. +Sổ đỏ vuông như tờ A4 – sẵn sàng giao dịch. +Giá 6.5 tỷ - Có thương lượng. +Để được dẫn xem nhà các B Liên hệ : Ms Dung 0989558620 - Chuyên môi giới nhà đất thổ cư - nhà mặt phố Hà Nội hỗ trợ thủ tục pháp lý mua bán - chuyển nhượng miễn phí.",22/08/2022,Tin thường,batdongsan_so_com_vn_1673807014.9089956,,
"3,7 tỷ VNĐ",Đường Nguyễn Văn Cừ phường Bồ Đề, 57m2, 3, 4, 3, 3,"Chủ nhà cần bán gấp nhà 5 tầng ngõ phố Bồ Đề để thanh toán nợ ngân hàng.+ Nhà nằm ở trung tâm phường Bồ Đề, tiện ích ngập tràn, giao thông thuận tiện, đi vào trung tâm rất gần.+ Ngõ ô tô, thông với các tuyến phố chính: Bồ Đề, Hồng Tiến, Lâm Du..Từ nà ra hồ Bồ Đề chỉ 100m.+ Nhà đẹp long lanh, nội thất đầy đủ chỉ việc khách xách vali về ở.+ Hiện trạng 4 tầng 1 tum, thiết kế cầu thang giữa.Tầng 1: Khách, bếp, để xe.Tầng 2,3,4: Mỗi tầng 1 phòng ngủ xịn sò, vệ sinh từng tầng.Tầng 5: Phòng thờ, sân phơi.+ Sổ đỏ chính chủ.+ Giá bán: 3,1 tỷ  - đây là mức giá tốt nhất trên thị trường hiện nay - do chủ nhà cần bán gấp. Chi tiết xin liên hệ: Vũ Tuấn - chuyên bđs thổ cư, biệt thự, nhà phố Long Biên...theo số..   0399.o.27.o.11.o.14.o",22/08/2022,Tin thường,batdongsan_so_com_vn_1673807016.162642, 3,
"4,1 triệu VNĐ",tả thanh oai, 70m2, 5, 5, 4, 4,"Cần bán nhà 70m2 x4 tầng, ô tô vào nhà.  Cần bán nhà khu Tả Thanh Oai, 70m2 x 4 tầng, đầy đủ nội thất về ở ngay. Nhà gần trường cấp 1, cấp 2, mầm non Tả thanh Oai buôn bán đi lại thuận tiện. Hiện đang cho thuê 4 tr/ tháng. Sổ đỏ chính chủ chờ giao dịch. Lh : 0904.979.521 Để xem nhà.",22/08/2022,Tin thường,batdongsan_so_com_vn_1673807017.8142228, 3, Đông nam
"5,7 tỷ VNĐ",Đường Yên Hòa phường Yên Hòa, 30m2, 5, 2, 5, 3,"
    Nhà mình chỉ cách 20m ra mặt phố, ngõ thông tứa phía, giao thương các phố Nguyễn Khang, Hoa Bằng , Trung Kính.- Thiết kế đẹp Lung Linh,  sang trọng hiện đại có 3PN rộng, sẵn về ở luôn.- Sổ chính chủ, sẵn sàng giao dịch ngay.Lh Mr.Quân 0568098386 xem nhà ngay.
",22/08/2022,Tin thường,batdongsan_so_com_vn_1673807019.2274435, 4,
"5,3 tỷ VNĐ",Đường Ngô Gia Tự phường Đức Giang, 70m2,, 3, 4,,"- Bán nhà phố Ngô Gia Tự, Long Biên, Hà Nội. Vị trí gần Phòng Cảnh sát PCCC Long Biên. - Nhà 2 mặt thoáng, ôtô đỗ 2 mặt. - Chủ nhà quân nhân, phúc hậu, nhiệt tình chuẩn chỉ. - Sổ đỏ chính chủ. - Giá 5.3 tỷ (thiện chí có thương lượng) - LH Mr Hải 0987694502 (miễn TG-MG)",22/08/2022,Tin thường,batdongsan_so_com_vn_1673807020.6988335,,
"3,3 tỷ VNĐ",Đường Mỹ Đình phường Mỹ Đình 1, 36m2, 6, 2, 4, 3,"
    Nhà mình gần Ngã tư giao Mỹ Đình, Thiên Hiền, ngõ thông tứ phía, Ô tô đỗ gần.- Đi bộ ra Trường MN, Tiểu Học Mỹ Đình, đưa đón con rất tiện lợi, chợ 402 Mỹ Đình cực gần, KĐT Sông Đà,,,- Nhà đẹp, thiết kế 3PN sang trọng lịch sự đầy đủ công năng, Xác Vali ở luôn.- Sổ chính chủ, pháp lý sạch, giao dịch ngay.Lh Mr.Quân 0568098386 xem nhà ngay.
",22/08/2022,Tin thường,batdongsan_so_com_vn_1673807022.0302274, 4,
8 tỷ VNĐ,Tô Vĩnh Diện, 58m2,,, 5,,"Phân Lô Quân Đội Phố Tô Vĩnh Diện, 58m2x5T, Ô TÔ vào nhà, KINH DOANH bất chấp, 8 Tỷ + Trung tâm Phố Tô Vĩnh Diện, gần Ngã Tư Sở, tiện ích vây quanh. + Nhà nằm trong khu phân lô Quân Đội, an ninh tuyệt đối, ô tô ra vào nhà thoải mái. + Sổ đỏ vuông đẹp, pháp lý chuẩn, sẵn sàng dao dịch. LH: Em Hoan, 0925088355, chuyên Thổ cư Thanh Xuân, Đống Đa, miễn phí xem nhà 24/7.",22/08/2022,Tin thường,batdongsan_so_com_vn_1673807023.395935,,
8 tỷ VNĐ,Vương Thừa Vũ, 60m2, 5,,,,"Phân Lô Quân Đội Phố Vương Thừa Vũ, 60m2, MT 5m, Ô TÔ qua, KINH DOANH, Nhỉnh 8 Tỷ + Trung tâm Quận Thanh Xuân, nhà thuộc khu phân Quân đội an ninh tuyệt đối. + Ô tô ra vào nhà thoải mái, đường rộng thông thoáng nên vừa ở hoặc kinh doanh văn phòng đều được. + Sổ đỏ vuông đẹp, pháp lý chuẩn, sẵn sàng dao dịch. LH: Em Hoan, 0925088355, chuyên Thổ cư Thanh Xuân, Đống Đa, miễn phí xem nhà 24/7.",22/08/2022,Tin thường,batdongsan_so_com_vn_1673807024.9467866,,
"1,3 tỷ VNĐ",kiến hưng - hà đông - hà nội, 67m2,,, 1, 2,"Tôi chính chủ cần bán căn hộ chung cư 2 mặt thoáng tại tòa HH03B Căn hộ có cửa sổ ở tất cả các phòng nên luôn có ánh sáng ở các phòng. Tòa chung cư nằm trên trục đường phía Nam Hà Nội rất thuận tiện cho việc di chuyển về trung tâm huyện Thường Tín hoặc trung tâm Quận Hà Đông. Căn góc View hồ có diện tích 67.67m² thiết kế 2 phòng ngủ, 2 nhà vệ sinh, phòng khách, phòng bếp và ban công rất thoáng mát.Cửa hướng Bắc, ban công hướng Nam Nội thất gắn tường FULL cực kỳ đẹp: Tủ bếp trên dưới, nóng lạnh, điều hòa, sofa, giá kệ tivi, sàn ốp gỗ, giường tủ,các thiết bị điện và thiết bị vệ sinh… Giá bán: 1 tỷ 300 triệu (bao sang tên cho khách hàng). Hỗ trợ khách hàng vay bank tối đa 70% giá trị gốc trong hợp đồng mua bán. Pháp lý: Hợp đồng mua bán với chủ đầu tư Thanh Hà Cienco 5 Land. Liên Hệ: 033.568.8885  Mr.Duy",22/08/2022,Tin thường,batdongsan_so_com_vn_1673807026.6422498, 2, Bắc
