price,address,Diện tích,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Details,Ngày đăng,Loại tin,id,Số toilet
"4,2 tỷ VNĐ",Đường Tam Trinh phường Yên Sở, 32m2, 4, 8, 5, 4,"_ Nhà 5 tầng x32m2, mặt tiền 4m, giá chỉ 4,2 tỷ, kinh doanh tấp nập, hiếm nhà bán - Trước nhà ô tô tải tránh nhau, 60m ra mặt phố Tam Trinh, giao thông thuận tiện - Hiện tại nhà đang kinh doanh siêu thị mini, khách đông tấp nập, do chuyển vô Nam nên phải bán gấp - Tầng 1 thông sàn kinh doanh, tầng 2 bếp và phòng ngủ, tầng 3,4,5 mỗi tầng 1 phòng ngủ  - Sổ đỏ chính chủ giao dịch ngay Liên hệ ngay : 0922344567",28/07/2022,Tin thường,batdongsan_so_com_vn_1673812035.4869146, 4
"1,73 tỷ VNĐ",Đường Trích Sài phường Thụy Khuê, 49m2,, 25, 41,,"
    - Căn hộ The Sailing Quy Nhơn với thiết kế thông minh, linh hoạt giúp tối ưu hóa diện tích nhưng đủ đầy công năng sử dụng, phù hợp vơi đa nhu cầu sử dụng- 100% các căn hộ đều có ban công và logia thoáng sáng- Toàn bộ các phòng trong căn hộ đều có khe thoáng/mặt thoáng tối ưu hóa sự đối lưu không khí, đón ánh sáng và nguồn gió tự nhiên- Tầm nhìn hoàn hảo thoáng rộng hướng ra biển xanh và thành phố sôi động - Pháp lí sổ hồng lâu dài - Các thông tin chi tiết về dự án quý khách liên hệ ngay Mr Sầm Đạt
",28/07/2022,Tin thường,batdongsan_so_com_vn_1673812036.8452783,
8 tỷ VNĐ,Đường Tô Vĩnh Diện phường Khương Trung, 45m2, 4, 4, 5, 4,"
    Nhà khu phân lô quân đội, dân trí cao, an ninh tốt, rất gần ngã tư sở, Trung tâm thương mại Royal City, trường học Nguyễn Trãi, bệnh viện Đại Học Y Hà Nội, Bệnh viện Bưu điện, chợ  Hoàng Văn Thái … Nhà chủ xây chắc chắn, cẩn thận,  Thiết kế:- Tầng 1: Gara, bếp, vệ sinh.- Tầng 2: Khách, tắm master rộng.- Tầng 3+4 :  2 phòng ngủ, vệ sinh.- Tầng 5: Phòng thờ, sân phơi.Mặt ngõ ô tô tránh, thông muôn nơi, thuận tiện di chuyển các ngả.Sổ đỏ phân lô, sang tên ngay. Giá 8 tỷ có thương lượng.Liên hệ: Em Tuấn Anh 0937651883, xem nhà trực tiếp( Miễn Môi giới. quảng cáo)
",28/07/2022,Tin thường,batdongsan_so_com_vn_1673812038.279444, 4
"4,6 tỷ VNĐ",Mỹ Đình, 35m2,,, 5, 3,"- Vị trí đẹp, ngõ thông, gần ô tô, xe ba gác đỗ cửa, kinh doanh spa, văn phòng…- Gần các tuyến đường lớn: Mỹ Đình, Phạm Hùng, Lê Đức Thọ, Mễ Trì, Nguyễn Hoàng… gần bến xe Mỹ Đình, cầu vượt Mai Dịch, gần trường học các cấp gần đh Thương Mại, đh Quốc gia HN, đh Văn hóa Nghệ thuật… gần bệnh viện 19/8, bv Y học cổ truyền. - An ninh đảm bảo, dân trí cao.- Nhà xây 5 tầng thiết kế sang chảnh, hiện đại, đầy đủ công năng: phòng khách, phòng bếp, phòng thờ, phòng ngủ, sân phơi.- Sổ đỏ nở hậu, chính chủ sẵn sàng giao dịch.Liên hệ: Em Chinh - 094 955 9693 (zalo/sms) để được tư vấn và hỗ trợ miễn phí.",28/07/2022,Tin thường,batdongsan_so_com_vn_1673812039.4582891,
"4,6 tỷ VNĐ",Đường Phan Đăng Lưu phường Yên Viên, 71m2, 4, 20, 4, 4,"+ Vị trí đoạn đẹp nhất Phan Đăng Lưu, Yên Viên, Gia Lâm đường rộng 2 xe công tránh nhau, vỉa hè rộng, khu vực sầm uất kinh doanh sầm uất, trục chính lối sang Đông Anh , tương lai Gia Lâm, Đông Anh lên quận giá trị tăng vọt. + Diện tích 71M MT thiết kế 4 tầng kiên cố, một mặt phố vỉa hè kinh doanh, mặt sau Vivew Hồ Thoáng mát ô tô tải vào . + Sổ đỏ vuông đẹp, chính chủ cực thiện trí bán. Liên hệ : Xuân Thủy 0971879199 chuyên bđs thổ cư Long Biên.",28/07/2022,Tin thường,batdongsan_so_com_vn_1673812040.6251688, 3
,Đại lộ Thăng Long- An Khánh- Hoài Đức., 82m2,,,, 3,"Chung cư Esensia - Splendora Mở bán 70 căn cuối, view hồ, view golf, view nội khu, không gian siêu thoáng... Diện tích 110m2 - 140m2 Đóng 30% nhận nhà ở ngay, 70% vay 24 tháng Miễn phí để xe oto 5 năm, miễn phí dịch vụ 3 năm... Tầm view Triệu Đô ạ Liên hệ: 0329004051",28/07/2022,Tin thường,batdongsan_so_com_vn_1673812042.355571, 2
"2,664 tỷ VNĐ",Đường Uy Nỗ phường Uy Nỗ, 74m2, 4,,,,"Bán đất Uy Nỗ Đông Anh – 74m Kính Nỗ – Đường 3,5m thông   Diện tích: 74m2 Mặt tiền = Hậu = 4m Đường 3,5m ô tô thông qua.  Vị trí bán đất Uy Nỗ Đông Anh: Cách trung tâm Đông Anh 1km, tiện ích đầy đủ: UBND, bệnh viện, nhà hàng, quán ăn, shop….  Cách bệnh viện Bắc Thăng Long 200m, cách QL3 1km.  Bán kính xung quanh 300m là các trường mầm non, tiểu học, trung học, sân bóng, tiện ích rất đầy đủ…  Ngay cạnh hồ điều hòa lộng gió, sáng chiều đi tập thể dục rèn luyện sức khỏe.  Giá còn cửa đầu tư.  Thiện chí bán, sổ đỏ sẵn sàng giao dịch. Em Tùng 0979.090.313
– Tư vấn nhà đất Đông Anh miễn phí.
– Kiểm tra quy hoạch mới nhất giá rẻ.
– Hỗ trợ vay vốn ngân hàng",28/07/2022,Tin thường,batdongsan_so_com_vn_1673812047.6544251,
"2,55 tỷ VNĐ","ba đình ,hà nội", 70m2,,,,,"Nhà Tập thể Giảng Võ,Q.Ba Đình 70m2 giá hơn 2 tỷ Nhà mới hoàn thiện, diện tích 70m². Gồm 2 phòng ngủ + 2 Wc + Bếp riêng + Phòng khách + Giếng Trời + Sân thượng riêng biệt + Nội thất đầy đủ. Phòng nào cũng thông thoáng khí trời.Nhà tập thể có 2 tầng và 1 sân thượng riêng biệt ( ^ 2,5 tầng). Sân chung cách 5m (Sân chung rất sạch sẽ và thoáng mát).Giá: 2.55 tỷ, sổ đỏ chính chủ. Liên hệ xem nhà 0865.536.663",28/07/2022,Tin thường,batdongsan_so_com_vn_1673812048.8135202,
"3,9 tỷ VNĐ",phố Vĩnh Tuy, 38m2,,,,,"+ Nhà mặt ngõ tại phố Vĩnh Tuy , gần các tuyến phố quan trọng HBT như: Minh Khai, Nguyễn Khoái, Dương Văn Bé… + Nhiều tiện ích : Vinmec, TimeCity, Cầu Vĩnh Tuy,ĐH Kinh Doanh Công Nghệ, trường học từ mầm non đến cấp 3 rất gần nhà. + Ngõ thông, nông, không khí thoáng đãng, giao thông vô cùng thuận lợi. + 50m ra mặt đường Vĩnh Tuy, 2’ ra Time City. + Diện tích  38  x 5 tầng, MT 4m + Nhà mới xây, thiết kế hiện đại, CHỦ TẶNG TOÀN BỘ NỘI THẤT SANG TRONG. + Sổ đỏ chính chủ, đảm bảo pháp lý, sẵn sàng giao dịch. + Giá Nhỉnh 3 Tỷ có thương lượng.  Liên hệ: em Dũng- 094 567 6597",28/07/2022,Tin thường,batdongsan_so_com_vn_1673812049.8950877,
"31,5 tỷ VNĐ",Quận Tây Hồ, 105m2,,,,,"Cực Hiếm.Nhà phố Trích Sài C4, 105m2, MT 6.8m. Kinh Doanh.bất chấp. Nhỉnh 31 tỷ.0962745289+ Vị trí 5* Cực hiếm trung tâm Quận Tây Hồ, xây tòa nhà khách sạn, cho thuê văn phòng, 3 bước chân ra Hồ Tây ô tô vào nhà. Tiện ích miễn bàn.+ Mảnh Đất cực hiếm  Kinh doanh bất chấp, .+Khu trung tâm vị trí đẹp, an ninh dân trí cao, tiện ích miễn bàn. + Đường phố Trích Sài ôm trọn ven Hồ Tây -  Xây tòa nhà văn phòng, kinh doanh dịch vụ, hàng ăn, café …+ Sổ đỏ vuông vức chính chủ sẵn sàng giao dịch.+ Giá:Thỏa thuận.Liên hệ: Anh Đoàn - 0962745289.+ Chuyên nhà đất – Đất thổ cư Hà Nội.+ Nhiệt tình vui vẻ, dẫn khách xem nhà miễn phí. Tư vấn  pháp lý, thủ tục sang tên nhanh gọn. + Tư vấn 24/7. ",28/07/2022,Tin thường,batdongsan_so_com_vn_1673812051.058972,
