price,address,Diện tích,Details,Ngày đăng,Loại tin,id,Mặt tiền,Số tầng,Số phòng ngủ,Số toilet,Lộ giới,Hướng
"2,3 tỷ VNĐ",tân bình xuân mai chương mỹ hà nội, 270m2,"✅ Bán Đất Chính chủ Thị trấn Xuân Mai 10x27 Bám mặt hồ suối chì TT      Lô còn lại thời điểm này có view đẹp hướng thủy thông thoáng ++ Vị trí phong thủy khá đắc địa cực mát, Đất thoải nhẹ  giáp đường tựa sơn. phía mặt hướng thủy đón gió+ Dân cư  thân thiện, an ninh cực tốt + Tiện ích cực gần 💲iêu thị Ngân hàng trường cấp 3 mầm non, chợ Xuân Mai  chỉ 10 đi bộ. Điểm + để gia đình xây dựng nghỉ dưỡng hay đâu tư sinh lời trong thời gian ngắn khi Xuân Mai sẽ là Đô Thị vệ tinh của tp .+  Giao thông thuận lợi nhiều hướng mở, ngã tư Xuân Mai vào đất 800m đường liên khu cực rộng sạch đẹp ✅ Giấy tờ pháp lý công chứng đầy đủ.          Giá thiện chí chỉ 2.3 tỷ bao tên cho người mua, miễn trung gian!                                    Đầu tư  giá trị - tiện ích dài lâu                            Liên hệ; 0832 861 977.  A Nam xem đất trực tiếp.",10/05/2022,Tin thường,batdongsan_so_com_vn_1673825438.6555128, 10,,,, 6, Đông nam
"17,5 tỷ VNĐ",phố nghĩa đô, 73m2,"BÁN NHÀ PHỐ NGHĨA ĐÔ, CẦU GIẤY, DIỆN TÍCH 73M2, NHÀ 2 MẶT NGÕ, PHÂN LÔ Ô TÔ VÀO NHÀ. Cc cần bán nhà nhà đẹp 4 tầng, mặt tiền 4.5m tại Cầu Giấy, Kinh doanh đỉnh và làm văn phòng đẹp + Nhà tọa lạc tại khu phân lô Vip và đẹp của phố Nghĩa Đô, trung tâm quận Cầu Giấy, vị trí rất rất đẹp, ô tô chạy vòng quanh và đặc biệt trước nhà còn có chỗ đậu xe ngày đêm vì vậy rất thích hợp làm văn phòng đại diện Công ty. + Nhà được xây vuông vắn trên thửa đất đẹp vuông như 1 chiếc bánh trưng, được thiết kế 4 tầng, khung cột bê tông chắc chắn, nhà mình được 2 mặt tiền thuộc 2 mặt ngõ trước sau nên vô cùng sáng thoáng, ánh sáng ngập tràn các phòng. + Giáp danh với các tuyến phố Quan Hoa, Xuân Thủy, Trần Thái Tông, Nguyễn Văn Huyên, Nguyễn Phong Sắc, Trần Đăng Ninh khu tụ điểm của nhiều tòa nhà văn phòng, cơ quan nhà nước và đặc biệt các cửa cửa hiệu thuộc hãng thời trang nổi tiếng ở đường Cầu Giấy. + Nghĩa Đô là khu phố Vip nhiều sinh viên và các trường đại học quanh đó như “Đại học Giao Thông Vận Tải, thông ra công viên Nghĩa Đô ở đường Hoàng Quốc Việt, Bảo Tàng dân tộc học, thông với Nguyễn Khánh Toàn, chỉ 7 phút là lên ngã 4 Cầu Giấy giao với Bưởi, Đê La Thành, Kim Mã, Láng, công viên Thủ Lệ. + Vị trí thông thuận, hạ tầng giao thông đầy đủ, thuộc quận đã và đang trên đà phát triển mạnh vì vậy vô cùng tiềm năng và có giá trị tăng mạnh về sau. + Sổ đỏ cực kì vuông, đẹp và chính chủ, giá bán 17.5 tỷ có thương lượng cho khách thiện chí mua + Liên hệ: 0886083333, gia đình chỉ gặp trực tiếp người mua, miễn MG trung gian.",10/05/2022,Tin thường,batdongsan_so_com_vn_1673825440.4008436, 4, 4, 4,,,
"5,5 tỷ VNĐ","Ngox 109 Phố Quan Nhân, Nhân Chính, Thanh Xuân , Hà Nội", 40m2,"Bán Gấp nhà Ngõ 109 Quan Nhân, 2 THOÁNG, 42m2, Nhỉnh 5 tỷ. + Nhà 5 tầng, 2 mặt thoáng trước sau, Chủ mới sơn sửa đẹp long lanh, khách về ở luôn. + Ngõ ba gác tránh, thông các ngả ra phố Giáp nhất, phố Cự lộc + Chủ Xây 5 tầng cực kì chắc chắn, thiết kế kiểu lệch tầng, phòng khách rộng. + Sổ đẹp nở hậu, pháp lý sạch sẵn sàng giao dịch.  Liên hệ: Mr. Hồng Hải – 0961771396 ",10/05/2022,Tin thường,batdongsan_so_com_vn_1673825441.5598767,,,,,,
"4,5 tỷ VNĐ","Khương Đình, Thanh Xuân", 40m2,"BÁN NHÀ KHƯƠNG ĐÌNH – THANH XUÂN, 5 TẦNG NGÕ THÔNG, 4.5 TỶ - Nhà 5 tầng 3 ngủ nội thất cơ bản, chủ mới có thể về ở luôn - Ngõ phân lô vuống vắn. Nhà cách ô tô tránh, dừng đỗ ngày đêm 10m. Thông Khương Đình, Hoàng Đạo Thành. Sát khu FiveStar Kim Giang, trường Tiểu học, THCS Hạ Đình, hồ Hạ Đình, chợ Kim Giang Thuận tiện đi Nguyễn Xiển, Nguyễn Trãi, khu đô thị Linh Đàm, ĐỊnh Công ... Tiện ích đầy đủ - Sổ đỏ chính chủ, sẵn sàng giao dịch, thương lượng trực tiếp với chủ nhà - Liên hệ: 0918120568",10/05/2022,Tin thường,batdongsan_so_com_vn_1673825442.644007, 4, 5, 4, 4,,
6 tỷ VNĐ,"Bùi Xương Trạch, Thanh Xuân", 30m2,"CHÍNH CHỦ BÁN NHÀ PHỐ BÙI XƯƠNG TRẠCH, THANH XUÂN, DIỆN TÍCH 30M2, MẶT TIỀN 4,2M, KINH DOANH, Ô TÔ VÀO NHÀ. + Vị trí trung tâm Thanh Xuân dân trí cao, gần chợ, trường học, bệnh viện, ngân hàng và giao thông thuận tiện. + Nhà 6 tầng cực đẹp mặt ngõ ô tô 7 chỗ thông phố Vũ Tông Phan. Nhà kinh doanh tốt hoặc cho thuê khoảng 25 triệu/tháng. + Sổ đỏ chính chủ, pháp lý sạch. + Liên hệ em Thái để được tư vấn và hỗ trợ miễn phí.",10/05/2022,Tin thường,batdongsan_so_com_vn_1673825444.1210952,,,,,,
"54,9 tỷ VNĐ","Cầu Giấy, Quận Cầu Giấy, Hà Nội", 100m2,"Cần bán nhà mới xây đẹp long lanh, nội thất mới tinh: Thang máy; điều hoà âm trần, hệ thống đèn điện, thiết bị vệ sinh cao cấp… Vị trí mặt phố, gần ngã tư Xuân Thuỷ, thuận tiện đi ra các quận như Nam - Bắc Từ Liêm, Thanh Xuân, Tây Hồ, gần khu văn phòng, khu vực dân trí cao, gần công an phường, gần Đại học Sư Phạm, Học viện báo chí và tuyên truyền, khu dân sinh nhộn nhịp,… Sổ đỏ chính chủ, sổ vuông vắn , vượng khí, pháp lý rõ ràng Liên hệ chính chủ 0973134782 ",10/05/2022,Tin thường,batdongsan_so_com_vn_1673825445.2720177,,,,,,
"5,3 tỷ VNĐ",Cầu Giấy, 34m2,"Chính chủ cần rao bán nhà vị trí đẹp trung tâm Cầu Giấy nhà lô góc 6 tầng thang máy nhập khẩu, xung quanh là các trường Đại Học lớn như Báo Chí, Sư Phạm, Quốc Gia, Thương Mại... Diện tích: 34m2, mặt tiền 6m, 6 tầng, giá 5.3 tỷ Thiết kế : Tầng 1 chủ mới đến ở theo ý tùy sử dụng hoặc để xe + Tầng 2,3,4,5 mỗi tầng 1 phòng. + Tầng 6 phòng bếp + sân phơi. - Trong tầm tài chính 5.3 tỷ nhà có thang máy là cực hiếm . - Sổ đỏ đẹp chính chủ sẵn sàng giao dịch Để biết thêm thông tin, xem chi tiết căn nhà anh chị liên hệ 0792122918 để nhận thêm thông tin Bán nhà trung tâm Cầu Giấy nhà lô góc 6 tầng thang máy, nhỉnh 5 tỷ",10/05/2022,Tin thường,batdongsan_so_com_vn_1673825446.4459174, 6, 6, 4, 6,,
"1,9 tỷ VNĐ",Đường Tứ Hiệp phường Tứ Hiệp, 63m2,"Của hiếm tại cửa ngõ Nam Hà Nội. Đóng từ 550tr là ký HĐMB và nhận nhà ở ngay vào tháng 6/2022. Hỗ trợ LS 0% 18 tháng tại nhiều chi nhánh ngân hang, ân hạn nợ gốc trong thời gian miễn lãi ",10/05/2022,Tin thường,batdongsan_so_com_vn_1673825447.5978386, 8, 1, 2, 2, 15,
"5,4 tỷ VNĐ",Hà Cầu- Hà Đông, 40m2,"Nhỉnh 5 tỷ, ô tô vào nhà, lô góc, mặt ngõ thông, gần phố Hà Cầu, Hà Đông, 40m, 5 tầng.  Bán nhà hiếm có trung tâm Hà Đông, lô góc thoáng sáng ô tô vào nhà với 5 tầng rộng đẹp chỉ hơn 5 tỷ. Chủ xây để ở tâm huyết nay chuyển chỗ làm mới cho tiện di chuyển nên cần bán gấp trong tuần, nội thất Vip chỉ việc đến ỏ. Vị trí gần trường học các cấp, gần chợ, cách chợ lớn Hà Đông chỉ hơn 200m, giáp với Văn Quán, hàng xóm với phố cổ Bà Triệu, Thông ra Tô Hiệu, phía Bắc giáp Đa Sỹ, 300m ra trục chính Quang Trung. Chủ nhà là doanh nhân thành đạt nhà có lộc con lộc của, gia lộc cho khách thiện chí mua. Hàng xóm thân thiện, an ninh tuyệt đối. Sổ đỏ vuông, sẵn sàng giao dịch. Giá: 5.4 tỷ ( có thương lượng). Liên hệ : Huyền Hà Đông ( 0363703491- 0965472910)- Chuyên gia nhà Thổ cư tư vấn hàng nghìn ngôi nhà tiết kiệm THỜI GIAN- CÔNG SỨC- TIỀN BẠC. Hỗ trợ 24/7 và tư vấn pháp lý, vay vốn.",10/05/2022,Tin thường,batdongsan_so_com_vn_1673825448.7248585,, 5,,,,
"5,39 tỷ VNĐ",La Khê- Hà Đông, 39m2,"Nhà đẹp lô góc, ô tô vào nhà, ngõ thông,gần phố La Khê , Hà Đông, 39m, 5 tầng, giá đầu tư Chú tôi nhờ bán nhà đẹp tự xây tâm huyết, khung cột bê tông chắc chắn, chỉ việc đến ở, nội thất hiện đại đầy đủ, với 5 tầng thoáng sáng nhà lô góc ngập tràn ánh sáng, ô tô vào nhà, gần phố. Xung quanh nhà có đủ tiện ích: trường học, chợ, siêu thị, công viên, bệnh viện, ngân hàng, nhà đẹp khu dân cư đông đúc toàn cán bộ, văn minh và yên tĩnh chỉ việc đến ở. Giao thông di chuyển trục chính Lê Trọng Tấn, gần các khô đô thị An Hưng, Dương Nội, hàng xóm Nguyễn Thanh Bình, cắt với Ngô Quyền và giáp Ngô Thì Nhậm. Sổ đỏ vuông, sẵn sàng giao dịch. Giá: 5.39 tỷ ( có thương lượng). Liên hệ : Huyền Hà Đông ( 0363703491- 0965472910)- Chuyên gia nhà Thổ cư tư vấn hàng nghìn ngôi nhà tiết kiệm THỜI GIAN- CÔNG SỨC- TIỀN BẠC. Hỗ trợ 24/7 và tư vấn pháp lý, vay vốn.",10/05/2022,Tin thường,batdongsan_so_com_vn_1673825449.8269114,, 5,,,,
