price,address,Diện tích,Mặt tiền,Số tầng,Details,Ngày đăng,Loại tin,id,Hướng,Số phòng ngủ,Số toilet,Lộ giới
"4,1 tỷ VNĐ","Giáp Bát, Hoàng Mai", 40m2,,,"CHÍNH CHỦ BÁN NHÀ PHỐ GIÁP BÁT, HOÀNG MAI, DIỆN TÍCH 40M2, MẶT TIỀN 5M, KINH DOANH. + Vị trí trung tâm Thanh Xuân dân trí cao, gần chợ, trường học, bệnh viện, ngân hàng và giao thông thuận tiện. + Nhà 4 tầng cực đẹp mặt ngõ nông rộng. Cách chỗ để ô tô chỉ vài bước chân. Nhà kinh doanh tốt hoặc cho thuê khoảng 15 triệu/tháng. + Sổ đỏ chính chủ, pháp lý sạch. + Liên hệ em Thái để được tư vấn và hỗ trợ miễn phí.",17/05/2022,Tin thường,batdongsan_so_com_vn_1673824486.6684475,,,,
40 triệu VNĐ/m2,"279 Hoàng Mai, phường Hoàng Văn Thụ, quận Hoàng Mai, Hà Nội", 114m2,,,"𝐓𝐨̀𝐚 Zen hot 𝟏 vài căn 3 𝐧𝐠𝐮̉ 𝐜𝐮𝐨̂́𝐢 𝐜𝐮̀𝐧𝐠 𝐥𝐚̀ 𝐤𝐞̂́𝐭 𝐭𝐡𝐮́𝐜 𝐛𝐚̉𝐧𝐠 𝐡𝐚̀𝐧𝐠 đợt 1. 𝐁𝐚́𝐜 𝐧𝐚̀𝐨 𝐜𝐡𝐨̂́𝐭 𝐠𝐨̣𝐢 𝐞 𝐧𝐠𝐚𝐲 𝐧𝐡𝐞́ 👉𝐍𝐡𝐚̀ 𝐦𝐚̂̃𝐮 𝐜𝐨́ 𝐬𝐚̆̃𝐧 ----------------------------  🍀𝐓𝐡𝐨̂𝐧𝐠 𝐭𝐢𝐧 𝐜𝐚̆𝐧 𝐡𝐨̣̂: - Diện tích thông thủy: 114m2 - Tầng 17 và 23 - Giá bán: 4.8xx tỷ (Đã VAT) - Hướng Tây, Hướng Đông - Bàn giao nội thất cơ bản, điều hòa âm trần. - Sổ hồng lâu dài - Quý 2 năm 2023 nhận nhà ----------------------------  𝐓𝐢𝐞̂́𝐧 đ𝐨̣̂ 𝐭𝐡𝐚𝐧𝐡 𝐭𝐨𝐚́𝐧 𝐯𝐚̀ 𝐜𝐡𝐢́𝐧𝐡 𝐬𝐚́𝐜𝐡 𝐛𝐚́𝐧 𝐡𝐚̀𝐧𝐠 𝐚́𝐩 𝐝𝐮̣𝐧𝐠 Đặt cọc: 100tr  📌𝐕𝐚𝐲 𝐧𝐠𝐚̂𝐧 𝐡𝐚̀𝐧𝐠: 𝐶Đ𝑇 𝐻𝑇𝐿𝑆 0% 𝑡𝑜̛́𝑖 𝑘ℎ𝑖 𝑛ℎ𝑎̣̂𝑛 𝑛ℎ𝑎̀, 𝑎̂𝑛 ℎ𝑎̣𝑛 𝑔𝑜̂́𝑐 - Đợt 1: 15% - Ký HĐMB - Trong vòng 10 ngày cọc - Đợt 2: 15% - sau 30 ngày Đợt 1 - Ngân hàng giải ngân 70% theo thông báo CĐT  📌𝐊𝐡𝐨̂𝐧𝐠 𝐯𝐚𝐲 𝐧𝐠𝐚̂𝐧 𝐡𝐚̀𝐧𝐠 𝑀𝑖𝑒̂̃𝑛 2% 𝑘𝑖𝑛ℎ 𝑝ℎ𝑖́ 𝑏𝑎̉𝑜 𝑡𝑟𝑖̀ + 1 𝑛𝑎̆𝑚 𝑝ℎ𝑖́ 𝑑𝑖̣𝑐ℎ 𝑣𝑢̣ - Đợt 1: 30% - Ký HĐMB - Trong vòng 10 ngày cọc - Đợt 2-3-4-5: mỗi đợt 10% - Cách nhau 30 ngày - Đợt 6: 25% - Bàn giao căn hộ - Đợt 7: 5% - Nhận sổ: Quý 2/2023 Địa chỉ xem căn hộ mẫu: Ngõ 92 Mai Động, Hoàng Mai, Hà Nội",17/05/2022,Tin thường,batdongsan_so_com_vn_1673824487.836322, Nam, 3, 2,
"7,78 tỷ VNĐ",Đường Nguyễn Khuyến phường Văn Quán, 68m2, 4, 4," + Ô tô đỗ cửa, qua nhà, kinh doanh  - Gọi ngay 0898108333 - 0773239362 Mr Nhiên Thổ Cư Hà Đông để xem nhà trong ngày.",17/05/2022,Tin thường,batdongsan_so_com_vn_1673824489.0042338,, 5, 4, 6
12 tỷ VNĐ,"Trần Hưng Đạo, Hoàn Kiếm, Hà Nội.", 65m2, 5, 6,"Bán nhà phố Trần Hưng Đạo Hoàn Kiếm – 65m2 – 6 tầng – MT 5m – Giá 12 tỷ.  NHÀ ĐẸP VỊ TRÍ TTRUNG TÂM HOÀN KIẾM. 3 BƯỚC CHÂN RA Ô TÔ. NHÀ ĐỈNH GIÁ SIÊU ƯU ĐÃI.  + Vị trí quận trung tâm Hoàn Kiếm. + 10m ra ô tô, có bãi gửi xe gần đấy. - Thiết kế căn nhà: T1: Khu để xe, phòng khách, bếp. T2: Phòng khách + 2 phòng ngủ. T3, T4, T5: mỗi tầng 2 phòng ngủ. T6: Sân phơi, phòng thờ. + Thiết kế thật sự rất đẹp, nội thất đẳng cấp…ưng ngay ngay từ cái nhìn đầu tiên. + Nhà sở hữu 2 mặt thoáng,.. + Pháp lý chuẩn, sổ đỏ chính chủ, sẵn sàng giao dịch. Khách quan tâm liên hệ Mr Đức: 0857619534. ",17/05/2022,Tin thường,batdongsan_so_com_vn_1673824490.1172564,, 8,,
"3,7 tỷ VNĐ",Xuân Phương Nam Từ Liêm, 38m2, 3, 5,"- Chính chủ gửi bán ngôi nhà vị trí vô cùng đẹp, ngõ rộng Vinfas fadil đỗ cửa, cách 5m ô tô tránh, cách phố 50m. Ngõ thông tứ tung… - Nhà mới xây, thiết kế hợp lí, công năng đầy đủ..các phòng đều có cửa sổ. Khách mua về ở luôn. - Giao thông thuận tiện ra Xuân Phương, Trịnh Văn Bô, Mỹ Đình 2km, xung quanh tiện ích không thiếu thứ gì gần trường, gần chợ, siêu thị… Thiết kế: Diện tích: 38m2, nhà gồm 5 tầng, mặt tiền 3.3m, đường trước nhà 3.3m. Giá bán 3.7 tỷ + Tầng 1: Khách + Bếp + wc + Tầng 2,3,4: gồm 6 phòng ngủ + 3wc  + Tầng 5: Phòng thờ + sân phơi Sổ đỏ chính chủ vuông đẹp, sẵn sàng giao dịch. Để xem chi tiết căn nhà anh chị liên hệ 0792122918 nhận thêm thông tin…",17/05/2022,Tin thường,batdongsan_so_com_vn_1673824491.4367266,, 6, 5,
2 tỷ VNĐ,Phường Cầu Dền, 30m2, 4, 4,"+ Nhà Chủ tự xây, bê tông cốt thép chắc chắn, vài bước ra Phố Bạch Mai, diện tích 30 m2, mặt tiền 4m, nhà 3.5 tầng. + Nhà Trung tâm quận Hai Bà Trưng, Ngõ nông, xe máy tránh , tiện lợi ra phố Bạch Mai, ra đường Đại Cồ Việt - Trần Khát Chân, đi đâu cũng tiện. + Gần chợ, siêu thị tiện ích, bệnh viện, công viên Thống nhất, khu vui chơi, giải trí, thuận lợi kinh doanh online, cách trường học các cấp chỉ vài phút đi bộ . + Sổ đỏ đẹp, sẵn sàng giao dịch + Giá thoả thuận + Liên hệ Anh Minh, chuyên nhà đất thổ cư, Đống Đa, Hai Bà Trưng, sẵn sàng tư vấn miễn phí 24/7. ĐT: 0913 220 691.",17/05/2022,Tin thường,batdongsan_so_com_vn_1673824492.5746884,, 2, 2, 2
12 tỷ VNĐ,Đường Nghĩa Tân phường Nghĩa Tân, 48m2, 4, 6,"
    
Nhà Nghĩa Tân 48m2 x 6T. MT4.5m. Ô tô đỗ cửa. Ở sướng, khu vực nhiều tiện ích. 12 tỷ. 0836797686

Vị trị: Trung tâm Cầu Giấy. Khu vực nhiều tiện ích: gần hồ, gần chợ, gần các trường học có tiếng. An sinh đỉnh, ở sướng.

Nhà khung cột chắc chắn, thiết kế đầy đủ công năng. Ô tô đõ cửa.

Sổ: Sẵn sàng giao dịch

LH: Ngọc Duyên - 836797686
",17/05/2022,Tin thường,batdongsan_so_com_vn_1673824493.7147126,, 4, 4, 6
"5,3 tỷ VNĐ","Phường Nghĩa Đô ,  Lạc Long Quân , Cầu Giấy , Hà Nội", 40m2, 4, 5,"
    Bán nhà Cầu Giấy , chủ nhà thiện trí muốn bán , nhà ở dân xây rất chắc chắn và tâm huyết , nhưng chủ có nhu cầu muốn chuyển nhà to hơn nên muốn chuyển nhượng cho chủ mới nên cần bán gấp .Vị trí: Nhà ở vị trí đắc địa, giao thông thuận lợi, sinh đỉnh. Gần hồ Tây, chợ Bưởi, chợ Nghĩa Đô, nhà văn hóa Nghĩa Đô, trụ sở các cơ quan ban ngànhĐường ô tô chọn một số bước chân. Hai mặt ngõ trước sau, Mặt tiền thoáng. Nhà Văn hóa có bãi biển gửi ô tô rộng rãi.Nhà ở được 2 năm còn đẹp như mới, khách hàng mua về luôn.Căn nhà được chủ thiết kế theo phong cách hiện đại với kiến trúc 5 tầng , mua về ở luôn được chủ sắp xếp như sauTầng 1: Phòng khách, bếp.Tầng 2, 3, 4: Mỗi tầng 1 ngủ rộng.Tầng 5: Phòng thờ sân phơi sáng.Các phòng sàn được chủ lát gỗ , nội thất được chủ thiết kế theo phong cách sang trọng .Sổ đỏ vuông đẹp , luôn sẵn sang giao dịch mọi lúc .Anh chị muốn biết thêm thông tin chi tiết Liên hệ Mr.Khải 0363.255.077
",17/05/2022,Tin thường,batdongsan_so_com_vn_1673824494.7410135,, 3, 4,
"5,45 tỷ VNĐ","Phố Bùi Thị Xuân, Hai Bà Trưng, Hà Nội", 26m2, 6, 5,"Mô tả: + NHÀ XÂY 5T CHẮC CHẮN. + Diện tích 26m2, Sổ đỏ chính chủ. + Vị trí phố cổ, trung tâm, giao thông rất thuận tiện đi mọi hướng. + Gần Vincom Bà Triệu, Vài bước chân là lên bờ hồ. + Tiện ích vô vàn. + Giá chào 5.45 tỷ, Có thương lượng. + Liên hệ : Nguyễn Dương  0825920555. + Xin cám ơn.",17/05/2022,Tin thường,batdongsan_so_com_vn_1673824495.9507763,, 4,, 2
42 triệu VNĐ/m2,92 Mai Động, 114m2,,,"𝐓𝐨̀𝐚 Zen hot 𝟏 vài căn 3 𝐧𝐠𝐮̉ 𝐜𝐮𝐨̂́𝐢 𝐜𝐮̀𝐧𝐠 𝐥𝐚̀ 𝐤𝐞̂́𝐭 𝐭𝐡𝐮́𝐜 𝐛𝐚̉𝐧𝐠 𝐡𝐚̀𝐧𝐠 đợt 1. 𝐁𝐚́𝐜 𝐧𝐚̀𝐨 𝐜𝐡𝐨̂́𝐭 𝐠𝐨̣𝐢 𝐞 𝐧𝐠𝐚𝐲 𝐧𝐡𝐞́ 👉0983223911👉𝐍𝐡𝐚̀ 𝐦𝐚̂̃𝐮 𝐜𝐨́ 𝐬𝐚̆̃𝐧----------------------------🍀𝐓𝐡𝐨̂𝐧𝐠 𝐭𝐢𝐧 𝐜𝐚̆𝐧 𝐡𝐨̣̂: - Diện tích thông thủy: 114m2- Tầng 17 và 23- Giá bán: 4.8xx tỷ (Đã VAT)- Hướng Tây, Hướng Đông- Bàn giao nội thất cơ bản, điều hòa âm trần.- Sổ hồng lâu dài- Quý 2 năm 2023 nhận nhà----------------------------𝐓𝐢𝐞̂́𝐧 đ𝐨̣̂ 𝐭𝐡𝐚𝐧𝐡 𝐭𝐨𝐚́𝐧 𝐯𝐚̀ 𝐜𝐡𝐢́𝐧𝐡 𝐬𝐚́𝐜𝐡 𝐛𝐚́𝐧 𝐡𝐚̀𝐧𝐠 𝐚́𝐩 𝐝𝐮̣𝐧𝐠Đặt cọc: 100tr📌𝐕𝐚𝐲 𝐧𝐠𝐚̂𝐧 𝐡𝐚̀𝐧𝐠: 𝐶Đ𝑇 𝐻𝑇𝐿𝑆 0% 𝑡𝑜̛́𝑖 𝑘ℎ𝑖 𝑛ℎ𝑎̣̂𝑛 𝑛ℎ𝑎̀, 𝑎̂𝑛 ℎ𝑎̣𝑛 𝑔𝑜̂́𝑐- Đợt 1: 15% - Ký HĐMB - Trong vòng 10 ngày cọc- Đợt 2: 15% - sau 30 ngày Đợt 1- Ngân hàng giải ngân 70% theo thông báo CĐT📌𝐊𝐡𝐨̂𝐧𝐠 𝐯𝐚𝐲 𝐧𝐠𝐚̂𝐧 𝐡𝐚̀𝐧𝐠 𝑀𝑖𝑒̂̃𝑛 2% 𝑘𝑖𝑛ℎ 𝑝ℎ𝑖́ 𝑏𝑎̉𝑜 𝑡𝑟𝑖̀ + 1 𝑛𝑎̆𝑚 𝑝ℎ𝑖́ 𝑑𝑖̣𝑐ℎ 𝑣𝑢̣- Đợt 1: 30% - Ký HĐMB - Trong vòng 10 ngày cọc- Đợt 2-3-4-5: mỗi đợt 10% - Cách nhau 30 ngày- Đợt 6: 25% - Bàn giao căn hộ- Đợt 7: 5% - Nhận sổ----------------------------𝐇𝐨𝐭𝐥𝐢𝐧𝐞: 0983223911Địa chỉ xem căn hộ mẫu: Ngõ 92 Mai Động, Hoàng Mai, Hà Nội",17/05/2022,Tin thường,batdongsan_so_com_vn_1673824497.059469,,,,
