price,address,Diện tích,Details,Ngày đăng,Loại tin,id,Số tầng,Mặt tiền,Số phòng ngủ,Số toilet,Hướng,Lộ giới
"6,29 tỷ VNĐ",Nguyễn Thái Học- Hà Đông, 61m2,"Nhỉnh 6 tỷ, gần Chợ Vồ, Hà Đông, ô tô tránh, kinh doanh, , ngõ thông, 61mx5T Chủ mở rộng kinh doanh cần bán nhà trước tết, nhà tự xây khung cột chắc chắn, 5 tầng rộng đẹp thoáng sáng, thiết kế hiện đại sang trọng, nhà đẹp nhất khu. Ngõ rộng thông, vừa ở- kinh doanh hoặc cho thuê văn phòng quá đẹp, khu vực không có căn thứ 2. Giao thông di chuyển các phố: Trần Phú, Thanh Bình, Vạn Phúc, Văn Quán,... gần bến xe bus,vài bước ra phố. Xung quanh đầy đủ tiện ích: Trường học, chợ, bệnh viện lớn, ngân hàng, siêu thị Big C,...Hàng xóm toàn quan chức, khu văn minh, an ninh tuyệt đối. Giá: 6.29 tỷ ( có thương lượng). Sổ đỏ vuông, pháp lý sạch. Liên hệ ngay với em Huyền địa ốc KINH NGHIỆM TRÊN 8 NĂM ( 0363703491- 0965472910) - Để sở hữu hàng nghìn ngôi nhà cùng khu vực, tiết kiệm THỜI GIAN - CÔNG SỨC - TIỀN BẠC.- Tư vấn miễn phí 24/24h( zalo, fb). Tư vấn Pháp lý, vay vốn.",24/01/2022,Tin thường,batdongsan_so_com_vn_1673832572.9795759, 5,,,,,
"4,16 tỷ VNĐ",Vạn Phúc- Hà Đông, 52m2,"Bán nhà trước tết gần chợ Vạn Phúc, Hà Đông, 52mx4 tầng, ô tô, dân xây - Căn nhà siêu đẹp trung tâm giáp khu hành chính quận Hà Đông gần chợ Vạn Phúc, khu vực sầm uất, dân trí cao, đáng sống bậc nhất quận Hà Đông. Giao thông vô cùng thuận lợi thông thương : Ngô Quyền, Tố Hữu, Yết Kiêu, Thanh Bình, Phùng Hưng, Văn Quán, Quang Trung,.... - Nhà xây dựng trên mảnh đất vượng khí rộng 52m2, với 4 tầng thiết kế đẹp, đủ công năng sử dụng. Khu dân trí cao, trí thức về đây tụ họp rất nhiều. Cảm giác quan chức nhiều như quần long hội tụ vậy. - Chủ nhà kinh doanh phát đạt bán nhanh để đầu tư máy móc, giá cả rất tốt so với khu vực. - Sổ đỏ chính chủ sẵn sàng giao dịch. - Giá chỉ 4.16 tỷ cho căn nhà siêu đẹp ( có thương lượng). - Liên hệ ngay với em Huyền địa ốc KINH NGHIỆM TRÊN 10 NĂM ( 0363703491- 0965472910) - Để sở hữu hàng nghìn ngôi nhà cùng khu vực, tiết kiệm THỜI GIAN - CÔNG SỨC - TIỀN BẠC.         - Tư vấn miễn phí 24/24h( zalo, fb). Tư vấn Pháp lý, vay vốn.",24/01/2022,Tin thường,batdongsan_so_com_vn_1673832574.0477157, 4,,,,,
"12,6 tỷ VNĐ","Hoàng Quốc Việt, Nghĩa Tân, Cầu Giấy, Hà Nội.", 60m2,"GIẢM TỪ 15 TỶ XUỐNG 12.6 TỶ - 7 TẦNGDiện tích sử dụng 60m2, 7 tầng, mặt tiền 4.4m. SIÊU PHẨM DÒNG TIỀN - 7 TẦNG - LÔ GÓC - 2 MẶT NGÕ Ô TÔ, CÁCH MẶT ĐƯỜNG HOÀNG QUỐC VIỆT 15M. - DOANH THU TRUNG BÌNH 100 TRIỆU/ THÁNG, + Nhà đẹp 7 tầng, kiên cố, chắc chắn, thiết kế hiện đại, hiện đang kinh doanh nghà nghỉ, doanh thu bình quân 100 triệu/tháng (thời kỳ cao điểm (thi đại học) doanh thu lên đến 150 triệu/tháng) thiết kế mỗi tầng 2 phòng rộng gồm 1 phòng đơn và 1 phòng đôi, rộng rãi, sạch sẽ, tổng 10 phòng cho thuê, khách ra vào đông như đi hội. + Vị trí đối diện Học viện Kỹ thuật Quân sự, gần ngã ba Phạm Văn Đồng giao Hoàng Quốc Việt, dân cư đông đúc, kinh doanh sầm uất. Khu vực quy hoạch ổn định, dân trí cao, an ninh tốt.  Giá: 12.6tỷ .Liên hệ: Vân Anh nhà đẹp: 0949-518-288 - Chuyên BĐS đất thổ cư.(Miễn Môi giới)",22/01/2022,Tin thường,batdongsan_so_com_vn_1673832575.2125995, 6, 4, 10, 10,,
"1,55 tỷ VNĐ","Văn Hương, Hàng Bột, Đống Đa, Hà Nội.", 18m2,"NHÀ ĐẸP Ở NGAY - ĐỦ CÔNG NĂNG - CHỦ CẦN BÁN GẤP Văn Hương, quận Đống Đa. Diện tích 18m2 sử dụng, 13m2 sổ x 4  tầng, mặt tiền 2.3m. Mô tả:+ Nhà đẹp đủ công năng, chủ mới chỉ việc xách vali về ở.+ Thông ngõ Tôn Đức Thắng, Văn Chương, Thổ Quan... Thiết kế: đẹp , thông minh, tận dụng hết năng suất sử dụng của không gian + Sổ đỏ chính chủ vuông đét. Giá: 1.55 tỷ .Liên hệ: Vân Anh nhà đẹp: 0949-518-288 - Chuyên BĐS đất thổ cư.(Miễn Môi giới)",21/01/2022,Tin thường,batdongsan_so_com_vn_1673832576.317642,, 2,,,,
"2,35 tỷ VNĐ",Trương Định - Hà Nội, 50m2,"+ Gia chủ dân trong ngành xây dựng tự tay nắn nót từng viên gạch đường vữa xây nên ngôi nhà bao kỷ niệm.Nay làm ăn phát đạt đã đặc cọc nhà mới to đẹp hơn trên phố  nên mới dứt ruột bán đi.+Vị trí nhà đắc địa nhất nhì khu vực chỉ bước chân là ra phố, ngõ thông hè thoáng.+ Ngôi nhà tọa lạc ngay gần ngã tư  Bạch Mai – Đại La trung tâm của các trung tâm. Thuận tiện tỏa đi mọi ngả vài phút là lên Bờ Hồ, Tây Hồ,….. Ba bước chân là sang các trường Đại học lớn như Bách Khoa, Xây Dựng, Kinh Tế Quốc Dân… cũng như đến các bệnh viện lớn như Bạch Mai, Thanh Nhàn, Ung Bướu phải gọi là tiện ích bủa vây.+Ngôi nhà là tâm huyết bao năm chắt chiu của gia chủ xây dựng vô cùng kiên cố thoáng mát trước sau  , chủ mới chỉ việc xách vali về ở. Chủ nhà trẻ tuổi vô cùng thiện trí cho khách hữu duyên  giá chào 2.35 tỷ có thương lượng cho khách hữu duyên. Chi tiết LH: Nhật Nhà Đất  0977194820 (Chuyên Nhà đất Thổ cư với nguồn hàng Hơn 6000 Căn Nhà  Lớn nhỏ Từ 1 – 100 Tỷ trên khắp địa bàn Hà Nội sẵn sàng giúp Khách hàng tìm được những căn nhà ưng ý nhất).Lưu ý:-Tận Tâm, Uy tín , Chuyên nghiệp cái Tâm và cái Tầm đặt lên hàng đầu- Không kênh giá chủ nhà- Miễn phí toàn bộ dịch vụ: Dẫn khách xem nhà, tư vấn pháp lý  ",15/01/2022,Tin thường,batdongsan_so_com_vn_1673832577.2930348,,,,,,
"2,68 tỷ VNĐ",Nguyễn An Ninh - Hà Nội, 45m2,"- Vị trí nhà đẹp, ngõ thông, đường trước nhà rộng, ô tô đỗ cửa, quay đầu thoải mái.- Gần đường lớn, MT rộng, kinh doanh kết hợp ở luôn rất hợp lý.- Thuận tiện di chuyển các tuyến quận Hoàng Mai, Hai Bà Trưng: Trương Định, Nguyễn An Ninh, Tân Mai, Bạch Mai, Trần Đai Nghĩa,... tỏa đi khắp ngả như bến xe Giáp Bát, bến xe Nước Ngầm, bệnh viện Bạch Mai,… hoặc đến các trường Đại học lớn như Bách Khoa, Xây Dựng, Kinh Tế Quốc Dân… - Sổ đỏ cất két, luôn sẵn sàng giao dịch chủ nhà có tuổi dịch dủng ngại tiếp xúc nhiều nên cực kỳ thiện trí giá chào 2.68 tỷ. Chi tiết LH: Nhật Nhà Đất  0977194820 (Chuyên Nhà đất Thổ cư với nguồn hàng Hơn 6000 Căn Nhà  Lớn nhỏ Từ 1 – 100 Tỷ trên khắp địa bàn Hà Nội luôn sẵn sàng giúp Khách hàng tìm được những căn nhà ưng ý nhất).Phương châm làm việc:-Tận Tâm, Uy tín , Chuyên nghiệp cái Tâm và cái Tầm đặt lên hàng đầu- Không kênh giá chủ nhà    - Miễn phí toàn bộ dịch vụ: Dẫn khách xem nhà, tư vấn pháp lý. ",17/01/2022,Tin thường,batdongsan_so_com_vn_1673832578.3821194,,,,,,
6 tỷ VNĐ,"Chính chủ bán nhà riêng ngõ 255/50 Cầu Giấy, Q.Cầu Giấy, 6 tỷ; 0942260258", 67m2,"Chính chủ bán nhà riêng ngõ 255/50 Cầu Giấy, Q.Cầu Giấy, 6 tỷ; 0942260258  Diện tích 67m2 - Nhà hướng Đông Nam- Nhà xây 2,5 tầng, gồm 2 phòng ngủ- Nhà nằm tại vị trí trung tâm quận Cầu Giấy thuận tiện sinh hoạt, mua sắm, vui chơi giải trí.- Ngõ 255 đường Cầu Giấy thông với đường Nguyễn Văn Huyên kéo dài, giao thông đi lại rất thuận lợi, khu vực gần nhiều trường đại học lớn, gần chợ, siêu thị Giá bán 6 tỷ - có thương lượngLiên hệ chủ nhà: 0942260258 - sổ đỏ chính chủ       http://www.sanbatdongsanviet.com.vn",23/01/2022,Tin thường,batdongsan_so_com_vn_1673832579.3624976,,,,,,
"6,8 tỷ VNĐ","Chính chủ bán nhà ngõ 43 đường Chùa Bộc, Đống Đa, 6,8tỷ; 0913394938", 36m2,"Chính chủ bán nhà ngõ 43 đường Chùa Bộc, Đống Đa, 6,8tỷ; 0913394938 Diện tích: 36m2 x 4 tầng. Mặt tiền: 3,8m. Nhà hướng Đông Nam - Tổng diện tích sử dụng: 144m2 - Nhà nằm vị trí đắc địa, 2 mặt thoáng ánh sáng tự nhiên - Nhà thiết kế 4 tầng chắc chắn, hợp lý + Tầng 1: gồm phòng khách, để xe và bếp + Tầng 2 và 3 mỗi tầng 2 ngủ, tổng số 4 phòng ngủ + Tầng 4 Phòng thờ, ban công, khu giặt & sân phơi thoáng gió - Mỗi tầng đều có vệ sinh + Tầng thượng lợp mái tôn. - Nhà xây theo bản vẽ thiết kế chi tiết công năng sống hợp lý, khung bê tông chịu lực. *** Đặc biệt, gia chủ Tặng lại hết nội thất sang trọng cho khách chuyển đến ở không phải mua sắm. - Nhà nằm đầu ngõ 43 đường Chùa bộc, ngõ lớn ô tô vào tận nhà, ngõ thông tứ tung sang các phố, ngõ khác - Nhà nằm trung tâm Quận Đống Đa, gần các tuyến phố lớn: Tôn Thất Tùng, Tam Khương, Chùa Bộc, Khương Thượng, Trường Chinh, Lê Trọng Tấn, Tây Sơn, Láng, Phạm Ngọc Thạch... - Gần các trường học cấp 1-2-3, trường đại học Ngân hàng-Thủy lợi-ĐH Y-Công đoàn-ĐHKT Quốc dân - ĐHXD, bệnh viện lớn BVĐHY-BVBM-Việt Pháp, các trung tâm thương mại, siêu thị lớn, chợ,… là khu dân trí cao, dịch vụ, tiện ích xung quanh đầy đủ không thiếu thứ gì thuận tiện cho gia đình ở và kinh doanh tại nhà, an ninh tốt, điện nước quanh năm không mất điện nước bao giờ, nhà vượng khí tốt, rất có lộc. - Gia đình mong muốn chuyển đổi chỗ ở lớn hơn nên cần bán căn nhà tại trung tâm quận Đống Đa  Giá bán: 6,8 tỷ - Có thỏa thuận thương lượng, ra lộc cho chủ mới. Sổ đỏ chính chủ - Chờ chủ mới đến- Giao dịch ngay Anh chị có nhu cầu liên hệ :AnhSỹ (chính chủ), không chín một ba, ba chín bốn,chín ba tám Nhấn để hiện số: 0913394938       http://www.sanbatdongsanviet.com.vn",23/01/2022,Tin thường,batdongsan_so_com_vn_1673832580.3817697,,,,,,
"4,489 tỷ VNĐ","Phú ĐÔ, Nam Từ Liêm, Hồ Tùng Mậu, Cầu Giấy.", 35m2,"gia đình tôi cần sang nhượng gấp căn mặt phố Quận Cầu giấy phân khúc nhỏ ô tô đỗ cửa kinh doanh sầm uất ngày đêm rất hiếm, diện tích 35 mét, mặt tiền 5 mét, xây 5 tầng kiên cố, tầng 1 kinh doanh, tầng 2 phòng khách, phòng ăn, bếp tầng 3, tầng 4 mỗi có 2 phòng ngủ tắm vệ sinh riêng như trung cư mini thoáng mát nội thất sang trọng, tầng 5 gồm có phòng nhỏ, phòng thờ, sân phơi. Sổ đỏ chính chủ phân lô, vài phút đi bộ ra sân vận động, bến xe khách mĩ đình, tháp đôi khu dân trí Hàn Quốc sinh sống làm ăn rất phát triển, xung quanh công viên các trường đại học nổi tiếng, siêu thị, vườn bách thú chung quy vô vàn tiện ích, mặt phố lớn, vị trí trung tâm Quận Cầu giấy, dân trí cao an ninh an sinh tiện lợi, gần trụ sở ủy ban công an phường, Chủ ở đây làm ăn rất có lộc các con thành đạt lớn sang nhượng về ở cùng con cháu. Giá bán nhỉnh 4 tỉ có thương lượng, không có căn thứ 2 giá rẻ, đẹp, tốt như vậy tại Quận Cầu giấy, liên hệ tôi để xem cũng như tư vấn miễn phí.",22/01/2022,Tin thường,batdongsan_so_com_vn_1673832581.4967875, 5, 5, 4, 4, Đông nam, 5
,Ngõ 90 đường kiêu kỵ Gia lâm nhà nội, 104m2,"Bán đất ngõ 90 đường kiêu kỵ  siêu đẹp siêu hợp lý , 1 bước ra tới chợ ,cách biển hồ Vin 600m cách khu công nghiệp 300m cách",22/01/2022,Tin thường,batdongsan_so_com_vn_1673832582.4711816, 1, 6, 1, 1, Đông nam, 104
