price,address,Diện tích,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Details,Ngày đăng,Loại tin,id,Số toilet,Hướng
"5,2 tỷ VNĐ","Trần Phú, Hà Đông, Hà Nội", 53m2, 4, 3, 2, 3," # Bán nhà quận Hà Đông # LH: Tình Nhà Đất 0983858722. [ Vị trí đẹp, giá tốt, khu hiếm nhà bán ] nhà trong ngõ, đường Trần Phú, phường Mỗ Lao, quận Hà Đông. + DT 53m, 2T, tiền 3.8m. + Giá bán 5.2 tỷ ( thương lượng, lời ngay khi mua ) + Trước nhà ngõ rộng ô tô nhỏ qua, vài chục mét ra đường Trần Phú, giao thông thuận tiện. + Gần KĐT Văn Quán, KĐT Mỗ Lao, Big C Hà Đông, chợ, trường.. trung tâm phố tiện ích. + Nhà 2 tầng chủ xác định bán đất. + Vị trí đầu tư, tiềm năng tăng giá mạnh. + Phù hợp ở, giữ tiền, xây tòa CCMN cho thuê, dòng tiền khủng. + Sổ đỏ chính chủ, pháp lý chuẩn, sẵn sàng sang tên. # HotLine: 0983858722 Tình Nhà Đất quận Hà Đông – Hà Nội ( nhiệt tình, chuyên nghiệp, hỗ trợ 24/7 ). ",24/09/2022,Tin thường,batdongsan_so_com_vn_1673799552.7021348,,
4 tỷ VNĐ,Cầu Đơ- Hà Đông, 38m2,,, 5,,"Bán nhà Cầu Đơ, Hà Đông 38mx5T, ngõ nông gần ô tô chỉ 4 tỷ Bán nhà riêng chính chủ tại Cầu Đơ, diện tích 38m thiết kế 5 tầng hiện đại thoáng sáng ngõ nông thông gần phố giáp chợ lớn Hà Đông. Nhà bán nằm vị trí trung tâm giáp siêu thị Metro, tiện ích bạt ngàn gần trường chợ, bệnh viện, bưu điện, ngân hàng. Cắt các tuyến phố cổ Lê Hồng Phong sang Tản Đà qua Hoàng Diệu sang Lê Lợi nối Tô Hiệu gần Bà Triệu. Gia chủ thành đạt, làm ăn có lộc nay chuyển nhà to hơn cần bán gấp. Sổ vuông đẹp sẵn sàng giao dịch. Giá 4 tỷ ( gia lộc). Liên hệ : Huyền Hà Đông ( 0363703491- 0965472910) - Chuyên gia nhà Thổ Cư tư vấn hàng nghìn ngôi nhà tiết kiệm THỜI GIAN- CÔNG SỨC- TIỀN BẠC. Hỗ trợ 24/7 và tư vấn pháp lý, vay vốn.",24/09/2022,Tin thường,batdongsan_so_com_vn_1673799554.3497286,,
"3,8 tỷ VNĐ",Văn Phú- Hà Đông, 38m2,,, 5,,"Bán nhà Văn Phú, Hà Đông 38mx5T gần ô tô ngõ nông hơn 3 tỷ Cần tiền bán gấp nhà đẹp giáp Khu đô thị Văn Phú, Hà Đông thiết kế hiện đại 5 tầng thoáng sáng diện tích rộng 38m, ngõ thông vài bước ra ô tô, nội thất hiện đại chỉ việc đến ở. Nhà nằm trong khu vực trung tâm đầy đủ tiện ích, môi trường trong lành, hàng xóm văn minh ở cực sướng. Giao thông thuận lọi đi muôn nơi ra trục Quang Trung cắt ngang Lê Trọng Tấn gần Hoàng Đôn Hoà sang Văn La đối diện Phan Đình Giót gần siêu thị Metro và Quận Uỷ, nhà thi đấu. Gia chủ thành đạt, làm ăn có lộc nay chuyển nhà to hơn cần bán gấp. Sổ vuông đẹp sẵn sàng giao dịch. Giá 3.8 tỷ ( gia lộc). Liên hệ : Huyền Hà Đông ( 0363703491- 0965472910) - Chuyên gia nhà Thổ Cư tư vấn hàng nghìn ngôi nhà tiết kiệm THỜI GIAN- CÔNG SỨC- TIỀN BẠC. Hỗ trợ 24/7 và tư vấn pháp lý, vay vốn.",24/09/2022,Tin thường,batdongsan_so_com_vn_1673799556.187811,,
"12,3 tỷ VNĐ",Văn Phú- Hà Đông, 83m2,,, 4,,"Bán liền kề Văn Phú, Hà Đông 83mx 4 tầng vỉa hè kinh doanh hơn 12 tỷ Hiếm quá chính chủ gửi bán liền kề Vân Phú vị trí đặc địa diện tích rộng 83m xây hoàn thiện, nội thất xịn chủ tặng lại, mặt tiền rộng nơi ở đẳng cấp hoặc kinh doanh làm văn phòng quá đẹp. Nhà bán gần hồ sinh thái, trường học, trạm y tế, sân thể thao đầy đủ tiện ích, trước nhà thoáng vĩnh viễn nhiều cây xanh. Giao thông thuận lợi ra Quang Trung cắt Lê Trọng Tấn sang Dương Nội gần Ngô Thì Nhậm hàng xóm Văn La và Khu đô thị Phú Lương thông Hà Cầu. Sổ vuông đẹp sẵn sàng giao dịch. Giá 12.3 tỷ ( gia lộc). Liên hệ : Huyền Hà Đông ( 0363703491- 0965472910) - Chuyên gia nhà Thổ Cư tư vấn hàng nghìn ngôi nhà tiết kiệm THỜI GIAN- CÔNG SỨC- TIỀN BẠC. Hỗ trợ 24/7 và tư vấn pháp lý, vay vốn.",24/09/2022,Tin thường,batdongsan_so_com_vn_1673799557.6618676,,
"12,2 tỷ VNĐ",Văn Phú- Hà Đông, 83m2, 4,,,,"Bán liền kề Văn Phú, Hà Đông 83m, MT4.5m vỉa hè kinh doanh hơn 12 tỷ Bán nhà đẹp như biệt thự tại Văn Phú, Hà Đông diện tích rộng 83m, các tầng thoáng sáng mặt tiền rộng 4.5m vỉa hè kinh doanh đường ô tô tránh, chủ tặng toàn bộ nội thất xịn, nới sống cực kỳ đẳng cấp hiểm nhà bán. Nhà phù hợp ở hoặc kinh doanh làm văn phòng tiện ích Khu đô thị Văn Quán.Giao thông thuận lợi ra Quang Trung cắt Lê Trọng Tấn sang Dương Nội gần Ngô Thì Nhậm hàng xóm Văn La và Khu đô thị Phú Lương thông Hà Cầu. Sổ vuông đẹp sẵn sàng giao dịch. Giá 12.2 tỷ ( gia lộc). Liên hệ : Huyền Hà Đông ( 0363703491- 0965472910) - Chuyên gia nhà Thổ Cư tư vấn hàng nghìn ngôi nhà tiết kiệm THỜI GIAN- CÔNG SỨC- TIỀN BẠC. Hỗ trợ 24/7 và tư vấn pháp lý, vay vốn.",24/09/2022,Tin thường,batdongsan_so_com_vn_1673799559.8310635,,
7 tỷ VNĐ,Đường Cầu Giấy phường Quan Hoa, 70m2, 4, 6, 6, 9,"Bán nhà dòng tiền 45tr/thg  7tỷ 70m 6 tầng ngõ ôtô Phố Cầu Giấy TÒA CCMN CAO CẤP TẠI QUẬN CẦU GIẤY - 9 PHÒNG FULL NỘI THẤT CAO CẤP - HAI THOÁNG - THU SẤP SỈ 45TR/THÁNG!!! + Vị trí trung tâm quận Cầu Giấy, gần Bệnh viên GTVT, gần các trường đại học: Sư phạm, Quốc Gia, Giao thông Vận Tải, trường quốc tế Smith, chỉ mất vài phút ra công viên Nghĩa Đô, TMTM Lotte+ Thiết kế 5 tầng tổng 9 phòng full đồ CHO THUÊ. Nhà 2 thoáng, phòng ống sáng choang. Doanh thu 45tr/tháng đơn giản.- Tầng 1: Để xe + 1 phòng.- Tầng 2,3,4: 2 phòng (phòng bên trong có gác xép).- Tầng 5: 2 phòng. + Sổ đỏ đẹp, giao dịch nhanh chóng.Liên hệ: E. Hoa - 0984837920",24/09/2022,Tin thường,batdongsan_so_com_vn_1673799561.546476, 10,
120 tỷ VNĐ,QUAN CAU GIAY, 210m2,,,,,"Tôi cần bán gấp toà nhà Văn Phòng 8 tầng mặt phố Tú Mỡ – Khu Đô Thị Nam Trung Yên. Vị trí đắc địa, đẹp nhất tuyến phố.Diện tích 210m2, Mặt tiền 12mTòa Nhà xây mới 7 tầng nổi và 1 tầng hầm, được thiết kế theo kiểu văn phòng. Mỗi tầng là 1 sàn Văn Phòng rộng với hệ thống điều hòa âm trần DAIKIN. Toàn bộ đá ốp mặt tiền và thang máy là đá Marble nhập từ Brazil, Cửa gỗ Lim và Nhôm Xingfa, Thang máy nhập khẩu chính hãng Mitsubishi, Thiết bị vệ sinh American Standard, Thiết bị điện toàn bộ tòa nhà chính hãng Panasonic.Hệ thống phòng cháy chữa cháy hiện đại.Sổ đỏ chính chủ.GÍA: 120 TỶ (có thương lượng)Liên hệ: QUANG TRUONG ; 0912.129.926,,,,,0912.729.926",24/09/2022,Tin thường,batdongsan_so_com_vn_1673799563.8328876,,
120 tỷ VNĐ,QUAN CAU GIAY, 210m2,,,,,"Tôi cần bán gấp toà nhà Văn Phòng 8 tầng mặt phố Tú Mỡ – Khu Đô Thị Nam Trung Yên. Vị trí đắc địa, đẹp nhất tuyến phố.Diện tích 210m2, Mặt tiền 12mTòa Nhà xây mới 7 tầng nổi và 1 tầng hầm, được thiết kế theo kiểu văn phòng. Mỗi tầng là 1 sàn Văn Phòng rộng với hệ thống điều hòa âm trần DAIKIN. Toàn bộ đá ốp mặt tiền và thang máy là đá Marble nhập từ Brazil, Cửa gỗ Lim và Nhôm Xingfa, Thang máy nhập khẩu chính hãng Mitsubishi, Thiết bị vệ sinh American Standard, Thiết bị điện toàn bộ tòa nhà chính hãng Panasonic.Hệ thống phòng cháy chữa cháy hiện đại.Sổ đỏ chính chủ.GÍA: 120 TỶ (có thương lượng)Liên hệ: QUANG TRUONG ; 0912.129.926,,,,,0912.729.926",24/09/2022,Tin thường,batdongsan_so_com_vn_1673799565.094546,,
"5,8 tỷ VNĐ",Đường Pháo Đài Láng phường Láng Thượng, 40m2, 5, 3, 4, 4,"Pháo Đài Láng,Đống Đa 41m2 4T MT 3.8m giá 5.15 tỷ  - CÁCH Ô TÔ 50M NHÀ CHẤT Ở LUÔN  - Nhà cách mặt ngõ 157 chỉ khoảng 50m, chủ tự xây cực chất, mỗi tầng 2 phòng 1 wc, sau có khe thoáng.  Chủ mới có thể ở luôn  - Thiết kế 4 tầng đầy đủ công năng, nội thất cao cấp  - Khu vực gần nhiều trường ĐH: Ngoại Thương, Ngoại Giao, Luật, Học viện Phụ Nữ, ...  - Chủ làm công chức chuyển công tác nên rất thiện chí bán.  - LH MR Tuấn 0347269248 hỗ trợ chi tiết",24/09/2022,Tin thường,batdongsan_so_com_vn_1673799566.2125554, 4,
"5,1 tỷ VNĐ",Đường Nguyễn Chí Thanh phường Láng Hạ, 133m2,, 29,, 3,"Gia đình cần bán căn hộ toà M5 Nguyễn Chí Thanh. Đống Đa. DT: 133m2, 3 ngủ, 2vs, phòng khách, bếp, ban công. Căn góc, 2 mặt thoáng, ban công đông nam Sổ đỏ chính chủ. Giá bán: 5,1 tỷ bao thuế phí LH: 0949035102",24/09/2022,Tin thường,batdongsan_so_com_vn_1673799567.2472987, 2,
