price,address,Diện tích,Mặt tiền,Details,Ngày đăng,Loại tin,id,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Hướng
"17,5 tỷ VNĐ","Đường Ô Chợ Dừa, Cát Linh, Đống Đa", 92m2, 6,"TOÀ CCMN 17 PHÒNG KHÉP KÍN - Ô TÔ TRÁNH - FULL NỘI THẤT - THANG MÁY - HIỆU SUẤT CHO THUÊ 100 TRIỆU /1 THÁNG + Tòa nhà Nguyễn Lương Bằng, Đống Đa, vị trí quá hiếm, khu vực đông dân cư, dòng tiền ổn định, xung quanh đi lại thuận tiện thông các tuyến đường lớn: Thái Hà, Tây Sơn, Xã Đàn... và có các trường đại học Thủy Lợi, Ngân Hàng, Công Đoàn… + Diện tích 92m2 x 8 tầng, mặt tiền 5,9m, chủ nhà xây chắc chắn, thang máy nhập khẩu, full nội thất, hiện tại đang có 20 phòng khép kín đang cho thuê full phòng. + Sổ đỏ chính chủ, sẵn sàng giao dịch + Giá: 17,5 tỷ (Khách thiện trí đến gặp trực tiếp còn thương lượng được sâu.) + Liên hệ: Nguyễn Dương - cam kết giúp Anh/Chị mua được nhà ưng ý với giá tốt nhất.",02/11/2022,Tin thường,batdongsan_so_com_vn_1673790934.4739919, 1, 7, 20, 20,
"15,5 tỷ VNĐ","Đường Hoàng Mai, Hoàng Văn Thụ, Hoàng Mai", 70m2,,"NHÀ HOÀNG MAI, HÀ NỘI, MẶT TIỀN 6M MẶT PHỐ VỈA HÈ - KINH DOANH - Gần KĐT Đền Lừ, gần Hồ Đền Lừ.  - Diện tích 70m2 x 5 tầng,  mặt tiền rộng 6m, thiết kế cầu thang giữa mỗi tầng 2 phòng + WC.  - Tầng 1: Kinh doanh, hoặc gara ô tô. - Full nội thất giường tủ, thiết kế vừa ở vừa kinh doanh. Full điều hoà âm trần -  sổ phân lô vuông đẹp như A4, sẵn sàng giao dịch. Liên hệ: Mr Hoà 0904469633 để được tư vấn miễn phí.",02/11/2022,Tin thường,batdongsan_so_com_vn_1673790936.204364, 2, 5, 3, 4,
"3,65 tỷ VNĐ","Đường Phương Liệt, Phương Liệt, Thanh Xuân", 40m2, 4,"+ Chính chủ cần bán nhà Phố Phương Liệt, Quận Thanh Xuân, diện tích 40 m2 x 4 tầng mặt tiền rộng, giá 3,65 tỷ. + Nhà mặt ngõ rất gần mặt phố, gần ô tô nhà chủ tự xây cực kỳ đẹp. Nội thất xịn xò đầy đủ công năng.  Tầng 1: Khách, bếp  Tầng 2: 1 Ngủ to, vệ sinh.  Tầng 3: 2 ngủ, 1 vệ sinh  Tầng 4: 1 ngủ, sân phơi Sổ đỏ chính chủ sẵn sàng giao dịch.  + LH,Hoàng Bắc,ĐT: 0377 610 275, chuyên nhà đất hà nội, dẫn khách xem nhà và Tư vấn miễn phí 24/7 ",02/11/2022,Tin thường,batdongsan_so_com_vn_1673790938.2474682, 3, 4, 5,,
2 tỷ VNĐ,"Đường Lê Trọng Tấn, Phú La, Hà Đông", 70m2, 7,"
    *Mô tả:- Toà nhà 5 tầng thương mại, siêu thị, trường mầm non, bể bơi, phòng gym đầy đủ không thiếu thứ gì... bán kính các trường 1,2,3 chỉ 500m, giao thông thuận tiện, đối diện khu Lacasta- Nhà trong khu đô thị văn phú, tổ hợp chung cư cao cấp gồm 3 tháp, căn bán nằm ở tháp xây mới nhất nên thiết kế cũng như kết cấu hiện đại và chắc chắn nhất- Sổ chính chủ, sẵn sàng giao dịch- Liên hệ: Em Trà 0983831788Hỗ trợ pháp lý, ngân hàng, xem nhà miễn phí 24/24
",02/11/2022,Tin thường,batdongsan_so_com_vn_1673790939.6846285, 30, 36, 2, 1,
22 tỷ VNĐ,"Đường CD2, Quan Hoa, Cầu Giấy", 80m2, 9,"Chuyển nhà to hơn nên cần bán gấp căn nhà tại đường Cầu GiấyDiện tích 80 métMặt tiền 9.2 métVị trí lô góc 3 mặt thoáng đẹp, cực gần phố, trước nhà ô tô tránh, gara ô tô, kinh doanh văn phòng đỉnhKhu vực dẫn trí cao hàng xóm toàn quan chức, an ninh cực tốtThiết kế 7 tầng phù hợp vừa ở vừa cho thuê văn phòng đỉnhGiá bán 22 tỷ ( thương lượng)Sổ đỏ chính chủ, chờ sang tênMua nhà liên hệ Thiên Thư 0916293888",02/11/2022,Tin thường,batdongsan_so_com_vn_1673790941.1816192, 8, 7, 6, 6, Tây
7 tỷ VNĐ,"Đường Ngô Gia Tự, Quang Trung, Hà Đông", 51m2, 5," Nhà thuộc mặt phố Ngô Gia Tự trung tâm Hà Đông, khu vực trung tâm của quận Hà Đông, phố thông đi các ngả, Ngô Thì Nhậm, Nguyễn Viết Xuân, Phan Đình Giót, Ngô Quyền, vỉa hè rộng, ô tô vào nhà, sổ vuông đét, nở hậu, có sân vườn rộng ngắm cảnh uống trà mang phong cách như hội an Nhà gồm 4 tầng, 4 phòng ngủ rộng. Chủ chuyển công tác nên cần bán. Sổ đỏ chính chủ, sẵn sàng giao dịch Nhỉnh 7 tỷ. Liên hệ: Em Nga 0972560829 ",02/11/2022,Tin thường,batdongsan_so_com_vn_1673790942.8800735, 7, 4, 4, 2,
4 tỷ VNĐ,"Đường Hồ Tùng Mậu, Mai Dịch, Cầu Giấy", 50m2, 4,"Bán nhà Hồ Tùng Mậu-Cầu Giấy-45m2-nhỉnh 4 tỷ-mặt tiền cực thoáng-ba gác tránh nhau-50m ra mặt phố-Nhà Đẹp-Ở Sướng CHỈ 4 TỶ CÓ NHÀ CẦU GIẤY-MẶT TIỀN THOÁNG-BA GÁC TRÁNH NHAU-50M RA MẶT PHỐ *Mô tả:- Chủ nhà lớn tuổi, muốn chuyển đổi lên chung cư do không tiện leo trèo cầu thang. Rất thiện chí bán- Mặt tiền thoáng, ngõ ba gác tránh nhau trước nhà,nhà còn rất mới do chủ ở giữ gìn. -Xung quanh toàn các trường đại học nổi tiếng như Quốc Gia,Thương Mại,Đh sư Phạm,,-Tiện ích ngập tràn: Trường học quốc tế 50m - chợ dân sinh - Vô số ĐH hàng đầu Hà Nội. *Thiết kế:- Tầng 1: Phòng khách, bếp+WC. - Tầng 2,3,4: Mỗi tầng 1 phòng ngủ+ WC - Tầng 5: Phòng thờ, sân phơi. + Sổ đỏ chính chủ pháp lý chuẩn, sẵn sàng giao dịch. Liên hệ em:0979.575.113 (zalo)Xem nhà miễn phí.",02/11/2022,Tin thường,batdongsan_so_com_vn_1673790944.5057313, 4, 6, 6, 4,
82 tỷ VNĐ,Đường Anh Đào 12 Phúc Đồng Long Biên, 400m2, 11,"AĐ12  Đường Anh Đào Vinhomes Riverside phúc đồng long biên 309m 4tầng  mt 11m  82 tỷ Long Biên  🌹🌹🌹🌹🌹 ĐẲNG CẤP THƯỢNG LƯU, BT ĐƠN LẬP VIEW SÔNG.👉👉👉Biệt thự đường Anh Đào được biết đến là một trong nhưng khu nhà đẹp nhất nhì của Vinhomes Riverside, vơi diện tích gần 400m2 thiết kế sang trọng với sân vườn view sông tuyệt đẹp sẽ là một không gian sống cực kỳ đẳng cấp cho khách hàng. *thiết kế bên trong nhà ⚜Tầng 1: khách + bếp⚜Tầng 2: 1 phòng ngủ View sông + không gian sinh hoạt chung + 2 phòng ngủ phía trước.⚜Tầng 3: 1 phòng thờ phía trước + sinh hoạt chung + 2 phòng phía sau.⚜Tầng 4 tum. 💢BT đẳng cấp, sổ đỏ chính chủ+lh 0969233996 0926332266",02/11/2022,Tin thường,batdongsan_so_com_vn_1673790951.1732955, 15, 4, 5, 6,
"10,5 tỷ VNĐ","Đường Cầu Giấy, Quan Hoa, Cầu Giấy", 60m2, 5,"
    Gia đình cần Bán nhà phố Cầu Giấy 60m2, 5 tầng, MT rộng 5m, Kinh doanh, ôtô, giá 10tỷ5Nhà thoáng hướng đẹp, đường ôtô, Kinh doanh dòng tiền.Vị trí đẹp, ngõ rộng, thông, ô tô, trung tâm cầu Giấy, thông các phố Cầu Giấy - Nguyễn Văn Huyên - Nguyễn Khánh Toàn - Quan Hoa - Đào Tấn.Kinh doanh sầm uất tấp nập ngày đêm, phù hợp mọi loại hình, tương lai tăng giá gấp bội khi đường mở rộng sang bên lẻ...... Kinh doanh gì cũng đỉnh.+ Thiết kế 5 tầng 5 phòng ngủ, và phòng thờ sân phơi, rất thích hợp để ở, kinh doanh dòng tiền...+ Giá bán 10tỷ5 cực hợp lý.+ Sổ đỏ chính chủ, pháp lý chuẩn. Sẵn sàng giao dịch.Liên hệ chính chủ: Anh Thành0901761713 để được gặp trực tiếp với chủ nhà đàm phán).
",02/11/2022,Tin thường,batdongsan_so_com_vn_1673790952.5894713, 6, 5, 5, 5,
"3,2 tỷ VNĐ","Đường Nguyễn Xiển, Thanh Xuân Bắc, Thanh Xuân", 32m2, 4,"
    
NHỎ XINH CỰC GẦN PHỐ NGÕ THÔNG SỔ VUÔNG A4 

Ngõ 13 Khuất Duy Tiến Ngõ To Hơn Phố . Nhà Nhiều Chấm Nhưng Chỉ 15m Ra Ô Tô Tránh Dừng Đỗ , Ngõ thông tứ tung các ngả, Gần Chợ , Trường Đảng Học Viện Hành Chính Quốc Gia , Tiện ích Nhiều Vô Kể , An Sinh, An Ninh Vô Cùng Tốt , Dân Trí Cao..

Nhà dân xây dựng chắc chắn , thoáng , sáng , sạch sẽ có thể lên thêm tầng thoải mái . Sổ 32m2 xây dựng thực tế 35m2 . 

 Thiết kế: 
Tầng 1 : Phòng khách, bếp, vệ sinh 
Tầng : 2,3 mỗi tầng 2 phòng ngủ 1 vệ sinh 
Tầng 4 : Phòng thờ , sân phơi 

 Sổ đỏ vuông vắn trước sau như một , gia đình cần tiền muốn bán gấp
 
",02/11/2022,Tin thường,batdongsan_so_com_vn_1673790954.317847, 7, 4, 4, 3,
