price,address,Diện tích,Mặt tiền,Lộ giới,Số tầng,Details,Ngày đăng,Loại tin,id,Số phòng ngủ,Số toilet,Hướng
"10,8 tỷ VNĐ","Đường Lương Đình Của, Kim Liên, Đống Đa", 52m2, 4, 1,,"- Đường trước nhà rộng thoáng, nhà 2 mặt ngõ thoáng trước, sau.- Nhà mới thiết kế đẹp, chắc chắn, ô tô 16 chỗ vào nhà.- Nhà xây 6 tầng, thang máy nhập khẩu.+ Tầng 1: Gara oto+ Tầng 2-3-4: Mỗi tầng 1PN + Wc+ Tầng 5: Khách + Bếp + Wc+ Tum : Phòng thờ + Sân Phơi- Diện tích 52m², mặt tiền 4.6m.- Xung quanh nhà vô vàn tiện ích:- Đi bộ vài phút ra Vincom, trường học Kim Liên, Đống Đa, Chợ xanh.- Cách bệnh viện Bạch Mai, Lão Khoa 700m.- Cách ĐH Kinh tế, Bách Khoa 1km.- Liên hệ em Vinh để được tư vấn và xem nhà miễn phí.",03/11/2022,Tin thường,batdongsan_so_com_vn_1673790621.9075937,,,
"4,5 tỷ VNĐ","Phố Hồng Mai, Hai Bà Trưng, Hà Nội", 58m2, 4,, 4,"BÁN NHÀ PHỐ HỒNG MAI SIÊU ĐẸP 58M2, 4 TẦNG, GIÁ 4.5 TỶ Vị trí đẹp nhất khu vực Phố Hồng Mai, hiếm có nhất ở khu vực này, diện tích rộng, nhà đẹp , kinh doanh online hoặc cho thuê đều tuyệt vời. Giao thông thuận tiện các tuyến Chùa Quỳnh, Bạch Mai, Thanh Nhàn, Tạ Quang Bửu, Lê Thanh Nghị, Trần Đại Nghĩa, Phố 8 tháng 3, Bùi Ngọc Dương… + Diện tích 58m2, mặt tiền 4m, nhà 4 tầng chắc chắn, khung cốt thép. + Nhà thiết kế thoáng sáng, từ tầng 1 lên tầng 4 đều có cửa sổ đón anh nắng tự nhiên. + Ngõ nông rộng thoáng, 10m ra ô tô tránh nhau, Gần Trường Học, Trường Đại Học Bách Khoa, Xây Dựng, Kinh Tế... + Sổ đỏ chính chủ, sổ vuông như phân lô. + Giá Bán 4.5 tỷ có thương lượng. + Liên hệ ngay: Mr Thuật – 0379 766 812 gặp chủ nhà thương lượng trực tiếp. + Miễn qua trung gian và môi giới. CAM KẾT THÔNG TIN CHUẨN, HÌNH ẢNH THẬT 100%.  ",03/11/2022,Tin thường,batdongsan_so_com_vn_1673790625.420196, 4, 3,
"1,5 tỷ VNĐ","CT12 Kim Văn Kim Lũ, Nghiêm Xuân Yêm, Hoàng Mai, Đại Kim", 53.5m2,,,,"Cần Bán căn hộ 02 ngủ 53,5m CT12 Kim Văn Kim Lũ - Tầng trung - giá tốt.✅Diện tích: 53,5 m2 ✅Bao gồm: 2 Phòng ngủ - 2 nhà vệ sinh - 1 ban công. ✅Hướng cửa chính : Đông Nam✅Ban công : Đông Nam📕Pháp lý: Sổ đỏ chính chủ 📍Tiện ích nội khu đầy đủ đáp ứng nhu cầu cư dân, an ninh đảm bảo.📍Nội thất đẩy đủGiá bán: 1 tỷ 5xxLiên hệ ☎SĐT/Zalo : 0988090691 em Linh để biết thêm thông tin chi tiết 🏃 🏃",03/11/2022,Tin thường,batdongsan_so_com_vn_1673790626.724707, 2, 2, Đông nam
"1,65 tỷ VNĐ","Đường , Phụng Châu, Chương Mỹ", 30m2, 4, 3, 3,"BÁN NHÀ 3 TẦNG, THIẾT KẾ ĐẸP, Ở TIỆN NGHI Chỉ với 1,65tỷ đã có thể mua được 1 căn nhà với thiết kế đẹp, tiện nghi, thoáng mát tại khu vực Phụng Châu, Chương Mỹ.* Dự án nhà thổ cư được quy hoạch hạ tầng đồng bộ, với đầy đủ tiện ích của một liền kề hiện đại.* Vị trí đắc địa:- Xung quanh bao gồm đầy đủ các tiện ích: Trường học, chợ, trung tâm giải trí,...- Đường sá thuận tiện cho ô tô di chuyển với không khí trong lành thoáng đãng.- Kế sát bên đường Lê Văn Lương kéo dài và cách trung tâm Vinhomes Hà Đông với 5 phút di chuyển.- Khoảng cách tới trường đại học Thể Dục Thể Thao chỉ 500m.- Dự án cách Vành Đai 3,5 chưa tới 1,5km.Nhà xây 3 tầng với 3 ngủ 3WC và 1 sân phơi thoáng mát.Nội thất cơ bản gồm:1. Cầu thang gỗ Lim.2. Cửa chính gỗ Lim.2. Cửa thông phòng tầng 2 gỗ Lim.3. Tủ bếp, kệ bếp.4. Trần thạch cao sang trọng, hiện đại, đèn Led 3 màu.5. Dây điện Trần Phú, ống nhựa Tiền Phong bền bỉ chất lượng.6. Thiết bị vệ sinh, máy bơm đầy đủ.7. Đá ốp cầu thang hoa cương.Sổ đỏ luôn có sẵn, pháp lý minh bạch rõ ràng.Hỗ trợ ngân hàng tối đa 50% giá trị căn nhà cho khách có nhu cầu vay vốn.Khách hàng chỉ cần có 50% số tiền còn lại chúng tôi sẽ lo với lãi suất ngân hàng cực kì ưu đãi.Bao mọi chi phí sang tên sổ.",03/11/2022,Tin thường,batdongsan_so_com_vn_1673790628.3732984, 3, 3, Nam
14 ngàn VNĐ,"Đường Phượng Bãi, Biên Giang, Hà Đông", 31m2, 4, 5, 3,"* Vị trí:Cách bến xe Yên Nghĩa 3km.Cách cầu Mai Lĩnh của Phường Biên Giang - Hà Đông 1km.Cạnh ngay đại học Thể dục Thể Thao.Ô tô Morning đỗ cửa, xe 7 chỗ cách 5m, bãi đỗ xe của nhà văn hoá cách 10m (để được 20 xe ô tô).Nhà xây 3 tầng có 3 ngủ và 2WC.Diện tích đất 31,3m².* Hoàn thiện nội thất đẹp như hình, chỉ mang đồ về ở.* Nội thất:Cầu thang gỗ lim.Cửa thông phòng gỗ. Tủ bếp hiện đại.Cửa nhôm chất lượng, cửa chính gỗ Lim cực sang trọng.Thiết bị vệ sinh cao cấp, trần thạch cao sáng đẹp.Sơn cao cấp. Bồn nước Sơn Hà. Máy bơm nước tiện lợi.Dây điện Trần Phú, ống nhựa Tiền Phong bền bỉ chất lượng.Đá ốp cầu thang hoa cương tự nhiên.* Sổ đỏ đầy đủ, pháp lý minh bạch rõ ràng.Hỗ trợ ngân hàng tối đa 70% giá trị cho khách có nhu cầu vay vốn. Chỉ cần có từ 600 - 700tr có thể mua được nhà.* Giá 1,4 tỷ bao trọn phí sang tên sổ đỏ.* Liên hệ trực tiếp:0388 405 089",03/11/2022,Tin thường,batdongsan_so_com_vn_1673790632.6880727, 3, 3, Tây bắc
"1,5 tỷ VNĐ","Đường , Phụng Châu, Chương Mỹ", 34m2, 4, 2, 3," BÁN NHÀ 3 TẦNG MỚI GẦN YÊN NGHĨA HÀ ĐÔNG 34M Ô TÔ ĐỖ CỔNG + Diện tích_ 34m2 – xây dựng 3 tầng mới ô tô đỗ cổng nhà Nhỉnh 1.8 tỷ+ Thiết kế hiện đại 3 phòng ngủ rộng+ Vị trí trung tâm thuận lợi_di chuyển lên thanh xuân chỉ 10km….trường cấp 1,2 và chợ dân sinh cách nhà 200m.+ Sổ đỏ sẵn giao dịch trong ngày+ Hỗ trợ vay vốn ngân hàng 70% giá trị tài sản ",03/11/2022,Tin thường,batdongsan_so_com_vn_1673790634.8871493, 3, 3, Tây
"2,3 tỷ VNĐ","Đường Bồ đề, Bồ Đề, Long Biên", 34m2, 3, 2, 3,"Nhà Ngọc Lâm Long Biên, Trung tâm phố, nhà 3 tầng, 34m2, giá: 2.35 tỷ + Căn nhà nằm đoạn giữa phố, với đủ mọi tiện ích chỉ trong vài bước chân.  + Nhà gần Trường học cấp 1,2 Ái Mộ, cấp 3 Nguyễn Gia Thiều trẻ em đi bộ tới trường. + Cách chợ lớn Gia lâm 300m, chỉ 15m ra phố xá cực kỳ sầm uất buôn bán kinh doanh không thiếu mặt hàng gì. + Hiện trạng đang là 2 nhà 3 tầng xây dựng chắc chắn, Ở một nhà, 1 nhà cho thuê cũng 4 triệu / tháng. + Diện tích 34m2, nhà 3 tầng, MT: 3.5m, giá: 2.35 tỷ +Giao thông vô cùng thuận tiện - Chỉ 5 phút qua trung tâm Hà Nội + Nhà còn rất mới có thể vềở luôn không phải sửa chữa gì. Liên hệ : Mr Khanh Điện thoại : 0977811387 - 0936018488 Đểđược tư vấn và xem chi tiết căn nhà.",03/11/2022,Tin thường,batdongsan_so_com_vn_1673790636.3263, 4, 4, Đông nam
"9,2 tỷ VNĐ",Cầu Giấy, 44m2, 4, 4, 5," GẦN TRƯỜNG ĐẠI HỌC NGOẠI NGỮ - ĐẠI HỌC QUỐC GIA – ĐẠI HỌC SƯ PHẠM + Vị trí đẹp, gần công viên, trung tâm thương mại lớn, kinh doanh sầm uất. + S=44m, 5 tầng, mặt tiền 4.2m, giá 9.2 tỷ + Xung quanh là các trường đại học lớn: Đại học Ngoại ngữ, đại học Quốc gia, Đại học Sư phạm, Báo chí Tuyên truyền,... + Giao thông gần các trục đường lớn: Trần Quốc Hoàn,Hồ Tùng Mậu, Phạm Văn Đồng, Xuân Thủy, Cầu Giấy, Hoàng Quốc Viêt, Vành đai 3,... + Sổ đỏ vuông đẹp chính chủ. + Thiết kế: 6 phòng ngủ, phòng thờ, sân phơi. + Liên hệ Trường: 0373680538 để được xem nhà và tư vấn miễn phí.",03/11/2022,Tin thường,batdongsan_so_com_vn_1673790637.7265582, 6,,
"3,1 tỷ VNĐ","Đường Tố Hữu, La Khê, Hà Đông", 74m2, 6, 1, 45,Gia chủ cần tiền nên bán nhanh -  cắt lỗ căn hộ chung cư The Terra An Hưng  - Tố Hữu - Hà Đông  * DT 74m2 Thông thủy - 2PN 2VS - Full nội thất cao cấpBan công Đông Nam thoáng mát quanh nămNhà thuộc tầng trung đẹp nhất tòaSổ HỒNG CHÍNH CHỦBao phí sang tên - thủ tục em lo từ a-z LH xem nhà 24/7: 0943444415,03/11/2022,Tin thường,batdongsan_so_com_vn_1673790639.497814, 2, 2,
"1,8 tỷ VNĐ","Đường Đản Dị, Uy Nỗ, Đông Anh", 47m2, 3,,,"Do đang sinh sống bên Hà Nội, không có nhu cầu sử dụng nên cần bán mảnh đất đẹp tại thôn Kính Nỗ, xã Uy Nỗ, huyện Đông Anh.  - Diện tích: 47m2  - Mặt tiền: 3.95m  - Mặt hậu: 4.2m  - Dài: 11.5m Đường trước mặt 4m, ô tô đỗ tận đất.  + Vị trí gần trung tâm thị trấn Đông Anh cách chỉ 2km, cách đường Đản Dị chỉ 300m, cách nhà máy z153 chỉ 1km.  + Tiện ích đầy đủ, dân cư đông đúc: cách trường mầm non z153 1km, cách trường cao đẳng Thăng Long 1.5km, bệnh viện Đông Anh, trường thpt Đông Anh, cửa hàng ăn uống quần áo, karaoke, bể bơi, khách sạn,.. bán kính 2km đầy đủ không thiếu một thứ gì.  Giá chỉ 1.8 tỷ, có thương lượng.  Liên hệ em ngay nếu anh chị thiện chí quan tâm.",03/11/2022,Tin thường,batdongsan_so_com_vn_1673790641.2790496,,,
