price,address,Diện tích,Details,Ngày đăng,Loại tin,id,Số tầng,Số phòng ngủ,Số toilet,Hướng,Mặt tiền,Lộ giới
"5,9 tỷ VNĐ","Đường Lê Trọng Tấn, Dương Nội, Hà Đông", 50m2,"
    *Mô tả:- Nhà trong khu liền kề dịch vụ dương nội hà đông, trước nhà vỉa hè ô tô tránh, dừng đỗ ngày đêm, vị trí thuận tiện giao thông đi khắp nơi, gần nhiều khu đô thị như an hưng, văn khê, Smartcity. Nhà đã hoàn thiện ở vài năm, mua về ở luôn hoặc sửa sang chút ít là long lanh ngay. Nhà rẻ nhất khu vực, đất khu này đã hơn 6 tỷ. Chủ nhà cần bán nên để khách thiện chí giá tốt nhất.-Sổ đỏ chính chủ, rẻ nhất khu vực.- Liên hệ: Em Trà 0983831788Hỗ trợ pháp lý, bank , xem nhà miễn phí
",05/11/2022,Tin thường,batdongsan_so_com_vn_1673789856.2358785, 4, 4, 3,, 4, 15
88 tỷ VNĐ,Giang Văn Minh Ba Đình Hà Nội, 258m2,"- Diện tích 258m2 Đất Mt 16m  Giá bán 88 tỷ ( có thương lượng )   - Vị trí cực đẹp toạ lạc tại ngõ Giang Văn Minh đang tiếp tục thi công mở đường cực rộng. - Thông sang phố Kim Mã, Sơn Tây, Ngọc Hà!  - Lô đất đã có GPXD 8 tầng có hầm. Chủ nhà trước đó dự định xây tòa apartment cao cấp giữa Trung tậm quận Ba Đình, nhưng hiện tại đang có dự định khác nên bán. - Khách mua về xây tòa nhà lên thì tuyệt đẹp, xây xong đường cũng mở xong, giá trị liên thành. Khách có thể mua cả hoặc mua một nửa đều được!  - Sổ đỏ chính chủ, nở hậu, sẵn sàng giao dịch.  - ACE có nhu cầu liên hệ em Quân để được tư vấn.  Miễn ( TG Quảng Cáo ) ",05/11/2022,Tin thường,batdongsan_so_com_vn_1673789858.9536672,,,,, 16,
"8,8 tỷ VNĐ","Ngõ 32 Đỗ Đức Dục, Nam Từ Liêm", 115m2,"ĐẤT VUÔNG – LÔ GÓC – CHIA 3 LÔ – XÂY CHUNG CƯ MINI – GẦN PHỐ - Ngõ 32 Đỗ Đức Dục là ngõ ô tô, kinh doanh sầm uất. Đất bán cách mặt ngõ 20m, đường trải nhựa, thuận tiện di chuyển các tuyến: Mễ Trì, Đồng Me, bến xe Mỹ Đình, Khuất Duy Tiến, Vành Đai 3,… - Thửa đất vuông, chia 3 lô cực đẹp, hoặc đầu tư xây chung cư mini cho thuê dòng tiền ổn định. - Diện tích 115m2, mặt tiền 12m, giá 8.8 tỷ. * Liên hệ em Bình – 0345752279 để xem đất.",05/11/2022,Tin thường,batdongsan_so_com_vn_1673789860.979213, 1, 1,,, 12, 3
"4,25 tỷ VNĐ","Đường Đàm Quang Trung, Long Biên, Long Biên", 54m2,"- Bán nhà Đàm Quang Trung, Long Biên, Hà Nội cách cầu vĩnh tuy 2 phút đi bộ. Rất rất rẻ trong cùng khu vực, ai tìm được nhà rẻ hơn trong khu vực này em cho thêm tiền luôn - Nhà 5 tầng, 3 nhà vệ sinh, thoáng mát, chủ nhà ở rấ có lộc muốn bán đi mua nhà to hơn - Sổ đỏ chính chủ sẵn sàng giao dịch - Giá: 4.25tỷ (Thiện chí thương lượng) - LH Mr Đéc: 0975703461 (miễn trung gian quảng cáo)",05/11/2022,Tin thường,batdongsan_so_com_vn_1673789862.488176, 5, 4,,,, 2
"4,98 tỷ VNĐ","Đường Trần Duy Hưng, Trung Hòa, Cầu Giấy", 55m2,"
    
Bán nhà đẹp 55m2 4tầng giá thanh lý giảm 500tr chỉ còn 4.98tỷ chính chủ ngách 43/66 Trung Kính (110/66 Trần Duy Hưng) Cầu Giấy(1)

- Nhà đẹp khu an ninh dân trí cao, gần ôtô, ngõ thông phố Trần Duy Hưng đi vào rất gần và đẹp.
- Xung quanh nhà tiện ích phong phú, gần hồ, chợ, trường học, trung tâm hành chính, thương mại...
+ Nhà 4 tầng đẹp mới lung linh, sang trọng hiện đại, sân để xe rộng thoáng, ban công nên thơ trữ tình, nội thất full đủ đầy tặng lại. Khách xách vali về ở luôn:
- Tầng 1: Sân, chỗ để xe ( thích thì làm khách) phòng bếp, wc. 
- Tầng 2: Phòng khách ( làm phòng ngủ nếu muốn), phòng ngủ, wc.
- Tầng 3: 2 phòng ngủ, wc.
- Tầng 4: Phòng thờ, phòng ngủ, sân phơi.
+ Pháp lý sạch, sổ đỏ nở hậu, sẵn sàng giao dịch.
Chú ý: 
1. LH: A. Hoàng Anh 0934266313 (xem nhà miễn phí)
2. Link kho nhà đẹp: https://www.facebook.com/356939308270722
3. Hỗ trợ tài chính cho vay mua nhà đến 80% giá trị căn nhà, lãi suất thấp nhất thị trường.
4. ACE Môi giới kết hợp làm việc tại: https://www.facebook.com/108917115160629",05/11/2022,Tin thường,batdongsan_so_com_vn_1673789864.0450122, 4, 4, 4,, 4, 4
"5,2 tỷ VNĐ","Đường Vũ Trọng Phụng, Hạ Đình, Thanh Xuân", 45m2,"Chủ nhà chuyển công tác nào Nam nên cần nhương lại nhà phố Vũ Trọng Phụng, quận Đống Đa: 45m2, 5 tầng, mt 4.5m, ngõ thông, 3 thoáng, nhà đẹp long lanh.+ Ngõ 3 gác rộng rãi, ngõ thông đi lại tiện lợi, chỉ vài bước ra mặt phố ô tô tránh.+ Cực gần những phố lớn như Nguyễn Thái Học, Cát Linh, Hào Nam, Khâm Thiên, Xã Đàn, Ô Chợ Dừa,... Gần ĐH Kinh tế Quốc dân, ĐH Bách Khoa Hà Nội, ĐH Xây dựng,..+ Nhà đẹp long lanh, 3 mặt thoáng. Thiết kế đầy đủ công năng:- T1: Khách, bếp, WC.- T2, T3, T4: Mỗi tầng 2 ngủ, 1 WC. Tổng 6 ngủ rộng rai.- T5: Phòng thờ, sân phơi.+ Sổ đỏ đẹp, sẵn sàng giao dịch, giá thương lượng rất tốt.Liên hệ Mr. Dương – Chuyên Thổ Cư Hà Nội để được tư vấn và xem nhà miễn phí. hotline 24/24 : 0867666696 Ngoài ra tôi còn trên 30 căn nhà khu vực Vũ Trọng Phụng, Xã Đàn, và các phố khác thuộc Đống Đa cần bán. Liên hệ để biết thêm chi tiết.",05/11/2022,Tin thường,batdongsan_so_com_vn_1673789865.3724594, 5, 4, 3,, 4, 2
"5,1 tỷ VNĐ","💥Chính chủ bán bán nhà 4 tầng tại đường Thanh Bình, P.Mộ Lao, Hà Đông, 5,1 tỷ; 0919591136", 51m2,"💥Chính chủ bán bán nhà 4 tầng tại đường Thanh Bình, P.Mộ Lao, Hà Đông, 5,1 tỷ; 0919591136 - Diện tích đất: 51m2, nhà 4 tầng gồm:+ Tầng 1 phòng khách, bếp.+ Tầng 2, 3 mỗi tầng 2 phòng ngủ.+ Tầng 4 phòng thờ, giàn phơi quần áo.- Cách đường ô tô 50m các mặt đường Tố Hữu 300m.- Cạnh trường quốc tế TSQ, khu vực dân cư an ninh tốt, yên tĩnh phù hợp cho hộ gia đình.- Sổ đỏ chính chủ - Giá bán: 5,1 tỷ- LH chính chủ: 0919591136       http://www.sanbatdongsanviet.com.vn",05/11/2022,Tin thường,batdongsan_so_com_vn_1673789866.7727225,,,,,,
26 tỷ VNĐ,"Đường Bà Triệu, Bùi Thị Xuân, Hai Bà Trưng", 66m2,"Cần tiền bán nhà mặt phố Bà Triệu, Hai Bà Trưng - Diện tích 66m2x5tang hai mặt thoáng - Mặt tiền hoa hậu 5,5m  - Vị trí đắc địa có 1-0-2 kinh doanh sầm uất bán trà đá cũng thu bạc triệu mỗi ngày. Do hết duyên với em nó, nay gả cho chủ mới.  - Pháp lý SĐCC. - Quý khách hàng có nhu cầu, quan tâm liên hệ 0968661353 để được tư vấn cụ thể. Tks!",05/11/2022,Tin thường,batdongsan_so_com_vn_1673789871.1490862, 5, 6, 5,, 5, 40
"3,65 tỷ VNĐ","Đường Phương Liệt, Phương Liệt, Thanh Xuân", 40m2,"+ Chính chủ cần bán nhà Phố Phương Liệt, Quận Thanh Xuân, diện tích 40 m2 x 4 tầng mặt tiền rộng, giá 3,65 tỷ. + Nhà mặt ngõ rất gần mặt phố, gần ô tô nhà chủ tự xây cực kỳ đẹp. Nội thất xịn xò đầy đủ công năng.  Tầng 1: Khách, bếp  Tầng 2: 1 Ngủ to, vệ sinh.  Tầng 3: 2 ngủ, 1 vệ sinh  Tầng 4: 1 ngủ, sân phơi Sổ đỏ chính chủ sẵn sàng giao dịch.  + LH,Hoàng Bắc,ĐT: 0377 610 275, chuyên nhà đất hà nội, dẫn khách xem nhà và Tư vấn miễn phí 24/7 ",05/11/2022,Tin thường,batdongsan_so_com_vn_1673789873.302291, 4, 5,,, 4, 3
"1,5 tỷ VNĐ","Đường , Đại Thành, Quốc Oai", 40m2,"Bán nhà Đại Thành- Giá chỉ từ 1.5 Tỷ - Diện tích 40m2- Pháp lý rõ ràng - Vị trí: cạnh UBND xã Đông La. Có 2 đường tiếp cận: Từ Đại lộ Thăng Long và đường Tố Hữu- Hà Đông. - Thiết kế và xây dựng mới hoàn thiện: 3 tầng; Diện tích từ 40m2; 03 phòng ngủ- 2 WC. Sân phơi rộng rãi.  - Nội thất hoàn thiện cơ bản: Trần thạch cao Full phòng; Thiết bị vệ sinh; Tủ bếp.... - Tiện ích xung quanh: UBND xã Đông La. Trường Tiểu học và THCS Đông La, chợ dân sinh.... - Vay vốn ngân hàng 50%-70% giá trị tài sản.",05/11/2022,Tin thường,batdongsan_so_com_vn_1673789874.766375, 3, 3, 2,, 4, 1
