price,address,Diện tích,Mặt tiền,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id,Hướng,Lộ giới
"4,5 tỷ VNĐ",175 Lạc Long Quân, 38m2, 4, 5, 3, 3,"Do chuyển công tác nên gia đình tôi cần bán lại căn nhà tại phố Lạc Long Quân với thông số như sau: Diện tích đất 37.3m2 Đất vuông vắn Nhà xây 5 tầng gồm: + Tầng 1 là phòng ăn và chỗ để xe + Tầng 2 phòng khách + Tầng 3,4 mỗi tầng 1 phòng ngủ + Tầng 5 làm phòng thờ và sân phơi Ô tô vào nhà Nội thất hiện đại, nhà ở luôn Sổ đỏ chính chủ Giá bán 4.5 tỷ",05/01/2022,Tin thường,batdongsan_so_com_vn_1673833476.1250036, Đông bắc, 3
"3,98 tỷ VNĐ",Vạn Phúc- Hà Đông, 44m2,, 4,,,"Kinh doanh, ngõ thông, ô tô gần, 44m2x4 tầng, Vạn Phúc, Hà Đông Chủ nhà cần bán trước tết âm lịch nhà đẹp vị trí kinh lý tưởng, khu vực không có căn thứ 2, ngõ rộng thông muôn nơi, trước nhà sân chơi chung tuyệt đẹp, không gian lý tưởng vừa ở vừa kinh doanh, dân cư qua lại đông đúc, vài bước ra phố. Khu vực Vạn Phúc nổi tiếng với Làng Lụa, nhiều khách du lịch, nhà bán ngõ thông, gần các điểm du lịch , kinh doanh được đủ các loại hình, khu hiếm nhà bán. Giao thông di chuyển tuyến phố chính: Quang Trung, Tố Hữu, Thanh Bình, Yết Kiêu, Ngô Quyển, Văn Quán, Phúc La, Nguyễn Trãi,... Xung quanh đầy đủ các tiện ích, nhà đẹp , gia chủ làm ăn thịnh vượng, con cháu đuề huề rất có lộc. Giá: 3.98 tỷ ( có thương lượng). Sổ đỏ chính chủ, pháp lý chuẩn. Liên hệ ngay với em Huyền Thổ cư KINH NGHIỆM TRÊN 8 NĂM ( 0363703491- 0965472910) - Để sở hữu hàng nghìn ngôi nhà cùng khu vực, tiết kiệm THỜI GIAN - CÔNG SỨC - TIỀN BẠC.   - Tư vấn miễn phí 24/24h( zalo, fb). Tư vấn Pháp lý, vay vốn.",04/01/2022,Tin thường,batdongsan_so_com_vn_1673833478.3000238,,
"4,2 tỷ VNĐ",Hà Cầu- Hà Đông, 42m2,, 4,,," Dân xây, kinh doanh, ngõ thông, ô tô gần, 42mx4 tầng, nhỉnh 4 tỷ, Hà Cầu, Hà Đông  Tôi cần tiền bán gấp nhà trước tết tự xây mới vài năm, vị trí kinh doanh đẹp nhất khu, ngõ thông thoáng, ô tô rất gần, tầm tiền  khu vực không có căn thứ 2, vài bước ra ô tô tránh. Nhà xây khung cột chắc chắc, còn rất mới, các tầng đều có ban công đón nắng gió, phòng ngủ rộng rãi, vừa ở vừa kinh doanh rất tốt, sự lựa chọn hoàn hào để ở hay đầu tư sinh lời. Xung quanh đầy đủ tiện ích: trường học các cấp. Ngân hàng, siêu thị, khu vui chơi,...không thiếu thứ gì, Chủ nhà thành đạt nay muốn chuyển sang biệt thự rộng hơn, con cái đuề huề, nhà rất có lộc. Sổ đỏ chính chủ, pháp lý sạch. Giá: 4.2 tỷ ( có thương lượng). Liên hệ: Em Huyền ( 0965472910- Cháu gái chủ nhà)- miễn trung gian.",04/01/2022,Tin thường,batdongsan_so_com_vn_1673833481.0133102,,
"3,45 tỷ VNĐ",Phan Đình Giót- Hà Đông, 38m2,, 4,,,"Cần tiền bán gấp nhà 38m2, kinh doanh lô góc, ô tô tránh, nhỉnh 3 tỷ, Phan Đình Giót, Hà Đông Do nhu cầu mở rộng kinh doanh tôi cần bán gấp nhà đẹp, lô góc 3 mặt thoáng kinh doanh rất lý tưởng, khu vực không có căn thứ 2, đường trước nhà ô tô tránh, ngõ thông muôn nơi, dân cư qua lại đông đúc, vài bước chân ra phố. Nhà thiết kế 4 tầng vừa kinh doanh vừa ở rất đẹp, phòng nào cũng thoáng sáng, đầy đủ công năng sử dụng. Xung quanh đầy đủ tiện ích: Ngân hàng, siêu thị, sân bóng, chợ, trường học, bệnh viện,...dân cư văn minh , môi trường trong lành tuyệt vời. Giao thông di chuyển thuận lợi các phố: Lê Trọng Tấn, Quang Trung,  Văn Phú, Trần Đăng Ninh, Lý Thường Kiệt, Ngô Thì Nhậm,...gần gas Cát Linh, bến xe bus rất gần. Sổ đỏ chính chủ, pháp lý sạch. Giá: 3.95 tỷ ( có thương lượng). Liên hệ ngay với em Huyền : 0965472910 ( miễn trung gian).",03/01/2022,Tin thường,batdongsan_so_com_vn_1673833482.9985087,,
4 tỷ VNĐ,Quang Trung- Hà Đông, 37m2,, 4,,,"Bán gấp nhà  kinh doanh, ô tô, ngõ thông, 37mx4T, Quang Trung, Hà Đông, lô góc chỉ 4 tỷ Người thân gửi bán gấp nhà đẹp, ngõ ô tô tránh, lô góc kinh doanh hiếm rất lý tưởng, khu vực tầm tiền không có căn thứ 2, nhà 3 mặt thoáng, dân cư qua lại tấp nập, kinh doanh đủ loại hình. Nhà xây khung cột chắc chắn, đầy đủ công năng sử dụng vừa ở vừa kinh doanh rất hợp lý, các tầng thoáng sáng, môi trường trong lành , xung quanh đầy đủ tiện ích: Ngân hàng, trường học các cấp, siêu thị, bệnh viện, công viên,...không thiểu thứ gì. Giao thông di chuyển thuận lợi các phố: Lê Trọng Tấn, Phan Đình Giót, La Khê, Văn Phú, Trần Đăng Ninh, Văn La,..gần tuyết đường sắt Cát Linh trên cao, bến xe bus rất gần, vài bước chân ra phố. Giá: 4 tỷ ( có thương lượng). Sổ đỏ chính chủ, pháp lý chuẩn. Liên hệ ngay với em Huyền Thổ cư KINH NGHIỆM TRÊN 8 NĂM ( 0363703491- 0965472910) - Để sở hữu hàng nghìn ngôi nhà cùng khu vực, tiết kiệm THỜI GIAN - CÔNG SỨC - TIỀN BẠC.   - Tư vấn miễn phí 24/24h( zalo, fb). Tư vấn Pháp lý, vay vốn.",03/01/2022,Tin thường,batdongsan_so_com_vn_1673833485.0828595,,
"4,2 tỷ VNĐ",Hà Cầu- Hà Đông, 42m2,, 4,,," Dân xây, kinh doanh, ngõ thông, ô tô gần, 42mx4 tầng, nhỉnh 4 tỷ, Hà Cầu, Hà Đông  Tôi cần tiền bán gấp nhà trước tết tự xây mới vài năm, vị trí kinh doanh đẹp nhất khu, ngõ thông thoáng, ô tô rất gần, tầm tiền  khu vực không có căn thứ 2, vài bước ra ô tô tránh. Nhà xây khung cột chắc chắc, còn rất mới, các tầng đều có ban công đón nắng gió, phòng ngủ rộng rãi, vừa ở vừa kinh doanh rất tốt, sự lựa chọn hoàn hào để ở hay đầu tư sinh lời. Xung quanh đầy đủ tiện ích: trường học các cấp. Ngân hàng, siêu thị, khu vui chơi,...không thiếu thứ gì, Chủ nhà thành đạt nay muốn chuyển sang biệt thự rộng hơn, con cái đuề huề, nhà rất có lộc. Sổ đỏ chính chủ, pháp lý sạch. Giá: 4.2 tỷ ( có thương lượng). Liên hệ: Em Huyền ( 0965472910- Cháu gái chủ nhà)- miễn trung gian.",04/01/2022,Tin thường,batdongsan_so_com_vn_1673833489.8561518,,
"3,9 tỷ VNĐ",Cầu Đơ- Hà Đông, 42m2,, 4,,,"Nhỉnh 3 tỷ, ô tô gần, kinh doanh, 42m2x 4 tầng, Cầu Đơ, Hà Đông Ông chú gửi bán nhà đẹp vị trí mặt ngõ thông đắc địa, tầm tiền khu vực không có căn thứ 2, dân cư xung quanh đông đúc, vài bước ra chợ lớn Hà Đông, ô tô rất gần, nằm vị trí lõi trung tâm Quận Hà Đông. Giao thông vô cùng thuận lợi di chuyển các hướng: Lê Hồng Phong, Đa Sỹ, Lê Lợi, Bà Triệu, Tô Hiệu, Hoàng Hoa Thám, Phùng Hưng , Văn Quán,Lê Hồng Phong,..... Nhà được xây khung cột chắc chắn, đầy đủ phòng vừa ở vừa kinh doanh, các phòng ban công cửa sổ rộng thoáng sáng, không mua nhanh quá phí. Giá: 3.9 tỷ ( có thương lượng). Sổ đỏ chính chủ, pháp lý chuẩn. Liên hệ ngay với em Huyền Thổ cư KINH NGHIỆM TRÊN 8 NĂM ( 0363703491- 0965472910) - Để sở hữu hàng nghìn ngôi nhà cùng khu vực, tiết kiệm THỜI GIAN - CÔNG SỨC - TIỀN BẠC.   - Tư vấn miễn phí 24/24h( zalo, fb). Tư vấn Pháp lý, vay vốn.",04/01/2022,Tin thường,batdongsan_so_com_vn_1673833491.7773864,,
15 tỷ VNĐ,"Hàng Giầy, Hoàn Kiếm, Hà Nội", 40m2,,,,,"Bán nhà Phố Cổ, nhà vị trí siêu đẹp. 40m2 - 15 tỷ. - Vị trí siêu đẹp – hiếm – vỉa hè rộng – khu vực tập trung nhiều quần thể tiện ích của TP.  DT 40 m2, chỉ 15 tỷ, Toà nhà vị trí đẹp nhất phố, phù hợp với kinh doanh, nơi buôn bán sầm uất tập trung người nước ngoài + Sổ đỏ vuông đẹp nở hậu. nhanh quyết định, để có cơ hội sở hữu tòa nhà hiếm có. - Liên hệ: Quỳnh – chuyên thổ cư khu vực Hà Nội, để được tư vấn trên 300 căn nhà, đất thổ cư khu vực Hà Nội",05/01/2022,Tin thường,batdongsan_so_com_vn_1673833494.04136,,
230 tỷ VNĐ,"Bùi Thị Xuân. Hai Bà Trưng, Hà Nội,", 450m2,,,,,"Bán nhà Phố Q. Hai Bà Trưng, nhà vị trí siêu đẹp. 450 m2 - 230 tỷ. - Vị trí siêu đẹp – hiếm – vỉa hè rộng – khu vực tập trung nhiều quần thể tiện ích của TP.  DT 450 m2, chỉ 450 tỷ, Toà nhà vị trí đẹp nhất phố, phù hợp Văn phòng, khách sạn, căn hộ cao cấp cho thuê. + Sổ đỏ vuông đẹp nở hậu. nhanh quyết định, để có cơ hội sở hữu tòa nhà hiếm có. - Liên hệ: Quỳnh – chuyên thổ cư khu vực Hà Nội, để được tư vấn trên 300 căn nhà, đất thổ cư khu vực Hà Nội",05/01/2022,Tin thường,batdongsan_so_com_vn_1673833495.9954038,,
72 tỷ VNĐ,"Quán Sứ, Hoàn Kiếm, Hà Nội", 135m2,,,,,"Bán nhà Phố Cổ, Hoàn Kiếm-HN, nhà vị trí siêu đẹp. 135m2 - 72 tỷ. - Vị trí siêu đẹp – hiếm – vỉa hè rộng – khu vực tập trung nhiều quần thể tiện ích của TP.  DT 135m2, chỉ 72 tỷ nhanh quyết định, để có cơ hội sở hữu căn nhà hiếm có. - Liên hệ: Quỳnh – chuyên thổ cư khu vực Hà Nội, để được tư vấn trên 300 căn nhà, đất thổ cư khu vực Hà Nội.",05/01/2022,Tin thường,batdongsan_so_com_vn_1673833498.4430954,,
