price,address,Diện tích,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id,Hướng,Mặt tiền
22 tỷ VNĐ,"Đường Bưởi, Cống Vị, Ba Đình", 55m2, 8, 10, 10, 10,"Mô tả:  + Vị trí đắc địa giao thương giữa Bưởi - Đội Cấn, Hoàng Quốc Việt, Hoàng Hoa Thám, Lạc Long Quân. Vỉa hè đá bóng, mặt phố kinh doanh sầm uất, đẳng cấp vượt trội.  + Nhà 10 tầng (9 nổi + 1 hầm) , Chủ nhà Quan chức nên Xây hẳn 10 tầng thể hiện đẳng cấp.  + Hiện trạng nhà MỚI COONG.  + Thiết kế vừa ở vừa cho thuê kinh doanh đa dạng.  + Thang máy Nhật Fuji chạy VÙ VÙ ÊM RU.  + Chủ Quan lớn LÀM ĂN CÓ LỘC.  + Sổ đỏ đẹp, nở Hậu, giao dịch ngay. ",31/10/2022,Tin thường,batdongsan_so_com_vn_1673791480.9099767,, 5
"14,1 tỷ VNĐ",Hoàng Hoa Thám- Hà Đông, 57m2,,,,," Bán nhà mặt phố Hoàng Hoa Thám, Hà Đông 57m MT 6m vỉa hè kinh doanh hơn 14 tỷ Nhà đẹp mặt phố Vip duy nhất một căn duy nhất Hoàng Hoa Thám, Hà Đông với thông số vàng diện tích 57m mặt tiền khủng 5.8m đang kinh doanh rất đông khách. Nằm trên trục những con phố nổi tiếng sầm uất bậc nhất quận kinh doanh đa dạng các loại hình sinh dòng tiền cao,bán kính xung quanh đầy đủ tiện ích. Giao thông thuận lợi giáp Quang Trung gần Lê Lợi cắt Lê Hồng Phong sang Cầu Đơ hàng xóm Trưng Nhị ra Tô Hiệu dọc xuống Bà Triệu gần Văn Quán vài bước chân ra Quang Trung. Sổ vuông sẵn sàng giao dịch. Giá: 14.1 tỷ ( gia lộc). Liên hệ : Huyền Hà Đông ( 0363703491- 0965472910) gặp trực tiếp chủ nhà.",31/10/2022,Tin thường,batdongsan_so_com_vn_1673791481.8295543,, 6
"14,2 tỷ VNĐ",Lê Lợi- Hà Đông, 57m2,,,,,"Bán nhà mặt phố Lê Lợi, Hà Đông 57m MT 6m vỉa hè kinh doanh hơn 14 tỷ Bán nhà mặt phố cổ Lê Lợi, Hà Đông kinh doanh đỉnh cao với thông số vàng diện tích 57m mặt tiền khủng 6m có vỉa hè rông đường ô tô tránh. Vị trí đắc địa đoạn đẹp nhất phố, dân cư qua lại tấp nập ngày đêm, kinh doanh đa dạng các loại hình sinh dòng tiền rất lớn. Giao thông thuận lợi giáp Hoàng Hoa Thám ra Quang Trung cắt Lê Hồng Phong sang Cầu Đơ xuôi xuống Tô Hiệu ra Bà Triệu. Sổ vuông sẵn sàng giao dịch. Giá: 14.2 ( gia lộc). Liên hệ : Huyền Hà Đông ( 0363703491- 0965472910) gặp trực tiếp chủ nhà.",31/10/2022,Tin thường,batdongsan_so_com_vn_1673791483.1480284,, 6
"4,35 tỷ VNĐ","Đường Cầu Giấy, Yên Hòa, Cầu Giấy", 36m2, 1, 5, 4, 3,"
    Gia đình cần bán nhà phố Cầu Giấy, 36m², 4 phòng ngủ, gần phố, Ngõ ba gác tránh, ô tô gửi gần nhà. Kinh doanh online...- Nhà có vị trí cực đẹp trong phân khúc nhà từ nhỉnh tỷ, khu vực Cầu Giấy, ngõ vào nhà xe ba gác tránh xe máy, cách phố vài bước chân. Oto đỗ cách nhà 20m, gửi oto xong đi bộ vào nhà thì quá tiện lợi.- Nhà xây 5 tầng, tổng 4 ngủ. Công năng sử dụng đầy đủ cho cả hộ gia đình.- Tiện ích xung quanh cũng ko thiếu thứ gì như hệ thống trường học liên cấp, bệnh viện quốc tế, Lottte, chợ...- Nhà nằm trong khu vực dân trí cao, an ninh tốt, giao thông đi lại thuận tiện, gần khu vui chơi mua sắm và các trường cấp 1 &2 Yên Hòa, các trường ĐH lớn của Thủ Đô Hà Nội và công viên Cầu Giấy, Nghĩa Đô.- Giá bán: Nhỉnh 4 tỷ có thương lượng - cực hợp lý.- Sổ đỏ chính chủ, pháp lý chuẩn, sẵn sàng giao dịch.- Liên hệ chính chủ: Anh Thành0901761713để được gặp trực tiếp với chủ nhà đàm phán).",31/10/2022,Tin thường,batdongsan_so_com_vn_1673791484.2889795,, 3
"3,65 tỷ VNĐ","Đường Trương Định, Trương Định, Hai Bà Trưng", 35m2, 3, 5, 3, 4,"Bán nhà Trương Định - Ngõ nông ba gác chạy - 3 ngủ - 35m x 5 tầng. 3,65 tỷ có THƯƠNG LƯỢNGCam kết ảnh thật đúng nhà - đúng thông tin - không thu bất kỳ phí gì cả kể giao dịch thành công.Mr Lâm: 0868324583. Ngoài ra em Lâm còn rất nhiều các ngôi nhà các phân khúc trong khu vực cần bán. Liên hệ để được tư vấn và xem nhà miễn phí.Sổ đỏ chính chủ - pháp lý chuẩn.Miễn tiếp trung gian môi giới.",30/10/2022,Tin thường,batdongsan_so_com_vn_1673791486.2736647,, 3
"11,5 tỷ VNĐ","Đường Lâm Hạ, Bồ Đề, Long Biên", 90m2,,,,,"LÂM HẠ LONG BIÊN NGÕ Ô TÔ THÔNG, TRƯỚC MẶT SẮP QUY HOẠCH ĐƯỜNG 13M, KHU VỰC NHIỀU KHÁCH TÌM MUA KHU VỰC AN SINH YÊN BÌNH Diện tích 90 m2Đất Mặt tiền 5m. Giá 11,5 tỷ (có thương lượng  MÔ TẢ: + Mảnh đất đi vào từ Lâm Hạ hoặc ngõ Hoàng Như Tiếp đều đẹp. Ngõ ô tô 7 chỗ thông.Ba bước chân ra đường ô tô tránh. + Hình thửa đẹp vuông vắn, phù hợp xây tòa 6-7 tầng, ở kết hợp làm văn phòng. + Trước mặt là quy hoạch đường 13m. Tiềm năng tăng giá. + Gần Bệnh viện đa khoa Tâm Anh, tiện ích - an sinh đẳng cấp. Sổ đỏ sẵn sàng giao dịch, Khách và Chủ trực tiếp giao dịch miễn trung gian, Xem vị trí miễn phí tận tâm tư vấn khu vực em nhiều nhà đẹp giao dịch ngay. Liên hệ Huyền 77 (thổ địa Hà thành Nhà phố) ",30/10/2022,Tin thường,batdongsan_so_com_vn_1673791487.625087,, 5
"11,5 tỷ VNĐ",Trần Thái Tông Cầu Giấy, 115m2,,,,,"- Dt 115m2 X4 Tầng. Mt 4.4m  Giá bán 11.5 tỷ ( có thương lượng )  + Vị trí gần các trường Đại học lớn, sinh viên tập trung đông, ngõ kinh doanh nhộn nhịp. + Diện tích đất rộng phù hợp cho Xây CCMN khai thác dòng tiền cực kì hiệu quả. + Hiện trạng gồm 2 khối nhà 3 và 3.5 tầng, cầu thang riêng, có 13 phòng ngủ. + Sổ đỏ vuông đep sẵn sàng giao dịch. - Liên hệ em Quân để được tư vấn!  0385 94 1802 Miễn ( TG Quảng Cáo )",30/10/2022,Tin thường,batdongsan_so_com_vn_1673791488.824865,, 4
"11,5 tỷ VNĐ",Nguyễn Khang Yên Hòa Cầu Giấy, 109m2,,,,,"- Dt 109m2 X4 Tầng. Mt 5.8m  Giá bán 11.5 tỷ ( có thương lượng )- Vị trí toạ lạc tại đường Nguyễn Khang giao nhau với Cầu Giấy - Khu vực Cầu Giấy nhu cầu nhu cầu thuê ở lớn, giá cả đắt đỏ cho doanh thu lớn và ổn định. - Căn nhà 4 tầng chủ xây gần 20 năm. Chủ xác định bán đất tặng nhà. Khách mua về phù hợp xây căn hộ apartment 8 tầng!  - Sổ đỏ chính chủ, pháp lý chuẩn. Liên hệ em Quân để được tư vấn. 0385 94 1802 Miễn ( TG Quảng Cáo )",30/10/2022,Tin thường,batdongsan_so_com_vn_1673791489.9309075,, 5
"4,7 tỷ VNĐ",Nguyễn An Ninh - Hoàng Mai - Hà Nội, 63m2,,,,,"Hiếm trong tầm tiền, Ngõ thông phân lô bàn cờ,  KD bất chấp Nguyễn An Ninh 63m2 giá chỉ 4 tỷ 7 – LH  𝟎𝟑𝟒𝟓.𝟐𝟔.𝟑𝟑𝟑𝟑 + 40m ra mặt phố, mặt tiền rộng 4.2m  lô góc 2 mặt thoáng, nhà chủ tự xây vuông đẹp, khung móng riêng KCBT chắc chắn, chuẩn công năng vừa ở vừa kinh doanh + Hiện tại chủ đang cho thuê cả nhà gần 20tr/tháng   + Thuận tiện di chuyển sang Tân Mai, Trương Định, Kim Đồng, Đền Lừ, Giáp Bát, Giải Phóng...  + Bán kính 1km trường học các cấp, chợ đầu mối phía Nam, bến xe Giáp Bát... + Giá 4 tỷ 7 có thương lượng. Sổ đẹp cất két, sẵn sàng giao dịch. ______________________________ ☎️ Liên hệ - Quang Anh – SĐT : 𝟎𝟑𝟒𝟓.𝟐𝟔.𝟑𝟑𝟑𝟑 - 𝟎𝟗𝟔𝟐.𝟎𝟕𝟎.𝟖𝟗𝟖 Tư vấn đầu tư các loại : Nhà lãi vốn – Nhà giữ tiền – Nhà dòng tiền – Nhà ở tiêu dùng. Chuyên nhà khu vực HBT, HM với hàng trăm căn nhà cùng phân khúc giá tiền trong khu vực. Sẵn sàng chia sẻ, cung cấp thông tin miễn phí cho anh chị mua nhà",30/10/2022,Tin thường,batdongsan_so_com_vn_1673791491.1725852,, 4
"6,2 tỷ VNĐ","Đường Võ Chí Công, Nhật Tân, Tây Hồ", 57m2, 3, 2, 3, 2,"- Gia đình tôi cần bán căn nhà, nằm mặt ngõ 45 Võ Chí Công, Quận Tây Hồ. - Diện tích nhà 60m2, nhà cách 30m ra Võ Chí Công, nằm vị trí đắc địa của quận Tây Hồ, khu vực hiếm. - Nhà tự xây rất chắc chắn, khách mua chỉ việc đến ở. - Khu vực dân cư đông đúc, tiện ích ngập tràn. - Sổ đỏ chính chủ, sẵn sàng giao dịch. - Giá : 6.2 tỷ ( có ra lộc cho khách có nhu cầu mua thật ). - Gọi : 0912417378 . Em TRANG NHÀ PHỐ TÂY HỒ - BA ĐÌNH RẤT NHIỆT TÌNH sẽ kết nối để ACE làm việc trực tiếp với chủ nhà. Cam kết giá tốt nhất vì đây là chỗ quen thân. Miễn tiếp người xem hộ, MG và QC. ",30/10/2022,Tin thường,batdongsan_so_com_vn_1673791492.278629,, 4
