price,address,Diện tích,Mặt tiền,Số tầng,Số phòng ngủ,Details,Ngày đăng,Loại tin,id,Lộ giới,Số toilet,Hướng
"3,85 tỷ VNĐ","Nam Dư, Hoàng Mai, Hà Nội", 46m2,,,,"+ Ngõ ô tô ra vào, thoáng, gần trường học, giao thông thuận tiện. + Nhà xây dựng 4 tầng hợp lý thiết kế và đầy đủ năng lượng sử dụng. + Tầng 1: Phòng khách + phòng ăn, bếp và vệ sinh. + Tầng 2, 3: Mỗi tầng 2 phòng ngủ, vệ sinh ở giữa. + Tầng 4: Sân thượng có sự thoải mái tự động. + Quầy vuông đỏ, két sắt, sẵn sàng giao dịch. ",11/06/2022,Tin thường,batdongsan_so_com_vn_1673820495.692143,,,
"13,9 tỷ VNĐ","HOA BẰNG, YÊN HÒA, CẦU GIẤY, HÀ NỘI", 55m2,, 5, 3,"(Ảnh thật 100%).Mặt phố Hoa Bằng - Cầu Giấy, 55m2, 5 tầng, kinh doanh sầm uất, hơn 10 tỷ. Cần bán gấp căn nhà mặt phố Hoa Bằng, cực gần công viên Cầu Giấy và trường tiểu học An Hòa, khu vực đông sinh viên, kinh doanh sầm uất ngày lẫn đêm. Nhà 5 tầng, xây dựng khung cột bê tông chắc chắn.Tầng 1 + 2 thông sàn cho thuê kinh doanh.Từ tầng 3 trở lên chủ nhà sử dụng để ở, gồm: 1 khách, 1 bếp, 3 ngủ, công năng sử dụng đầy đủ. Diện tích: 55 m2.Sổ đỏ chính chủ, giao dịch ngay.Giá: 13.9 tỷ (CÓ THƯƠNG LƯỢNG). Liên hệ: Ngọc Quyên - 0906200299 (miễn môi giới, trung gian). Hỗ trợ vay vốn ngân hàng, thủ tục đơn giản, giải ngân nhanh, Nhận mua bán ký gửi nhà + đất khắp Hà Nội.",11/06/2022,Tin thường,batdongsan_so_com_vn_1673820497.045522,, 5,
"8,8 tỷ VNĐ","Phường Ngọc Thụy, Long Biên, Hà Nội", 72m2,, 4, 4,"Bán Nhà Đường Lý Sơn, Phường Ngọc Thụy, Long Biên 72m2, 4T, giá 8,8 tỷ (có sân để ô tô)  Tầng 1: Sân để ô tô có mái kính phía trước, phòng khách, bếp, wc. Tầng 2: 2 phòng, wc. Tầng 3: 2 ngủ, wc. Tầng 4: Phòng thờ, sân phơi.  Nhà thiết kế đẹp, xây dựng chắc chắn, ngõ rộng ô tô vào nhà, xung quanh các tổ hợp dịch vụ sầm uất, chợ, trường học ngay gần nhà. Nhà gần đường Lý Sơn, bán kính 300m Khu Đô Thị Khai Sơn, Học Viện Hậu Cần, thuận tiện rẽ sang Thượng Thanh, Đức Giang.. Khu vực tiềm năng phát triển từng ngày. Sổ đẹp, pháp lý rõ ràng.",11/06/2022,Tin thường,batdongsan_so_com_vn_1673820498.3250983,,,
"11,9 tỷ VNĐ","NGUYỄN KHANG, YÊN HÒA, CẦU GIẤY, HÀ NỘI", 60m2,,,,"(Ảnh thật 100%).Nguyễn Khang - Cầu Giấy, 2 ô tô vào nhà, nhà mới, thang máy, 60m2 đang cho thuê 35tr/tháng, nhỉnh 10 tỷ.Cần bán gấp căn nhà ở phố Nguyễn Khang, khu vực mới giao thông cực kì thuận lợi, giao thoa của 3 quận Cầu Giấy, Đống Đa, Thanh Xuân. Vị trí hiếm nhà bán.Ngõ thoáng sáng, trải nhựa, dân trí cao.Chủ mới mua về hoàn toàn có thể lấy lại nhà hoặc có thể để cho thuê tiếp nối hợp đồng đang có (dòng tiền 35 triệu/tháng).Nhà 7 tầng xây mới, thang máy nhập khẩu, gara để được 2 ô tô trong nhà.  Diện tích: 60m2.Sổ đỏ vuông vắn chính chủ giao dịch ngay.Giá: 11.9 tỷ (có thương lượng)Liên hệ: Quyên - 0906200299 (miễn môi giới - trung gian). Hỗ trợ trả góp ngân hàng, thủ tục đơn giản, giải ngân nhanh. Nhận mua bán ký gửi nhà khắp HN.",11/06/2022,Tin thường,batdongsan_so_com_vn_1673820499.720366,,,
"6,9 tỷ VNĐ",đường cầu giấy, 60m2, 9, 4,,"TRUNG TÂM CẦU GIẤY - DIỆN TÍCH RỘNG, MẶT TIỀN KHỦNG - CỰC GẦN PHỐ + Trung tâm Cầu Giấy, ngõ nông cực gần phố, khu vực dân trí cao, an sinh tốt, tiện ích xung quanh vô vàn không thiếu thứ gì.+ Nhà thiết kế 4 tầng, KCBT chắc chắn, mỗi tầng 2 phòng.+ Sổ đỏ chính chủ, sẵn sàng giao dịch.+ Hướng Tây BắcAlo Em ngọc 0354443201",11/06/2022,Tin thường,batdongsan_so_com_vn_1673820500.886247,,, Tây bắc
"3,2 tỷ VNĐ","659A Lạc Long Quân, Tây Hồ, Hà Nội", 46m2,,,,"Cần bán nhanh ch 46m2 El Dorado-view hồ Tây-full nt-3,x tỷ Căn hộ cao cấp D'El Dorado - Tân Hoàng Minh chuẩn 5 sao, thiết kế tân cổ điển kiến trúc Tây Âu cận đại. Mang trọn vẹn trải nghiệm 500ha mặt nước Hồ Tây thơ mộng. Thông tin căn hộ bán: + Diện tích: 46m2 + Căn hộ có 1 phòng ngủ, 1wc, 1 loggia, tầng đẹp, thoáng mát đón gió tự nhiên + Nhà thiết kế đẹp, full nội thất ngoại xịn chuẩn châu Âu, khu dân trí cao, hiện đang cho người nước ngoài thuê, bàn giao nhận nhà ở ngay + Vị trí ngay ngã tư lớn, chỉ cách mặt Hồ Tây 10m về hướng Đông Nam, giao thông cực kỳ thuận tiện, gần Lotte, siêu thị, nhà hàng lớn, trường học, bệnh viện... Đi sân bay cực kỳ thuận tiện. + Giá bán 3,2 tỷ bao chọn phí (Giá rất tốt) Liên hệ xem nhà: Em Thắm 0868266138 Thanks all!",11/06/2022,Tin thường,batdongsan_so_com_vn_1673820506.3472347,,,
"2,599 tỷ VNĐ",Đường Ỷ Lan phường Đặng Xá, 44m2, 4, 1, 1,""",""serif"";="""" line-height:="""" 115%'chính="""" chủ="""" có="""" căn="""" nhà="""" 3="""" tâng="""" xây="""" được="""" vài="""" năm="""" tại="""" Đặng="""" xá,="""" gia="""" lâm,="""" hà="""" nội="""" cần="""" bán="""" gẤp.="""" span="""" p="""" class=""MsoNormalSPAN"" 115%'diện="""" tích="""" đất:="""" 44m2.="""" mặt="""" tiền="""" 4m.="""" Đường="""" trước="""" ô="""" tô="""" 7="""" chỗ="""" qua,="""" ngõ="""" thông.="""" 115%'="""">Nhà xây hoàn thiện đầu 2020 còn rất mới. "",""serif"";="""" line-height:="""" 115%'thiết="""" kế:="""" span="""" p="""" class=""MsoNormalSPAN"" 115%'span="""" spantầng="""" 1:="""" phòng="""" khách,="""" bếp="""" rất="""" rộng="""" rãi,="""" 1="""" wc.="""" 115%'="""">Tầng 2: 2 phòng ngủ, 1 wc. "",""serif"";="""" line-height:="""" 115%'tầng="""" 3:="""" 1="""" phòng="""" ngủ,="""" sân="""" phơi.="""" span="""" p="""" class=""MsoNormalSPAN"" 115%'nội="""" thất="""" cơ="""" bản="""" mang="""" đi.="""" chủ="""" mới="""" tự="""" sắm="""" phù="""" hợp="""" ý="""" thích="""" và="""" mắt="""" thẫm="""" mỹ.="""" 115%'="""">Giá bán nhanh: 2599 triệu. ",11/06/2022,Tin thường,batdongsan_so_com_vn_1673820507.3265584, 1, 1,
5 tỷ VNĐ,Phố Tây Sơn, 42m2, 5, 5, 5,"+ Nhà nằm ở trung tâm lõi Đống Đa, chỉ vài bước chân ra mặt phố lớn, khu dân trí tốt.+ Xung quanh có rất nhiều tiện ích, rất đáng sống.+ Nhà xây khung cột chắc chắn, chủ xây để ở, nhà LÔ GÓC thoáng sáng nên phòng nào cũng có cửa sổ.+ Sổ đỏ nở hậu, pháp lý chuẩn, sang tên nhanh. LH: Em Hoan, 0925088355, chuyên thổ cư Hà Nội, miễn phí xem nhà 24/7.",11/06/2022,Tin thường,batdongsan_so_com_vn_1673820508.2810037,,,
16 tỷ VNĐ,Hà Nội, 85m2,,,,"Diện tích 85 m2.Mặt tiền 7 m.Xây 7 tầng thang máy.Giá chỉ 16 tỷ thương lượng cực mạnh.Nhà chủ tự xây, thiết kế hiện đại, nội thất xịn, tối ưu công năng.Khu văn minh nhiều người nước ngoài thường xuyên lưu trú.Đường ô tô hai chiều, thông thoáng, kinh doanh tốt.Sổ đỏ chính chủ, cất két chờ giao dịch.Liên hệ xem nhà và hỗ trợ tư vấn pháp lý miễn phí: 0366 555 258.",11/06/2022,Tin thường,batdongsan_so_com_vn_1673820509.5037396,,,
"10,3 tỷ VNĐ",Đường Chùa Láng phường Láng Thượng, 65m2,, 5, 4,"+Diện tích 65m2 x 5 tầng, mặt tiền 4m. +Sổ đỏ chính chủ, pháp lý chuẩn. +Giá 10.3 tỷ. -Vị tri trung tâm Đống Đa, giao thông thuận tiện đi lại giữa nhiều tuyến phố: Nguyễn Chí Thanh, Đê La Thành, Pháo Đài Láng,… -Hoàn thiện full nội thất, khác mau chỉ việc xách vali về ở ngay. -Thiết kế hiện đại và sang trọng, tối ưu công năng sử dụng, 4 phòng ngủ wc giữa. -Ngõ to, thông, kinh doanh cực phù hợp. -Vị trí đắc địa, không lỗi phong thủy, nhà vượng khí tài lộc. -Xung quanh nhà là trường học các cấp, TTTM, siêu thị, công viên, trung tâm chăm sóc sức khỏe dành cho mọi gia đình,.. -Quy hoạch ổn định, cơ sở hạ tầng đầy đủ và đồng bộ, tiện ích ngập tràn. Liên hệ Trang để được tư vấn và xem nhà miễn phí: 0968588737.",11/06/2022,Tin thường,batdongsan_so_com_vn_1673820510.525998, 2, 1,
