price,address,Diện tích,Lộ giới,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id,Hướng,Mặt tiền
"15,9 tỷ VNĐ",Đường Trần Duy Hưng phường Trung Hòa, 69m2, 10, 5, 5, 4,"- Diện tích sổ 68m2, 5 tầng chủ tự xây cực kì chắc chắn, thiết kế thông sàn thuận tiện cho việc kinh doanh, view hồ điều hòa thoáng vĩnh viễn, có ô chờ thang máy. Trước nhà ô tô tránh nhau, có vỉa hè. Liên hệ anh Thành 0373019999. Miễn trung gian, môi giới và báo mạng làm phiền
",09/06/2022,Tin thường,batdongsan_so_com_vn_1673820835.7064846,, 4
"2,065 tỷ VNĐ",Đường 3 phường Nguyên Khê, 70m2,,,,,"Do không có nhu cầu sử dụng cần tiền bán gấp mảnh đất lâm tiên đông anh 70m2 giá 29.5 triệu/m2 Đường 3m ngõ nông Mặt tiền 4m, vuông vắn. sát thị trấn đông anh, dân cư đông đúc,an ninh tốt, đầy đủ tiện ích, bệnh viện trường học,. giá rẻ, giá đầu tư, giá thoả thuận Liên hệ e để đi xem đất và nắm đầy đủ thông tin.",09/06/2022,Tin thường,batdongsan_so_com_vn_1673820836.87436,, 4
6 tỷ VNĐ,Phố Hạ Đình, 52m2,, 5, 7,,"+Trung tâm Quận Thanh Xuân, tiện ích miễm bàn.+Vị trí nhà cách Phố Nguyễn Trãi gần 200m, ngõ rộng Ô TÔ vào nhà, KINH DOANH đỉnh.+Thiết kế nhà hiện đại, nhà LÔ GÓC 3 thoáng sáng nên phòng nào cũng có cửa sổ, khách mua về ở ngay.+Sổ đỏ chính chủ, pháp lý chuẩn, sẵn sằng dao dịch. LH: Em Hoan, 0925088355, chuyên thổ cư Hà Nội, nhiệt tình, vui vẻ dẫn khách, miễn phí xem nhà 24/7",09/06/2022,Tin thường,batdongsan_so_com_vn_1673820837.9594562,, 5
"4,6 tỷ VNĐ",Đường Lê Thanh Nghị phường Đồng Tâm, 35m2, 3, 5, 3, 4,"Bán nhà "",="""" segoeuipc,="""" ""san="""" francisco"",="""" ""helvetica="""" neue"",="""" helvetica,="""" ""lucida="""" grande"",="""" roboto,="""" ubuntu,="""" tahoma,="""" ""microsoft="""" sans="""" serif"",="""" arial,="""" sans-serif;="""" white-space:="""" pre-wrap;="""" word-spacing:="""" 0px;="""" text-transform:="""" none;="""" font-weight:="""" 400;="""" color:="""" rgb(0,26,51);="""" font-style:="""" normal;="""" orphans:="""" 2;="""" widows:="""" letter-spacing:="""" background-color:="""" rgb(229,239,255);="""" text-indent:="""" font-variant-ligatures:="""" font-variant-caps:="""" -webkit-text-stroke-width:="""" text-decoration-style:="""" initial;="""" text-decoration-color:="""" user-select:="""" text'spansegoe="""" float:="""" display:="""" inline="""" !important;="""" initial'spansegoe="""" initial'="""">"",="""" segoeuipc,="""" ""san="""" francisco"",="""" ""helvetica="""" neue"",="""" helvetica,="""" ""lucida="""" grande"",="""" roboto,="""" ubuntu,="""" tahoma,="""" ""microsoft="""" sans="""" serif"",="""" arial,="""" sans-serif;="""" white-space:="""" pre-wrap;="""" word-spacing:="""" 0px;="""" text-transform:="""" none;="""" font-weight:="""" 400;="""" color:="""" rgb(0,26,51);="""" font-style:="""" normal;="""" orphans:="""" 2;="""" widows:="""" letter-spacing:="""" background-color:="""" rgb(229,239,255);="""" text-indent:="""" font-variant-ligatures:="""" font-variant-caps:="""" -webkit-text-stroke-width:="""" text-decoration-style:="""" initial;="""" text-decoration-color:="""" user-select:="""" text'spansegoe="""" float:="""" display:="""" inline="""" !important;="""" initial'span="""" text'="""">"",="""" segoeuipc,="""" ""san="""" francisco"",="""" ""helvetica="""" neue"",="""" helvetica,="""" ""lucida="""" grande"",="""" roboto,="""" ubuntu,="""" tahoma,="""" ""microsoft="""" sans="""" serif"",="""" arial,="""" sans-serif;="""" white-space:="""" pre-wrap;="""" word-spacing:="""" 0px;="""" text-transform:="""" none;="""" font-weight:="""" 400;="""" color:="""" rgb(0,26,51);="""" font-style:="""" normal;="""" orphans:="""" 2;="""" widows:="""" letter-spacing:="""" background-color:="""" rgb(229,239,255);="""" text-indent:="""" font-variant-ligatures:="""" font-variant-caps:="""" -webkit-text-stroke-width:="""" text-decoration-style:="""" initial;="""" text-decoration-color:="""" user-select:="""" text'spansegoe="""" float:="""" display:="""" inline="""" !important;="""" initial'spansegoe="""" text-align:="""" left;="""" initial'="""">"",="""" segoeuipc,="""" ""san="""" francisco"",="""" ""helvetica="""" neue"",="""" helvetica,="""" ""lucida="""" grande"",="""" roboto,="""" ubuntu,="""" tahoma,="""" ""microsoft="""" sans="""" serif"",="""" arial,="""" sans-serif;="""" white-space:="""" pre-wrap;="""" word-spacing:="""" 0px;="""" text-transform:="""" none;="""" font-weight:="""" 400;="""" color:="""" rgb(0,26,51);="""" font-style:="""" normal;="""" text-align:="""" left;="""" orphans:="""" 2;="""" widows:="""" letter-spacing:="""" background-color:="""" rgb(229,239,255);="""" text-indent:="""" font-variant-ligatures:="""" font-variant-caps:="""" -webkit-text-stroke-width:="""" text-decoration-style:="""" initial;="""" text-decoration-color:="""" user-select:="""" text'span="""" text'spansegoe="""" float:="""" display:="""" inline="""" !important;="""" initial'="""">Lê Thanh Nghị - Ngõ ba gác - Hiếm nhà bán 35m x 5 tầng. 4.6 tỷ  có giảm nữa, thương lượng chính chủ"",="""" segoeuipc,="""" ""san="""" francisco"",="""" ""helvetica="""" neue"",="""" helvetica,="""" ""lucida="""" grande"",="""" roboto,="""" ubuntu,="""" tahoma,="""" ""microsoft="""" sans="""" serif"",="""" arial,="""" sans-serif;="""" white-space:="""" pre-wrap;="""" word-spacing:="""" 0px;="""" text-transform:="""" none;="""" font-weight:="""" 400;="""" color:="""" rgb(0,26,51);="""" font-style:="""" normal;="""" orphans:="""" 2;="""" widows:="""" letter-spacing:="""" background-color:="""" rgb(229,239,255);="""" text-indent:="""" font-variant-ligatures:="""" font-variant-caps:="""" -webkit-text-stroke-width:="""" text-decoration-style:="""" initial;="""" text-decoration-color:="""" user-select:="""" text'spansegoe="""" float:="""" display:="""" inline="""" !important;="""" initial'spansegoe="""" initial'="""">"",="""" segoeuipc,="""" ""san="""" francisco"",="""" ""helvetica="""" neue"",="""" helvetica,="""" ""lucida="""" grande"",="""" roboto,="""" ubuntu,="""" tahoma,="""" ""microsoft="""" sans="""" serif"",="""" arial,="""" sans-serif;="""" white-space:="""" pre-wrap;="""" word-spacing:="""" 0px;="""" text-transform:="""" none;="""" font-weight:="""" 400;="""" color:="""" rgb(0,26,51);="""" font-style:="""" normal;="""" orphans:="""" 2;="""" widows:="""" letter-spacing:="""" background-color:="""" rgb(229,239,255);="""" text-indent:="""" font-variant-ligatures:="""" font-variant-caps:="""" -webkit-text-stroke-width:="""" text-decoration-style:="""" initial;="""" text-decoration-color:="""" user-select:="""" text'spansegoe="""" float:="""" display:="""" inline="""" !important;="""" initial'span="""" text'="""">"",="""" segoeuipc,="""" ""san="""" francisco"",="""" ""helvetica="""" neue"",="""" helvetica,="""" ""lucida="""" grande"",="""" roboto,="""" ubuntu,="""" tahoma,="""" ""microsoft="""" sans="""" serif"",="""" arial,="""" sans-serif;="""" white-space:="""" pre-wrap;="""" word-spacing:="""" 0px;="""" text-transform:="""" none;="""" font-weight:="""" 400;="""" color:="""" rgb(0,26,51);="""" font-style:="""" normal;="""" orphans:="""" 2;="""" widows:="""" letter-spacing:="""" background-color:="""" rgb(229,239,255);="""" text-indent:="""" font-variant-ligatures:="""" font-variant-caps:="""" -webkit-text-stroke-width:="""" text-decoration-style:="""" initial;="""" text-decoration-color:="""" user-select:="""" text'spansegoe="""" float:="""" display:="""" inline="""" !important;="""" initial'spansegoe="""" text-align:="""" left;="""" initial'="""">"",="""" segoeuipc,="""" ""san="""" francisco"",="""" ""helvetica="""" neue"",="""" helvetica,="""" ""lucida="""" grande"",="""" roboto,="""" ubuntu,="""" tahoma,="""" ""microsoft="""" sans="""" serif"",="""" arial,="""" sans-serif;="""" white-space:="""" pre-wrap;="""" word-spacing:="""" 0px;="""" text-transform:="""" none;="""" font-weight:="""" 400;="""" color:="""" rgb(0,26,51);="""" font-style:="""" normal;="""" text-align:="""" left;="""" orphans:="""" 2;="""" widows:="""" letter-spacing:="""" background-color:="""" rgb(229,239,255);="""" text-indent:="""" font-variant-ligatures:="""" font-variant-caps:="""" -webkit-text-stroke-width:="""" text-decoration-style:="""" initial;="""" text-decoration-color:="""" user-select:="""" text'="""" span="""" p="""" pspan="""" text'spansegoe="""" float:="""" display:="""" inline="""" !important;="""" initial'=""""> Cam kết ảnh thật đúng nhà - đúng thông tin - không thu bất kỳ phí gì cả kể giao dịch thành công      Mr Lâm: 0868324583. Ngoài ra em Lâm còn rất nhiều các ngôi nhà các phân khúc trong khu vực cần bán. liên hệ để được tư vấn và xem nhà miễn phí   Sổ đỏ chính chủ - pháp lý chuẩn  ",09/06/2022,Tin thường,batdongsan_so_com_vn_1673820839.230076,, 3
"20,8 tỷ VNĐ",Đường Hồ Đắc Di phường Nam Đồng, 62m2, 7, 5, 4, 5,"MẶT HỒ ĐẮC DI- KINH DOANH -BIỆT THỰ MINI- LÔ GÓC 3 MẶT THOÁNG MỘT MẶT HỒ, Hai MẶT NGÕ. CÓ BÃI Ô TÔ CÁCH NHÀ 20M.  - TẦM VIEW TRIỆU ĐÔ RA HỒ ĐẮC Di  Vào nhà là không muốn ra, chỉ có yêu ngay tức thì Nhà gồm 4 tầng nổi 1 tầng hầm, 1 tầng lửng - Tầng lửng: Phòng bếp  - Tầng 4 : Phòng thờ + phòng giặt và phơi đồ  ",09/06/2022,Tin thường,batdongsan_so_com_vn_1673820840.4019225,, 4
"6,7 tỷ VNĐ","ngõ 242 Đường Láng, Thịnh Quang , Hà Nội", 82m2,, 4, 4, 4,"Bán nhà ngõ 242 Đường Láng, Thịnh Quang Đống Đa Hà Nội + Nhà 4 tầng kiên cố mặt tiền 4.6m trên diện tích 82.5m2,nhà thoáng trước sau + Tầng 1 : sân trước để xe, khách + bếp. + Tầng 2,3: mỗi tầng 2 phòng rộng. + Tầng 4: 1 phòng thờ + sân phơi + Nhà có 2 lối đi thông sang đường Láng và Ngõ Thịnh Quang, Thái Thịnh + Bán nhà gấp giá 6.7 tỷ. + Sổ đỏ chính chủ, sẵn sàng, giao dịch. Gọi ngay cho tôi 24h/7 Ng. Hồng Hải – 0961771396 ",09/06/2022,Tin thường,batdongsan_so_com_vn_1673820841.682497,, 4
"10,2 tỷ VNĐ",Đường Cổ Linh phường Long Biên, 60m2, 6, 5, 5, 4,"
    - Khu vực xung quanh nhiều dự án thay đổi trong tương lai như: Kè hồ Vục, tòa chung cư Smart City, khuôn viên thể thao Long Biên, Khu biệt thự, liền kề Himlam. Đặc biệt là cầu Trần Hưng Đạo, Vĩnh Tuy 2 mở rộng ngay sát khu vực Tư Đình. ",09/06/2022,Tin thường,batdongsan_so_com_vn_1673820845.9167619,, 5
5 tỷ VNĐ,Phố Tô Vĩnh Diện, 48m2,, 5, 5,,"+Trung tâm Quận Thanh Xuân, vài phút ra Ngã Tư Sở, tiện ích miễm bàn.+Vị trí đắc địa, ngõ rộng đường trước nhà rộng 4m, Ô TÔ QUA.+Thiết kế nhà hiện đại, nhà LÔ GÓC thoáng sáng nên phòng nào cũng có cửa sổ.+Sổ đỏ chính chủ, pháp lý chuẩn, sẵn sằng dao dịch. LH: Em Hoan, 0925088355, chuyên thổ cư Hà Nội, nhiệt tình, vui vẻ dẫn khách, miễn phí xem nhà 24/7",09/06/2022,Tin thường,batdongsan_so_com_vn_1673820849.4117136,, 4
"3,6 tỷ VNĐ","Phùng Hưng, Xa La, Hà Đông", 48m2, 2, 3, 3, 2,"Sổ đỏ chính chủ Xa La-Hà Đông,Ở Luôn, 48m2 x 3T, Chỉ 3.6 Tỷ. Vị Trí: Nhà nằm ngay Học Viện Quân Y 103, An Ninh tốt, 50m ra đường ô tô, 300m ra khu đô thị Xa La, gần chợ xung quanh đầy đủ tiện ích, nhiều trường học từ Mầm Non, tiểu học THCS Hà Nội Thong Long, THPT Xa La. Thiết kế: Nhà xây 3 tầng đầy đủ công năng sử dụng, tầng 1 phòng khách + Bếp + WC -Tầng 2 có 2 phòng ngủ + WC, - Tầng 3 có 1 phòng ngủ + Phòng Thờ + Sân Phơi Pháp lý: Sổ đỏ chính chủ sẵn sàng giao dịch Liên hệ: Mr Luyện thổ cư 0911779569 xem nhà miễn phí 24/7. “TRAO GỬI NIỀM TIN _ NHẬN LẠI YÊU THƯƠNG”",09/06/2022,Tin thường,batdongsan_so_com_vn_1673820850.517177, Nam, 4
"5,57 tỷ VNĐ","đường Chiến Thắng, phường Văn Quán", 48m2,, 4, 4, 4,"Mô tả:+ Cần bán gấp nhà Chiến Thắng 48m2*4T chỉ 5,xtỷ + nhà đep tuyệt vời chỉ xách Vali về ở ngay + Ô tô 7chỗ đỗ cửa, cách vài bước chân ô tô tránh +nhà  2 mặt thoáng nên hưởng trọn ánh sáng và gió tự nhiên, phòng nào cũng có cửa sổ + Nhà vị trí cực đẹp nằm trong khu toàn cán bộ dân trí cao + sát Học viện An Ninh, Học viện Mật Mã. + sổ đỏ chính chủ sẵn sàng giao dịch + giá tham khảo 5,75(có thương lượng)+ Gọi ngay cho Mrs Hương Chuyên bán và nhận ký gửi nhà đất thổ cư, Mặt Phố, Biệt thự, Liền Kề Hà Đông. ",09/06/2022,Tin thường,batdongsan_so_com_vn_1673820851.574782,,
