price,address,Diện tích,Mặt tiền,Số tầng,Số phòng ngủ,Details,Ngày đăng,Loại tin,id,Lộ giới,Số toilet,Hướng
"4,6 tỷ VNĐ","phố hoa bằng,yên hòa,cầu giấy", 50m2, 5, 4, 4,"Chính chủ cần bán nhà Yên Hòa, Cầu Giấy dt 50 m2 x 4 t đẹp cách phố 30 m giá 4,6 tỷ Khu vực: Bán nhà riêng tại Đường Hoa Bằng - Quận Cầu Giấy - Hà Nội
Giá: 4.6 Tỷ Diện tích: 50 m²

Thông tin mô tả
Bán nhà mặt ngõ phố Hoa Bằng, P. Yên Hòa, Cầu Giấy, diện tích 50 m2, mặt tiền 5 m, nhà xây dựng 3,5 tầng còn mới đẹp, cách phố 40m, trang trí nội thất cực đẹp, trần thạch cao, nóng lạnh, thiết bị wc cao cấp, nhà sàn gỗ nhập khẩu, cầu thang đá tay vị gỗ Lim, cửa gỗ, cửa nhôm hệ Việt Pháp, tủ bếp gỗ, tầng 1 thiết kế bếp ăn, chỗ để xe, tầng 2 + 3 thiết kế mỗi tầng 2 p ngủ 1 wc, tầng 4 thiết kế phòng thờ sân phơi, chỗ để máy giặt, nhà nằm trong khu dân trí cao an ninh tốt giao thông thuận tiện, SĐCC, giá bán 4,6 tỷ. Có gia lộc.Liên hệ anh Toàn 0981 720 298.

",03/11/2022,Tin thường,batdongsan_so_com_vn_1673790431.132269, 2, 3, Đông
"14,5 tỷ VNĐ","Bán nhà phố Hoàng Quốc Việt, Trần Cung, phường Nghĩa Tân, quận Cầu Giấy", 55m2, 4, 6, 8,"Bán nhà phố Hoàng Quốc Việt, Trần Cung, phường Nghĩa Tân, quận Cầu Giấy.DT 55m2 xây 6 tầng thang máy ô tô 7 chỗ vào nhà, 2 mặt thoáng trước sau.- Tầng 1: Gara ô tô.- Tầng 2,3,4,5: Mỗi tầng 2 phòng rộng vệ sinh khép kín, có cửa sổ thoáng.- Tầng 6: Phòng thờ, sân phơi.* Toạ lạc tại khu phân lô biệt thự nên được thừa hưởng không gian cực thoáng, dân trí cao, an ninh tốt. Ô tô 7 chỗ vào nhà cực đẹp, thuận tiện giao thông, nhà mặt ngõ thuận tiện vừa ở vừa làm văn phòng công ty...* Nội thất trang bị đầy đủ và kỹ lưỡng: Đồ gỗ Lim Nam Phi, thiết bị vệ sinh Toto nhập khẩu, nóng lạnh Picenza, nhôm kính Vietphap, trần thạch cao sang trọng.Giá 14,5 tỷ có thương lượng.Liên hệ Anh Toàn 0981720298.",03/11/2022,Tin thường,batdongsan_so_com_vn_1673790433.8599699, 5, 5, Bắc
11 tỷ VNĐ,"Bán nhà phân lô khu TT đại học Sư Phạm, ngõ 215 phố Trần Quốc Hoàn", 45m2, 4, 4, 4,"Bán nhà phân lô khu TT đại học Sư Phạm, ngõ 215 phố Trần Quốc Hoàn (cổng sau ĐHSP), phường Dịch Vọng Hậu, quận Cầu Giấy diện tích 45 m2 xây 4 tầng mặt tiền 4 m thoáng sau, Tầng 1 để xe phòng khách bếp phòng ăn + vs, mỗi tầng 2 phòng ngủ + 1 vs, tầng 4 phòng thờ sân phơi, ngõ thông thoáng kinh doanh bán hàng tốt vào nhà cầu thang giữa giá 11 tỷ, hướng Đông tứ trạch, sdcc. M T G, môi giới.Liên hệ chủ nhà Anh Toàn 0981.720.298.",03/11/2022,Tin thường,batdongsan_so_com_vn_1673790435.936415, 5, 3, Bắc
8 tỷ VNĐ,"Chính chủ cần bán nhà phố Văn Cao, Liễu Giai, Ba Đình", 55m2, 4, 5, 5,"Chính chủ cần bán nhà phố Văn Cao, Liễu Giai, Ba Đình.Thang máy - 2 thoáng - cách ô tô tránh, dừng đỗ 30m - nhà mới 5 PN đầy đủ công năng - vài bước ra hồ Tây - chủ tặng full nội thất.Mô tả:+ Vị trí khỏi bàn, khu phân lô quân đội, ô tô đỗ 30m. Tiện ích mênh mông, đi bộ vài phút ra Hồ Tây, gần Lăng Bác, công viên, TTTM Lotte. Giao thông thuận tiện ra các trục đường lớn như: Văn Cao, Liễu Giai, Kim Mã, Đào Tấn, Thụy Khuê, Hoàng Hoa Thám, khu vực cực hiếm nhà bán.+ Nhà 55m2, thiết kế 5 tầng, rất đẹp và vô cùng kiên cố, mặt tiền rộng 4.5m, thang máy chạy vù vù. Tổng 5 ngủ rộng rãi sáng thoáng, phòng thờ, sân phơi, sân thượng trồng rau, cây cảnh rất đẹp. Ở sướng, kinh doanh, VP, cty đều tốt.- Sổ đỏ chính chủ vuông đẹp, nở hậu chút xíu, giao dịch công chứng trong ngày.- Giá bán: 8,05 tỷ thương lượng.+ Liên hệ: Anh Toàn 0981720298.",03/11/2022,Tin thường,batdongsan_so_com_vn_1673790438.298096, 3, 4, Tây bắc
15 tỷ VNĐ,"Đường Liên tỉnh 179, Phù Đổng, Gia Lâm", 270m2, 18, 3, 6,"Nằm trong quần thể đại đô thị 160 haĐã bàn giao, giá 7.777 tỷ/ căn cả cặp 15 tỷ giá đã bao thuế, phí sang nhượng.- Mặt đường 12.5m, mặt tiền 9mx15, xây dựng 3 tầng sàn 1 67,5m2 tổng sàn 206,5m2. - Quần thể đầy đủ tiện ích: phố đi bộ, công viên cây xanh, khu vui chơi giải trí, trung tâm thể thao, bệnh, viện, trường học, trung tâm thương mại lớn.- Chỉ 20 phút ra đến trung tâm Hà Nội.- Chỉ 30 Phút ra Sân Bay Nội Bài.- Đi thành phố Bắc Ninh có 10 phút.- Kết nối trực tiếp với cao tốc Hà Nội Bắc Giang di chuyển quá thuận lợi đặc biệt Liên hệ Mr. Trọng 0979.552.486",03/11/2022,Tin thường,batdongsan_so_com_vn_1673790440.0823238, 15, 7, Nam
"6,8 tỷ VNĐ","Chính chủ cần bán nhà Linh Lang, Phan Kế Bính DT 73m2 x 5 T lô góc giá 6,8 tỷ", 73m2, 5, 5, 4,"Chính chủ cần bán nhà Linh Lang, Phan Kế Bính DT 73m2 x 5 T lô góc giá 6,8 tỷ Khu vực: Bán nhà riêng tại Phố Linh Lang - Quận Ba Đình - Hà Nội
Giá: 6.8 Tỷ Diện tích: 73 m²

Thông tin mô tả
Bán nhà ngõ phố Linh Lang, Phan Kế Bính, Cống Vị, Ba Đình.Nhà hướng Bắc, mặt tiền 5m, diện tích mặt bằng 73m2 xây 4,5 tầng còn đẹp 3 mặt thoáng, cách phố chính 30 m ngõ thông thoáng, khu dân trí, gần Công Viên Thủ Lệ, gần các Đại Sứ Quán Hàn, Nhật, tiện cho thuê.Sổ đỏ chính chủ.Liên hệ anh Toàn 0981720298.

",03/11/2022,Tin thường,batdongsan_so_com_vn_1673790441.985234, 3, 5, Tây bắc
62 tỷ VNĐ,Chính chủ cần bán gấp nhà mặt Phố Dương Đình Nghệ Nguyễn Văn Huyên Trung Kính Yên Hòa Cầu Giấy dt 110 m2 giá 62 tỷ, 110m2, 5, 8,,"Chính chủ cần bán gấp nhà mặt Phố Dương Đình Nghệ Nguyễn Văn Huyên Trung Kính Yên Hòa Cầu Giấy dt 110 m2 giá 62 tỷ Bán gấp nhà mặt phố Dương Đình Nghệ, Pham Hùng, Phạm Văn Bách, Nguyễn Văn Huyên Kéo Dài , Trung Kính, phường Yên Hòa,  Quận Cầu Giấy, diện tích 110 m2, mặt tiền 5,4m, nhà xây dựng 8 tầng thang máy, nhà được thiết kế xây dựng 7 nổi + 1 tầng Hầm để Xe, nhà thiết kế thông sàn làm văn phòng, ….vvv..vv. vị trí đẹp đường vỉa hè rộng 40m, kinh doanh tốt, văn phòng công ty, phòng khám , SPA, khu dân trí, giao thông đi lại thuận tiện, gia đình đang cho thuê 150 triệu / tháng,  sđcc, giá bán 62 tỷ  có thương lượng. MTG, môi giới làm phiền, LH chủ nhà anhThụy 0936359198 hoặc 0961218968 quý khách sẽ được phục vụ tận tình được tư vấn từ a đến z để quý khách mua được căn nhà như ý",03/11/2022,Tin thường,batdongsan_so_com_vn_1673790443.8691933, 60,, Tây bắc
15 tỷ VNĐ,"Bán gấp nhà 2G mặt ngõ 2 Phố Mạc Thái Tổ, Trung Kính, Hạ Yên, Yên Hòa, Cầu Giấy, DT 55 m2 15 tỷ", 55m2, 4, 5, 6,"Bán gấp nhà 2G mặt ngõ 2 Phố Mạc Thái Tổ, Trung Kính, Hạ Yên, Yên Hòa, Cầu Giấy, DT 55 m2 15 tỷ Ngõ 2, Đường Mạc Thái Tổ, Phường Yên Hòa, Cầu Giấy, Hà NộiMức giá15 tỷ~276.4 triệu/m² Diện tích55 m²Mặt tiền 4.2 m Phòng ngủ6 PN Chính chủ cần bán gấp nhà 2G mặt ngõ  2  Phố Mạc Thái Tổ, Trung Kính, Hạ Yên, Yên Hòa, Cầu Giấy, dt 55 m² x 5.5 tầng giá 15 tỷ.Gia đình em cần bán gấp nhà 2G mặt ngõ 6 Phố Mạc Thái Tổ, Trung Kính, Hạ Yên, Phường Yên Hòa, Quận Cầu Giấy, diện tích 52m² thực tế xây dựng 55m², mặt tiền 4,2 m, nhà xây dựng 5.5 tầng KBT chắc chắn, gia đình đang ở. Trang trí nội thất thiết kế sang trọng phong cách, hiện tại gia đình xây dựng và đang Ở, nhưng do công việc và công ty chuyển địa điểm làm việc, để thuận tiện cho đi lại lên gia đình đang cần bán dù nhà có xây tâm huyết và có lộc về làm ăn và thuận tiên công ty làm việc lên gia đình quyết bán, nhà sàn gỗ, tủ gỗ, cầu thang gỗ, cửa gỗ. Lim Nam Phi, trần thạch cao, nóng lạnh, điều hòa, cửa cuốn nhập khẩu, thiết bị wc cao cấp, tầng 1 thiết kế bếp ăn, phòng khách, gara ô tô, tầng 2 + 3 + 4 thiết kế mỗi tầng 2p ngủ wc, tầng 5 thiết kế phòng thờ, sân phơi, chỗ để máy giặt, nhà nằm trong khu phân lô cán bộ đường vỉa hè 2m ô tô tránh nhau, nhà gần trường điểm Nguyễn Siêu, Siêu thị, trung tâm thương mại, công viên Cầu Giấy, bên xe Mỹ Đình, giao thông thuận tiện, SĐCC, giá bán 15 tỷ có bớt chút cho khách thiện chí mua, có thương lượng, MTG, môi giới làm phiền, LH anh Thụy, 0936 359 198 / 0961 218 968 quý khách sẽ được phục vụ tận tình được tư vấn từ A đến Z để quý khách mua được căn nhà như ý.",03/11/2022,Tin thường,batdongsan_so_com_vn_1673790446.3655138, 14,, Đông nam
26 tỷ VNĐ,"bán gấp nhà mặt ngõ 20 phố Nguyễn Chánh Hoàng Minh  Giám  Trung Kính Trần Duy Hưng Trung Hòa Cầu Giấy dt 65 m2 giá 26,25 tỷ", 66m2, 4, 8,," bán gấp nhà mặt ngõ 20 phố Nguyễn Chánh Hoàng Minh  Giám  Trung Kính Trần Duy Hưng Trung Hòa Cầu Giấy dt 65 m2 giá 26,25 tỷ Gia đình em cần bán gấp nhà xây mới mặt ngõ 20 phố Nguyễn Chánh, Hoàng Minh Giám, Trung Kính, Trần Duy Hưng, Phường Trung Hòa,  Cầu Giấy,  diện tích 62m2 , thực tế 66m2, mặt tiền 4….xm, nhà xây dựng 7 tầng + 1 tum, cầu thang máy, trang trí nội thất thiết kế sang trọng phong cách , nhà sàn gỗ nhập khẩu, thiết bị wc cao cấp , nội thất xin , tầng 1+ 2 + 3 + 4 thiết kế thông sàn , kinh doanh, làm văn phòng công ty, SPA, vvvv,,vv, tầng 5 thiết kế 2 phòng  ngủ wc, tầng 6 thiết kế bếp ăn ,phòng  khách, wc, tầng 7 thiết kế phòng thờ sân phơi, nhà nằm trong khu phân lô cán bộ đường vỉa hè 2m ô tô tránh nhau, nhà gần trường điểm Nguyễn Siêu, Siêu thị, trung tâm thương mại, công viên Cầu Giấy, bên xe Mỹ Đình, giao thông thuận tiện, SĐCC, giá bán 26,5  tỷ có bớt chút cho khách thiện chí mua, có thương lượng, MTG, môi giới làm phiền, LH anh Thụy, 0936 359 198 / 0961 218 968 quý khách sẽ được phục vụ tận tình được tư vấn từ A đến Z để quý khách mua được căn nhà như ý.",03/11/2022,Tin thường,batdongsan_so_com_vn_1673790452.5130672, 12,, Tây nam
40 tỷ VNĐ,"Chính chủ cần bán nhà khu phân lô Phố Dịch Vọng Hậu Tôn Thất Thuyết, Duy Tân Cầu Giấy dt 105m² giá 40 tỷ", 110m2, 6, 7,,"Nhà Phố Dịch Vọng Hậu, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội Mức giá 40 tỷ = 381 triệu/m² Diện tích105 m²Mặt tiền 5.5 m Chính chủ cần bán nhà khu phân lô Phố Dịch Vọng Hậu Tôn Thất Thuyết, Duy Tân Cầu Giấy dt 105m² giá 40 tỷGia đình em bán nhà khu phân lô Phố Dịch Vọng Hậu, Tôn Thất Thuyết, Duy Tân, Phường Dịch Vọng Hậu, Cầu Giấy , diện tích 110m², mặt tiền 5,4m, nhà xây dựng 7 tầng cầu thang máy , nhà có thiết kế hầm để xe, các tầng trên thiết kế để ở văn phòng công ty, kinh doanh , SPA, trang trí thiết bị wc cao cấp tiện nghi đầy đủ, nhà nằm trong khu phân lô nhà liền kề, đường vỉa hè rộng, dân trí cao an ninh tốt, giao thông đi lại thuận tiện, sđcc, giá bán 40 tỷ, có thương lượng, MTG, môi giới Làm Phiền, LH Anh Thụy, 0936 359 198  / 0961 218 968  quý khách sẽ được phục vụ tận tình được tư vấn từ A đến Z để quý khách mua được căn nhà như ý",03/11/2022,Tin thường,batdongsan_so_com_vn_1673790453.953217, 20,, Đông bắc
