price,address,Diện tích,Hướng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id,Mặt tiền,Lộ giới,Số tầng
"7,85 tỷ VNĐ","Đường Nguyễn Văn Cừ, Bồ Đề, Long Biên", 110m2,,,,"Bán đất siêu đẹp Nguyễn Văn Cừ 110m2 mặt tiền 5.5m cực đẹp.+ Vị trí Ngõ Thông Hồng Tiến, Hoàng Như Tiếp, Nguyễn Văn Cừ cạnh bãi gửi xe Sân Ao Làng.+ Quy hoạch mặt đường rộng 9M hiện tại Ôtô vào.+ Khu vực ít nhà bán dân cư văn minh đoàn kết ở cực thích.+ Sổ đỏ pháp lý chuẩn sẵn sàng giao dịch+ Chủ cần bán gấp trước mùa bóng giá thương lượng hơn 7 tỷ. LH em Hoàn 0868.246.333 tư vấn, xem miễn phí.Miễn trung gian và Môi giới",16/11/2022,Tin thường,batdongsan_so_com_vn_1673787612.3312628, 5,,
"4,1 tỷ VNĐ","Đường Kim Đồng, Giáp Bát, Hoàng Mai", 52m2,,,,"_ Nhà siêu đẹp, vị trí đắc địa, oto gần.Vị trí siêu đắc địa tại Kim Đồng với Giáp Bát và Giải Phóng. _ Căn nhà siêu đẹp, bề thế 52m2 xây 5 tầng với mặt tiền 5m càng làm cho ngôi nhà thêm sang trọng và đẳng cấp._ Tiện ích ngập tràn xung quanh, chợ sát nhà, trường liên cấp, ĐH Bách-Kinh-Xây, bệnh viện Bạch Mai, chợ đầu mối, bến xe Giáp Bát... _ Sổ đỏ chính chủ sẵn sàng giao dịch . _ Liên hệ : Ms Phòng 0382787723 đang sở hữu gần 200 căn nhà các loại cùng khu vực.",16/11/2022,Tin thường,batdongsan_so_com_vn_1673787613.432319, 5, 3, 5
"2,6 tỷ VNĐ",Thị Trấn Thường Tín, 52m2,,,,"Bán nhà Cấp 4 Thị Trấn Thường Tín, Hà Nội+ S: 52+ MT: 4m+ Giá chào: 2.6 tỷ+ Vị trí: đất nằm giữa TT Huyện, khu vực sầm uất, nhộn nhịp. + Ô tô đỗ cửa, 15m ra đường ô tô tránh, đường thông các ngả. + Đi bộ ra chợ, bán kính 200m: Nhà Văn Hoá Huyện, Trường THPT Thường Tín, Nhà Thi Đấu, UBND Huyện…+ Tư vấn, báo giá, dẫn xem đất miễn phí. Liên hệ Em Liên",16/11/2022,Tin thường,batdongsan_so_com_vn_1673787614.6500602,,,
"4,55 tỷ VNĐ","Đường Định Công, Định Công, Hoàng Mai", 105m2,, 3, 2,"💥 CĂN HỘ CHUNG CƯ SKY CENTAL 176 ĐỊNH CÔNG 105M2 3PN + 2WC CHỈ 4.55 TỶ 💥⭕️ LH NGAY 0982833366 (GIÁ RẺ NHẤT KHU -TẶNG FULL NỘI THẤT - NHANH MỚI CÒN)----------------------------CĂN GÓC TẦNG TRUNG TÒA B1 SKY CENTAL ĐỊNH CÔNG - HOÀNG MAI 2 BAN CÔNG - NGẮM TRỌN VÀNH ĐAI 2.5 VÀ SIÊU THỊ AEON SẮP KHỞI CÔNG105M2 3PN + 2WC TẶNG FULL NỘI THẤT, CẦN BÁN NHANH !- Dự án Sky Central vừa hoàn thiện đc vài năm, sở hữu vị trí chiến lược đón Đường vành đai 2.5 đang dần hình thành, khiến bất động sản phía Nam nói chung và quận Hoàng Mai nói riêng “nóng” lên từng ngày.- Căn hộ thiết kế lô góc, 2 ban công và cửa sổ các phòng.- Diện tích lớn 105m, thiết kế 3 phòng ngủ, 2 WC (1 phòng ngủ khép kín), Phòng khách kết hợp nơi để bàn ăn. - Tiện ích đầy đủ: Ngân hàng, Trường học, Siêu thị, Bể bơi bốn mùa, Sân chơi rộng rãi.- Có Slot để Ô tô, Phí Dịch Vụ rẻ 6k, xe máy 80k , ô tô 1200k----------------------------🚀 GIÁ BÁN CHỈ: 4.55 TỶ (NHÀ THẬT+THÔNG TIN THẬT+ẢNH THẬT+GIÁ THẬT)----------------------------☎️ LH: PHƯƠNG_NHÀ_PHỐ 0982833366  ZALO 0902223785(Chuyên nhà chung cư, nhà tập thể Hà Nội).Kết nối trực tiếp chủ nhà, giúp ACE mua giá tốt nhấtMiễn phí tư vấn, xem nhà 100%...----------------------------DÀNH CHO ACE CÓ NHU CẦU TÌM NHÀ HÀ NỘI - MIỄN PHÍ LỌC VÀ XEM NHÀ 100%Liên hệ: Mr Phương_Nhà_Phố (1981) 0982833366 - 0902223785 (FB/ZALO - 24/7)   Chỉ tiếp khách có nhu cầu mua thực, khách xem cho vui hoặc không có quyền quyết xin phép không tương tác vì CV mình rất bận.Với kinh nghiệm nhiều năm trong lĩnh vực bất động sản, Phương_Nhà_Phố sở hữu thông tin hàng ngàn căn nhà với đủ phân khúc lớn nhỏ từ vài tỷ cho đến hàng trăm tỷ, vị trí đẹp, tính thanh khoản cao, đáp ứng đầy đủ nhu cầu ở, đầu tư sinh lời của các khách hàng, tại các khu vực quận trung tâm Hà Nội như Đống Đa, Ba Đình, Hoàn Kiếm, Cầu Giấy, Thanh Xuân, Hai Bà Trưng... giúp hàng trăm chủ nhà và khách hàng tìm được căn nhà ưng ý, tôi sẵn sàng hỗ trợ và tư vấn với sự nhiệt tình, kinh nghiệm để đưa đến những thông tin nhanh và chính xác nhất, không làm mất công sức thời gian của ACE tin tưởng CÁC LĨNH VỰC BĐS THƯỜNG HOẠT ĐỘNG1. Biệt thự, nhà ở đẳng cấp, yên tĩnh, sân vườn2. Nhà mặt phố , tòa nhà văn phòng3. Nhà dòng tiền: Khách sạn, Nhà hàng, Apartment, Homestay, Chung cư Mini cho thuê4. Nhà mặt ngõ ô tô, Nhà phân lô các khu vực VIP Hà Nội5. Chung cư, tập thể, nhà để ở theo từng phân khúc tài chínhLiên hệ ngay để được tư vấn và tham khảo nguồn hàng phù hợp nhất. Xin cảm ơn!!!!!!!!!",15/11/2022,Tin thường,batdongsan_so_com_vn_1673787615.693269,, 30, 1
"3,65 tỷ VNĐ","Cần bán nhà mặt ngõ Đại La, Hai Bà Trưng 40m2, 3T, 3.65tỷ.", 40m2,, 3, 3,"LÔ GÓC-BA GÁC ĐỖ CỬA-NGÕ THÔNG 229 PHỐ VỌNG.- Nhà vuông,vị trí trung tâm,ngõ rộng thông thoáng.- Thiết kế 3 tầng.Tầng 1:Để xe máy,Phòng khách,Bếp.Tầng 2: 1 phòng ngủ rộng có thể chia làm 2 phòng.Tầng 3:Phòng ngủ,Phòng thờ,Sân phơi.Sổ đỏ chính chủ, pháp lý sạch.Miễn môi giới và trung gian..!Liên hệ: 0388331639.(Liên hệ để được tư vấn, xem nhà hoàn toàn miễn phí).Tôi đang có rất nhiều căn nhà với nhiều phân khúc khác nhau.",15/11/2022,Tin thường,batdongsan_so_com_vn_1673787616.8411987,,, 3
"11,5 tỷ VNĐ","Đường Mạc Thái Tổ, Trung Hòa, Cầu Giấy", 115m2,, 4, 4,"💥 PHÂN LÔ - MẠC THÁI TỔ - CẦU GIẤY - Ô TÔ TRÁNH, VÀO NHÀ - 40M2 4T MT 5M CHỈ 11.5 TỶ 💥 ⭕️ LH NGAY 0982833366 ---------------------------- BÁN NHÀ PHỐ VIP  MẠC THÁI TỔ CẦU GIẤY - MỘT NHÀ RA PHỐ - PHÂN LÔ VỈA HÈ 3 OTO TRÁNH - 2 MẶT PHỐ VÀO THÔNG THOÁNG VIEW TRƯỜNG HỌC - Ở KINH DOANH ĐỈNH CAO - AN SINH TUYỆT VỜI- Nhà phân lô vip của Cầu Giấy, cách 1 nhà ra phố mới.- Khu vực tập trung nhiều văn phòng, công ty, ở kết hợp kinh doanh bất chấp mọi loại hình.- Nhà 2 mặt phố vào thông thoáng- Gia chủ cán bộ công chức, con cái thành đạt, ở rất có lộc, đất cực lành.- Nhà dân tự xây 4 tầng khung cột chắc chắn:+ Cầu thang gỗ lim, sàn gỗ + gạch hoa sạch đẹp.+ T1: Gara, bếp, wc+ T2: Phòng khách + 1 ngủ + wc+ T3: 2 phòng ngủ + wc+ T4: phòng thờ + sân phơi rộng.- Phân lô dân trí cao, an ninh tốt. - Sổ đỏ vuông như bánh chưng. Pháp lý sạch cất két giao dịch ngay nhé! ---------------------------- 🚀 GIÁ BÁN CHỈ: 11.5 TỶ (ẢNH THẬT-THÔNG TIN THẬT-NHÀ THẬT-GIÁ THẬT)---------------------------- ☎️ LH: PHƯƠNG_NHÀ_PHỐ 0982833366  ZALO 0902223785 (Chuyên mặt phố, biệt thự, nhà ngõ ô tô Hà Nội).Kết nối trực tiếp chủ nhà, giúp ACE mua giá tốt nhấtMiễn phí tư vấn, xem nhà 100%...",15/11/2022,Tin thường,batdongsan_so_com_vn_1673787618.2564125,, 15, 4
"2,7 tỷ VNĐ","Đường Hoa Bằng, Quan Hoa, Cầu Giấy", 26m2,, 3,,"+ Ngôi nhà vuông đẹp, bé xinh có vị trí cực đẹp, 10m ra ô tô tránh đỗ. + Nhà rất gần vài bước ra đến đường ô tô. Đi từ Dương Đình Nghệ vào cực gần. Tương lai quy hoạch sáng ngời.   + Thiết kế:  - Tầng 1: Bếp, khách - Tầng 2: 1 phòng ngủ, vệ sinh - Tầng 3: 1 phòng ngủ, vệ sinh - Tầng 4: Phòng thờ, sân phơi. + Chủ thiện chí bán sớm mua nhà lớn hơn cho con trai lấy vợ.  + Sổ đỏ chính chủ, vuông đẹp. + LH,Hoàng Bắc,ĐT: 0377 610 275, chuyên nhà đất hà nội, dẫn khách xem nhà và Tư vấn miễn phí 24/7",15/11/2022,Tin thường,batdongsan_so_com_vn_1673787619.507067, 4, 3, 4
"4,55 tỷ VNĐ","Đường Định Công, Định Công, Hoàng Mai", 105m2,, 3, 2,"💥 CĂN HỘ CHUNG CƯ SKY CENTAL 176 ĐỊNH CÔNG 105M2 3PN + 2WC CHỈ 4.55 TỶ 💥⭕️ LH NGAY 0982833366 (GIÁ RẺ NHẤT KHU -TẶNG FULL NỘI THẤT - NHANH MỚI CÒN)----------------------------CĂN GÓC TẦNG TRUNG TÒA B1 SKY CENTAL ĐỊNH CÔNG - HOÀNG MAI 2 BAN CÔNG - NGẮM TRỌN VÀNH ĐAI 2.5 VÀ SIÊU THỊ AEON SẮP KHỞI CÔNG105M2 3PN + 2WC TẶNG FULL NỘI THẤT, CẦN BÁN NHANH !- Dự án Sky Central vừa hoàn thiện đc vài năm, sở hữu vị trí chiến lược đón Đường vành đai 2.5 đang dần hình thành, khiến bất động sản phía Nam nói chung và quận Hoàng Mai nói riêng “nóng” lên từng ngày.- Căn hộ thiết kế lô góc, 2 ban công và cửa sổ các phòng.- Diện tích lớn 105m, thiết kế 3 phòng ngủ, 2 WC (1 phòng ngủ khép kín), Phòng khách kết hợp nơi để bàn ăn. - Tiện ích đầy đủ: Ngân hàng, Trường học, Siêu thị, Bể bơi bốn mùa, Sân chơi rộng rãi.- Có Slot để Ô tô, Phí Dịch Vụ rẻ 6k, xe máy 80k , ô tô 1200k----------------------------🚀 GIÁ BÁN CHỈ: 4.55 TỶ (NHÀ THẬT+THÔNG TIN THẬT+ẢNH THẬT+GIÁ THẬT)----------------------------☎️ LH: PHƯƠNG_NHÀ_PHỐ 0982833366  ZALO 0902223785(Chuyên nhà chung cư, nhà tập thể Hà Nội).Kết nối trực tiếp chủ nhà, giúp ACE mua giá tốt nhấtMiễn phí tư vấn, xem nhà 100%...----------------------------DÀNH CHO ACE CÓ NHU CẦU TÌM NHÀ HÀ NỘI - MIỄN PHÍ LỌC VÀ XEM NHÀ 100%Liên hệ: Mr Phương_Nhà_Phố (1981) 0982833366 - 0902223785 (FB/ZALO - 24/7)   Chỉ tiếp khách có nhu cầu mua thực, khách xem cho vui hoặc không có quyền quyết xin phép không tương tác vì CV mình rất bận.Với kinh nghiệm nhiều năm trong lĩnh vực bất động sản, Phương_Nhà_Phố sở hữu thông tin hàng ngàn căn nhà với đủ phân khúc lớn nhỏ từ vài tỷ cho đến hàng trăm tỷ, vị trí đẹp, tính thanh khoản cao, đáp ứng đầy đủ nhu cầu ở, đầu tư sinh lời của các khách hàng, tại các khu vực quận trung tâm Hà Nội như Đống Đa, Ba Đình, Hoàn Kiếm, Cầu Giấy, Thanh Xuân, Hai Bà Trưng... giúp hàng trăm chủ nhà và khách hàng tìm được căn nhà ưng ý, tôi sẵn sàng hỗ trợ và tư vấn với sự nhiệt tình, kinh nghiệm để đưa đến những thông tin nhanh và chính xác nhất, không làm mất công sức thời gian của ACE tin tưởng CÁC LĨNH VỰC BĐS THƯỜNG HOẠT ĐỘNG1. Biệt thự, nhà ở đẳng cấp, yên tĩnh, sân vườn2. Nhà mặt phố , tòa nhà văn phòng3. Nhà dòng tiền: Khách sạn, Nhà hàng, Apartment, Homestay, Chung cư Mini cho thuê4. Nhà mặt ngõ ô tô, Nhà phân lô các khu vực VIP Hà Nội5. Chung cư, tập thể, nhà để ở theo từng phân khúc tài chínhLiên hệ ngay để được tư vấn và tham khảo nguồn hàng phù hợp nhất. Xin cảm ơn!!!!!!!!!",15/11/2022,Tin thường,batdongsan_so_com_vn_1673787620.70391,, 30, 1
"2,3 tỷ VNĐ","Đường Đông Hội, Đông Hội, Đông Anh", 82m2,,,,"Cần bán căn chung cư EuroWindow - Đông Anh, 82m2, 3 ngủ, 1 vệ sinh, căn góc, 2 thoáng, tặng toàn bộ nội thất  Mô tả: - Cạnh cầu Đông Trù, giao thông thuận tiện đi Nội Bài, Phố đi bộ Hồ Gươm... - Căn hộ : 3 phòng ngủ, 1 nhà vệ sinh (chủ cải tạo thành 1 VS lớn, đầy đủ thiết bị, bồn sục...) - Pháp lý: khách mua ký trực tiếp với CĐT  - Giá: 2.3 tỷ (có thương lượng) Liên hệ em Ngọc Anh: 0961482368 (Chuyên nhà đẹp)",15/11/2022,Tin thường,batdongsan_so_com_vn_1673787621.9296262,, 1,
"4,55 tỷ VNĐ","Đường Nguyễn Văn Trỗi, Vạn Phúc, Hà Đông", 50m2,,,,"NHÀ RỘNG - GIÁ CỰC TỐT - FULL TIỆN TÍCH KĐT VẠN PHÚC - Ô TÔ ĐỂ THOẢI MÁI Thiết kế- Tầng 1 phòng khách, bếp, nhà WC.- Tầng 2 , 3 mỗi tầng 2 ngủ+ WC- Tầng 4 phòng thờ, sân phơi. + Tum- Thiết kế quá đẹp cho căn nhà diện tích rộng. Vị trí- Vị trí Đắc Địa, trung tâm quận Hà Đông.- Gần ngay đầu ngõ có siêu thị điện máy.- Đi vài bước ra trường tiểu học Vạn Bảo.- Nhà thông thoáng 2 mặt trước sau, view đẹp thoáng vĩnh viễn.Tiện ích ngập trànGiá chỉ 4.55 tỷ có thupongw lượng cho anh chị em thiện chí, bao sang tên sổ đỏ, hỗ trợ vay vốn ngân hàng 70% giá cực ưu đãi.- LH; Ms Hằng 0988183187 zalo- 0944723177. Cảm ơn anh chị quan tâm ",15/11/2022,Tin thường,batdongsan_so_com_vn_1673787623.236153, 4, 4,
