price,address,Diện tích,Mặt tiền,Lộ giới,Details,Ngày đăng,Loại tin,id,Số tầng,Số phòng ngủ,Số toilet,Hướng
"3,25 tỷ VNĐ","Đường Cương Kiên, Trung Văn, Nam Từ Liêm", 105m2, 10, 1,"Nhà hiếm bán nhanh.Ban công Đông Nam 3 phòng ngủ tòa Vinaconex 3 Trung Văn giá thương lượng thiện chí 3 tỷ 2x LH 0936354564 ====ẢNH THỰC TẾ====Sang nhượng căn 3 ngủ tòa Vinaconex 3 Trung Văn, 105m2, ban công ĐÔNG NAMNhà đẹp bán nhanh. Tầng cao đón gió mát, Căn ở trục này rất ít nhà bán.DT 105m2.Ban công Đông Nam, 3 phòng ngủ, giá thương lượng thiện chí 3 tỷ 2x.Tòa Vinaconex 3 Trung Văn mặt đường Cương Kiên, cạnh khách sạn Marriot, hàng xóm VOV Mễ Trì, Ecolife, Vinhome Greenbay.Để lại toàn bộ nội thất như ảnh.Gặp chủ nhà 0936354564Add zalo 0936354564 mình gửi video căn hộ.MG trung gian vui lòng bỏ qua tin.Xin cám ơn",09/12/2022,Tin thường,batdongsan_so_com_vn_1673784009.5234554,,,,
54 tỷ VNĐ,"Đường Thụy Khuê, Thụy Khuê, Tây Hồ", 155m2, 6, 10,"Nhà mặt phố Thụy Khuê khu vực kinh doanh sầm uất, diện tích 155m2, mặt tiền 6m, GPXD 8 tầng, vìa hè đá bóng, giá 54 tỷ, thương lượng,  Tọa lạc tại trung tâm phố Thụy Khuê, rất gần Sun Grand Plaza Thụy Khuê, trường quốc tế Sakura, Chu Văn An, tiện ích ngập tràn, kinh doanh đỉnh cao,  Sổ đỏ chính chủ, sẵn sàng giao dịch,  Lh: 0909 160786  ",09/12/2022,Tin thường,batdongsan_so_com_vn_1673784010.8449214, 4, 4, 4,
21 tỷ VNĐ,Mai Dịch Cầu Giấy Hà Nội, 70m2, 4,,"- Diện tích 70m2 X7 Tầng. Mặt tiền 4.2m Giá 21 tỷ ( có thương lượng )- Vị trí đẹp nhất tuyến phố Mai Dịch nằm trong khu phân lô ô tô chạy vòng quanh  nhà gần khu đô thị và các tòa chung cư, gần trường đại học Kinh doanh đỉnh cao!  Thiết kế:- Tầng 1: Gara ôtô, kinh doanh + điều hòa âm trần! - Tầng 2: 2 phòng với wc khép kín + ban công rộng để bàn trà & coffee.- Tầng 3,4,5,6: Mỗi tầng 2 phòng ngủ- Tầng 7: Gồm sân phơi, bếp rất rộng!  - Đường rộng 2 xe buýt tránh, thông thoáng, đường thông các ngả. - Giao thông thuận tiện kết nối với các tuyến đường như Phạm Thận Duật, Nguyễn Khả Trạc, Mai Dịch, Doãn Kế Thiện, Hồ Tùng Mậu, Phạm Hùng, Phạm Văn Đồng!  - Khu vực dân trí cao, an ninh rất tốt.- Sổ đỏ vuông vắn, sẵn sàng giao dịch.Liên hệ em Quân để được tư vấn và xem nhà 0385 94 1802Miễn ( TG Quảng Cáo )",09/12/2022,Tin thường,batdongsan_so_com_vn_1673784012.145441, 7, 8, 8,
"4,8 tỷ VNĐ","Đường Ngô Thì Nhậm, Quang Trung, Hà Đông", 40m2, 4, 1,"
    
 

PHÂN LÔ NGÔ THÌ NHẬM- Ô TÔ - VÀO NHÀ - MẶT TIỀN RỘNG - NHÀ ĐẸP Ở NGAY.
 
Diện tích 40m2 nhà 4 tầng, mặt tiền 4,3m

+ Cách mặt Phố Ngô Thì Nhậm 50m, ngõ chạy thông sang LK 9 KĐT Ngô Thì Nhậm, đường rộng ô tô vào nhà.
Nhà gần Nhà thi đấu Hà Đông, cạnh Công An Quận Hà Đông. Vị trí trung tâm, đắc địa.

+ Nhà trên sổ là 28m nhưng thực tế sử dụng lên đến 40m.

+ Thiết kế 3 tầng 1 lửng, nhà dân tự xây kiên cố chắc chắn.
- Tầng1. Ga ra, bếp, vệ sinh.
- Tầng lửng, phòng khách.
- Tầng 2. Phòng ngủ rộng, vệ sinh, khe thoáng rộng.
- Tầng 3. Phòng ngủ rộng, vệ sinh, khe thoáng rộng.
- Tầng 4. Phòng thờ, sân phơi, khe thoáng.
 
Liên hệ Văn Hậu 81 đt/zalo Tư vấn, hỗ trợ thủ tục BĐS Thổ cư Hà Nội
",09/12/2022,Tin thường,batdongsan_so_com_vn_1673784013.4240594, 4, 5, 4,
"3,8 tỷ VNĐ","Đường Dịch Vọng, Dịch Vọng, Cầu Giấy", 40m2, 3, 2,"BÁN NHÀ ĐẸP ĐÓN TẾT DỊCH VỌNG 40m GIÁ 3.8 TỶ. + Nhà nằm trong khu vực dân trí cao, an sinh đỉnh, an ninh cực tốt, chợ, trường học, TTTM, Siêu thị mua sắm không thiếu thứ gì . + Xung quanh có các trường Học viện Báo Chí và Tuyên Truyền, ĐH Sư Phạm, ĐH Quốc Gia Hà Nội.... + Giao thông đi lại thuận tiện giao các phố Cầu Giấy, NGuyễn PHong Sắc, Xuân Thủy. + Thiết kế : Nhà xây 3 tầng , khung cột bê tông chắc chắn + Tầng 1: P. Khách + WC + Tầng 2: 2 P. Ngủ + tầng 3: 1 P.ngủ + Bếp + Sổ đỏ chính chủ sẵn sàng giao dịch . + LIên hệ xem nhà : ",09/12/2022,Tin thường,batdongsan_so_com_vn_1673784014.7032864, 3, 3, 2,
,hà nội, 65m2,,,"Cách nút giao Pháp Vân - Cầu Giẽ 15p đi xe.Cách KCN Đồng Văn Hà Nam 5km.Chỉ 2,5km là đến trường THPT Ứng Hòa B.Cách thị trấn Vân Đình chỉ 10p lái xe.Diện tích từ 60 - 120m², mặt tiền từ 4m - 10m.Cách nút giao đường trục đường tỉnh 426 với đường tỉnh 428 chỉ 1,5km, thông ra QL21B.Vị trí vàng tại trung tâm xã Trầm Lộng, dân cư đông đúc, không khí trong lành.Bán kính 200m tiện ích đầy đủ: Chợ, Trường Học, Trung Tâm Hành Chính Công.Giao thông thuận tiện kết nối nhanh chóng với nội thành Hà Nội.Đất vuông vắn, mốc giới rõ ràng.Tiềm năng tăng giá cao, thanh khoản tốt.Sổ đỏ chính chủ sang tên ngay.Pháp lý minh bạch mua bán công khai Hỗ trợ khách hàng 24/7.",09/12/2022,Tin thường,batdongsan_so_com_vn_1673784015.8576307,,,,
"4,6 tỷ VNĐ","Đường Lò Đúc, Phạm Đình Hổ, Hai Bà Trưng", 115m2, 10, 25,"Chính chủ bán gấp CHCC toà nhà 93 Lò Đúc - Kinh Đô Tower, Quận Hai Bà Trưng, Hà Nội.Diện tích căn hộ: 115m².Bao gồm: 2 phòng ngủ rộng, 2 WC, hướng ban công nhìn ra mặt phố Lò Đúc.Sổ đỏ chính chủ.Vị trí trung tâm giao thông thuận tiện đi lại, cách hồ Hoàn Kiếm 300m, cách chợ 100m, gần nhiều các trường đại học lớn, bệnh viện...Giá bán: 4.6tỷ có Thương lượng. Liên hệ: 0985126680",09/12/2022,Tin thường,batdongsan_so_com_vn_1673784017.0663974, 33, 3, 2,
"4,8 tỷ VNĐ","Đường Tôn Đức Thắng, Văn Miếu, Đống Đa", 70m2, 4, 2,"Bán gấp nhà đẹp, lô góc về ở ngay,vị trí trung tâm thuộc lõi Đống Đa. Chủ cần tiền phát triển chuỗi cửa hàng ăn nhanh nay nguồn vốn đã cạn nên cần bán gấp căn nhà phố Tôn Đức Thắng quận Đống Đa, chủ tự xây từ 2015 rất tâm huyết, khung cột chắc chắn, sơn bả còn đẹp nguyên, nhà thiết kế các cửa và cầu thang ,sàn nhà toàn bộ làm bằng gỗ lim chắc chắn. Vị trí trung tâm, gần ga Văn Miếu, Lăng Bác, Viện Xanh Pôn, Ngã 6 Ô Chợ Dừa, xung quanh là trường học các cấp cùng nhiều TTTM, siêu thị lớn nhỏ. Nhà xây 4 tầng trên diện tích rộng 70m2 với 5PN nội thất đẹp và đầy đủ công năng sử dụng, chủ mới về chỉ việc ở ngay không cần sửa sang gì. Khu dân trí cao, hàng xóm thân thiện, an ninh tốt, an sinh đỉnh cao. Nay do cần tiền gấp để trải vốn vào nhiều nhà hàng nên muốn bán lại căn nhà này gấp, giá chào hiện tại đang rẻ hơn so với khu vực. Sổ đẹp nở hậu, pháp lý rõ ràng, giao dịch ngay Liên hệ ngay em Phước Đức : 0369699998 để đi xem nhà miễn phí Nhà đẹp - Ở sướng – Dễ thanh khoản Em Đức tận tâm, chuyên nghiệp, hiệu quả! Xin cảm ơn!!",09/12/2022,Tin thường,batdongsan_so_com_vn_1673784018.1635358, 5, 5,,
"7,3 tỷ VNĐ","Đường Tây Sơn, Ngã Tư Sở, Đống Đa", 55m2, 4, 4,"Nhà Mặt ngõ oto Tránh - Kinh Doanh Sầm Uất - Ngõ thông Phân lô bàn cờ - gần Ngã Tư Tây Sơn - Trường Chinh - Hà Nội. Diện tích 55m2 x Mặt tiền 4.6 m - 7.3 tỷ có thương lượng. #Tâysơn#đốngđa ✅ Thiết kế : Thông sàn, Kinh doanh đầy đủ các mặt hàng ✅ Pháp lý: Đầy đủ hồ sơ xây dựng, sổ đỏ chính chủ sẵn sàng sang tên ngay. ✅ Giá bán: 7.3 tỷ có thương lượng. ☎️Lh 0362903179.",09/12/2022,Tin thường,batdongsan_so_com_vn_1673784019.9822276, 4, 4, 3,
"7,8 tỷ VNĐ","Đường 1, Gia Thụy, Long Biên", 58m2, 4, 12,"- Nhà diện tích 60m², còn rất mới, nội thất hiện đại, từ tầng 2 diện tích sử dụng là 68m²/ 1 sàn, đầy đủ công năng sử dụng.- Chủ nhà là KTS thiết kế thi công gồm 4 tầng, tối ưu công năng và không gian sử dụng, tầng 1 đang cho thuê kinh doanh phòng khám răng hàm mặt.- Nhà lô góc thoáng sáng nằm trên 2 mặt ngõ, một mặt 3 ô tô tránh, một mặt ngõ gần 3m, mặt tiền rộng 5m. Rất hiếm căn nhà nào hội tụ nhiều ưu điểm như vậy.- Vị trí trung tâm gần trường Tiểu Học và THCS Gia Thụy, tiện ích xung quanh ngập tràn, đường thông phố Nguyễn Văn Cừ, Phố Gia Thụy, Phố Nguyễn Sơn, Hoàng Minh Đạo, Lâm Hạ, Hồng Tiến, Lâm Hạ, Ngọc Lâm...- Sổ đỏ pháp lý rõ ràng giao dịch ngay.",09/12/2022,Tin thường,batdongsan_so_com_vn_1673784024.3817806, 5, 4, 5,
