price,address,Diện tích,Mặt tiền,Số tầng,Số phòng ngủ,Details,Ngày đăng,Loại tin,id,Lộ giới,Số toilet
"9,85 tỷ VNĐ",Đường Lâm Hạ phường Bồ Đề, 46m2, 4, 5, 4,Bán nhà Lâm Hạ Hoàng Như Tiếp Long Biên hiếm 46m2 hiếm phân khúc  46m2 mt 4 m  Mặt ngõ Lâm Hạ Gầm vườn hoa tiện ích bạt ngàn  Sổ đẹp nhà xây chắc chắn khác về ở luôn được luôn  Chủ thiện chí bán Sổ vuông đẹp,24/07/2022,Tin thường,batdongsan_so_com_vn_1673812678.2751315, 5, 4
"3,5 tỷ VNĐ",Phùng Hưng- Hà Đông, 40m2,, 5,,"Hơn 3 tỷ Phùng Hưng, Hà Đông, 40m, 5 tầng, ngõ thông, gần ô tô Bán nhà chính chủ khu vực hiếm Phùng Hưng, Hà Đông, diện tích lớn 40m, xây dựng 5 tầng thoáng sáng đủ công năng sử dụng, ngõ rộng thông, vài bước ra ô tô rất gần phố. Nhà bán thuộc an sinh đỉnh, hàng xóm cán bộ Học viện Quân y, xung quanh nhà đầy đủ tiện ích chợ, ngân hàng, siêu thị, trường học, bệnh viện, khu phân lô cán bộ nhà nước, ở rất sướng văn minh. Giao thông đi lại thuận tiện giáp Khu đô thị Văn Phú, hàng xóm Thanh Trì, đối diện Mỗ Lao, gần vườn hoa Nguyễn Trãi, vài bước ra Vạn Phúc và trục chính Quang Trung. Chủ nhà là doanh nhân thành đạt, nay chuyển sang ở Biệt thự rộng hơn nên cần bán gấp. Sổ đỏ vuông, sẵn sàng giao dịch. Giá 3.5 tỷ ( có gia lộc). Liên hệ : Huyền Hà Đông ( 0363703491- 0965472910)- Chuyên gia nhà Thổ Cư tư vấn hàng nghìn ngôi nhà tiết kiệm THỜI GIAN- CÔNG SỨC- TIỀN BẠC. Hỗ trợ 24/7 và tư vấn pháp lý, vay vốn.",24/07/2022,Tin thường,batdongsan_so_com_vn_1673812679.5557113,,
"3,7 tỷ VNĐ",Cầu Đơ- Hà Đông, 40m2,, 5,,"Bán nhà Cầu Đơ, Hà Đông, 40m, 5 tầng, ngõ thông, gần ô tô nhỉnh 3 tỷ Cực hiếm nhà đẹp Cầu Đơ, Hà Đông khu vực trung tâm bạt ngàn tiện ích hiếm nhà bán với 5 tầng rộng thiết kế mở hiện đại, diện tích lớn 40m, ngõ thông thoáng rất gần phố, sát ô tô. Nhà thuộc trung tâm nối các hố cổ và chợ lớn Hà Đông, hàng xóm khu mua sắm Lê Hồng Phong, vài bước ra Metro nối tuyến phố Tô hiệu vắt sang Lê Lợi thông sang Bà Triệu. Chủ nhà cần bán gấp cho con đi du học, giá tốt nhất khu vực. Sổ đỏ vuông, sẵn sàng giao dịch. Giá 3.7 tỷ ( có gia lộc). Liên hệ : Huyền Hà Đông ( 0363703491- 0965472910)- Chuyên gia nhà Thổ Cư tư vấn hàng nghìn ngôi nhà tiết kiệm THỜI GIAN- CÔNG SỨC- TIỀN BẠC. Hỗ trợ 24/7 và tư vấn pháp lý, vay vốn.",24/07/2022,Tin thường,batdongsan_so_com_vn_1673812681.0616891,,
"4,8 tỷ VNĐ",Trần Phú- Hà Đông, 50m2,, 4,,"Bán nhà Trần Phú, Hà Đông, ô tô, ngõ thông, gần phố, 50m, 4 tầng nhỉnh 4 tỷ Cần bán gấp nhà trong tuần để cho con đi du học khu vực sầm uất đáng sống bậc nhất Trần Phú, Hà Đông, diện tích lớn 50m với 4 tầng hiện đại đẹp như cung điện, chủ xây vô cùng tâm huyết, ngõ thoáng rất gần phố. Nhà có đầy đủ tiện ích của Khu đô thị Văn Phú, gần trường học các cấp, siêu thị Big C, bệnh viện, bưu điện không thiếu. Dân cư văn minh, hàng xóm thân thiện, môi trường trong lành. Giao thông trục chính nối Thanh Xuân với Nam Từ Liêm, hàng xóm Mỗ Lao giáp Nguyễn văn Lộc, song song An Hoà ra phía Ao Sen rất gần. Sổ đỏ vuông, sẵn sàng giao dịch. Giá 4.8 tỷ ( có gia lộc). Liên hệ : Huyền Hà Đông ( 0363703491- 0965472910)- Chuyên gia nhà Thổ Cư tư vấn hàng nghìn ngôi nhà tiết kiệm THỜI GIAN- CÔNG SỨC- TIỀN BẠC. Hỗ trợ 24/7 và tư vấn pháp lý, vay vốn.",24/07/2022,Tin thường,batdongsan_so_com_vn_1673812682.2505083,,
"4,85 tỷ VNĐ",Nguyễn Văn Trỗi- Hà Đông, 50m2,, 4,,"Nhỉnh 4 tỷ Nguyễn Văn Trỗi, Hà Đông, 50m, 4 tầng, ngõ thoáng, ô tô, gần phố Cực hơn chỉ hơn 4 tỷ có nhà đẹp Nguyễn văn Trỗi hàng xóm làng Việt Kiều Châu Âu với diện tích rộng 50m, 4 tầng hiện đại, ngõ nông thoáng gần ô tô, vài bước ra phố. Bán kính xung quanh nhà đầy đủ tiện ích khu đô thị Mỗ Lao, gần hồ, siêu thị, trường học các cấp, ngân hàng, bệnh viện. Vị trí đẹp đáng sống bậc nhất Hà Đông, cơ hội hiếm cho khách mua ở và các nhà đầu tư. Nhà thuộc trục giao thông chính Văn Quán, sang Trần Phú lên Lương Ngọc Quyến ra Nguyễn Xiển, đối diện Chiến Thắng, giáp Nam Từ Liêm và lên Thanh Xuân rất gần. Sổ đỏ vuông, sẵn sàng giao dịch. Giá 4.85 tỷ ( có gia lộc). Liên hệ : Huyền Hà Đông ( 0363703491- 0965472910)- Chuyên gia nhà Thổ Cư tư vấn hàng nghìn ngôi nhà tiết kiệm THỜI GIAN- CÔNG SỨC- TIỀN BẠC. Hỗ trợ 24/7 và tư vấn pháp lý, vay vốn.",24/07/2022,Tin thường,batdongsan_so_com_vn_1673812685.611231,,
"4,85 tỷ VNĐ",Nguyễn Văn Trỗi- Hà Đông, 50m2,, 4,,"Nhỉnh 4 tỷ Nguyễn Văn Trỗi, Hà Đông, 50m, 4 tầng, ngõ thoáng, ô tô, gần phố Cực hơn chỉ hơn 4 tỷ có nhà đẹp Nguyễn văn Trỗi hàng xóm làng Việt Kiều Châu Âu với diện tích rộng 50m, 4 tầng hiện đại, ngõ nông thoáng gần ô tô, vài bước ra phố. Bán kính xung quanh nhà đầy đủ tiện ích khu đô thị Mỗ Lao, gần hồ, siêu thị, trường học các cấp, ngân hàng, bệnh viện. Vị trí đẹp đáng sống bậc nhất Hà Đông, cơ hội hiếm cho khách mua ở và các nhà đầu tư. Nhà thuộc trục giao thông chính Văn Quán, sang Trần Phú lên Lương Ngọc Quyến ra Nguyễn Xiển, đối diện Chiến Thắng, giáp Nam Từ Liêm và lên Thanh Xuân rất gần. Sổ đỏ vuông, sẵn sàng giao dịch. Giá 4.85 tỷ ( có gia lộc). Liên hệ : Huyền Hà Đông ( 0363703491- 0965472910)- Chuyên gia nhà Thổ Cư tư vấn hàng nghìn ngôi nhà tiết kiệm THỜI GIAN- CÔNG SỨC- TIỀN BẠC. Hỗ trợ 24/7 và tư vấn pháp lý, vay vốn.",24/07/2022,Tin thường,batdongsan_so_com_vn_1673812687.5988407,,
"4,8 tỷ VNĐ",Trần Phú- Hà Đông, 50m2,, 4,,"Bán nhà Trần Phú, Hà Đông, ô tô, ngõ thông, gần phố, 50m, 4 tầng nhỉnh 4 tỷ Cần bán gấp nhà trong tuần để cho con đi du học khu vực sầm uất đáng sống bậc nhất Trần Phú, Hà Đông, diện tích lớn 50m với 4 tầng hiện đại đẹp như cung điện, chủ xây vô cùng tâm huyết, ngõ thoáng rất gần phố. Nhà có đầy đủ tiện ích của Khu đô thị Văn Phú, gần trường học các cấp, siêu thị Big C, bệnh viện, bưu điện không thiếu. Dân cư văn minh, hàng xóm thân thiện, môi trường trong lành. Giao thông trục chính nối Thanh Xuân với Nam Từ Liêm, hàng xóm Mỗ Lao giáp Nguyễn văn Lộc, song song An Hoà ra phía Ao Sen rất gần. Sổ đỏ vuông, sẵn sàng giao dịch. Giá 4.8 tỷ ( có gia lộc). Liên hệ : Huyền Hà Đông ( 0363703491- 0965472910)- Chuyên gia nhà Thổ Cư tư vấn hàng nghìn ngôi nhà tiết kiệm THỜI GIAN- CÔNG SỨC- TIỀN BẠC. Hỗ trợ 24/7 và tư vấn pháp lý, vay vốn.",24/07/2022,Tin thường,batdongsan_so_com_vn_1673812689.5815375,,
"3,7 tỷ VNĐ",Cầu Đơ- Hà Đông, 40m2,, 5,,"Bán nhà Cầu Đơ, Hà Đông, 40m, 5 tầng, ngõ thông, gần ô tô nhỉnh 3 tỷ Cực hiếm nhà đẹp Cầu Đơ, Hà Đông khu vực trung tâm bạt ngàn tiện ích hiếm nhà bán với 5 tầng rộng thiết kế mở hiện đại, diện tích lớn 40m, ngõ thông thoáng rất gần phố, sát ô tô. Nhà thuộc trung tâm nối các hố cổ và chợ lớn Hà Đông, hàng xóm khu mua sắm Lê Hồng Phong, vài bước ra Metro nối tuyến phố Tô hiệu vắt sang Lê Lợi thông sang Bà Triệu. Chủ nhà cần bán gấp cho con đi du học, giá tốt nhất khu vực. Sổ đỏ vuông, sẵn sàng giao dịch. Giá 3.7 tỷ ( có gia lộc). Liên hệ : Huyền Hà Đông ( 0363703491- 0965472910)- Chuyên gia nhà Thổ Cư tư vấn hàng nghìn ngôi nhà tiết kiệm THỜI GIAN- CÔNG SỨC- TIỀN BẠC. Hỗ trợ 24/7 và tư vấn pháp lý, vay vốn. ",24/07/2022,Tin thường,batdongsan_so_com_vn_1673812691.4298701,,
"3,5 tỷ VNĐ",Phùng Hưng- Hà Đông, 40m2,, 5,,"Hơn 3 tỷ Phùng Hưng, Hà Đông, 40m, 5 tầng, ngõ thông, gần ô tô Bán nhà chính chủ khu vực hiếm Phùng Hưng, Hà Đông, diện tích lớn 40m, xây dựng 5 tầng thoáng sáng đủ công năng sử dụng, ngõ rộng thông, vài bước ra ô tô rất gần phố. Nhà bán thuộc an sinh đỉnh, hàng xóm cán bộ Học viện Quân y, xung quanh nhà đầy đủ tiện ích chợ, ngân hàng, siêu thị, trường học, bệnh viện, khu phân lô cán bộ nhà nước, ở rất sướng văn minh. Giao thông đi lại thuận tiện giáp Khu đô thị Văn Phú, hàng xóm Thanh Trì, đối diện Mỗ Lao, gần vườn hoa Nguyễn Trãi, vài bước ra Vạn Phúc và trục chính Quang Trung. Chủ nhà là doanh nhân thành đạt, nay chuyển sang ở Biệt thự rộng hơn nên cần bán gấp. Sổ đỏ vuông, sẵn sàng giao dịch. Giá 3.5 tỷ ( có gia lộc). Liên hệ : Huyền Hà Đông ( 0363703491- 0965472910)- Chuyên gia nhà Thổ Cư tư vấn hàng nghìn ngôi nhà tiết kiệm THỜI GIAN- CÔNG SỨC- TIỀN BẠC. Hỗ trợ 24/7 và tư vấn pháp lý, vay vốn.",24/07/2022,Tin thường,batdongsan_so_com_vn_1673812693.186173,,
32 tỷ VNĐ,"Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội", 106m2,,,,"Bán nhà riêng 105.9m² tại, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội giá 32 tỷ (Chính chủ)  + Sổ hồng full thổ cư + 8m - Đường bê tông + Nhà 1 trệt + 1 lầu + Đang Cho thuê hàng tháng thu được 60tr/1 tháng. + Gần các trường học cấp 1, 2, 3, trường Đại học: Bách Khoa, Kinh Tế Quốc Dân. + Gần Bệnh viện Bạch Mai, Bệnh viện Thanh Nhàn. + Gần hồ Hoàn Kiếm. + Chợ, siêu thị xung quanh. Khu vực VIP gồm nhiều văn phòng, cơ quan, kinh doanh sầm uất, đường đẹp thông các ngả. + LH: Mr Phương – O908977995",24/07/2022,Tin thường,batdongsan_so_com_vn_1673812694.673861,,
