price,address,Diện tích,Số tầng,Details,Ngày đăng,Loại tin,id,Mặt tiền,Lộ giới,Số phòng ngủ,Số toilet,Hướng
15 tỷ VNĐ,"Láng Hạ, Đống Đa", 50m2, 3,"
    
Hàng hot hiếm, mặt ngõ 71 Láng Hạ, Đống Đa, lô góc, Kinh doanh, ô tô tránh thông các ngả, cho thuê tốt
Diện tích: 50m2 (sổ 40m2, còn 10m2 hoàn công)
Mặt tiền: 4.9m
Số tầng: 3
Giá bán: 15 tỷ


Mô tả:
Nhà nằm tại vị trí cực Víp trên con phố Láng Hạ, thuộc quận Ba Đình. Ngõ ô tô tránh, kinh doanh các loại mặt hàng, thông ngõ 59 Láng Hạ.
Đang cho thuê 25 triệu/tháng.
Nhà thiết kế cơ bản:
- Tầng 1: kinh doanh, vệ sinh, bếp.
- Tầng 2: 2 phòng
- Tầng 3: 1 phòng ngủ, phòng thờ, sân phơi.
Lưu ý: Nhà diện tích sử dụng thực tế 50m2, trên sổ 40m2. Chủ nhà xác định bán nên chưa hoàn công 10m2 vào sổ, hàng xóm cũng đã hoàn công hết vào sổ. Khách mua về nộp chi phí là xong.

",04/08/2022,Tin thường,batdongsan_so_com_vn_1673810738.4638128, 5,, 4, 3,
"14,5 tỷ VNĐ","Yên Hòa, Cầu Giấy, Hà Nội", 59m2, 5,"
    
Nhà Mặt phố 220 Yên Hoà, 2 thoáng, Kinh doanh sầm uất ngày đêm, khu vực nhiều tiện ích, lô góc 2 thoáng
Diện tích: 59m2
Mặt tiền: 4m
Số tầng: 5
Giá bán: 14.5 tỷ


Nhà rất đẹp vừa ở vừa kinh doanh sầm uất, giá cho thuê được giá. Khu vực đường rộng rãi, cơ hội sở hữu nhà mặt phố giá rất hợp lý.

",04/08/2022,Tin thường,batdongsan_so_com_vn_1673810740.2021966, 4, 7, 4, 5,
"3,6 tỷ VNĐ",Đường ngọc lâm phường Ngọc Lâm, 40m2,,"Bán nhà Long biên ngõ 66, Ngọc Lâm, 3.6 tỷ, 40m2, mặt tiền 4m, gần ô tô, gần Phố cổ, 0889388683. +Nhà 3 tầng cũ, để ở hoặc đầu tư tốt. +Ở tạm hoặc sửa sang lại. +Mặt tiền rộng 4m. +3 BƯỚC chân ra ô tô. 30m ra ô tô tránh. +Cách phố cổ 10p đi xe. +Sổ đỏ vuông đẹp như tờ a4 sẵn sàng giao dịch. Chủ nhà đang cần bán gấp. +Giá : 3.6 tỷ ( có thương lượng ) +Gọi ngay cho tôi Mr Tính 0889388683. Miễn TG, MG làm phiền.",04/08/2022,Tin thường,batdongsan_so_com_vn_1673810741.4445262, 4, 1,,,
25 tỷ VNĐ,Đường 69 phường Cầu Diễn, 61m2, 5,"+ Kinh doanh đa năng tiện lợi  + Chủ nét căng, mót bán + Liên hệ hoặc add zalo ngay, 24/7 luôn sẵn sàng. ",04/08/2022,Tin thường,batdongsan_so_com_vn_1673810742.7674363, 4, 40,,,
"14,8 tỷ VNĐ",Quận Bắc Từ Liêm, 100m2,," Bán nhà Phú Diễn DT 100m2 6 tầng MT 6m ô tô Lô góc Nhỉnh 14 tỷ LH 0962745289+ Vị trí đắc địa trung tâm Quận Bắc Từ Liêm. Thang máy, 20 phòng, dòng tiền 1,4 tỷ/ năm. Tiện ích miễn bàn.+:  Vị trí Lô góc 2 mặt ngõ thông rộng.Khu vực trung tâm Cầu Diễn thông Đức Diễn, Phú Diễn, Hồ Tùng Mậu, giữa các trường đại học Công Nghiệp Hà Nội, Tài Nguyên Môi Trường, học viện Cảnh Sát, Mỏ Địa Chất.+ Sổ đỏ nở hậu chính chủ sẵn sàng giao dịch.+ Giá:Thỏa thuận.Liên hệ: Anh Đoàn - 0962745289.+ Chuyên nhà đất – Đất thổ cư Hà Nội.+ Nhiệt tình vui vẻ, dẫn khách xem nhà miễn phí. Tư vấn  pháp lý, thủ tục sang tên nhanh gọn. + Tư vấn 24/7.",04/08/2022,Tin thường,batdongsan_so_com_vn_1673810744.0081482,,,,,
24 tỷ VNĐ,3. .Đào Tấn ., 60m2, 6,"vị trí đẹp  phố Đào Tấn 60m x 6 tầng   gia 24 tỷ . lo góc. 6 tầng .có thang máy ....khu Nhật và Hàn Quốc sinh sống. Nhà xây vị trí đẹp 6 tầng thoáng sáng....đường thông thoáng khu an sinh tốt Nội thất đẹp ,khách chỉ việc sách va ly về ở luôn ...sổ đỏ vuông vắn ,vượng khí sẵn sàng giao dịch Liên hệ Liên phạm 0903450717 Gía 24 tỷ   ( có thương lượng ) lienpham240473@gmail.com",04/08/2022,Tin thường,batdongsan_so_com_vn_1673810745.7427404, 5,, 6, 6, Đông
"4,5 tỷ VNĐ","Quốc Lộ 70, xã Thanh Liệt, Thanh Trì, Hà Nội", 70m2,,"Dự án khu nhà ở thương mại dịch vụ HDB Thanh Trì. Địa điểm: Từ Cầu Tó đi xuống 600m, nằm ngay mặt đường Quốc Lộ 70, xã Thanh Liệt, Thanh Trì, Hà Nội. Quy mô 4 tầng, giá đất: 65 – 70tr/m2 S = 71 - 73 - 78 - 81 m2 Dự án nằm tại vị trí đắc địa của huyện Thanh Trì: Cách bệnh viện K 2km Bệnh viện 09 1,5km. Cách khu đô thị Đại Thanh 1,2km. Khi Thanh Trì sắp đổi mình thành Quận Thanh Trì, dự án sẽ là một trong những khu nhà ở tiềm năng hiếm có tại Hà Nội. Đặc biệt có khu công viên Chu Văn An nằm ngay đằng sau dự án đã được thành phố Hà Nội phê duyệt rất nhiều tiện ích trường học, khu vui chơi giải trí... Có bán số lượng lớn. Nhanh tay để sở hữu siêu phẩm. Hotline: 0975.607.865",04/08/2022,Tin thường,batdongsan_so_com_vn_1673810747.1429968,,,,,
36 tỷ VNĐ,Đường Tây Sơn phường Quang Trung, 98m2, 2,VỊ TRÍ SIÊU ĐẸP - MẶT PHỐ QUẬN ĐỐNG ĐA – KD SẦM UẤT – VỈA HÈ RỘNG,04/08/2022,Tin thường,batdongsan_so_com_vn_1673810748.5769036, 4, 10, 2, 2,
13 tỷ VNĐ,Đường Thái Thịnh 1 phường láng hạ, 70m2, 3,"TT Đống Đa - mặt ngõ chợ - lô góc - ô tô tránh kinh doanh sầm uất.- Nhà đang bán là nhà ""Lô góc"" 2 mặt ô tô tránh nhau. Dân cư đi lại tấp nập, chợ Thái Thịnh 1 họp hàng ngày nên việc kinh doanh khá sầm uất.- Xây tòa văn phòng cho thuê.- Pháp lý: Sổ đỏ chính chủ, pháp lý sạch, sẵn sàng giao dịch. ",04/08/2022,Tin thường,batdongsan_so_com_vn_1673810749.9721718, 20, 7, 3, 3,
"19,65 tỷ VNĐ",Cầy Giấy, 125m2,,"CẦN BÁN CCMN TRẦN THÁI TÔNG, CẦU GIẤY 125M 8T THANG MÁY NHỈNH 19 TỶ+ Dòng tiền cực đỉnh, TRÊN 1 TỶ/ NĂM+ Trung tâm Cầu Giấy , Đông sinh viên , người đi làm, Gần các Trường Đại Học Quốc gia, ĐH Sư phạm, Học viện Báo Chí Tuyên Truyền.. nhiều Công ty Văn phòng..+ Chủ nhà tự xây dựng, chăm chút.+ Sổ CC đẹp, Sang tên nhanh gọn. Chủ thiện trí, Có nhu cầu + Giá thương lượng.+ Thiện trí xem nhà Gọi Em Đức 0898839292.",04/08/2022,Tin thường,batdongsan_so_com_vn_1673810751.2587295,,,,,
