price,address,Diện tích,Số tầng,Details,Ngày đăng,Loại tin,id,Mặt tiền,Số phòng ngủ,Số toilet,Lộ giới
"2,76 tỷ VNĐ",Ngô Quyền- Hà Đông, 41m2, 4,"HOT! Ngô Quyền, Hà Đông, ngõ thông, ô tô gần, 41mx4 tầng nhỉnh 2 tỷ - Vị trí: Phố Ngô Quyền quận Hà Đông nơi giao thoa nhiều tuyến phố quan trọng: Vạn Phúc, Ngô Thì Nhậm, Phan Đình Giót, Nguyễn Viết Xuân, khu đô thị Văn Khê, nằm trên trục chính di chuyển thuận lợi. - Tiện ích: gần nhà có đầy đủ tiện ích xã hội như: chợ, siêu thị,  bãi xe, chợ dân sinh, ngân hàng, trường học các cấp, bệnh viện.... Nhà nằm lô góc, ánh sáng ngập tràn. - Nhà được thiết kế hiện đại chuẩn công năng sử dụng gần phố các phòng thoáng mát, khu hiếm nhà bán, an ninh tuyệt đối. - Giá chỉ có 2.76 tỷ ( có thương lượng) cho một căn nhà 4 tầng siêu đẹp diện tích 41m trung tâm quận Hà Đông. - Sổ đỏ vuông, pháp lý sạch. - Liên hệ ngay với em Huyền địa ốc KINH NGHIỆM TRÊN 10 NĂM ( 0363703491- 0965472910) - Để sở hữu hàng nghìn ngôi nhà cùng khu vực, tiết kiệm THỜI GIAN - CÔNG SỨC - TIỀN BẠC.         - Tư vấn miễn phí 24/24h( zalo, fb). Tư vấn Pháp lý, vay vốn. ",22/12/2021,Tin thường,batdongsan_so_com_vn_1673834960.2906852,,,,
"4,56 tỷ VNĐ",Vạn Phúc- Hà Đông, 53m2, 4,"SIÊU HIẾM Vạn Phúc, Hà Đông , ô tô, ngõ thông,53m x4 tầng, nhỉnh 4 tỷ. Nhà bán siêu hiếm vị trí đẹp nhất phố, chủ thiết kế tâm huyết xây chắc chắn, các phòng ốc hiện đại đủ công năng mở cửa sổ ban công thoáng mát, chỉ việc xách vali đến ở. Ngõ rộng thông, mát mẻ mùa hè, ấm áp về mùa đông, vài phút ra phố, giao thông thuận tiện nối các phố: Yết Kiêu, Ngô Quyền, Thanh Bình, Văn Quán, Phùng Hưng, Quang Trung,... Rất hợp để ở nằm trong khu dân cư yên tĩnh, hàng xóm quan chức văn minh.Tiện ích ngập tràn siêu thị, chợ, bể bơi, vườn hoa, khu vui chơi, ngân hàng, trường học các cấp. Chủ nhà con cháu đuề huề thành đạt, nhà rất có lộc. Giá: 4.56 tỷ ( có thương lượng). Sổ đỏ vuông, pháp lý sạch. Liên hệ ngay với em Huyền địa ốc KINH NGHIỆM TRÊN 8 NĂM ( 0363703491- 0965472910) - Để sở hữu hàng nghìn ngôi nhà cùng khu vực, tiết kiệm THỜI GIAN - CÔNG SỨC - TIỀN BẠC.- Tư vấn miễn phí 24/24h( zalo, fb). Tư vấn Pháp lý, vay vốn.",22/12/2021,Tin thường,batdongsan_so_com_vn_1673834962.0157475,,,,
"3,5 tỷ VNĐ",Quang Trung- Hà Đông, 47m2, 4,"Tôi cần bán nhà đẹp Quang Trung, Hà Đông, gần ô tô, ngõ thông, 47mx4 tầng Nhà hiếm đẹp có 1-0-2 trung tâm Quận Hà Đông, tuyết phố xương sống toàn bộ giao thông của Quận. Di chuyển thuận lợi các phố: Vạn Phúc , Tố Hữu, Lê Trọng Tấn, Phan Đình Giót, Văn Quán, vạn Phúc, Mỗ Lao, Ngô Thì Nhậm..... Nhà được thiết kế công phu, khung cột bê tông đẹp chắc chắn mang phong cách hiện đại ấm cúng. Phòng nào cũng có ban công cửa sổ vô cùng thoáng sáng, view trước nhà rất đẹp, chỉ việc đến ở ngay. Xung quanh đầy đủ tiện ích gần phố: Siêu thị, ngân hàng, trường học, bệnh viện, cạnh chợ bước chân ra phố mua được cả thế giới. Hàng xóm xung quanh toàn công chức cán bộ Học viện Chính trị Quân sựu rất thân thiện, nếp sống hiện đại, văn minh. Sổ đỏ chính chủ, pháp lý sạch. Giá: 3.5 tỷ ( có gia lộc). Liên hệ ngay với em Huyền địa ốc KINH NGHIỆM TRÊN 8 NĂM ( 0363703491- 0965472910) - Để sở hữu hàng nghìn ngôi nhà cùng khu vực, tiết kiệm THỜI GIAN - CÔNG SỨC - TIỀN BẠC.   - Tư vấn miễn phí 24/24h( zalo, fb). Tư vấn Pháp lý, vay vốn.",22/12/2021,Tin thường,batdongsan_so_com_vn_1673834964.656345,,,,
"2,68 tỷ VNĐ","Đường Nguyễn Đình Tứ, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội", 68m2,,"Nằm ngay trung tâm khu đô thị Bắc Cổ Nhuế - Chèm, giáp mặt đường Phạm Văn Đồng, kết nốitoàn khu Bắc Từ Liêm - cầu Thăng Long - Nội Bài, The Jade Orchid với vô vàn ưu điểm vượt trội,xứng đáng trở thành điểm sáng với danh xưng ""Khu đô thị đồng bộ đầu tiên” kiến tạo một cuộcsống hoàn hảo tại quận Bắc Từ LiêmTỔNG QUAN DỰ ÁN- 5 tòa chung cư cao 26 tầng, 3 tầng hầm, cung cấp 1275 căn hộ chung cư với diện tích 67,5m2đến và 129,5m2- 104 căn biệt thự lâu đài phố có diện tích 116 đến 285 m2 và 22 căn biệt thự lâu đài với diện tích180m2 đến 303m2- Thiết kế kiến trúc cổ điển và tân cổ điển Pháp sang trọng, những vẫn thoải mái và tiện nghi vớicuộc sống hiện đạiQuý 4/2021, Vimefulland sẵn sàng ra mắt đợt 1 số lượng giới hạn: 249 căn hộ chung cư tại tòaHH3 và 22 căn biệt thự nhà phố với 2 phong cách kiến trúc: Hiện đại - Cổ điểnTIỆN ÍCH VƯỢT TRỘI:- Hệ thống giáo dục chất lượng cao: Trường THCS công lập chất lượng cao ngay tại nội khu dựán- Hệ thống cây xanh trên các tuyến đường và nội khu dự án- Dịch vụ Gym, spa, yoga, nhà trẻ- Các tiện ích khác: Bể bơi ngoài trời kiến trúc Pháp lần đầu tiên xuất hiện trong hệ sinh tháiVimefulland, trung tâm thương mại, khu vui chơi trẻ em, vườn dạo bộ.- Tất cả được vận hành theo tiêu chuẩn của Vimefulland và dự kiến quản lý bởi Savills Việt Nam.The Jade Orchid – Kiến tạo cuộc sống hoàn hảo!!Cập nhật chi tiết những thông tin hot nhất về quỹ căn đã và dự kiến ra mắt qua hotline:0983.137.569",22/12/2021,Tin thường,batdongsan_so_com_vn_1673834966.3203802,, 2, 2,
"4,65 tỷ VNĐ","Khương Trung, Khương Trung", 40m2, 5,"Cần bán căn nhà tại phố Khương Trung, phường Khương Trung, quận Thanh Xuân với giá rẻ bất ngờ Vị trí đẹp đỉnh cao, 2 mặt thoáng, có giếng trời, ngõ rộng ô tô tránh thoải mái, chỗ gửi xe cách gần 200m, nhiều người tìm mua. Nhà mới đẹp lung linh đón tết ngay phố Khương Trung, ngõ thông sang ngõ 01 Bùi Xương Trạch, sang Hoàng Văn Thái ra Lê Trọng Tấn – Trường Chinh, 10m ra mặt đường Khương Trung, thoáng trước sau. Nhà mới đẹp thiết kế hiện đại, nội thất cao cấp khách mua chỉ việc xách vali về ở đón Tết. Gần chợ Khương Đình, gần hồ điều hòa Đầm Hồng và hồ Khương Trung, gần trường học các cấp. Gần cơ quan công quyền nên an ninh cực kì đảm bảo, dân trí cao. Diện tích 40m2, mặt tiền 4m với 5 tầng đầy đủ: Tầng 1: phòng khách, bếp rộng và WC Tầng 2,3,4: xây đủ 40m mỗi tầng một phòng ngủ to rộng khép kín. Tầng 5: Phòng ngủ + phòng thờ + sân phơi. Sổ đỏ vuông đét, giao dịch trong ngày. Giá: 4,65 tỷ VNĐ Liên hệ: Mr. Ngọc – 0344.978.570 (có phí xem nhà, miễn môi giới, trung gian). Hỗ trợ cho vay trả góp chỉ từ 7 triệu/tháng, thủ tục đơn giản, giải ngân nhanh.",22/12/2021,Tin thường,batdongsan_so_com_vn_1673834968.4435196,, 4, 4,
78 tỷ VNĐ,Quảng An, 195m2, 10,"Chủ ra nước ngoài định cư, nhờ bán tòa nhà 10 tầng căn hộ Penhouse đẳng cấp nhất nhì khu Quảng An, Tây Hồ.Tòa nhà xây dựng 150m2/ sàn. Thang máy nhập khẩu, full nội thất cao cấp. Dòng tiền đều 200 triệu/tháng. Đường trước nhà rỗng rãi oto đỗ cửaDiện tích: 198m2 x 10 tầng, mặt tiền 10mGiá: 78 tỷ (CÒN THƯƠNG LƯỢNG, LÀM VIỆC TRỰC TIẾP CHỦ NHÀ)SIÊU PHẨM HỒ TÂY - THANG MÁY, OTO ĐỖ CỬA - FULL NỘI THẤT - DÒNG TIỀN ỔN ĐỊNHLiên hệ xem nhà và nhận thông tin chi tiết: 0981367887Thửa đất vuông đẹp, sổ pháp lý chuẩn 1 chủ. Cất két chờ giao dịch",22/12/2021,Tin thường,batdongsan_so_com_vn_1673834970.10699, 10, 10,, 11
34 triệu VNĐ,279 Hoàng Mai, 76m2,,"FELIZ HOMES HOÀNG MAI 2PN+1 bố trí hợp lý phòng khách rộng rãi 3PN đẹp không tỳ vết giá cực chất với hộ gia đình Nội thất NHẬP KHẨU 100% tại Feliz Homes Thiết kế Singapore với concept chuyện cổ tích, khu vườn thần tiên dành riêng cho từng toà.. Tầng trung, ban công Nam view thành phố và view Hồ đền lừ 44 tiện ích đầy đủ bể bơi , hầm trung tâm thương mại , vườn đi dạo , đi bộ cho các bác các bé , khu vui chơi Tini word, vườn Trên mái... –––––––––––––––––––––––––––––––––––––––––––––––––––––––––– TẶNG ngay 2% KPBT + 1 năm miễn phí dịch vụ khi thanh toán theo tiến độ Hỗ trợ lãi suất 0% đến khi nhận nhà (chỉ cần 25% vốn tự có là kí HDMB) Feliz Homes - Căn hộ nhiệt đới, chất sống resort #Felizhomeshoangmai279 #denlu Liên hệ ngay để được cung cấp thêm thông tin dự án cũng như đăng kí tham quan căn hộ mẫu Hotline : 0818978979 ",22/12/2021,Tin thường,batdongsan_so_com_vn_1673834972.3966722,,,,
"4,5 tỷ VNĐ","lê đức thọ,mỹ đình ,nam từ liêm", 38m2,,"Nhà nằm vị trí đắc địa, mặt ngõ kinh doanh, ô tô qua nhà, thông khắp ngả Lê Đức Thọ, Mỹ Đình, Nguyễn Hoàng. Ngày đêm tấp nập người qua lại, kinh doanh sầm uất. Nhà 38m2, 2 mặt ngõ thoáng trước sau vĩnh viễn. Công năng hợp lý kết hợp vừa ở vừa kinh doanh. Nhà 5 tầng đẹp, kiên cố chủ mới chỉ sẵn ở và khai thác kinh doanh. Là khu vực dân cư đông đúc, xung quanh nhiều toà chung cư, văn phòng, nhiều trường Đại học lớn. Tiện ích phong phú không bất cứ thiếu thứ gì. Giá chào 4 tỷ 500 triệu (khách gặp chủ nhà thương lượng trực tiếp). Sổ đẹp chính chủ, cam kết nhà thật, việc thật 100% (hỗ trợ pháp lý và các vấn đề liên quan đến ngân hàng). Anh chị quan tâm gọi ngay em Sơn (thổ cư) để được tư vấn từ A->Z và xem thêm nhiều căn trong khu vực hoàn toàn miễn phí 0932382236",22/12/2021,Tin thường,batdongsan_so_com_vn_1673834974.1602762,,,,
,kim giang thanh trì ha nội, 40m2,,"+Nhà mới 2 thoáng trước sau,4tầng rất đẹp,4 ngủ,ở sướng +Thiết kế hiện đại,phù hợp.Rất đẹp ạ.khách xem là thích +Ngõ nông, sạch,thoáng.3 bước ra ô tô, ra phố +Khu dân cư đông đúc,văn minh,thân thiện.gần chợ,trường học MN ,THCS các cấp. +Kết nối KĐT Linh Đàm,TheManor,CV Chu Văn An Nguyễn Xiển,Kim Văn Kim Lũ. +Giao thông thuận tiện : đi vành đai 3,4,bến xe ,bệnh viên,nhiều ngả đường vào TTTP +Sổ đẹp,chuẩn sẵn sàng giao dịch. +Gía 3.8 tỷ (có thương lượng). +LH Mr Phúc.097.8895.889 - 0912.338.038(miễn MG). ",22/12/2021,Tin thường,batdongsan_so_com_vn_1673834976.4216304,,,,
7 tỷ VNĐ,Cầu giấy Hà Nội, 40m2, 5,"- NHÀ MỚI ĐẸP - MẶT NGÕ Ô TÔ DỪNG ĐỖ NGÀY ĐÊM - KINH DOANH - THANG MÁY - HIẾM NHÀ BÁN. - Mặt ngõ Cầu Giấy thông sạch đẹp, gần phố. - An sinh đỉnh cao, văn minh, lý tưởng để sống. - Nhà 5 tầng mới đẹp chắc chăn, thang máy. - Sổ đỏ vuông trước sau như một, giao dịch nhanh. - Liên hệ Huyền My hỗ trợ và tư vấn miễn phí.",22/12/2021,Tin thường,batdongsan_so_com_vn_1673834978.3035557,, 3,,
