price,address,Diện tích,Mặt tiền,Số tầng,Số phòng ngủ,Số toilet,Details,Ngày đăng,Loại tin,id,Hướng,Lộ giới
37 triệu VNĐ/m2,279 Hoàng Mai Phường Hoàng Văn Thụ, 77m2,,,,,"️🍀Chỉ cần 900 triệu ký HĐMB căn 2PN giá 2,8 tỷ .Vía thần tài nhận vàng 9999 🔥Đậm chất la tinh, kiệt tác nghệ thuật đầy xa hoa và sang trọng được lấy cảm hứng từ kiến trúc Bắc Âu. Phân khúc nhà chung cư đầy đủ tiện ích xanh bậc nhất của Thủ Đô nói chung và Hoàng Mai nói riêng. Toát lên sự tinh tế và cổ điển trong từng đường nét.#FELIZ_HOMES_HOANG_MAI Chính sách bán hàng:👉Miễn 2% kinh phí bảo trì, 1 năm phí dịch vụ👉Hỗ trợ lãi suất 0% 18 tháng, Ân hạn nợ gốc 👉Vay 75% thời gian 25 nămBáo giá các căn hộ đẹp nhất dự án:Căn hộ 2PN – 77m2 giá từ 2,8 tỷCăn hộ 3PN diện tích 97m2 giá từ 3.25 tỷCăn hộ 3PN diện tích 108m2 ( căn góc ) view thành phố, view Hồ Đền giá từ 3.6 tỷTIỆN ÍCH PHỤC VỤ ĐỜI SỐNG:+ Bệnh viện Bạch Mai: 5Km+ Hồ Hoàn Kiếm: 6Km+ Đại học Bách Khoa – KT Quốc Dân: 3Km+ Trường TH, THCS Mai động+ Công viên Thống Nhất: 4Km+ Bến xe Giáp Bát: 3Km+ TTTM Metro Hoàng Mai: 2KmThiết kế căn hộ đề cao tính hữu dụng, tối ưu diện tích và công năng sử dụng. Toàn bộ không gian phòng ngủ đều được thiết kế cửa sổ kính và ban công rộng để đón ánh sang tự nhiên và tận hưởng trọn vẹn làn gió mát lành từ hồ sinh thái thổi vào.Nhận nhà: quý IV /2022 Hotline Phòng BH trực tiếp CĐT: 0983.223.911 – 0818.978.979#FelizHomes#Felizhomes279hoangmai#Felizhomes92maidong ",10/02/2022,Tin thường,batdongsan_so_com_vn_1673832355.721624,,
11 tỷ VNĐ,Hà Nội, 60m2,,,,,"Bán gấp nhà phân lô có thang máy, đường ô tô kinh doanh tốt phố Láng Hạ, quận Đống Đa - SĐT: 0366 555 258.  + Diện tích: 5x12m.   + Gồm 5 tầng đẹp, thang máy xịn, đủ nội thất cao cấp, vào ở luôn.   + Gần trường học, chợ, bệnh viện...   + Đường xe hơi tránh nhau, nhà rất đẹp.  + Giá chào chỉ 11 tỷ thương lượng mạnh.   + Sổ đỏ chính chủ.Liên hệ gặp trực tiếp 24/7 - 0366 555 258.",09/02/2022,Tin thường,batdongsan_so_com_vn_1673832356.8945398,,
"3,22 tỷ VNĐ",Cầu Đơ- Hà Đông, 34m2,, 5,,,"Bán nhà trước rằm tháng giêng 34mx5T, ngõ thông, gần ô tô, Cầu Đơ, Hà Đông Cần bán nhà gấp do nhu cầu mở rộng kinh doanh, cần tìm chủ mới cho ngôi nhà xây tâm huyết 5 tầng chắc chắn, các phòng thoáng sáng đầy đủ công năng sử dụng, dân cư quan chức , văn minh, nơi ở tĩnh. Vị trí trung tâm đắc địa gần siêu thị Metro, chợ lớn Hà Đông, giao thông vô cùng thuận lợi đi các phố: Lê Lợi, Lê Hồng Phong, Trưng Nhị, Hoàng Hoa Thám, Tô Hiệu, Bà Triệu...khu vực lõi trung tâm của Quận. Xung quanh đầy đủ tiện ích: ngân hàng, trường học các cấp, bệnh viện,...ngõ thông, vài bước chân ra phố, khu hiếm nhà bán. Sổ đẹp vuông, pháp lý chuẩn. Giá: 3.22 tỷ ( có thương lượng). Liên hệ ngay với em Huyền : 0965472910 ( miễn trung gian).",09/02/2022,Tin thường,batdongsan_so_com_vn_1673832357.9158168,,
"3,2 tỷ VNĐ",Lê Hồng Phong- Hà Đông, 33m2,, 5,,,"Bán nhà riêng cạnh Lê Hồng Phong, Hà Đông, 33mx5 tầng, ngõ thông, ô tô gần Người thân chính chủ gửi bán nhà thổ cư đẹp, xây 5 tầng khung cột chắc chắn, ngõ rộng thoáng thông, vài bước ra phố ô tô tránh, các tầng ban công thoáng sáng, nhà còn rất mới, chủ giữ gìn sạch đẹp, chỉ việc xách vali đến ở. Nhà có vị trí nằm trên tuyến phố cổ đắc địa, tầm tiền không có căn thứ 2, nhà rất hiếm, khách xem là thích. Xung quanh đầy đủ tiện ích: chợ, siêu thị, ngân hàng, bệnh viện...không thiếu thứ gì, vị trí trung tâm, hàng xóm quan chức, cuộc sống xa hoa sầm uất. Giao thông di chuyển thuận lợi các phố: Cầu Đơ, Lê Lợi, Quang Tung, Bà Triệu, Tô Hiệu, Trưng Nhị, Hoàng Hoa Thám,... Sổ đỏ vuông như tờ a4, pháp lý sạch. Giá: 3.2 tỷ ( có thường lượng). Liên hệ ngay với em Huyền : 0965472910 ( miễn trung gian).",09/02/2022,Tin thường,batdongsan_so_com_vn_1673832359.2582264,,
"1,3 tỷ VNĐ","Bán chung cư mini vị trí đẹp tại phố Chùa Bộc, Đống Đa, 1,3 tỷ; 0986981969", 43m2,,,,,"Bán chung cư mini vị trí đẹp tại phố Chùa Bộc, Đống Đa, 1,3 tỷ; 0986981969  - Diện tích: 43m2 - Nhà tầng 2, Gồm 1 phòng khách, 2 phòng ngủ, 1 phòng vệ sinh, trên nóc phòng vệ sinh là 1 kho để được rất nhiều đồ.  - Nhà vệ sinh phòng tắm gồm 1 bình nóng lạnh  - Bếp đứng có tủ bếp  - Phòng khách có bàn ghế  - Ban công trồng cây hoa + Máy giặt.  Tặng 2 điều hoà & ghế sofa - Gần khu trung tâm Vincom Phạm Ngọc Thạch, check đối diện Học Viện Ngân Hàng, gần Bệnh viện Đại Học Y và các trường học cấp 1, cấp 2, cấp 3, Đại Học (Phố Chùa Bộc đang làm làn đường lớn và phố phường kinh doanh sầm uất)  - Khu an ninh tốt , giao thông thuận tiện, dân trí cao, địa điểm lý tưởng đắc đạo.   - Giá 1,3tỷ - Liên hệ chính chủ: c Hằng 0986981969 (Ko qua trung gian.)       http://www.sanbatdongsanviet.com.vn",09/02/2022,Tin thường,batdongsan_so_com_vn_1673832360.2874734,,
"3,95 tỷ VNĐ",La Khê- Hà Đông, 38m2,, 4,,,"Bán gấp nhà  kinh doanh, ô tô tránh, ngõ thông, lô góc, 38mx4T gần ga La Khê, Hà Đông Người thân gửi bán gấp nhà kinh doanh đỉnh, ngõ ô tô tránh, lô góc rất lý tưởng, khu vực tầm tiền không có căn thứ 2, nhà 3 mặt thoáng, dân cư qua lại tấp nập, kinh doanh đủ loại hình. Nhà xây khung cột chắc chắn, đầy đủ công năng sử dụng vừa ở vừa kinh doanh rất hợp lý, các tầng thoáng sáng, môi trường trong lành , xung quanh đầy đủ tiện ích: Ngân hàng, trường học các cấp, siêu thị, bệnh viện, công viên,...không thiểu thứ gì. Giao thông di chuyển thuận lợi các phố: Ngô Quyền, Ngô Thì Nhậm, Lê Trọng Tấn, Quang Trung,...gần tuyết đường sắt Cát Linh trên cao, bến xe bus rất gần, vài bước chân ra phố. Giá: 3.95 tỷ ( có thương lượng). Sổ đỏ chính chủ, pháp lý chuẩn. Liên hệ ngay với em Huyền Thổ cư KINH NGHIỆM TRÊN 8 NĂM ( 0363703491- 0965472910) - Để sở hữu hàng nghìn ngôi nhà cùng khu vực, tiết kiệm THỜI GIAN - CÔNG SỨC - TIỀN BẠC.   - Tư vấn miễn phí 24/24h( zalo, fb). Tư vấn Pháp lý, vay vốn.",25/01/2022,Tin thường,batdongsan_so_com_vn_1673832361.3276882,,
"3,89 tỷ VNĐ",Cầu Đơ- Hà Đông, 37m2,, 4,,,"Nhỉnh 3 tỷ, kinh doanh,ô tô tránh, 37m2x 4 tầng, Cầu Đơ, Hà Đông Ông chú gửi bán nhà đẹp vị trí mặt ngõ thông ô tô tránh, tầm tiền khu vực không có căn thứ 2, dân cư xung quanh đông đúc, vài bước ra chợ lớn Hà Đông, ô tô rất gần, nằm vị trí lõi trung tâm Quận Hà Đông. Giao thông vô cùng thuận lợi di chuyển các hướng: Lê Hồng Phong, Đa Sỹ, Lê Lợi, Bà Triệu, Tô Hiệu, Hoàng Hoa Thám, Phùng Hưng , Văn Quán,Lê Hồng Phong,..... Nhà xây chắc chắn vừa ở vừa kinh doanh, các tầng thoáng sáng, dân cư qua lại đông đúc, kinh doanh đủ các loại hình, mặt tiền rộng. Giá: 3.89 tỷ ( có thương lượng). Sổ đỏ chính chủ, pháp lý chuẩn. Liên hệ ngay với em Huyền Thổ cư KINH NGHIỆM TRÊN 8 NĂM ( 0363703491- 0965472910) - Để sở hữu hàng nghìn ngôi nhà cùng khu vực, tiết kiệm THỜI GIAN - CÔNG SỨC - TIỀN BẠC.   - Tư vấn miễn phí 24/24h( zalo, fb). Tư vấn Pháp lý, vay vốn. ",27/01/2022,Tin thường,batdongsan_so_com_vn_1673832362.5574002,,
"3,9 tỷ VNĐ",Phùng Hưng- Hà Đông, 38m2,, 4,,,"Bán nhà trước tết 38m2, ô tô tránh, kinh doanh,  nhỉnh 3 tỷ, Phùng Hưng, Hà Đông Do nhu cầu mở rộng kinh doanh tôi cần bán gấp nhà đẹp, lô góc 3 mặt thoáng kinh doanh rất lý tưởng, khu vực không có căn thứ 2, đường trước nhà ô tô tránh, ngõ thông muôn nơi, dân cư qua lại đông đúc, vài bước chân ra phố. Nhà thiết kế 4 tầng vừa kinh doanh vừa ở rất đẹp, phòng nào cũng thoáng sáng, đầy đủ công năng sử dụng. Mặt tiền rộng hiếm, vị trì đắc địa tiền vào như nước. Xung quanh đầy đủ tiện ích: Ngân hàng, siêu thị, sân bóng, chợ, trường học, bệnh viện,...dân cư văn minh , môi trường trong lành tuyệt vời. Giao thông di chuyển thuận lợi các phố: Đa Sỹ, Lê Lợi, Tô Hiệu, Bà Triệu, Văn Quán, Xa La, Yên Xá, Phúc La,.... Sổ đỏ chính chủ, pháp lý sạch. Giá: 3.9 tỷ ( có thương lượng). Liên hệ ngay với em Huyền : 0965472910 ( miễn trung gian). ",02/02/2022,Tin thường,batdongsan_so_com_vn_1673832363.9965491,,
"3,89 tỷ VNĐ",Cầu Đơ- Hà Đông, 39m2,, 4,,,"Bán gấp nhà  kinh doanh, ô tô tránh, ngõ thông, lô góc, 39mx4T gần ga Hà Đông Người thân gửi bán gấp nhà đẹp kinh doanh đỉnh, ngõ ô tô tránh, lô góc rất lý tưởng, khu vực tầm tiền không có căn thứ 2, nhà 3 mặt thoáng, dân cư qua lại tấp nập, kinh doanh tấp nập ngày đêm. Nhà xây tâm huyết chắc chắn, đầy đủ công năng sử dụng vừa ở vừa kinh doanh rất hợp lý, các tầng thoáng sáng, môi trường trong lành , xung quanh đầy đủ tiện ích: Ngân hàng, trường học các cấp, siêu thị, bệnh viện, công viên,...không thiểu thứ gì. Dân cư qua lại đông đúc, vị trí thuận tiện đia lại. Giao thông di chuyển thuận lợi các phố: Ngô Quyền, Ngô Thì Nhậm, Lê Trọng Tấn, Quang Trung,...gần ga Hà Đông  Cát Linh trên cao, bến xe bus rất gần, vài bước chân ra phố. Giá: 3.89 tỷ ( có thương lượng). Sổ đỏ chính chủ, pháp lý chuẩn. Liên hệ ngay với em Huyền Thổ cư KINH NGHIỆM TRÊN 8 NĂM ( 0363703491- 0965472910) - Để sở hữu hàng nghìn ngôi nhà cùng khu vực, tiết kiệm THỜI GIAN - CÔNG SỨC - TIỀN BẠC.   - Tư vấn miễn phí 24/24h( zalo, fb). Tư vấn Pháp lý, vay vốn.",02/02/2022,Tin thường,batdongsan_so_com_vn_1673832365.0447855,,
97 tỷ VNĐ,Hàng Bún, 200m2, 13,,,,"Chủ cần tiền đầu tư. Nhờ bán mảnh đất vàng mặt phố Hàng Bún, Ba Đình. Vị trí cực đẹp, ngay sát ngã 4. Pháp lý 1 sổ 1 chủ full thổ cư. Xây tòa khách sạn hoặc văn phòng,  Diện tích: 200m2 , mặt tiền 13m Giá: 97 tỷ (CÒN THƯƠNG LƯỢNG, LÀM VIỆC TRỰC TIẾP CHỦ NHÀ) ĐẤT THỔ CƯ MẶT PHỐ CỔ - MẶT TIỀN RỘNG - DIỆN TÍCH LỚN - HÀNG HIẾM Liên hệ xem thực tế và nhận thông tin chi tiết: 0981367887 - Thửa đất vuông đẹp, sổ pháp lý sạch cất két sẵn sàng giao dịch",09/02/2022,Tin thường,batdongsan_so_com_vn_1673832366.2888374,, 15
