Title,Price,Area,Address,Gen_descrip,Loại hình,Số phòng ngủ,Tình trạng pháp lý,Ngày đăng,Ngày hết hạn,Loại tin,ID tin,Bình nóng lạnh,Máy hút mùi,Tủ bếp,Bàn ăn,Kệ TV,Tủ trang trí,Giường ngủ,Bàn phấn,Tủ quần áo,Bồn tắm,Vòi hoa sen,Bồn cầu,Bồn rửa mặt,Bàn ghế P.khách,Hướng nhà,Số tầng,Mặt tiền,Nội thất,Hướng ban công,Căn góc,Đường vào,Chiều sâu,Đã bao gồm thuế?,Chính chủ hay không?,Sofa phòng khách,Bàn trà,Đệm,Trần thả,Tổng diện tích sử dụng
"
Bán căn hộ Hoàng Mai (hỗ trợ bank lên đến 80% giá trị căn hộ)
","
Thỏa thuận
","
61
m2
",['Mua bán Căn hộ chung cư  Khu đô thị Kim Văn Kim Lũ'],"
Tôi cần bán gấp căn hộ hơn 61m tòa ct12, đã có sổ đỏ, nhà tôi mới sơn sửa lại, đầy đủ tủ bếp, sofa, nóng lạnh, máy giặt, ti vi, tủ lạnh,…nhà vệ sinh cũng được thay mới thiết bị. Nhà rất thoáng, phòng khách rộng sinh hoạt chung rất thích, trẻ nhỏ thoải mái nô đùa, giá hơn 1,6 tỷ.Khách cần xem nhà gọi tôi số 0379087*** (Mr.Ninh).
",Căn hộ,,Sổ đỏ, 17/11/2023,15/12/2023,Bán,2635036,,,,,,,,,,,,,,,Đông-Bắc,,,,,,,,,,,,,,
"
Bán nhà chung cư Hoàng Mai chính chủ sổ đỏ trao tay
","
Thỏa thuận
","
74
m2
",['Mua bán Căn hộ chung cư  Khu đô thị Kim Văn Kim Lũ'],"
Tôi có căn hộ 73,6m Tòa CT12C cần bán, vị trí tầng trung rất đẹp, ban công với phòng khách đều rộng, thoáng mát. Nhà gia đình đông con hay nhiều thế hệ rất phù hợp hoặc nếu thích có thể cải tạo từ 3 thành 2 phòng ngủ càng rộng theo nhu cầu.             Nhà ở trực tiếp nên đồ đạc nhà tôi rất đầy đủ, giữ gìn, trần sàn đều được làm lại, đã có sổ đỏ, giá hơn 2,1 tỷ, mọi người cứ lên xem trực tiếp đánh giá, alo tôi theo số điện thoại 0379087***
",Căn hộ,,Sổ đỏ, 17/11/2023,15/12/2023,Bán,2635026,,,,,,,,,,,,,,,Đông-Nam,,,,,,,,,,,,,,
"
Bán căn hộ cao cấp 4 phòng ngủ 150m2 tầng đẹp giá 60tr/m2 trung tâm Lê Văn Lương có suất đỗ ô tô
","
9,1
Tỷ ","
150
m2
",['Mua bán Căn hộ chung cư  BRG Diamond Residence'],"
Chung cư cao cấp BRG Lê Văn Lương mới bàn giao sẵn sàng hoàn thiện nội thất đón TếtTòa căn hộ hiếm hoi trong khu vực sở hữu đến 5 tầng hầm đậu xe với số suất đỗ ô tô nhiều hơn số lượng căn hộCăn hộ 150m2 thiết kế 4 phòng ngủ hợp lý, 2 ban công rộng sáng, hiện tại đang có căn tầng đẹp giá 9.1 tỷLiên hệ xem nhà: 0911.772.*** (em Ngọc)
",Căn hộ,,, 17/11/2023,15/12/2023,Bán,2635001,,,,,,,,,,,,,,,Đông-Bắc,,,,,,,,,,,,,,
"
Canopy Vinhomes gần công viên, 2 nhà xe nổi, 2 hầm xe, phủ xanh cao nhất, mật độ thấp nhất
","
3,7
Tỷ ","
63
m2
",['Mua bán Căn hộ chung cư  Vinhomes Smart City'],"
CANOPY VINHOMES SMART CITY gần công viên, 2 nhà xe nổi, 2 hầm xe, phủ xanh cao nhất, mật độ thấp nhất 1. Sở hữu vị trí tâm điểm giàu sang, trung tâm các phân khu siêu VIP, kế cận công viên Trung tâm Central Park rộng 10,2ha.2. Thiết kế tối ưu với chỉ 16 căn/sàn (thấp nhất tại Smart City). 100% căn hộ vuông vắn, không bị ôm thang máy, không gần phòng rác.3. Thiết kế cảnh quan chuẩn Singapore với 23 tiện ích nội khu như: bể bơi ngoài trời phong cách Resort, bể sục jacuzzi, vườn cây sinh thái kiểu Sing, khu vui chơi trẻ em...4. Sở hữu lâu dài, pháp lý rõ ràng, đa dạng diện tích sử dụng từ 28m2 đến 93m2 (Studio, 1PN, 2PN, 2PN+1, 3PN, 3PN+1). Giá từ 58 triệu/m25. Thiết kế 2 hầm xe (duy nhất trong các tòa cùng phân khúc), kế cận các đại tiện ích như: 2 nhà để xe cao 10 tầng Parkingzone 3 & 4, bể bơi và công viên nội khu Tonkin, MWH, kế bên trường học liên cấp.6. Giá: giá đợt đầu mở bán, mua nhà từ lúc xây dựng nên giá tốt nhất, ưu đãi ck đến 9% 👉 khi hoàn thiện sẽ tăng 15-20%. Tiềm năng gia tăng giá trị.7. Chính sách thanh toán vô cùng linh hoạt với 4 phương án thanh toán: Đóng theo tiến độ chỉ từ 0,67%/tháng. Hỗ trợ vay trả góp lãi suất 0% lên đến 4 năm. (chi tiết)8. Quản lý vận hành bởi Vinhomes, đơn vị quản lý số 1 Việt Nam.9. Thừa hưởng mọi tiện ích trong đại đô thị Vinhomes Smart City như: TTTM Vincom Mega Mall, bộ 3 công viên rộng 16,5ha, bệnh viện VinMec, 19 điểm trường học liên cấp, hệ thống Vinbus điện nội khu miễn phí.10. Nhu cầu thuê và tìm thuê rất cao: Trong bán kính 10km là 30 trường ĐH-CĐ, các quận Bắc Từ Liêm, Nam Từ Liêm, Cầu Giấy, Thanh Xuân, Đống Đa, Hà Đông, Hoài Đức và khu CNC Hòa Lạc. Liên hệ Em Hằng cư dân S103 - 09022203***để chọn căn phù hợp ạ!Em bán hàng trực tiếp chủ đầu tư.
",Căn hộ,,, 17/11/2023,15/12/2023,Bán,2635011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"
Bán chung cư Hoàng Mai - Hà Nội giá thỏa thuận
","
Thỏa thuận
","
65
m2
",['Mua bán Căn hộ chung cư  Khu đô thị Kim Văn Kim Lũ'],"
Gia đình tôi chuyển xuống nhà mặt đất nên cần bán nhà, nhà rất có lộc, nội thất được sắm sửa đầy đủ, sang đẹp, chắc chắn, vào nhà cảm giác ấm cúng vô cùng. Nhà tôi đã làm hết trần thạch cao, sàn gỗ, điều hòa, cửa gỗ, ti vi, tủ lạnh,…đều là đồ tốt. Đây là căn 2 ngủ rộng nhất tòa CT12, 65m 2 ngủ 2 vs, nhà ở mùa đông ấm, mùa hè mát. Giá hợp lý 1,8xx tỷ, có sổ. Ai có nhu cầu liên hệ 0379087*** (Mr.Ninh).
",Căn hộ,,Sổ đỏ, 17/11/2023,15/12/2023,Bán,2634970,,,,,,,,,,,,,,,Đông-Nam,,,,,,,,,,,,,,
"
Bán nhà 5 tầng mới xây tại Long Canh, Hoài Đức
","
4,5
Tỷ ","
55
m2
","['Hà Nội', 'Huyện Hoài Đức', 'Mua bán Nhà riêng tại Đường 32']","
Chính chủ cần bán Nhà 5 tầng tại ngõ 71 Kim Hoàng, xã Vân Canh, Hoài Đức. NHANH CÒN KỊP+ Nhà nằm vị trí cực đẹp ngõ thông, Lô Góc, Gara ô tô kinh doanh, ở sướng có nhiều hướng đi vào nhà từ Ngõ 71 Kim Hoàng đi vào,hoặc đi theo Ngõ 72 đường An trai vào đều đẹp là đường ô tô. Cách Ngã Tư Vân Canh và Đường 70 hay chợ Vân Canh khoảng hơn 300m, tiện ích đầy đủ.,+ Nhà mới xây được 3 năm còn mới đẹp, khu dân cư đông đúc, nay mai lên quận tiềm năng sinh lời cao trong tương lai.,+ Nhà trước kia chủ dùng làm văn phòng công, do cần vốn làm ăn nên cần bán nhà nhanh để giải quyết công việc.,+ Diện tích là 54.8m trong đó có 17.3m sử dụng chung, mặt tiền 4.5m, xây 5 tầng thiết kế hiện đại, không gian sử dụng tối ưu.- Tầng 1: Gara ô tô + Văn phòng công ty,- Tầng 2: phòng khách bếp ăn.,- Tầng 3+4: Mỗi tầng 2 phòng.,- Tầng 5: phòng thờ và sân phơi.,
",Nhà riêng,,, 17/11/2023,15/12/2023,Bán,2635115,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
"
Chính chủ cần bán căn 2 ngủ, 2vs 63m2, tại Ocean Park full đồ đẹp, Giá cắt lỗ: 1.970ty
","
1,97
Tỷ ","
63
m2
",['Mua bán Căn hộ chung cư  Vinhomes Ocean Park'],"
Thông tin căn hộ. Phân khu  s2. Nhà mới full đồ . xung quanh đầy đủ các tiện nghi: trường học, siêu thị bể bơi, bến xe buýt ...Rất thiện chí bán giá cắt lỗ: 1.950tyLH e Trọng để xem nhà 24/7
",Căn hộ,,Sổ hồng, 02/11/2023,30/11/2023,Bán,2577289,,,,,,,,,,,,,,,Đông-Bắc,,,,,,,,,,,,,,
"
Bán căn hộ 3PN toà The One 81m2 full đồ giá 3 tỷ Lh 0977699***
","
3
Tỷ ","
81
m2
",['Mua bán Căn hộ chung cư  The One Residence'],"
Gia đình chuyển chỗ ở nên bán gấp căn hộ 3PN toà The One KĐT Gamuda Gardens, Hoàng Mai, Hà Nội.Giá bán: 3 tỷ full đồ đẹp.Diện tích: 81m² 3pn 2 vệ sinh, ban công thoáng mát view đẹp.Hướng Tây bắc -Đông NamLh chi tiết 0977699***
",Căn hộ,,Sổ đỏ, 23/10/2023,20/11/2023,Bán,2589158,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Nam,,,,,,,,,,,,,,
"
định công thượng - 40m2, 4 tầng, 3.5m phân lô ô tô, 4.7 tỷ.
","
4,7
Tỷ ","
40
m2
","['Hà Nội', 'Quận Hoàng Mai', 'Mua bán Nhà riêng tại Đường Định Công Thượng']","
ĐỊNH CÔNG THƯỢNG - THANH XUÂN, PHÂN LÔ - Ô TÔ ĐỖ - GẦN PHỐ - 2 THOÁNG - VỊ TRÍ ĐẸP. Mô tả: Vị trí đẹp tại ngõ VIP ô tô, khu dân trí cao, an sinh đỉnh, vài bước ra phố, với tiện ích đa dạng và giao thông thuận tiện. Nhà chủ tự xây chắc chắn, vị trí đẹp, thiết kế : Tầng 1: Để xe, phòng khách, bếp. Tầng 2 và 3: Mỗi tầng 1 phòng. Tầng 4: Phòng thờ và sân phơi. Sổ đỏ vuông đẹp, hoa hậu. LIÊN HỆ NGAY : CHUNG PHONG. SDT,ZALO : 0896510***.RẤT VUI KHI ĐỒNG HÀNH CÙNG ANH CHỊ
",Nhà riêng,,Sổ đỏ, 17/11/2023,15/12/2023,Bán,2620881,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Đông-Nam,,,,,,,,,,,,,,
"
Bán căn 75.6m2 2VS Phương Đông Green Home, 3PN, 2WC giá 2.75 tỷ, đang nhận nhà. NT liền tường
","
2,75
Tỷ ","
76
m2
",['Mua bán Căn hộ chung cư  Phương Đông Green Home (CT8C Việt Hưng)'],"
Mình có mua căn hộ 75.6m2 tòa Phương Đông Green Home lô CT8C khu đô thị Việt hưng.Thông tin căn hộ: Diện tích 75.6m2 thiết kế3PN và 2WC.Hướng cửa Đông Bắc, ban công Tây Nam, tầng cao, view trực diện hồ Quận Uỷ.Bàn giao nội thất cơ bản chủ đầu tư: Sàn gỗ, thạch cao, thiết bị vệ sinh...Mới nhận nhà. Đã đóng 95% KPBT.Giá bán 2.75 tỷ (bao phí sang tên căn hộ).Thông tin chi tiết căn hộ:- Diện tích 75.6m2- PK và Bếp: 30.5m2- PN1: 11.2m2- PN2:  9.9m2- pN3:  7.5m2- WC1: 3.8m2     WC2: 3,5m2  - Logia: 4.9m2Căn góc, tất cả các phòng đều đón sáng tự nhiên.Liên hệ xem thực tế căn hộ : Em hằng 0912 293 ***.
",Căn hộ,,, 17/10/2023,12/12/2023,Bán,2471719,1.0,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
"
Bán Gấp Nhà Q.Thanh Xuân, 85M, Giá Chỉ 6.X Tỷ. Ô Tô Đỗ Gần. Tặng Nội Thất. Cho Thuê Hoặc Kinh Doanh
","
6
Tỷ ","
85
m2
","['Hà Nội', 'Mua bán Nhà riêng tại Quận Thanh Xuân']","
Cần bán gấp nhà quận Thanh Xuân DT 85M 4 Tầng Nhà chắc chắn, móng 7 tầng Giá chào chỉ 6.X tỷ Ô tô đỗ cách 30M Tặng nội thất Xung quanh đầy đủ tiện ích: gần hồ, trường học, bệnh viện, công viênLIÊN HỆ: 0326783***
",Nhà riêng,,, 17/11/2023,15/12/2023,Bán,2633116,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
"
(Số hồng) Shophouse Sao Biển 01 xây 437m2 giá 13.5 tỷ Vin Gia Lâm (0985941***)
","
13,5
Tỷ ","
126
m2
","['Hà Nội', 'Huyện Gia Lâm', 'Mua bán Nhà phố thương mại Shophouse tại Xã Dương Xá']","
Vin Gia Lâm (chuyển nhượng sổ hồng)Shophouse Sao Biển 01 Vinhomes Ocean Park 1 Gia Lâm Diện tích đất 126.5m2Mặt tiền 5.5m, mặt hậu 5.51mXây dưng 110m2/sànTổng xây dựng 437m2 (có thể cải tạo thêm 60m2 trên mái)Hướng Tây Bắc, Đông NamGía 13.5 tỷ (bao phí sang tên sổ hồng đứng tên khách) Một căn shop hội tụ các ưu thế vượt trội nhất dự án:Sàn xây dựng to nhất dự ánShop thoáng hai mặt phần sau nhà là vườn hoa tiểu cảnh công cộngLà 1/1365 căn duy nhất của dự án là căn nở hậu (5.5 và 5.51)Vị trí nhận diện ưu việt trong kinh doanhĐơn giá đất và xây đang thấp tại dự ánNằm tại giao lộ giữa đường 52m và đường 30m kết nối giao thông cực kỳ thuận tiện Chi tiết xin liên hệ 0985941*** (Mr Hùng)
",Nhà phố thương mại Shophouse,,Sổ hồng, 16/11/2023,14/12/2023,Bán,2634465,,,,,,,,,,,,,,,Tây-Bắc,,,,,,,,,,,,,,
"
Bán Nhà Ngõ Thịnh Hào, Gần Đường Lớn, Đẹp Rộng Rãi, 3 Mặt Thoáng, Giá 6.4 Tỷ
","
6,4
Tỷ ","
45
m2
","['Hà Nội', 'Quận Đống Đa', 'Mua bán Nhà riêng tại Đường Thịnh Hào']","
Mặt tiền 5.1m xây 5 tầng, diện tích 45T1/55T2, giá 6.4 tỷNhà thuộc khu trung tâm Hà Nội, gần các đường lớn Cát Linh, Tôn Đức Thắng, khu vực dân trí cao, đông đúc, thuận tiện giao thông đi các hướng, tiện ích vui chơi, giải trí, văn hóa,… Gần Văn Miếu, trường đại học Văn Hóa, Mỹ Thuật, 10 phút ra Bờ Hồ, Lăng BácChi tiết:                                                  + Nằm trong ngõ Thịnh Hào, lô góc 3 mặt thoáng , cách mặt phố 50m , ngõ thông . Sổ đỏ chính chủ+ Nhà xây 5 tầng : mỗi tầng chia 2 phòng ngủ, vs giữa 
",Nhà riêng,,Sổ đỏ, 16/11/2023,14/12/2023,Bán,2634286,,,,,,,,,,,,,,,Đông-Bắc,,,,,,,,,,,,,,
"
Nhà đẹp lai xá, cách ql32 chỉ 150m, nhỉnh 4 tỷ. dt 45m
","
4,6
Tỷ ","
45
m2
","['Hà Nội', 'Huyện Hoài Đức', 'Mua bán Nhà riêng tại Đường 32']","
HÀNG HIẾM-ĐỘC NHẤT 1 CĂN-LÔ GÓC 3 MẶT THOÁNG-ĐH CÔNG NGHIỆP HÀ NỘI- QL 32
 -Căn Nhà Đẹp Xây Đơn Lập- Vừa Ở Vừa kinh Doanh- Oto Vào Nhà
- Lô Góc 3 Mặt Thoáng Ở #LaiXá 
-Diện Tích 45m2-5 Tầng Với Đầy Đủ Công Năng.Nội Thất Cơ Bản.( 5 điều hoà, nóng lạnh..) 
-Vị trí đẹp, Ngay chợ LAI XÁ, QL3 chỉ 50m. Mặt ngõ thông thoáng. 
👉Sổ đỏ chính chủ- Giao dịch ngay. 
☎️Lh: 
",Nhà riêng,4.0,Sổ đỏ, 16/11/2023,14/12/2023,Bán,2634174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"
Cần bán căn 1pn tại tòa P03 Vinhomes Times City
","
3
Tỷ ","
53,3
m2
",['Mua bán Căn hộ chung cư  Khu đô thị Vinhomes Times City'],"
Cần bán gấp căn 1 phòng ngủ tại tòa P03 Vinhomes Times City cần bán với các thông tin sau: Diện tích: 53.3m² - Mới làm full nội thất đẹpSố phòng ngủ: 1Số WC: 1Hướng ban công: Hướng BắcGiá bán: 3 tỷLiên hệ xem căn hộ: 0919.889.896***Không tiếp môi giới  
",Căn hộ,,Sổ hồng, 16/11/2023,14/12/2023,Bán,2569821,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Bắc,,,,,,,,,,,,,,
"
Cần BÁN Nhà ĐẸP Đường Nguyễn Trãi - Q. Thanh Xuân, 40m2, 5 Tầng, MT 4,5m, GIÁ 4 Tỷ 788 Triệu
","
4,79
Tỷ ","
40
m2
","['Hà Nội', 'Quận Thanh Xuân', 'Mua bán Nhà riêng tại Đường Nguyễn Trãi']","
CẦN BÁN NHÀ ĐẸP TRONG NGÕ 262B ĐƯỜNG NGUYỄN TRÃI - Q. THANH XUÂN, 40M2, 5 TẦNG, GIÁ 4 TỶ 788 TRIỆU - Diện tích: 40m2, mặt tiền 4,5m, nhà tầng 5 tầng xây dựng chắc chăn, tâm huyết, an sinh tốt.+ Gần nhiều trường Đại học - Bệnh viện lớn, trường học các cấp, gần Ngã Tư Sở - Nguyễn Trãi - Trường Chinh, Gần Ngã tư đường Nguyễn Trãi - Khuất Duy Tiến - Nguyễn Xiển, giao thông thuận tiện các ngả, tiện ích quanh khu đầy đủ,+ Đường ngõ của khu mới làm lại, đổ nhựa sạch sẽ, di chuyển thông thoáng các ngả rất thuận lợi.+ Căn nhà thiết kế 5 tầng xây dựng: phòng ngủ + phòng tâm linh + bếp + sân phơi, WC công năng đầy đủ... + Sổ đỏ chính chủ, nở hậu.- Giá: 4 tỷ 788 triệu (có thương lượng tốt, chủ thiện chí bán). Quý cô/chú/anh/chị quan tâm vui lòng liên hệ: 094l. 66. 8ll8 (hỗ trợ 24/7).
",Nhà riêng,,Sổ đỏ, 26/09/2023,24/10/2023,Bán,2540029,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
"
Ngoại giao CĐT chung cư Khai Sơn City, 30% nhận nhà, chiết khấu lên tới 1,3 tỷ LH 0973 6688***
","
2,9
Tỷ ","
79
m2
",['Mua bán Căn hộ chung cư  Khai Sơn Hill'],"
Chung cư cao cấp Khai Sơn City - Long Biên. Bùng nổ giao dịch tháng ngâu.- Chính sách ưu đãi chưa từng có của CĐT dành cho khách hàng:+ Chiết khấu lên đến 16,5%.+ Tặng gói quà tân giá: 350 Triệu (Áp dụng cho 3 Khách Hàng cuối cùng trong tháng ngâu).+ Hỗ trợ lãi suất 0%/18 Tháng.+ Miễn Phí dịch vụ 1 năm.Liên hệ nhận ưu đãi ngay.! Hotline: 0973668***+ Diện tich căn hộ từ 77,5m2 - 119,7m2. Thiết kế 2 - 3PN.+ Căn hộ Penhouse + Duplex: 197m2 - 230m2.Đăng ký tham quan căn hộ mẫu và nhận chính sách tốt nhất từ chủ đầu tư.Hotline TPKD: Mr.Dương 0973668***Dự án: Khai Sơn City
",Căn hộ,,Sổ đỏ, 26/09/2023,24/10/2023,Bán,2539933,,,,,,,,,,,,,,,Đông-Nam,,,,,,,,,,,,,,
"
Trực tiếp CĐT Khai Sơn City - Duy Nhất 3 Suất Cuối Cùng Ck 16,5% + Gói Tân Gia 350 Triệu.
","
2,9
Tỷ ","
79
m2
",['Mua bán Căn hộ chung cư  Khai Sơn Town'],"
Trực tiếp CĐT Khai Sơn City - Duy Nhất 3 Suất Cuối Cùng Ck 16,5% + Gói Tân Gia 350 Triệu. Chỉ 10% Ký HĐMB  TPKD Mr.Dương 0973668***Chung cư cao cấp Khai Sơn City - Long Biên. Bùng nổ giao dịch tháng ngâu.- Chính sách ưu đãi chưa từng có của CĐT dành cho khách hàng:+ Chiết khấu lên đến 16,5%.+ Tặng gói quà tân giá: 350 Triệu (Áp dụng cho 3 Khách Hàng cuối cùng trong tháng ngâu).+ Hỗ trợ lãi suất 0%/18 Tháng.+ Miễn Phí dịch vụ 1 năm.Liên hệ nhận ưu đãi ngay.! Hotline: 0973668***+ Diện tich căn hộ từ 77,5m2 - 119,7m2. Thiết kế 2 - 3PN.+ Căn hộ Penhouse + Duplex: 197m2 - 230m2.Đăng ký tham quan căn hộ mẫu và nhận chính sách tốt nhất từ chủ đầu tư.Hotline TPKD: Mr.Dương 0973668***Dự án: Khai Sơn City
",Căn hộ,,Sổ đỏ, 26/09/2023,24/10/2023,Bán,2539931,,,,,,,,,,,,,,,Đông-Nam,,,,,,,,,,,,,,
"
Bán nhà trương định dt khủng 47m 5t ô tô. chỉ hơn 3 tỷ
","
3,9
Tỷ ","
47
m2
","['Hà Nội', 'Quận Hoàng Mai', 'Mua bán Nhà riêng tại Đường Trương Định']","
BÁN NHÀ TRƯƠNG ĐỊNH DT khủng 47m 5T Ô tô. chỉ hơn 3 Tỷ. LH - Khu Vực trung tâm 3 phút lên Bạch Mai, 9 phút lên bờ Hồ. Nhà Chủ xây 4 tầng, thiết kế tầng 2 Ngủ rộng + WC. Tổng 4 ngủ rộng. Thừa công năng.- Phố Trương Định thông Nguyễn Đức Cảnh, Hoàng Mai, Tân Mai, Lương Khánh Thiện, thông Hoàng Mai, Nguyễn Đức Cảnh, Đền Lừ, Trương Định, Tân Mai ...- Giá: 3.9 Tỷ (Có TL)- Sổ vuông pháp lý chuẩn, chỉnh.CAM KẾT TT CHUẨN. XEM NHÀ MIỄN PHÍ - LÀM VIỆC CHÍNH CHỦ.- LH Hiền:313 9980
",Nhà riêng,4.0,Sổ đỏ, 26/09/2023,24/10/2023,Bán,2539648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"
Nhà phố trung tâm Bạch Mai. Thiết kế 2PN thoáng, gần trường chợ, an ninh tốt
","
2,25
Tỷ ","
18
m2
","['Hà Nội', 'Quận Hai Bà Trưng', 'Mua bán Nhà riêng tại Phường Bạch Mai']","
NHÀ PHỐ TRUNG TÂM BẠCH MAI - NHÀ MỚI - GẦN Ô TÔ - NGÕ THÔNG⚡️Thông số:Diện tích: 15/18m2Giá: 2,25 tỷMô tả:+ Vị trí nhà rất đẹp gần ô tô, gần phố, gần chợ. Đi lại giao thông thuận tiện.+ Thiết kế:- Tầng 1: phòng bếp + chỗ để xe + WC- Tầng 2: phòng khách- Tầng 3,4: phòng ngủ khép kín.
",Nhà riêng,,, 26/09/2023,24/10/2023,Bán,2539550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"
Bán nhà Cầu Giấy. CCMN mặt ngõ Trần Duy Hưng. Ngõ thông, rộng. 51m2 x5T. Giá 8.5 tỷ
","
8,5
Tỷ ","
51
m2
","['Hà Nội', 'Quận Cầu Giấy', 'Mua bán Nhà mặt phố tại Đường Trần Duy Hưng']","
Chính chủ bán căn nhà đang làm CCMN nằm ngay mặt ngõ Trần Duy Hưng. Trung tâm Cầu Giấy.Dòng tiền đang ổn định 30tr/tháng với 10P cho thuê.- Diện tích: 51m² x 5 tầng.* Tầng 1: Nhà để xe, phòng bếp, phòng khách.* Tầng 2,3,4,5: Tổng 10P.- Mặt tiền 4m: Có lối xe máy đi vào để xe riêng nên chủ nhà mới có thể setup lại tầng 1 kinh doanh ngon lành.- Mặt ngõ rộng 3m. Những nhà xung quanh đều mở của hàng kinh doanh.Ngõ thông, mặt tiền rộng. 100m ra mặt phố Trần Duy Hưng.Sổ vuông chờ giao dịch.Giá: 8.5 tỷ (có thương lượng).Liên hệ Ms. Thu: 0986.629.***
",Nhà mặt phố,,Sổ hồng, 26/09/2023,24/10/2023,Bán,2539515,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
"
Bán nhà Cầu Giấy, Yên Hòa, 25/28m2, 5 tầng, 3 PN, giá hơn 3 tỷ, nhà đẹp ở luôn
","
3,35
Tỷ ","
28
m2
","['Hà Nội', 'Quận Cầu Giấy', 'Mua bán Nhà riêng tại Đường Yên Hòa']","
NHÀ ĐẸP FULL NỘI THẤT SANG SỊN GẦN PHỐ. Nhà trong ngõ 42 phố Yên Hòa, diện tích 25/28m2, 5 tầng, mặt tiền 4m, giá 3.35 tỷ. Nhà cách mặt phố Yên HÒA chỉ 100m. Ngõ thoáng. Vị trí cực đẹp, gần Nguyễn Khang , đường Yên Hoà , tiện ích ngập tràn, giao thông thuận tiện. Thiết kế: - Tầng 1: Khách , bếp, wc - Tầng 2,3,4: mỗi tầng 1 ngủ khép kín. - Tầng 5: phòng thờ, sân phơi Sổ đỏ chính chủ 25m2. Nhà đẹp ở luôn. Ảnh thật 100%. Miễn trung gian.
",Nhà riêng,,, 26/09/2023,24/10/2023,Bán,2539512,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
"
Chủ nhà cần bán gấp Thăng Long Number One căn siêu VIP 3PN 109m2 Giá nhỉnh 4 TỶ RẺ nhất thị trường!
","
4,5
Tỷ ","
109
m2
",['Mua bán Căn hộ chung cư  Thăng Long Number One'],"
Chủ nhà cần bán gấp Thăng Long Number One căn siêu VIP 3PN 109m2 Giá nhỉnh 4 TỶ RẺ nhất thị trường!Mình cần bán gấp chung cư Thăng Long Number One căn 3PN siêu VIP 109M2 Giá Rẻ nhất thị trường!- Thiết kế 109m2. 1PK + 1 Bếp + 3PN + 2WC- Nội thất: FULL NỘI THẤT CAO CẤP KHÁCH CHỈ CẦN XÁCH VALI TỚI Ở.- hướng view siêu đẹp.- Ban công cực rộng thoáng mát, View đẹp.Giá mong muốn 4,5x tỷ--------------------------Liên hệ Đức Giang 0922630*** 
",Căn hộ,,, 26/09/2023,24/10/2023,Bán,2539510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"
Chủ nhà chuyển lên căn 4PN góc cần bán gấp căn 3PN góc giá tốt nhất dự án Vinhomes Gardenia
","
6,1
Tỷ ","
106
m2
",['Mua bán Căn hộ chung cư  Khu đô thị Vinhomes Gardenia'],"
Chủ nhà chuyển lên căn 4PN góc cần bán gấp căn 3PN góc giá tốt nhất dự án Vinhomes GardeniaMình cần bán gấp Căn 3PN+1 Vinhomes Gardenia Hàm Nghi- Thiết kế: 3PN + 1 Phòng làm việc +2WC- Diện tích: 106m2- Nội thất: full nội thất chỉ cần xách vali vào ở luôn.- Tầng trung yên tĩnh thoáng mát- Ban công Đông Nam cực thoáng mát, View bể bơi cực đẹpGiá mong muốn 6,x Tỷ (x tiểu học thôi ạ)- - - - - - - - - - - - - - - - - - - - - - - - - -Liên hệ Đức Giang 0922 630 ***
",Căn hộ,,, 26/09/2023,24/10/2023,Bán,2539483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
