address,gen_descrip,Diện tích,Mức giá,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Ngày đăng,Ngày hết hạn,Loại tin,Mã tin,id,Mặt tiền,Đường vào,Số tầng,Hướng nhà,Hướng ban công
"['Hà Nội', 'Thanh Xuân', 'Phường Thanh Xuân Bắc', 'Đường Nguyễn Huy Tưởng']","
Bán căn hộ lô góc chung cư Nguyễn Huy Tưởng quận Thanh Xuân.+ Căn hộ rộng 86m². Thiết kế 3 phòng ngủ, 3 WC, 1 phòng khách, 2 ban công, bếp và lô gia.+ Full nội thất. Giá 3 tỷ có thương lượng.+ Cửa hướng Tây Bắc, Ban công hướng Đông Nam và Đông Bắc rất thoáng mát.+ Toà nhà cao 22 tầng, bàn giao năm 2018 và được đầu tư và phát triển bởi liên doanh công ty đầu tư XD Vinaconex và tổng công ty Dược Việt Nam Vinapharm. Vị trí đẹp, xung quanh nhiều tiện ích: Siêu thị, trung tâm thương mại, trường học các cấp...+ Sổ hồng lâu dài, chính chủ. Giao dịch luôn.+ Liên hệ E. Phúc 0968 940 *** làm việc trực tiếp chủ nhà.            ",86 m²,3 tỷ,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,30/11/2022,07/12/2022,Tin thường,35986886,batdongsan_com_vn_35986886,,,,Tây - Bắc,Đông - Nam
"['Hà Nội', 'Đống Đa', 'Phường Nam Đồng', 'Đường Nam Đồng']","
Mặt phố Nam Đồng, diện tích 130m, Quận Hai Bà Trưng.Mặt phố Nam Đồng - phố vip - vị trí cực đẹp ngay ngã tư Xã Đàn - kinh doanh vô đối - giá đẹp.Mô tả:- Lô đất duy nhất còn sót lại, mặt tiền đạt tiêu chuẩn, nằm vị trí quá đẹp ngay đầu ngã tư Xã Đàn.- Thông thương với nhiều tuyến phố vip Xã Đàn, Trung Phụng...- Khu vực xây dựng cơ sở hạ tầng cực tốt phù hợp mọi công năng như xây toà văn phòng 8 - 9 tầng...- Trên đất hiện có nhà c4 trước chủ cho thuê giờ bán nên không cho thuê nữa (bỏ không).- Pháp lý: Sổ đỏ chính chủ. Nay bán chia tài sản.- Giá: 36 tỷ (có thương lượng).- Liên hệ: 0945 273 *** em Huy để làm việc với chính chủ và xem pháp lý. (Miễn trung gian, môi giới làm phiền).            ",130 m²,36 tỷ,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,30/11/2022,07/12/2022,Tin thường,35987712,batdongsan_com_vn_35987712,6.4 m,20 m,1 tầng,,
"['Hà Nội', 'Đống Đa', 'Phường Láng Hạ', 'Phố Láng Hạ']","
Mô tả:Vị trí trung tâm Đống Đa, tầm tiền cực hiếm, khu dân cư cán bộ yên tĩnh dân trí cực cao. 150m ra phố. Ngõ thông.Thiết kế:+ Tầng 1 + tầng lửng: Thông sàn thang máy thang bộ cuối, WC.+ Tầng 2,3,4: 1PN rộng khép kín.+ Tầng 5: Bếp, quầy bar, phòng ăn, phòng khách, WC.+ Tầng 6: Phòng thờ, sân phơi.- Sổ đỏ chính chủ, giao dịch ngay.- Liên hệ em Long 0969 582 *** để biết thêm thông tin chi tiết.            ",50 m²,12 tỷ,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Sang trọng hiện đại ,30/11/2022,07/12/2022,Tin thường,35986874,batdongsan_com_vn_35986874,4 m,4 m,7 tầng,,
"['Hà Nội', 'Thanh Xuân', 'Phường Khương Mai', 'Đường Nguyễn Ngọc Nại']","
+ Gia đình tôi cần bán nhà tại phố Nguyễn Ngọc Nại, ngõ sạch sẽ, văn minh, ô tô đỗ cửa, cách 20m ra phố,... Trường, chợ, UBND phường cách nhà vài bước chân, bạt ngàn tiện ích.+ Nhà thiết kế chắc chắn, khách về ở ngay.+ Sổ đỏ chính chủ, sẵn sàng giao dịch.+ LH Ms Thủy 0961 505 *** xem và gặp trực tiếp chủ nhà.Miễn MG và TG.            ",50 m²,6 tỷ,,,Sổ đỏ/ Sổ hồng.,,30/11/2022,07/12/2022,Tin thường,35987709,batdongsan_com_vn_35987709,,,4 tầng,,
"['Hà Nội', 'Hoàng Mai', 'Phường Hoàng Văn Thụ', 'Đường Hoàng Mai', 'Dự án Feliz Homes']","
Do chuyển chỗ làm nên vợ chồng tôi muốn sang nhượng căn hộ đã mua tại dự án Feliz Homes để lấy tiền mua nhà khu vực Mỹ Đình. Mục đích ban đầu là mua nhà để ở nên gia đình tôi đã lựa chọn rất cẩn thận, căn hộ tầng trung, thiết kế hợp lý, căn góc ngập tràn ánh sáng tự nhiên.Thông tin căn hộ:- Tầng trung, diện tích thông thủy 90 m².- Cửa hướng Bắc ban công hướng Nam.- Căn hộ thiết kế 3PN, 2 vệ sinh, 2 ban công.Giá bán: 3.85 tỷ (vì cần bán gấp nên tôi bán rẻ hơn giá hiện tại 150tr).Ai có nhu cầu thực sự xin liên hệ: 0344 419 *** ",90 m²,3.85 tỷ,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,,30/11/2022,07/12/2022,Tin thường,35987707,batdongsan_com_vn_35987707,,,,Bắc,Nam
"['Hà Nội', 'Nam Từ Liêm', 'Phường Mỹ Đình 1', 'Đường Đình Thôn']","
+ Nhà ở vị trí cực đẹp, đường trước nhà rộng, cực thoáng sáng. Vác vali ở luôn được.+ Khu dân cư sầm uất, rất nhiều người Hàn như phố Hàn Quốc. Diện tích cực rộng 4 tầng thiết kế hiện đại. Có ô chờ thang máy.+ Tiện ích tràn ngập chả thiếu gì: Trường học các cấp, siêu thị, TTTM, bệnh viện, bể bơi, sân vận động bến xe, đại lộ Thăng Long...+ Sổ đẹp nở hậu, cất két chờ giao dịch.            ",65 m²,6 tỷ,,,Sổ đỏ/ Sổ hồng,Đầy đủ,30/11/2022,07/12/2022,Tin thường,35986578,batdongsan_com_vn_35986578,,,,,
"['Hà Nội', 'Long Biên', 'Phường Bồ Đề', 'Đường Lâm Hạ']","
Bán Liền kề mặt phố Lâm Hạ, Long Biên - dự án Minh Nhựa. Diện tích 127,3m² mặt tiền 6m đã có nhà xây thô 7 tầng (1 tầng hầm và 6 tầng nổi). Mặt tiền chính hướng mặt phố chính Lâm Hạ, mặt sau quay ra đường nội bộ của dự án.Hướng nhà: Đông Nam và Tây Bắc.Pháp lý: Sổ đỏ chính chủ.Giá bán: 45 tỷ.Liên hệ 0905 568 *** ",127.3 m²,45 tỷ,,,Sổ đỏ/ Sổ hồng.,,30/11/2022,07/12/2022,Tin thường,35987630,batdongsan_com_vn_35987630,6 m,40 m,7 tầng,Đông - Nam,
"['Hà Nội', 'Hà Đông', 'Phường Dương Nội']","
+ Chính chủ tôi cần bán gấp lô đất dịch vụ NO08. LK 16, 17, 18 AB, Dương Nội, Hà Đông. Vị trí cực đẹp nhìn ra đường đôi nối từ khu biệt thự Nam Cường ra Aeon Mall, khu vực đã rất nhiều dân cư, cực sầm uất.Diện tích 50m², vỉa hè rộng, đường rộng thông thẳng từ khu biệt thự Dương Nội sang TTTM Aeon Mall và bệnh viện Quốc tế. Lô đất ở vị trí ưu tiên kinh doanh quá đỉnh, thời gian tới giá trị sẽ tăng cực cao.+ Nằm gần TTTM Aeon Mall lớn nhất Miền Bắc, bệnh viện Quốc tế, trường PT quốc tế Việt Nam, mầm non, trường Việt Nhật rất nhiều sinh viên kinh doanh thì quá đỉnh.+ Xung quanh là toàn các khu đô thị đẳng cấp như khu biệt thự Nam Cường, FLC Garden City, Geleximco.+ Giao thông thì vô cùng thuận tiện là trung tâm phía Tây Hà Nội, rất nhiều đường lớn mở ra kết nối các nơi tập trung về Aeon Mall.+ Hạ tầng xung quanh cực đẹp, dân trí cao, an ninh tốt, tiện ích đầy đủ ngay gần nhà như bể bơi, phòng gym, sân bóng. Quá tuyệt vời.+ Sổ đỏ chính chủ, pháp lý rõ ràng.+ Giá: 6.8 tỷ.LH 0982 889 ***. Miễn trung gian.            ",50 m²,6.8 tỷ,,,Sổ đỏ,,30/11/2022,07/12/2022,Tin thường,33683068,batdongsan_com_vn_33683068,,,,,
"['Hà Nội', 'Thanh Xuân', 'Phường Nhân Chính', 'Phố Ngụy Như Kon Tum', 'Dự án Hei Tower Điện Lực']","
Toà nhà Hei Tower Ngụy Như Kon Tum là tòa nhà hỗn hợp được thiết kế theo tiêu chuẩn Tòa nhà xanh, bao gồm trung tâm thương mại tiêu chuẩn quốc tế, hệ thống văn phòng hạng A, các dịch vụ bể bơi, chăm sóc sức khỏe, khu tổ hợp các căn hộ. Tọa lạc gồm 25 tầng, 2 tầng hầm và tầng kỹ thuật do liên doanh Tổng Công ty Điện Lực Hà Nội và công ty cổ phần Đầu Tư Điện Lực Hà Nội làm chủ đầu tư.Diện tích 130m² gồm 3PN, 2WC phòng khách rộng rãi.            ",130 m²,39 triệu/m²,3 phòng,2 phòng,,,30/11/2022,08/12/2022,Tin thường,35986640,batdongsan_com_vn_35986640,,,,,
"['Hà Nội', 'Ba Đình', 'Phường Giảng Võ', 'Phố Ngọc Khánh']","
Bán nhà mặt ngõ phố Ngọc Khánh, Quận Ba Đình. Diện tích 47m², mặt tiền 3m, nhà 5 tầng giá chào 7,3 tỷ (có thương lượng).Nhà mặt ngõ rất gần mặt phố Ngọc Khánh, ngõ thông ra Đê La Thành, cách Vinhomes Giảng Võ 200m, nhà mới xây được 3 năm với 5 tầng gồm 6 phòng ngủ, phù hợp cho gia đình nhiều thế hệ.Giá chào 7,3 tỷ (có thương lượng).Sổ đỏ chính chủ, hàng xóm thân thiện, an ninh tốt.Liên hệ xem nhà Mr Sơn 0904 371 *** ",47 m²,7.3 tỷ,6 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,30/11/2022,07/12/2022,Tin thường,35986057,batdongsan_com_vn_35986057,3 m,2.5 m,5 tầng,,
