address,gen_descrip,Diện tích,Mức giá,Mặt tiền,Số tầng,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Ngày đăng,Ngày hết hạn,Loại tin,Mã tin,id,Đường vào,Hướng nhà,Hướng ban công
"['Hà Nội', 'Hà Đông', 'Phường Phú La', 'Đường Lê Trọng Tấn', 'Dự án KĐT Văn Phú']","
Mô tả:+ Nhà bán hoàn thiện nội thất xịn sò.+ Tầng1: Gara ô tô, P Bếp Ăn, khu Bon sai, phong thủy.+ T2: Phòng Khách và Phòng ngủ.+ Tầng3: 02 Phòng ngủ.+ T4: Phòng ngủ và Phòng Thờ.- Khu vực hàng xóm với Khu Đô Thị Phú Lương.- Sổ đỏ chính chủ sẵn sàng giao dịch.- ACE Có nhu cầu gọi ngay để xem nhà 0963 452 *** ",83 m²,8.4 tỷ,4.5 m,4 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Cao cấp,29/11/2022,06/12/2022,Tin thường,35982338,batdongsan_com_vn_35982338,16 m,,
"['Hà Nội', 'Đống Đa', 'Phường Láng Hạ', 'Đường Huỳnh Thúc Kháng']","
Mặt ngõ to như phố - gần trường học cấp 1,2,3 - ngõ thông - phân lô vỉa hè!+ Huỳnh Thúc Kháng - Đống Đa ngõ thông to ô tô tránh, kinh doanh, cho thuê, để ở... Vài bước chân ra trường cấp 3 Phan Huy Chú, ra mặt phố to khu ngõ toàn quan chức to.+ Nhà 4 tầng:- Tầng 1: Để xe khách bếp.- Tầng 2: Phòng khách + 1 phòng ngủ + WC.- Tầng 3: Gồm 2 phòng ngủ + WC.- Tầng 4: Phòng thờ + sân phơi.+ Sổ đỏ sẵn sàng giao dịch.Giá 14.5 tỷ có thương lượng.Liên hệ xem nhà ngay: 0972 894 *** em Nga.            ",48 m²,14.5 tỷ,,,,,Sổ đỏ sẵn sàng giao dịch.,,29/11/2022,06/12/2022,Tin thường,35981966,batdongsan_com_vn_35981966,,,
"['Hà Nội', 'Hà Đông', 'Phường Hà Cầu', 'Đường Hà Trì']","
+ Siêu hiếm chủ cần tiền bán gấp nhà Hà Trì, ô tô cách nhà 10m. Diện tích 37m², nhà 4 tầng, 4m, giá 2 tỷ 9.+ Vị trí nằm trung tâm quận Hà Đông, khu vực dân cư sầm uất. Cách chợ Hà Đông 300m, nhà cách đường ô tô 10m, xung quanh tiện ích không thiếu thứ gì.+ Nhà thiết kế 4 tầng khung cột btct chắc chắn.- Tầng 1: Khách bếp.- Tầng 2, 3: Mỗi tầng 1 ngủ.- Tầng 4: Phòng thờ, sân phơi.+ Sổ đỏ vuông, sẵn giao dịch. Giá tốt nhất khu vực 2 tỷ 9 có thương lượng.* Liên hệ Mr Vĩnh 0966 429 *** làm việc chính chủ.            ",37 m²,2.9 tỷ,4 m,4 tầng,4 phòng,4 phòng,Sổ đỏ,,29/11/2022,07/12/2022,Tin thường,35295213,batdongsan_com_vn_35295213,4 m,,
"['Hà Nội', 'Đông Anh', 'Xã Đông Hội', 'Đường 5', 'Dự án Eurowindow River Park']","
Thông tin căn hộ:- Diện tích 77m² thông thuỷ.- 2 phòng ngủ rộng hơn 30m².- 2 vệ sinh, phòng khách, bếp.- Cửa vào Đông Nam.Giá 1,66tỷ đóng trước 70%.Nhận nhà sau 15 ngày đủ tiền.Hotline em Tuân: 0899 996 *** ",77 m²,21.6 triệu/m²,,,2 phòng,2 phòng,,Bàn giao thô.,26/11/2022,03/12/2022,Tin thường,35651683,batdongsan_com_vn_35651683,,Đông - Nam,
"['Hà Nội', 'Thạch Thất', 'Xã Tiến Xuân', 'Đường Đại lộ Thăng Long', 'Dự án Xanh Villas']","
- Cam kết luôn lấy được quỹ căn đẹp nhất, giá tốt nhất. Cập nhật thông tin thời gian thực.* Mr Trần 0988 015 ***+ Thiết kế cảnh quan: West Green của Canada.+ Thiết kế mẫu nhà: Swan & Maclaren của Singapore.+ Vận hành: CBRE Group - Mỹ.A. Quỹ căn khu C:* Quỹ căn ngoại giao:- C1 - 10; C2 - 05; C2 - 06 các căn này hiện CĐT đang làm giá nên a chị nào quan tâm nhắn riêng cho e nhé. Các căn này vào tên hợp đồng luôn và vẫn được vay ngân hàng a chị nhé!- Căn C4 - 21, giá HĐ 12,5 tỷ + Chênh 2 tỷ. Căn này cũng vào luôn đc tên HĐ và đc vay ngân hàng.- C8 - 01 - DT 400m² / 3 tầng / view ĐN - TB - TN / Căn 3 mặt tiền đơn lập đẹp nhất khu C, chênh 3 tỷ (Vip*).- C4 - 12 DT 250m² / 3 tầng / view chính Nam / song lập chênh 1,5 tỷ.- C5 - 27 DT 250m² / 3 tầng / view chính Nam / song lập chênh 1,5 tỷ.- C5 - 22 DT 250m² / 3 tầng / view chính Nam / song lập chênh 1,5 tỷ.- C5 - 17 DT 345m² / 3 tầng / view chính Bắc / song lập có vườn cây xanh, căn góc chênh 2 tỷ.- C5 - 31 DT 250m² / 3 tầng / view chính Nam / song lập chênh 1,5 tỷ.- C4 - 02 DT 238m² / 3 tầng / view Cluphouse trung tâm / song lập chênh 1,7 tỷ.- C7 - 03A DT 229m² / 3 tầng / view chính Tây Nam / song lập căn góc giá chênh 2 tỷ.- C7 - 03 DT 207m² / 3 tầng / view chính Tây Nam / Đơn lập căn hữu hạn, chênh 2 tỷ.B. Quỹ căn khu A.- A5 - 12B DT 736m² / 3 tầng / view chính Tây Bắc / đơn lập căn góc đã xây thô hoàn thiện mặt ngoài giá chênh 3 tỷ.- A3 - 03A DT 450m² / 3 tầng / view chính Tây Nam / đơn lập giá chênh 3 tỷ.C. Quỹ căn khu B.- B3 - 32 DT 210m² / 3 tầng / view chính Tây Bắc / Song lập đã hoàn thiện vào ở ngay chênh 3 tỷ.- B6 - 24 DT 505m² / 3 tầng / view chính Tây Bắc / đơn lập giá chênh 3 tỷ.* E còn rất nhiều quỹ căn khác, anh chị quan tâm Liên hệ em: Mr Trung 0988 015 *** ",200 m²,6.5 tỷ,,2 tầng,4 phòng,4 phòng,Đã có sổ đỏ.,Thô hoàn thiện mặt ngoài hoặc full nội thất.,28/11/2022,05/12/2022,Tin thường,32106084,batdongsan_com_vn_32106084,11.5 m,Đông - Nam,Tây - Bắc
"['Hà Nội', 'Đông Anh', 'Xã Đông Hội', 'Đường 5', 'Dự án Eurowindow River Park']","
Thông tin căn hộ:- Diện tích thông thuỷ 82m².- 3 phòng ngủ.- Hướng nhà Đông Bắc.Nhận nhà ở ngay sau 15 ngày.Thanh toán trước chỉ 70%.Liên hệ ban quản lý dự án: 0899 996 *** ",82 m²,1.85 tỷ,,,3 phòng,2 phòng,,,29/11/2022,06/12/2022,Tin thường,35716823,batdongsan_com_vn_35716823,,Đông - Bắc,
"['Hà Nội', 'Gia Lâm', 'Xã Dương Xá', 'Dự án Vinhomes Ocean Park Gia Lâm']","
Rẻ chưa từng có căn hộ 3PN2VS chủ cần tiền gấp nên bán với giá 2.4 tỷ - nhận nhà ở ngay tại Vinhomes Ocean Park.- Diên tích: 80m².- Thiết kế căn hộ: 3 phòng ngủ sáng, 2 vê sinh, 2 ban công, khách, bếp...- Nội thất: Full nội thất từ A - Z khách chỉ việc vào ở.- Nhà đã có sổ rồi, nhận nhà ngay.Liên hệ xem nhà: 0961 020 *** ",80 m²,2.4 tỷ,,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,,29/11/2022,06/12/2022,Tin thường,35911999,batdongsan_com_vn_35911999,,,
"['Hà Nội', 'Cầu Giấy', 'Phường Trung Hòa', 'Đường Trần Duy Hưng', '119', ""Vinhomes D'Capitale""]","
Cần bán căn hộ 3 ngủ - 2WC - 2 ban công.Vị trí tầng trung tại Dcapitale 119 Trần Duy Hưng - Trung Hòa - Cầu Giấy - Hà Nội.- Diện tích 99m².- Nội thất nguyên bản CĐT.- Hướng Ban công Đông Nam thoáng mát.- Khối đế Vincom Trần Duy Hưng 5 tầng.- Tầng 6 có bể bơi ngoài trời, nội khu riêng biệt.- Đối diện ngay Big C Thăng Long, thuận tiện mua sắm.- Gần ngay trường Amsterdam, trường quốc tế, bệnh viện Thu Cúc, công viên Thanh Xuân,..Giá thu về chỉ 6.3 tỷ.Liên hệ 0979 407 *** ",99 m²,6.3 tỷ,,,3 phòng,2 phòng,,,29/11/2022,06/12/2022,Tin thường,35982311,batdongsan_com_vn_35982311,,,
"['Hà Nội', 'Cầu Giấy', 'Phường Yên Hòa', 'Phố Trung Kính']","
Bán nhà phân lô Trung Kính, Yên Hòa, Cầu Giấy, Hà Nội.Diện tích trên sổ 40m², mặt tiền 5m, phân lô xây dựng 5 tầng, mỗi tầng chia 2 phòng.Vị trí phân lô thông thoáng, ngõ ô tô vào nhà.Sổ đỏ vuông vắn, không lỗi phong thủy, giá 8,5 tỷ có thương lượng.Liên hệ 0982,226,302.            ",40 m²,8.5 tỷ,5 m,5 tầng,,,Sổ đỏ,,29/11/2022,06/12/2022,Tin thường,35744406,batdongsan_com_vn_35744406,,,
"['Hà Nội', 'Cầu Giấy', 'Phường Dịch Vọng', 'Phố Khúc Thừa Dụ']","
Bán nhà phố Khúc Thừa Dụ, Cầu Giấy.+ Diện tích 50m², 5 tầng, mặt tiền 4.5m, không lỗi phong thủy chủ tự thiết, kế, xây vô cùng hiện đại và chắc chắn.+ Đường trước nhà oto vào nhà, 20m ra oto tránh, ngõ thông, kinh doanh sầm uất. Cách công viên Cầu Giấy hơn 100m, nhiều tiện ích.+ Phố Khúc Thừa Dụ, Trương Công Giai, TRần Thái Tông, Cầu Giấy, Duy Tân... Giao thông vô cùng thuận tiện.+ Sổ đỏ vuông đẹp, cất két, sẵn sàng giao dịch.+ Giá 11.2 tỷ (thương lượng).+ LH: Mrs Hạnh, 0941 635 ***, xem nhà.            ",50 m²,11.2 tỷ,4.5 m,5 tầng,5 phòng,4 phòng,Sổ đỏ,,29/11/2022,06/12/2022,Tin thường,35981604,batdongsan_com_vn_35981604,,,
