address,gen_descrip,Diện tích,Mức giá,Mặt tiền,Pháp lý,Ngày đăng,Ngày hết hạn,Loại tin,Mã tin,id,Hướng nhà,Số tầng,Số phòng ngủ,Số toilet,Hướng ban công,Nội thất,Đường vào
"['Hà Nội', 'Thạch Thất', 'Xã Tân Xã']","
Em Viễn Hòa Lạc 0914 977 *** chuyên nhà đất khu vực Hòa Lạc bán hàng trăm lô đất thuộc:- Đất các khu tái định cư: Bình Yên, Bắc Phú Cát, Đại học Quốc Gia, Linh Sơn...- Đất mặt đường kinh doanh: Tân Xã, Bình Yên, Hạ Bằng, Đồng Trúc, Tỉnh lộ 420, Quốc lộ 21,...- Đất trong khu dân cư các xã: Tân Xã, Bình Yên, Hạ Bằng, Đồng Trúc, Phú Cát, Thạch Hòa,...- Diện tích phong phú từ 50m² - 2000m², vị trí đẹp, gần khu công nghệ cao, gần đại học FPT, Đại học Quốc Gia Hà Nội.- Đáp ứng mọi nhu cầu của nhà đầu tư: Mua ở, mua đầu tư, mua kinh doanh, mua xây trọ,... Tài chính chỉ từ dưới 1 tỷ.Liên hệ 0914 977 *** để nhận tư vấn và xem đất.Cam kết về chuẩn về quy hoạch - pháp lý - giá cả trung thực.            ",50 m²,Thỏa thuận,,Sổ đỏ/ Sổ hồng,18/11/2022,28/11/2022,Tin Vip 1,35874390,batdongsan_com_vn_35874390,,,,,,,
"['Hà Nội', 'Đống Đa', 'Phường Ô Chợ Dừa', 'Đường Võ Văn Dũng']","
Vị trí đẹp nhất phố Võ Văn Dũng, cách hồ Hoàng Cầu 30m, vỉa hè rộng, khu vực cực hiếm nhà bán.Thiết kế tinh tế, đẳng cấp. (thông sàn từ tầng 1 đến tầng 5. Tầng 6 chia 2 phòng, tầng 7 bếp, tầng 8 phòng thờ, sân phơi).Ví trí kinh doanh cực tốt. Chủ đang cho thuê 1.5 tỷ/năm.Sổ đỏ vuông đẹp, chính chủ.Chủ nhà thiện chí.            ",79 m²,46.8 tỷ,6 m,,18/11/2022,28/11/2022,Tin Vip 1,35665103,batdongsan_com_vn_35665103,,8 tầng,,,,,15 m
"['Hà Nội', 'Ba Vì', 'Xã Minh Quang']","
Cách Hà Nội tầm hơn 1h lái xe, tổng diện tích: 6000m² trong đó 400m² thổ cư (đăng ký lên thổ cư 600 - 1000m² thoải mái), góc view đồi núi và hồ hiếm có, xem 1 lần lại muốn xem lần 2.Đường đi từ Hà nội lên thuận tiện, Trục đường ô tô tránh nhau. Không khí ưu ái trong lành mát mẻ quanh năm. Xung quanh có nhiều khu nghỉ dưỡng resort...Đã có sổ liên hệ chính chủ lên xem 0966 682 *** ",6000 m²,Thỏa thuận,,,18/11/2022,28/11/2022,Tin Vip 1,35873895,batdongsan_com_vn_35873895,Đông - Nam,,,,,,5 m
"['Hà Nội', 'Thanh Xuân', 'Phường Thanh Xuân Trung', '203 Đường Nguyễn Huy Tưởng', 'Dự án Imperia Garden']","
- Chính chủ cần bán shophouse chân đế chung cư Imperia Garden, 203 Nguyễn Huy Tưởng, 143 Nguyễn Tuân - đã có sổ đỏ chính chủ. Diện tích ~ 167m².- Vị trí cực đẹp: Cạnh sảnh cư dân. Một trong rất ít căn có 2 cửa ra vào, đối diện là trường mầm non & THCS Thanh Xuân. Vị trí shophouse ngay gần cổng 143 Nguyễn Tuân.- Khu vực trung tâm dân cư đông & thu nhập cao, 4 tòa chung cư 1700 căn hộ, tầng 2 - 7 là văn phòng.- Hiện đang cho thuê 50tr/tháng. Có thể tiếp nối hợp đồng hoặc cho thuê lại.Giá: 10 tỷ bao phí.Liên hệ chính chủ: 0961 519 *** - A Dũng.            ",167 m²,10 tỷ,10 m,Sổ hồng.,18/11/2022,28/11/2022,Tin Vip 1,33254893,batdongsan_com_vn_33254893,,,,,,,
"['Hà Nội', 'Đông Anh', 'Xã Đông Hội', 'Đường 5', 'Dự án Eurowindow River Park']","
Chào quý vị, qua khảo sát của đơn vị CĐT EWH khoảng 80% cư dân Eurowindow River Park mua căn hộ tại dự án là căn hộ đầu tiên, tổ ấm đầu tiên của quý vị KH.Chắc chắn căn hộ đầu tiên là thành quả nỗ lực miệt mài của quý vị trong nhiều năm. Và những trăn trở của quý vị là điều rất đơn vị bán hàng rất hiểu và cảm thông. Xin gửi tới quý vị những giải đáp của 5 thắc mắc KH hay hỏi nhất khi tìm mua Eurowindow River Park.--------1. Sao dự án bán lâu vậy rồi vẫn còn, liệu có vấn đề gì không?Dự án Eurowindow River park đảm bảo pháp lý án toàn và chuẩn chỉ. Dự án đã được cấp sổ cho cư dân đảm bảo 100% tính an toàn cho KH mua. Có thể nhận nhà ở ngay không chờ đợi.2. Dự án vị trí có vẻ xa.Từ dự án tới phố cổ chỉ 8 - 9km. Khoảng cách mà các quận Hà Đông, Mỹ Đình, Gia Lâm lên phố còn mơ ước.3. Dự án hơi đơn độc có ít tiện ích.Dự án đã có hiện hữu đầy đủ tiện ích: Gym Yoga, Đại siêu thị Winmart, Chợ truyền thống dân sinh, hệ thống 137 shophouse kinh doanh sầm uất, cư dân về sinh sống 70%.4. Bao nhiêu tiền thì mua được căn hộ ở đây.Dự án có giá bán từ 1,8 tỷ - 3 tỷ. Khách hàng cần có 30% có thể mua và về ở ngay.5. Nếu trả góp thì chính sách sao.Hiện CĐT đang HTLS 0% trong 12 - 18 tháng. Khách hàng cần vốn tự có 30% tương đương từ 600tr có thể nhận nhà và phần còn lại được hỗ trợ trả góp trong 20 năm.--------Chi tiết về mặt bằng căn hộ, chính sách trả góp và dẫn đi xem căn hộ thực tế. Xin quý vị vui lòng liên hệ vào hotline.SĐT: 0936 161 ***Onl 24/7 Xem nhà các ngày trong tuần từ 8 - 20h).Nếu thấy hữu ích quý vị hãy liên hệ để Mr Công Đức ĐXMB có thể tư vấn và gửi thông tin.Quý vị có thể ấn nút Yêu cầu liên hệ để Công Đức có thể liên lạc tới quý vị.            ",63 m²,1.8 tỷ,,Đang chờ sổ,18/11/2022,28/11/2022,Tin Vip 1,35873497,batdongsan_com_vn_35873497,Tây - Bắc,,2 phòng,2 phòng,Đông - Nam,Hoàn thiện nội thất cao cấp.,
"['Hà Nội', 'Hà Đông', 'Phường La Khê', 'Đường Tố Hữu', 'Dự án The Pride']","
Do cuối năm chuyển công tác trên phố cho gần chỗ làm nên mình cần bán căn hộ CT2 The Pride Tố Hữu, La Khê, Hà Đông vì đã tìm được nhà mới mong muốn người mua đến ở giữ gìn sạch sẽ cẩn thận.Thông tin như sau:Diện tích: 98,3m² gồm 3 ngủ, 2 vệ sinh, ban công thoáng mát.Nội thất để lại đầy đủ phòng khách, bếp trừ một số đồ điện tử.Tiện ích đầy đủ siêu thị Đức Thành, trường mầm non, nhà hàng, trung tâm thương mại, khuôn viên chơi, kios, bể bơi, gym, spa,...Giá 2, x tỷ có thương lượng.Ai quan tâm vui lòng liên hệ Mr. Giang 0902 122 *** ",98.3 m²,2.8 tỷ,,Sổ đỏ/ Sổ hồng,18/11/2022,28/11/2022,Tin Vip 1,35873059,batdongsan_com_vn_35873059,,,3 phòng,2 phòng,,,
"['Hà Nội', 'Hai Bà Trưng', 'Phường Minh Khai', 'Đường Minh Khai']","
- Gia đình tôi cần bán nhanh toà nhà mặt đường mới phố Minh Khai, gần ngã tư Bạch Mai, chợ Mơ. Đường lớn trước nhà 3 xe tải tránh nhau, vỉa hè thênh thang 6m.- MB 81m², MT 6m. Thoáng trước sau. Xây mới 7 tầng, một Tum. Thang máy 450kg nhập khẩu Nhật Bản. Thiết kế:- Tầng: 1, 2, 3: Thông sàn kinh doanh, lắp: 2 điều hoà âm trần. 3WC.- Tầng 4, 5: Mỗi tầng 2 phòng ngủ lát gỗ, 4WC khép kín từng phòng. Full sẵn giường tủ quần áo, vách kệ An Cường.- Tầng 6: Một sàn rộng: Bếp nhựa An Cường, phòng ăn và phòng khách lớn, trang bị sẵn: Sofa Ý phòng khách, bộ bàn ăn phòng khách hàng nhập. Vách kệ, đèn chùm, điều hoà âm trần.- Tầng 7: Phòng ngủ, phòng thờ, sân sinh hoạt chung hoa sắt Mỹ thuật bắn kính.- Tầng 8 là Tum đã lát gạch sạch sẽ.- Nhà tôi đầu tư cao cấp, trang thiết bị lựa chọn hàng nhập, thợ thi công tay nghề cao, tâm huyết. TBVS: Bàn đá, bình nóng lạnh, sen cây và bệt liền inax AC919 nhập chính hãng.- Thiết kế nhà mẫu mới, hiện đại, hai mặt mở cửa thoáng trước sau. Ban công nhôm đúc trong kính View toàn cảnh siêu thoáng và đẹp. Nhà xây khung, kết cấu móng đài ép cọc lên thêm tầng thoải mái (có dữ liệu từ lúc ép cọc lên tận tầng 8 để kiểm tra tổng thể).- Vị trí nhà đắc địa, nhà thuộc trục đường kinh doanh sầm uất nhất phố Minh Khai. Riêng tầng 1 để được 4 ô tô trong nhà, vỉa hè hai bên để ô tô thoải mái. Nhà cạnh CC may Thăng Long, TTTM chợ Mơ, Bách Khoa, Kinh Tế.- Phù hợp vừa ở vừa khai thác thương mại, bất chấp mọi loại hình kinh doanh như: Nhà hàng, VP công ty, phòng khám, thẩm mỹ viện, trung tâm Anh Ngữ cho thuê đắt khách.- Sổ đỏ riêng quyền đứng tên vợ chồng tôi. Có GPXD 7T một tum đầy đủ. Giá bán: 21 tỷ có TL mạnh cho khách thiện chí. Vậy ai có nhu cầu xin liên hệ trực tiếp 0975 152 *** để biết thêm thông tin nhà.- Cảm ơn đã đọc tin!            ",81 m²,21 tỷ,6 m,Sổ đỏ/ Sổ hồng,18/11/2022,28/11/2022,Tin Vip 1,35872911,batdongsan_com_vn_35872911,,7 tầng,5 phòng,9 phòng,,Đầy đủ,12 m
"['Hà Nội', 'Long Biên', 'Phường Bồ Đề', 'Đường Bồ Đề']","
Một kiệt tác nghệ thuật đẳng cấp nhất phố Bồ Đề - quận long biên - không gian sống đẹp choáng ngợp - gara ô tô - thang máy - đẹp độc và là duy nhất.Diện tích 91m² x 6 tầng.Mặt tiền: 4.5m.Giá: 13,8 tỷ (Có Thương Lượng).Mô tả:Tầng 1: Gara ô tô + bể cá koi + phòng khách Luxury.Tầng 2: 1 Phòng ngủ + VS Khép kín.Tầng 3,4: Mỗi tầng 2 phòng + VS Khép kín.Tầng 5: Phòng Bếp + phòng ngủ + VS Ngoài.Tầng 6: Phòng thờ như từ đường + sân phơi kết hợp nướng BBQ ngoài trời.Sổ đỏ sẵn sàng giao dịch.Tổng có 6 phòng ngủ.Với diện tích nhà lên đến 91m² cùng chủ nhà là kiến trúc sư thiết kế và xây dựng lên một tác phẩm nghệ thuật đẳng cấp. Khách có tiền xứng đáng ở hưởng thụ.Liên hệ xem nhà: Mr Nam 0936 368 *** ",91 m²,13.8 tỷ,4.5 m,Đã có sổ.,18/11/2022,28/11/2022,Tin Vip 1,35872722,batdongsan_com_vn_35872722,Đông - Nam,6 tầng,6 phòng,4 phòng,,,
"['Hà Nội', 'Hà Đông', 'Phường Phú Lương']","
Chính chủ bán thửa đất đấu giá Phú Lương, Hà Đông.- Diện tích: 50m², mặt tiền 5m.- Đường rộng 12m.- Vỉa hè rộng 3m.- Vị trí: Đắc địa Ngay gần công viên vui chơi - kinh doanh đa dạng các loại hình.- Giao thông thuận tiện, tiện ích ngập tràn hưởng trọn các gói dịch vụ.- Vị trí đẹp tiềm năng tăng giá cao.- Thích hợp cho các nhà đầu tư thông minh tương lai giá trị đất còn tăng nữa.- Sổ đỏ chính chủ chờ giao dịch.            ",50 m²,4.5 tỷ,5 m,Sổ đỏ,18/11/2022,28/11/2022,Tin Vip 1,35871797,batdongsan_com_vn_35871797,Đông - Bắc,,,,,,12 m
"['Hà Nội', 'Nam Từ Liêm', 'Phường Phú Đô', 'Dự án Mỹ Đình Pearl']","
Gia đình tôi chuyển công tác nên cần bán lại căn hộ chung cư cao cấp Mỹ Đình Pearl (p1), Nam Từ Liêm, Hà Nội.+ Căn góc 104m² trục 06, tim tường sổ 94,2m² thiết kế 3 phòng ngủ 2 vệ sinh, phòng khách và bếp rộng rãi, view công viên hồ điều hòa của thành phố rất đẹp, full nội thất và full đồ điện tử, khách chỉ việc xách vali vào ở.+ Đây là khu chung cư cao cấp đầy đủ tiện ích như bể bơi, siêu thị, gym, khu vui chơi...+ Giao thông thuận tiện thoáng đãng môi trường sống lý tưởng.+ Giá bán: 5,x tỷ (x nhỏ xíu).Cam kết tôi là chính chủ nên sẽ có ưu đãi đặc biệt cho khách mua trực tiếp 0961 593 *** ",104 m²,Thỏa thuận,,,18/11/2022,28/11/2022,Tin Vip 1,35871577,batdongsan_com_vn_35871577,,,3 phòng,2 phòng,,,
