address,gen_descrip,Diện tích,Mức giá,Mặt tiền,Đường vào,Hướng nhà,Pháp lý,Ngày đăng,Ngày hết hạn,Loại tin,Mã tin,id,Số tầng,Số phòng ngủ,Số toilet,Nội thất,Hướng ban công
"['Hà Nội', 'Thanh Trì', 'Xã Tân Triều', 'Đường Nguyễn Xiển']","
CHUNG CƯ CAO CẤP HẠNG A - ĐẸP NHẤT KHU - TẦNG ĐẸP CĂN VÍP - 3 PHÒNG NGỦ - VIEW UBND TÂN TRIỀU - GIA CHỦ LÀM ĂN CÓ LỘC CHUYỂN MUA LIỀN KỀ Mô tả:- Vị trí tòa nhà nằm trong ngõ 300 Nguyễn Xiển, là tổ hợp trung tâm thương mại và căn hộ hiện đại sang trọng bậc nhất phía tây thủ đô, với quy hoạch đồng bộ đầy đủ tiện ích và dịch vụ. Căn hộ được bàn giao vào cuối năm 2020 đầu năm 2021 nên gần như mới và hiện đại- Căn hộ thuộc tòa B là căn hộ hạng A có diện tích 97.4m², thiết kế 3 phòng ngủ, 2 vệ sinh với ban công rộng thiết kế hiện đại tiện nghi. Ba phòng ngủ đều có cửa sổ thoáng nhìn nội khu rất đẹp- Nội thất đầy đủ, để lại đồ liền tường hoặc thỏa thuận Pháp lý: Sổ đỏ chính chủ, sở hữu lâu dài sẵn sàng sang tên            ",97 m²,3.8 tỷ,,,,Sổ đỏ/ Sổ hồng,26/11/2022,03/12/2022,Tin thường,35962108,batdongsan_com_vn_35962108,,3 phòng,2 phòng,,
"['Hà Nội', 'Ba Đình', 'Phường Liễu Giai', 'Phố Liễu Giai']","
LIỄU GIAI TRUNG TÂM BA ĐÌNH  2 THOÁNG VĨNH VIỄN TÒA NHÀ 9 TẦNG ĐẲNG CẤP, KHÔNG CÓ CĂN THỨ 2 TRÊN THỊ TRƯỜNG + Trung tâm quận Ba Đình, không thể có căn thứ 2, chủ xây 9 tầng lộng lẫy. + Mặt sau ngõ xe máy thoáng vĩnh viễn!+ Tiện ích khu vực đẳng cấp , gần nhiều trung tâm thương mại lớn, xung quanh toàn trụ sở công ty nước ngoài, đại sứ quán các nước , vị trí ngay gần mặt phố ra hồ tây chỉ 5 phút Thiết kế: 9 tầng thang máy.hiện đại đầy đủ công năng, vừa ở vừa cho thuê dòng tiền cao chảy đều + Tầng 1:  Gara ô tô.+ Tầng 2 đến tầng 8 : Mỗi tầng 2 phòng khép kín, Wc riêng biệt.+ Tầng 9: Thiết kế căn hộ để ở cả Gia đình. Từ tầng 2 đến tầng 7 chủ cho thuê 14 căn hộ nhẹ nhàng tự khai thác dòng tiền đạt 210 triệu/ tháng. ( 550$/phòng, khu  vực toàn chuyên gia cán bộ Hàn Quốc Nhật Bản người nước ngoài thuê  ).- Đơn vị thứ 3 thuê với giá 150tr/tháng vừa hết hợp đồng thuê muốn gia hạn thuê tiếp nhưng chủ quyết bán lên dừng.- sổ phân lô cất két, sẵn sàng chờ chủ mớiLh ngay cho E Ngự 0353 682 *** để có cơ hội sở hữu bất động sản giá trị bậc nhất Ba ĐÌnh            ",100 m²,41.5 tỷ,5.5 m,7 m,,Sổ đỏ/ Sổ hồng,26/11/2022,03/12/2022,Tin thường,35962106,batdongsan_com_vn_35962106,9 tầng,14 phòng,,Đầy đủ,
"['Hà Nội', 'Đông Anh', 'Xã Đông Hội', 'Đường 5', 'Dự án Eurowindow River Park']","
BQL chung cư Eurowindow River Park, Đông Anh cập nhật căn hộ chuyển nhượng.Thông tin liên hệ: 0915 651 ***đặt lịch xem căn hộ 24/7).Tòa Park 1 Eurowindow River Park:- Căn 77,1m 2PN thô hướng Đông Nam giá 1,7 tỷ.- Căn 77,1m 2PN hoàn thiện hướng Đông Nam giá 1.99 tỷ.- Căn 72,9m 2PN thô hướng Đông Bắc giá 1.799 tỷ.- Căn 72,9m 2PN hoàn thiện hướng Đông Bắc giá 2.137 tỷ.- Căn 72,9m 2PN thô hướng Tây Nam giá 1.854 tỷ.- Căn 72,9m 2PN hoàn thiện hướng Tây Nam giá 2.181 tỷ.- Căn 82,1m 3PN thô hướng Tây Bắc, Tây Nam giá 1.802 tỷ.- Căn 82,1m 3PN hoàn thiện hướng Tây Bắc, Tây Nam giá 2.163 tỷ.- Căn 82,1m 3PN thô hướng Tây Bắc, Đông Bắc giá 1.837 tỷ.- Căn 82,1m 3PN hoàn thiện hướng Tây Bắc, Đông Bắc giá 2.161 tỷ.- Căn 82,1m 3PN thô hướng Đông Nam, Tây Nam giá 1.893 tỷ.- Căn 82,1m 3PN hoàn thiện hướng Đông Nam, Tây Nam giá 2.227 tỷ.- Căn 82,1m 3PN thô hướng Đông Nam, Đông Bắc giá 1.891 tỷ.- Căn 82,1m 3PN hoàn thiện hướng Đông Nam, Đông Bắc giá 2.224tỷ.- Căn 96,4m 3PN thô hướng Đông Nam, Đông Bắc giá 2.287tỷ.Tòa Park 2 Eurowindow River Park:- Căn 77,1m 2PN thô hướng Tây Bắc giá 1.701 tỷ.- Căn 77,6m 2PN thô hướng Tây Bắc giá 1.712 tỷ.- Căn 72,9m 2PN thô hướng Đông Bắc giá 1.853 tỷ.- Căn 72,9m 2PN thô hướng Tây Nam giá 1.817 tỷ.- Căn 82,1m 3PN thô hướng Đông Nam, Tây Nam giá 1.838 tỷ.- Căn 82,1m 3PN thô hướng Tây Bắc, Đông Bắc giá 1.837 tỷ.- Căn 82,1m 3PN thô hướng Đông Nam, Đông Bắc giá 1.891 tỷ.- Căn 82,1m 3PN thô hướng Tây Bắc, Tây Nam giá 1.838 tỷ.Liên hệ: 0915 651 *** datxanhlongbien.vn/eurowindow-river-park/ cam kết bán đúng giá, ký hợp đồng trực tiếp với chủ đầu tư. Hỗ trợ khách hàng có nhu cầu chuyển nhượng hoặc cho thuê.            ",77 m²,1.7 tỷ,,,,,23/11/2022,30/11/2022,Tin thường,35923513,batdongsan_com_vn_35923513,,,,,
"['Hà Nội', 'Long Biên', 'Phường Bồ Đề', 'Đường Nguyễn Văn Cừ', '390', 'Berriver Long Biên']","
BQL chung cư Berriver Jardin, Bồ Đề, Long Biên cập nhật quỹ căn giá gốc trực tiếp từ chủ đầu tư.Miễn phí sử dụng dịch vụ căn hộ 18 tháng. Chiết khấu 5% khi thanh toán sớm. Gói hỗ trợ vay vốn 70% GTCH, gốc lãi 0 đồng/12 tháng.Thông tin liên hệ: 0915 651 ***Đặt lịch xem căn hộ 24/7).Tòa NO1 Berriver Premier:- Căn 78.4m 2PN hướng Tây Bắc giá 3.5 tỷ.Tòa NO4 Berriver Jardin:- Căn góc 101.41m 3PN ban công Tây Nam, lô gia Đông Nam giá 4.468 tỷ tặng 3 chỉ vàng.- Căn góc 111.09m 3PN ban công Đông Bắc, lô gia Tây Bắc giá 5.014 tỷ tặng 3 chỉ vàng.- Căn góc 179.65m 4PN thô ban công Đông Bắc, lô gia Đông Nam giá 6.948 tỷ tặng 10 chỉ vàng.Tòa NO5 Berriver Jardin tặng 10 Smart Tivi Sony trị giá 25 triệu đồng:- Căn 47.64m 1PN ban công Đông Nam giá 2.486 tỷ tặng 6 chỉ vàng.- Căn góc 64.57m 2PN ban công Tây Bắc giá 3.080 tỷ tặng 6 chỉ vàng.- Căn góc 64.57m 2PN ban công Đông Nam giá 3.146 tỷ tặng 6 chỉ vàng.- Căn góc 84.77m 3PN ban công Tây Bắc, lô gia Đông Nam giá 4.009 tỷ tặng 8 chỉ vàng.- Căn góc 79.55m 3PN ban công Đông Nam, lô gia Tây Bắc giá 4.121 tỷ tặng 8 chỉ vàng.- Căn góc 113.63m 3PN ban công Đông Nam, lô gia Tây Bắc giá 5.77 tỷ tặng 10 chỉ vàng.Liên hệ: 0915 651 *** để tư vấn căn phù hợp và nhận được ưu đãi tốt nhất. Datxanhlongbien. Vn/berriver - jardin/ Cam kết bán đúng giá, ký hợp đồng trực tiếp với chủ đầu tư. Hỗ trợ khách hàng có nhu cầu chuyển nhượng hoặc cho thuê.            ",47.64 m²,2.486 tỷ,,,,,24/11/2022,01/12/2022,Tin thường,35941026,batdongsan_com_vn_35941026,,,,,
"['Hà Nội', 'Long Biên', 'Phường Sài Đồng', 'Đường Huỳnh Văn Nghệ', 'Dự án Le Grand Jardin Sài Đồng']","
BQL chung cư Le Grand Jardin, Sài Đồng cập nhật quỹ căn giá gốc trực tiếp từ chủ đầu tư.Miễn phí dịch vụ sử dụng căn hộ 18 tháng. Chiết khấu 6% khi thanh toán sớm. Gói hỗ trợ vay vốn 70% GTCH, gốc lãi 0 đồng/12 tháng.Thông tin liên hệ: 0915 651 ***Đặt lịch xem căn hộ 24/7).Tòa G1 Le Grand Jardin.- Căn góc 97m 3PN hoàn thiện, ban công Đông Nam, giá 3.717 tỷ tặng 2 chỉ vàng.- Căn góc 97m 3PN hoàn thiện, ban công Tây Bắc, giá 3.647 tỷ tặng 2 chỉ vàng.Tòa G2 Le Grand Jardin.- Căn 83.4m 3PN thô, ban công Đông Bắc, giá 2.933 tỷ tặng 2 chỉ vàng.- Căn 83.4m 3PN thô, ban công Tây Nam, giá 3.054 tỷ tặng 2 chỉ vàng.- Căn góc 97m 3PN hoàn thiện, ban công Đông Bắc, giá 3.65 tỷ tặng 2 chỉ vàng.Tòa G3 Le Grand Jardin.- Căn 83.4m 3PN thô, ban công Đông Nam, giá 3.049 tỷ tặng 2 chỉ vàng.Tòa G4 Le Grand Jardin.- Căn 77.16m 2PN hoàn thiện, ban công Tây Bắc, giá 3.125 tỷ tặng 2 chỉ vàng.- Căn 82.52m 2PN hoàn thiện, ban công Tây Bắc, giá 3.135 tỷ tặng 2 chỉ vàng.- Căn 84.26m 2PN hoàn thiện, ban công Đông Nam, giá 3.171 tỷ tặng 2 chỉ vàng.- Căn 77.27m 2PN hoàn thiện, ban công Đông Nam, giá 2.963 tỷ tặng 2 chỉ vàng.Tòa G5 Le Grand Jardin.- Căn 77.16m 2PN hoàn thiện, ban công Tây Bắc, giá 3.228 tỷ tặng 2 chỉ vàng.- Căn 84.26m 2PN hoàn thiện, ban công Đông Nam, giá 3.171 tỷ tặng 2 chỉ vàng.- Căn 82.52m 2PN hoàn thiện, ban công Tây Bắc, giá 3.106 tỷ tặng 2 chỉ vàng.- Căn góc 99.2m 3PN hoàn thiện, ban công Tây Bắc, giá 3.718 tỷ tặng 3 chỉ vàng.- Căn góc 99.2m 3PN hoàn thiện, ban công Đông Nam, giá 3.753 tỷ tặng 3 chỉ vàng.Tòa L3 Le Grand Jardin.- Căn góc 65.65m 2PN hoàn thiện, ban công Đông Nam, giá 2.539 tỷ tặng 2 chỉ vàng.- Căn góc 105.59m 3PN hoàn thiện, ban công Tây Bắc, giá 3.823 tỷ tặng 2 chỉ vàng.Tòa L4 Le Grand Jardin.- Căn góc 66.75m 2PN hoàn thiện, ban công Tây Bắc, giá 2.592 tỷ tặng 2 chỉ vàng.- Căn góc 64.5m 2PN hoàn thiện, ban công Tây Bắc, giá 2.609 tỷ tặng 2 chỉ vàng.- Căn góc 64.53m 2PN hoàn thiện, ban công Tây Bắc, giá 2.713 tỷ tặng 2 chỉ vàng.- Căn góc 66.85m 2PN hoàn thiện, ban công Đông Nam giá 2.643 tỷ tặng 2 chỉ vàng.- Căn góc 107.1m 3PN hoàn thiện, ban công Tây Bắc, giá 3.987 tỷ tặng 3 chỉ vàng.Nhận đặt chỗ phân khu Vip nhất tòa L1 và L2 giá ngoại giao.Liên hệ: 0915 651 *** để tư vấn căn phù hợp và nhận ưu đãi tốt nhất. Datxanhlongbien. Vn/le - grand - jardin/ cam kết bán đúng giá, ký hợp đồng trực tiếp với chủ đầu tư. Hỗ trợ khách hàng có nhu cầu chuyển nhượng hoặc cho thuê.            ",66.75 m²,2.539 tỷ,,,,,24/11/2022,01/12/2022,Tin thường,35941300,batdongsan_com_vn_35941300,,2 phòng,,,
"['Hà Nội', 'Nam Từ Liêm', 'Phường Tây Mỗ', 'Dự án Vinhomes Smart City']","
- Loại căn: Studio.- Diện tích sử dụng: 28m².- Tầng trung.- Nội thất: Full nội thất.- Pháp lý: Đã có sổ đỏ.- Giá rẻ nhất thị trường: 1.2 tỷ.Liên hệ: Em Hải 0986 668 ***zalo) để được xem nhà miễn phí, cam kết giá chuẩn, không chào ảo.            ",28 m²,1.2 tỷ,,,,,26/11/2022,06/12/2022,Tin thường,35814186,batdongsan_com_vn_35814186,,1 phòng,1 phòng,Full nội thất,
"['Hà Nội', 'Đống Đa', 'Phường Quang Trung', 'Đường Nguyễn Văn Tuyết']","
Căn nhà nằm vị trí vàng mặt phố vip Nguyễn Văn Tuyết, trung tâm quận Đống Đa.Kinh doanh sầm uất, đa dạng loại hình từ văn phòng, spa, showroom, nhà hàng, sinh lợi nhuận cực tốt.+ Tiềm năng tương lai tăng giá của khu vực rất cao, đầu tư lãi vốn kết hợp dòng tiền, nhanh thu thu hồi vốn.+ Tiện ích xung quanh vô vàn, dân trí cao, an ninh tốt.+ Pháp lý rõ ràng, sổ đỏ đẹp chính chủ.* LH: 0985 780 *** BĐS Phương Nam chuyên nhà phố Kinh Doanh - Văn Phòng - Building.            ",110 m²,18 tỷ,10 m,,,Sổ đỏ/ Sổ hồng,26/11/2022,03/12/2022,Tin thường,33663137,batdongsan_com_vn_33663137,,,,,
"['Hà Nội', 'Long Biên', 'Phường Phúc Đồng', 'Đường Chu Huy Mân', 'Dự án Hope Residence']","
Chủ nhà thiện chí bán sổ đỏ cất két, không ở để phí cần người mua thực sự (miễn trung gian).Căn hộ thiết kế 2 phòng ngủ, 2 vệ sinh, bếp, phòng khách, 1 lô gia phơi đồ, 1 ban công, nội thất cơ bản.Thông tin liên hệ: 0919 629 ***Xem nhà miễn phí 24/7).            ",70 m²,1.8 tỷ,,,,Sổ đỏ/ Sổ hồng,26/11/2022,03/12/2022,Tin thường,35801313,batdongsan_com_vn_35801313,,2 phòng,2 phòng,Nội thất cơ bản.,
"['Hà Nội.', 'Nam Từ Liêm', 'Phường Tây Mỗ', 'Dự án Vinhomes Smart City']","
Căn 2PN - 1WC diện tích 54.4m².- Vị trí: Tòa S3.- Tầng thấp.- Giá bán chỉ 2.2 tỷ.- Đã có sổ hồng.- Full nội thất.Liên hệ xem nhà miễn phí: Đặng Hải 0986 668 ***Các tiện ích đã có sẵn tại dự án:- Bệnh viện quốc tế Vinmec.- Trung tâm thương mại Vincom Mega Mall.- Trường học liên cấp Vinschool và trường công lập Tây Mỗ.- Bể bơi 4 mùa và ngoài trời (miễn phí cho cư dân).- Vườn Nhật (miễn phí cho cư dân).- Sân bóng rổ, tennis, cầu lông, bóng bàn (miễn phí cho cư dân).- Hơn 1.000 máy tập ngoài trời (miễn phí cho cư dân).- 4 bãi đỗ xe nổi và các bãi đỗ xe ngoài trời.- Khu vui chơi trẻ em (miễn phí cho cư dân).- Công viên hồ điều hòa (miễn phí cho cư dân).- Vườn nướng BBQ (miễn phí cho cư dân).- Xe bus di chuyển nội khu (miễn phí).Liên hệ xem nhà miễn phí: Đặng Hải 0986 668 *** ",54.4 m²,2.1 tỷ,,,Tây - Bắc,Sổ đỏ/ Sổ hồng,24/11/2022,01/12/2022,Tin thường,35850341,batdongsan_com_vn_35850341,,3 phòng,1 phòng,Full nội thất.,Đông - Nam
"['Hà Nội', 'Hà Đông', 'Phường Vạn Phúc', 'Phố Vạn Phúc']","
BÁN GẤP NHÀ ĐẸP VẠN PHÚC QUẬN HÀ ĐÔNG DIỆN TÍCH 44Mx4TẦNG MẶT TIỀN 3.5M GIÁ 4.6TỶ💥💥💥*MÔ TẢ:🏘️✨✨✨-NHÀ MỚI ĐẸP LONG LANH ✨✨✨🌷🌷🌷.2MẶT NGÕ THOÁNG VĨNH VĨÊN...-NHÀ GẦN KHU ĐÔ THỊ ,CÁCH ÔTÔ10M ,,ÔTÔ TRÁNH 70M🚗🚗🚗.*THIẾT KẾ:🏘️MỚI ĐẸP LONG LANH.-TẦNG1:PHÒNG KHÁCH 🛋️,BẾP,WC-TẦNG2,3: CÓ 4PHÒNG NGỦ🛌🛌🛌🛌,2WC-TẦNG4:PHÒNG THỜ, SÂN PHƠI.-SỔ ĐỎ VUÔNG CHÍNH CHỦ SẴN SÀNG SANG TÊN ĐỔI CHỦ.-AC: CÓ NHU CẦU XIN LIEN HỆ VỚI EM QUANG ĐỂ ĐƯỢC TƯ VẤN NHIỆT TÌNH VÀ MIỄN PHÍ.-SĐT:0334 895 ***💥💥💥🌷🌷🌷            ",44 m²,4.6 tỷ,3.5 m,4 m,,,26/11/2022,03/12/2022,Tin thường,35962103,batdongsan_com_vn_35962103,4 tầng,4 phòng,3 phòng,,
