address,gen_descrip,Diện tích,Mức giá,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Ngày đăng,Ngày hết hạn,Loại tin,Mã tin,id,Mặt tiền,Đường vào,Hướng nhà,Hướng ban công,Số tầng
"['Hà Nội', 'Hoài Đức', 'Xã An Khánh', 'Dự án Vinhomes Thăng Long']","
Chính chủ gửi bán các căn liền kề, biệt thự Vinhomes Thăng Long, An Khánh, Hoài Đức, Hà Nội với quỹ căn cập nhật mới nhất:* Liền kề:- 93m² hoàn thiện giá 12.2 tỷ.* Shophouse:- 90m², trục chính giá 15.0 tỷ, nhánh 12.0 tỷ.* Biệt thự.- 123m² Long Phú 3, giá 16.8-17.5 tỷ, Full nội thất cao cấp.- 129.5m² Long Phú 5, giá 18.2 tỷ tự hoàn thiện rất đẹp.- 154m² Long Khánh + Long Cảnh, hoàn thiện giá 18.5 - 24 tỷ, DUY NHẤT THÔ giá 20.5 tỷ- 175m² Long Cảnh góc giá 3x tỷ có thang máy cao cấp.- 174m² Long Cảnh tây 1 giá 3x tỷ.* Biệt thự hồ 8ha.- 193m² Long Cảnh Đông giá 27.5 tỷ.- 233m² Long Cảnh Tây mặt hồ giá 4x tỷ.Xem và chốt nhà xin liên hệ: Mr Nam 0977 164 ***MTG).            ",154 m²,18.5 tỷ,,,,,18/11/2022,28/11/2022,Tin Vip 3,34646037,batdongsan_com_vn_34646037,,,,,
"['Hà Nội', 'Nam Từ Liêm', 'Phường Trung Văn', 'Đường Tố Hữu', '29', 'MHD Trung Văn']","
Bán căn 3 phòng ngủ dự án MHD Trung Văn - 29 Tố Hữu tòa lâu dài.Dự án ngay mặt đường Tố Hữu, giao thông thuận lợi, đầy đủ tiện ích, tòa cao 39 tầng có 3 tầng hầm và 4 tầng trung tâm thương mại.Tòa nhà đã cất nóc, đang trong giai đoạn hoàn thiện, 30/6/2023 bàn giao.Các căn hộ bàn giao thô, khách hàng thỏa sức sáng tạo.Khách cọc và ký hợp đồng trực tiếp với chủ đầu tư.Chính sách tặng quà 200 - 250tr.Thanh toán sớm chiết khấu 3% trừ thẳng vào gía trị hợp đồng.Có hỗ trợ vay vốn trực tiếp từ chủ đầu tư.Vui lòng liên hệ PKD Đất Xanh Miền Bắc: Ms. Hiền 0904 079 ***zalo/sms).            ",105 m²,4 tỷ,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,,18/11/2022,28/11/2022,Tin Vip 3,35873781,batdongsan_com_vn_35873781,,,,,
"['Hà Nội', 'Bắc Từ Liêm', 'Phường Đông Ngạc', 'Đường Phạm Văn Đồng', 'Dự án IA20 Ciputra']","
Bán 20 căn hộ IA20 đầy đủ các loại diện tích. Chọn căn giá tốt sổ đỏ sang tay! Bán căn hộ sát nách Ciputra IA20.Dự án IA20 Ciputra, Đường Phạm Văn Đồng, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội.Chung cư IA20 Ciputra nhà ở của thành phố Hà Nội dành cho cán bộ cấp cao. Dự án nằm trong quần thể KĐT Ciputra tiếp giáp với hai trục đường huyết mạch chính là Phạm Văn Đồng - Võ Chí Công.Chung cư IA20 Ciputra KĐT Nam Thăng Long được thừa hưởng toàn bộ tiện ích cao cấp đã tích hợp sẵn của KĐT Ciputra, là một phức hợp tòa nhà căn hộ cao cấp trong quần thể Ciputra. Dự án gồm có 02 tòa chung cư cao 29 tầng - 01 tòa cao 40 tầng và biệt thự - liền kề. Khu vực dân trí cao, an ninh đảm bảo 24/24, gần và tích hợp đầy đủ các tiện ích cao cấp, giao thông hết sức thuận tiện, không gian sống đẳng cấp và cảnh quan mang đến hơi thở trong lành.Được sự tin tưởng của rất nhiều chủ nhà là cán bộ cao cấp, có suất nhà ở trong dự án, không có nhu cầu sử dụng nên gửi bán 20 căn hộ IA20 với đầy đủ các loại diện tích 92m² - 95m² - 107m² - 110m² - 112m².Các căn hộ đều sẵn sàng bàn giao để khách mua ở xem nhà trực tiếp.Hotline: 0983 726 ***Mss Linh) hoặc (Ms Nhiên An).Bảng giá các căn hộ đang giao dịch ở IA20 như sau:- Căn hộ 2 + 1 phòng ngủ diện tích 92m² và 95m² mức giá đang giao dịch từ 2.8 tỷ đến 03 tỷ. (khả năng tăng giá tương lai cực tốt, sát nách là dự án Sun shine City và The link có giá tầm 45tr/m² đến 80tr/m²).- Căn hộ 3 phòng ngủ diện tích 107m² - 110m² và 112m² mức giá đang giao dịch từ hơn 03 tỷ đến 3,5 tỷ tùy theo vị trí, căn, tầng, hướng và nội thất đi kèm.- Một số chủ nhà đã hoàn thiện nội thất cực đẹp để ở, tuy thế vị trí không phù hợp với nơi làm việc nên đành rao bán.Bảng biểu chi phí dịch vụ cực tốt do có chính sách đặc biệt ưu đãi:- Phí dịch vụ 4 nghìn/m²/tháng.- Phí gửi xe ô tô 1 triệu/xe/tháng.- Phí gửi xe máy 70 nghìn/xe/tháng.- Phí điện nước tính theo giá nhà nước.* Các tiện ích được hưởng khi sống tại IA20:Kết nối trực tiếp khu đô thị Ciputra, hưởng trọn vẹn tiện ích của khu đô thị cao cấp Xanh mướt cùng hệ thống trường học, bệnh viện, khu vui chơi, sân golf, trung tâm mua sắm sầm uất..- Không gian rộng thoáng, yên tĩnh trong lành thích hợp với mọi lứa tuổi.- Khuôn viên cây xanh, hồ nước làm điều hòa không khí suốt ngày đêm.- Bể bơi, trung tâm thương mại tiện ích vây quanh.- Hệ thống trường học quốc tế từ mầm non đến cấp III...Để được tư vấn mua căn hộ tốt nhất, xem nhà trực tiếp, sang tên sổ đỏ,...* Hotline: 0983 726 ***Mss Linh) hoặc (Ms Nhiên An).            ",92 m²,27 triệu/m²,2 phòng,,Sổ đỏ/ Sổ hồng,,18/11/2022,28/11/2022,Tin Vip 3,34256926,batdongsan_com_vn_34256926,,,Tây,Đông - Nam,
"['Hà Nội', 'Tây Hồ', 'Phường Xuân La', 'Đường Võ Chí Công', '68', 'Tây Hồ Residence']","
Chủ nhà gửi bán căn hộ 2 phòng ngủ tòa Sun, 3 phòng ngủ toà Moon dự án HDI Tây Hồ, 68 Võ Chí Công.Căn hộ 70.5m², 2 phòng ngủ, 2 vệ sinh và 1 ban công full nội thất chỉ về ở. View Hồ Tây.Căn hộ 85m², 3 phòng ngủ, 2 vệ sinh và 2 ban công full nội thất.Căn hộ 95m², 3 phòng ngủ, 2 vệ sinh và 1 ban công full nội thất, view Hồ Tây.Căn hộ 88m², 3 phòng ngủ, 2 vệ sinh và 1 ban công full nội thất.Căn 107m², 3 phòng ngủ, 2 vệ sinh và 2 ban công.Giao thông thuận lợi, gần trường học, bệnh viện, mất 5p đi ra Hồ Tây.Giá bán căn 2pn/73m²/ 4,4 tỷ.Căn 3PN/ 107m²/ 6,1 tỷ.Lh Em Hoàng: 0839 454 *** ",107 m²,6.1 tỷ,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Full nội thất.,18/11/2022,28/11/2022,Tin Vip 3,35169677,batdongsan_com_vn_35169677,,,Bắc,Nam,
"['Hà Nội', 'Hà Đông', 'Phường La Khê', 'Dự án Văn Khê']","
Bán biệt thự KĐT Văn Khê. BT06. View hồ O2. Hàng hiếm.Hướng Bắc. Vỉa hè rộng, vị trí siêu đẹp vừa ở vừa kinh doanh đỉnh.- Hiện trạng đang cho thuê kinh doanh ổn định.- Sổ đỏ sẵn sàng giao dịch.- Giá bán 26,5 tỷ.Liên hệ: 0902 091 *** ",202.7 m²,130.7 triệu/m²,6 phòng,6 phòng,Sổ đỏ/ Sổ hồng,,18/11/2022,28/11/2022,Tin Vip 3,35871821,batdongsan_com_vn_35871821,13.5 m,15 m,Bắc,Bắc,4 tầng
"['Hà Nội', 'Hà Đông', 'Phường Dương Nội', 'Đường Lê Trọng Tấn', 'Dự án Geleximco Lê Trọng Tấn']","
Bán căn biệt thự song lập diện tích 266m² mặt tiền 13m, đường trước nhà 13,5m view trực diện vườn hoa.- Nhà đã hoàn thiện thô cơ bản.- Thiết kê 3 tầng 1 tum.- Đang chờ sổ đỏ.Liên hệ xem nhà 24/7: 0988 585 *** ",266 m²,19.5 tỷ,6 phòng,4 phòng,Hợp đồng mua bán,Cb,18/11/2022,28/11/2022,Tin Vip 3,35469777,batdongsan_com_vn_35469777,13 m,13.5 m,Tây - Nam,Tây - Nam,4 tầng
"['Hà Nội', 'Hoàng Mai', 'Phường Thịnh Liệt', 'Đường Giải Phóng', 'Ngõ 364']","
Bán nhà tập thể 50m² Tầng 1 Ngõ 364 Giải Phóng Hoàng Mai Hà Nội SĐCC nhà đã sửa đẹp, bao gồm 1 phòng bếp, 1 phòng ngủ, và 1 phòng khách rộng 30m² kê tủ vào là thành 1 phòng ngủ nửa, nhà ô tô vào nhà, có thê kinh doanh được, ngõ thông sang Định Công, gần trung tâm thương mại, Aeon mall Hoàng Mai đang xây, bến xe giáp bát, giá bán 1,5 tỷ MTG liên hệ 0902 202 *** ",50 m²,1.5 tỷ,1 phòng,,,,18/11/2022,28/11/2022,Tin Vip 3,35873533,batdongsan_com_vn_35873533,,,,,
"['Hà Nội.', 'Hà Đông', 'Phường Mỗ Lao', 'Đường Nguyễn Văn Lộc', 'Dự án Mulberry Lane']","
VPland Cập nhật quỹ căn bán đẹp rẻ Mulberry Lane t11/2022:- A2005 DT 90m² (2pn) giá bán đủ đồ: 3, x tỷ.- B803 DT 114m² (2pn) giá bán đủ đồ từ 3, x tỷ.- B1507 DT 137m² (3pn) Giá đủ đồ: 5, x tỷ.- A3006 DT 121m² (3pn + study) Giá đủ đồ: 4, x tỷ.- A1903 DT 113m² (3pn) Giá đủ đồ: 3,8 tỷ.- B2401 DT 154m² (3pn + study) giá đủ đồ cao cấp vip: 5, x tỷ.Ngoài ra chúng tôi Có quỹ căn 2 - 3 PN Mulberry lane A, B, C, D, E và Seasons avenue cập nhật liên tục.LH đi xem: 0981 960 ***bên cạnh đó chúng tôi có quỹ căn cho thuê Seasons Avenue).Ngoài ra Văn phòng cung cấp quỹ căn chuyển nhượng Mulberry Lane, Ecolife Capital, Roman Plaza, Booyoung Vina, Gold Seasons, Imperia Garden, chung cư cao cấp giá rẻ Hà Đông.            ",114 m²,Thỏa thuận,3 phòng,2 phòng,Sổ đỏ chính chủ.,Đầy đủ cao cấp.,18/11/2022,28/11/2022,Tin Vip 3,29838198,batdongsan_com_vn_29838198,,,Tây - Bắc,Đông - Nam,
"['Hà Nội', 'Hai Bà Trưng', 'Phường Bạch Đằng', 'Đường Lương Yên', 'Dự án Sun Grand City Ancora Residence']","
Gia đình chuyển xuống biệt thự cần bán căn hộ 3pn căn góc số 10 toà T3 tại chung cư Sun Ancora Số 3 Lương Yên.- Diện tích: 126m².- Thiết kế 3 ngủ + 2 vệ sinh, hệ thống điều hòa âm trần, bán full đồ.- Tầng trung View trực diện sông Hồng cực lung linh, ban công Đông Bắc.- Nhà ở rất có lộc, khách mua về chỉ việc vào ở ngay.Liên hệ: 0948 155 ***e Hải) call/mes/zalo.            ",126 m²,Thỏa thuận,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Full nội thất ,18/11/2022,28/11/2022,Tin Vip 3,35873082,batdongsan_com_vn_35873082,,,,Đông - Bắc,
"['Hà Nội', 'Hà Đông', 'Phường Phúc La', 'Phố Phùng Hưng', 'Dự án KĐT Xa La']","
Chính chủ cần bán căn hộ tòa CT1.KĐT Xa La, Hà Đông.Căn góc tầng trung hai mặt thoáng ban công Đông Nam.DT 75m², 02 phòng ngủ, 1 phòng khách, 1 nhà vệ sinh.Nội thất gồm sàn gỗ, tủ bếp, nóng lạnh, điều hòa.Giá: 1.75 tỷ sổ đỏ chính chủ.Lh 0988 985 *** ",75 m²,1.75 tỷ,2 phòng,1 phòng,Sổ đỏ,,18/11/2022,28/11/2022,Tin Vip 3,35872833,batdongsan_com_vn_35872833,,,,,
