address,gen_descrip,Diện tích,Mức giá,Mặt tiền,Đường vào,Hướng nhà,Pháp lý,Ngày đăng,Ngày hết hạn,Loại tin,Mã tin,id,Hướng ban công,Số phòng ngủ,Số toilet,Nội thất,Số tầng
"['Hà Nội.', 'Đông Anh', 'Xã Uy Nỗ', 'Đường Quốc lộ 3']","
Khu đấu giá X7 Uy Nỗ - Vườn Đào là khu VIP nhất Đông Anh, tọa lạc tại vị trí trung tâm huyện, rất nhiều nhà đầu tư và người mua BĐS trên toàn HN và Các tỉnh lân cận về quy tụ săn đón, rất lâu mới có 1 đợt đấu giá hót và nóng nhất từ trước đến nay của Đông Anh.+ Khu đấu giá X7 Uy Nỗ Đông Anh. Hà Nội. Đấu ngày 19/11/2022.+ Khu đấu giá gồm 27 thửa đất có tổng diện tích 3364.06m.+ Các thửa đất có diện tích từ 115.26m đến 227.89m.+ Số tầng cao tối đa: 5 tầng.+ Mật độ xây dựng: ~ 87%.- Gồm 4 khu liền kề: LK1, LK2, LK3, LK4:+ Dãy LK1 và LK2 gồm các lô hướng Nam, mặt đường 25m QH chạy ra đường Nhật Tân - Nội Bài, đối diện là hồ điều hòa.+ Dãy LK3 và LK4 gồm các lô hướng Bắc, quay vào đường nội khu, đường nhựa 7m, vỉa hè mỗi bên 5m.+ Khu vực đầy rẫy nhà hàng, văn phòng, quán cafe, ngân hàng...+ Khu đấu giá X7 Uy Nỗ có hạ tầng siêu đẹp, đường trải nhựa rộng 7m, hai bên vỉa hè rộng 3m, đầy đủ hệ thống chiếu sáng, cây xanh, thoát nước, đường điện ngầm.+ Ngay sát trung tâm hành chính Đông Anh.+ Cách dự án công viên Văn hóa du lịch vui chơi giải trí Kim Quy 890m.+ Khu vực dân trí cực cao, buôn bán kinh doanh sầm uất top đầu Đông Anh.+ Cách Bệnh viện Đông Anh 700m, cách QL3 150m.+ Chỉ 5p lái xe ra cầu Nhật Tân, 17p lái xe lên Sân bay Nội Bài.Giá từ. 87tr đến 140tr/m². Lh: 0936 488 *** ",119 m²,89 triệu/m²,7 m,25 m,Tây - Bắc,,21/11/2022,01/12/2022,Tin Vip 3,35892679,batdongsan_com_vn_35892679,,,,,
"['Hà Nội', 'Ba Đình', 'Phường Ngọc Khánh', 'Phố Liễu Giai', 'Dự án Vinhomes Metropolis - Liễu Giai']","
Chuyên mua bán chung cư Vinhomes Metropolis.Gọi em để được tư vấn nhanh và chính xác nhất: 0798 116 *** Em Thắng.- Giá cam kết rẻ nhất thị trường, khách được làm việc trực tiếp với chủ nhà, hỗ trợ làm thủ tục sang tên sổ đỏ.- Tư vấn nhiệt tình chính xác nhất.- Xem nhà 24/7 không mất phí.Căn 1PN giá rẻ:- M1 - 20 09, tầng 20, diện tích 55m², bán 4.7 tỷ.- M2 - 25 06, tầng 25, diện tích 50m², bán 4.8 tỷ.- M3 - 21 11, tầng 21, diện tích 55m², bán 5.1 tỷ.Căn 2PN giá rẻ:- M1 - 12 12, tầng 12, căn 2PN view Kim Mã. Hướng Tây Bắc, diện tích 82m², giá 5.9 tỷ bao tên. (căn rẻ nhất M1).- M2 - 25 11A: Tầng 24, căn 2PN view Kim Mã. Hướng Tây Nam, diện tích 76m², nội thất full đồ, bán 6.5 tỷ bao phí (căn rẻ nhất M2).- M2 - 25 15: Tầng 25, căn 2PN view Kim Mã, hướng Tây Nam, diện tích 80m², đồ cơ bản, bán 6.5 tỷ.- M2 - 32 12, tầng 32: Căn 2PN view Kim Mã, hướng Tây Nam, diện tích 80m², đầy đủ nội thất, bán 6.7 tỷ.- M2 - 18 05, tầng 18, căn 2PN view trực vườn nổi, diện tích 80m². Hướng Tây Bắc, bán 7.3 tỷ.- M3 - 24 06: Tầng 24, căn 2PN view nội khu, hướng Tây Bắc, diện tích 82m², đầy đủ nội thất, bán 6.5 tỷ.- M3 - 25 01, tầng 25. Căn 2PN hướng Đông Nam, diện tích 80m², nội thất chủ đầu tư, bán 7.3 tỷ.Căn 3PN giá rẻ:- M1 - 21 05, tầng 21 căn góc 3PN hướng Đông Nam bán cắt lỗ, bao sang tên 9.9 tỷ.- M2 - 19 02, tầng 19, căn góc 120m² view 3 hồ. Ngọc Khánh - Giảng Võ có 3PN, bán 12.5 tỷ.- M3 - 20 11A, tầng 20, căn 3PN, ban công Đông Nam, view thành phố, diện tích 115m², full đồ nội thất cao cấp, bán 11.5 tỷ.- M1 - 12 01, tầng 12, căn góc diện tích 129m², view Hồ Tây, bán 14.5 tỷ bao tên.- M3 - 25 11A, tầng 10, ban công Đông Nam. Diện tích 115mcó 3PN + 1. Giá bán 12.5 tỷ bao tên. Nội thất nguyên bản chủ đầu tư.- M3 - 25 02, tầng 25 căn góc 3PN hướng Đông Nam. View Hồ Tây bán nội thất cơ bản chủ đầu tư, giá 14.5 tỷ bao tên.Căn 4PN:- 4 phòng ngủ M2 - 28 03, tầng 28, căn góc vip view Hồ Tây trực diện diện tích 143m², bán cắt lỗ so với giá hợp đồng. Bán 15 tỷ.- M2 - 30 11, tầng 30. Căn góc ban công hướng Nam - Đông Nam, bán cắt lỗ 16 tỷ. Nội thất nguyên bản chủ đầu tư.- M3 - 12 10, tầng 12 căn góc 4PN view Hồ Tây, diện tích 146m², nội thất nguyên bản, bán 17,5 tỷ bao tên.Căn Penthouse: M1 - PH04, diện tích 120m², tầng 40, bán 14.5 tỷ bao phí sang tên.Căn Skyvilla: M3 - SK01, 360m², bán 46 tỷ.Căn Skyvilla: M3-SK04, 430m², bán 105 tỷ.Còn rất nhiều căn khác theo sự lựa chọn của khách hàng liên hệ: 0798 116 *** Em Thắng.            ",82 m²,6.5 tỷ,,,Tây - Bắc,,27/11/2022,07/12/2022,Tin Vip 3,35341488,batdongsan_com_vn_35341488,,2 phòng,,,
"['Hà Nội', 'Đống Đa', 'Phường Láng Hạ', 'Đường Nguyễn Chí Thanh', 'Dự án Vinhomes Nguyễn Chí Thanh']","
Chuyên mua bán chung cư Vinhomes Nguyễn Chí Thanh.- Gọi em để được tư vấn nhanh và chính xác nhất: 0798 116 *** Em Thắng.- Giá cam kết rẻ nhất thị trường, khách được làm việc trực tiếp với chủ nhà, hỗ trợ làm thủ tục sang tên sổ đỏ.- Tư vấn nhiệt tình chính xác nhất.- Xem nhà 24/7 không mất phí.- Cam kết có lốt xe ô tô.+ 1 phòng ngủ 55m tầng 8 - 30 giá từ 3.6 đến 4.2 tỷ đầy đủ nội thất.+ 2 phòng ngủ 86,2m căn số 07,09,11,12A tầng 8 - 30 giá từ 5 đến 5.5 tỷ.- 2 phòng ngủ 86,2m căn số 04,06,08 tầng từ 8 - 30 giá từ 4,8 đến 5.6 tỷ.- 2 phòng ngủ 86,2m căn số 05 (Vip) từ 8 - 30 giá 5,8- 6,5 tỷ.+ 3 phòng ngủ 109m căn số 12 (3 ngủ nhỏ nhất) tầng từ 8 - 30 giá từ 7 - 8 tỷ.- 3 phòng ngủ 118m căn số 16 tầng 8 - 30 giá 7,8 đến 8,4 tỷ.- 3 phòng ngủ 127m căn số 15 tầng từ 8 - 30 giá 8,7 tỷ đến 9 tỷ nội thất đẹp.- 3 phòng ngủ 128m căn số 01 tầng từ 8 - 30 giá 8,5 đến 9 tỷ.- 3 phòng ngủ 137m căn số 12b tầng từ 8 - 30 giá từ 9 đến 9.6 tỷ nội thất đẹp.+ 4 phòng ngủ 167m căn số 02 giá 13 đến 13,8 tỷ tầng đẹp.- 4 phòng ngủ 167m căn số 03 tầng từ 8 - 30 giá 13,5 tỷ đến 16 tỷ nhà sửa đẹp chỉ việc vào ở.- Căn hộ đập thông 295m, 4 phòng ngủ giá 26 tỷ, và một vài cặp đập thông khác nhỏ hơn.* Bất động sản Vinhomes Nguyễn Chí Thanh.Liên hệ Em Thắng: 0798 116 ***.            ",109 m²,7 tỷ,,,,,27/11/2022,07/12/2022,Tin Vip 3,35326266,batdongsan_com_vn_35326266,,3 phòng,2 phòng,,
"['Hà Nội', 'Thanh Xuân', 'Phường Thanh Xuân Trung', 'Đường Nguyễn Tuân', 'Dự án GoldSeason']","
Cập nhật quỹ căn chuyển nhượng Goldseason chính chủ mới nhất 2022:* Toà Five Season (50 năm):- Căn 2 ngủ 1vs (59m² thông thuỷ) Full nội thất: 2,45 tỷ.- Căn 2 ngủ 2vs (76m² thông thuỷ) Full nội thất: 3,3 tỷ.- Căn 3 ngủ 2vs (90m² thông thuỷ) Full nội thất: 3,5 tỷ.(101m² thông thủy) full nội thất: 4,2 tỷ.* Toà lâu dài (có sổ):- Căn 2 ngủ 1vs (nội thất cơ bản): 2,95 tỷ.- Căn 2 ngủ 2vs (full nội thất): 3,2 tỷ.- Căn 3 ngủ 2vs (80m² thông thủy) Nội thất cơ bản chủ đầu tư: 4,25 tỷ.(101m² thông thủy): 5,3 tỷ.LH 0948 855 *** - 0917 890 *** để được tư vấn và báo giá căn hợp lí nhất.            ",101 m²,Thỏa thuận,,,Tây - Bắc,Sổ đỏ/ Sổ hồng,27/11/2022,04/12/2022,Tin Vip 3,35686150,batdongsan_com_vn_35686150,Đông - Nam,3 phòng,2 phòng,Đầy đủ,
"['Hà Nội', 'Gia Lâm', 'Xã Dương Xá', 'Đường Đông Dư', 'Dự án The Zenpark']","
Kính gửi quý anh chị bảng hàng CĐT mới nhất tháng này, với chính sách vô cùng hấp dẫn cho dòng căn 1PN và 1PN + 1.Em Phú PKD dự án The Zenpark (Ruby) - Vinhomes Ocean Park SĐT 0865 936 *** xin giới thiệu đến Q quỹ căn như sau:A. Quỹ căn 1PN.* Toà R102.1. CH R1.02xx06 (Toà R1.02 - trục 06).- Diện tích: 47,6 m².- Hướng TN.- Giá gốc CĐT: 2,307 tỷ.- Giá bán sau chiết khấu: 1,750 tỷ.- Hỗ trợ vay 70% ân hạn gốc lãi tới tháng 12/2023.- Voucher 150 triệu.2. Căn hộ R1.02xx8a (Toà R1.02 - trục 8a).- Diện tích: 47,7 m².- Hướng Tây Nam.- Giá gốc CĐT: 2,240 tỷ.- Giá bán sau chiết khấu: 1,690 tỷ.- Hỗ trợ vay 70% ân hạn gốc lãi tới tháng 12/2023.- Voucher 150 triệu.3. CH R1.02xx12a (Toà R1.02 - trục 12).- Diện tích: 49,5 m².- Hướng Tây Bắc.- Giá gốc CĐT: 2,401 tỷ.- Giá bán sau chiết khấu: 1,834 tỷ.- Hỗ trợ vay 70% ân hạn gốc lãi tới tháng 12/2023.- Voucher 150 triệu.* Toà R103.4. Căn hộ R1.03xx11 (Toà R1.03 - trục 11).- Diện tích: 45,8 m².- Hướng Tây Nam.- Giá gốc CĐT: 2,224 tỷ.- Giá bán sau chiết khấu: 1,676 tỷ.- Hỗ trợ vay 70% ân hạn gốc lãi tới tháng 12/2023.- Voucher 150 triệu.5. Căn hộ R1.03xx12 (Toà R1.03 - trục 12).- Diện tích: 46,2 m².- Hướng Tây Nam.- Giá gốc CĐT: 2,275 tỷ.- Giá bán sau chiết khấu: 1,721 tỷ.- Hỗ trợ vay 70% ân hạn gốc lãi tới tháng 12/2023.- Voucher 150 tr.6. Căn hộ R1.03xx16 (Toà R1.03 - trục 16).- Diện tích: 49,5 m².- Hướng Đông Bắc.- Giá gốc CĐT: 2,227 tỷ.- Giá bán sau chiết khấu: 1,696 tỷ.- Hỗ trợ vay 70% ân hạn gốc lãi tới tháng 12/2023.- Voucher 150 triệu.* Toà R105.7. Căn hộ R1.05xx08 (Toà R1.05 - trục 08).- Diện tích: 50,7 m².- Hướng Tây Nam.- Giá gốc CĐT: 2,337 tỷ.- Giá bán sau chiết khấu: 1,777 tỷ.- Hỗ trợ vay 70% ân hạn gốc lãi tới tháng 12/2023.- Voucher 150 triệu.8. Căn hộ R1.05xx15a (Toà R1.05 - trục 15a).- Diện tích: 50,4 m².- Hướng Tây Nam.- Giá gốc CĐT: 2,310 tỷ.- Giá bán sau chiết khấu: 1,753 tỷ.- Hỗ trợ vay 70% ân hạn gốc lãi tới tháng 12/2023.- Voucher 150 triệu.9. Căn hộ R1.05xx01 (Toà R1.05 - trục 01).- Diện tích: 45,2 m².- Hướng Đông Bắc.- Giá gốc CĐT: 2,324 tỷ.- Giá bán sau chiết khấu: 1,765 tỷ.- Hỗ trợ vay 70% ân hạn gốc lãi tới tháng 12/2023.- Voucher 150 triệu.B. Quỹ căn 1PN + 1.1. Căn hộ R1.05xx16 (Toà R1.05 - trục 16).- Diện tích: 53,8 m².- Hướng Tây Nam.- Giá gốc CĐT: 2,529 tỷ.- Giá bán sau chiết khấu: 1,940 tỷ.- Hỗ trợ vay 70% ân hạn gốc lãi tới tháng 12/2023.- Voucher 150 triệu.2. Căn hộ R1.02xx03 (Toà R1.02 - trục 03).- Diện tích: 58,4 m².- Hướng Đông Bắc.- Giá gốc CĐT: 2,731 tỷ.- Giá bán sau chiết khấu: 2,122 tỷ.- Hỗ trợ vay 70% ân hạn gốc lãi tới tháng 12/2023.- Voucher 150 triệu.3. Căn hộ R1.03xx10 (Toà R1.03 - trục 10).- Diện tích: 54,3 m².- Hướng TN.- Giá gốc CĐT: 2,581 tỷ giá bán sau ck 2,050 tỷ.- Hỗ trợ vay 70% ân hạn gốc lãi tới tháng 12/2023.- Voucher 150 triệu.Quý ac khách hàng quan tâm vui lòng liên hệ em Phú 0865 936 *** để đến tham quan trực tiếp và nhận sự hỗ trợ nhiệt tình của em.Xin cảm ơn quý khách.            ",49.5 m²,1.676 tỷ,,,Tây - Nam,Sổ đỏ/ Sổ hồng,18/11/2022,28/11/2022,Tin Vip 3,35873689,batdongsan_com_vn_35873689,Đông - Bắc,1 phòng,1 phòng,Đầy đủ,
"['Hà Nội', 'Thanh Xuân', 'Phường Thanh Xuân Trung', 'Đường Nguyễn Huy Tưởng', 'Dự án Imperia Garden']","
Chính chủ gửi bán gấp lô biệt thự Imperia Nguyễn Huy Tưởng - Thanh Xuân Hà Nội.- DT 197m², MT: 9m hoàn thiện full nội thất như hình 1 hầm + 5 nổi.- Hướng Đông Nam.- Sổ đỏ chính chủ.- An ninh 24/24h.Giá 55 tỷ có TL.Liên hệ: 0974 681 *** gặp Mr Tài.            ",197 m²,55 tỷ,9 m,11 m,Đông - Nam,Sổ đỏ,27/11/2022,07/12/2022,Tin Vip 3,35710814,batdongsan_com_vn_35710814,Đông - Nam,5 phòng,6 phòng,,6 tầng
"['Hà Nội.', 'Nam Từ Liêm', 'Phường Mễ Trì', 'Đường Phạm Hùng', 'Dự án Keangnam']","
Chính chủ gửi bán sàn văn phòng tầng 5 tổ hợp chung cư Keangnam Vina.S ~ 1000m², full trần điều hòa, cầu thang máy riêng.Hiện đang cho thuê 120tr/th.Sổ đỏ 50 năm.Giá bán 38 tỷ.Liên hệ: 0974 681 *** Mr Tài Andienland.            ",1000 m²,38 tỷ,,,,Sổ đỏ/ Sổ hồng,27/11/2022,07/12/2022,Tin Vip 3,35333030,batdongsan_com_vn_35333030,,,,,
"['Hà Nội.', 'Nam Từ Liêm', 'Phường Mễ Trì', 'Đường Phạm Hùng', 'Dự án Keangnam']","
Cập nhật những căn hộ chung cư Keangnam Vina đang cắt lỗ mới nhất. Hotline: 0974 681 *** Mr Tài.- Tòa A:Penthouse vip 668m² sử dụng sổ 433m² full đồ giá tốt...+ Căn 118m² tầng cao tòa A.+ Căn 01 & 11, S: 107,8m², 3PN, 2WC.+ Căn 02 & 10, S: 118m², S: 107,8m², 3PN, 2WC.+ Căn 03, 160m², 4PN, 2WC căn góc Đông Nam Đông Bắc.+ Căn 04, 126m² tầng đẹp, 3PN, 2WC, ban công Đông Bắc.+ Căn 06, 206m², 4PN, 3WC, cửa Đông Nam nhà nguyên bản.- Tòa B:+ Căn 01 & 11, 107,8m², 3PN, 2WC full nội thất tầng cao đẹp ban công Đông Nam, đang cho thuê 27.28 triệu/tháng.+ Căn 02 & 10, 118m², 3pn, 2wc full nội thất tầng thấp và tầng trung đẹp ban công Đông Nam.+ Căn 03, S: 160m², 4PN, 2WC căn góc Đông Nam Đông Bắc.+ Căn 09, 160m² ban công Tây Nam, Đông Nam.+ Căn 07, 156m², 4PN, 2WC, ban công Tây Nam.+ Căn 05, 156m², 4PN, 2WC ban công Đông Bắc.+ Căn 04, 126m² tầng đẹp, 3PN, 2WC, ban công Đông Bắc.+ Căn 06, 206m², 4PN, 3WC, cửa Đông Nam nhà nguyên bản.Mọi thông tin chi tiết xin liên hệ: 0974 681 *** gặp A Tài (đã giao dịch).            ",107.8 m²,47 triệu/m²,,,Tây - Bắc,Sổ đỏ/ Sổ hồng.,27/11/2022,07/12/2022,Tin Vip 3,34922703,batdongsan_com_vn_34922703,Đông - Bắc,3 phòng,2 phòng,,
"['Hà Nội', 'Hoài Đức', 'Xã An Khánh', 'Đường Đại lộ Thăng Long', 'Dự án Mailand Hanoi City']","
Cập nhật bảng hàng biệt thự Phương Viên Splendora Bắc An Khánh Hoài Đức - Hà Nội.- Căn góc đơn lập, mặt đường rộng 42m nối sân vận động mỹ đình, S: 270m², MT: 11,6m, hoàn thiện mặt ngoài 4 tầng, sổ đỏ chính chủ, hướng Chính Nam - Chính Tây.- Căn thường mặt đường 42m², S: 255m², MT: 11m x 4 tầng thô, sổ đỏ, hướng chính nam View Hồ điều hòa và sân Golf Splendora.- Căn thường đường nội bộ, S: 278m², MT: 11,6m, xây thô 4 tầng, hướng Chính Bắc, sổ đỏ chính chủ.Liên hệ: 0974 681 *** Mr Tài.            ",270 m²,170 triệu/m²,11.6 m,42 m,Nam,Sổ đỏ/ Sổ hồng,27/11/2022,07/12/2022,Tin Vip 3,35257967,batdongsan_com_vn_35257967,Nam,,,,4 tầng
"['Hà Nội', 'Tây Hồ', 'Phường Phú Thượng', 'Đường Lạc Long Quân', 'Dự án Ciputra Hà Nội']","
Bán shophouse Ciputra vị trí lô góc đẹp.- Nằm trong tổ hợp tháp tài chính và chung cư nên kinh doanh cực kỳ tốt.- Shophouse 2 mặt tiền, xe oto đỗ thoải mái không lo hết.- Nhìn vườn hoa, tầm view thoáng trọn đời.- Diện tích 100m² - 114m² - 150m² - 200m² đa dạng phân khúc và giá tiền.- Mặt tiền lớn 6m, 7,5m, 8,5m.- Tỷ lệ xây dựng rất cao, gần như hết đất, tối ưu không gian kinh doanh.Liên hệ: Mr Khoa 0984 591 *** để đi xem thực tế.            ",100 m²,29 tỷ,7.5 m,40 m,Nam,Sổ đỏ/ Sổ hồng,27/11/2022,07/12/2022,Tin Vip 3,34972353,batdongsan_com_vn_34972353,Nam,,,,6 tầng
