address,gen_descrip,Diện tích,Mức giá,Số phòng ngủ,Số toilet,Pháp lý,Ngày đăng,Ngày hết hạn,Loại tin,Mã tin,id,Mặt tiền,Đường vào,Hướng nhà,Hướng ban công,Số tầng,Nội thất
"['Hà Nội', 'Thanh Xuân', 'Phường Nhân Chính', 'Đường Giáp Nhất']","
+ Bán nhà ô tô đỗ cửa, kinh doanh, đẹp, Giáp Nhất Thanh Xuân 68m², 3 tầng, MT 8m.+ Kinh doanh mọi mặt hàng ưu tiên văn phòng Mặt ngõ thông ra Quan Nhân.Ô tô vào nhà. Vị trí hiếm nhà bán, an ninh trật tự xã hội tốt, Trước chủ cho thuê 15 tr / tháng.+ Giữ tiền kinh doanh dòng tiền tăng vọt ổn định. Bất chấp đầu tư.+ Giao thông thuận lợi gần Quan Nhân, Ngã Tư Sở, Nguyễn Trãi, Vũ Trọng Phụng, Nguỵ Như Kom Tum, Nguyễn Tuân Nguyễn Huy Tưởng.+ Thiết kế 3 tầng.Tầng 1: 1 phòng ngủ + khách bếp + Wc.Tầng 2: 2 ngủ.Tầng 3: 2 ngủ + Wc.+ Sổ đỏ chính chủ, sẵn sàng giao dịch,+ Liên hệ e Xung ngay để được tư vấn pháp lý ngân hàng quy hoạch và xem nhà miễn phí.+ Miễn ace môi giới.+ Giá chốt bất ngờ.Zalo 0981 715 *** ",68 m²,7.4 tỷ,5 phòng,3 phòng,Sổ đỏ/ Sổ hồng,21/11/2022,28/11/2022,Tin thường,35633668,batdongsan_com_vn_35633668,8 m,6 m,,,3 tầng,Full 
"['Hà Nội', 'Bắc Từ Liêm', 'Phường Phú Diễn', 'Đường Phú Diễn']","
Tôi chính chủ cần bán lô đất DT 40m² khu phân lô trường đại học Tài Nguyên Môi Trường. Vỉa hè rộng, sát trường đại học, nhiều nhà cao tầng mọc lên, khu đông đúc sinh viên sổ đỏ chính chủ, giá 142 triệu/m². Liên hệ anh Hưng 0934 224 *** ",40 m²,142 triệu/m²,,,Sổ đỏ/ Sổ hồng,27/11/2022,04/12/2022,Tin thường,35421268,batdongsan_com_vn_35421268,,,,,,
"['Hà Nội', 'Gia Lâm', 'Xã Dương Xá', 'Dự án Vinhomes Ocean Park Gia Lâm']","
Do đi công tác nhiều, không sử dụng đến nên em muốn nhượng lại căn 3N + 2VS DT 80m² Vinhomes Ocean Park Gia Lâm.- Thiết kế căn hộ bao gồm 3PN đón ánh sáng tự nhiên, thoáng mát, có 2 logia, 2WC tiện dụng, thiết kế căn hộ rất phù hợp với gia đình đông thành viên.- Tiện ích như tại khu nghỉ dưỡng: Biển hồ, đường dạo bộ, bãi cát trắng với máy tập thể thao ngoài trời, nướng BBQ, bể bơi, có trung tâm thương mại Vincom phục vụ cư dân mua sắm, có phố đi bộ hội chợ sầm uất...- Sổ đỏ cầm tay sẵn sàng giao dịch.* Giá bán: 2.3 tỷ. (E muốn bán nhanh nên chấp nhận cắt lỗ).* Xem nhà miễn phí: 0976 366 *** ",80 m²,2.3 tỷ,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,24/11/2022,01/12/2022,Tin thường,35778880,batdongsan_com_vn_35778880,,,,,,
"['Hà Nội', 'Hà Đông', 'Phường Kiến Hưng', 'Đường Lê Trọng Tấn', 'Dự án Kiến Hưng']","
Cần bán nhà liền kề khu đấu giá sân bóng Mậu Lương, phường Kiến Hưng, quận Hà Đông.Vị trí gần sân bóng Mậu Lương, cách đường Lê Xuân Điệp 50m đường trước nhà 10m vỉa hè 3m ô tô tránh, vừa ở, kinh doanh văn phòng tốt, khu vực dân cư đông đúc hưởng trọn tiện ích các các dự án: Luxury Kiến Hưng, Mipec có tuyến bus 22 chạy ngang qua, cách viện 103, viện K chỉ 2km.Nhà tự xây dựng tâm huyết, thiết kế hợp lý đầy đủ công năng cho gia đình đông người sẵn dọn vào ở luôn.Pháp lý rõ ràng sổ đỏ gia đình cất két sẵn sàng giao dịch.            ",60 m²,6.4 tỷ,4 phòng,4 phòng,Sổ đỏ,27/11/2022,05/12/2022,Tin thường,35580120,batdongsan_com_vn_35580120,5 m,12 m,,,5 tầng,
"['Hà Nội', 'Bắc Từ Liêm', 'Phường Minh Khai', 'Đường Cầu Diễn']","
Chính chủ cần bán gấp lô đất 190m² MT 9m. Vị trí mặt kinh doanh xe oto tải tránh nhau. Gần ủy ban phường mình khai, đường trước nhà 10m, khu đông đúc sinh viên, thích hợp xây tòa chung cư mini, tòa văn phòng, giữ tiền vì đồng tiền mất giá. Vị trí đắc địa và nguồn đất ngày càng khan hiếm giá 116 triệu/m² thương lượng trực tiếp sổ đỏ chính chủ. Liên hệ a Hưng 0934 224 *** ",190 m²,116 triệu/m²,,,Sổ đỏ/ Sổ hồng,27/11/2022,04/12/2022,Tin thường,35421165,batdongsan_com_vn_35421165,9 m,,,,,
"['Hà Nội', 'Ba Đình', 'Phường Kim Mã', 'Đường Giang Văn Minh', '36']","
Chính chủ cần bán gấp lô đất vàng, hiếm DT 260m² MT 20m tại ngõ 36 Giang Văn Minh phân lô vỉa hè rộng, quy hoạch mở rộng đường phố Tây Sơn, Kim Mã thích hợp xây tòa building, nhà hàng khách sạn. Giá bán 320 triệu/m² thương lượng trực tiếp chủ liên hệ A Hưng 0934 224 *** ",260 m²,320 triệu/m²,,,Sổ đỏ/ Sổ hồng,27/11/2022,07/12/2022,Tin thường,35691733,batdongsan_com_vn_35691733,,,,,,
"['Hà Nội', 'Hà Đông', 'Phường Phú La', 'Đường Lê Trọng Tấn', 'Dự án La Casta Văn Phú']","
Cc cần bán nhà liền kề shophouse La Casta khu đô thị Văn Phú 88m², 5 tầng mặt tiền 5.5m.Vị trí:Chân tòa cc K Park đường trước nhà 18m vỉa hè 5m, bên cạnh là khu vui chơi công viên kinh doanh siêu net, hiện đang cho thuê kinh doanh cafe nhẹ nhàng 25tr/ tháng.Nhà đã hoàn thiện đẹp, kinh doanh tầng 1,2 gia đình ở tầng 3,4 vẫn cực kỳ thoải mái.Pháp lý chuẩn sổ đỏ cất két ss giao dịch.Liên hệ e Trung để xem nhà 24/24.            ",85 m²,11.5 tỷ,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,27/11/2022,05/12/2022,Tin thường,33071641,batdongsan_com_vn_33071641,5.5 m,18 m,,,5 tầng,Full nội thất
"['Hà Nội.', 'Cầu Giấy', 'Phường Dịch Vọng', 'Đường Cầu Giấy', 'Dự án Discovery Complex']","
Do gia đình nhiều người nên tôi có nhu cầu đổi lên căn 4 PN nên cần bán căn hộ 3 PN 146.8m² tại Discovery Complex.Căn hộ tầng trung thiết kế 3 PN 2 WC vô cùng rộng rãi và hợp lý.Do gia đình sử dụng nên nội thất đều được làm cẩn thận tỷ mỷ, để lại toàn bộ đồ đạc tivi, tủ lạnh, máy giặt...Căn hộ có cửa Tây Bắc - ban công Đông Nam, view Hồ Tây cực kì đẹp và thoáng mátGiá cả: Thỏa thuận trực tiếp 2 bên.Liên hệ: 0976 875 *** để xem nhà và lấy thêm thông tin nếu cần.            ",146.8 m²,Thỏa thuận,3 phòng,2 phòng,,27/11/2022,04/12/2022,Tin thường,28100435,batdongsan_com_vn_28100435,,,Đông - Nam,Tây - Bắc,,
"['Hà Nội', 'Hà Đông', 'Phường Phúc La', 'Phố Phùng Hưng', 'Dự án KĐT Xa La']","
Cần bán nhà Liền Kề KĐT Xa La quận Hà Đông, Vị trí cực đẹp chân Chung cư ở kinh doanh đa dạng mọi ngành nghề Spa, hiệu thuốc, phòng khám, nhà trẻ vv.Nhà dự án mới hoàn thiện về ở 5 năm vẫn còn rất mới, có thể vừa cho thuê kinh doanh vừa ở rất tốt khu vực hiện đang cho thuê cả nhà 20tr/tháng.Nhà vị trí đẹp không lỗi gì, pháp lý chuẩn sổ đỏ cất két.            ",60 m²,7.9 tỷ,,,,27/11/2022,05/12/2022,Tin thường,35476520,batdongsan_com_vn_35476520,,,,,5 tầng,
"['Hà Nội', 'Cầu Giấy', 'Phường Dịch Vọng', 'Đường Cầu Giấy', '302', 'Discovery Complex']","
Do gia đình chuyển xuống mặt đất tôi cần bán căn hộ 3 PN 2 WC 148m² tại Discovery Complex 302 Cầu Giấy, cam kết không có căn nào rẻ đẹp hơn.Tôi để lại toàn bộ nội thất, do làm để gia đình sử dụng nên nội thất đều được làm cẩn thận tỷ mỷ, cao cấp, để lại toàn bộ đồ đạc là 4 tivi, tủ lạnh, máy giặt, máy sấy...Điều hòa tôi sửa hết lại làm âm trần phòng khách cực kì đẹp, phòng ngủ master cũng được làm âm trần.Căn hộ có cửa Đông Nam - ban công Tây Bắc, view Trần Đăng Ninh thoáng mát - giá bán 6 tỷ 5, tôi trả hết các khoản thuế phí liên quan.Liên hệ: 0976 875 *** để xem nhà và lấy thêm thông tin.            ",148.8 m²,6.5 tỷ,3 phòng,2 phòng,Hợp đồng mua bán,24/11/2022,01/12/2022,Tin thường,35196642,batdongsan_com_vn_35196642,,,Đông - Nam,Tây - Bắc,,Full nội thất
