address,gen_descrip,Diện tích,Mức giá,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Ngày đăng,Ngày hết hạn,Loại tin,Mã tin,id,Hướng nhà,Hướng ban công,Mặt tiền,Đường vào,Số tầng
"['Hà Nội', 'Gia Lâm', 'Xã Dương Xá', 'Đường Đông Dư', 'Dự án The Zenpark']","
Căn hộ 2PN tại tòa R1.05 - The Zenpark, Vinhomes Ocean Park - Gia Lâm - HN.* Diện tích thông thủy 64.2m².* Tầng trung, ban công Đông bắc thoáng mát.* Nội thất nguyên bản CĐT.Giá: 2.75 tỷ bao phí.Quý khách hàng quan tâm vui lòng bấm nút ""Yêu cầu liên hệ lại"" hoặc liên hệ ngay với chúng tôi qua hotline: 0976 816 *** ",64.2 m²,2.75 tỷ,2 phòng,2 phòng,Hợp đồng mua bán,Nội thất nguyên bản,05/12/2022,12/12/2022,Tin thường,35513197,batdongsan_com_vn_35513197,Tây - Nam,Đông - Bắc,,,
"['Hà Nội', 'Đống Đa', 'Phường Kim Liên', 'Phố Chùa Bộc']","
Mở bán chung cư Thái Hà - Chùa Bộc - Vincom Phạm Ngọc Thạch giá rẻ chỉ 700 triệu/căn. Bàn giao đầy đủ nội thất. Nhận nhà ở ngay.Chung cư Thái Hà, Thái Thịnh, Xã Đàn, Tôn Đức Thắng, Chùa Bộc, Đống Đa chính thức mở bán vị trí trung tâm, thiết kế đẹp hiện đại nhưng có mức giá bán từ 650 triệu đến 1.28 tỷ/căn đã hoàn thiện nội thất.Hotline: 0989 339 ***Chủ đầu tư dự án).Cam kết trực tiếp chủ đầu tư, ưu đãi chiết khấu ngay 2%, tư vấn miễn phí khi liên hệ xem nhà!1. Vị trí.Chung cư Thái Hà, Chùa Bộc sở hữu vị trí vô cùng đẹp ngay trên phố Thái Hà gần rạp chiếu phim quốc gia. Gần ngã tư Chùa Bộc, Thái Hà, Tây Sơn, Hoàng Cầu, Xã Đàn.Gần chợ, siêu thị, bệnh viện lớn. Và trường đại học lớn như Đại học Công Đoàn, Đại học Thủy Lợi, ĐH Ngân Hàng, Đại học khoa học Xã Hội và Nhân Văn...2. Quy mô.Chung cư Chùa Bộc - Thái Hà, Xã Đàn được xây dựng trên nền đất vuông vắn rộng hơn 300m² có quy mô gồm 6 tầng căn hộ.Mỗi tầng có 6 căn hộ với hệ thống gồm 1 thang bộ và 1 thang máy hiện đại tốc độ cao.Tòa nhà thiết kế tầng 1 để xe, tầng trên cùng là tầng tum sân phơi chung còn lại là các tầng căn hộ.Có đầy đủ hệ thống PCCC, an ninh tòa nhà bảo vệ chuyên nghiệp 24/24.3. Diện tích và thiết kế.Các căn hộ được phân thành đa dạng các loại diện tích từ 34m² - 37m² - 39m² - 48m² - 55m² được thiết kế từ 1 - 2 phòng ngủ, 1WC, các phòng được thiết kế rất rộng thoáng mát.4. Nội thất.Chung cư Thái Hà - Chùa Bộc, Quận Đống Đa trang bị nội thất cao cấp và đầy đủ tiện nghi hơn: Sàn gỗ, trần thạch cao, tủ bếp trên dưới, bếp từ, hút mùi, nóng lạnh, thiết bị vệ sinh đầy đủ, các đèn điện chiếu sáng và trang trí tuyệt đẹp, đầu chờ internet, truyền hình cáp...5. Giá bán.+ Căn 23 - 25m²: Giá từ 650 - 695 tr.+ Căn 34m²: Giá từ 750tr - 780 tr.+ Căn 37m²: Giá từ 760tr - 810 tr.+ Căn 39m²: Giá từ 800tr - 860 tr.+ Căn 42 m²: Giá từ 1.05 tỷ - 1.1 tỷ.+ Căn 48 - 50m²: Giá từ 1.225 tỷ - 1.25 tỷ.* Khách hàng thanh toán nhanh đúng tiến độ được Chiết khấu ngay 2% giá trị căn hộ.7. Pháp lý.Mua chung cư Thái Hà - Thái Thịnh - Chùa Bộc khách hàng không phải mất thêm chi phí nào, ký hợp đồng trực tiếp CĐT với đầy đủ pháp lý. Tách sổ đỏ theo quy định pháp luật.Tư vấn miễn phí 24/7, tuyệt đối giá chuẩn đại diện chủ đầu tư!Hotline (CĐT): 0989 339 *** ",30 m²,650 triệu,1 phòng,1 phòng,,"Sàn gỗ, trần thạch cao, tủ bếp trên dưới, bếp từ, hút mùi, nóng lạnh, thiết bị vệ sinh đầy đủ, các đèn điện chiếu sáng và trang trí tuyệt đẹp, đầu chờ internet, truyền hình cáp...",05/12/2022,12/12/2022,Tin thường,33557177,batdongsan_com_vn_33557177,,,30 m,6 m,5 tầng
"['Hà Nội', 'Tây Hồ', 'Phường Quảng An', 'Đường Xuân Diệu']","
Cô Huyền xây cưới vợ cho con trai nhưng con lại chuyển qua Vinhome Riverside, nhà Xuân Diệu không dùng nên bán;Nhà thiết kế hiện đại, có khe thoáng sau nhà mở cửa sổ nên trong nhà lúc nào cũng tràn ngập ánh sáng;Ngõ nhà mình thông ra Đặng Thai Mai, phố Quảng An, đi bộ ra hồ Tây chỉ vài bước chân, khu vực này có nhiều người nước ngoài sinh sống, nên văn hóa lịch sự, gần UBND phường Quảng An nên an ninh tuyệt đối;Khu vực quy hoạch ổn định, pháp lý đầy đủ, giao dịch ngay.            ",46 m²,6.4 tỷ,,,Sổ đỏ/ Sổ hồng,,05/12/2022,12/12/2022,Tin thường,36037044,batdongsan_com_vn_36037044,,,,,
"['Hà Nội', 'Đống Đa', 'Phường Láng Thượng', 'Đường Đê La Thành']","
Tòa nhà xây dựng mới hiện đại, đã hoàn thiện có thể xách đồ về ở ngay, full nội thất.- Liên hệ chủ đầu tư: 0962 963 ***- Diện tích: 30m - 48m - 50m - 52m - 55m².- Giá bán: 780tr - 805tr - 910tr - 1 tỷ - hơn 1 tỷ.- Tòa nhà thiết kế tầng 1 để xe, tầng trên cùng là tầng tum sân phơi chung còn lại là các tầng căn hộ, có đầy đủ hệ thống phòng cháy chữa cháy tự động, an ninh tòa nhà bảo vệ chuyên nghiệp.= Liên hệ trực tiếp chủ đầu tư để mua nhà - Add Zalo để nhận video căn hộ.= Chủ đầu tư: 0962 963 *** ",52 m²,1.1 tỷ,,,Sổ đỏ/ Sổ hồng,,05/12/2022,12/12/2022,Tin thường,35363790,batdongsan_com_vn_35363790,,,,,
"['Hà Nội', 'Đống Đa', 'Phường Ô Chợ Dừa', 'Phố Hoàng Cầu', '36', 'Hoàng Cầu Skyline']","
Toà nhà Skyline 36 Hoàng Cầu.- Toạ lạc tại trung tâm quận Đống Đa, gần hồ Đống Đa, gió điều hoà khí trời miễn phí hiếm có.- Đối diện Quận Uỷ, xung quanh nhiều trường học từ mầm non đến Đại học, đi học nhạc, năng khiếu rất gần, 10 phút lên Hồ Gươm dạo chơi, ba bước lên ga tàu điện trên cao đi khắp.Căn hộ cao cấp view hồ.- 1 phòng đa năng rộng (khách, bếp có thể cải tạo thành 1 ngủ).- 2 phụ.- Đầy đủ nội thất: Chủ nhà kỹ tính thiết kế cẩn thận, đồ còn rất mới.- Chủ nhà được lộc con cái, làm ăn tấn tới, bán để mua căn rộng hơn.- Hành lang rộng rãi thoáng mát. 1 sàn 12 căn/ 4 thang máy chạy vù vù êm ru.- Có slot gửi ô tô.            ",90 m²,6.1 tỷ,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,05/12/2022,12/12/2022,Tin thường,36035610,batdongsan_com_vn_36035610,,,,,
"['Hà Nội', 'Hoàng Mai', 'Phường Hoàng Văn Thụ', 'Đường Hoàng Mai']","
Chủ đầu tư mở bán dự án chung cư Hoàng Mai - Đền Lừ chỉ từ 690 triệu/căn - Bàn giao full nội thất - nhận nhà ở ngay - chiết khấu siêu khủng - ô tô đỗ cửa.Liên hệ trực tiếp chủ đầu tư dự án: 0989 339 ***.1. Vị trí.- Chung cư A07 Hoàng Mai - Đền Lừ nằm tại vị trí vô cùng đắc địa, ô tô vào tận cửa.- Gần các tuyến đường lớn trung tâm: Hoàng Mai, Minh Khai, Đại La...- Tiện ích công cộng: Gần trường cấp 1 cấp 2 Hoàng Mai, Minh Khai...- Cách 500 mét là công an phường, gần công viên lớn, các trường đại học.2. Giá bán.+ Căn 35 - 40m²: Giá từ 600tr - 650tr 750tr.+ Căn 42 - 55m²: Giá từ 900 tr - 950tr - 1,25 tỷ.- Đặc biệt chiết khấu cực hấp dẫn: 2% giá trị căn hộ + 1 chỉ vàng 9999 + bộ nội thất.3. Nội thất.Các căn hộ chung cư Hoàng Mai được bàn giao nội thất đầy đủ gồm:Sàn gỗ, trần thạch cao, tủ bếp trên dưới, bếp từ, hút mùi, nóng lạnh, thiết bị vệ sinh đầy đủ, các đèn điện chiếu sáng và trang trí tuyệt đẹp, đầu chờ internet, truyền hình cáp.4. Pháp lý.- Khách hàng mua bán căn hộ chung cư Hoàng Mai ký hợp đồng trực tiếp chủ đầu tư, cam kết tách sổ.- Giá bán đã bao gồm chi phí làm sổ, khách hàng không phát sinh bất kỳ chi phí nào khác.Mọi thông tin chi tiết về dự án vui lòng liên hệ trực tiếp chủ đầu tư để được xem nhà miễn phí 24/24, tư vấn chuẩn chính sách, chương trình chiết khấu, thủ tục mua bán và chế độ bảo hành.Hotline: 0989 339 *** ",35 m²,690 triệu,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,05/12/2022,12/12/2022,Tin thường,35932635,batdongsan_com_vn_35932635,,,,,
"['Hà Nội', 'Hà Đông', 'Phường Kiến Hưng']","
Chính chủ gửi bán nhà Đa Sỹ Hà Đông.DT: 99m² thiết kế 3 tầng. Có 5 PN. Đang cho thuê.Sổ đỏ chính chủ pháp lý rõ ràng.Giá siêu rẻ thanh khoản nhanh chỉ 5,7 tỷ gặp chính chủ.Giao thông thuận tiện ngõ thông oto 7 chỗ vào tận cửa. Khu vực đông dân cư kinh doanh nhỏ lẻ...  LH 0948 826 *** xem nhà trực tiếp.            ",99 m²,5.7 tỷ,5 phòng,3 phòng,Đã có sổ đỏ,Đầy đủ,05/12/2022,12/12/2022,Tin thường,36035764,batdongsan_com_vn_36035764,,,,3 m,
"['Hà Nội', 'Gia Lâm', 'Xã Dương Xá', 'Đường Sao Biển', 'Dự án Vinhomes Ocean Park Gia Lâm']","
Gia đình có việc cần bán gấp liền kề Sao Biển Vinhomes Ocean Park.Vị trí tại dãy Sao Biển 20 đường thông ra biển nhân tạo, cách biển ba bước chân, gần trung tâm thương mại Vincom, đối diện là thương mại dịch vụ SB19a cực kì đông vui và sầm uất.Hiện trạng đã hoàn thiện cơ bản.Diện tích: 88.8m².Xây 3,5 tầng. Mỗi sàn 55m².View cực thoáng khi sở hữu vỉa hè rộng tới 6m.            ",88.8 m²,14.5 tỷ,,,Sổ đỏ/ Sổ hồng,Cơ bản,05/12/2022,12/12/2022,Tin thường,36036930,batdongsan_com_vn_36036930,Tây - Bắc,Tây - Bắc,7.5 m,13 m,4 tầng
"['Hà Nội', 'Hà Đông', 'Phường La Khê', 'Dự án HPC Landmark 105']","
+ Cần bán gấp căn căn hộ 3PN + 1 Chung cư HPC 105, Đường Tố Hữu, Hà Đông, Hà Nội.+ Toạ lạc tại mặt đường tố hữu, cách lê văn lương khuất duy tiến 2km,+ Thông đường lớn: Nguyễn Trãi, Lê Văn Lương, Ngã Tư khuất Duy Tiến..+ Căn hộ lô góc nhìn ra Công Viên Thiên Văn Học, Bệnh viện Nam Cường, Aeon Hà Đông, Căn hộ tầng 25 View thoáng, ban công đông nam.+ PCCC hiện đại, Tháng máy chạy êm ru, an sinh tuyệt đỉnh, trung tâm thương mại, caffe hingland, bệnh viện Hồng Ngọc, Trung tâm tiếng anh, siêu thị Vinmark...+ Sổ đổ riêng, sử dụng lâu dài.Liên hệ (zalo) Trần Thảo 0962 087 *** để được hỗ trợ và tư vấn miễn phí 24/24... Trân trọng.            ",156 m²,3.7 tỷ,3 phòng,,Sổ đỏ/ Sổ hồng,,05/12/2022,12/12/2022,Tin thường,35971142,batdongsan_com_vn_35971142,,,,,
"['Hà Nội', 'Long Biên', 'Phường Long Biên', 'Đường Cổ Linh', 'Dự án Him Lam Vĩnh Tuy']","
02 suất ngoại giao giá ổn áp, view sân Golf Long Biên.- Dự án Him Lam Vĩnh Tuy, Long Biên, Hà Nội.- Diện tích đất: 417m².- Căn góc 3 mặt tiền view sân golf đẹp nhất dự án Him Lam Vĩnh Tuy.- Xây 04 tầng nổi 01 hầm như hình.- Hàng hiếm, độc quyền đầu tư trú ẩn tài sản là tuyệt vời trong thời điểm này.Liên hệ em Nhi 0988 049 *** ",417 m²,140 tỷ,,,Sổ đỏ/ Sổ hồng,,05/12/2022,12/12/2022,Tin thường,36035682,batdongsan_com_vn_36035682,,,,,
