address,gen_descrip,Diện tích,Mức giá,Mặt tiền,Ngày đăng,Ngày hết hạn,Loại tin,Mã tin,id,Hướng nhà,Hướng ban công,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Số tầng,Đường vào
"['Hà Nội', 'Đống Đa', 'Phường Trung Liệt', 'Phố Thái Hà']","
TOÀ NHÀ CĂN HỘ DỊCH VỤ 10 TẦNG - VIEW BỂ BƠI VIEW PHỐ THÁI HÀ - NGÕ XE TẢI THÔNG KINH DOANH TẤP NẬP.+ Diện tích sổ đỏ 126.3 m², thực tế từ tầng 1 là 135m². Tổng diện tích sử dụng 1.500 m2+ Toà nhà chính chủ tự xây dựng, F0, đầy đủ giấy phép xây dựng.+ Dòng tiền Khủng : 4 tỷ / Năm. + Thiết kế: - Tầng hầm: Để xe, bếp, wc, máy bơm, máy phát điện. - Tầng 1: Lễ tân , nhà hàng , phòng tiếp khách, phòng ăn. - Tầng 2,3,4,5,6,7,8,9: Hệ thống phòng ngủ gồm 48 phòng, mỗi 1 tầng gồm 6 phòng. - Tầng 10: Khu thiết bị, phòng là, kho , sân giặt , phơi đồ. + Ngõ 3 Thái Hà cạnh bể bơi Thái Hà , thông sang 252 Tây Sơn , view bể bơi nên thoáng vĩnh viễn.            ",126.3 m²,33.5 tỷ,,19/11/2022,29/11/2022,Tin Vip 1,35884155,batdongsan_com_vn_35884155,,,,,,,,
"['Hà Nội', 'Thanh Xuân', 'Phường Khương Trung', 'Đường Vương Thừa Vũ']","
Chung cư mini tương lai.* Chuyển công tác nên gia đình muốn bán đất (tặng nhà) khu quân đôi, trung tâm quận Thanh Xuân, Hà Nội.- Đường trước nhà 2m, 10m ra ngõ Kia morning, 50m ra đường Vương Thừa Vũ kéo dài. Nhà 2 mặt ngõ, 3 tầng 1 tum hợp lý, đầy đủ công năng sử dụng gồm:+ Tầng 1: Cổng riêng sân để xe - phòng khách - bếp (có WC riêng).+ Tầng 2: 2 phòng ngủ - WC - ban công chill.+ Tầng 3: 2 phòng ngủ - WC - ban công chill.+ Tầng tum: 1 gian nhà thờ - sân phơi rộng rãi - có mái đầy đủ.- Di chuyển dễ dàng ra Hoàng Văn Thái, Nguyễn Ngọc Nại, Tô Vĩnh Diện, Lê Trọng Tấn, Trường Chinh, Tôn Thất Tùng, Nguyễn Trãi, Ngã tư Sở, Vành đai 2, Vành đai 2,5, Vành đai 3...- Nhà xây ngay từ đầu để gia đình ở lâu dài nên rất chắc chắn, vuông vắn, rộng rãi, thoáng mát khu dân trí cực kỳ cao, toàn tướng tá quân đội của Phòng Không - Không Quân. Ở đặc biệt rất yên tĩnh, không ồn ào, xung quanh toàn nhà to có sân vườn nên không khí cực kỳ thoáng đãng, an ninh tốt, an sinh đỉnh.- Đặc biệt gà đẻ trứng vàng:+ Nhà diện tích rộng, móng chắc nên có thể cải tạo thành Chung cư mini 6 tầng, có diện tích chờ thang máy, 10 phòng, doanh thu 50tr/tháng (đã có thiết kế). Nhà gần chợ, trường học các cấp, đại học, ngân hàng, Atermis nên nhu cầu thuê rất cao.+ TP Hà Nội đang hoàn thiện dự án đường Vành đai 2,5 và quận Thanh Xuân sẽ triển khai dự án đường Vương Thừa Vũ kéo dài rộng 30m trong thời gian tới nên giá trị đất sẽ lên cao, để không cũng có lãi.+ Gia đình có người quen hỗ trợ sang tên sổ hồng, cấp phép xây dựng, sửa chữa, xây dựng nhà từ A - Z và các thủ tục pháp lý khác.- Giấy tờ hoàn toàn sạch đẹp chính chủ, làm việc không qua môi giới.- Giá cả thương lượng thoải mái theo cảm tình.            ",60 m²,6.6 tỷ,6 m,19/11/2022,29/11/2022,Tin Vip 1,35884140,batdongsan_com_vn_35884140,Tây - Bắc,Tây - Bắc,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,"Giường, tủ quần áo, tủ bếp, điều hòa.",3 tầng,2.5 m
"['Hà Nội', 'Hà Đông', 'Phường La Khê', 'Đường Tố Hữu', 'Dự án The Pride']","
Cần bán gấp căn 3PN, 2vs, 95,9m² The Pride.- Giá 2.4 tỷ bao phí sang tên.- Đã có đồ cơ bản tb vệ sinh, điều hòa và bếp.- Tầng thấp view nội khu.- Đã có đồ cơ bản và sơn sửa lại như mới.- Nhà đã có sổ đỏ chính chủ.- Có hỗ trợ vay ngân hàng.- Thiết kế 3PN riêng biệt.- Tiện ích: Bể bơi, trung tâm thương mại, siêu thị, ngân hàng, gym, khu vui chơi trẻ em đã có sẵn.Xem nhà liên hệ em Tùng: 0976 655 *** ",95.9 m²,2.4 tỷ,,19/11/2022,29/11/2022,Tin Vip 1,35884133,batdongsan_com_vn_35884133,Đông - Nam,Tây - Nam,3 phòng,2 phòng,Sổ đỏ,,,
"['Hà Nội', 'Hoài Đức', 'Xã Vân Canh', 'Dự án An Lạc Green Symphony']","
Tôi chính chủ cần bán căn biệt thự 135m² hướng Đông Nam.Nhà đã bàn giao, có thể nhận nhà luôn.Giá cả đàm phán.Ai có nhu cầu liên hệ: 0988 235 *** ",135 m²,Thỏa thuận,8 m,19/11/2022,29/11/2022,Tin Vip 1,35697497,batdongsan_com_vn_35697497,Đông - Nam,Đông - Nam,4 phòng,5 phòng,Hợp đồng mua bán,,4 tầng,13 m
"['Hà Nội', 'Long Biên', 'Phường Việt Hưng', 'Đường Nguyệt Quế', 'Dự án Vinhomes The Harmony']","
Bán nhanh cắt lỗ đơn lập, 2 mặt thoáng, khu Nguyệt Quế, vị trí trung tâm khu hồ 12ha, Harmony.- Gần CLuphouse.- Nhà hàng nổi.- Diện tích: 351m².- View sông đẹp.- Xây dựng: 380m²/3 sàn.- Giá: 66.3 tỷ, đơn giá chỉ khoảng hơn 170tr/m², thị trường 250 - 270tr/m².- Khách thiện chí làm việc nhanh gọn liên hệ: 0932 533 ***Cảm ơn!            ",351 m²,66.3 tỷ,,19/11/2022,30/11/2022,Tin Vip 1,22181519,batdongsan_com_vn_22181519,,,,,,,3 tầng,
"['Hà Nội', 'Hai Bà Trưng', 'Phường Vĩnh Tuy', 'Đường Minh Khai', 'Dự án Times City']","
Chính chủ cần bán gấp căn hộ 3PN tại chung cư Times City căn hộ đã được thiết kế full nội thất mới.Diện tích 100m².Căn hộ gồm 3 PN, 2VS, Khách, bếp.Ban công Đông Nam, tầng thấp.Ảnh thật căn hộ.Liên hệ xem nhà 24/7 em Hoa 0986 784 *** ",100 m²,6.5 tỷ,,19/11/2022,29/11/2022,Tin Vip 1,35882819,batdongsan_com_vn_35882819,,,3 phòng,2 phòng,,Full nội thất,,
"['Hà Nội.', 'Nam Từ Liêm', 'Phường Trung Văn', 'Đường Tố Hữu', 'Dự án Viwaseen Tower']","
Bán sàn văn phòng tầng 20, hướng ban công ĐN nhìn xuống đường Tố Hữu, vị trí đẹp nhất tại tòa nhà Viwaseen Tố Hữu Q. Nam, DT từ 207m².Hiện đang cho thuê ổn định với đơn giá 270.358đ/1m².Giá bán 40,5tr/1m².LH: 0904 396 ***Mr. Hùng).            ",207 m²,40.5 triệu/m²,27 m,19/11/2022,29/11/2022,Tin Vip 1,35882608,batdongsan_com_vn_35882608,Đông - Nam,,,,Sổ đỏ/ Sổ hồng.,Đầy đủ,,10 m
"['Hà Nội', 'Hoàng Mai', 'Phường Lĩnh Nam', 'Đường Nam Dư']","
- CCMN vừa đi vào hoạt động, 8 tầngx160m²; có thang máy, phòng tập thể dục; lô góc; đường nhựa 5m, khu dân trí cao; 30 phòng. Dòng tiền siêu ổn định 140 - 150 triệu/tháng- Cách bờ hồ 6km; gần các bệnh viện lớn (Bạch Mai, 108,) các trường đại học KTQD, XD, Y,; siêu sầm uất.Địa chỉ: Số 28 ngõ 17 phố Nam Dư, Linh Nam, Hoàng Mai, HN.Giá: 25,9 tỷ (có thương lượng).Gia đình chịu phí sang tên sổ đỏ và mọi chi phí khác.Liên hệ Anh Dung: 0989999135(Miễn làm phiền, không tiếp quảng cáo, xin đừng gọi).            ",160 m²,25.9 tỷ,,19/11/2022,29/11/2022,Tin Vip 1,35882570,batdongsan_com_vn_35882570,,,,,Sổ đỏ chính chủ,"Có thang máy, đồ cơ bản",8 tầng,
"['Hà Nội', 'Hoàng Mai', 'Phường Hoàng Văn Thụ', 'Đường Hoàng Mai', 'Dự án Feliz Homes']","
Tôi cần bán 2 suất ngoại giao căn 2 phòng ngủ tại dự án Chung cư Feliz Homes Hoàng Mai, vào tên trực tiếp HĐMB, được vay ls 0% ân hạn nợ gốc 18 tháng, hỗ trợ vay 70% GTCH, tặng 2% KPBT và 1 năm phí quản lý dịch vụ.Thông tin 2 căn hộ như sau:1, Căn số ZB08 DT 73m².+ Ban công Đông, view hồ bơi.+ Giá bán 3 tỷ 150.+ Hình thức mua bán: Ký trực tiếp CĐT LKB.2, Căn số 09 ZA DT 77,8m².+ Ban công Đông, view hồ bơi.+ Giá bán 3 tỷ 250.+ Hình thức mua bán: Ký trực tiếp CĐT LKB.Cả 2 căn hộ này đều được tặng 2% kinh phí bảo trì và 1 năm phí quản lý dịch vụ, nếu mua cả 2 căn liền thì tặng thêm chủ nhà 5 chỉ vàng 9999.Mọi thông tin xin hãy gọi tôi qua sđt: 0921 943 *** - miễn tiếp môi giới.--------------------------------------Tòa nhà có đầy đủ các tiện ích nội khu và ngoại khu như:- Trường học từ mầm non đến THCS. Tiệm cận các trường đại học, bệnh viện.- Bể bơi ngoài trời, hồ điều hòa, hồ cảnh quan.- Công viên, vườn hoa, khu vui chơi trẻ thơ.- Hệ thống shophouse, nhà hàng, TTTM.Khu vực đi lại thuận tiện có nhiều đường đi như ra Nguyễn Xiển (Vành Đai 3), Nguyễn Trãi. Gần các đường lên cao tốc Khuất Duy Tiến, Pháp Vân, sân bay, Giải Phóng, Văn Điển.            ",77 m²,3.25 tỷ,,19/11/2022,29/11/2022,Tin Vip 1,35881906,batdongsan_com_vn_35881906,,Đông,2 phòng,2 phòng,Hợp đồng mua bán.,"Sàn gỗ, trần thạch cao, điều hòa âm trần, full thiết bị WC.",,
"['Hà Nội', 'Tây Hồ', 'Phường Thụy Khuê', 'Đường Thụy Khuê']","
Tôi chính chủ cần bán ngôi nhà 4 tầng 1 tum xây được 3 năm diện tích sổ đỏ 68m² nhà xây có thiết kế tại địa chỉ: Số 4 ngõ 214 Thụy Khuê căn ngoài đang ở d/tích 30m² căn trong lối đi riêng đang cho thuê aprart.. 4 căn/4tr/1căn.- Vị trí đắc địa ngõ thông ngắn, thẳng Thuỵ khuê mặt Hồ Tây, cách mặt phố Thụy Khuê 20m, cách mặt hồ 50m. Đối diện tiệm bánh Trung thu nổi tiếng Bảo Phương, trong vòng bán kính 1 km là Lăng chủ tịch HCM, công viên Bách Thảo, bệnh viện Xanh - pon, bệnh viện Thu Cúc, đặc biệt cách trường cấp 1,2,3 Chu văn An nổi tiếng 700m.Giá bán 11.6 tỉ, có gia lộc, Vì Tôi chính chủ nên không tiếp môi giới, quảng cáo dưới mọi hình thức.Liên hệ sđt: 0985 232 *** ",68 m²,11.6 tỷ,,19/11/2022,04/12/2022,Tin Vip 1,35880999,batdongsan_com_vn_35880999,,,,,Sổ đỏ,,4 tầng,
