address,gen_descrip,Diện tích,Mức giá,Mặt tiền,Đường vào,Số tầng,Số phòng ngủ,Số toilet,Ngày đăng,Ngày hết hạn,Loại tin,Mã tin,id,Pháp lý,Hướng nhà,Hướng ban công,Nội thất
"['Hà Nội', 'Thanh Xuân', 'Phường Thanh Xuân Nam', 'Đường Triều Khúc']","
CCMN Triều Khúc ngõ thông, 20m ra ô tô tránh 8 tầng, 27 phòng gác xép, thang máy, lh 0968 329 ***Tòa nhà có diện tích 95m² - thiết kế hiện đại theo mô hình chung cư mini, gồm 8 tầng, 27 phòng gác xép, có thang máy, doanh thu 100 tr/tháng.Tầng 1: Thông phòng để xe rộng rãi.Tầng 2,3,4,5,6,7: Mỗi tầng 4.Tầng 8: 3 phòng + sân phơi.* Các phòng thiết kế rộng rãi, thoáng mát có gác xép, nấu ăn riêng ngoài ban công. Hệ thống đèn chiếu sáng, thiết bị vệ sinh hiện đại, nóng lạnh, điều hòa, thang máy, tủ quần áo, bàn học, quạt treo tường,...* Vị trí: Khu vực trung tâm Triều Khúc, Ngõ thông, di chuyển thuận tiện, ngay chợ Triều Khúc, cách ngõ ô tô 100m, 2 phút ra mặt đường Nguyễn Trãi, Nguyễn Xiển, gần 7 trường ĐH lớn: ĐH GTVT, ĐH Hà Nội, ĐH Y Dược, HV An Ninh, ĐH Thăng Long, HV Mật Mã,... Khu vực đông đúc dân cư, sinh viên thuê trọ, cực dễ cho thuê. Giao thông đi lại thuận tiện, gần điểm xe bus,... Pháp lí sạch, sổ đỏ chính chủ, sẵn sàng giao dịch.* Pháp lý: Nhà có đầy đủ sổ đỏ, giấy phép xây dựng, hồ sơ kỹ thuật.* Hỗ trợ vay ngân hàng tới 80% cho khách có nhu cầu.* Cam kết thầu lại nhà giá cao, hỗ trợ lấp phòng cho khách muốn tự quản lí.* Giá 14,6 tỷ có thương lượng tốt.* Lh Nguyễn Hoà.* Trân trọng cảm ơn quý bạn đã đọc tin.            ",95 m²,14.6 tỷ,,,,27 phòng,,05/12/2022,12/12/2022,Tin thường,34648951,batdongsan_com_vn_34648951,Sổ đỏ.,,,
"['Hà Nội', 'Tây Hồ', 'Đường Nguyễn Đình Thi']","
Chính chủ bán mảnh đất phố Nguyễn Đình Thi, diện tích 162m², mặt tiền 7m.Vị trí đắc địa ngay trung tâm phố Nguyễn Đình Thi. Sổ đỏ nở hậu.Thửa đất vuông và không lỗi phong thủy.Mặt Hồ Tây. Đường rộng. Phố hiếm nhà bán.Nay gia chủ có nhu cầu bán lại mảnh đất với giá 95 tỷ.Ai thực sự quan tâm liên hệ.A. Phúc 0988 991 *** ",162 m²,95 tỷ,7 m,,,,,05/12/2022,12/12/2022,Tin thường,32749062,batdongsan_com_vn_32749062,Sổ đỏ/ Sổ hồng,,,
"['Hà Nội', 'Cầu Giấy', 'Phường Dịch Vọng', 'Phố Trần Quốc Hoàn']","
+ Cực hót: Bán nhà Trần Quốc Hoàn, Cầu Giấy, phân lô ô tô tránh, kinh doanh, diện tích 56m², 5 tầng giá nhỉnh 15tỷ - LH ngay: 0966 230 *** - Mr Hoà để được xem nhiều những căn nhà đẹp, phân lô, ô tô tránh, trung tâm quận Cầu Giấy.Nhà Trần Quốc Hoàn, diện tích 56m², 4 tầng, mặt tiền 4,5m, giá chỉ nhỉnh 13 tỷ - Nhà diện tích 40m², 7 tầng, giá chỉ hơn 11 tỷ - ngoài những căn nhà này còn có rất nhiều căn nhà phân khúc tương tự, phân lô, ô tô tránh, nằm trung tâm quận Cầu Giấy, quý khách có yêu cầu, liên hệ ngay để có nhiều sự lự cho những căn nhà phù hợp cho mình ạ,- Nhà phân lô sổ đỏ chính chủ, vuông đẹp, sẵn sàng giao dịch.- Liên hệ: 0966 230 *** - Mr Hoà.            ",56 m²,Thỏa thuận,6.3 m,8 m,5 tầng,4 phòng,5 phòng,05/12/2022,12/12/2022,Tin thường,33477911,batdongsan_com_vn_33477911,Chính chủ,Tây,Đông,Có
"['Hà Nội', 'Tây Hồ', 'Đường Nguyễn Đình Thi']","
Chính chủ bán nhà tại đường Nguyễn Đình Thi, Tây Hồ.Căn nhà hiện tại đang cho thuê với dòng tiền hơn 150 tr/tháng.Thiết kế hiện đại, độc đáo. Vị trí đắc địa ngay mặt Hồ Tây.Không khí trong lành và dân trí cao.Vị trí kết nối trực tiếp tới tuyến phố chính như Văn Cao - Liễu Giai.Nay gia đình tôi có nhu cầu bán lại căn nhà cho ai thực sự quan tâm.Liên hệ trực tiếp 0988 991 *** ",220 m²,160 tỷ,10 m,20 m,8 tầng,,,05/12/2022,12/12/2022,Tin thường,31158108,batdongsan_com_vn_31158108,Sổ đỏ/ Sổ hồng,Nam,,
"['Hà Nội', 'Hoài Đức', 'Xã An Khánh', 'Dự án The Golden An Khánh 32T']","
Chính chủ cần bán căn hộ 32T The Golden An Khánh, đã full nội thất.Vị trí: Chung cư 32T Golden An Khánh, KĐT Nam An Khánh, An Khánh, Hoài Đức.Cạnh Thiên Đường Bảo Sơn.Cách siêu thị Aeon Mall Hà Đông 1,5km.Cách Vinhomes Smart City 1km.Thuận tiện cho việc di chuyển vào các quận nội thành: Cách SVĐ Mỹ Đình chỉ 10 phút di chuyển, cách Trung tâm Hội Nghị Quốc Gia 10 phút di chuyển.Diện tích: 66m², bao gồm 02 phòng ngủ 2wc.Tiện ích:- Tiện ích nội khu: Bể bơi chung cư, sảnh vui chơi trẻ em, phòng tập gym.- Tiện ích xung quanh: Công viên, trường học, mầm non, chợ, siêu thị, spa.Mô tả: Căn hộ đã thiết kế thi công nội thất dựa trên ý tưởng thiết kế của đơn vị thi công nội thất chuyên nghiệp. (hình ảnh thực tế kèm theo).Nội thất căn hộ bao gồm: Toàn bộ đồ gỗ 02 phòng ngủ, bếp, phòng khách.Giá bán: 1. X tỷ bao mọi chi phí. Có thương lượng cho khách mua thiện chí.Khách mua có thể chuyển vào ở ngay.Liên hệ ngay em Luận: 0333 315 *** để được tư vấn cụ thể nhất.            ",66 m²,1.98 tỷ,,,,2 phòng,2 phòng,02/12/2022,09/12/2022,Tin thường,36016162,batdongsan_com_vn_36016162,Sổ đỏ/ Sổ hồng,Tây - Nam,Đông - Bắc,Đầy đủ
"['Hà Nội', 'Tây Hồ', 'Phường Thụy Khuê', 'Đường Nguyễn Đình Thi']","
Chủ cần giải quyết việc riêng nhờ bán gấp nhà mặt phố Nguyễn Đình Thi.Diện tích 221m² xây 4 tầng thang máy, mặt tiền 12m.Vị trí đắc địa Tây Hồ Quận, giáp Ba Đình, giao thông thuận tiện, ở quá vip. Hàng xóm đại gia.+ Thiết kế thông sàn, thang máy nhập khẩu xịn đét.+ Sổ đỏ chính chủ sẵn sàng giao dịch.            ",221 m²,550 triệu/m²,12 m,20 m,4 tầng,5 phòng,5 phòng,05/12/2022,12/12/2022,Tin thường,27812444,batdongsan_com_vn_27812444,Sổ đỏ chính chủ.,,,Full nội thất nhập khẩu cao cấp.
"['Hà Nội', 'Bắc Từ Liêm', 'Phường Đông Ngạc', 'Dự án The Link 345-CT1']","
The Link 345 Ciputra, Tây Hồ, Hà Nội (cổng Phạm Văn Đồng - cầu Thăng Long).+ Căn hộ thuộc tòa L4 loại 3 phòng ngủ/Diện tích 105m² (thông thủy), thiết kế 2WC rộng rãi, thoáng mát. Giá từ 5,5tỷ (giá gồm VAT + KPBT và nội thất cơ bản liền tường).Xem căn hộ thực tế liên hệ Em Quý 081.619.3838.---------------------* Tiến độ thanh toán:+ Khách hàng thanh toán 95% và kinh phí bảo trì để nhận nhà ngay.+ Khách vay ngân hàng tự trả lãi, Chủ đầu tư hỗ trợ ký 3 bên với ngân hàng Vietcombank.---------------------1. Tổng quan dự án The Link Ciputra:- Địa chỉ: Lô đất IC 32, KĐT Nam Thăng Long.- CĐT: Liên danh Ciputra và UDIC.- Nhà thầu thi công: UDIC.- Quy mô: 2,1 ha, gồm 3 tòa chung cư L3, L4, L5 cao 21 tầng với 594 căn hộ.- 21 tầng nổi, 1 tầng hầm, 2 tầng kỹ thuật.- Mật độ: 10 căn hộ/ sàn, 3 thang máy.- Tình trạng: Đã bàn giao. Nhận nhà ở ngay.- Căn hộ nguyên bản chủ đầu tư, đã bao gồm thiết bị vệ sinh, trần tường... Căn hộ khu vực văn minh, đủ tiện nghi: Siêu thị, bể bơi, cafe...- Thiết kế lấy sáng và gió tự nhiên có chỗ phơi đồ và giặt riêng, view sân golf 25ha Ciputra, với bàn giao nội thất cao cấp như trần thạch cao sơn 3 lớp, sàn gỗ, thiết bị vệ sinh cao cấp, cửa kính cường lực, thiết kế sang trọng.2. Tiện ích dự án:Tiện ích khu Ciputra đã được khẳng định từ rất lâu với cung cách quản lý cao cấp, thanh lịch và nhã nhặn.- Cổng chào sang trọng.- Bể bơi ngoài trời, bể bơi trong nhà 4 mùa.- Khu tắm nắng, cafe ngoài trời.- Khu ẩm thực BBQ.- Phòng tập gym, yoga, spa.- Khu vui chơi trẻ em.- Con đường sinh thái Ecopark.- Hệ thống cây xanh 3 lớp tươi mát.- An ninh bảo vệ 24/7.Anh chị quan tâm căn hộ liên hệ theo hotline 0816 193 *** nhé.            ",105 m²,5.5 tỷ,,,,3 phòng,2 phòng,05/12/2022,12/12/2022,Tin thường,30638863,batdongsan_com_vn_30638863,Sổ đỏ/ Sổ hồng,Đông,Tây,Bàn giao nội thất liền tường.
"['Hà Nội', 'Hoàng Mai', 'Phường Thanh Trì', 'Đường Thanh Lân', 'Ngõ 23']","
Bán nhà mặt ngõ 23 Thanh Lân, đầy đủ tiện ích:Nhà xây 4 tầng 1 tum chắc chắn, thoáng trước, thoáng sau:- Tầng 1: Phòng khách + bếp riêng biệt.- Tầng 2: Phòng ngủ master + wc cực rộng.- Tầng 3: 2 phòng ngủ + wc tiện nghi.- Tầng 4: Phòng ngủ + phòng thờ + sân phơi thoáng mát.Vị trí trung tâm, đường thông các ngả.Có thương lượng mạnh cho khách mua thiện chí.Liên hệ trực tiếp chủ nhà: Quý 0969 886 *** ",35 m²,3.5 tỷ,4 m,3 m,4 tầng,4 phòng,3 phòng,05/12/2022,15/12/2022,Tin thường,35894261,batdongsan_com_vn_35894261,Sổ đỏ/ Sổ hồng,Nam,Nam,"Nội thất cao cấp, đầy đủ"
"['Hà Nội', 'Ba Đình', 'Phường Cống Vị', 'Đường Đào Tấn', 'Ngõ 92']","
Nhà đẹp long lanh mua về ở ngay cách phố 40m ngõ rộng khu dân trí cao trung tâm Ba Đình.Tọa lạc tại ngõ 92 phố Đào Tấn, nhà đẹp chất lượng, bố trí nội thất sang trọng, hiện đại. Khách mua về chỉ việc mang vali quần áo tới ở liền.Nhà mình bán cách mặt phố Đào Tấn chỉ với khoảng 40m, rất gần phố, thuận tiện đi lại.Xung dân trí cao, văn minh, sạch sẽ. Nơi đáng để ở và an cư lâu dài.Phố Đào Tấn là khu phố vip Ba Đình, khu trung tâm với nhiều tiện ích đời sống. Gần Công Viên Thủ Lệ, Trung tâm mua sắm Lotte, trường cấp 1,2,3.-------------Thiết kế:Tầng 1: Phòng khách + Khu bếp ăn + wc.Tầng 2.3.4: Mỗi tầng 02 ngủ + wc.Tầng 5: Phòng thờ + sân phơi.Sổ đỏ vuông 4 góc, mặt tiền rộng.Giá bán: 5,85 tỷ.Liên hệ xem nhà miễn phí 24/24: Minh Hoàng.            ",45 m²,5.85 tỷ,4.5 m,3 m,5 tầng,6 phòng,4 phòng,05/12/2022,12/12/2022,Tin thường,35305311,batdongsan_com_vn_35305311,Sổ đỏ/ Sổ hồng,,,
"['Hà Nội', 'Nam Từ Liêm', 'Phường Mễ Trì', 'Đường Lê Quang Đạo', 'Dự án The Matrix One']","
Gia đình mình cần bán gấp biệt thự shophouse The Matrix One Vip nhất khu để sang định cư nước ngoài. Dự án Nằm ở khu trung tâm phức hợp mỹ đình với đầy đủ khối ban bệ hành chính trung tâm của thủ đô. Biệt thự nhà mình đã hoàn thiện hết nội thất đẳng cấp. BT có hầm chung để oto, Tầng 1 - 2 để thô theo yêu cầu của khách thuê vì có khách thuê mở nhà hàng (70tr/ tháng). Nội thất tầng 3 đến tầng 5 đã đầy đủ đẳng cấp và đẹp mê ly vì gia đình mình là chủ doanh nghiệp cũng như là làm vị trí cao cấp tại khối nhà nước nên nhà mình cực kỹ tính khi hoàn thiện nội thất. Tổng chi phí nhà mình bỏ ra hoàn thiện nội thất là hơn 12 tỷ và mới chuyển về ở được hơn 6 tháng nên đồ đạc như mới. Nay nhu cầu muốn sang NC ngoài định cư nên để lại cho anh em nào sẵn tài chính muốn về hưởng thụ tại khu vip Mỹ Đình. Giá cả có thể gia lộc 1 chút cho ae vào việc nhanh.            ",190 m²,480 triệu/m²,7.8 m,,6 tầng,,,05/12/2022,12/12/2022,Tin thường,35630719,batdongsan_com_vn_35630719,Đang chờ sổ,Đông - Bắc,,Full đồ sang xịn mịn đầu tư hoàn thiện 12 tỷ và thang máy hơn 600 triệu.
