address,gen_descrip,Diện tích,Mức giá,Pháp lý,Ngày đăng,Ngày hết hạn,Loại tin,Mã tin,id,Mặt tiền,Đường vào,Số tầng,Số phòng ngủ,Số toilet,Nội thất,Hướng nhà,Hướng ban công
"['Hà Nội', 'Hoàng Mai', 'Phường Yên Sở', 'Đường Pháp Vân', 'Dự án Gamuda Gardens']","
Do không thuận tiện đưa đón con đi học và bố mẹ đi làm nên gia đình cần bán liền kề ST5 Gamuda - Tam Trinh - Hoàng Mai.- Diện tích: 90m².- Mặt tiền: 6m.Xác định về ở nên nội thất gia đình em làm rất cẩn thận, tâm huyết, đo từng cm, nội thất mới hoàn toàn và đều là hàng nhập khẩu 100%, nhà làm hết hơn 7 tỷ tiền nội thất.+ Điều hòa Daikin, âm trần, 2 chiều, các tầng.+ Hệ thống tủ bếp cực đẹp, lò nướng, máy rửa bát đều hơn 50tr.+ Bộ ghế da bò nhập khẩu.+ Đèn trang trí và tranh đều mấy chục triệu/chiếc.+ Mỗi tầng nhà em đều có 1 em robot lau nhà.- Giá bán: 21.5 tỷ.LH: 0948 857 *** ",90 m²,21.5 tỷ,Hợp đồng mua bán.,29/11/2022,06/12/2022,Tin thường,35984297,batdongsan_com_vn_35984297,6 m,,4 tầng,4 phòng,4 phòng,,,
"['Hà Nội', 'Bắc Từ Liêm', 'Phường Cổ Nhuế 1', 'Đường Phạm Văn Đồng', '232 - 234', 'Thành Phố Giao Lưu']","
Gia đình không ở đến(định cư cùng con sang nước ngoài nên cần bán lô biệt thự hồ An Bình City, khu đô thị Thành Phố Giao Lưu, 232 Phạm Văn Đồng Hà Nội.Số đt em 0987 065 ***Lô hồ An Bình City, rộng 170m², cao 4 tầng 1 tum.Giá 46 tỷx.Pháp lý rõ ràng, sẵn sàng giao dịch.Có tạo điều kiện vay vốn ngân hàng.Lô góc, 3 mặt thoáng.Ở thì cạnh hồ.Cho thuê thì: Hở ra cái là khách thuê ngay.Vừa ở vừa cho thuê thì càng tốt.Lô biệt thự đẹp, thoáng đãng, thiên nhiên trong lành và mát mẻ.Biệt thự đang để không.View thoáng hồ điều hòa 1ha.Tiếp người thiện chí mua, không tiếp MG và TG khác.            ",200 m²,Thỏa thuận,,29/11/2022,06/12/2022,Tin thường,32690701,batdongsan_com_vn_32690701,,,5 tầng,7 phòng,4 phòng,,,
"['Hà Nội', 'Hoàng Mai', 'Phường Định Công', 'Đường Định Công', '176', 'Sky Central']","
Gia đình có việc cần bán chung cư 176 Định Công:+ Diện tích 67m², 2 phòng ngủ, 2 vệ sinh.+ Sổ đỏ chính chủ.+ Nội thất cơ bản.+ Nhiều tiện ích: 3 tầng hầm gửi xe, bể bơi 4 mùa, sân chơi trẻ em, 3 siêu thị, 2 cafe, quán nướng, nhà thuốc, mầm non, gần chợ, cây xăng, trường học, bệnh viện.+ 5 phút lên Bách Khoa, Kinh Tế, Xây Dựng, Y Hà Nội.+ Giá 2 tỷ 900.Liên hệ: Ms Quỳnh Lê.            ",67 m²,2.9 tỷ,Sổ đỏ/ Sổ hồng.,29/11/2022,09/12/2022,Tin thường,34328456,batdongsan_com_vn_34328456,,,,2 phòng,2 phòng,,,
"['Hà Nội', 'Nam Từ Liêm', 'Phường Mễ Trì', 'Đường Đại lộ Thăng Long', 'Dự án Vinhomes Green Bay Mễ Trì']","
Gia đình cần bán gấp căn hộ 2 ngủ 2wc(hai nhà vệ sinh) đồ cơ bản.Căn hộ được thiết kết thông minh thoáng, giá 3 tỷ toà G2 tốt nhất khu.Vì gia đình cần tiền để đầu tư việc khác nên cần bán giá đó.Căn hộ thuộc tầng cao view mát.Ai có nhu cầu liên hệ bạn Dũng SĐT 0912 645 *** để xem nhà.Trân trọng.            ",60 m²,3 tỷ,,29/11/2022,06/12/2022,Tin thường,35984994,batdongsan_com_vn_35984994,,,,2 phòng,2 phòng,,Tây - Nam,Đông - Bắc
"['Hà Nội.', 'Nam Từ Liêm', 'Phường Phương Canh', 'Đường Trần Hữu Dực', 'Dự án Hateco Apollo']","
- Bàn giao hoàn thiện mặt ngoài.Hồ điều hoà, bể bơi bốn mùa tiện ích đáng sống.- Được thiết kế theo phong cách hiện đại. Dự án tọa lạc tại phường Xuân Phương. Mang đến không gian sống hiện đại khung cảnh hài hoà.- Liền kề Hateco Apollo 6 Xuân Phương có vị trí vàng ngay trên mặt Đường Tỉnh Lộ 70 - Trịnh Văn Bô, giữa trung tâm quận Nam Từ Liêm.+ Phía Bắc: Giáp đường Trần Hữu Dực, đi đường 70, Lê Đức Thọ.+ Phía Đông: Giáp khu dân cư Xuân Phương.+ Phía Nam: Giáp KĐT Tasco Xuân Phương 2.+ Phía Tây: Giáp khu dự án quy hoạch mới.* Diện tích: 78m².- Thiết kế: 4 tầng, 1 tum.- Sổ đỏ phân lô.Liên hệ chính chủ: Vũ Nguyên 0932 357 *** ",78 m²,150 triệu/m²,,29/11/2022,06/12/2022,Tin thường,35525615,batdongsan_com_vn_35525615,,,,,,,,
"['Hà Nội', 'Hà Đông', 'Phường La Khê', 'Đường Tố Hữu', 'Dự án BID Residence']","
Chính chủ tôi cần bán 3 suất ngoại giao chung cư BID Residence Hà Đông.- Diện tích: 144m²; 3PN; 2WC, tầng trung đẹp. Căn góc.- Căn hộ view đẹp với 100% các phòng ngập tràn ánh sáng tự nhiên.- Lối ra ban công phòng khách siêu rộng, tận hưởng không gian trồng cây xanh và tiểu cảnh.- Hệ thống 11 thang máy căn hộ, tăng cường di chuyển nhanh chóng cho cư dân, thang cuốn hiện đại tại Trung tâm thương mại sầm uất...- Hệ thống thiết bị giám sát, an ninh hiện đại 24/24.- Cam kết giá tốt nhất thị trường.- Có phí MG cho sale.Liên hệ chính chủ: Vũ Nguyên 0932 357 *** ",144 m²,Thỏa thuận,,29/11/2022,06/12/2022,Tin thường,35796789,batdongsan_com_vn_35796789,,,,3 phòng,2 phòng,,,
"['Hà Nội', 'Hoàng Mai', 'Phường Yên Sở', 'Đường Pháp Vân', 'Dự án The Zen Residence']","
Bán 1PN The Zen - Gamuda, full đồ, chỉ 2.22 tỷ.Gia đình em có việc gấp cần bán căn chung cư 1PN The Zen - Gamuda.- Diện tích: 54m².- Thiết kế: 1PN - 1PK - 2 logia.- Nhà có sẵn nội thất, chỉ việc xách vali về ở.- View đẹp, thoáng, không ồn, không bụi.Anh, chị có nhu cầu liên hệ em Phượng để ép giá ạ.094 8857 094.            ",54 m²,2.2 tỷ,Sổ đỏ/ Sổ hồng.,29/11/2022,06/12/2022,Tin thường,35984172,batdongsan_com_vn_35984172,,,,1 phòng,1 phòng,,,
"['Hà Nội', 'Hoài Đức', 'Xã An Thượng', 'Đường Đại lộ Thăng Long']","
Cắt lỗ 50m² mặt đường Liên Khu 8 đất DV An Thượng, đường rộng 50m, giá 11x tr/m².Diện tích = 50 m², MT = 4m.- Phong thuỷ không lỗi lầm gì, đường thông, hè thoáng.- Hưởng các tiện ích của các khu đô thị lớn như: Sudico, Ha Đô Charm, Nam An Khánh...- Nằm trong khu đất 12.5 ha đất dịch vụ An Thượng tiện ích xung quanh không thiếu thứ gì.- Thời điểm tốt để các NĐT thông thái vào BĐS.Chỉ 11x(x có như không). Liên hệ ngay: 0989 856 *** ",50 m²,Thỏa thuận,Sổ đỏ/ Sổ hồng.,29/11/2022,06/12/2022,Tin thường,35923575,batdongsan_com_vn_35923575,4 m,50 m,,,,,Đông - Bắc,
"['Hà Nội', 'Sơn Tây', 'Xã Xuân Sơn', 'Đường 88']","
Cần tiền gấp cần bán nhanh đất full thổ cư Làng Nhân Lý - Xuân Sơn - Sơn Tây - Hà Nội.Vị trí: Trục chính Làng Nhân Lý - Xuân Sơn - Sơn Tây - Hà Nội.Diện tích: 114m² ful thổ cư.Mặt tiền: 5m, hậu 5m.Cách QL 413, là 500m, dân cư đông đúc.Oto đỗ tận cửa.LH: 0367 900 *** ",114 m²,16 triệu/m²,Đã có sổ đỏ,29/11/2022,06/12/2022,Tin thường,30844632,batdongsan_com_vn_30844632,5 m,,,,,,Đông - Nam,
"['Hà Nội', 'Sơn Tây', 'Phường Sơn Lộc', 'Đường Quốc lộ 21A(Quốc lộ 21)']","
Gia đình cần bán gấp 1 lô đất siêu đẹp tại mặt phố Tùng Thiện Quốc lộ 21A, phường Sơn Lộc, thị xã Sơn Tây, TP. Hà Nội, trục đường Quốc lộ 21A ngay cửa ngõ thị xã Sơn Tây, đường nhựa 6 làn rộng thênh thang. Khu phố sầm uất kinh doanh buôn bán gì cũng được. Diện tích 113,2 m, mặt tiền 5m đất vuông vắn nở hậu. Mảnh đất đặt tại khu trung tâm của thị xã Sơn Tây, khu trung tâm hành chính, chính trị, kinh tế, y tế giáo dục. Gần thành cổ Sơn Tây, viện quân y.Sổ đỏ chính chủ. Giá 120 tr/m².            ",113.2 m²,120 triệu/m²,Sổ đỏ/ Sổ hồng.,29/11/2022,06/12/2022,Tin thường,35521674,batdongsan_com_vn_35521674,5 m,12 m,,,,,,
