address,gen_descrip,Diện tích,Mức giá,Mặt tiền,Đường vào,Hướng nhà,Hướng ban công,Số tầng,Số phòng ngủ,Số toilet,Nội thất,Ngày đăng,Ngày hết hạn,Loại tin,Mã tin,id,Pháp lý
"['Hà Nội', 'Hai Bà Trưng', 'Phường Thanh Lương', 'Đường Kim Ngưu', 'Ngõ 325']","
Bán nhà mặt ngõ 325 phố Kim Ngưu, phường Thanh Lương, quận Hai Bà Trưng, Hà Nội, (gọi là ngõ nhưng thực tế đông vui như phố) diện tích 45m², từ tầng 2 đến tầng 4 đua ra mỗi tầng thành 54m², xây khung bê tông 4 tầng + 1 tum, sổ đỏ chính chủ, mặt tiền rộng trên 9m, nhà lô góc 2 mặt tiền, hướng Đông Bắc, tiện kinh doanh các loại hàng hóa, hoặc làm công ty, văn phòng, phòng khám bệnh. Giao thông đi lại thuận tiện, ngõ thông đi ngõ 651 Minh Khai, đi ra phố Trần Khắc Trân, cách hồ Hoàn kiếm 4 km, ngõ rộng 8m. Giá 10 tỷ, LH Bác Hiển 0913 037 ***Miễn trung gian và quảng cáo làm phiền).            ",45 m²,10 tỷ,8 m,8 m,Đông - Bắc,,4 tầng,5 phòng,3 phòng,Nhà mới xây được 3 năm.,05/12/2022,12/12/2022,Tin thường,33790144,batdongsan_com_vn_33790144,Sổ đỏ/ Sổ hồng
"['Hà Nội', 'Hoàng Mai', 'Phường Đại Kim', 'Dự án NOXH Đồng Mô']","
- Thiết kế: Căn 2 phòng ngủ, 2 vệ sinh. Nhà được sửa và bố trí lại không gian hợp lý với công năng sử dụng. Trần thạch cao giật cấp có đèn hắt, điện downlight 3 màu, công tắc 2 đầu các phòng, riêng khu vực bếp trang bị gần 70tr: Tủ gỗ dổi (xịn hơn sồi, xoan đào) bếp từ Nhập Châu Âu, vòi sen nhập Hàn, mặt đá cao cấp. Phòng khách và ngủ ốp gỗ, riêng phòng ngủ ốp gỗ Pơ Mu rất tốt cho sức khỏe, hạn chế côn trùng.- Pháp lý: Sổ hồng chính chủ. Sang tên được luôn.- Hướng cửa chính Nam, ban công Bắc.- Giá bán: 2,05 tỷ. Có thương lượng thêm.Liên hệ chính chủ: 0369 889 *** ",70 m²,2.05 tỷ,,,Nam,Bắc,,2 phòng,2 phòng,,05/12/2022,12/12/2022,Tin thường,36032926,batdongsan_com_vn_36032926,Sổ hồng.
"['Hà Nội', 'Hoàng Mai', 'Phường Giáp Bát', 'Đường Trương Định', '609', 'Nam Đô Complex']","
Căn đẹp rẻ nhất chung cư Nam Đô complex. Tầng 24. Diện tích 75m² giá 2.68 tỷ.Sổ đỏ chính chủ sang tên ngay.            ",75 m²,2.68 tỷ,,,,,,2 phòng,,,05/12/2022,12/12/2022,Tin thường,36028855,batdongsan_com_vn_36028855,Sổ đỏ.
"['Hà Nội', 'Cầu Giấy', 'Phường Trung Hòa', 'Phố Nguyễn Ngọc Vũ']","
Bán gấp nhà Nguyễn Ngọc Vũ 40m², 4 tầng, ngõ thông, cách ô tô 10m, KD, chỉ 4.9 tỷ.- Vị trí: Vô cùng đắc địa khu vực Cầu Giấy.- Thiết kế: Nhà chủ tự xây, khung cột bê tông cốt thép, móng, cọc cực chắc chắn, đầy đủ công năng cho gia đình.- Tiện ích: Khu vực tập trung nhiều tiện ích, giao thông đi lại thuận tiện.- Pháp lý: Sổ đẹp chính chủ, nở hậu, sẵn sàng giao dịch.- Giá bán: 4.9 tỷ (100% nhà thật, thông tin thật. Cam đoan giá tốt nhất thị trường).Liên hệ: Em Trang 0982 408 ***Miễn QC, trung gian làm phiền).            ",40 m²,4.9 tỷ,,,,,4 tầng,4 phòng,,,03/12/2022,10/12/2022,Tin thường,35750418,batdongsan_com_vn_35750418,Sổ đẹp
"['Hà Nội', 'Cầu Giấy', 'Phường Yên Hòa', 'Đường Yên Hòa']","
Bán nhà chính chủ đường Yên Hòa Cầu Giấy, 36m² x 7T, thang máy, ở ngay, giá 6,4 tỷ. LH: 0936 937 *** Ms Hiền.Nhà thông các sàn, khép kín, mặt tiền rộng 5,22m, nở hậu, ở sướng.Thông thương các đường: Yên Hòa, Nguyễn Khang, Hoa Bằng, Láng...Vị trí đẹp vài bước chân ra mặt phố Hoa Bằng, ngõ thông các ngả, 5' đi xe ra Công viên Yên Hòa.Khu ở yên tĩnh, thuận lợi, tiện ích ngập tràn, gần các trường cấp 1,2,3 Yên Hòa.LH: 0936 937 *** Ms Hiền chuyên nhà thổ cư sổ đỏ chính chủ.            ",36 m²,6.4 tỷ,5.22 m,,,,7 tầng,4 phòng,,,05/12/2022,15/12/2022,Tin thường,35935840,batdongsan_com_vn_35935840,Sổ đỏ/ Sổ hồng
"['Hà Nội', 'Nam Từ Liêm', 'Thị trấn Cầu Diễn']","
Diện tích: 105 m², 5 tầng:- Tầng 1: 1 khách 1wc 1 gara lớn.- Tầng 2,3,4: 1 bếp, 5 phòng với diện tích giống nhau (3 ngủ, 1 làm việc, 1 thay đồ) khép kín.- Tầng 5: 1 thờ có 1 ban công hóng gió, 1 ban công lớn phơi quần áo và đặt dàn máy tập gym.Nhà xây cực kì kiên cố, ở khu vực cực kì an ninh, yên tĩnh, đường vào rộng, 2 ô tô tránh nhau, đầy đủ các dịch vụ xung quanh, có thể về ở ngay.Làm việc trực tiếp với chủ nhà.SĐT: 0766 333 *** ",105 m²,Thỏa thuận,,,,,,,,,05/12/2022,05/01/2023,Tin thường,36032922,batdongsan_com_vn_36032922,
"['Hà Nội', 'Hai Bà Trưng', 'Phường Vĩnh Tuy', 'Đường Kim Ngưu']","
Cần bán căn hộ tầng 1 khu tập thể tàu biển ngõ 477 phố Kim Ngưu, quận Hai Bà Trưng, Thành Phố Hà Nội. Diện tích trong sổ 30m² nhưng thực tế 60m², có 3 phòng ngủ, 1 phòng khách + bếp wc, nhà đã sửa chữa đẹp chỉ việc dọn đồ đến ở, ngõ ô tô vào sát cửa. Hướng đông, buổi sáng nhiều ánh nắng, gần hồ Hoàn Kiếm, đi lại thuận tiện. Sổ đỏ chính chủ. Giá 2,25 tỷ. LH Bác Hiển 0913 037 ***miễn các trang mạng gọi điện làm phiền).            ",60 m²,2.25 tỷ,,,Đông,Đông,,3 phòng,2 phòng,Nhà đã sửa đẹp.,05/12/2022,12/12/2022,Tin thường,35254138,batdongsan_com_vn_35254138,Sổ đỏ/ Sổ hồng
"['Hà Nội', 'Hoàng Mai', 'Phường Hoàng Liệt', 'Đường Bằng A', 'Dự án Tây Nam Hồ Linh Đàm']","
Nhà đông thành viên cần chuyển sang căn rộng hơn nên cần nhượng lại căn hộ 2 phòng ngủ tòa CT1A1 Tây Nam Linh Đàm cho khách có thiện chí mua. Nhà mình để lại đầy đủ nội thất lên chỉ cần xách vali về ở luôn thôi ạ. Đây cũng là khu vực rất đáng sống có rất nhiều tiện ích, thuận tiện cho giao thông đi lại.- Diện tích: 45m² diện tích thông thủy.- Thiết kế: 2 ngủ, 1 VS.- Hướng: Cửa Tây Bắc, ban công Đông Nam thoáng mát.- Nội thất: Trần thạch cao, sàn gỗ, thiết bị vệ sinh, giường, tủ bếp, tủ quần áo, sofa, bàn ghế ăn, nóng lạnh...- Giá: 1,45 tỷ.Liên hệ: 0359 328 *** Linh.            ",45 m²,1.45 tỷ,,,Tây - Bắc,Đông - Nam,,2 phòng,1 phòng,Đầy đủ,05/12/2022,12/12/2022,Tin thường,36032921,batdongsan_com_vn_36032921,Sổ đỏ/ Sổ hồng
"['Hà Nội', 'Bắc Từ Liêm', 'Phường Phúc Diễn', 'Đường Đức Diễn']","
Cực hiếm nhà bán Đức Diễn 45m², 4 tầng, gần ô tô, Full nội thất, chỉ 4.15 tỷ.- Vị trí: Cực đẹp, cách ô tô 30m, ngay Trung tâm văn hóa thể thao, gần bể bơi, gần chợ, trường học, cách Đại học Công Nghiệp 1km, khu vực tiềm năng đang phát triển từng ngày.- Thiết kế: Khung cột bê tông cốt thép, móng, cọc cực chắc chắn, thiết kế đẹp, hiện đại, nội thất xịn sò, đầy đủ công năng cho gia đình.- Tiện ích: Khu vực tập trung nhiều tiện ích, giao thông đi lại thuận tiện.- Pháp lý: Sổ đẹp chính chủ, nét như SONI sẵn sàng giao dịch.- Giá bán: Chỉ 4.15 tỷ.Liên Hệ: Em Trang 0982 408 ***Miễn QC, trung gian làm phiền).            ",45 m²,4.15 tỷ,,,,,4 tầng,5 phòng,,,03/12/2022,10/12/2022,Tin thường,35639119,batdongsan_com_vn_35639119,
"['Hà Nội', 'Cầu Giấy', 'Phường Nghĩa Đô', 'Đường Hoàng Quốc Việt']","
* Chủ nhà cán bộ về hưu muốn bán nhà phân lô cán bộ ở Hoàng Quốc Việt, Cầu Giấy.- Vị trí nhà siêu đẹp, ngõ to thoáng sáng, ô tô đỗ cửa, nhà ngay cạnh trường ĐH Điện Lực, view nhà văn hoá, cách 50m là ra mặt phố Hoàng Quốc Việt.- Diện tích: 40m² mặt tiền: 4.3m.- Nhà xây 5 tầng khung cột bê tông vững chắc, thiết kế mỗi tầng 2 phòng rất sang trọng, cầu thang được ốp full gỗ rất đẹp.+ Tầng 1; Bếp, phòng khách.+ Tầng 2, 3, 4: Mỗi tầng 2 phòng ngủ - WC.+ Tầng 4: Phòng thờ, sân phơi.- Khu vực dân trí cao, xung quanh hàng xóm thân thiện toàn cán bộ quân đội, an ninh cực kỳ đảm bảo, tiện ích đầy đủ, ngõ thông thoáng, trung tâm khu phố, đi lại rất rất thuận tiện, gần trường gần chợ.- Sổ đỏ chính chủ, sẵn sàng giao dịch, giá có thương lượng.* Liên hệ trực tiếp để biết chi tiết theo SĐT và zalo: 0385 387 *** Đức Việt.            ",40 m²,9.7 tỷ,4.3 m,4 m,,,4 tầng,5 phòng,5 phòng,,05/12/2022,15/12/2022,Tin thường,35722361,batdongsan_com_vn_35722361,Sổ đỏ/ Sổ hồng
