address,gen_descrip,Diện tích,Mức giá,Mặt tiền,Đường vào,Hướng nhà,Số tầng,Số phòng ngủ,Số toilet,Nội thất,Ngày đăng,Ngày hết hạn,Loại tin,Mã tin,id,Hướng ban công,Pháp lý
"['Hà Nội', 'Hà Đông', 'Phường Hà Cầu', 'Đường Tô Hiệu', 'Dự án Hyundai Hillstate']","
Bán căn 2 ngủ Hyundai giá rẻ nhất hiện tại.Ban công Đông Bắc, cửa Tây Nam mát mẻ CT5.Để lại full đồ chỉ dọn quần aó về ở.Bán bao sang tên cho khách.E Đạt 0969 711 *** cư dân Hyundai p1405 ct2.            ",102.7 m²,3.35 tỷ,,,Tây - Nam,,2 phòng,2 phòng,Full đồ,23/11/2022,04/12/2022,Tin thường,35926389,batdongsan_com_vn_35926389,Đông - Bắc,Sổ đỏ/ Sổ hồng
"['Hà Nội', 'Hoàn Kiếm', 'Phường Phan Chu Trinh', 'Đường Trần Hưng Đạo']","
Bán nhà quận Hoàn Kiếm, Bán nhà trên phố Trần Hưng Đạo,  DT 90m², MT 7m. Nhà tiện ở và kinh doanh. Căn nhà nằm trên vị trí đẹp nhất của phố Trần Hưng Đạo, nhà được thiết kế theo phong cách hiện đại hòa quện với văn hóa Pháp, trước đây nhà được cho các nhân viên của đại sứ quán pháp thuê làm nơi ở. Nhà có thông số như sau:Diện tích 90m2Mặt tiền 7mNhà 8 tầngGiá chủ rao bán 26.5 tỷ.Cách đó không xa cũng trên phố Trần Hưng Đạo còn có căn nhà khác đang cần bán như sau:Diện tích 41m2Mặt tiền 7mNhà 5 tầngGiá chủ rao bán 22 tỷTại sao nói các căn nhà trên là nơi sinh sống và kinh doanh giữa Phố Tây, bởi các tuyến phố như Trần Hưng Đạo, Lý Thường Kiệt, Hai Bà Trưng, Phan Chu Trinh, Hàm Long , Tông Đản là nhưng con phố do người Pháp quy hoạch. Với quy hoạch tuyệt với đó mà các khu phố này không bao giờ tắc đường, không gian sống thoáng đãng giữa lòng Hà Nội và Phố Cổ.Những ai là trung gian môi giới, xin đừng làm phiền!            ",90 m²,26.5 tỷ,7 m,6 m,,,,,,29/11/2022,06/12/2022,Tin thường,35410206,batdongsan_com_vn_35410206,,Sổ đỏ/ Sổ hồng
"['Hà Nội', 'Nam Từ Liêm', 'Phường Mỹ Đình 2', 'Đường Lê Đức Thọ', 'Dự án The Zei Mỹ Đình']","
Địa chỉ: Chung cư thuộc KĐT Moncity của CĐT Hải Đăng, Số 8 Lê Đức Thọ - Nam Từ Liêm.Vị trí:- The Zei Mỹ Đình gồm 42 tầng nổi với 891 căn hộ cao cấp từ loại 2 phòng ngủ, 3 phòng ngủ, căn hộ kép đến penthouse, căn hộ thông tầng.- Dự án nằm tại số 8 đường Lê Đức Thọ, phường Mỹ Đình II, quận Nam Từ Liêm, Hà Nội. Vì được định hướng theo đẳng cấp sang trọng, mang phong cách châu Âu nên mọi tiện ích bên trong công trình đều được chủ đầu tư chú trọng đầu tư.- Tiện ích xung quanh vô vàn: Trường Mần non, Trường tiểu học Đoàn Thị Điểm, Trường Merie Curie, bênh viện, TTTM, ngập tràn.- Giao thông đồng bộ, kết nối với Hồ Tùng Mậu, Phạm Hùng,... Đi đâu cũng rất tiện.Thiết kế:- Căn Penhouse có diện tích 320m² được chủ nhà mua thô rồi làm thông tầng 40 + 41 cực kỳ tỉ mỉ và tâm huyết.- Công năng 5 phòng ngủ + 1 phòng thờ + 4 WC rất phù hợp cho gia đình có nhiều thành viên.- Nội thất được chủ nhà thi công cực kỳ tỉ mỉ, tâm huyết (mời xem ảnh) toàn đồ nhập ngoại thi công nửa năm mới xong.- Nhà mới tinh do chủ nhà thay đổi kế hoạch nên muốn bán.- Hàng xóm với HLV Park, Đoàn Văn Hậu, NS Xuân Hinh,.. Và hầu như toàn cán bộ cấp cao.Sổ đỏ chính chủ sẵn sàng giao dịch.Vui lòng liên hệ 24/24. Zalo chính chủ.            ",320 m²,30 tỷ,,,,,5 phòng,3 phòng,,29/11/2022,09/12/2022,Tin thường,35492563,batdongsan_com_vn_35492563,,Sổ đỏ/ Sổ hồng
"['Hà Nội', 'Cầu Giấy', 'Phường Nghĩa Đô', 'Phố Phùng Chí Kiên', 'Dự án Tràng An Complex']","
Cần bán gấp căn hộ 3 ngủ tầng cao tại Tràng An Complex - Phùng Chí Kiên - Nghĩa Đô - Cầu Giấy.Diện tích: 93 m² thiết kế 3 phòng ngủ 2 WC nội thất full như hinh.Hướng: Cửa Nam ban công Bắc... View Hồ TÂY.Giá bán: 4,6x tỷ bao toàn bộ thuế phí.Sổ đỏ cất két không vay ngân hàng(sẵn sàng giao dịch).Ai có nhu cầu liên hệ: 0947 823 *** để biết thông tin và xem nhà.            ",93 m²,4.6 tỷ,,,Nam,,3 phòng,2 phòng,Cơ bản,29/11/2022,06/12/2022,Tin thường,34843554,batdongsan_com_vn_34843554,Bắc,Sổ đỏ/ Sổ hồng
"['Hà Nội', 'Hà Đông', 'Phường Mỗ Lao', 'Dự án Mulberry Lane']","
Bán chung cư Mulberry, Hà Đông.Vị trí:- Tổ hợp chung cư Mulberry, Hà Đông, tọa lạc trong khu đô thị Mỗ Lao, Hà Đông. Tiếp giáp với phố Nguyễn Văn Lộc khu phố ăn chơi sầm uất nhất Hà Đông. Giao thông kết nối đồng bộ với Trần Phú, Vũ Trong Khánh, Tố Hữu,.. Di chuyển cữ kỳ thuận tiện.- Tiện ích nội khu vô vàn như thành phố thu nhỏ: Bể bơi, khu hồ điều hòa, khu tắm trắng, phòng gym, khu vui chơi trẻ em, Trường học các cấp. An sinh rất tốt.Thiết kế:- Căn hộ với diện tích 90m² công năng 3 phòng ngủ - 2 vệ sinh. Nội thất đẹp, hiện đại. Nhà còn mới lung linh do chủ ở cực giữ gìn.. Cửa sổ phòng nào cũng có cực thoáng mát. Ban công rộng, thoáng..- Nội thất trong nhà do chủ tự tay lựa rất tỉ mỉ cho căn nhà, tặng lại hết cho khách thiện chí.Sổ đỏ chính chủ, sẵn sàng giao dịch.Vui lòng liên hệ 24/24 (call sms zalo).            ",90 m²,3.7 tỷ,,,,,3 phòng,2 phòng,,29/11/2022,09/12/2022,Tin thường,35820510,batdongsan_com_vn_35820510,,Sổ đỏ
"['Hà Nội', 'Hoàng Mai', 'Phường Đại Kim', 'Đường Nguyễn Xiển', 'Dự án The Manor Central Park']","
Mô tả:- The Manor Central Park, lấy lý tưởng từ công viên trung tâm tại Manhattan New York Mỹ, một công viên xanh mát dưới lòng thành phố New York hoa lệ, được bao bọc bởi dãy nhà phố thương mại và chung cư cao cấp, những con phố đi bộ sôi động, bất kể ngày đêm, kết hợp tinh hoa của những khu đô thị lừng danh thế giới trên con phố Ginza của Tokyo Nhật Bản, Las Ramblas của Barcerola, hòa cùng vẻ đẹp truyền thống của Hà Nội 36 phố phường.- Tổng thể dự án rộng 89,7ha, với quy mô: Gần 1000 lô biệt thự, shophouse, nhà vườn liền kề, 17 tòa chung cư cao cấp, 7ha của bộ ban ngành nhà nước đã chuyển về dự án, 2 tòa tháp văn phòng cao 65 tầng. Chủ đầu tư uy tín Bitexco.- Tất cả sản phẩm của căn nhà đều có 2 mặt tiền ô tô chạy vòng quanh trước sau, cùng với đó 3 vỉa hè rộng thanh thang ô tô để thoải mái.- Nhà đẹp như mới, hiện trang chủ đã dọn đi nên khách mua tùy ý setup không gian.Thiết kế:- Tầng 1 kinh doanh buôn bán hay văn phòng cho thuê.- Tầng 2 phòng khách bếp WC.- Tầng 3 + 4 tổng 4 phòng ngủ rộng thoáng.- Tầng 5 phòng thờ + sân phơi + 1 phòng ngủ vệ sinh giữa cầu thang cuối.+ Tiện ích: Gồm công viên Chu Văn An rộng 100ha mang lại 1 không gian sinh thái với cây xanh và mặt nước hồ rộng lớn, phố đi bộ, trước mặt nhà là Toàn Án Nhân Dân Thành Phố, Viện Kiểm Sát, vô vàn tiện ích.- Hiện đã có sổ đỏ, sẵn sàng giao dịch.Vui lòng liên hệ 24/24 (call sms zalo).            ",75 m²,32 tỷ,5 m,10 m,,5 tầng,4 phòng,3 phòng,,29/11/2022,09/12/2022,Tin thường,35634304,batdongsan_com_vn_35634304,,Sổ đỏ/ Sổ hồng.
"['Hà Nội', 'Đống Đa', 'Phường Ô Chợ Dừa', 'Phố Hoàng Cầu']","
Bán nhà riêng Hoàng Cầu, Đống Đa, Hà Nội.Vị trí:- Nhà nằm trong mặt ngõ rộng, thông sang Nguyễn Phúc Lai, Đê La Thành,... Ô tô tránh khách mua về ở hoặc kinh doanh rất phù hợp.- Khu vực an ninh đảm bảo. Dân trí cao, hàng xóm toàn quan chức, bên cạnh là tòa chung cư cao cấp của Tân Hoàng Minh, Trung tâm quận tiện ích không thiếu thứ gì: Trường cấp 1,2,3 Hoàng Cầu, chợ,... An sinh rất tốt.- Khu vực trung tâm quận, kết nối với Hào Nam, Đê La Thành,... Đi đâu cũng tiện.Thiết kế:- Nhà chủ tự xây khung cột bê tông chắc chắn, chủ nhà ở rất giữ gìn nên còn rất mới đều và đẹp. Chủ mới chỉ việc xách tay nải vào ở không phải sửa chữa gì thêm. Rất yên tâm.- Nhà có 3 mặt thoáng vĩnh viễn, phòng nào cũng có ảnh sáng rất thoáng, sáng.- Nội thất sang trọng, đầy đủ công năng, ô tô ngủ trong nhà.Công năng.+ Tầng 1: Gara, bếp,+ Tầng 2: Phòng khách, 1 ngủ, phụ.+ Tầng 3 + 4: Mỗi tầng 2 phòng rộng + 1 phụ.+ Tầng 5: Phòng thờ, khu giặt đồ, sân phơi.Sổ đỏ nở hậu, giao dịch ngay.Vui lòng liên hệ 24/24. Zalo chính chủ.            ",65 m²,12.1 tỷ,4.3 m,4 m,,5 tầng,4 phòng,3 phòng,,29/11/2022,09/12/2022,Tin thường,35458596,batdongsan_com_vn_35458596,,Sổ đỏ/ Sổ hồng.
"['Hà Nội', 'Hoàng Mai', 'Phường Đại Kim', 'Đường Kim Giang']","
Bán nhà 4T Kim Giang, Hoàng Mai, Hà Nội.Vị trí:+ Nhà nằm trong khu phân lô Vip của khu. Vỉa hè rộng rãi, khu dân trí cao. 30m ra mặt phố Kim Giang. Gần vành đai 3, Bán đảo Linh Đàm chỉ 3p đi xe máy. Ngõ rộng ô tô tránh. Khu dân trí cao, ở rất sướng.+ Xung quang tiện ích ngập tràn, không thiếu thứ gì: Trường cấp 1,2,3 Đại Kim rất gần, chợ, TTTM, sân bóng,... An sinh rất tốt. Khu an ninh đảm bảo.Thiết kế:+ Nhà chủ tự xây chắc chắn, còn mới tinh, khách mua về chỉ việc ở luôn không phải sửa chữa gì thêm. Ở cực kỳ yên tâm.+ Ô tô 7 chỗ vào nhà, Vỉa hè rộng rãi trước nhà, Nhà thoáng trước sau phòng nào cũng mở cửa sổ cực thoáng, sáng.+ Móng bè cực kỳ chắc chắn. Lên thêm tầng thoải mái.. Có ô chờ thang máy cực tiện.- Diện tích sổ 56m², diện tích thực tế từ tầng 1 là 59m², mặt tiền 4,3m, xây 4 tầng đẹp, nội thất sang trọng.+ Tầng 1: Gara ô tô + Phòng bếp + 1WC.+ Tầng 2: Phòng khách + 1 Phòng ngủ + 1WC.+ Tầng 3: 2 Phòng ngủ + 1WC.+ Tầng 4: 1 Phòng ngủ + Phòng thờ + Sân phơi + Bàn trà đạo + 1WC.- Sổ phân lô vuông đẹp. Chủ nhà thiện chí bán.Vui lòng liên hệ 24/24 (call sms zalo).            ",56 m²,11.5 tỷ,4.3 m,5 m,,4 tầng,4 phòng,3 phòng,,29/11/2022,09/12/2022,Tin thường,35723675,batdongsan_com_vn_35723675,,Sổ đỏ/ Sổ hồng.
"['Hà Nội', 'Nam Từ Liêm', 'Phường Mỹ Đình 2', 'đường Mỹ Đình']","
Full đồ, ô tô đỗ cửa, lô góc, Mỹ Đình 42m² 4T, nhỉnh 5tỷ.Vị trí đẹp nhất khu vực, ô tô  đỗ cửa lô góc, thông tứ tung, khu vực kinh doanh sầm uất, nhà mình cách ô tô tránh chỉ 20 mét, ngay gần trường học Mỹ Đình, gần bến xe Mỹ Đình, phố Lê Đức Thọ, Lê Quang Đạo, Mễ Trì, cách sân vận động chỉ 2ph đi xe.Nhà xây diện tích 42m², mặt tiền hơn 4m, 4 tầng chắc chắn, chủ tự xây cực kỳ tâm huyết, xung quanh cực kỳ thoáng sáng, ngõ thông đi lại cự kỳ tiện.Chủ nhà cần bán để chuyển lên chung cư nên cực kỳ thiện chí.Sổ đỏ chính chủ, phân lô giao dịch ngay.Giá 5,35 tỷ (thương lượng trực tiếp với chủ nhà).Lh E Ngọc: 0368 808 ***chuyên thổ cư Từ Liêm).            ",42 m²,5.35 tỷ,,,,5 tầng,3 phòng,,,29/11/2022,07/12/2022,Tin thường,32487698,batdongsan_com_vn_32487698,,Sổ đỏ.
"['Hà Nội', 'Nam Từ Liêm', 'Phường Phú Đô', 'Đường Lê Quang Đạo']","
Siêu thoáng, ngõ cực rộng ba gác tránh xe máy, vài bước ra tới mặt đường Phú Đô, gần đại lộ Thăng Long, gần các tuyến phố lớn như Mễ Trì, Lê Quang Đạo, Lê Đức Thọ,...Nhà thiết kế 5 tầng với 3 phòng ngủ đầy đủ công năng, phòng nào cũng thoáng sáng, siêu rộng, nhà còn mới tinh, khách về ở luôn.Nhà gần phố nên tiện ích vô vàn, trường học, chợ, siêu thị đủ cả.Khu vực cực hiếm nhà phân khúc 3 tỷ, đường đi lại cực tiện, ra Hà Đông, Cầu Giấy, Từ Liêm đều tiện cả.Sổ đỏ nét căng sẵn sàng giao dịch.Giá 3,75 tỷ (có thương lượng cho ace).LH ngay em Ngọc: 0368 808 ***chuyên thổ cư Từ Liêm).            ",32 m²,3.75 tỷ,,,,5 tầng,,,,29/11/2022,07/12/2022,Tin thường,32694903,batdongsan_com_vn_32694903,,Sổ đỏ/ Sổ hồng
