address,gen_descrip,Diện tích,Mức giá,Mặt tiền,Đường vào,Số tầng,Số phòng ngủ,Số toilet,Pháp lý,Ngày đăng,Ngày hết hạn,Loại tin,Mã tin,id,Hướng nhà,Hướng ban công,Nội thất
"['Hà Nội', 'Hà Đông', 'Phường Phú La', 'Đường Lê Trọng Tấn', 'Dự án KĐT Văn Phú']","
+ Chính chủ cần bán căn 2607 chung cư CT12 Văn Phú, Hà Đông căn góc 160m², 3 ngủ, 3 vs, nội thất xịn sò.+ Thiết kế hiện đại đầy đủ công năng của 1 gia đình hiện đại, gồm 1 phòng khách, 3 ngủ, 3 vs và 1 phòng tiện ích.+ Nhà căn góc nên phòng nào cũng có cửa sổ rộng ngập tràn ánh sáng tự nhiên.+ Hai ban công cực rộng và thoáng, ngập tràn cây xanh.+ Khu vực vip tập trung nhiều các Trung tâm thương mại và hành chính.+ Vị trí trung tâm Quận Hà Đông, cách ga Trần Phú 10m, trung tâm TM, rạp chiếu phim CGV, phòng tập gym, bể bơi 4 mùa ngay dưới chân tòa nhà, gần ĐH Kiến Trúc, An Ninh, Đại học Văn Hóa.+ Chủ để lại toàn bộ nội thất xịn cho khách hàng thiện trí.+ Sổ đỏ sở hữu lâu dài khách có thể vay ngân hàng.+ Gía bán: 2.95 tỷ (có thương lượng, không bao phí).+ Liên hệ xem nhà: Mr Hiếu: 0984 262 ***Miễn trung gian).            ",160 m²,2.98 tỷ,,,,3 phòng,2 phòng,Sổ đỏ,23/11/2022,30/11/2022,Tin thường,35929028,batdongsan_com_vn_35929028,,,Đầy đủ
"['Hà Nội', 'Thanh Xuân', 'Phường Thanh Xuân Bắc', 'Phố Vũ Hữu']","
Bán nhà phố Vũ Hữu, DT 31m2x5T, ngõ thông rộng , giá 3.4 tỷ. LH: 0326 691 ***- Chủ nhà lên nhà to hơn nên bán gấp, tặng lại toàn bộ nội thất xịn sò, khách mua nhà chỉ việc xách vali qua ở ngay thôi.* Vị trí:- Sát cạnh trục giao thông Lê Văn Lương, Khuất Duy Tiến, Nguyễn Trãi.- Gần chợ, trường học các cấp, khu vực dân trí cao, hàng xóm công chức nhà nước.* Thiết kế:- Nhà mới xây dựng mỗi tầng 1 phòng.+ Tầng 1: Phòng khách, bếp, để xe, wc.+ Tầng 2,3,4: Phòng ngủ, wc.+ Tầng 5: Phòng thờ, sân phơi.- Sổ đỏ chính chủ, vuông phân lô, sẵn sàng giao dịch.Liên hệ Trung Hiếu chuyên thổ cư Thanh Xuân. Hotline. 0326 691 *** ",31 m²,3.2 tỷ,,,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,27/11/2022,04/12/2022,Tin thường,35960633,batdongsan_com_vn_35960633,,,Nội thất đầy đủ.
"['Hà Nội', 'Bắc Từ Liêm', 'Phường Cổ Nhuế 2', 'Đường Cổ Nhuế']","
+ Nhà MT 4,2 m, xây 04 tầng chắc chắn, tiếp giáp Khu đô thị, 10 m ô tô tránh.+ 500 m ra Phạm Văn Đồng, rất gần trường THCS Cổ Nhuế 2, trường liên cấp Đoàn Thị Điểm, KV tập trung đông các trường Đại Học Mỏ, HV Tài Chính, ĐH Ngân Hàng, Bệnh Viện Phương Đông, CV Hòa Bình và rất nhiều tiện ích vượt trội.+ Giá: 3 tỷ 7 (Thương lượng với KH thiện chí).+ LH: 0966 481 *** Mr Dũng (để được tư vấn và xem nhà miễn phí).            ",35 m²,3.7 tỷ,4.2 m,3 m,4 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,27/11/2022,07/12/2022,Tin thường,35857850,batdongsan_com_vn_35857850,,,Nội thất đầy đủ
"['Hà Nội', 'Ba Đình', 'Phường Ngọc Hà', 'Đường Ngọc Hà']","
- Chủ nhà tu nghiệp ở Anh Quốc, thiết kế nhà phong cách Châu Âu, móng cột cực kỳ chắc bền lên 8 tầng, nội thất nhập.- Thông số vàng: 46m² x 5 tầng, mặt tiền 4.2m bao gồm:+ Tầng 1: Sân để xe, phòng khách VIP, phòng ăn, wc.+ Tầng 2: 1 phòng ngủ master đẹp, wc.+ Tầng 3,4: 4 phòng ngủ, wc.+ Tầng 5: Phòng thờ, sân phơi.- Ngõ Ngọc Hà, Ba Đình rộng, thoáng, thông tứ tung, taxi lùi vào cửa khi cần thiết, gần bãi gửi ô tô ngày đêm.- Khu lõi Ba Đình, thế đất cao rất vượng khí, hiếm, dân trí cao, an ninh tốt, yên tĩnh, dễ dàng vào phố cổ.- Gần trường MN, c1,2,3 Chu Văn An, xe buýt, ga Cát Linh, chợ dân sinh, siêu thị Winmart, bệnh viện 354, Thu Cúc.- Đi bộ ra Lăng Bác, Hồ Tây, TTTM Sun Grand, Lotte, Văn Miếu, ks Daewoo, VP Chính Phủ, Quốc Hội.- Giao thông: Đội Cấn, Nguyễn Thái Học, Hoàng Hoa Thám, Thụy Khuê, Thanh Niên, Kim Mã, Giang Văn Minh, Hùng Vương.- Chủ là cán bộ Nhà Nước, cô là giáo viên.- Sổ đỏ nở hậu, pháp lý chuẩn, sẵn sàng giao dịch.- Giá: 4.98 tỷ.- Liên hệ: Em Oanh (không làm việc với môi giới, đầu tư).            ",46 m²,4.98 tỷ,4.2 m,,5 tầng,5 phòng,,,23/11/2022,03/12/2022,Tin thường,35925455,batdongsan_com_vn_35925455,,,
"['Hà Nội', 'Thanh Xuân', 'Phường Thanh Xuân Bắc', 'Đường Khuất Duy Tiến']","
Bán nhà đường Khuất Duy Tiến, sổ vuông phân lô, view đỉnh, 56m² chỉ 8.3 tỷ. LH: 0326 691 ***- Vị trí nhà nằm trong khu phân lô ô tô vào nhà đường Khuất Duy Tiến, phường Thanh Xuân Bắc, đường trước nhà thông nhiều ngả, cách mặt Khuất Duy Tiến chưa đầy 20m. Khu vực toàn cán bộ nhà nước sinh sống, dân trí cao, an ninh đảm bảo.- Nhà thiết kế khung cột bê tông chắc chắn, phù hợp với gia đình nhiều thành viên.- Sổ đỏ cất két sẵn sàng giao dịch.Liên hệ ngay Trung Hiếu chuyên khu vực Thanh Xuân. Hotline: 0326 691 *** ",56 m²,8.3 tỷ,,,,,,Sổ đỏ/ Sổ hồng,27/11/2022,04/12/2022,Tin thường,35960750,batdongsan_com_vn_35960750,,,Nội thất đầy đủ.
"['Hà Nội', 'Đống Đa', 'Phường Khương Thượng', 'Đường Tam Khương']","
- Cần bán gấp nhà Tam Khương Đống Đa vị trí lô góc, ô tô tránh, kinh doanh, giá đầu tư, Nhà cần bán có đường đi rộng thoáng, khu vực dân cư tập trung, giao thông thuận tiện, gần ngay Đại Học Thuỷ Lợi, Đại Học Y, Học Viện Ngân Hàng, Nhà thiết kế 6 tầng thang máy, chủ tự xây dừng tâm huyết và cực kỳ chắc chắn, Tầng 1 Gara 2 ô tô, hoặc có thể chuyển đổi công năng, tầng 2,3 mỗi tầng 2 phòng ngủ rộng thoáng, tầng 4, 1 phòng ngủ master khép kín rộng thoáng, tầng 5, phòng khách sang trọng, tầng 6 bếp, phòng thở, sân phơi, cơ hội đâu tư kinh doanh giữ tiền vừa kết hợp ở vô cùng hiệu quả.- Diện tích 68m² mặt tiền 6m hiện trạng 6 tầng thang máy, thiết kế hiện đại không gian thoáng, với đầy đủ công năng và tiện ích, phù hợp vừa ở vừa kinh doanh, văn phòng trụ sở công ty, Spa, Shop online...- Giá 18.8Tỷ có thương lượng.- Cam kết sổ đỏ chính chủ, pháp lý sạch.- Liên hệ Nghiêm để xem nhà và tư vấn miễn phí.            ",68 m²,18.8 tỷ,6 m,5 m,6 tầng,5 phòng,6 phòng,Sổ đỏ/ Sổ hồng,21/11/2022,01/12/2022,Tin thường,35449713,batdongsan_com_vn_35449713,,,
"['Hà Nội', 'Hà Đông', 'Phường Văn Quán', 'Đường Nguyễn Khuyến']","
- DT: 30m² x 5 tầng.- Vị trí đắc địa nằm trên đường đẹp nhất Văn Quán, giao thông thuận tiện đi các ngả đường Trần Phú, Phùng Hưng, Chiến Thắng, 19.5.- 3 phút ra hồ Văn Quán, gần trường học Quốc tế, các trường đại học lớn, bệnh viện 103, trung tâm thương mại Big C Hồ Gươm, TT Điện máy...- Trước nhà ô tô tránh, khu dân trí cao, an sinh đỉnh.- Sổ đỏ sẵn sàng chờ giao dịch.            ",30 m²,5.5 tỷ,4 m,6 m,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,27/11/2022,04/12/2022,Tin thường,35871011,batdongsan_com_vn_35871011,Đông - Nam,,
"['Hà Nội', 'Đống Đa', 'Phường Cát Linh', 'Phố Hào Nam']","
Tôi có nhu cầu chuyển đi nơi khác nên bán lại nhà trong ngõ phố Hào Nam, nhà xây kiên cố diện tích 28m, 3 tầng.Nhà nằm trong khu phố an ninh, dân trí cao, gần nhiều trung tâm thương mại, chợ, trường học, bệnh viện,... Rất thuận tiện cho sinh hoạt, đi lại, học tập, làm việc,...Giá: 2.65 tỷ (có thương lượng và ra lộc với khách nhiệt tình).Liên hệ: 0914 838 ***Anh Hưng).            ",28 m²,2.65 tỷ,,,3 tầng,3 phòng,2 phòng,,22/11/2022,29/11/2022,Tin thường,35923803,batdongsan_com_vn_35923803,,,
"['Hà Nội', 'Đống Đa', 'Phường Kim Liên', 'Đường Đông Tác']","
- Cần bán gấp nhà mặt phố Đông Tác Đống Đa vị trí siêu kinh doanh, giá đầu tư, Nhà cần bán năm vị trí đắc địa vỉa hẻ ô tô tránh, kinh doanh buôn bán sầm uất, Phố Đông Tác nằm trung tâm quận Đống Đa kinh doanh đa dạng mọi ngành nghề, gần sát ngay VinCom Phạm Ngọc Thạch, ngã tư Đông Tác Chùa Bộc, Tôn Thất Tùng, nhà mới xây 7 tầng thang máy, thiết kế thông sàn từ tầng 1 - 7, thang máy, thang bộ cuối nhà, hiện đang kinh cho thuê kinh doanh tầng 1 - 4 dòng tiền 40tr/tháng, cho thuê cả nhà 60tr/Tháng, với vị trí đắc địa vỉa hè ô tô tránh, nhà phù hợp với mọi loại hình kinh doanh, cơ hội đầu tư giữ tiền sinh lời cực cao.- Diện tích 60m² mặt tiền 3.6m hiện trạng 7 tầng thang máy, thiết kế hiện đại không gian thoáng, với đầy đủ công năng và tiện ích, phù hợp vừa ở vừa kinh doanh, văn phòng, nhà hàng, shop thời trang, salon tóc, phòng khám...- Giá 16 tỷ có thương lượng.- Cam kết sổ đỏ chính chủ, pháp lý sạch.- Liên hệ Nghiêm để xem nhà và tư vấn miễn phí.            ",60 m²,16 tỷ,3.6 m,16 m,7 tầng,6 phòng,6 phòng,Sổ đỏ/ Sổ hồng,27/11/2022,04/12/2022,Tin thường,35520330,batdongsan_com_vn_35520330,,,
"['Hà Nội', 'Ba Đình', 'Phường Liễu Giai', 'Đường Vạn Bảo']","
- Cần bán gấp nhà Vạn Bảo Ba Đình vị trí kinh doanh giá đầu tư, Nhà cần bán nằm vị trị đắc địa mặt Ngõ thông Đội Cấn, ô tô tránh kinh doanh đỉnh, khu vực siêu hiếm nhà bán, hàng xóm toàn Đại Sứ Quán, khu vực người Hàn, Nhật sinh sống, giần ngay ngã tư Vạn Phúc, Vạn Bảo, nhà chủ tự xây dựng 5 tầng, thiết kế hiện đại, khung cột bê tông chắc chắn, nội thất toàn đồ xịn, tặng lại 100% cho gia chủ mới, tầng 1 Gara để được 2 ô tô, tầng 2 thiết kế phòng khách rộng làm không gian sinh hoạt trung của gia đình, bếp, wc, tầng 3,4 làm 3 phòng ngủ master, phòng tằm master sang trọng, có hội sở hữu hộ khẩu Ba Đình kết hợp vừa ở vừa kinh doanh cực tôt.- Diện tích 65m² mặt tiền 5.4m hiện trạng 5 tầng thiết kế hiện đại, không gian thoáng với đầy đủ công năng và tiện ích, phù hợp vừa ở vừa kinh doanh, văn phòng trụ sở công ty, phòng khám, salon tóc, spa, shop thời trang, nhà hàng...- Giá 23.9 tỷ có thương lượng.- Cam kết sổ đỏ chính chủ, pháp lý sạch.- Liên hệ Nghiêm 0963 492 *** để xem nhà và tư vấn miễn phí.            ",65 m²,23.9 tỷ,5.4 m,5 m,5 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,27/11/2022,04/12/2022,Tin thường,35121111,batdongsan_com_vn_35121111,,,
